surface	component_recipe	atomic_pocket_gloss_de	workshop_composition_de	image_composition_de	events	physical_pages	registers	observed_channels	channel_class	event_ids	visible_owner_examples
okar	OK+AR	START + QUELLE	Arbeitsgang ansetzen; Entnahmestelle	Bildplatz aktivieren; Quell- oder Bezugsstelle	13	f55v|f56r|f67r2|f69v|f75r|f81v	BIOLOGICAL|HERBAL|ZODIAC	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL	P912-E0251|P912-E0286|P912-E0292|P912-E0365|P912-E0534|P912-E0715|P912-E0751|P912-E0768|P912-E0908|P912-E1757|P912-E1771|P912-E2031|P912-E2032	abgebildeter Pflanzenartikel f55v|abgebildeter Pflanzenartikel f56r|mehrstufige Becken-, Figuren- und Laufseite|gemeinsames Bad- und Beckenfeld|zwei lokale Himmelsraeder|drei getrennte heterogene Himmelsraeder
oldy	OL+DY	WEITER + ENDE	im selben Arbeitsgang fortfahren; Arbeitsschritt schließen	dieselbe Reihe fortführen; Bildeintrag schließen	12	f13r|f55v|f67r2|f75r|f81v|f83r|f88r	BIOLOGICAL|HERBAL|PHARMA|ZODIAC	WORKSHOP_PROSE	PROSE_ONLY	P912-E0209|P912-E0219|P912-E0319|P912-E0763|P912-E0812|P912-E0816|P912-E0889|P912-E0937|P912-E1645|P912-E1650|P912-E1783|P912-E2426	grosse abgebildete Pflanze mit Knollenwurzel|abgebildeter Pflanzenartikel f55v|mehrstufige Becken-, Figuren- und Laufseite|gemeinsames Bad- und Beckenfeld|lokale Becken-, Figuren- und Verbindungsstationen|zwei lokale Himmelsraeder|drei Gefaesse mit Wurzel- und Blattreihen
sol	OL	WEITER	im selben Arbeitsgang fortfahren	dieselbe Reihe fortführen	12	f75r|f82r|f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0573|P912-E0596|P912-E0683|P912-E0764|P912-E1143|P912-E1411|P912-E1584|P912-E1592|P912-E1685|P912-E1705|P912-E1728|P912-E1746	mehrstufige Becken-, Figuren- und Laufseite|mehrere lokale Bad- und Leitungsstationen|lokale Becken-, Figuren- und Verbindungsstationen
sar	S+AR	WAHL + QUELLE	Arbeitsvariante auswählen; Entnahmestelle	Bildklasse auswählen; Quell- oder Bezugsstelle	11	f55v|f69v|f75r|f81v|f82r|f83r|f88r	BIOLOGICAL|HERBAL|PHARMA|ZODIAC	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL	P912-E0246|P912-E0603|P912-E0638|P912-E0873|P912-E1151|P912-E1569|P912-E1598|P912-E1715|P912-E2007|P912-E2112|P912-E2383	abgebildeter Pflanzenartikel f55v|mehrstufige Becken-, Figuren- und Laufseite|gemeinsames Bad- und Beckenfeld|mehrere lokale Bad- und Leitungsstationen|lokale Becken-, Figuren- und Verbindungsstationen|drei getrennte heterogene Himmelsraeder|drei Gefaesse mit Wurzel- und Blattreihen
al	AL	ZIEL	Ziel- oder Anschlussstelle	Zielplatz	10	f55v|f70v|f75r|f81v|f83r	BIOLOGICAL|HERBAL|ZODIAC	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL	P912-E0244|P912-E0255|P912-E0558|P912-E0877|P912-E1513|P912-E2216|P912-E2256|P912-E2330|P912-E2351|P912-E2353	abgebildeter Pflanzenartikel f55v|mehrstufige Becken-, Figuren- und Laufseite|gemeinsames Bad- und Beckenfeld|lokale Becken-, Figuren- und Verbindungsstationen|Widderrad mit Stern tragenden Figuren|Fischrad mit Stern tragenden Figuren
am	AM_ADDR	INNEN	Innenstelle	Innenplatz	10	f10r|f55v|f67r2|f70v|f75r|f88r	BIOLOGICAL|HERBAL|PHARMA|ZODIAC	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL	P912-E0062|P912-E0250|P912-E0629|P912-E1802|P912-E1817|P912-E1819|P912-E2184|P912-E2297|P912-E2328|P912-E2462	abgebildeter Pflanzenartikel f10r|abgebildeter Pflanzenartikel f55v|mehrstufige Becken-, Figuren- und Laufseite|zwei lokale Himmelsraeder|Widderrad mit Stern tragenden Figuren|Fischrad mit Stern tragenden Figuren|drei Gefaesse mit Wurzel- und Blattreihen
chckhy	CKH+Y	DURCHLASS + DIES	durch einen Durchlass führen; dieser Arbeitsgegenstand	Verbindung oder Durchlass; dieser Bildplatz	10	f13r|f55v|f75r|f81v|f82r	BIOLOGICAL|HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0201|P912-E0231|P912-E0506|P912-E0523|P912-E0564|P912-E0719|P912-E0903|P912-E0926|P912-E1027|P912-E1133	grosse abgebildete Pflanze mit Knollenwurzel|abgebildeter Pflanzenartikel f55v|mehrstufige Becken-, Figuren- und Laufseite|gemeinsames Bad- und Beckenfeld|mehrere lokale Bad- und Leitungsstationen
qoty	OT+Y	NAECHST + DIES	danach oder nächster Posten; dieser Arbeitsgegenstand	nächster Bildplatz; dieser Bildplatz	10	f10r|f11r|f13r|f75r|f81v|f82r|f83r	BIOLOGICAL|HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0085|P912-E0110|P912-E0168|P912-E0671|P912-E0952|P912-E0980|P912-E1357|P912-E1358|P912-E1372|P912-E1444	abgebildeter Pflanzenartikel f10r|abgebildeter Pflanzenartikel f11r|grosse abgebildete Pflanze mit Knollenwurzel|mehrstufige Becken-, Figuren- und Laufseite|gemeinsames Bad- und Beckenfeld|mehrere lokale Bad- und Leitungsstationen|lokale Becken-, Figuren- und Verbindungsstationen
r	R	MARKE	Zustand kennzeichnen	Zustandsmarke	10	f56r|f67r2|f75r|f81v|f82r|f83r	BIOLOGICAL|HERBAL|ZODIAC	WORKSHOP_PROSE	PROSE_ONLY	P912-E0398|P912-E0424|P912-E0478|P912-E0542|P912-E0997|P912-E1173|P912-E1210|P912-E1233|P912-E1481|P912-E1815	abgebildeter Pflanzenartikel f56r|mehrstufige Becken-, Figuren- und Laufseite|gemeinsames Bad- und Beckenfeld|mehrere lokale Bad- und Leitungsstationen|lokale Becken-, Figuren- und Verbindungsstationen|zwei lokale Himmelsraeder
chor	CH+OR	AUSWAHL + EINTRAG	bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	Klasse oder Figur kennzeichnen; Eintragsklasse	9	f10r|f13r|f56r|f88r	HERBAL|PHARMA	WORKSHOP_PROSE	PROSE_ONLY	P912-E0046|P912-E0064|P912-E0073|P912-E0178|P912-E0360|P912-E0361|P912-E0392|P912-E2442|P912-E2447	abgebildeter Pflanzenartikel f10r|grosse abgebildete Pflanze mit Knollenwurzel|abgebildeter Pflanzenartikel f56r|drei Gefaesse mit Wurzel- und Blattreihen
okal	OK+AL	START + ZIEL	Arbeitsgang ansetzen; Ziel- oder Anschlussstelle	Bildplatz aktivieren; Zielplatz	9	f55v|f67r2|f75r|f81v|f82r	BIOLOGICAL|HERBAL|ZODIAC	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL	P912-E0296|P912-E0321|P912-E0748|P912-E0872|P912-E0982|P912-E1156|P912-E1200|P912-E1394|P912-E1804	abgebildeter Pflanzenartikel f55v|mehrstufige Becken-, Figuren- und Laufseite|gemeinsames Bad- und Beckenfeld|mehrere lokale Bad- und Leitungsstationen|zwei lokale Himmelsraeder
oky	OK+Y	START + DIES	Arbeitsgang ansetzen; dieser Arbeitsgegenstand	Bildplatz aktivieren; dieser Bildplatz	9	f10r|f55v|f68r1|f70v|f81v|f82r|f88r	BIOLOGICAL|HERBAL|PHARMA|ZODIAC	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL	P912-E0016|P912-E0309|P912-E0957|P912-E0960|P912-E1094|P912-E1355|P912-E1999|P912-E2276|P912-E2386	abgebildeter Pflanzenartikel f10r|abgebildeter Pflanzenartikel f55v|gemeinsames Bad- und Beckenfeld|mehrere lokale Bad- und Leitungsstationen|mehrteiliger Sternatlas mit lokalen Zentren|Fischrad mit Stern tragenden Figuren|drei Gefaesse mit Wurzel- und Blattreihen
qokey	OK+E+Y	START + KURZ + DIES	Arbeitsgang ansetzen; kurz oder direkt; dieser Arbeitsgegenstand	Bildplatz aktivieren; erster Grad; dieser Bildplatz	9	f75r|f81v|f82r|f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0706|P912-E0718|P912-E0767|P912-E0831|P912-E0839|P912-E1048|P912-E1175|P912-E1663|P912-E1668	mehrstufige Becken-, Figuren- und Laufseite|gemeinsames Bad- und Beckenfeld|mehrere lokale Bad- und Leitungsstationen|lokale Becken-, Figuren- und Verbindungsstationen
saiin	S+AIIN	WAHL + SOLLWERT	Arbeitsvariante auswählen; Sollmaß	Bildklasse auswählen; verzeichneter Sollwert	9	f67r2|f70v|f75r|f81v|f83r|f88r	BIOLOGICAL|PHARMA|ZODIAC	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL	P912-E0571|P912-E0881|P912-E1537|P912-E1588|P912-E1640|P912-E1674|P912-E1821|P912-E2204|P912-E2401	mehrstufige Becken-, Figuren- und Laufseite|gemeinsames Bad- und Beckenfeld|lokale Becken-, Figuren- und Verbindungsstationen|zwei lokale Himmelsraeder|Widderrad mit Stern tragenden Figuren|drei Gefaesse mit Wurzel- und Blattreihen
sain	S+AIN	WAHL + EINHEIT	Arbeitsvariante auswählen; Portion	Bildklasse auswählen; Einheit oder Index	9	f67r2|f75r|f82r|f83r	BIOLOGICAL|ZODIAC	WORKSHOP_PROSE	PROSE_ONLY	P912-E0557|P912-E0568|P912-E0649|P912-E0653|P912-E0818|P912-E1386|P912-E1572|P912-E1669|P912-E1801	mehrstufige Becken-, Figuren- und Laufseite|mehrere lokale Bad- und Leitungsstationen|lokale Becken-, Figuren- und Verbindungsstationen|zwei lokale Himmelsraeder
chdy	CHD+Y	WECHSEL + DIES	Arbeitsgut umsetzen; dieser Arbeitsgegenstand	zu Gegen- oder Folgeplatz wechseln; dieser Bildplatz	8	f56r|f69v|f75r|f81v|f82r|f83r	BIOLOGICAL|HERBAL|ZODIAC	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL	P912-E0366|P912-E0520|P912-E0887|P912-E0967|P912-E1008|P912-E1227|P912-E1678|P912-E2085	abgebildeter Pflanzenartikel f56r|mehrstufige Becken-, Figuren- und Laufseite|gemeinsames Bad- und Beckenfeld|mehrere lokale Bad- und Leitungsstationen|lokale Becken-, Figuren- und Verbindungsstationen|drei getrennte heterogene Himmelsraeder
o	O	GANG	Arbeitsgang ausführen	Reihe aufrufen	8	f10r|f56r|f69v|f70v|f75r|f83r	BIOLOGICAL|HERBAL|ZODIAC	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL	P912-E0020|P912-E0335|P912-E0712|P912-E1464|P912-E2014|P912-E2040|P912-E2249|P912-E2348	abgebildeter Pflanzenartikel f10r|abgebildeter Pflanzenartikel f56r|mehrstufige Becken-, Figuren- und Laufseite|lokale Becken-, Figuren- und Verbindungsstationen|drei getrennte heterogene Himmelsraeder|Fischrad mit Stern tragenden Figuren
okaiin	OK+AIIN	START + SOLLWERT	Arbeitsgang ansetzen; Sollmaß	Bildplatz aktivieren; verzeichneter Sollwert	8	f55v|f56r|f75r|f81v|f88r	BIOLOGICAL|HERBAL|PHARMA	WORKSHOP_PROSE	PROSE_ONLY	P912-E0301|P912-E0308|P912-E0399|P912-E0838|P912-E0870|P912-E0900|P912-E0910|P912-E2455	abgebildeter Pflanzenartikel f55v|abgebildeter Pflanzenartikel f56r|mehrstufige Becken-, Figuren- und Laufseite|gemeinsames Bad- und Beckenfeld|drei Gefaesse mit Wurzel- und Blattreihen
okeey	OK+EE+Y	START + LANG + DIES	Arbeitsgang ansetzen; länger oder gehalten; dieser Arbeitsgegenstand	Bildplatz aktivieren; zweiter Grad; dieser Bildplatz	8	f68r1|f69v|f75r|f81v	BIOLOGICAL|ZODIAC	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL	P912-E0441|P912-E0941|P912-E0956|P912-E1076|P912-E1961|P912-E2018|P912-E2111|P912-E2134	mehrstufige Becken-, Figuren- und Laufseite|gemeinsames Bad- und Beckenfeld|mehrteiliger Sternatlas mit lokalen Zentren|drei getrennte heterogene Himmelsraeder
otedy	OT+E+DY	NAECHST + KURZ + ENDE	danach oder nächster Posten; kurz oder direkt; Arbeitsschritt schließen	nächster Bildplatz; erster Grad; Bildeintrag schließen	8	f75r|f81v|f82r|f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0821|P912-E0835|P912-E0837|P912-E0950|P912-E1194|P912-E1471|P912-E1591|P912-E1606	mehrstufige Becken-, Figuren- und Laufseite|gemeinsames Bad- und Beckenfeld|mehrere lokale Bad- und Leitungsstationen|lokale Becken-, Figuren- und Verbindungsstationen
qokar	OK+AR	START + QUELLE	Arbeitsgang ansetzen; Entnahmestelle	Bildplatz aktivieren; Quell- oder Bezugsstelle	8	f75r|f81v|f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0442|P912-E0496|P912-E0515|P912-E0579|P912-E0720|P912-E1032|P912-E1035|P912-E1162	mehrstufige Becken-, Figuren- und Laufseite|gemeinsames Bad- und Beckenfeld|mehrere lokale Bad- und Leitungsstationen
qoteedy	OT+EE+DY	NAECHST + LANG + ENDE	danach oder nächster Posten; länger oder gehalten; Arbeitsschritt schließen	nächster Bildplatz; zweiter Grad; Bildeintrag schließen	8	f75r|f82r|f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0808|P912-E1149|P912-E1337|P912-E1417|P912-E1449|P912-E1468|P912-E1469|P912-E1581	mehrstufige Becken-, Figuren- und Laufseite|mehrere lokale Bad- und Leitungsstationen|lokale Becken-, Figuren- und Verbindungsstationen
shy	Y	DIES	dieser Arbeitsgegenstand	dieser Bildplatz	8	f10r|f13r|f56r|f75r|f83r|f88r	BIOLOGICAL|HERBAL|PHARMA	WORKSHOP_PROSE	PROSE_ONLY	P912-E0052|P912-E0166|P912-E0187|P912-E0400|P912-E0592|P912-E0656|P912-E1681|P912-E2413	abgebildeter Pflanzenartikel f10r|grosse abgebildete Pflanze mit Knollenwurzel|abgebildeter Pflanzenartikel f56r|mehrstufige Becken-, Figuren- und Laufseite|lokale Becken-, Figuren- und Verbindungsstationen|drei Gefaesse mit Wurzel- und Blattreihen
cthy	CTH+Y	BEREIT + DIES	bis bereit führen; dieser Arbeitsgegenstand	Bereitschaftsklasse; dieser Bildplatz	7	f10r|f11r|f56r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0043|P912-E0045|P912-E0112|P912-E0131|P912-E0145|P912-E0150|P912-E0420	abgebildeter Pflanzenartikel f10r|abgebildeter Pflanzenartikel f11r|abgebildeter Pflanzenartikel f56r
d	D_ADDR	UNTER	bezeichneter Teil	Unterplatz	7	f11r|f13r|f56r|f69v|f82r	BIOLOGICAL|HERBAL|ZODIAC	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL	P912-E0132|P912-E0137|P912-E0202|P912-E0208|P912-E0430|P912-E1349|P912-E2137	abgebildeter Pflanzenartikel f11r|grosse abgebildete Pflanze mit Knollenwurzel|abgebildeter Pflanzenartikel f56r|mehrere lokale Bad- und Leitungsstationen|drei getrennte heterogene Himmelsraeder
okedy	OK+E+DY	START + KURZ + ENDE	Arbeitsgang ansetzen; kurz oder direkt; Arbeitsschritt schließen	Bildplatz aktivieren; erster Grad; Bildeintrag schließen	7	f69v|f75r|f81v|f83r	BIOLOGICAL|ZODIAC	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL	P912-E0819|P912-E0832|P912-E0884|P912-E0987|P912-E1098|P912-E1514|P912-E2025	mehrstufige Becken-, Figuren- und Laufseite|gemeinsames Bad- und Beckenfeld|lokale Becken-, Figuren- und Verbindungsstationen|drei getrennte heterogene Himmelsraeder
okeedy	OK+EE+DY	START + LANG + ENDE	Arbeitsgang ansetzen; länger oder gehalten; Arbeitsschritt schließen	Bildplatz aktivieren; zweiter Grad; Bildeintrag schließen	7	f55v|f75r|f81v|f83r	BIOLOGICAL|HERBAL	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL	P912-E0236|P912-E0508|P912-E0849|P912-E0904|P912-E0949|P912-E1652|P912-E1658	abgebildeter Pflanzenartikel f55v|mehrstufige Becken-, Figuren- und Laufseite|gemeinsames Bad- und Beckenfeld|lokale Becken-, Figuren- und Verbindungsstationen
oteey	OT+EE+Y	NAECHST + LANG + DIES	danach oder nächster Posten; länger oder gehalten; dieser Arbeitsgegenstand	nächster Bildplatz; zweiter Grad; dieser Bildplatz	7	f69v|f70v|f82r	BIOLOGICAL|ZODIAC	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL	P912-E1139|P912-E1329|P912-E2109|P912-E2110|P912-E2301|P912-E2315|P912-E2346	mehrere lokale Bad- und Leitungsstationen|drei getrennte heterogene Himmelsraeder|Fischrad mit Stern tragenden Figuren
otor	OT+OR	NAECHST + EINTRAG	danach oder nächster Posten; Ansatz oder Zubereitung	nächster Bildplatz; Eintragsklasse	7	f10r|f68r1|f70v|f83r|f88r	BIOLOGICAL|HERBAL|PHARMA|ZODIAC	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL	P912-E0079|P912-E1562|P912-E1615|P912-E1945|P912-E1988|P912-E2149|P912-E2461	abgebildeter Pflanzenartikel f10r|lokale Becken-, Figuren- und Verbindungsstationen|mehrteiliger Sternatlas mit lokalen Zentren|Widderrad mit Stern tragenden Figuren|drei Gefaesse mit Wurzel- und Blattreihen
sal	S+AL	WAHL + ZIEL	Arbeitsvariante auswählen; Ziel- oder Anschlussstelle	Bildklasse auswählen; Zielplatz	7	f67r2|f70v|f75r|f81v|f82r	BIOLOGICAL|ZODIAC	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL	P912-E0517|P912-E0848|P912-E1079|P912-E1306|P912-E1874|P912-E2187|P912-E2241	mehrstufige Becken-, Figuren- und Laufseite|gemeinsames Bad- und Beckenfeld|mehrere lokale Bad- und Leitungsstationen|zwei lokale Himmelsraeder|Widderrad mit Stern tragenden Figuren|Fischrad mit Stern tragenden Figuren
sheedy	SH+EE+DY	HALT + LANG + ENDE	Arbeitsgegenstand halten; länger oder gehalten; Arbeitsschritt schließen	Bezug festhalten; zweiter Grad; Bildeintrag schließen	7	f75r|f81v|f82r|f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0580|P912-E0597|P912-E0688|P912-E0932|P912-E1170|P912-E1316|P912-E1505	mehrstufige Becken-, Figuren- und Laufseite|gemeinsames Bad- und Beckenfeld|mehrere lokale Bad- und Leitungsstationen|lokale Becken-, Figuren- und Verbindungsstationen
shol	SH+OL	HALT + WEITER	Arbeitsgegenstand halten; im selben Arbeitsgang fortfahren	Bezug festhalten; dieselbe Reihe fortführen	7	f13r|f56r|f70v|f81v|f83r	BIOLOGICAL|HERBAL|ZODIAC	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL	P912-E0154|P912-E0157|P912-E0388|P912-E1064|P912-E1085|P912-E1414|P912-E2202	grosse abgebildete Pflanze mit Knollenwurzel|abgebildeter Pflanzenartikel f56r|gemeinsames Bad- und Beckenfeld|lokale Becken-, Figuren- und Verbindungsstationen|Widderrad mit Stern tragenden Figuren
cheky	CHK+E+Y	BEHANDLUNG + KURZ + DIES	Arbeitsgegenstand behandeln; kurz oder direkt; dieser Arbeitsgegenstand	Behandlungsklasse; erster Grad; dieser Bildplatz	6	f55v|f75r|f81v|f83r	BIOLOGICAL|HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0270|P912-E0328|P912-E0708|P912-E1022|P912-E1108|P912-E1675	abgebildeter Pflanzenartikel f55v|mehrstufige Becken-, Figuren- und Laufseite|gemeinsames Bad- und Beckenfeld|lokale Becken-, Figuren- und Verbindungsstationen
cheor	CHEO+R	AUSZUG + MARKE	Auszug; Zustand kennzeichnen	lokaler Eintrag; Zustandsmarke	6	f68r1|f69v|f82r|f88r	BIOLOGICAL|PHARMA|ZODIAC	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL	P912-E1286|P912-E1390|P912-E1943|P912-E2094|P912-E2457|P912-E2500	mehrere lokale Bad- und Leitungsstationen|mehrteiliger Sternatlas mit lokalen Zentren|drei getrennte heterogene Himmelsraeder|drei Gefaesse mit Wurzel- und Blattreihen
cho	HO	TEIL	Teil des sichtbaren Gegenstands	Teil oder Mitglied der Bildklasse	6	f55v|f56r|f67r2|f69v|f70v	HERBAL|ZODIAC	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL	P912-E0289|P912-E0368|P912-E0407|P912-E1885|P912-E2090|P912-E2262	abgebildeter Pflanzenartikel f55v|abgebildeter Pflanzenartikel f56r|zwei lokale Himmelsraeder|drei getrennte heterogene Himmelsraeder|Fischrad mit Stern tragenden Figuren
dair	D_ADDR+AIR	UNTER + LAUFWEG	bezeichneter Teil; Flüssigkeits- oder Stationslauf	Unterplatz; Ringlauf	6	f10r|f11r|f69v|f70v	HERBAL|ZODIAC	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL	P912-E0061|P912-E0143|P912-E2004|P912-E2084|P912-E2105|P912-E2302	abgebildeter Pflanzenartikel f10r|abgebildeter Pflanzenartikel f11r|drei getrennte heterogene Himmelsraeder|Fischrad mit Stern tragenden Figuren
dshedy	SH+E+DY	HALT + KURZ + ENDE	Arbeitsgegenstand halten; kurz oder direkt; Arbeitsschritt schließen	Bezug festhalten; erster Grad; Bildeintrag schließen	6	f75r|f81v|f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0578|P912-E0717|P912-E0804|P912-E0983|P912-E1160|P912-E1241	mehrstufige Becken-, Figuren- und Laufseite|gemeinsames Bad- und Beckenfeld|mehrere lokale Bad- und Leitungsstationen
l	L	VERBINDUNG	entlang des Arbeitswegs führen	Bildverbindung	6	f75r|f81v|f82r|f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0687|P912-E0737|P912-E0740|P912-E0915|P912-E1257|P912-E1708	mehrstufige Becken-, Figuren- und Laufseite|gemeinsames Bad- und Beckenfeld|mehrere lokale Bad- und Leitungsstationen|lokale Becken-, Figuren- und Verbindungsstationen
lshedy	LSH+E+DY	SPUELEN + KURZ + ENDE	spülen; kurz oder direkt; Arbeitsschritt schließen	Spülklasse; erster Grad; Bildeintrag schließen	6	f75r|f81v|f82r|f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0507|P912-E1006|P912-E1049|P912-E1050|P912-E1365|P912-E1683	mehrstufige Becken-, Figuren- und Laufseite|gemeinsames Bad- und Beckenfeld|mehrere lokale Bad- und Leitungsstationen|lokale Becken-, Figuren- und Verbindungsstationen
ody	O+DY	GANG + ENDE	Arbeitsgang ausführen; Arbeitsschritt schließen	Reihe aufrufen; Bildeintrag schließen	6	f10r|f55v|f69v|f70v	HERBAL|ZODIAC	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL	P912-E0039|P912-E0258|P912-E0263|P912-E2077|P912-E2242|P912-E2277	abgebildeter Pflanzenartikel f10r|abgebildeter Pflanzenartikel f55v|drei getrennte heterogene Himmelsraeder|Fischrad mit Stern tragenden Figuren
okain	OK+AIN	START + EINHEIT	Arbeitsgang ansetzen; Portion	Bildplatz aktivieren; Einheit oder Index	6	f67r2|f81v|f82r|f83r	BIOLOGICAL|ZODIAC	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL	P912-E0891|P912-E0918|P912-E1261|P912-E1263|P912-E1677|P912-E1818	gemeinsames Bad- und Beckenfeld|mehrere lokale Bad- und Leitungsstationen|lokale Becken-, Figuren- und Verbindungsstationen|zwei lokale Himmelsraeder
okey	OK+E+Y	START + KURZ + DIES	Arbeitsgang ansetzen; kurz oder direkt; dieser Arbeitsgegenstand	Bildplatz aktivieren; erster Grad; dieser Bildplatz	6	f67r2|f69v|f70v|f75r|f82r	BIOLOGICAL|ZODIAC	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL	P912-E0487|P912-E1331|P912-E1914|P912-E2136|P912-E2198|P912-E2258	mehrstufige Becken-, Figuren- und Laufseite|mehrere lokale Bad- und Leitungsstationen|zwei lokale Himmelsraeder|drei getrennte heterogene Himmelsraeder|Widderrad mit Stern tragenden Figuren|Fischrad mit Stern tragenden Figuren
oly	OL+Y	WEITER + DIES	im selben Arbeitsgang fortfahren; dieser Arbeitsgegenstand	dieselbe Reihe fortführen; dieser Bildplatz	6	f67r2|f70v|f75r|f82r	BIOLOGICAL|ZODIAC	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL	P912-E0530|P912-E0540|P912-E0604|P912-E1348|P912-E1913|P912-E2179	mehrstufige Becken-, Figuren- und Laufseite|mehrere lokale Bad- und Leitungsstationen|zwei lokale Himmelsraeder|Widderrad mit Stern tragenden Figuren
otal	OT+AL	NAECHST + ZIEL	danach oder nächster Posten; Ziel- oder Anschlussstelle	nächster Bildplatz; Zielplatz	6	f70v|f83r	BIOLOGICAL|ZODIAC	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL	P912-E1510|P912-E1628|P912-E2195|P912-E2226|P912-E2288|P912-E2339	lokale Becken-, Figuren- und Verbindungsstationen|Widderrad mit Stern tragenden Figuren|Fischrad mit Stern tragenden Figuren
oty	OT+Y	NAECHST + DIES	danach oder nächster Posten; dieser Arbeitsgegenstand	nächster Bildplatz; dieser Bildplatz	6	f56r|f69v|f70v|f75r	BIOLOGICAL|HERBAL|ZODIAC	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL	P912-E0339|P912-E0750|P912-E0834|P912-E2037|P912-E2275|P912-E2278	abgebildeter Pflanzenartikel f56r|mehrstufige Becken-, Figuren- und Laufseite|drei getrennte heterogene Himmelsraeder|Fischrad mit Stern tragenden Figuren
qokol	OK+OL	START + WEITER	Arbeitsgang ansetzen; im selben Arbeitsgang fortfahren	Bildplatz aktivieren; dieselbe Reihe fortführen	6	f83r|f88r	BIOLOGICAL|PHARMA	WORKSHOP_PROSE	PROSE_ONLY	P912-E1688|P912-E2471|P912-E2473|P912-E2474|P912-E2492|P912-E2495	lokale Becken-, Figuren- und Verbindungsstationen|drei Gefaesse mit Wurzel- und Blattreihen
sheey	SH+EE+Y	HALT + LANG + DIES	Arbeitsgegenstand halten; länger oder gehalten; dieser Arbeitsgegenstand	Bezug festhalten; zweiter Grad; dieser Bildplatz	6	f69v|f81v|f82r|f83r	BIOLOGICAL|ZODIAC	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL	P912-E0994|P912-E1287|P912-E1321|P912-E1382|P912-E1642|P912-E2056	gemeinsames Bad- und Beckenfeld|mehrere lokale Bad- und Leitungsstationen|lokale Becken-, Figuren- und Verbindungsstationen|drei getrennte heterogene Himmelsraeder
