event_id	physical_page	locus	surface	component_recipe	component_slots	collapsed_slot_pattern	portable_atomic_reading_de	compact_layer
P912-E0148	f11r	f11r.7	qotchy	OT+Y	ORDER+REFERENT	ORDER>REFERENT	DANACH · DIES	LEARNED_FORMULA_CARD
P912-E0149	f11r	f11r.7	okchol	OK+OL	ACTION+ORDER	ACTION>ORDER	SETZEN · FORTSETZEN	LEARNED_FORMULA_CARD
P912-E0150	f11r	f11r.7	cthy	CTH+Y	ACTION+REFERENT	ACTION>REFERENT	BEREIT · DIES	LEARNED_FORMULA_CARD
P912-E0151	f11r	f11r.7	dy	Y	REFERENT	REFERENT	DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0152	f13r	f13r.1	torshor	T+OR+SH+OR	ACTION+ARGUMENT+ACTION+ARGUMENT	ACTION>ARGUMENT>ACTION>ARGUMENT	EINSTELLEN · SATZ · HALTEN · SATZ	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0153	f13r	f13r.1	opchy	O+P+Y	ACTION+ACTION+REFERENT	ACTION>REFERENT	AUSFÜHREN · EINSETZEN · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0154	f13r	f13r.1	shol	SH+OL	ACTION+ORDER	ACTION>ORDER	HALTEN · FORTSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0155	f13r	f13r.1	dy	Y	REFERENT	REFERENT	DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0156	f13r	f13r.1	qopchy	O+P+Y	ACTION+ACTION+REFERENT	ACTION>REFERENT	AUSFÜHREN · EINSETZEN · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0157	f13r	f13r.1	shol	SH+OL	ACTION+ORDER	ACTION>ORDER	HALTEN · FORTSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0158	f13r	f13r.1	opchor	O+P+CH+OR	ACTION+ACTION+ACTION+ARGUMENT	ACTION>ARGUMENT	AUSFÜHREN · EINSETZEN · NEHMEN · SATZ	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0159	f13r	f13r.1	dypchy	D_ADDR+Y+P+Y	ARGUMENT+REFERENT+ACTION+REFERENT	ARGUMENT>REFERENT>ACTION>REFERENT	TEIL · DIES · EINSETZEN · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0160	f13r	f13r.1	dchg	D_ADDR+CH+LOCAL_CHAR_G	ARGUMENT+ACTION+ARGUMENT	ARGUMENT>ACTION>ARGUMENT	TEIL · NEHMEN · EINMAL	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0161	f13r	f13r.2	dchol	D_ADDR+OL	ARGUMENT+ORDER	ARGUMENT>ORDER	TEIL · FORTSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0162	f13r	f13r.2	chol	OL	ORDER	ORDER	FORTSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0163	f13r	f13r.2	dol	D_ADDR+OL	ARGUMENT+ORDER	ARGUMENT>ORDER	TEIL · FORTSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0164	f13r	f13r.2	shkchy	SH+K+Y	ACTION+ACTION+REFERENT	ACTION>REFERENT	HALTEN · GEBEN · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0165	f13r	f13r.2	ydal	Y+AL	REFERENT+ARGUMENT	REFERENT>ARGUMENT	DIES · ZIEL	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0166	f13r	f13r.2	shy	Y	REFERENT	REFERENT	DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0167	f13r	f13r.2	ykchy	Y+K+Y	REFERENT+ACTION+REFERENT	REFERENT>ACTION>REFERENT	DIES · GEBEN · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0168	f13r	f13r.2	qoty	OT+Y	ORDER+REFERENT	ORDER>REFERENT	DANACH · DIES	LEARNED_FORMULA_CARD
P912-E0169	f13r	f13r.2	daiin	AIIN	ARGUMENT	ARGUMENT	SOLLWERT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0170	f13r	f13r.2	s	S	ACTION	ACTION	AUSWÄHLEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0171	f13r	f13r.2	y	Y	REFERENT	REFERENT	DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0172	f13r	f13r.3	s	S	ACTION	ACTION	AUSWÄHLEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0173	f13r	f13r.3	y	Y	REFERENT	REFERENT	DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0174	f13r	f13r.3	dchor	D_ADDR+CH+OR	ARGUMENT+ACTION+ARGUMENT	ARGUMENT>ACTION>ARGUMENT	TEIL · NEHMEN · SATZ	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0175	f13r	f13r.3	shaiin	SH+AIIN	ACTION+ARGUMENT	ACTION>ARGUMENT	HALTEN · SOLLWERT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0176	f13r	f13r.3	oeees	O+EEE+S	ACTION+GRADE+ACTION	ACTION>GRADE>ACTION	AUSFÜHREN · VOLL · AUSWÄHLEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0177	f13r	f13r.3	ykor	Y+K+OR	REFERENT+ACTION+ARGUMENT	REFERENT>ACTION>ARGUMENT	DIES · GEBEN · SATZ	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0178	f13r	f13r.3	chor	CH+OR	ACTION+ARGUMENT	ACTION>ARGUMENT	NEHMEN · SATZ	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0179	f13r	f13r.3	ytshy	Y+T+Y	REFERENT+ACTION+REFERENT	REFERENT>ACTION>REFERENT	DIES · EINSTELLEN · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0180	f13r	f13r.3	ykchy	Y+K+Y	REFERENT+ACTION+REFERENT	REFERENT>ACTION>REFERENT	DIES · GEBEN · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0181	f13r	f13r.3	kchy	K+Y	ACTION+REFERENT	ACTION>REFERENT	GEBEN · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0182	f13r	f13r.3	dar	D_ADDR+AR	ARGUMENT+ARGUMENT	ARGUMENT	TEIL · QUELLE	LEARNED_FORMULA_CARD
P912-E0183	f13r	f13r.4	qodchy	O+D_ADDR+Y	ACTION+ARGUMENT+REFERENT	ACTION>ARGUMENT>REFERENT	AUSFÜHREN · TEIL · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0184	f13r	f13r.4	ytchy	Y+T+Y	REFERENT+ACTION+REFERENT	REFERENT>ACTION>REFERENT	DIES · EINSTELLEN · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0185	f13r	f13r.4	otchor	OT+CH+OR	ORDER+ACTION+ARGUMENT	ORDER>ACTION>ARGUMENT	DANACH · NEHMEN · SATZ	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0186	f13r	f13r.5	shorodo	SH+OR+O+D_ADDR+O	ACTION+ARGUMENT+ACTION+ARGUMENT+ACTION	ACTION>ARGUMENT>ACTION>ARGUMENT>ACTION	HALTEN · SATZ · AUSFÜHREN · TEIL · AUSFÜHREN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0187	f13r	f13r.5	shy	Y	REFERENT	REFERENT	DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0188	f13r	f13r.5	tshy	T+Y	ACTION+REFERENT	ACTION>REFERENT	EINSTELLEN · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0189	f13r	f13r.5	kchol	K+OL	ACTION+ORDER	ACTION>ORDER	GEBEN · FORTSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0190	f13r	f13r.5	dpchy	D_ADDR+P+Y	ARGUMENT+ACTION+REFERENT	ARGUMENT>ACTION>REFERENT	TEIL · EINSETZEN · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0191	f13r	f13r.5	qopchy	O+P+Y	ACTION+ACTION+REFERENT	ACTION>REFERENT	AUSFÜHREN · EINSETZEN · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0192	f13r	f13r.5	otchol	OT+CH+OL	ORDER+ACTION+ORDER	ORDER>ACTION>ORDER	DANACH · NEHMEN · FORTSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0193	f13r	f13r.5	cfholdy	CFH+OL+DY	ACTION+ORDER+CLOSE	ACTION>ORDER>CLOSE	TRENNEN · FORTSETZEN · SCHLIESSEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0194	f13r	f13r.6	tchor	T+CH+OR	ACTION+ACTION+ARGUMENT	ACTION>ARGUMENT	EINSTELLEN · NEHMEN · SATZ	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0195	f13r	f13r.6	dor	D_ADDR+OR	ARGUMENT+ARGUMENT	ARGUMENT	TEIL · SATZ	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0196	f13r	f13r.6	daiin	AIIN	ARGUMENT	ARGUMENT	SOLLWERT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0197	f13r	f13r.6	qotchol	OT+CH+OL	ORDER+ACTION+ORDER	ORDER>ACTION>ORDER	DANACH · NEHMEN · FORTSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0198	f13r	f13r.6	okchy	OK+Y	ACTION+REFERENT	ACTION>REFERENT	SETZEN · DIES	LEARNED_FORMULA_CARD
P912-E0199	f13r	f13r.6	okchor	OK+CH+OR	ACTION+ACTION+ARGUMENT	ACTION>ARGUMENT	SETZEN · NEHMEN · SATZ	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0200	f13r	f13r.6	oiin	O+IIN	ACTION+GRADE	ACTION>GRADE	AUSFÜHREN · STUFE	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0201	f13r	f13r.6	chckhy	CKH+Y	ACTION+REFERENT	ACTION>REFERENT	DURCHLASS · DIES	LEARNED_FORMULA_CARD
P912-E0202	f13r	f13r.6	d	D_ADDR	ARGUMENT	ARGUMENT	TEIL	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0203	f13r	f13r.7	dchy	D_ADDR+Y	ARGUMENT+REFERENT	ARGUMENT>REFERENT	TEIL · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0204	f13r	f13r.7	qoky	OK+Y	ACTION+REFERENT	ACTION>REFERENT	SETZEN · DIES	LEARNED_FORMULA_CARD
P912-E0205	f13r	f13r.7	chol	OL	ORDER	ORDER	FORTSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0206	f13r	f13r.7	dy	Y	REFERENT	REFERENT	DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0207	f13r	f13r.7	qoy	O+Y	ACTION+REFERENT	ACTION>REFERENT	AUSFÜHREN · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0208	f13r	f13r.7	d	D_ADDR	ARGUMENT	ARGUMENT	TEIL	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0209	f13r	f13r.7	oldy	OL+DY	ORDER+CLOSE	ORDER>CLOSE	FORTSETZEN · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E0210	f13r	f13r.7	okchor	OK+CH+OR	ACTION+ACTION+ARGUMENT	ACTION>ARGUMENT	SETZEN · NEHMEN · SATZ	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0211	f13r	f13r.7	doaiin	D_ADDR+O+AIIN	ARGUMENT+ACTION+ARGUMENT	ARGUMENT>ACTION>ARGUMENT	TEIL · AUSFÜHREN · SOLLWERT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0212	f13r	f13r.8	shochy	HO+Y	ARGUMENT+REFERENT	ARGUMENT>REFERENT	TEILSTOFF · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0213	f13r	f13r.8	qokchy	OK+Y	ACTION+REFERENT	ACTION>REFERENT	SETZEN · DIES	LEARNED_FORMULA_CARD
P912-E0214	f13r	f13r.8	torchy	T+OR+Y	ACTION+ARGUMENT+REFERENT	ACTION>ARGUMENT>REFERENT	EINSTELLEN · SATZ · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0215	f13r	f13r.8	k	K	ACTION	ACTION	GEBEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0216	f13r	f13r.8	s	S	ACTION	ACTION	AUSWÄHLEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0217	f13r	f13r.8	okchey	OK+Y	ACTION+REFERENT	ACTION>REFERENT	SETZEN · DIES	LEARNED_FORMULA_CARD
P912-E0218	f13r	f13r.8	daiin	AIIN	ARGUMENT	ARGUMENT	SOLLWERT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0219	f13r	f13r.9	oldy	OL+DY	ORDER+CLOSE	ORDER>CLOSE	FORTSETZEN · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E0220	f13r	f13r.9	shey	SH+E+Y	ACTION+GRADE+REFERENT	ACTION>GRADE>REFERENT	HALTEN · KURZ · DIES	LEARNED_FORMULA_CARD
P912-E0221	f13r	f13r.9	chol	OL	ORDER	ORDER	FORTSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0222	f13r	f13r.9	doiin	D_ADDR+O+IIN	ARGUMENT+ACTION+GRADE	ARGUMENT>ACTION>GRADE	TEIL · AUSFÜHREN · STUFE	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0223	f13r	f13r.9	ykoly	Y+K+OL+Y	REFERENT+ACTION+ORDER+REFERENT	REFERENT>ACTION>ORDER>REFERENT	DIES · GEBEN · FORTSETZEN · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0224	f13r	f13r.9	okchal	OK+CH+AL	ACTION+ACTION+ARGUMENT	ACTION>ARGUMENT	SETZEN · NEHMEN · ZIEL	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0225	f13r	f13r.9	daldy	AL+DY	ARGUMENT+CLOSE	ARGUMENT>CLOSE	ZIEL · SCHLIESSEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0226	f13r	f13r.10	sotchy	S+OT+Y	ACTION+ORDER+REFERENT	ACTION>ORDER>REFERENT	AUSWÄHLEN · DANACH · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0227	f13r	f13r.10	kchy	K+Y	ACTION+REFERENT	ACTION>REFERENT	GEBEN · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0228	f13r	f13r.10	okorory	OK+OR+OR+Y	ACTION+ARGUMENT+ARGUMENT+REFERENT	ACTION>ARGUMENT>REFERENT	SETZEN · SATZ · SATZ · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0229	f55v	f55v.1	kcheedchdy	K+CH+EE+D_ADDR+CHD+Y	ACTION+ACTION+GRADE+ARGUMENT+ACTION+REFERENT	ACTION>GRADE>ARGUMENT>ACTION>REFERENT	GEBEN · NEHMEN · LÄNGER · TEIL · UMSETZEN · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0230	f55v	f55v.1	oedain	O+E+D_ADDR+AIN	ACTION+GRADE+ARGUMENT+ARGUMENT	ACTION>GRADE>ARGUMENT	AUSFÜHREN · KURZ · TEIL · EINHEIT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0231	f55v	f55v.1	chckhy	CKH+Y	ACTION+REFERENT	ACTION>REFERENT	DURCHLASS · DIES	LEARNED_FORMULA_CARD
P912-E0232	f55v	f55v.1	otoldaiin	OT+OL+D_ADDR+AIIN	ORDER+ORDER+ARGUMENT+ARGUMENT	ORDER>ARGUMENT	DANACH · FORTSETZEN · TEIL · SOLLWERT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0233	f55v	f55v.1	dodyd	D_ADDR+O+DY+D_LABEL	ARGUMENT+ACTION+CLOSE+ARGUMENT	ARGUMENT>ACTION>CLOSE>ARGUMENT	TEIL · AUSFÜHREN · SCHLIESSEN · RAND	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0234	f55v	f55v.2	oeeed	O+EEE+D_ADDR	ACTION+GRADE+ARGUMENT	ACTION>GRADE>ARGUMENT	AUSFÜHREN · VOLL · TEIL	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0235	f55v	f55v.2	yteey	Y+T+EE+Y	REFERENT+ACTION+GRADE+REFERENT	REFERENT>ACTION>GRADE>REFERENT	DIES · EINSTELLEN · LÄNGER · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0236	f55v	f55v.2	okeedy	OK+EE+DY	ACTION+GRADE+CLOSE	ACTION>GRADE>CLOSE	SETZEN · LÄNGER · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E0237	f55v	f55v.2	qoaiin	CARRIER_Q+O+AIIN	FRAME+ACTION+ARGUMENT	FRAME>ACTION>ARGUMENT	BEGINNEN · AUSFÜHREN · SOLLWERT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0238	f55v	f55v.2	okeody	OK+E+O+D_ADDR+Y	ACTION+GRADE+ACTION+ARGUMENT+REFERENT	ACTION>GRADE>ACTION>ARGUMENT>REFERENT	SETZEN · KURZ · AUSFÜHREN · TEIL · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0239	f55v	f55v.2	ykeesan	Y+K+EE+S+AN	REFERENT+ACTION+GRADE+ACTION+ARGUMENT	REFERENT>ACTION>GRADE>ACTION>ARGUMENT	DIES · GEBEN · LÄNGER · AUSWÄHLEN · ZUSATZ	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0240	f55v	f55v.3	qokeeey	OK+EEE+Y	ACTION+GRADE+REFERENT	ACTION>GRADE>REFERENT	SETZEN · VOLL · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0241	f55v	f55v.3	os	OS	ARGUMENT	ARGUMENT	DAZU	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0242	f55v	f55v.3	ain	AIN	ARGUMENT	ARGUMENT	EINHEIT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0243	f55v	f55v.3	qool	CARRIER_Q+O+OL	FRAME+ACTION+ORDER	FRAME>ACTION>ORDER	BEGINNEN · AUSFÜHREN · FORTSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0244	f55v	f55v.3	al	AL	ARGUMENT	ARGUMENT	ZIEL	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0245	f55v	f55v.3	chedy	CHD+Y	ACTION+REFERENT	ACTION>REFERENT	UMSETZEN · DIES	LEARNED_FORMULA_CARD
P912-E0246	f55v	f55v.3	sar	S+AR	ACTION+ARGUMENT	ACTION>ARGUMENT	AUSWÄHLEN · QUELLE	LEARNED_FORMULA_CARD
P912-E0247	f55v	f55v.3	aiin	AIIN	ARGUMENT	ARGUMENT	SOLLWERT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0248	f55v	f55v.3	ol	OL	ORDER	ORDER	FORTSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0249	f55v	f55v.3	kar	K+AR	ACTION+ARGUMENT	ACTION>ARGUMENT	GEBEN · QUELLE	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0250	f55v	f55v.3	am	AM_ADDR	ARGUMENT	ARGUMENT	INNEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0251	f55v	f55v.4	okar	OK+AR	ACTION+ARGUMENT	ACTION>ARGUMENT	SETZEN · QUELLE	LEARNED_FORMULA_CARD
P912-E0252	f55v	f55v.4	chckhdy	CH+CKH+D_ADDR+Y	ACTION+ACTION+ARGUMENT+REFERENT	ACTION>ARGUMENT>REFERENT	NEHMEN · DURCHLASS · TEIL · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0253	f55v	f55v.4	cheody	CHEO+Y	ACTION+REFERENT	ACTION>REFERENT	AUSZUG · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0254	f55v	f55v.4	keeyfar	K+EE+Y+LOCAL_CHAR_F+AR	ACTION+GRADE+REFERENT+ARGUMENT+ARGUMENT	ACTION>GRADE>REFERENT>ARGUMENT	GEBEN · LÄNGER · DIES · NEBENWEG · QUELLE	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0255	f55v	f55v.4	al	AL	ARGUMENT	ARGUMENT	ZIEL	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0256	f55v	f55v.4	ochedy	O+CHD+Y	ACTION+ACTION+REFERENT	ACTION>REFERENT	AUSFÜHREN · UMSETZEN · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0257	f55v	f55v.4	qokain	OK+AIN	ACTION+ARGUMENT	ACTION>ARGUMENT	SETZEN · EINHEIT	LEARNED_FORMULA_CARD
P912-E0258	f55v	f55v.4	ody	O+DY	ACTION+CLOSE	ACTION>CLOSE	AUSFÜHREN · SCHLIESSEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0259	f55v	f55v.5	qokaiin	OK+AIIN	ACTION+ARGUMENT	ACTION>ARGUMENT	SETZEN · SOLLWERT	LEARNED_FORMULA_CARD
P912-E0260	f55v	f55v.5	chaiin	CH+AIIN	ACTION+ARGUMENT	ACTION>ARGUMENT	NEHMEN · SOLLWERT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0261	f55v	f55v.5	ykain	Y+K+AIN	REFERENT+ACTION+ARGUMENT	REFERENT>ACTION>ARGUMENT	DIES · GEBEN · EINHEIT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0262	f55v	f55v.5	ykan	Y+K+AN	REFERENT+ACTION+ARGUMENT	REFERENT>ACTION>ARGUMENT	DIES · GEBEN · ZUSATZ	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0263	f55v	f55v.5	ody	O+DY	ACTION+CLOSE	ACTION>CLOSE	AUSFÜHREN · SCHLIESSEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0264	f55v	f55v.5	daiin	AIIN	ARGUMENT	ARGUMENT	SOLLWERT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0265	f55v	f55v.5	chedy	CHD+Y	ACTION+REFERENT	ACTION>REFERENT	UMSETZEN · DIES	LEARNED_FORMULA_CARD
P912-E0266	f55v	f55v.5	talam	T+AL+AM_ADDR	ACTION+ARGUMENT+ARGUMENT	ACTION>ARGUMENT	EINSTELLEN · ZIEL · INNEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0267	f55v	f55v.6	ykaiin	Y+K+AIIN	REFERENT+ACTION+ARGUMENT	REFERENT>ACTION>ARGUMENT	DIES · GEBEN · SOLLWERT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0268	f55v	f55v.6	daiin	AIIN	ARGUMENT	ARGUMENT	SOLLWERT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0269	f55v	f55v.6	ykair	Y+K+AIR	REFERENT+ACTION+ARGUMENT	REFERENT>ACTION>ARGUMENT	DIES · GEBEN · LAUF	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0270	f55v	f55v.6	cheky	CHK+E+Y	ACTION+GRADE+REFERENT	ACTION>GRADE>REFERENT	BEHANDELN · KURZ · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0271	f55v	f55v.6	daiiny	D_ADDR+AIIN+Y	ARGUMENT+ARGUMENT+REFERENT	ARGUMENT>REFERENT	TEIL · SOLLWERT · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0272	f55v	f55v.7	okchd	OK+CHD	ACTION+ACTION	ACTION	SETZEN · UMSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0273	f55v	f55v.7	ykain	Y+K+AIN	REFERENT+ACTION+ARGUMENT	REFERENT>ACTION>ARGUMENT	DIES · GEBEN · EINHEIT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0274	f55v	f55v.7	sheokey	SH+E+OK+E+Y	ACTION+GRADE+ACTION+GRADE+REFERENT	ACTION>GRADE>ACTION>GRADE>REFERENT	HALTEN · KURZ · SETZEN · KURZ · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0275	f55v	f55v.7	or	OR	ARGUMENT	ARGUMENT	SATZ	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0276	f55v	f55v.7	ain	AIN	ARGUMENT	ARGUMENT	EINHEIT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0277	f55v	f55v.7	ch	CH	ACTION	ACTION	NEHMEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0278	f55v	f55v.7	kchdy	K+CHD+Y	ACTION+ACTION+REFERENT	ACTION>REFERENT	GEBEN · UMSETZEN · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0279	f55v	f55v.7	pchal	P+CH+AL	ACTION+ACTION+ARGUMENT	ACTION>ARGUMENT	EINSETZEN · NEHMEN · ZIEL	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0280	f55v	f55v.7	ar	AR	ARGUMENT	ARGUMENT	QUELLE	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0281	f55v	f55v.7	aldy	AL+D_ADDR+Y	ARGUMENT+ARGUMENT+REFERENT	ARGUMENT>REFERENT	ZIEL · TEIL · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0282	f55v	f55v.7	dary	DA+R+Y	GRADE+ACTION+REFERENT	GRADE>ACTION>REFERENT	ZWEIT · MARKIEREN · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0283	f55v	f55v.8	tar	T+AR	ACTION+ARGUMENT	ACTION>ARGUMENT	EINSTELLEN · QUELLE	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0284	f55v	f55v.8	chedy	CHD+Y	ACTION+REFERENT	ACTION>REFERENT	UMSETZEN · DIES	LEARNED_FORMULA_CARD
P912-E0285	f55v	f55v.8	qokaiin	OK+AIIN	ACTION+ARGUMENT	ACTION>ARGUMENT	SETZEN · SOLLWERT	LEARNED_FORMULA_CARD
P912-E0286	f55v	f55v.8	okar	OK+AR	ACTION+ARGUMENT	ACTION>ARGUMENT	SETZEN · QUELLE	LEARNED_FORMULA_CARD
P912-E0287	f55v	f55v.8	qol	OL	ORDER	ORDER	FORTSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0288	f55v	f55v.8	otar	OT+AR	ORDER+ARGUMENT	ORDER>ARGUMENT	DANACH · QUELLE	LEARNED_FORMULA_CARD
P912-E0289	f55v	f55v.8	cho	HO	ARGUMENT	ARGUMENT	TEILSTOFF	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0290	f55v	f55v.8	ar	AR	ARGUMENT	ARGUMENT	QUELLE	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0291	f55v	f55v.8	talody	T+AL+O+D_ADDR+Y	ACTION+ARGUMENT+ACTION+ARGUMENT+REFERENT	ACTION>ARGUMENT>ACTION>ARGUMENT>REFERENT	EINSTELLEN · ZIEL · AUSFÜHREN · TEIL · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
