target_recipe	target_is_exact_catalog_key	target_identity_route	source_neighbor_edge_count	distinct_source_recipe_count	source_recipes	mutation_families	unique_sampled_context_count	sampled_page_count	sampled_pages	green_context_count	amber_context_count	stop_context_count	observed_context_robustness	stop_factor_rules	deck_instruction	identity_is_not_inferred_from_robustness	occurrence_is_not_predicted_from_robustness
AIIN+OL	NO	IDENTITY_NEW_VISIBLE_RECIPE	2	2	OL+AIIN|Y+OL	ADJACENT_SWAP|SAME_CLASS_SUBSTITUTION	14	10	f17r|f18r|f24v|f72r|f75r|f76r|f77r|f81r|f88v|f95v	14	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIIN+OL+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	OL+AIIN+Y	ADJACENT_SWAP	1	1	f77r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIIN+OR	YES	IDENTITY_EXACT_NARROW_APPENDIX	3	3	AIIN+Y|OR+AIIN|OR+OR	ADJACENT_SWAP|SAME_CLASS_SUBSTITUTION	5	5	f24v|f72r|f76r|f81r|f88v	5	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIIN+OT	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	OT+AIIN	ADJACENT_SWAP	20	6	f71v|f72r|f77r|f82r|f83r|f95v	20	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIIN+P+AIR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+P+AIR	SAME_CLASS_SUBSTITUTION	2	2	f17r|f67r2	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIIN+P+CH	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+P+CH	SAME_CLASS_SUBSTITUTION	1	1	f10r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIIN+P+CH+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+P+CH+Y	SAME_CLASS_SUBSTITUTION	1	1	f17r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIIN+P+O+D_ADDR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+P+O+D_ADDR	SAME_CLASS_SUBSTITUTION	1	1	f17r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIIN+R	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	R+AIIN	ADJACENT_SWAP	8	4	f76r|f77r|f82r|f95v	8	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIIN+R+LOCAL_CHAR_I	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	R+AIIN+LOCAL_CHAR_I	ADJACENT_SWAP	1	1	f76r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIIN+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	S+AIIN	ADJACENT_SWAP	21	10	f67r2|f72r|f75r|f76r|f77r|f81v|f83r|f88r|f88v|f89r	21	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIIN+SH	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	SH+AIIN	ADJACENT_SWAP	4	3	f13r|f18r|f1r	4	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIIN+SH+E+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+SH+E+DY	SAME_CLASS_SUBSTITUTION	2	1	f75r	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIIN+SH+E+O+D_ADDR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+SH+E+O+D_ADDR	SAME_CLASS_SUBSTITUTION	1	1	f88v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIIN+SH+E+OR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+SH+E+OR	SAME_CLASS_SUBSTITUTION	1	1	f75r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIIN+SH+E+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+SH+E+Y	SAME_CLASS_SUBSTITUTION	4	4	f1r|f67r2|f76r|f81v	4	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIIN+SH+EE+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+SH+EE+Y	SAME_CLASS_SUBSTITUTION	2	2	f1r|f77r	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIIN+SH+OR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+SH+OR	SAME_CLASS_SUBSTITUTION	1	1	f89r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIIN+T	NO	IDENTITY_NEW_VISIBLE_RECIPE	2	2	T+AIIN|Y+T	ADJACENT_SWAP|SAME_CLASS_SUBSTITUTION	6	6	f10r|f56r|f81r|f82r|f89r|f95v	6	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIIN+T+AIIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+T+AIIN	SAME_CLASS_SUBSTITUTION	2	2	f55v|f83r	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIIN+T+AIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+T+AIN	SAME_CLASS_SUBSTITUTION	3	3	f1r|f75r|f76r	3	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIIN+T+AL	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+T+AL	SAME_CLASS_SUBSTITUTION	2	1	f76r	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIIN+T+AL+CH+O+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+T+AL+CH+O+S	SAME_CLASS_SUBSTITUTION	1	1	f67r2	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIIN+T+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+T+AR	SAME_CLASS_SUBSTITUTION	1	1	f81r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIIN+T+A_ADDR+S+AL	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+T+A_ADDR+S+AL	SAME_CLASS_SUBSTITUTION	1	1	f95v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIIN+T+CHD+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+T+CHD+Y	SAME_CLASS_SUBSTITUTION	1	1	f95v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIIN+T+E+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+T+E+DY	SAME_CLASS_SUBSTITUTION	4	1	f81v	4	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIIN+T+E+O+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+T+E+O+DY	SAME_CLASS_SUBSTITUTION	1	1	f68r1	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIIN+T+E+O+OR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+T+E+O+OR	SAME_CLASS_SUBSTITUTION	1	1	f67r2	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIIN+T+E+O+S_ADDR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+T+E+O+S_ADDR	SAME_CLASS_SUBSTITUTION	1	1	f67r2	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIIN+T+EE+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+T+EE+Y	SAME_CLASS_SUBSTITUTION	2	2	f55v|f72r	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIIN+T+O	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+T+O	SAME_CLASS_SUBSTITUTION	2	2	f1r|f67r2	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIIN+T+O+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+T+O+DY	SAME_CLASS_SUBSTITUTION	1	1	f67r2	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIIN+T+O+E+O+P+CH+E+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+T+O+E+O+P+CH+E+Y	SAME_CLASS_SUBSTITUTION	1	1	f67r2	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIIN+T+O+IIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+T+O+IIN	SAME_CLASS_SUBSTITUTION	1	1	f10r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIIN+T+OK+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+T+OK+Y	SAME_CLASS_SUBSTITUTION	1	1	f11r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIIN+T+OL	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+T+OL	SAME_CLASS_SUBSTITUTION	1	1	f18r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIIN+T+OR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+T+OR	SAME_CLASS_SUBSTITUTION	1	1	f67r2	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIIN+T+SH+E+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+T+SH+E+DY	SAME_CLASS_SUBSTITUTION	1	1	f95v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIIN+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+T+Y	SAME_CLASS_SUBSTITUTION	7	5	f10r|f11r|f13r|f89r|f95v	7	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIIN+Y	YES	IDENTITY_EXACT_OBSERVED	4	4	D_ADDR+AIIN+Y|OL+AIIN+Y|OR+Y|Y+Y	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	9	7	f18r|f55v|f75r|f77r|f82r|f88r|f89r	9	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIN	YES	IDENTITY_EXACT_OBSERVED	16	16	AIIN|AIN+D_ADDR|CHD+AIN|K+AIN|L+AIN|O+AIN|OK+AIN|OL+AIN|OR|OR+AIN|OT+AIN|R+AIN|S+AIN|T+AIN|Y|Y+AIN	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	503	23	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	503	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIN+AIIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	OR+AIIN	SAME_CLASS_SUBSTITUTION	3	3	f24v|f72r|f88v	3	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIN+AIN	YES	IDENTITY_EXACT_NARROW_APPENDIX	2	2	OR+AIN|Y+AIN	SAME_CLASS_SUBSTITUTION	5	5	f1r|f55v|f72r|f75r|f76r	5	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIN+AIN+S+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	OR+AIN+S+Y	SAME_CLASS_SUBSTITUTION	1	1	f81r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIN+AL	YES	IDENTITY_EXACT_NARROW_APPENDIX	2	2	OR+AL|Y+AL	SAME_CLASS_SUBSTITUTION	4	3	f13r|f24v|f72r	4	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIN+AL+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	D_ADDR+AIN+AL+DY	ATOM_DELETION	1	1	f89r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIN+AL+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+AL+S	SAME_CLASS_SUBSTITUTION	1	1	f24v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIN+AL+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	OR+AL+Y	SAME_CLASS_SUBSTITUTION	2	2	f67r2|f76r	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIN+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+AR	SAME_CLASS_SUBSTITUTION	1	1	f81v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIN+CH+AIR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+CH+AIR	SAME_CLASS_SUBSTITUTION	1	1	f18r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIN+CH+E+O	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+CH+E+O	SAME_CLASS_SUBSTITUTION	1	1	f89r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIN+CH+E+O+D_ADDR+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+CH+E+O+D_ADDR+Y	SAME_CLASS_SUBSTITUTION	1	1	f67r2	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIN+CH+E+O+L	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+CH+E+O+L	SAME_CLASS_SUBSTITUTION	1	1	f24v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIN+CH+E+O+R	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+CH+E+O+R	SAME_CLASS_SUBSTITUTION	1	1	f10r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIN+CH+K	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+CH+K	SAME_CLASS_SUBSTITUTION	1	1	f18r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIN+CH+K+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+CH+K+Y	SAME_CLASS_SUBSTITUTION	1	1	f17r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIN+CH+O	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+CH+O	SAME_CLASS_SUBSTITUTION	1	1	f1r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIN+CH+O+CH+P+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+CH+O+CH+P+Y	SAME_CLASS_SUBSTITUTION	1	1	f56r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIN+CH+O+D_ADDR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+CH+O+D_ADDR	SAME_CLASS_SUBSTITUTION	1	1	f17r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIN+CH+OR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	OR+CH+OR	SAME_CLASS_SUBSTITUTION	1	1	f88r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIN+CHD	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CHD+AIN	ADJACENT_SWAP	4	4	f76r|f83r|f89r|f95v	4	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIN+CHD+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+CHD+Y	SAME_CLASS_SUBSTITUTION	1	1	f81r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIN+DA+AM_ADDR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+DA+AM_ADDR	SAME_CLASS_SUBSTITUTION	2	2	f67r2|f89r	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIN+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+DY	SAME_CLASS_SUBSTITUTION	1	1	f82r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIN+DY+D_LABEL	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+DY+D_LABEL	SAME_CLASS_SUBSTITUTION	1	1	f1r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIN+D_ADDR+AIIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+D_ADDR+AIIN	SAME_CLASS_SUBSTITUTION	5	4	f18r|f24v|f67r2|f89r	5	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIN+D_ADDR+AIR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+D_ADDR+AIR	SAME_CLASS_SUBSTITUTION	2	2	f17r|f89r	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIN+D_ADDR+AL+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	D_ADDR+AIN+AL+DY	ADJACENT_SWAP	1	1	f89r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIN+D_ADDR+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+D_ADDR+AR	SAME_CLASS_SUBSTITUTION	1	1	f17r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIN+D_ADDR+AR+A_ADDR+LOCAL_CHAR_I+SH+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+D_ADDR+AR+A_ADDR+LOCAL_CHAR_I+SH+Y	SAME_CLASS_SUBSTITUTION	1	1	f1r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIN+D_ADDR+CH+O+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+D_ADDR+CH+O+S	SAME_CLASS_SUBSTITUTION	1	1	f67r2	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIN+D_ADDR+O+IIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+D_ADDR+O+IIN	SAME_CLASS_SUBSTITUTION	1	1	f1r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIN+D_ADDR+OL+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+D_ADDR+OL+Y	SAME_CLASS_SUBSTITUTION	1	1	f67r2	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIN+E+K+EE+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+E+K+EE+S	SAME_CLASS_SUBSTITUTION	1	1	f67r2	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIN+K	NO	IDENTITY_NEW_VISIBLE_RECIPE	2	2	K+AIN|Y+K	ADJACENT_SWAP|SAME_CLASS_SUBSTITUTION	7	5	f75r|f76r|f81v|f83r|f95v	7	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIN+K+AIIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+K+AIIN	SAME_CLASS_SUBSTITUTION	5	4	f1r|f55v|f77r|f81v	5	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIN+K+AIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+K+AIN	SAME_CLASS_SUBSTITUTION	3	1	f55v	3	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIN+K+AIR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+K+AIR	SAME_CLASS_SUBSTITUTION	1	1	f55v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIN+K+AL	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+K+AL	SAME_CLASS_SUBSTITUTION	1	1	f1r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIN+K+AL+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+K+AL+Y	SAME_CLASS_SUBSTITUTION	1	1	f95v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
AIN+K+AN	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+K+AN	SAME_CLASS_SUBSTITUTION	1	1	f55v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
