dictionary_entry_id	surfaces	component_recipe	abstract_composition_de	workshop_prose_composition_de	owner_address_composition_de	observed_events	physical_pages	registers	observed_channel	observed_channel_reading_de	composition_status
P912-D0531	odaiin	O+D_ADDR+AIIN	LAUF → UNTERADRESSE → SOLLWERT	Arbeitsgang ausführen; bezeichneter Teil; Sollmaß	Reihe aufrufen; Unterplatz; verzeichneter Sollwert	1	f10r	HERBAL	WORKSHOP_PROSE	Arbeitsgang ausführen; bezeichneter Teil; Sollmaß	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1269	tshol	T+SH+OL	EINSTELLUNG → HALTEN → FORTSETZUNG	Arbeitsgang einstellen; Arbeitsgegenstand halten; im selben Arbeitsgang fortfahren	Platz oder Wert einstellen; Bezug festhalten; dieselbe Reihe fortführen	1	f11r	HERBAL	WORKSHOP_PROSE	Arbeitsgang einstellen; Arbeitsgegenstand halten; im selben Arbeitsgang fortfahren	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1105	schoal	SH+O+AL	HALTEN → LAUF → ZIEL	Arbeitsgegenstand halten; Arbeitsgang ausführen; Ziel- oder Anschlussstelle	Bezug festhalten; Reihe aufrufen; Zielplatz	1	f11r	HERBAL	WORKSHOP_PROSE	Arbeitsgegenstand halten; Arbeitsgang ausführen; Ziel- oder Anschlussstelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1165	shfydaiin	SH+Y+AIIN	HALTEN → REFERENT → SOLLWERT	Arbeitsgegenstand halten; dieser Arbeitsgegenstand; Sollmaß	Bezug festhalten; dieser Bildplatz; verzeichneter Sollwert	1	f11r	HERBAL	WORKSHOP_PROSE	Arbeitsgegenstand halten; dieser Arbeitsgegenstand; Sollmaß	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0265	cphy	CPH+Y	GEGENLAUF → REFERENT	umleiten; dieser Arbeitsgegenstand	Gegenplatz; dieser Bildplatz	1	f11r	HERBAL	WORKSHOP_PROSE	umleiten; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1162	shey	SH+E+Y	HALTEN → GRAD_1 → REFERENT	Arbeitsgegenstand halten; kurz oder direkt; dieser Arbeitsgegenstand	Bezug festhalten; erster Grad; dieser Bildplatz	2	f11r,f13r	HERBAL	WORKSHOP_PROSE	Arbeitsgegenstand halten; kurz oder direkt; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1246	tchody	T+CH+O+DY	EINSTELLUNG → AUSWAHL_ENTNAHME → LAUF → ABSCHLUSS	Arbeitsgang einstellen; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Arbeitsschritt schließen	Platz oder Wert einstellen; Klasse oder Figur kennzeichnen; Reihe aufrufen; Bildeintrag schließen	1	f11r	HERBAL	WORKSHOP_PROSE	Arbeitsgang einstellen; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Arbeitsschritt schließen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1183	shoyty	SH+O+Y+T+Y	HALTEN → LAUF → REFERENT → EINSTELLUNG → REFERENT	Arbeitsgegenstand halten; Arbeitsgang ausführen; dieser Arbeitsgegenstand; Arbeitsgang einstellen; dieser Arbeitsgegenstand	Bezug festhalten; Reihe aufrufen; dieser Bildplatz; Platz oder Wert einstellen; dieser Bildplatz	1	f11r	HERBAL	WORKSHOP_PROSE	Arbeitsgegenstand halten; Arbeitsgang ausführen; dieser Arbeitsgegenstand; Arbeitsgang einstellen; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1193	socthody	S+O+CTH+O+D_ADDR+Y	AUSWAHL → LAUF → BEREITSTATUS → LAUF → UNTERADRESSE → REFERENT	Arbeitsvariante auswählen; Arbeitsgang ausführen; bis bereit führen; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	Bildklasse auswählen; Reihe aufrufen; Bereitschaftsklasse; Reihe aufrufen; Unterplatz; dieser Bildplatz	1	f11r	HERBAL	WORKSHOP_PROSE	Arbeitsvariante auswählen; Arbeitsgang ausführen; bis bereit führen; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0923	qodor	CARRIER_Q+O+D_ADDR+OR	EINTRITT → LAUF → UNTERADRESSE → EINTRAG	neuen Kartenblock beginnen; Arbeitsgang ausführen; bezeichneter Teil; Ansatz oder Zubereitung	Eintrittsform einer Bildkarte; Reihe aufrufen; Unterplatz; Eintragsklasse	1	f11r	HERBAL	WORKSHOP_PROSE	neuen Kartenblock beginnen; Arbeitsgang ausführen; bezeichneter Teil; Ansatz oder Zubereitung	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0450	kshy	K+SH+Y	ZUORDNUNG → HALTEN → REFERENT	Material zugeben; Arbeitsgegenstand halten; dieser Arbeitsgegenstand	Wert zuordnen; Bezug festhalten; dieser Bildplatz	1	f11r	HERBAL	WORKSHOP_PROSE	Material zugeben; Arbeitsgegenstand halten; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1362	ytchy	Y+T+Y	REFERENT → EINSTELLUNG → REFERENT	dieser Arbeitsgegenstand; Arbeitsgang einstellen; dieser Arbeitsgegenstand	dieser Bildplatz; Platz oder Wert einstellen; dieser Bildplatz	2	f11r,f13r	HERBAL	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Arbeitsgang einstellen; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1361	ytchoky	Y+T+OK+Y	REFERENT → EINSTELLUNG → AKTIVIEREN → REFERENT	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Arbeitsgang ansetzen; dieser Arbeitsgegenstand	dieser Bildplatz; Platz oder Wert einstellen; Bildplatz aktivieren; dieser Bildplatz	1	f11r	HERBAL	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Arbeitsgang ansetzen; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0429	kchol	K+OL	ZUORDNUNG → FORTSETZUNG	Material zugeben; im selben Arbeitsgang fortfahren	Wert zuordnen; dieselbe Reihe fortführen	4	f11r,f13r,f56r	HERBAL	WORKSHOP_PROSE	Material zugeben; im selben Arbeitsgang fortfahren	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0378	dor	D_ADDR+OR	UNTERADRESSE → EINTRAG	bezeichneter Teil; Ansatz oder Zubereitung	Unterplatz; Eintragsklasse	2	f11r,f13r	HERBAL	WORKSHOP_PROSE	bezeichneter Teil; Ansatz oder Zubereitung	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1345	ykychy	Y+K+Y+CH+Y	REFERENT → ZUORDNUNG → REFERENT → AUSWAHL_ENTNAHME → REFERENT	dieser Arbeitsgegenstand; Material zugeben; dieser Arbeitsgegenstand; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	dieser Bildplatz; Wert zuordnen; dieser Bildplatz; Klasse oder Figur kennzeichnen; dieser Bildplatz	1	f11r	HERBAL	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Material zugeben; dieser Arbeitsgegenstand; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0238	choty	CH+OT+Y	AUSWAHL_ENTNAHME → NAECHSTER → REFERENT	bezeichneten Anteil entnehmen; danach oder nächster Posten; dieser Arbeitsgegenstand	Klasse oder Figur kennzeichnen; nächster Bildplatz; dieser Bildplatz	2	f11r,f56r	HERBAL	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; danach oder nächster Posten; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0361	dod	D_ADDR+O+D_ADDR	UNTERADRESSE → LAUF → UNTERADRESSE	bezeichneter Teil; Arbeitsgang ausführen; bezeichneter Teil	Unterplatz; Reihe aufrufen; Unterplatz	1	f11r	HERBAL	WORKSHOP_PROSE	bezeichneter Teil; Arbeitsgang ausführen; bezeichneter Teil	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0345	dchol	D_ADDR+OL	UNTERADRESSE → FORTSETZUNG	bezeichneter Teil; im selben Arbeitsgang fortfahren	Unterplatz; dieselbe Reihe fortführen	2	f11r,f13r	HERBAL	WORKSHOP_PROSE	bezeichneter Teil; im selben Arbeitsgang fortfahren	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0431	kchy	K+Y	ZUORDNUNG → REFERENT	Material zugeben; dieser Arbeitsgegenstand	Wert zuordnen; dieser Bildplatz	3	f11r,f13r	HERBAL	WORKSHOP_PROSE	Material zugeben; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1248	tchol	T+OL	EINSTELLUNG → FORTSETZUNG	Arbeitsgang einstellen; im selben Arbeitsgang fortfahren	Platz oder Wert einstellen; dieselbe Reihe fortführen	3	f11r,f56r	HERBAL	WORKSHOP_PROSE	Arbeitsgang einstellen; im selben Arbeitsgang fortfahren	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0356	dky	D_ADDR+K+Y	UNTERADRESSE → ZUORDNUNG → REFERENT	bezeichneter Teil; Material zugeben; dieser Arbeitsgegenstand	Unterplatz; Wert zuordnen; dieser Bildplatz	1	f11r	HERBAL	WORKSHOP_PROSE	bezeichneter Teil; Material zugeben; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0280	d	D_ADDR	UNTERADRESSE	bezeichneter Teil	Unterplatz	5	f11r,f13r,f56r	HERBAL	WORKSHOP_PROSE	bezeichneter Teil	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0195	chodl	CH+O+D_ADDR+L	AUSWAHL_ENTNAHME → LAUF → UNTERADRESSE → VERBINDUNG	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; bezeichneter Teil; entlang des Arbeitswegs führen	Klasse oder Figur kennzeichnen; Reihe aufrufen; Unterplatz; Bildverbindung	1	f11r	HERBAL	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; bezeichneter Teil; entlang des Arbeitswegs führen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0538	odl	O+D_ADDR+L	LAUF → UNTERADRESSE → VERBINDUNG	Arbeitsgang ausführen; bezeichneter Teil; entlang des Arbeitswegs führen	Reihe aufrufen; Unterplatz; Bildverbindung	1	f11r	HERBAL	WORKSHOP_PROSE	Arbeitsgang ausführen; bezeichneter Teil; entlang des Arbeitswegs führen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1059	s	S	AUSWAHL	Arbeitsvariante auswählen	Bildklasse auswählen	7	f11r,f13r,f55v,f56r	HERBAL	WORKSHOP_PROSE	Arbeitsvariante auswählen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1312	ykchor	Y+K+CH+OR	REFERENT → ZUORDNUNG → AUSWAHL_ENTNAHME → EINTRAG	dieser Arbeitsgegenstand; Material zugeben; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	dieser Bildplatz; Wert zuordnen; Klasse oder Figur kennzeichnen; Eintragsklasse	1	f11r	HERBAL	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Material zugeben; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0196	chody	CH+O+D_ADDR+Y	AUSWAHL_ENTNAHME → LAUF → UNTERADRESSE → REFERENT	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	Klasse oder Figur kennzeichnen; Reihe aufrufen; Unterplatz; dieser Bildplatz	2	f11r,f56r	HERBAL	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0601	okchol	OK+OL	AKTIVIEREN → FORTSETZUNG	Arbeitsgang ansetzen; im selben Arbeitsgang fortfahren	Bildplatz aktivieren; dieselbe Reihe fortführen	1	f11r	HERBAL	WORKSHOP_PROSE	Arbeitsgang ansetzen; im selben Arbeitsgang fortfahren	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1267	torshor	T+OR+SH+OR	EINSTELLUNG → EINTRAG → HALTEN → EINTRAG	Arbeitsgang einstellen; Ansatz oder Zubereitung; Arbeitsgegenstand halten; Ansatz oder Zubereitung	Platz oder Wert einstellen; Eintragsklasse; Bezug festhalten; Eintragsklasse	1	f13r	HERBAL	WORKSHOP_PROSE	Arbeitsgang einstellen; Ansatz oder Zubereitung; Arbeitsgegenstand halten; Ansatz oder Zubereitung	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0729	opchy	O+P+Y	LAUF → EINSETZUNG → REFERENT	Arbeitsgang ausführen; Material einsetzen; dieser Arbeitsgegenstand	Reihe aufrufen; Platz besetzen; dieser Bildplatz	1	f13r	HERBAL	WORKSHOP_PROSE	Arbeitsgang ausführen; Material einsetzen; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1176	shol	SH+OL	HALTEN → FORTSETZUNG	Arbeitsgegenstand halten; im selben Arbeitsgang fortfahren	Bezug festhalten; dieselbe Reihe fortführen	3	f13r,f56r	HERBAL	WORKSHOP_PROSE	Arbeitsgegenstand halten; im selben Arbeitsgang fortfahren	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0998	qopchy	O+P+Y	LAUF → EINSETZUNG → REFERENT	Arbeitsgang ausführen; Material einsetzen; dieser Arbeitsgegenstand	Reihe aufrufen; Platz besetzen; dieser Bildplatz	2	f13r	HERBAL	WORKSHOP_PROSE	Arbeitsgang ausführen; Material einsetzen; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0728	opchor	O+P+CH+OR	LAUF → EINSETZUNG → AUSWAHL_ENTNAHME → EINTRAG	Arbeitsgang ausführen; Material einsetzen; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	Reihe aufrufen; Platz besetzen; Klasse oder Figur kennzeichnen; Eintragsklasse	1	f13r	HERBAL	WORKSHOP_PROSE	Arbeitsgang ausführen; Material einsetzen; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0396	dypchy	D_ADDR+Y+P+Y	UNTERADRESSE → REFERENT → EINSETZUNG → REFERENT	bezeichneter Teil; dieser Arbeitsgegenstand; Material einsetzen; dieser Arbeitsgegenstand	Unterplatz; dieser Bildplatz; Platz besetzen; dieser Bildplatz	1	f13r	HERBAL	WORKSHOP_PROSE	bezeichneter Teil; dieser Arbeitsgegenstand; Material einsetzen; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0344	dchg	D_ADDR+CH+LOCAL_CHAR_G	UNTERADRESSE → AUSWAHL_ENTNAHME → G-LOKALZEICHEN	bezeichneter Teil; bezeichneten Anteil entnehmen; lokales Schreibzeichen	Unterplatz; Klasse oder Figur kennzeichnen; lokales Bildzeichen	1	f13r	HERBAL	WORKSHOP_PROSE	bezeichneter Teil; bezeichneten Anteil entnehmen; lokales Schreibzeichen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0369	dol	D_ADDR+OL	UNTERADRESSE → FORTSETZUNG	bezeichneter Teil; im selben Arbeitsgang fortfahren	Unterplatz; dieselbe Reihe fortführen	1	f13r	HERBAL	WORKSHOP_PROSE	bezeichneter Teil; im selben Arbeitsgang fortfahren	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1166	shkchy	SH+K+Y	HALTEN → ZUORDNUNG → REFERENT	Arbeitsgegenstand halten; Material zugeben; dieser Arbeitsgegenstand	Bezug festhalten; Wert zuordnen; dieser Bildplatz	1	f13r	HERBAL	WORKSHOP_PROSE	Arbeitsgegenstand halten; Material zugeben; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1286	ydal	Y+AL	REFERENT → ZIEL	dieser Arbeitsgegenstand; Ziel- oder Anschlussstelle	dieser Bildplatz; Zielplatz	1	f13r	HERBAL	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Ziel- oder Anschlussstelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1314	ykchy	Y+K+Y	REFERENT → ZUORDNUNG → REFERENT	dieser Arbeitsgegenstand; Material zugeben; dieser Arbeitsgegenstand	dieser Bildplatz; Wert zuordnen; dieser Bildplatz	2	f13r	HERBAL	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Material zugeben; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0346	dchor	D_ADDR+CH+OR	UNTERADRESSE → AUSWAHL_ENTNAHME → EINTRAG	bezeichneter Teil; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	Unterplatz; Klasse oder Figur kennzeichnen; Eintragsklasse	1	f13r	HERBAL	WORKSHOP_PROSE	bezeichneter Teil; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1108	shaiin	SH+AIIN	HALTEN → SOLLWERT	Arbeitsgegenstand halten; Sollmaß	Bezug festhalten; verzeichneter Sollwert	1	f13r	HERBAL	WORKSHOP_PROSE	Arbeitsgegenstand halten; Sollmaß	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0545	oeees	O+EEE+S	LAUF → GRAD_3 → AUSWAHL	Arbeitsgang ausführen; vollständig; Arbeitsvariante auswählen	Reihe aufrufen; dritter oder voller Grad; Bildklasse auswählen	1	f13r	HERBAL	WORKSHOP_PROSE	Arbeitsgang ausführen; vollständig; Arbeitsvariante auswählen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1341	ykor	Y+K+OR	REFERENT → ZUORDNUNG → EINTRAG	dieser Arbeitsgegenstand; Material zugeben; Ansatz oder Zubereitung	dieser Bildplatz; Wert zuordnen; Eintragsklasse	1	f13r	HERBAL	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Material zugeben; Ansatz oder Zubereitung	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1381	ytshy	Y+T+Y	REFERENT → EINSTELLUNG → REFERENT	dieser Arbeitsgegenstand; Arbeitsgang einstellen; dieser Arbeitsgegenstand	dieser Bildplatz; Platz oder Wert einstellen; dieser Bildplatz	1	f13r	HERBAL	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Arbeitsgang einstellen; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0922	qodchy	O+D_ADDR+Y	LAUF → UNTERADRESSE → REFERENT	Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	Reihe aufrufen; Unterplatz; dieser Bildplatz	1	f13r	HERBAL	WORKSHOP_PROSE	Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0800	otchor	OT+CH+OR	NAECHSTER → AUSWAHL_ENTNAHME → EINTRAG	danach oder nächster Posten; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	nächster Bildplatz; Klasse oder Figur kennzeichnen; Eintragsklasse	2	f13r,f56r	HERBAL	WORKSHOP_PROSE	danach oder nächster Posten; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1180	shorodo	SH+OR+O+D_ADDR+O	HALTEN → EINTRAG → LAUF → UNTERADRESSE → LAUF	Arbeitsgegenstand halten; Ansatz oder Zubereitung; Arbeitsgang ausführen; bezeichneter Teil; Arbeitsgang ausführen	Bezug festhalten; Eintragsklasse; Reihe aufrufen; Unterplatz; Reihe aufrufen	1	f13r	HERBAL	WORKSHOP_PROSE	Arbeitsgegenstand halten; Ansatz oder Zubereitung; Arbeitsgang ausführen; bezeichneter Teil; Arbeitsgang ausführen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1270	tshy	T+Y	EINSTELLUNG → REFERENT	Arbeitsgang einstellen; dieser Arbeitsgegenstand	Platz oder Wert einstellen; dieser Bildplatz	1	f13r	HERBAL	WORKSHOP_PROSE	Arbeitsgang einstellen; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0382	dpchy	D_ADDR+P+Y	UNTERADRESSE → EINSETZUNG → REFERENT	bezeichneter Teil; Material einsetzen; dieser Arbeitsgegenstand	Unterplatz; Platz besetzen; dieser Bildplatz	1	f13r	HERBAL	WORKSHOP_PROSE	bezeichneter Teil; Material einsetzen; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0798	otchol	OT+CH+OL	NAECHSTER → AUSWAHL_ENTNAHME → FORTSETZUNG	danach oder nächster Posten; bezeichneten Anteil entnehmen; im selben Arbeitsgang fortfahren	nächster Bildplatz; Klasse oder Figur kennzeichnen; dieselbe Reihe fortführen	1	f13r	HERBAL	WORKSHOP_PROSE	danach oder nächster Posten; bezeichneten Anteil entnehmen; im selben Arbeitsgang fortfahren	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0056	cfholdy	CFH+OL+DY	TRENNUNG → FORTSETZUNG → ABSCHLUSS	trennen; im selben Arbeitsgang fortfahren; Arbeitsschritt schließen	Trennklasse; dieselbe Reihe fortführen; Bildeintrag schließen	1	f13r	HERBAL	WORKSHOP_PROSE	trennen; im selben Arbeitsgang fortfahren; Arbeitsschritt schließen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1249	tchor	T+CH+OR	EINSTELLUNG → AUSWAHL_ENTNAHME → EINTRAG	Arbeitsgang einstellen; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	Platz oder Wert einstellen; Klasse oder Figur kennzeichnen; Eintragsklasse	1	f13r	HERBAL	WORKSHOP_PROSE	Arbeitsgang einstellen; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0604	okchy	OK+Y	AKTIVIEREN → REFERENT	Arbeitsgang ansetzen; dieser Arbeitsgegenstand	Bildplatz aktivieren; dieser Bildplatz	2	f13r,f56r	HERBAL	WORKSHOP_PROSE	Arbeitsgang ansetzen; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0602	okchor	OK+CH+OR	AKTIVIEREN → AUSWAHL_ENTNAHME → EINTRAG	Arbeitsgang ansetzen; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	Bildplatz aktivieren; Klasse oder Figur kennzeichnen; Eintragsklasse	2	f13r	HERBAL	WORKSHOP_PROSE	Arbeitsgang ansetzen; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0564	oiin	O+IIN	LAUF → STUFE	Arbeitsgang ausführen; Arbeitsstufe	Reihe aufrufen; Wertstufe	1	f13r	HERBAL	WORKSHOP_PROSE	Arbeitsgang ausführen; Arbeitsstufe	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0076	chckhy	CKH+Y	DURCHLASS → REFERENT	durch einen Durchlass führen; dieser Arbeitsgegenstand	Verbindung oder Durchlass; dieser Bildplatz	2	f13r,f55v	HERBAL	WORKSHOP_PROSE	durch einen Durchlass führen; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0981	qoky	OK+Y	AKTIVIEREN → REFERENT	Arbeitsgang ansetzen; dieser Arbeitsgegenstand	Bildplatz aktivieren; dieser Bildplatz	1	f13r	HERBAL	WORKSHOP_PROSE	Arbeitsgang ansetzen; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1029	qoy	O+Y	LAUF → REFERENT	Arbeitsgang ausführen; dieser Arbeitsgegenstand	Reihe aufrufen; dieser Bildplatz	1	f13r	HERBAL	WORKSHOP_PROSE	Arbeitsgang ausführen; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0691	oldy	OL+DY	FORTSETZUNG → ABSCHLUSS	im selben Arbeitsgang fortfahren; Arbeitsschritt schließen	dieselbe Reihe fortführen; Bildeintrag schließen	3	f13r,f55v	HERBAL	WORKSHOP_PROSE	im selben Arbeitsgang fortfahren; Arbeitsschritt schließen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0359	doaiin	D_ADDR+O+AIIN	UNTERADRESSE → LAUF → SOLLWERT	bezeichneter Teil; Arbeitsgang ausführen; Sollmaß	Unterplatz; Reihe aufrufen; verzeichneter Sollwert	1	f13r	HERBAL	WORKSHOP_PROSE	bezeichneter Teil; Arbeitsgang ausführen; Sollmaß	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1169	shochy	HO+Y	TEIL → REFERENT	Teil des sichtbaren Gegenstands; dieser Arbeitsgegenstand	Teil oder Mitglied der Bildklasse; dieser Bildplatz	1	f13r	HERBAL	WORKSHOP_PROSE	Teil des sichtbaren Gegenstands; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1266	torchy	T+OR+Y	EINSTELLUNG → EINTRAG → REFERENT	Arbeitsgang einstellen; Ansatz oder Zubereitung; dieser Arbeitsgegenstand	Platz oder Wert einstellen; Eintragsklasse; dieser Bildplatz	1	f13r	HERBAL	WORKSHOP_PROSE	Arbeitsgang einstellen; Ansatz oder Zubereitung; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0408	k	K	ZUORDNUNG	Material zugeben	Wert zuordnen	1	f13r	HERBAL	WORKSHOP_PROSE	Material zugeben	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0598	okchey	OK+Y	AKTIVIEREN → REFERENT	Arbeitsgang ansetzen; dieser Arbeitsgegenstand	Bildplatz aktivieren; dieser Bildplatz	1	f13r	HERBAL	WORKSHOP_PROSE	Arbeitsgang ansetzen; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0363	doiin	D_ADDR+O+IIN	UNTERADRESSE → LAUF → STUFE	bezeichneter Teil; Arbeitsgang ausführen; Arbeitsstufe	Unterplatz; Reihe aufrufen; Wertstufe	1	f13r	HERBAL	WORKSHOP_PROSE	bezeichneter Teil; Arbeitsgang ausführen; Arbeitsstufe	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1340	ykoly	Y+K+OL+Y	REFERENT → ZUORDNUNG → FORTSETZUNG → REFERENT	dieser Arbeitsgegenstand; Material zugeben; im selben Arbeitsgang fortfahren; dieser Arbeitsgegenstand	dieser Bildplatz; Wert zuordnen; dieselbe Reihe fortführen; dieser Bildplatz	1	f13r	HERBAL	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Material zugeben; im selben Arbeitsgang fortfahren; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
