event_id	dictionary_entry_id	physical_page	locus	surface	channel	visible_owner_de	component_recipe	abstract_composition_de	register_composition_de	current_fluent_or_address_de
P912-E0096	P912-D1165	f11r	f11r.1	shfydaiin	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	SH+Y+AIIN	HALTEN → REFERENT → SOLLWERT	Arbeitsgegenstand halten; dieser Arbeitsgegenstand; Sollmaß	Nach Sollmaß diesen Posten halten.
P912-E0097	P912-D0265	f11r	f11r.1	cphy	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	CPH+Y	GEGENLAUF → REFERENT	umleiten; dieser Arbeitsgegenstand	Diesen Posten umleiten.
P912-E0098	P912-D1162	f11r	f11r.1	shey	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	SH+E+Y	HALTEN → GRAD_1 → REFERENT	Arbeitsgegenstand halten; kurz oder direkt; dieser Arbeitsgegenstand	Diesen Posten kurz halten.
P912-E0099	P912-D1246	f11r	f11r.1	tchody	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	T+CH+O+DY	EINSTELLUNG → AUSWAHL_ENTNAHME → LAUF → ABSCHLUSS	Arbeitsgang einstellen; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Arbeitsschritt schließen	Einstellen, entnehmen und ausführen; fertig.
P912-E0100	P912-D1183	f11r	f11r.1	shoyty	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	SH+O+Y+T+Y	HALTEN → LAUF → REFERENT → EINSTELLUNG → REFERENT	Arbeitsgegenstand halten; Arbeitsgang ausführen; dieser Arbeitsgegenstand; Arbeitsgang einstellen; dieser Arbeitsgegenstand	Diesen Posten halten, ausführen und einstellen.
P912-E0101	P912-D1193	f11r	f11r.2	socthody	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	S+O+CTH+O+D_ADDR+Y	AUSWAHL → LAUF → BEREITSTATUS → LAUF → UNTERADRESSE → REFERENT	Arbeitsvariante auswählen; Arbeitsgang ausführen; bis bereit führen; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	Aus diesem Teil diesen Posten wählen, ausführen, bereitstellen und ausführen.
P912-E0102	P912-D0923	f11r	f11r.2	qodor	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	CARRIER_Q+O+D_ADDR+OR	EINTRITT → LAUF → UNTERADRESSE → EINTRAG	neuen Kartenblock beginnen; Arbeitsgang ausführen; bezeichneter Teil; Ansatz oder Zubereitung	Aus diesem Teil den Ansatz ausführen unter q-Träger.
P912-E0103	P912-D1272	f11r	f11r.2	y	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	Y	REFERENT	dieser Arbeitsgegenstand	Diesen Posten zugeben und halten.
P912-E0104	P912-D0450	f11r	f11r.2	kshy	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	K+SH+Y	ZUORDNUNG → HALTEN → REFERENT	Material zugeben; Arbeitsgegenstand halten; dieser Arbeitsgegenstand	Diesen Posten zugeben und halten.
P912-E0105	P912-D0289	f11r	f11r.2	daiin	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	AIIN	SOLLWERT	Sollmaß	Nach Sollmaß diesen Posten einstellen.
P912-E0106	P912-D1362	f11r	f11r.2	ytchy	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	Y+T+Y	REFERENT → EINSTELLUNG → REFERENT	dieser Arbeitsgegenstand; Arbeitsgang einstellen; dieser Arbeitsgegenstand	Nach Sollmaß diesen Posten einstellen.
P912-E0107	P912-D1361	f11r	f11r.2	ytchoky	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	Y+T+OK+Y	REFERENT → EINSTELLUNG → AKTIVIEREN → REFERENT	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Arbeitsgang ansetzen; dieser Arbeitsgegenstand	Diesen Posten einstellen und ansetzen.
P912-E0108	P912-D0429	f11r	f11r.2	kchol	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	K+OL	ZUORDNUNG → FORTSETZUNG	Material zugeben; im selben Arbeitsgang fortfahren	Weiter zugeben.
P912-E0109	P912-D0289	f11r	f11r.2	daiin	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	AIIN	SOLLWERT	Sollmaß	Danach weiter nach Sollmaß diesen Posten bereitstellen.
P912-E0110	P912-D1028	f11r	f11r.3	qoty	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	OT+Y	NAECHSTER → REFERENT	danach oder nächster Posten; dieser Arbeitsgegenstand	Danach weiter nach Sollmaß diesen Posten bereitstellen.
P912-E0111	P912-D0215	f11r	f11r.3	chol	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren	Danach weiter nach Sollmaß diesen Posten bereitstellen.
P912-E0112	P912-D0277	f11r	f11r.3	cthy	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	CTH+Y	BEREITSTATUS → REFERENT	bis bereit führen; dieser Arbeitsgegenstand	Danach weiter nach Sollmaß diesen Posten bereitstellen.
P912-E0113	P912-D0378	f11r	f11r.3	dor	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	D_ADDR+OR	UNTERADRESSE → EINTRAG	bezeichneter Teil; Ansatz oder Zubereitung	Aus diesem Teil den Ansatz und diesen Posten zugeben und entnehmen.
P912-E0114	P912-D1345	f11r	f11r.3	ykychy	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	Y+K+Y+CH+Y	REFERENT → ZUORDNUNG → REFERENT → AUSWAHL_ENTNAHME → REFERENT	dieser Arbeitsgegenstand; Material zugeben; dieser Arbeitsgegenstand; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	Aus diesem Teil den Ansatz und diesen Posten zugeben und entnehmen.
P912-E0115	P912-D0238	f11r	f11r.3	choty	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	CH+OT+Y	AUSWAHL_ENTNAHME → NAECHSTER → REFERENT	bezeichneten Anteil entnehmen; danach oder nächster Posten; dieser Arbeitsgegenstand	Danach diesen Posten entnehmen.
P912-E0116	P912-D0298	f11r	f11r.3	dain	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	AIN	EINHEIT	Portion	Als eine Portion nach Sollmaß entnehmen.
P912-E0117	P912-D0061	f11r	f11r.3	chaiin	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	CH+AIIN	AUSWAHL_ENTNAHME → SOLLWERT	bezeichneten Anteil entnehmen; Sollmaß	Als eine Portion nach Sollmaß entnehmen.
P912-E0118	P912-D0289	f11r	f11r.3	daiin	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	AIIN	SOLLWERT	Sollmaß	Aus diesem Teil nach Sollmaß ausführen.
P912-E0119	P912-D0361	f11r	f11r.3	dod	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	D_ADDR+O+D_ADDR	UNTERADRESSE → LAUF → UNTERADRESSE	bezeichneter Teil; Arbeitsgang ausführen; bezeichneter Teil	Aus diesem Teil nach Sollmaß ausführen.
P912-E0120	P912-D0345	f11r	f11r.4	dchol	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	D_ADDR+OL	UNTERADRESSE → FORTSETZUNG	bezeichneter Teil; im selben Arbeitsgang fortfahren	Weiter aus diesem Teil diesen Posten zugeben.
P912-E0121	P912-D0248	f11r	f11r.4	chy	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	Y	REFERENT	dieser Arbeitsgegenstand	Weiter aus diesem Teil diesen Posten zugeben.
P912-E0122	P912-D0431	f11r	f11r.4	kchy	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	K+Y	ZUORDNUNG → REFERENT	Material zugeben; dieser Arbeitsgegenstand	Weiter aus diesem Teil diesen Posten zugeben.
P912-E0123	P912-D0390	f11r	f11r.4	dy	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	Y	REFERENT	dieser Arbeitsgegenstand	Weiter nach Sollmaß diesen Posten einstellen.
P912-E0124	P912-D0289	f11r	f11r.4	daiin	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	AIIN	SOLLWERT	Sollmaß	Weiter nach Sollmaß diesen Posten einstellen.
P912-E0125	P912-D1248	f11r	f11r.5	tchol	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	T+OL	EINSTELLUNG → FORTSETZUNG	Arbeitsgang einstellen; im selben Arbeitsgang fortfahren	Weiter nach Sollmaß diesen Posten einstellen.
P912-E0126	P912-D1179	f11r	f11r.5	shor	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	SH+OR	HALTEN → EINTRAG	Arbeitsgegenstand halten; Ansatz oder Zubereitung	Den Ansatz halten.
P912-E0127	P912-D1179	f11r	f11r.5	shor	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	SH+OR	HALTEN → EINTRAG	Arbeitsgegenstand halten; Ansatz oder Zubereitung	Den Ansatz halten.
P912-E0128	P912-D0356	f11r	f11r.5	dky	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	D_ADDR+K+Y	UNTERADRESSE → ZUORDNUNG → REFERENT	bezeichneter Teil; Material zugeben; dieser Arbeitsgegenstand	Aus diesem Teil diesen Posten zugeben.
P912-E0129	P912-D1272	f11r	f11r.5	y	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	Y	REFERENT	dieser Arbeitsgegenstand	Nach Sollmaß diesen Posten bereitstellen.
P912-E0130	P912-D0289	f11r	f11r.5	daiin	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	AIIN	SOLLWERT	Sollmaß	Nach Sollmaß diesen Posten bereitstellen.
P912-E0131	P912-D0277	f11r	f11r.5	cthy	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	CTH+Y	BEREITSTATUS → REFERENT	bis bereit führen; dieser Arbeitsgegenstand	Nach Sollmaß diesen Posten bereitstellen.
P912-E0132	P912-D0280	f11r	f11r.5	d	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	D_ADDR	UNTERADRESSE	bezeichneter Teil	Aus diesem Teil diesen Posten entnehmen und ausführen in den nächsten Lauf.
P912-E0133	P912-D1272	f11r	f11r.5	y	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	Y	REFERENT	dieser Arbeitsgegenstand	Aus diesem Teil diesen Posten entnehmen und ausführen in den nächsten Lauf.
P912-E0134	P912-D0195	f11r	f11r.5	chodl	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	CH+O+D_ADDR+L	AUSWAHL_ENTNAHME → LAUF → UNTERADRESSE → VERBINDUNG	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; bezeichneter Teil; entlang des Arbeitswegs führen	Aus diesem Teil diesen Posten entnehmen und ausführen in den nächsten Lauf.
P912-E0135	P912-D0289	f11r	f11r.5	daiin	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	AIIN	SOLLWERT	Sollmaß	Aus diesem Teil nach Sollmaß ausführen in den nächsten Lauf.
P912-E0136	P912-D0538	f11r	f11r.6	odl	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	O+D_ADDR+L	LAUF → UNTERADRESSE → VERBINDUNG	Arbeitsgang ausführen; bezeichneter Teil; entlang des Arbeitswegs führen	Aus diesem Teil nach Sollmaß ausführen in den nächsten Lauf.
P912-E0137	P912-D0280	f11r	f11r.6	d	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	D_ADDR	UNTERADRESSE	bezeichneter Teil	Aus diesem Teil wählen.
P912-E0138	P912-D1059	f11r	f11r.6	s	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	S	AUSWAHL	Arbeitsvariante auswählen	Aus diesem Teil wählen.
P912-E0139	P912-D1272	f11r	f11r.6	y	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	Y	REFERENT	dieser Arbeitsgegenstand	Danach weiter nach Sollmaß diesen Posten entnehmen.
P912-E0140	P912-D0849	f11r	f11r.6	otol	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	OT+OL	NAECHSTER → FORTSETZUNG	danach oder nächster Posten; im selben Arbeitsgang fortfahren	Danach weiter nach Sollmaß diesen Posten entnehmen.
P912-E0141	P912-D0061	f11r	f11r.6	chaiin	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	CH+AIIN	AUSWAHL_ENTNAHME → SOLLWERT	bezeichneten Anteil entnehmen; Sollmaß	Danach weiter nach Sollmaß diesen Posten entnehmen.
P912-E0142	P912-D1312	f11r	f11r.6	ykchor	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	Y+K+CH+OR	REFERENT → ZUORDNUNG → AUSWAHL_ENTNAHME → EINTRAG	dieser Arbeitsgegenstand; Material zugeben; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	Diesen Posten und den Ansatz zugeben und entnehmen.
P912-E0143	P912-D0301	f11r	f11r.6	dair	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	D_ADDR+AIR	UNTERADRESSE → LAUFWEG	bezeichneter Teil; Flüssigkeits- oder Stationslauf	Aus diesem Teil diesen Posten entnehmen und ausführen entlang des Laufs.
P912-E0144	P912-D0196	f11r	f11r.6	chody	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	CH+O+D_ADDR+Y	AUSWAHL_ENTNAHME → LAUF → UNTERADRESSE → REFERENT	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	Aus diesem Teil diesen Posten entnehmen und ausführen entlang des Laufs.
P912-E0145	P912-D0277	f11r	f11r.6	cthy	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	CTH+Y	BEREITSTATUS → REFERENT	bis bereit führen; dieser Arbeitsgegenstand	Diesen Posten bereitstellen.
P912-E0146	P912-D1059	f11r	f11r.6	s	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	S	AUSWAHL	Arbeitsvariante auswählen	Wählen.
P912-E0147	P912-D0289	f11r	f11r.6	daiin	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	AIIN	SOLLWERT	Sollmaß	Danach weiter nach Sollmaß diesen Posten ansetzen.
P912-E0148	P912-D1015	f11r	f11r.7	qotchy	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	OT+Y	NAECHSTER → REFERENT	danach oder nächster Posten; dieser Arbeitsgegenstand	Danach weiter nach Sollmaß diesen Posten ansetzen.
P912-E0149	P912-D0601	f11r	f11r.7	okchol	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	OK+OL	AKTIVIEREN → FORTSETZUNG	Arbeitsgang ansetzen; im selben Arbeitsgang fortfahren	Danach weiter nach Sollmaß diesen Posten ansetzen.
P912-E0150	P912-D0277	f11r	f11r.7	cthy	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	CTH+Y	BEREITSTATUS → REFERENT	bis bereit führen; dieser Arbeitsgegenstand	Diesen Posten bereitstellen.
P912-E0151	P912-D0390	f11r	f11r.7	dy	WORKSHOP_PROSE	abgebildeter Pflanzenartikel f11r	Y	REFERENT	dieser Arbeitsgegenstand	Diesen Posten weiterarbeiten.
P912-E0152	P912-D1267	f13r	f13r.1	torshor	WORKSHOP_PROSE	grosse abgebildete Pflanze mit Knollenwurzel	T+OR+SH+OR	EINSTELLUNG → EINTRAG → HALTEN → EINTRAG	Arbeitsgang einstellen; Ansatz oder Zubereitung; Arbeitsgegenstand halten; Ansatz oder Zubereitung	Den Ansatz einstellen und halten.
P912-E0153	P912-D0729	f13r	f13r.1	opchy	WORKSHOP_PROSE	grosse abgebildete Pflanze mit Knollenwurzel	O+P+Y	LAUF → EINSETZUNG → REFERENT	Arbeitsgang ausführen; Material einsetzen; dieser Arbeitsgegenstand	Diesen Posten ausführen und einsetzen.
P912-E0154	P912-D1176	f13r	f13r.1	shol	WORKSHOP_PROSE	grosse abgebildete Pflanze mit Knollenwurzel	SH+OL	HALTEN → FORTSETZUNG	Arbeitsgegenstand halten; im selben Arbeitsgang fortfahren	Weiter halten.
P912-E0155	P912-D0390	f13r	f13r.1	dy	WORKSHOP_PROSE	grosse abgebildete Pflanze mit Knollenwurzel	Y	REFERENT	dieser Arbeitsgegenstand	Diesen Posten ausführen und einsetzen.
P912-E0156	P912-D0998	f13r	f13r.1	qopchy	WORKSHOP_PROSE	grosse abgebildete Pflanze mit Knollenwurzel	O+P+Y	LAUF → EINSETZUNG → REFERENT	Arbeitsgang ausführen; Material einsetzen; dieser Arbeitsgegenstand	Diesen Posten ausführen und einsetzen.
P912-E0157	P912-D1176	f13r	f13r.1	shol	WORKSHOP_PROSE	grosse abgebildete Pflanze mit Knollenwurzel	SH+OL	HALTEN → FORTSETZUNG	Arbeitsgegenstand halten; im selben Arbeitsgang fortfahren	Weiter halten.
P912-E0158	P912-D0728	f13r	f13r.1	opchor	WORKSHOP_PROSE	grosse abgebildete Pflanze mit Knollenwurzel	O+P+CH+OR	LAUF → EINSETZUNG → AUSWAHL_ENTNAHME → EINTRAG	Arbeitsgang ausführen; Material einsetzen; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	Den Ansatz ausführen, einsetzen und entnehmen.
P912-E0159	P912-D0396	f13r	f13r.1	dypchy	WORKSHOP_PROSE	grosse abgebildete Pflanze mit Knollenwurzel	D_ADDR+Y+P+Y	UNTERADRESSE → REFERENT → EINSETZUNG → REFERENT	bezeichneter Teil; dieser Arbeitsgegenstand; Material einsetzen; dieser Arbeitsgegenstand	Aus diesem Teil diesen Posten einsetzen.
P912-E0160	P912-D0344	f13r	f13r.1	dchg	WORKSHOP_PROSE	grosse abgebildete Pflanze mit Knollenwurzel	D_ADDR+CH+LOCAL_CHAR_G	UNTERADRESSE → AUSWAHL_ENTNAHME → G-LOKALZEICHEN	bezeichneter Teil; bezeichneten Anteil entnehmen; lokales Schreibzeichen	Aus diesem Teil entnehmen mit g-Zeichen.
P912-E0161	P912-D0345	f13r	f13r.2	dchol	WORKSHOP_PROSE	grosse abgebildete Pflanze mit Knollenwurzel	D_ADDR+OL	UNTERADRESSE → FORTSETZUNG	bezeichneter Teil; im selben Arbeitsgang fortfahren	Weiter aus diesem Teil diesen Posten halten und zugeben.
P912-E0162	P912-D0215	f13r	f13r.2	chol	WORKSHOP_PROSE	grosse abgebildete Pflanze mit Knollenwurzel	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren	Weiter aus diesem Teil diesen Posten halten und zugeben.
P912-E0163	P912-D0369	f13r	f13r.2	dol	WORKSHOP_PROSE	grosse abgebildete Pflanze mit Knollenwurzel	D_ADDR+OL	UNTERADRESSE → FORTSETZUNG	bezeichneter Teil; im selben Arbeitsgang fortfahren	Weiter aus diesem Teil diesen Posten halten und zugeben.
P912-E0164	P912-D1166	f13r	f13r.2	shkchy	WORKSHOP_PROSE	grosse abgebildete Pflanze mit Knollenwurzel	SH+K+Y	HALTEN → ZUORDNUNG → REFERENT	Arbeitsgegenstand halten; Material zugeben; dieser Arbeitsgegenstand	Weiter aus diesem Teil diesen Posten halten und zugeben.
P912-E0165	P912-D1286	f13r	f13r.2	ydal	WORKSHOP_PROSE	grosse abgebildete Pflanze mit Knollenwurzel	Y+AL	REFERENT → ZIEL	dieser Arbeitsgegenstand; Ziel- oder Anschlussstelle	Diesen Posten zugeben zur Ziel- oder Anschlussstelle.
P912-E0166	P912-D1187	f13r	f13r.2	shy	WORKSHOP_PROSE	grosse abgebildete Pflanze mit Knollenwurzel	Y	REFERENT	dieser Arbeitsgegenstand	Diesen Posten zugeben zur Ziel- oder Anschlussstelle.
P912-E0167	P912-D1314	f13r	f13r.2	ykchy	WORKSHOP_PROSE	grosse abgebildete Pflanze mit Knollenwurzel	Y+K+Y	REFERENT → ZUORDNUNG → REFERENT	dieser Arbeitsgegenstand; Material zugeben; dieser Arbeitsgegenstand	Diesen Posten zugeben zur Ziel- oder Anschlussstelle.
P912-E0168	P912-D1028	f13r	f13r.2	qoty	WORKSHOP_PROSE	grosse abgebildete Pflanze mit Knollenwurzel	OT+Y	NAECHSTER → REFERENT	danach oder nächster Posten; dieser Arbeitsgegenstand	Danach nach Sollmaß diesen Posten wählen.
P912-E0169	P912-D0289	f13r	f13r.2	daiin	WORKSHOP_PROSE	grosse abgebildete Pflanze mit Knollenwurzel	AIIN	SOLLWERT	Sollmaß	Danach nach Sollmaß diesen Posten wählen.
P912-E0170	P912-D1059	f13r	f13r.2	s	WORKSHOP_PROSE	grosse abgebildete Pflanze mit Knollenwurzel	S	AUSWAHL	Arbeitsvariante auswählen	Danach nach Sollmaß diesen Posten wählen.
P912-E0171	P912-D1272	f13r	f13r.2	y	WORKSHOP_PROSE	grosse abgebildete Pflanze mit Knollenwurzel	Y	REFERENT	dieser Arbeitsgegenstand	Diesen Posten wählen.
P912-E0172	P912-D1059	f13r	f13r.3	s	WORKSHOP_PROSE	grosse abgebildete Pflanze mit Knollenwurzel	S	AUSWAHL	Arbeitsvariante auswählen	Diesen Posten wählen.
P912-E0173	P912-D1272	f13r	f13r.3	y	WORKSHOP_PROSE	grosse abgebildete Pflanze mit Knollenwurzel	Y	REFERENT	dieser Arbeitsgegenstand	Aus diesem Teil diesen Posten und den Ansatz entnehmen.
P912-E0174	P912-D0346	f13r	f13r.3	dchor	WORKSHOP_PROSE	grosse abgebildete Pflanze mit Knollenwurzel	D_ADDR+CH+OR	UNTERADRESSE → AUSWAHL_ENTNAHME → EINTRAG	bezeichneter Teil; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	Aus diesem Teil diesen Posten und den Ansatz entnehmen.
P912-E0175	P912-D1108	f13r	f13r.3	shaiin	WORKSHOP_PROSE	grosse abgebildete Pflanze mit Knollenwurzel	SH+AIIN	HALTEN → SOLLWERT	Arbeitsgegenstand halten; Sollmaß	Nach Sollmaß halten.
P912-E0176	P912-D0545	f13r	f13r.3	oeees	WORKSHOP_PROSE	grosse abgebildete Pflanze mit Knollenwurzel	O+EEE+S	LAUF → GRAD_3 → AUSWAHL	Arbeitsgang ausführen; vollständig; Arbeitsvariante auswählen	Vollständig ausführen und wählen.
P912-E0177	P912-D1341	f13r	f13r.3	ykor	WORKSHOP_PROSE	grosse abgebildete Pflanze mit Knollenwurzel	Y+K+OR	REFERENT → ZUORDNUNG → EINTRAG	dieser Arbeitsgegenstand; Material zugeben; Ansatz oder Zubereitung	Diesen Posten und den Ansatz zugeben.
P912-E0178	P912-D0226	f13r	f13r.3	chor	WORKSHOP_PROSE	grosse abgebildete Pflanze mit Knollenwurzel	CH+OR	AUSWAHL_ENTNAHME → EINTRAG	bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	Den Ansatz entnehmen.
P912-E0179	P912-D1381	f13r	f13r.3	ytshy	WORKSHOP_PROSE	grosse abgebildete Pflanze mit Knollenwurzel	Y+T+Y	REFERENT → EINSTELLUNG → REFERENT	dieser Arbeitsgegenstand; Arbeitsgang einstellen; dieser Arbeitsgegenstand	Diesen Posten einstellen.
P912-E0180	P912-D1314	f13r	f13r.3	ykchy	WORKSHOP_PROSE	grosse abgebildete Pflanze mit Knollenwurzel	Y+K+Y	REFERENT → ZUORDNUNG → REFERENT	dieser Arbeitsgegenstand; Material zugeben; dieser Arbeitsgegenstand	Diesen Posten zugeben.
P912-E0181	P912-D0431	f13r	f13r.3	kchy	WORKSHOP_PROSE	grosse abgebildete Pflanze mit Knollenwurzel	K+Y	ZUORDNUNG → REFERENT	Material zugeben; dieser Arbeitsgegenstand	Diesen Posten zugeben.
P912-E0182	P912-D0322	f13r	f13r.3	dar	WORKSHOP_PROSE	grosse abgebildete Pflanze mit Knollenwurzel	D_ADDR+AR	UNTERADRESSE → QUELLE	bezeichneter Teil; Entnahmestelle	Aus diesem Teil von der Entnahmestelle diesen Posten ausführen.
P912-E0183	P912-D0922	f13r	f13r.4	qodchy	WORKSHOP_PROSE	grosse abgebildete Pflanze mit Knollenwurzel	O+D_ADDR+Y	LAUF → UNTERADRESSE → REFERENT	Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	Aus diesem Teil von der Entnahmestelle diesen Posten ausführen.
P912-E0184	P912-D1362	f13r	f13r.4	ytchy	WORKSHOP_PROSE	grosse abgebildete Pflanze mit Knollenwurzel	Y+T+Y	REFERENT → EINSTELLUNG → REFERENT	dieser Arbeitsgegenstand; Arbeitsgang einstellen; dieser Arbeitsgegenstand	Diesen Posten einstellen.
P912-E0185	P912-D0800	f13r	f13r.4	otchor	WORKSHOP_PROSE	grosse abgebildete Pflanze mit Knollenwurzel	OT+CH+OR	NAECHSTER → AUSWAHL_ENTNAHME → EINTRAG	danach oder nächster Posten; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	Danach den Ansatz entnehmen.
P912-E0186	P912-D1180	f13r	f13r.5	shorodo	WORKSHOP_PROSE	grosse abgebildete Pflanze mit Knollenwurzel	SH+OR+O+D_ADDR+O	HALTEN → EINTRAG → LAUF → UNTERADRESSE → LAUF	Arbeitsgegenstand halten; Ansatz oder Zubereitung; Arbeitsgang ausführen; bezeichneter Teil; Arbeitsgang ausführen	Aus diesem Teil den Ansatz halten und ausführen.
P912-E0187	P912-D1187	f13r	f13r.5	shy	WORKSHOP_PROSE	grosse abgebildete Pflanze mit Knollenwurzel	Y	REFERENT	dieser Arbeitsgegenstand	Diesen Posten einstellen.
P912-E0188	P912-D1270	f13r	f13r.5	tshy	WORKSHOP_PROSE	grosse abgebildete Pflanze mit Knollenwurzel	T+Y	EINSTELLUNG → REFERENT	Arbeitsgang einstellen; dieser Arbeitsgegenstand	Diesen Posten einstellen.
P912-E0189	P912-D0429	f13r	f13r.5	kchol	WORKSHOP_PROSE	grosse abgebildete Pflanze mit Knollenwurzel	K+OL	ZUORDNUNG → FORTSETZUNG	Material zugeben; im selben Arbeitsgang fortfahren	Weiter zugeben.
P912-E0190	P912-D0382	f13r	f13r.5	dpchy	WORKSHOP_PROSE	grosse abgebildete Pflanze mit Knollenwurzel	D_ADDR+P+Y	UNTERADRESSE → EINSETZUNG → REFERENT	bezeichneter Teil; Material einsetzen; dieser Arbeitsgegenstand	Aus diesem Teil diesen Posten einsetzen.
P912-E0191	P912-D0998	f13r	f13r.5	qopchy	WORKSHOP_PROSE	grosse abgebildete Pflanze mit Knollenwurzel	O+P+Y	LAUF → EINSETZUNG → REFERENT	Arbeitsgang ausführen; Material einsetzen; dieser Arbeitsgegenstand	Diesen Posten ausführen und einsetzen.
P912-E0192	P912-D0798	f13r	f13r.5	otchol	WORKSHOP_PROSE	grosse abgebildete Pflanze mit Knollenwurzel	OT+CH+OL	NAECHSTER → AUSWAHL_ENTNAHME → FORTSETZUNG	danach oder nächster Posten; bezeichneten Anteil entnehmen; im selben Arbeitsgang fortfahren	Danach weiter entnehmen.
P912-E0193	P912-D0056	f13r	f13r.5	cfholdy	WORKSHOP_PROSE	grosse abgebildete Pflanze mit Knollenwurzel	CFH+OL+DY	TRENNUNG → FORTSETZUNG → ABSCHLUSS	trennen; im selben Arbeitsgang fortfahren; Arbeitsschritt schließen	Weiter trennen; fertig.
P912-E0194	P912-D1249	f13r	f13r.6	tchor	WORKSHOP_PROSE	grosse abgebildete Pflanze mit Knollenwurzel	T+CH+OR	EINSTELLUNG → AUSWAHL_ENTNAHME → EINTRAG	Arbeitsgang einstellen; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	Den Ansatz einstellen und entnehmen.
