occurrence_id	page	locus	token_index	ordinal	line_length	surface	token_kind	position	section	language	hand	scope_mode	context_class	placement_class	attachment_class	left_surface	right_surface	left_fused_surface	left_fused_occurrences	right_fused_surface	right_fused_occurrences	working_gloss_de	working_render_de	strongest_rival_de	reader_exact	split_normalized	all_three_present	all_present_exact	zl3b_line	it2a_line	rf1b_line
G660-T278	f42r	f42r.21	6	6	7	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	UNRESOLVED_EXPLICIT_SEED_DEFAULT	oiin	odan	oiins	0	sodan	0	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	shol chol chol shol oiin s odan	shol chol chol shol ctoiin sos odan	shol chol chol shol aiin s odan
G660-T279	f42v	f42v.4	4	4	9	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	sar	odaiil	sardy	0	dyodaiil	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	qotchy chkchy sar dy odaiil ykchy o kol dg	qotchy chkchy sar dy odaiil ykchy okol dd	qotchy chkchy s ar dy odaiil ykchy okoldg
G660-T280	f42v	f42v.5	5	5	8	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	chetan	ary	chetans	0	sary	7	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	chokeeo r chey chetan s ary okol chetaiin	chokeeor chey chetan s ary okol chetaiin	chokeeo r chey chetan s ary okol chetaiin
G660-T281	f43r	f43r.11	14	14	14	dy	P	EOS	H	B	2	CONTEXT_SCOPED	DY_EOS	NONE	EOS	cheky	<EOS>	chekydy	0	NONE	0	Qualitäts-/Wertfeld geschlossen	.	eigenständige Arzneiform statt Schlusszeichen	1	1	1	0	ytchedy ty shol toldy shody oteedy shdy otolol shd olky ytol otary cheky dy	ytchedy ty shol toldy shody otchdy shdy otolol shd olky ytol otary cheky dy	ytchedy ty shol toldy shody otchdy shdy otolol shd olky ytol otary cheky dy
G660-T282	f43r	f43r.12	13	13	14	dy	P	MEDIAL	H	B	2	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	yty	saiin	ytydy	0	dysaiin	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	0	0	1	0	dor shol qokol shedy qotedy qokeedy qokody okeedy otedy shedy oty yty dy saiin	dor shol qokol shedy qotedy qokehdy qokody okehdy otedy shedy oty yty dy saiin	dor shol qokol shedy qotedy qokeedy qokody okeedy ote y shedy oty ytydy saiin
G660-T283	f43r	f43r.7	10	10	13	dy	P	MEDIAL	H	B	2	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	dyty	pchdy	dytydy	0	dypchdy	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	0	0	1	0	pshesy otey kshdy opchdy kedar okedy chdy shoy dyty dy pchdy kedy dam	pshesy otey kshdy opchdy kedar okedy chdy shocphhy dytydy pchdy kedy dam	pshesy oteyksh y opch y ke ar okedy chdy shoy yty y pch y ke y am
G660-T284	f43v	f43v.10	8	8	11	s	P	MEDIAL	H	B	2	CONTEXT_SCOPED	S_MEDIAL	NONE	UNRESOLVED_EXPLICIT_SEED_DEFAULT	yteedy	ypchey	yteedys	0	sypchey	0	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	tarchor ar aldar chdy daldar chepy yteedy s ypchey pchedy yfor	tar chor ar aldar chdy daldar chepy yteedy ypchey pchedy yfor	tarchor ar aldar chdy aldar chepy yteedy s ypchey pche y yfor
G660-T286	f43v	f43v.13	5	5	10	dy	P	MEDIAL	H	B	2	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	chekcheey	keody	chekcheeydy	0	dykeody	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	dshedy tedy ckhedy chekcheey dy keody otedy cheetam okedar amam	dshedy tedy ckhedy chekcheey dy keody otedy cheetam okedar amam	she y tedy ckhe y chekcheey dy keody ote y cheetam oke ar amam
G660-T287	f44r	f44r.2	9	9	9	dy	P	EOS	H	A	1	CONTEXT_SCOPED	DY_EOS	NONE	EOS	dchy	<EOS>	dchydy	1	NONE	0	Qualitäts-/Wertfeld geschlossen	.	eigenständige Arzneiform statt Schlusszeichen	0	0	1	0	ydsh dyeees y ty oky okchey qykchey dchy dy	ydsh dyeees yty oky okchey qykchey dchy dy	ydsh dyeees yty oky okchey qykchey dchydy
G660-T288	f44v	f44v.6	11	11	11	dy	P	EOS	H	A	1	CONTEXT_SCOPED	DY_EOS	NONE	EOS	ytaiin	<EOS>	ytaiindy	0	NONE	0	Qualitäts-/Wertfeld geschlossen	.	eigenständige Arzneiform statt Schlusszeichen	1	1	1	0	tol dair ytaiin dol y kchain oty keey otchol ytaiin dy	tol dair ytaiin dol y kchain otykeey otchol ytaiin dy	tol dair ytaiin doly kchain otykeey otchol ytaiin dy
G660-T289	f44v	f44v.7	4	4	6	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	LEFT_BOUND	cthol	cheol	ctholdy	1	dycheol	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	oky tchaiin cthol dy cheol ololy	oko tchaiin cthol dy cheol ololy	oko tchaiin cthol dy cheol ololy
G660-T290	f45r	f45r.9	9	9	9	dy	P	EOS	H	A	1	CONTEXT_SCOPED	DY_EOS	NONE	EOS	kol	<EOS>	koldy	4	NONE	0	Qualitäts-/Wertfeld geschlossen	.	eigenständige Arzneiform statt Schlusszeichen	1	1	1	0	or or chain dain ykolody ytaiin qotchol kol dy	dor or chain dain ykolody ytaiin qotchol kol dy	dor r chain dain ykolody ytaiin qotchol kol dy
G660-T291	f45v	f45v.2	8	8	10	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	okolor	okchol	okolordy	0	dyokchol	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	1	okol chor daiin cthy okchol chom okolor dy okchol s	okol chor daiin cthy okchol chom okolor dy okchol s	okol chor daiin cthy okchol chom okolor dy okchol s
G660-T292	f45v	f45v.2	10	10	10	s	P	EOS	H	A	1	CONTEXT_SCOPED	S_EOS	NONE	LEFT_OR_SPECIES_RIVAL	okchol	<EOS>	okchols	0	NONE	0	Samen-/Saatgutposten	Samen-/Saatgutposten.	links gebundene Species-/Drogenart	1	1	1	1	okol chor daiin cthy okchol chom okolor dy okchol s	okol chor daiin cthy okchol chom okolor dy okchol s	okol chor daiin cthy okchol chom okolor dy okchol s
G660-T293	f45v	f45v.6	1	1	9	s	P	BOS	H	A	1	CONTEXT_SCOPED	S_BOS	NONE	RIGHT_SEED_HEAD	<BOS>	aiin	NONE	0	saiin	109	Samen-/Saatgutposten	Samen-/Saatgutposten:	Salzposten oder bloßer Rubrikkopf	0	0	1	0	s aiin cphor qok tod ytchdy dy dy cheg	ss aiin cphor qokey tod ytchdy dy dy cheg	rs aiin cphor qok tod ytchdy dy dy cheg
G660-T294	f45v	f45v.6	7	7	9	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	ytchdy	dy	ytchdydy	0	dydy	2	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	s aiin cphor qok tod ytchdy dy dy cheg	ss aiin cphor qokey tod ytchdy dy dy cheg	rs aiin cphor qok tod ytchdy dy dy cheg
G660-T295	f45v	f45v.6	8	8	9	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	LEFT_BOUND	dy	cheg	dydy	2	dycheg	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	s aiin cphor qok tod ytchdy dy dy cheg	ss aiin cphor qokey tod ytchdy dy dy cheg	rs aiin cphor qok tod ytchdy dy dy cheg
G660-T296	f45v	f45v.8	4	4	7	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	LEFT_BOUND	sho	pchom	shody	46	dypchom	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	yksheor odal sho dy pchom otor oaiir	ykcheor odal sho dy pchom otor oaiir	yksheor odal sho dy pchom otor oaiir
G660-T297	f46r	f46r.1	4	4	13	dy	P	MEDIAL	H	B	2	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	chety	chepchx	chetydy	0	dychepchx	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	pcheocphy qotedy chety dy chepchx yfcheky osaiin shee qoteol daiin shee dy daly	pcheocphy qotedy chety dy chepchx yfcheky osaiin shee qoteol daiin shee dy daly	pcheocphy qote y chety dy chepchx yfcheky osaiin shee qoteol daiin shee dy daly
G660-T298	f46r	f46r.1	12	12	13	dy	P	MEDIAL	H	B	2	CONTEXT_SCOPED	DY_MEDIAL	NONE	LEFT_BOUND	shee	daly	sheedy	77	dydaly	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	pcheocphy qotedy chety dy chepchx yfcheky osaiin shee qoteol daiin shee dy daly	pcheocphy qotedy chety dy chepchx yfcheky osaiin shee qoteol daiin shee dy daly	pcheocphy qote y chety dy chepchx yfcheky osaiin shee qoteol daiin shee dy daly
G660-T299	f46r	f46r.11	11	11	12	s	P	MEDIAL	H	B	2	CONTEXT_SCOPED	S_MEDIAL	NONE	UNRESOLVED_EXPLICIT_SEED_DEFAULT	opdarshdy	yfchedy	opdarshdys	0	syfchedy	0	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	pchdair shd shep daiin shdy oedy qopchdy ldy shear opdarshdy s yfchedy	pchdair shd shepdaiin shdy oifhedy qopchdy ldy shear opdarshdy sayfchedy	pchdair shd shepdaiin shdy oe y qopch y ldy shear opdarshdy s a yfchedy
G660-T300	f46r	f46r.3	9	9	13	s	P	MEDIAL	H	B	2	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	qokol	aiin	qokols	0	saiin	109	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	daiin shor ykal chey daiin she dalshedy qokol s aiin shee ykar daiin	daiin shor ykal chckhy daiin she dalshedo qokol s aiin shee ykar daiin	daiin shor y kal chey daiin she alshe y qokol s aiin shee ykar aiin
G660-T301	f46r	f46r.7	6	6	14	s	P	MEDIAL	H	B	2	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	qokchdy	ar	qokchdys	0	sar	62	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	xol shol qokaiin ytchdy qokchdy s ar chdy cthy otedy chedy qokar chcthy m	xol shol qokaiin ytchdy qokchdy s ar chdy cthy otedy chedy qokar chcthhy m	xol shol qokaiin ytch y qokch y s ar chdy cthy otedy chedy qokar chcthy m
G660-T302	f46r	f46r.8	9	9	11	s	P	MEDIAL	H	B	2	CONTEXT_SCOPED	S_MEDIAL	NONE	UNRESOLVED_EXPLICIT_SEED_DEFAULT	cthdy	cheos	cthdys	0	scheos	0	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	dsheol chy chckhy shy shdy chky chody cthdy s cheos chey	dsheol chy chckhy shy shdy chky chody cthdy s cheos chey	dsheol chy chckhy sh sh y chky chody cthdy s cheos chey
G660-T303	f46r	f46r.9	9	9	13	dy	P	MEDIAL	H	B	2	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	fchdy	karal	fchdydy	0	dykaral	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	tshdy shdy fchedy dyfchdy shol kees ytaly fchdy dy karal shky yty dardam	tshdy shdy feeedy dyfchdy shol kchs ytaly fchdy dy karal shky yty dardam	tshdy shdy fchedy dyfchdy shol kees ytaly fchdy dy karal sh y yty dar am
G660-T304	f46v	f46v.5	10	10	13	s	P	MEDIAL	H	B	2	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	okeedy	ar	okeedys	0	sar	62	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	lodaiin shedy qokedy chdy okedy dykaly daiin chedy okeedy s ar air cthy	lodaiin shedy qokedy chdy okedy dykaly daiin chedy okeedy s ar air cthy	lodaiin shedy qokedy chdy oke y dykaly aiin chedy okee y s ar air cthy
G660-T306	f47v	f47v.10	6	6	9	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	tchy	chol	tchydy	0	dychol	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	chotcho ltchey o tcho tchy dy chol chody dar	chotcho ltchey o tcho tchy dy chol chody dar	chotcho ltchey o tchotchy dy chol chody dar
G660-T308	f48v	f48v.5	7	7	10	dy	P	MEDIAL	H	B	5	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	otedy	dain	otedydy	0	dydain	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	lkeey qocthedy taiin shed qokar otedy dy dain tolkain otam	lkeey qocthedy taiin shed qokar otedy dy dain tolkain otam	lkeey qocthedy taiin shed qokar otedy dy ain tolkain otam
G660-T309	f49r	f49r.1	2	2	9	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	pychol	shor	pycholdy	0	dyshor	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	pychol dy shor shol shtchy shorpchor opchor shor kchy	poshol dy shor shol shtchy shorpchor opchor shorkchy	p chol dy shor shol shtchy shorpchor opchor shorkchy
G660-T311	f49v	f49v.15	1	1	1	s	L	ONLY	H	A	1	CONTEXT_SCOPED	S_LABEL_SIGLUM	NONE	LABEL_SIGLUM	<BOS>	<EOS>	NONE	0	NONE	0	[Beschriftungszeichen]	[Beschriftungszeichen]	Sorten- oder Formzeichen ohne Stoffbezug	1	1	1	1	s	s	s
G660-T312	f49v	f49v.26	5	5	7	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	BIDIRECTIONAL	kcho	chol	kchos	2	schol	3	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	qokeol chokeeody otol kcho s chol daiin	qokeol chokeeody otol kchos chol daiin	qokeol chokeeody otol kchos chol daiin
G660-T313	f49v	f49v.36	4	4	8	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	BIDIRECTIONAL	chol	cho	chols	4	scho	1	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	qotcho cheol chol s cho chcthey dcheol chotchody	qotcho cheol chol s cho chcthey dcheol chotchody	qotcho cheol chols cho chcthey dcheol chotchody
G660-T314	f49v	f49v.38	7	7	9	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	LEFT_BOUND	daiin	daiin	daiindy	3	dydaiin	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	chokeo sho cheor cheokchet chor daiin dy daiin qokg	chokeo sho cheor cheokchet chor d aiin dy daiin qokg	chokeo sho cheor cheokchet chor daiin dy daiin qok
G660-T315	f49v	f49v.44	7	7	9	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	chain	chetcho	chaindy	0	dychetcho	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	chokaiin cho dls chariin daiin chain dy chetcho dy	chokaiin cho dls chariin daiin chain dy chetcho dy	chokaiin cho dls chariin aiin chain dy chetcho dy
G660-T316	f49v	f49v.44	9	9	9	dy	P	EOS	H	A	1	CONTEXT_SCOPED	DY_EOS	NONE	EOS	chetcho	<EOS>	chetchody	0	NONE	0	Qualitäts-/Wertfeld geschlossen	.	eigenständige Arzneiform statt Schlusszeichen	1	1	1	0	chokaiin cho dls chariin daiin chain dy chetcho dy	chokaiin cho dls chariin daiin chain dy chetcho dy	chokaiin cho dls chariin aiin chain dy chetcho dy
G660-T318	f49v	f49v.46	8	8	8	s	P	EOS	H	A	1	CONTEXT_SCOPED	S_EOS	NONE	LEFT_OR_SPECIES_RIVAL	chctho	<EOS>	chcthos	0	NONE	0	Samen-/Saatgutposten	Samen-/Saatgutposten.	links gebundene Species-/Drogenart	1	1	1	0	oaiin cheky cho rchseesy kchor sol chctho s	oaiin cheky r cho rchseesy kchor sol chctho s	oaiin cheky cho rchseesy kchor sol chctho s
G660-T319	f4r	f4r.2	7	7	9	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	UNRESOLVED_EXPLICIT_SEED_DEFAULT	chaiin	choraiin	chaiins	0	schoraiin	0	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	dchor shol shol cthol shtchy chaiin s choraiin chom	dchor chol shol cthol shtchy chaiin s choraiin chom	dchor shol shol cthol shtchy chaiin s choraiin chom
G660-T320	f4r	f4r.5	3	3	4	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	qotchy	tydy	qotchydy	0	dytydy	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	0	0	1	0	pydaiin qotchy dy tydy	pydaiin qotchy dy tydy	pydaiin qotchy dytydy
G660-T321	f4v	f4v.12	4	4	8	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	UNRESOLVED_EXPLICIT_SEED_DEFAULT	okeol	keey	okeols	0	skeey	0	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	qokey sho okeol s keey shar char ody	qokoy sho okeol s keey shar char ody	qokey sho okeol skeey shar char ody
G660-T322	f4v	f4v.13	2	2	6	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	UNRESOLVED_EXPLICIT_SEED_DEFAULT	shody	cheor	shodys	0	scheor	0	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	shody s cheor chokody shodaiin qoty	shody s cheor chokody shodaiin qoty	shody s cheor chokody odaiin qot
G660-T323	f50r	f50r.2	6	6	12	dy	P	MEDIAL	H	B	2	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	alol	kar	aloldy	0	dykar	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	1	sor orsheckhy ockhody shos alol dy kar oky daiiin okar ar okam	sor orsheckhy ockhody shos alol dy kar oky daiiin okar ar okam	sor orsheckhy ockhody shos alol dy kar oky daiiin okar ar okam
G660-T325	f51r	f51r.14	5	5	7	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	cphodal	al	cphodals	0	sal	37	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	daiiy qodaiin kaiiidal cphodal s al dam	daiiithy qodaiin kaiiidal cphodal r al dam	daiiy qodaiin kaiiidal cphodal s al dam
G660-T326	f51r	f51r.15	4	4	7	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	ckhal	or	ckhals	0	sor	43	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	qokol cheor ckhal s or aldy otal	qokol cheor ckhal s or aldy otal	qokol cheor ckhal s or aldy ot l
G660-T327	f51v	f51v.1	7	7	7	dy	P	EOS	H	A	1	CONTEXT_SCOPED	DY_EOS	NONE	EOS	saiin	<EOS>	saiindy	0	NONE	0	Qualitäts-/Wertfeld geschlossen	.	eigenständige Arzneiform statt Schlusszeichen	0	0	1	0	poshody qokodar shodaiin qotal dscheey saiin dy	poshody qokodar seodaiin qotal dscheey saiindy	poshody qokodar shodaiin qotal dscheey saiindy
G660-T328	f51v	f51v.4	5	5	9	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	cheodar	ody	cheodars	0	sody	4	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	otaiin qodal ytol cheodar s ody oteo daiin shokog	otaiin qodal ytal cheodar sody oteo daiin shokog	otaiin qodal ytal cheodar s ody oteo daiin shokog
G660-T329	f51v	f51v.7	8	8	9	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	UNRESOLVED_EXPLICIT_SEED_DEFAULT	ycthol	olcheety	ycthols	0	solcheety	0	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	1	qotol chodaiin qokcheody cho r chod ycthol s olcheety	qotol chodaiin qokcheody cho r chod ycthol s olcheety	qotol chodaiin qokcheody cho r chod ycthol s olcheety
G660-T330	f52r	f52r.6	4	4	8	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	qodal	chokam	qodaldy	0	dychokam	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	1	daiin shedaiin qodal dy chokam otchordy okchol do	daiin shedaiin qodal dy chokam otchordy okchol do	daiin shedaiin qodal dy chokam otchordy okchol do
G660-T331	f52r	f52r.8	6	6	9	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	kom	cheey	koms	0	scheey	1	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	or cheey dor shey kom s cheey dchom daiin	orcheey dor shey kom s cheey dchom daiin	or cheey dor shey kom s cheey dch m daiin
G660-T332	f52v	f52v.10	5	5	6	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	BIDIRECTIONAL	sol	aiin	sols	3	saiin	109	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	yokeey qokody chol sol s aiin	yokeey qokody chol sols aiin	yokeey qokody chol sols aiin
G660-T333	f52v	f52v.5	5	5	6	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	cpheodar	sarg	cpheodardy	0	dysarg	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	yteey cthor cheos cpheodar dy sarg	yteey cthor cheor cpheodor dy sarg	yteey cthor cheor cpheodar dy rarg
G660-T334	f52v	f52v.8	4	4	5	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	qokeey	ol	qokeeys	0	sol	57	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	1	kodaiin cthy qokeey s ol	kodaiin cthy qokeey s ol	kodaiin cthy qokeey s ol
G660-T335	f53r	f53r.2	3	3	6	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	dain	cho	dains	0	scho	1	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	dol dain s cho she oty	dol dain schoshe oty	dol dain schoshe oty
G660-T338	f54v	f54v.1	8	8	9	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	cpheeain	al	cpheeains	0	sal	37	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	pcheodar chpal oloiin ckhey dar qokeey cpheeain s al	pcheodar chpal oloiin ckhey dar qokeey cpheeaiin sal	pcheodar chpal ol iin ckhey dar qokeey cpheeain s al
G660-T339	f54v	f54v.12	4	4	4	s	P	EOS	H	A	1	CONTEXT_SCOPED	S_EOS	NONE	LEFT_OR_SPECIES_RIVAL	cthol	<EOS>	cthols	1	NONE	0	Samen-/Saatgutposten	Samen-/Saatgutposten.	links gebundene Species-/Drogenart	1	1	1	1	tol chol cthol s	tol chol cthol s	tol chol cthol s
G660-T341	f54v	f54v.2	3	3	8	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	cphaiin	ar	cphaiins	0	sar	62	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	dcheain cphaiin s ar cheor qodaiin cthaildy ypchal	dcheaiin cphain s ar cheor qodaiin cthaildy ypchal	dcheain cphaiin s ar cheor qodaiin cthaildy ypchal
G660-T342	f54v	f54v.4	8	8	8	dy	P	EOS	H	A	1	CONTEXT_SCOPED	DY_EOS	NONE	EOS	chol	<EOS>	choldy	8	NONE	0	Qualitäts-/Wertfeld geschlossen	.	eigenständige Arzneiform statt Schlusszeichen	0	0	1	0	dar chor cheky chol okaiin chody chol dy	dar chor cheky chol okaiin chody chol dy	dar chor cheky chol okaiin chody chol y
G660-T343	f54v	f54v.5	6	6	7	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	chy	am	chys	0	sam	7	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	1	odaiin ytaiin qodaim qokar chy s am	odaiin ytaiin qodaim qokar chy s am	odaiin ytaiin qodaim qokar chy s am
G660-T344	f54v	f54v.7	4	4	6	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	qoctheol	aiin	qoctheols	0	saiin	109	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	daiin sheody qoctheol s aiin qotchy	daiin sheody qoctheol s aiin qotchy	daiin sheody qool s aiin qotchy
G660-T345	f54v	f54v.9	6	6	6	dy	P	EOS	H	A	1	CONTEXT_SCOPED	DY_EOS	NONE	EOS	okal	<EOS>	okaldy	8	NONE	0	Qualitäts-/Wertfeld geschlossen	.	eigenständige Arzneiform statt Schlusszeichen	1	1	1	1	ydaiin qockhey qodal ytam okal dy	ydaiin qockhey qodal ytam okal dy	ydaiin qockhey qodal ytam okal dy
G660-T346	f55r	f55r.11	4	4	10	dy	P	MEDIAL	H	B	2	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	keedy	qokal	keedydy	0	dyqokal	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	lor chey keedy dy qokal okam dal shdy otal otaldiin	lchor chey keedy dy qokal okad dal shdy otal otaldiin	lchor chey kee y dy qokal okaj al sh y otal otal iin
G660-T347	f55r	f55r.3	10	10	11	s	P	MEDIAL	H	B	2	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	chckhy	aiin	chckhys	0	saiin	109	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	ykaiir chol chky okar chky chdy qokar okaiin chckhy s aiin	ykaiir chol chky okar chky chdy qokar okaiin chckhy saiin	ykaiir chol chky okar chky ch y qokar okaiin chckhy s aiin
