occurrence_id	page	locus	ordinal	surface	position	reader_exact	split_normalized	all_present_exact	zl3b_line	it2a_line	rf1b_line	semantic_scope	claim_boundary
G660-T364	f58v	f58v.12	6	dy	MEDIAL	0	0	0	oreeey cheekey cheal qokey chedal dy tolair opchey poaly cfhy	oreeey cheekey cheal qokey chedal dy tolair opchey poaly cfhy	oreeey cheekey cheal qokey che al y tolair opchey poaly cfhy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T365	f58v	f58v.15	5	s	MEDIAL	1	1	0	qot oiin okal aral s air qoal talchos okal cho ytam dam	qotoiin otal aral s air qoal talchos okal cho ytam dam	qot oiin okal aral s air qoal talchos okal cho ytam am	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T366	f58v	f58v.2	7	s	MEDIAL	0	0	0	dair or aiin tair y qotalody s aiin okeody qotair ar alor orky	dair or sheaiin tair y qotalody saiin okeody qotair ar alor orky	dair ar aiin tair y qotalojy saiin okeody qotair ar alor orky	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T367	f58v	f58v.27	2	s	MEDIAL	1	1	0	qokar s aiin al y qokchedy qoekaly odaiin qokar char alaiinom	qokar s aiin al y qokchedy qoekaly odaiin qokar chos alaiin om	qokar s aiin al y qokchedy qoekaly odaiin qokar chor alaiinom	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T368	f5r	f5r.1	9	dy	EOS	1	1	0	kchody fchoy chkoy oaiin oar olsy chody dkshy dy	kshody fchoy chkoy oaiin oar olsy chody dkshy dy	kchody pchoy chkoy oaiin oar olsy chody dkshy dy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T369	f5r	f5r.4	4	s	MEDIAL	1	1	1	otain sheody chan s cheor chocthy	otain sheody chan s cheor chocthy	otain sheody chan s cheor chocthy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T370	f5r	f5r.6	9	dy	EOS	1	1	0	sho cheor chey qoeeey qoykeeey qoeor cthy shotshy dy	sho cheor chey qoeeey qoykeeey qoeor cthy shotshy dy	sho cheorchey qoeeey qoykeeey qoeor cthy shotshy dy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T371	f66r	f66r.18	1	s	ONLY	1	1	1	s	s	s	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T372	f66r	f66r.35	1	s	ONLY	0	0	0	s	r	r	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T373	f66r	f66r.52	7	dy	MEDIAL	0	0	0	ykshedy chady cthdy qokees cheeo okcho dy chekeey chedy chckhy	ykshedy chody cthdy qokees cheeo okcho dy chekeey chedy chckhy	ykshedy cho y cthdy qokees cheeo okcho y chekeey che y chckhy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T374	f66v	f66v.3	2	s	MEDIAL	1	1	0	ytos s or sheeky okechdy okeedal dar otal chody cheky	ytos s ar sheeky okechdy okchdal dar otal chody cheky	ykeos s or sheeky okech y okchdal ar otal chody cheky	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T375	f6r	f6r.4	3	s	MEDIAL	0	0	0	dar cho s sheor choy otcham yaiir chy	dar cho s sheor chocthy otcham yaiir chy	dar chos sheor choy otcham yaiir chy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T376	f6r	f6r.7	4	s	MEDIAL	1	1	1	daiin qodaiin cho s chol okaiin s	daiin qodaiin cho s chol okaiin s	daiin qodaiin cho s chol okaiin s	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T377	f6r	f6r.7	7	s	EOS	1	1	1	daiin qodaiin cho s chol okaiin s	daiin qodaiin cho s chol okaiin s	daiin qodaiin cho s chol okaiin s	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T378	f6v	f6v.1	7	s	MEDIAL	1	1	0	koary sar cheekar qoor shor chapchy s chear char otchy	koar y sar oheekar qoar shor chapchy s chear char otchy	koarysar cheekar qoar shor chapchy s chear char otchy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T379	f6v	f6v.11	6	dy	EOS	0	0	0	lor char otam ctho m dy	lor char otam cthom dy	lar char otag cthomdy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T380	f6v	f6v.13	3	s	MEDIAL	1	1	0	yodaiin cthy s chor oees or	yodaiin cthy s chor oees or	yodaiin cthy s chor oees r	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T381	f6v	f6v.15	2	s	MEDIAL	1	1	0	chockhy s or chy s ain ar	chockhy s os chy sain or	chockhy s or chy s ain ar	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T382	f6v	f6v.15	5	s	MEDIAL	0	0	0	chockhy s or chy s ain ar	chockhy s os chy sain or	chockhy s or chy s ain ar	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T383	f6v	f6v.17	5	dy	EOS	1	1	0	y chaies ckhal cthodam dy	y chaiir ckhal cthodam dy	ychaies ckhal cthodam dy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T384	f6v	f6v.4	4	s	MEDIAL	0	0	0	y shckhy ytchoy s os y jajy dchy dey okody ytody	y shckhy ytchoy sos y dady dchy dey okody ytody	yshckhy ytchoy s os y jajy dchy dey okody ytody	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T385	f6v	f6v.6	4	s	EOS	1	1	0	tchody shocthol choy s	tchody shocthol chocthey s	tchody shocthol choy s	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T386	f6v	f6v.9	5	s	EOS	1	1	1	oeeo dal chor cthom s	oeeo dal chor cthom s	oeeo dal chor cthom s	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T387	f75r	f75r.10	7	dy	MEDIAL	1	1	1	dshor qotar chdy shey qokain chckhy dy otey tedy lchedy	dshor qotar chdy shey qokain chckhy dy otey tedy lchedy	dshor qotar chdy shey qokain chckhy dy otey tedy lchedy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T388	f75r	f75r.11	5	dy	MEDIAL	1	1	0	qokeedy qokair oly qokeedy dy qokal okar shedy dor chekam	qokeedy qokain oly qokeedy dy qokal okar shedy dor chekam	qokeedy qokain oly qokeedy dy qokal okar shedy dar chekam	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T389	f75r	f75r.12	9	dy	MEDIAL	0	0	0	ssheckhy qokal oly shey r ol cheey shey dy olshedy qoky	ssheckhy qokal oly shey r ol cheey shey dy ol shedy qoky	ssheckhy qokal oly shey r ol cheey shey y ol shedy qoky	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T390	f75r	f75r.14	5	dy	MEDIAL	1	1	0	sain al keishy qokain dy olshedy qokain chckhy qokain otar aly	sain ol keeshy qokain dy olshedy qokain chckhy qokain otar aly	sair alkeeshy qokain dy olshedy qokain chckhy qokain otar aly	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T391	f75r	f75r.25	5	dy	MEDIAL	1	1	0	sain shckhy qokeedy shy dy qokeedy lchedy ram	saiin shckhy qokeedy shy dy qokeedy lchedy ram	sain shckhy qokeedy shy dy qokeedy lche y ram	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T392	f75r	f75r.27	10	dy	MEDIAL	1	1	0	pdalshor shtol qoty pshar shedy okaldy dar otar otody dy rol	pdalshor shtol qoty pshar shedy okaldy dar otar otedy dy rol	pdalshor shtol qoty pshar shedy okal y dar otar oto y dy ol	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T393	f75r	f75r.29	3	dy	MEDIAL	1	1	0	dain chkal dy lo lkaiin ol okeedyqol dain olchey qokeedy chedy qotan	dain chkal dy lolkaiin ol okeedy qol dain olchey qokeedy chedy qotan	dain chkal dy lo lkaiin ol okeedy qol ain olchey qokeedy chedy qotan	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T394	f75r	f75r.34	1	s	BOS	0	0	0	s olkedy okal dar oty okar otar ol kain oltedy	solkedy okal dar oty otar otar ol kain olkedy	s olke y okal dar oty okar otar ol kain olkedy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T395	f75r	f75r.37	2	dy	MEDIAL	1	1	0	qokedy dy sheety qokedy qokeedy qokechdy lol	qokedy dy sheety qokedy qokchdy qokechdy lol	qoke y dy sheety qoke y qokee y qokechdy lol	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T396	f75r	f75r.4	6	dy	MEDIAL	1	1	0	dackhy lkamo ykeey lshey kal dy shey ok shey qokeedy	dackhy lkamo ykeey lshey kal dy shey or shey qokeedy	dacthy lkago ykeey ley kal dy shey ok ey qokeed	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T397	f75r	f75r.41	5	dy	MEDIAL	0	0	0	sokeedy qokeedy oteedy qoky dy keedy sy	sokeedy qokeedy oteedy qoky dykeedy sy	sokee y qokee y oteedy qoky dykeedy sy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T398	f75r	f75r.44	12	dy	EOS	1	1	0	dchedy sain okedy qokedy otedy okoldy otar otam olaiin ch dar dy	dchedy sain okedy qokedy otedy okoldy otar otam olaiin chdar dy	dchedy sain oke y qoke y ote y okoldy otar otam olaiin ch dar dy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T399	f75v	f75v.11	1	s	ONLY	1	1	1	s	s	s	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T400	f75v	f75v.12	10	dy	MEDIAL	0	0	0	qokedy rshey qol chey ol chey keed sol key dy kedy qokal dar oly	qokedy rshey qol chey ol chey keed sol key dykedy qokol dar oly	qokedy shey qol che ol chey keed sol key dykedy qok l dar oly	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T401	f75v	f75v.2	1	s	ONLY	1	1	1	s	s	s	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T402	f75v	f75v.43	11	dy	MEDIAL	1	1	0	pokain okeedy or chesy solshey qokeey qotedy olkedy chey tal dy qol	pokain okeedy or chesy sol shey qokeey qotedy olkedy chey tal dy qol	pokain okeedy r chesy soley qokee qotedy olkedy cheytal dy qol	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T403	f75v	f75v.45	12	dy	EOS	1	1	1	yshey qokar olchedy qor oiin okeedy qokeed qokeey qokeey otey qoky dy	yshey qokar olchedy qor oiin okeedy qokeed qokeey qokeey otey qoky dy	yshey qokar olchedy qor oiin okeedy qokeed qokeey qokeey otey qoky dy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T404	f75v	f75v.58	1	s	BOS	0	0	0	s alchedy solkedy	solchedy solkedy	solchedy solkedy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T405	f75v	f75v.64	3	dy	MEDIAL	1	1	0	sshey qol dy qokar shey ldy	sshey qol dy qokar shey ldy	s shey qol dy qokar shey l y	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T406	f76r	f76r.12	10	s	MEDIAL	0	0	0	solshedy qool qctheed shdy qa ol keey dain saiin s ar shedy qokeor okeedy	sol shedy qool qctheed shdy qo ol keey dain saiin sar shedy qokeor okeedy	solshedy qool qctheed shdy q ol teey ain saiin s ar shedy qokeor okee	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T407	f76r	f76r.14	1	s	ONLY	1	1	1	s	s	s	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T408	f76r	f76r.26	14	dy	EOS	0	0	0	shedal shey qokey qolchedy qolain ain chey qokaiin okain cheedy lchey l oly dy	shedal shey qokey qolchedy qolain ain chey qokaiin okain cheedy lchey loly sy	shedal shey qoke qolche y qolain ain chey qotaiin okain cheedy lcheyloly dy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T409	f76r	f76r.29	9	lshcthy	MEDIAL	1	1	0	qokar shedy shedy qokar shedy qokain dar shey lshcthy okar okain y laiin y	qokar shedy shedy qokar shedy qokain dar shey lshcthy okar okain ylaiin y	qokar edy shedy qokar she y qokain d r ey lshcthy okar okain ylaiiny	EXACT_WHOLE	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T410	f76r	f76r.37	1	s	ONLY	1	1	1	s	s	s	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T411	f76r	f76r.4	1	s	ONLY	1	1	1	s	s	s	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T412	f76r	f76r.40	12	dy	MEDIAL	1	1	0	qolchey shckhy qokey lchy opchey dain shdy qokedar olchdy sor oty dy lchedy	qolchey shckhy qokey lchy opchey dain shdy qokedar olchdy sor oty dy lchedy	qolchey ckhy qokey lchy opchey dain shdy qokedar olchdy s r oty dy lche y	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T413	f76r	f76r.42	10	dy	MEDIAL	1	1	0	dain chey lsh daiin chey lchedy qolain qotal shedy dy shecthy otalam	dain chey lsh daiin chey lchedy qolain qotal shedy dy shecthy otalam	dain chey l daiin chey lchedy qolain qotal shedy dy shecthy otalam	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T414	f76v	f76v.10	10	dy	EOS	1	1	0	cphdor shedal qopchdy dshedy shedy tchedy lsheetal shecphy daiin dy	cphdor shedal qopchdy dshedy shedy tchedy lsheetal shecphy daiin dy	cphdor shedal qopchdy dshedy shedy tche y lsheetal shecfhy daiin dy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T415	f76v	f76v.5	1	s	BOS	1	1	0	s otain okain chcthedy qoteed y kedy okedy chedy otedy teyteg	s otain okain chcthedy qoteed ykedy okedy chedy otedy teyteg	s otain kain chcthedy qoteed y kedy okedy chedy ote teyteg	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T416	f77r	f77r.33	9	dy	EOS	1	1	0	daiin chedy qol keedy qoteeedy sar oiiiin cheety dy	daiin chedy qol keedy qoteeedy sar oiiiin cheety dy	daiin chedy qol kee y qoteeedy sar iiiin cheety dy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T417	f77r	f77r.41	9	s	MEDIAL	0	0	0	daiin sh qolchey qotedy qotal r ain chl s arol	daiin sh qolchey qotedy qotal rain chlr arol	aiin sh qol che qotedy qotal r ain chl s rol	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T418	f77r	f77r.42	6	s	MEDIAL	0	0	0	qokeedy qotedy qokeedy qokeedy qokeey s aiin al	qokeedy qotedy qokeedy qokeedy qokeey raiin al	qokeedy qote y qokeedy qokeedy qokeey r aiin al	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T419	f77r	f77r.44	8	dy	EOS	1	1	0	sheey qepchedy qol cheedy qokear cheey loly dy	sheey qepchedy qol cheedy qokear cheey loly dy	sheey qepchedy qol cheedy qoke r cheey loly dy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T420	f77r	f77r.45	7	s	MEDIAL	0	0	0	qokaiin ches lchear dal chr sl s ain ol raiin lod	qokaiin ches lchear dal chr sls ain ol raiin lod	qokaiin ches lchear dal chr sls ain ol r aiin lod	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T421	f77r	f77r.47	1	ysheey	BOS	1	1	0	ysheey dal saiisol sal dalo tain dary dalo	ysheey dal saiirol sal dalo tain dary dalo	ysheey al saiisol sal dalo tain ary dalo	EXACT_WHOLE	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T422	f77v	f77v.34	4	dy	MEDIAL	1	1	1	solkchedy shar ytal dy dychedy lkchey qokedy rched	solkchedy shar ytal dy dychedy lkchey qokedy rched	solkchedy shar ytal dy dychedy lkchey qokedy rched	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T423	f77v	f77v.41	4	dy	MEDIAL	1	1	0	chedy lchedy lkaiin dy qokal dar chdain ldchey ol raiin oldy	chedy lchedy lkaiin dy qokal dar chdain ldchey ol raiin oldy	chedy lchedy lkaiin dy qotal dar ch ain ldchey ol raiin oldy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T424	f78r	f78r.13	8	dy	MEDIAL	1	1	0	qokedy ol kedy qokain okedy kedy tol dy qoteedy dy	qokedy ol kedy qokain okedy kedy tol dy qoteedy dy	qokedy olke y qokain oke ke y tol y qotee y dy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T425	f78r	f78r.13	10	dy	EOS	0	0	0	qokedy ol kedy qokain okedy kedy tol dy qoteedy dy	qokedy ol kedy qokain okedy kedy tol dy qoteedy dy	qokedy olke y qokain oke ke y tol y qotee y dy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T426	f78r	f78r.3	5	dy	MEDIAL	1	1	0	tshedor shedy qopchedy qokedy dy qokol oky	tshedor shedy qopchedy qokedy dy qokol oky	ted r shedy qopchedy qoke y dy qokol oky	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T427	f78r	f78r.32	9	dy	EOS	1	1	0	qokedy ckhdy qokain chedy dalky lkain ykeedy okaly dy	qokedy ckhdy qokain chedy dalky lkain ykeedy okaly dy	qokedy ckh y qokain chedy dalky lkain ykeedy okaly dy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T428	f78r	f78r.37	3	s	MEDIAL	1	1	0	osal ol s aiin shee aiin oly	osal ol s aiin shes aiin oly	osal ol s aiin shes aiin oly	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T429	f78r	f78r.41	5	dy	EOS	0	0	0	ykain chdar chedy qokain dy	ykain chdar chedy qokain dy	y kain chdar che y qokeiin y	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T430	f78r	f78r.7	8	s	MEDIAL	1	1	0	qokal otedy qokedy qokedy dal qokedy qokedy s am	qokal otedy qokedy qokedy dal qokedy qokedy s kam	qokol ote y qokedy qokedy dal qoke y qoke y s am	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T431	f78r	f78r.9	8	dy	EOS	0	0	0	schedy keedy qokedy chckhd qokain chedy qotedy dy	schedy keedy qokedy chckhd qokain chedy qotedy dy	sche y kee y qoke y chckh qokain chedy qotedy y	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T432	f78v	f78v.10	7	dy	MEDIAL	0	0	0	dshedy qokedy or shedy pchedy qoke dy okedy opchedy	dshedy qokedy or shedy pchedy qokchdy okedy opchedy	dshedy qokedy or shedy pchedy qokeee y okedy opchedy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T433	f78v	f78v.17	10	dy	EOS	0	0	0	qol sheedy qol lcheol lchdy dchdy da qar olkal dy	qol sheedy qol lcheol lchdy dchdy da qor ol kal dy	qol sheedy qol lcheol lch y dchdy a qor ol kal y	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T434	f78v	f78v.23	9	dy	EOS	0	0	0	qol chedy okeshy qoteedy okeedy ol shedy qokedy dy	qol chedy okeshy qoteedy okeedy olshedy qokedydy	qol chedy okeshy qoteedy keedy ol shedy qokedydy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T435	f78v	f78v.29	7	s	MEDIAL	1	1	0	lchedy otchey qol chedy lr al s aiiin ol shedy ary	lchedy otchey qol chedy lr al s aiiin ol shedy ary	lchedy tchey qol che y lr al s aiiin ol e y ary	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T436	f78v	f78v.32	4	dy	MEDIAL	1	1	1	lol cheor sheol dy qokar otalor	lol cheor sheol dy qokar otalor	lol cheor sheol dy qokar otalor	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T437	f79r	f79r.30	4	ysheey	MEDIAL	0	1	0	y shedy qotal ysheey olor	yshedy qotal ysheey olor	yshedy qotal y sheey olor	EXACT_WHOLE	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T438	f79v	f79v.15	6	dy	MEDIAL	1	1	1	yteedy qokeedy qokain olkeey cheokain dy teey qokain	yteedy qokeedy qokain olkeey cheokain dy teey qokain	yteedy qokeedy qokain olkeey cheokain dy teey qokain	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T439	f79v	f79v.36	1	ysheey	BOS	1	1	0	ysheey ol shey oltshsey sheepshey	ysheey ol shey oltshsey sheepshey	ysheey ol shey oltsey eepey	EXACT_WHOLE	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T440	f7r	f7r.10	1	s	BOS	0	0	0	s chain chor daiin chckhy	schain chor daiin chckhy	s chain chor daiin chckhy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T441	f7v	f7v.1	6	dy	MEDIAL	1	1	0	polyshy shey tchody qopchy otshol dy daiin tshodody	polyshy shey tchody qopchy otshol dy daiin tshodody	pol shy shey tchody qopchy otshol dy daiin tshodody	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T442	f7v	f7v.3	12	dy	EOS	0	0	0	qokchy dykchy chkeey kshy ky ty dor cheey o l cheol dy	qokchy dykchy chkeey kshy ky ty dor cheey ol cheol dy	qokchy dykchy chkeey kshy ky ty dor cheey ol cheoldy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T443	f7v	f7v.6	1	kchor	BOS	1	1	0	kchor sheod sheodaiin sho daiin oksho lshol dair qos	kchor sheod sheodaiin shodaiin oksholshol dais qos	kchor sheod sheodaiin shodaiin oksholshol dair qos	EXACT_WHOLE	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T444	f7v	f7v.9	7	dy	MEDIAL	1	1	0	sho keeo daiir chokchy dor deol dy dol daiin	sho keeo daiir chokchy dor deol dy dol daiin	sho keeo daiir chokchy dor deol dy oldaiin	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T445	f80r	f80r.14	8	dy	MEDIAL	1	1	1	solkain shl lky chcthy qokain qotchy qotal dy chckhy lchey qotar otal	solkain shl lky chcthy qokain qotchy qotal dy chckhy lchey qotar otal	solkain shl lky chcthy qokain qotchy qotal dy chckhy lchey qotar otal	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T446	f80r	f80r.42	2	cheeytal	MEDIAL	0	0	0	y cheeytal checthy qokain qokain checthy qokain ol	ycheeytal checthy qokain qokain checthy qokain ol	y cheeytal checthy qokain qokain checthy qokain ol	EXACT_WHOLE	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T447	f80r	f80r.46	7	s	EOS	1	1	0	qokain cheey olkain shedy qokain orol s	qokain cheey olkain shedy qokain orol s	qokain cheey olkain she y qokeiin orol s	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T448	f80r	f80r.51	3	s	MEDIAL	1	1	0	talkl ol s al cheoly daiin otaly otain chey lkain olom	talkl ol s al cheoly daiin otaly otain chey lkain olom	talkl ol s l cheoly daiin otaly otain chey lkain olom	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T449	f80v	f80v.15	4	s	MEDIAL	0	0	0	qotaiin chty lchedy s aly tol chey qoteedy otal dain ol dal	qotaiin chty lchedy saly tol chey qoteedy otal dain ol dal	qotaiin chty lchedy s aly tol chey qoteedy otal dain ol al	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T450	f80v	f80v.16	4	dy	MEDIAL	1	1	0	cheol key qotar dy qotal dy keedy qokain oty loldy tal	cheol key qotar dy qotal dy keedy qokain oty loldy tal	cheol key qotar dy qotal dy kee y qokain oty loldy tal	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T451	f80v	f80v.16	6	dy	MEDIAL	1	1	0	cheol key qotar dy qotal dy keedy qokain oty loldy tal	cheol key qotar dy qotal dy keedy qokain oty loldy tal	cheol key qotar dy qotal dy kee y qokain oty loldy tal	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T452	f80v	f80v.17	6	dy	MEDIAL	0	0	0	solcheol qokaiin shecthy qokal cheol dy qotlolkal chedyr	solcheol qokaiin shecthy qokal cheoldy qotlolkal chedyr	solcheol qokaiin shecthy qokal cheoldy qotlolkal chedyr	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T453	f80v	f80v.32	1	s	BOS	0	0	0	s olkain shol kair or arolkeedy olky qolkain shedy	solkain shol kair or arol keedy olky qolkain shedy	solkain shol kair or arolkeedy olky qolkain she y	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T454	f80v	f80v.43	8	dy	EOS	1	1	0	sor ain shkain shar okshey dalar shokal dy	sor ain shkain shar okshey dalar shokal dy	sor ain shkain shar ok ey dal ar shokal dy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T455	f80v	f80v.8	9	dy	EOS	0	0	0	olteedy qokaiin shedy qokain sheol qokchdy qokchdy qoty dy	olteedy qokaiin shedy qokain sheol qokchdy qokchdy qoty dy	olteedy qokaiin she y qokain sheol qokchdy qokchdy qotydy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T456	f81r	f81r.17	7	ochedar	EOS	1	1	0	y checthy okeedy shey qokedy ol ochedar	ychecthy okeedy shey qokedy ol ochedar	y checthy okeedy shey qokedy ol ochedar	EXACT_WHOLE	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T457	f81r	f81r.25	8	dy	EOS	1	1	0	sar shedy qol otain okair okal chedy dy	sar shedy qol otain okais okal chedy dy	s r shedy qol otain okair okal chedy dy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
