unified_serial	section	page	unit_id	local_statement_or_locus	local_event_id	surface_display_only	reader_layer	portable_or_local_value_de	silent_owner_or_namespace	complete_local_instruction_de	section_role	handoff_status	exact_source_binding
56	HERBAL	f55v	H4	H4-S001	E056	qokaiin	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze an · Maß	abgebildete breitblättrige rispige Pflanze	Bildbesitzer: abgebildete breitblättrige rispige Pflanze. Folge: setze nach Maß an → dosiert zugeben → zugeben. Angaben: Maß | Gang; Schritt schließen.	WHAT_MATERIAL_AND_PREPARATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
57	HERBAL	f55v	H4	H4-S001	E057	chaiin	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	Maß	abgebildete breitblättrige rispige Pflanze	Bildbesitzer: abgebildete breitblättrige rispige Pflanze. Folge: setze nach Maß an → dosiert zugeben → zugeben. Angaben: Maß | Gang; Schritt schließen.	WHAT_MATERIAL_AND_PREPARATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
58	HERBAL	f55v	H4	H4-S001	E058	ykain	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	dies · gib zu · Teil	abgebildete breitblättrige rispige Pflanze	Bildbesitzer: abgebildete breitblättrige rispige Pflanze. Folge: setze nach Maß an → dosiert zugeben → zugeben. Angaben: Maß | Gang; Schritt schließen.	WHAT_MATERIAL_AND_PREPARATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
59	HERBAL	f55v	H4	H4-S001	E059	ykan	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	dies · gib zu · Teil	abgebildete breitblättrige rispige Pflanze	Bildbesitzer: abgebildete breitblättrige rispige Pflanze. Folge: setze nach Maß an → dosiert zugeben → zugeben. Angaben: Maß | Gang; Schritt schließen.	WHAT_MATERIAL_AND_PREPARATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
60	HERBAL	f55v	H4	H4-S001	E060	ody	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	Gang · schließe	abgebildete breitblättrige rispige Pflanze	Bildbesitzer: abgebildete breitblättrige rispige Pflanze. Folge: setze nach Maß an → dosiert zugeben → zugeben. Angaben: Maß | Gang; Schritt schließen.	WHAT_MATERIAL_AND_PREPARATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
61	HERBAL	f55v	H4	H4-S002	E061	daiin	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	Maß	abgebildete breitblättrige rispige Pflanze	Bildbesitzer: abgebildete breitblättrige rispige Pflanze. Folge: abmessen und umsetzen → verwahren. Angaben: Maß.	WHAT_MATERIAL_AND_PREPARATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
62	HERBAL	f55v	H4	H4-S002	E062	chedy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze um · dies	abgebildete breitblättrige rispige Pflanze	Bildbesitzer: abgebildete breitblättrige rispige Pflanze. Folge: abmessen und umsetzen → verwahren. Angaben: Maß.	WHAT_MATERIAL_AND_PREPARATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
63	HERBAL	f55v	H4	H4-S002	E063	talam	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	verwahre	abgebildete breitblättrige rispige Pflanze	Bildbesitzer: abgebildete breitblättrige rispige Pflanze. Folge: abmessen und umsetzen → verwahren. Angaben: Maß.	WHAT_MATERIAL_AND_PREPARATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
64	HERBAL	f55v	H4	H4-S003	E064	ykaiin	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	dies · gib zu · Maß	abgebildete breitblättrige rispige Pflanze	Bildbesitzer: abgebildete breitblättrige rispige Pflanze. Folge: dosiert zugeben → entnehmen → temperieren. Angaben: fort; Schritt schließen.	WHAT_MATERIAL_AND_PREPARATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
65	HERBAL	f55v	H4	H4-S003	E065	cheoar	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	ziehe ab · kurz · Gang · davon	abgebildete breitblättrige rispige Pflanze	Bildbesitzer: abgebildete breitblättrige rispige Pflanze. Folge: dosiert zugeben → entnehmen → temperieren. Angaben: fort; Schritt schließen.	WHAT_MATERIAL_AND_PREPARATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
66	HERBAL	f55v	H4	H4-S003	E066	cheeky	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	wärme · länger · dies	abgebildete breitblättrige rispige Pflanze	Bildbesitzer: abgebildete breitblättrige rispige Pflanze. Folge: dosiert zugeben → entnehmen → temperieren. Angaben: fort; Schritt schließen.	WHAT_MATERIAL_AND_PREPARATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
67	HERBAL	f55v	H4	H4-S003	E067	oldy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	fort · schließe	abgebildete breitblättrige rispige Pflanze	Bildbesitzer: abgebildete breitblättrige rispige Pflanze. Folge: dosiert zugeben → entnehmen → temperieren. Angaben: fort; Schritt schließen.	WHAT_MATERIAL_AND_PREPARATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
68	HERBAL	f55v	H4	H4-S004	E068	aiin	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	Maß	abgebildete breitblättrige rispige Pflanze	Bildbesitzer: abgebildete breitblättrige rispige Pflanze. Folge: anlegen → eintragen. Angaben: Maß | Ansatz | dies | Ansatz · Portion.	WHAT_MATERIAL_AND_PREPARATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
69	HERBAL	f55v	H4	H4-S004	E069	okal	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze an · dorthin	abgebildete breitblättrige rispige Pflanze	Bildbesitzer: abgebildete breitblättrige rispige Pflanze. Folge: anlegen → eintragen. Angaben: Maß | Ansatz | dies | Ansatz · Portion.	WHAT_MATERIAL_AND_PREPARATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
70	HERBAL	f55v	H4	H4-S004	E070	oltchy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	fort · trage ein · dies	abgebildete breitblättrige rispige Pflanze	Bildbesitzer: abgebildete breitblättrige rispige Pflanze. Folge: anlegen → eintragen. Angaben: Maß | Ansatz | dies | Ansatz · Portion.	WHAT_MATERIAL_AND_PREPARATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
71	HERBAL	f55v	H4	H4-S004	E071	or	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	Ansatz	abgebildete breitblättrige rispige Pflanze	Bildbesitzer: abgebildete breitblättrige rispige Pflanze. Folge: anlegen → eintragen. Angaben: Maß | Ansatz | dies | Ansatz · Portion.	WHAT_MATERIAL_AND_PREPARATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
72	HERBAL	f55v	H4	H4-S004	E072	y	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	dies	abgebildete breitblättrige rispige Pflanze	Bildbesitzer: abgebildete breitblättrige rispige Pflanze. Folge: anlegen → eintragen. Angaben: Maß | Ansatz | dies | Ansatz · Portion.	WHAT_MATERIAL_AND_PREPARATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
73	HERBAL	f55v	H4	H4-S004	E073	orain	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	Ansatz · Teil	abgebildete breitblättrige rispige Pflanze	Bildbesitzer: abgebildete breitblättrige rispige Pflanze. Folge: anlegen → eintragen. Angaben: Maß | Ansatz | dies | Ansatz · Portion.	WHAT_MATERIAL_AND_PREPARATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
74	HERBAL	f56r	H5	H5-S001	E074	chochor	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	Gabe · ziehe ab · Ansatz	abgebildete mehrköpfige stachelige Pflanze	Bildbesitzer: abgebildete mehrköpfige stachelige Pflanze. Folge: abziehen → zuführen → abziehen → gib dies in den Ansatz. Angaben: Gabe | Gabe · Ziel · dies | Maß | Gabe | Ziel.	WHAT_MATERIAL_AND_PREPARATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
75	HERBAL	f56r	H5	H5-S001	E075	cho	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	Gabe	abgebildete mehrköpfige stachelige Pflanze	Bildbesitzer: abgebildete mehrköpfige stachelige Pflanze. Folge: abziehen → zuführen → abziehen → gib dies in den Ansatz. Angaben: Gabe | Gabe · Ziel · dies | Maß | Gabe | Ziel.	WHAT_MATERIAL_AND_PREPARATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
76	HERBAL	f56r	H5	H5-S001	E076	chodaly	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	Gabe · dorthin · dies	abgebildete mehrköpfige stachelige Pflanze	Bildbesitzer: abgebildete mehrköpfige stachelige Pflanze. Folge: abziehen → zuführen → abziehen → gib dies in den Ansatz. Angaben: Gabe | Gabe · Ziel · dies | Maß | Gabe | Ziel.	WHAT_MATERIAL_AND_PREPARATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
77	HERBAL	f56r	H5	H5-S001	E077	daiin	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	Maß	abgebildete mehrköpfige stachelige Pflanze	Bildbesitzer: abgebildete mehrköpfige stachelige Pflanze. Folge: abziehen → zuführen → abziehen → gib dies in den Ansatz. Angaben: Gabe | Gabe · Ziel · dies | Maß | Gabe | Ziel.	WHAT_MATERIAL_AND_PREPARATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
78	HERBAL	f56r	H5	H5-S001	E078	sho	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	Gabe	abgebildete mehrköpfige stachelige Pflanze	Bildbesitzer: abgebildete mehrköpfige stachelige Pflanze. Folge: abziehen → zuführen → abziehen → gib dies in den Ansatz. Angaben: Gabe | Gabe · Ziel · dies | Maß | Gabe | Ziel.	WHAT_MATERIAL_AND_PREPARATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
79	HERBAL	f56r	H5	H5-S001	E079	kchol	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	gib zu · fort	abgebildete mehrköpfige stachelige Pflanze	Bildbesitzer: abgebildete mehrköpfige stachelige Pflanze. Folge: abziehen → zuführen → abziehen → gib dies in den Ansatz. Angaben: Gabe | Gabe · Ziel · dies | Maß | Gabe | Ziel.	WHAT_MATERIAL_AND_PREPARATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
80	HERBAL	f56r	H5	H5-S001	E080	otchor	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	danach · ziehe ab · Ansatz	abgebildete mehrköpfige stachelige Pflanze	Bildbesitzer: abgebildete mehrköpfige stachelige Pflanze. Folge: abziehen → zuführen → abziehen → gib dies in den Ansatz. Angaben: Gabe | Gabe · Ziel · dies | Maß | Gabe | Ziel.	WHAT_MATERIAL_AND_PREPARATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
81	HERBAL	f56r	H5	H5-S001	E081	choky	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze an · dies	abgebildete mehrköpfige stachelige Pflanze	Bildbesitzer: abgebildete mehrköpfige stachelige Pflanze. Folge: abziehen → zuführen → abziehen → gib dies in den Ansatz. Angaben: Gabe | Gabe · Ziel · dies | Maß | Gabe | Ziel.	WHAT_MATERIAL_AND_PREPARATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
82	HERBAL	f56r	H5	H5-S001	E082	dal	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	dorthin	abgebildete mehrköpfige stachelige Pflanze	Bildbesitzer: abgebildete mehrköpfige stachelige Pflanze. Folge: abziehen → zuführen → abziehen → gib dies in den Ansatz. Angaben: Gabe | Gabe · Ziel · dies | Maß | Gabe | Ziel.	WHAT_MATERIAL_AND_PREPARATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
83	HERBAL	f56r	H5	H5-S002	E083	schol	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	fort	abgebildete mehrköpfige stachelige Pflanze	Bildbesitzer: abgebildete mehrköpfige stachelige Pflanze. Folge: anlegen → ablaufen lassen. Angaben: fort | Gabe · dies.	WHAT_MATERIAL_AND_PREPARATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
84	HERBAL	f56r	H5	H5-S002	E084	choy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	Gabe · dies	abgebildete mehrköpfige stachelige Pflanze	Bildbesitzer: abgebildete mehrköpfige stachelige Pflanze. Folge: anlegen → ablaufen lassen. Angaben: fort | Gabe · dies.	WHAT_MATERIAL_AND_PREPARATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
85	HERBAL	f56r	H5	H5-S002	E085	choky	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze an · dies	abgebildete mehrköpfige stachelige Pflanze	Bildbesitzer: abgebildete mehrköpfige stachelige Pflanze. Folge: anlegen → ablaufen lassen. Angaben: fort | Gabe · dies.	WHAT_MATERIAL_AND_PREPARATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
86	HERBAL	f56r	H5	H5-S002	E086	cheeckhody	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	ziehe ab · länger · Durchlass · Gang · schließe	abgebildete mehrköpfige stachelige Pflanze	Bildbesitzer: abgebildete mehrköpfige stachelige Pflanze. Folge: anlegen → ablaufen lassen. Angaben: fort | Gabe · dies.	WHAT_MATERIAL_AND_PREPARATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
87	HERBAL	f56r	H5	H5-S003	E087	sh	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	halte	abgebildete mehrköpfige stachelige Pflanze	Bildbesitzer: abgebildete mehrköpfige stachelige Pflanze. Folge: ziehen lassen → zugeben → einsetzen + einsetzen. Angaben: Gabe.	WHAT_MATERIAL_AND_PREPARATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
88	HERBAL	f56r	H5	H5-S003	E088	cho	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	Gabe	abgebildete mehrköpfige stachelige Pflanze	Bildbesitzer: abgebildete mehrköpfige stachelige Pflanze. Folge: ziehen lassen → zugeben → einsetzen + einsetzen. Angaben: Gabe.	WHAT_MATERIAL_AND_PREPARATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
89	HERBAL	f56r	H5	H5-S003	E089	kchey	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	gib zu · kurz · dies	abgebildete mehrköpfige stachelige Pflanze	Bildbesitzer: abgebildete mehrköpfige stachelige Pflanze. Folge: ziehen lassen → zugeben → einsetzen + einsetzen. Angaben: Gabe.	WHAT_MATERIAL_AND_PREPARATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
90	HERBAL	f56r	H5	H5-S003	E090	qokokchy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze an · setze an · dies	abgebildete mehrköpfige stachelige Pflanze	Bildbesitzer: abgebildete mehrköpfige stachelige Pflanze. Folge: ziehen lassen → zugeben → einsetzen + einsetzen. Angaben: Gabe.	WHAT_MATERIAL_AND_PREPARATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
91	HERBAL	f56r	H5	H5-S004	E091	okchy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze an · dies	abgebildete mehrköpfige stachelige Pflanze	Bildbesitzer: abgebildete mehrköpfige stachelige Pflanze. Folge: gib dies in den Ansatz → ansetzen + abziehen → zuführen.	WHAT_MATERIAL_AND_PREPARATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
92	HERBAL	f56r	H5	H5-S004	E092	chokcheo	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze an · ziehe ab · kurz · Gang	abgebildete mehrköpfige stachelige Pflanze	Bildbesitzer: abgebildete mehrköpfige stachelige Pflanze. Folge: gib dies in den Ansatz → ansetzen + abziehen → zuführen.	WHAT_MATERIAL_AND_PREPARATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
93	HERBAL	f56r	H5	H5-S004	E093	kchal	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	gib zu · dorthin	abgebildete mehrköpfige stachelige Pflanze	Bildbesitzer: abgebildete mehrköpfige stachelige Pflanze. Folge: gib dies in den Ansatz → ansetzen + abziehen → zuführen.	WHAT_MATERIAL_AND_PREPARATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
94	HERBAL	f56r	H5	H5-S005	E094	sho	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	Gabe	abgebildete mehrköpfige stachelige Pflanze	Bildbesitzer: abgebildete mehrköpfige stachelige Pflanze. Folge: ansetzen → zugeben. Angaben: Gabe | danach · Gang · Portion.	WHAT_MATERIAL_AND_PREPARATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
95	HERBAL	f56r	H5	H5-S005	E095	chokchy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze an · dies	abgebildete mehrköpfige stachelige Pflanze	Bildbesitzer: abgebildete mehrköpfige stachelige Pflanze. Folge: ansetzen → zugeben. Angaben: Gabe | danach · Gang · Portion.	WHAT_MATERIAL_AND_PREPARATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
96	HERBAL	f56r	H5	H5-S005	E096	kchoar	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	gib zu · Gabe · davon	abgebildete mehrköpfige stachelige Pflanze	Bildbesitzer: abgebildete mehrköpfige stachelige Pflanze. Folge: ansetzen → zugeben. Angaben: Gabe | danach · Gang · Portion.	WHAT_MATERIAL_AND_PREPARATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
97	HERBAL	f56r	H5	H5-S005	E097	sotodan	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	danach · Gang · Teil	abgebildete mehrköpfige stachelige Pflanze	Bildbesitzer: abgebildete mehrköpfige stachelige Pflanze. Folge: ansetzen → zugeben. Angaben: Gabe | danach · Gang · Portion.	WHAT_MATERIAL_AND_PREPARATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
98	HERBAL	f56r	H5	H5-S006	E098	otchey	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	danach · dies	abgebildete mehrköpfige stachelige Pflanze	Bildbesitzer: abgebildete mehrköpfige stachelige Pflanze. Folge: zugeben. Angaben: danach · dies | Maß.	WHAT_MATERIAL_AND_PREPARATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
99	HERBAL	f56r	H5	H5-S006	E099	keol	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	gib zu · kurz · fort	abgebildete mehrköpfige stachelige Pflanze	Bildbesitzer: abgebildete mehrköpfige stachelige Pflanze. Folge: zugeben. Angaben: danach · dies | Maß.	WHAT_MATERIAL_AND_PREPARATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
100	HERBAL	f56r	H5	H5-S006	E100	daiin	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	Maß	abgebildete mehrköpfige stachelige Pflanze	Bildbesitzer: abgebildete mehrköpfige stachelige Pflanze. Folge: zugeben. Angaben: danach · dies | Maß.	WHAT_MATERIAL_AND_PREPARATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
101	BIOLOGICAL	f81v	B1	B1-S001	E101	qokedy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze an · kurz · schließe	gemeinsame zweireihige Figuren-/Beckenstation	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: einwirken lassen.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
102	BIOLOGICAL	f81v	B1	B1-S002	E102	okaiin	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze an · Maß	gemeinsame zweireihige Figuren-/Beckenstation	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
103	BIOLOGICAL	f81v	B1	B1-S002	E103	kair	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	gib zu · Lauf	gemeinsame zweireihige Figuren-/Beckenstation	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
104	BIOLOGICAL	f81v	B1	B1-S002	E104	okal	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze an · dorthin	gemeinsame zweireihige Figuren-/Beckenstation	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
105	BIOLOGICAL	f81v	B1	B1-S002	E105	sar	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	davon	gemeinsame zweireihige Figuren-/Beckenstation	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
106	BIOLOGICAL	f81v	B1	B1-S002	E106	ol	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	fort	gemeinsame zweireihige Figuren-/Beckenstation	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
107	BIOLOGICAL	f81v	B1	B1-S002	E107	kain	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	gib zu · Teil	gemeinsame zweireihige Figuren-/Beckenstation	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
108	BIOLOGICAL	f81v	B1	B1-S002	E108	olkain	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	fort · gib zu · Teil	gemeinsame zweireihige Figuren-/Beckenstation	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
109	BIOLOGICAL	f81v	B1	B1-S002	E109	al	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	dorthin	gemeinsame zweireihige Figuren-/Beckenstation	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
110	BIOLOGICAL	f81v	B1	B1-S002	E110	ol	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	fort	gemeinsame zweireihige Figuren-/Beckenstation	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
