paragraph_id	paragraph_ordinal	page	physical_folio	paragraph_ordinal_on_page	start_locus	end_locus	start_line_number	end_line_number	section	language	hand	source_line_count	source_token_count	common_masked_line_count	common_masked_loci	surviving_line_count	surviving_loci	basis_retained_token_count	basis_nonempty_retained_lines	post_mask_length_bin	basis_eligible_12_tokens_2_lines	exact_feature_token_count	exact_feature_type_count	exact_feature_counts	ed1_feature_token_count	ed1_feature_type_count	ed1_feature_counts	raw_target_memberships	stable_target_memberships	lcs_audit_target_memberships	raw_target_membership_count	stable_target_membership_count	lcs_audit_target_membership_count	semantic_credit
G807-P0027	27	f8r	f8r	3	f8r.14	f8r.21	14	21	H	A	1	8	62	0	NONE	8	f8r.14|f8r.15|f8r.16|f8r.17|f8r.18|f8r.19|f8r.20|f8r.21	62	8	5	1	60	51	aiin=1|cfhaiin=1|cha=1|chaiin=2|char=1|cheain=1|chean=1|chey=2|chl=1|cho=1|chofydy=1|chol=2|cholal=1|chor=1|chsey=1|chy=1|ckhol=1|ckhy=1|cphol=1|cthaiar=1|cthy=1|dai=1|daiiiry=1|daiin=2|dar=2|dchey=1|dchy=1|dol=1|ey=1|kaiin=2|kal=1|kam=1|kc=1|kchekchy=1|kchy=1|kesey=1|kshey=1|lody=1|o=2|okar=1|or=1|qokar=1|rchealcham=1|sair=1|scheaiin=1|schol=1|shey=1|sho=1|shol=3|y=1|ychey=1	52	45	aiin=1|cfhaiin=1|cha=1|chaiin=2|char=1|cheain=1|chean=1|chey=2|chl=1|cho=1|chofydy=1|cholal=1|chor=1|chsey=1|chy=1|ckhol=1|ckhy=1|cphol=1|cthaiar=1|cthy=1|dai=1|daiiiry=1|daiin=2|dar=2|dchey=1|dchy=1|ey=1|kaiin=2|kam=1|kc=1|kchekchy=1|kchy=1|kesey=1|kshey=1|lody=1|qokar=1|rchealcham=1|sair=1|scheaiin=1|schol=1|shey=1|sho=1|shol=3|y=1|ychey=1	NONE	NONE	NONE	0	0	0	0
G807-P0028	28	f8v	f8v	1	f8v.1	f8v.11	1	11	H	A	1	11	73	0	NONE	11	f8v.1|f8v.2|f8v.3|f8v.4|f8v.5|f8v.6|f8v.7|f8v.8|f8v.9|f8v.10|f8v.11	73	11	6	1	73	58	ar=1|chaiin=2|chary=1|cheal=1|chean=1|chear=1|chey=1|chokchy=1|chol=7|chor=1|chory=1|chotain=1|chykchy=1|cpharom=1|cthaiin=1|cthan=1|cthar=2|cthol=1|cthor=1|daiin=2|dain=2|dar=3|dol=1|dolas=1|dshol=1|etaiin=1|kaiin=1|kchey=1|kchol=1|od=1|oeesody=1|okcholksh=1|opcheaiin=1|opydaiin=1|orchl=1|otaiin=1|otchar=1|otol=1|pchy=1|qody=1|ry=1|saiin=1|sar=1|scharchy=1|shaiin=1|shcthal=1|sheaiin=1|shealy=1|shey=1|sho=1|shol=4|shor=1|sol=1|soo=1|sorain=1|sy=1|y=1|ytchy=1	61	52	ar=1|chaiin=2|chary=1|chean=1|chear=1|chey=1|chokchy=1|chor=1|chory=1|chotain=1|chykchy=1|cpharom=1|cthaiin=1|cthan=1|cthar=2|cthol=1|cthor=1|daiin=2|dain=2|dar=3|dolas=1|dshol=1|etaiin=1|kaiin=1|kchey=1|kchol=1|oeesody=1|okcholksh=1|opcheaiin=1|opydaiin=1|orchl=1|otaiin=1|otchar=1|pchy=1|qody=1|ry=1|saiin=1|sar=1|scharchy=1|shaiin=1|shcthal=1|sheaiin=1|shealy=1|shey=1|sho=1|shol=4|shor=1|soo=1|sorain=1|sy=1|y=1|ytchy=1	NONE	NONE	NONE	0	0	0	0
G807-P0029	29	f8v	f8v	2	f8v.12	f8v.17	12	17	H	A	1	6	45	0	NONE	6	f8v.12|f8v.13|f8v.14|f8v.15|f8v.16|f8v.17	45	6	5	1	44	38	chan=1|char=2|chchotaiin=1|cheain=1|chear=2|cheeky=1|cheor=1|cho=2|chodey=1|chokain=1|chol=1|chor=3|chy=1|ckham=1|cthey=1|daiin=2|dain=1|dal=1|dchor=1|kchor=1|keoky=1|kol=1|lokaiin=1|okol=1|oky=1|or=1|otchar=1|oteey=1|otorchy=1|pchar=1|raiin=1|rol=1|ry=1|satar=1|shear=1|shol=1|shor=1|tchy=1	38	32	chan=1|char=2|chchotaiin=1|cheain=1|chear=2|cheeky=1|cho=2|chodey=1|chokain=1|chor=3|chy=1|ckham=1|cthey=1|daiin=2|dain=1|dal=1|dchor=1|kchor=1|keoky=1|lokaiin=1|oky=1|otchar=1|oteey=1|otorchy=1|pchar=1|raiin=1|ry=1|satar=1|shear=1|shol=1|shor=1|tchy=1	NONE	NONE	NONE	0	0	0	0
G807-P0030	30	f9r	f9r	1	f9r.1	f9r.5	1	5	H	A	1	5	48	0	NONE	5	f9r.1|f9r.2|f9r.3|f9r.4|f9r.5	48	5	5	1	48	44	chaiin=1|chcthod=1|chey=1|chokcho=1|chokoiin=1|chol=1|choly=1|chor=1|cphy=1|ctho=1|cthor=1|cthy=3|d=1|daiin=1|dayty=1|dor=1|dsholdy=1|dy=2|odaiin=1|okchody=1|okoiin=1|okor=1|or=1|orchey=1|ot=1|otaiin=1|otar=1|otchol=1|oykeey=1|qotod=1|ram=1|s=1|sary=1|shaiin=1|shol=1|shor=2|shy=1|sor=1|toeoky=1|toiin=1|tydlo=1|yshy=1|ytaiin=1|ytol=1	44	40	chaiin=1|chcthod=1|chey=1|chokcho=1|chokoiin=1|choly=1|chor=1|cphy=1|ctho=1|cthor=1|cthy=3|d=1|daiin=1|dayty=1|dor=1|dsholdy=1|dy=2|odaiin=1|okchody=1|okoiin=1|okor=1|orchey=1|otaiin=1|otchol=1|oykeey=1|qotod=1|ram=1|s=1|sary=1|shaiin=1|shol=1|shor=2|shy=1|sor=1|toeoky=1|toiin=1|tydlo=1|yshy=1|ytaiin=1|ytol=1	NONE	NONE	NONE	0	0	0	0
G807-P0031	31	f9r	f9r	2	f9r.6	f9r.10	6	10	H	A	1	5	37	0	NONE	5	f9r.6|f9r.7|f9r.8|f9r.9|f9r.10	37	5	5	1	37	37	aiin=1|chdy=1|chkor=1|chodar=1|chodykchy=1|chol=1|choy=1|chy=1|chyky=1|cthey=1|cthoaiin=1|cthy=1|d=1|daiin=1|dal=1|dchy=1|koraiin=1|ocho=1|odoral=1|okaiir=1|okain=1|olshocthy=1|or=1|oraiin=1|pshoain=1|qokchy=1|qotcho=1|qotol=1|s=1|saiin=1|shar=1|shydal=1|sy=1|tchol=1|tchy=1|ytchas=1|ytor=1	34	34	aiin=1|chdy=1|chkor=1|chodar=1|chodykchy=1|choy=1|chy=1|chyky=1|cthey=1|cthoaiin=1|cthy=1|d=1|daiin=1|dal=1|dchy=1|koraiin=1|ocho=1|odoral=1|okaiir=1|okain=1|olshocthy=1|oraiin=1|pshoain=1|qokchy=1|qotcho=1|s=1|saiin=1|shar=1|shydal=1|sy=1|tchol=1|tchy=1|ytchas=1|ytor=1	NONE	NONE	NONE	0	0	0	0
G807-P0032	32	f9v	f9v	1	f9v.1	f9v.4	1	4	H	A	1	4	38	0	NONE	4	f9v.1|f9v.2|f9v.3|f9v.4	38	4	5	1	38	31	cfhol=1|chkaiin=1|chol=1|chor=2|cphol=1|cthor=2|cthy=1|daiin=4|dchor=1|dy=2|fochor=1|kaiin=1|oeees=1|oky=1|oporody=1|opy=1|otaiin=1|otol=1|oty=2|qoaiin=1|qofol=1|qokaiin=1|qopchypcho=1|shol=1|shor=1|tch=1|toldy=1|y=1|ykaiin=1|ykey=1|ytey=1	35	28	cfhol=1|chkaiin=1|chor=2|cphol=1|cthor=2|cthy=1|daiin=4|dchor=1|dy=2|fochor=1|kaiin=1|oeees=1|oky=1|oporody=1|opy=1|otaiin=1|oty=2|qoaiin=1|qokaiin=1|qopchypcho=1|shol=1|shor=1|tch=1|toldy=1|y=1|ykaiin=1|ykey=1|ytey=1	NONE	NONE	NONE	0	0	0	0
G807-P0033	33	f9v	f9v	2	f9v.5	f9v.12	5	12	H	A	1	8	48	1	f9v.7	7	f9v.5|f9v.6|f9v.8|f9v.9|f9v.10|f9v.11|f9v.12	40	7	5	1	40	38	ar=1|chkaiin=1|chody=1|chol=1|chor=1|choy=1|chshoty=1|chty=1|chy=2|chyty=1|ckhy=1|cthod=1|daiiin=1|daiin=2|dain=1|daly=1|dary=1|kaiin=1|kchol=1|ksheody=1|kyty=1|odol=1|oky=1|olcfholy=1|otchy=1|oty=1|pchor=1|qokcho=1|qotor=1|rokyd=1|soiin=1|to=1|tor=1|ychor=1|yko=1|ypcheey=1|ypchy=1|ytoldy=1	39	37	ar=1|chkaiin=1|chody=1|chor=1|choy=1|chshoty=1|chty=1|chy=2|chyty=1|ckhy=1|cthod=1|daiiin=1|daiin=2|dain=1|daly=1|dary=1|kaiin=1|kchol=1|ksheody=1|kyty=1|odol=1|oky=1|olcfholy=1|otchy=1|oty=1|pchor=1|qokcho=1|qotor=1|rokyd=1|soiin=1|to=1|tor=1|ychor=1|yko=1|ypcheey=1|ypchy=1|ytoldy=1	otal	otal	otal	1	1	1	0
G807-P0034	34	f10r	f10r	1	f10r.1	f10r.5	1	5	H	A	1	5	43	0	NONE	5	f10r.1|f10r.2|f10r.3|f10r.4|f10r.5	43	5	5	1	43	39	aiin=1|chaiin=1|chair=1|char=1|chcthy=1|chocthy=1|chol=2|chopchal=1|chorchy=1|chtchor=1|chty=1|ckhy=1|ctho=1|cthoor=1|cthy=1|daiin=2|dchey=1|doiir=1|dy=2|etyd=1|kom=1|o=1|octhody=1|ody=1|oky=1|or=2|os=1|otytchol=1|pchocthy=1|pchodol=1|qokchy=1|qotchol=1|qotchy=1|qotor=1|shor=1|sor=1|tchy=1|ypch=1|yty=1	37	35	aiin=1|chaiin=1|chair=1|char=1|chcthy=1|chocthy=1|chopchal=1|chorchy=1|chtchor=1|chty=1|ckhy=1|ctho=1|cthoor=1|cthy=1|daiin=2|dchey=1|doiir=1|dy=2|etyd=1|kom=1|octhody=1|ody=1|oky=1|otytchol=1|pchocthy=1|pchodol=1|qokchy=1|qotchol=1|qotchy=1|qotor=1|shor=1|sor=1|tchy=1|ypch=1|yty=1	NONE	NONE	NONE	0	0	0	0
G807-P0035	35	f10r	f10r	2	f10r.6	f10r.12	6	12	H	A	1	7	49	0	NONE	7	f10r.6|f10r.7|f10r.8|f10r.9|f10r.10|f10r.11|f10r.12	49	7	5	1	49	41	am=1|cfhy=1|chodaiin=1|chol=2|cholor=1|chor=3|chy=2|cth=1|cthaiin=1|cthor=1|cthy=1|cthyd=1|daiin=3|dain=1|dair=1|dar=1|dchy=1|dy=2|kaiiin=1|kchaiin=1|odaiin=1|oqotor=1|osain=1|otar=1|otchoshor=1|otol=1|otor=1|oykchor=1|qoctholy=1|qokchol=1|qotchor=1|qotchy=1|qotor=2|qoty=1|shor=1|shy=1|taiin=1|y=1|ycheor=1|ytoiin=1|yty=1	45	38	am=1|cfhy=1|chodaiin=1|cholor=1|chor=3|chy=2|cth=1|cthaiin=1|cthor=1|cthy=1|cthyd=1|daiin=3|dain=1|dair=1|dar=1|dchy=1|dy=2|kaiiin=1|kchaiin=1|odaiin=1|oqotor=1|osain=1|otchoshor=1|otor=1|oykchor=1|qoctholy=1|qokchol=1|qotchor=1|qotchy=1|qotor=2|qoty=1|shor=1|shy=1|taiin=1|y=1|ycheor=1|ytoiin=1|yty=1	NONE	NONE	NONE	0	0	0	0
G807-P0036	36	f10v	f10v	1	f10v.1	f10v.3	1	3	H	A	1	3	25	1	f10v.3	2	f10v.1|f10v.2	18	2	4	1	18	15	chcthor=1|chodaiin=1|choiin=1|ckhy=1|cthor=1|cthy=1|daiin=4|dain=1|otydy=1|paiin=1|pcheey=1|qot=1|qoty=1|sain=1|sheo=1	18	15	chcthor=1|chodaiin=1|choiin=1|ckhy=1|cthor=1|cthy=1|daiin=4|dain=1|otydy=1|paiin=1|pcheey=1|qot=1|qoty=1|sain=1|sheo=1	ol	NONE	NONE	1	0	0	0
G807-P0037	37	f10v	f10v	2	f10v.4	f10v.7	4	7	H	A	1	4	32	2	f10v.6|f10v.7	2	f10v.4|f10v.5	16	2	4	1	16	14	chol=1|daiin=3|dain=1|ky=1|qokchy=1|qotchey=1|qotchy=1|qotchytor=1|qotor=1|sho=1|shoiin=1|shy=1|ykeey=1|ytor=1	15	13	daiin=3|dain=1|ky=1|qokchy=1|qotchey=1|qotchy=1|qotchytor=1|qotor=1|sho=1|shoiin=1|shy=1|ykeey=1|ytor=1	qokol	qokol	qokol	1	1	1	0
G807-P0038	38	f11r	f11r	1	f11r.1	f11r.4	1	4	H	A	1	4	32	0	NONE	4	f11r.1|f11r.2|f11r.3|f11r.4	32	4	5	1	32	29	cfhy=1|chaiin=1|chol=1|choty=1|chy=1|cphy=1|cthy=1|daiin=4|dain=1|dchol=1|dod=1|dor=1|dy=1|kchol=1|kchy=1|kshy=1|qodor=1|qoty=1|schoal=1|shey=1|shfydaiin=1|shoyty=1|socthody=1|tchody=1|tshol=1|y=1|ykychy=1|ytchoky=1|ytchy=1	31	28	cfhy=1|chaiin=1|choty=1|chy=1|cphy=1|cthy=1|daiin=4|dain=1|dchol=1|dod=1|dor=1|dy=1|kchol=1|kchy=1|kshy=1|qodor=1|qoty=1|schoal=1|shey=1|shfydaiin=1|shoyty=1|socthody=1|tchody=1|tshol=1|y=1|ykychy=1|ytchoky=1|ytchy=1	NONE	NONE	NONE	0	0	0	0
G807-P0039	39	f11r	f11r	2	f11r.5	f11r.7	5	7	H	A	1	3	27	0	NONE	3	f11r.5|f11r.6|f11r.7	27	3	4	1	27	18	chaiin=1|chodl=1|chody=1|cthy=3|d=2|daiin=3|dair=1|dky=1|dy=1|odl=1|okchol=1|otol=1|qotchy=1|s=2|shor=2|tchol=1|y=3|ykchor=1	25	16	chaiin=1|chodl=1|chody=1|cthy=3|d=2|daiin=3|dair=1|dky=1|dy=1|okchol=1|qotchy=1|s=2|shor=2|tchol=1|y=3|ykchor=1	NONE	NONE	NONE	0	0	0	0
G807-P0040	40	f11v	f11v	1	f11v.1	f11v.7	1	7	H	A	1	7	50	0	NONE	7	f11v.1|f11v.2|f11v.3|f11v.4|f11v.5|f11v.6|f11v.7	50	7	5	1	50	45	ar=1|arg=1|chckhy=1|chold=1|choldy=1|cholol=1|chor=1|chyky=1|cphar=1|cthey=1|ctho=1|cthor=1|daiin=1|dain=1|dam=1|dan=1|dchy=2|dd=1|ddy=1|dor=1|dy=4|kchy=1|ksho=1|oky=1|otchor=1|poldchody=1|qokchd=1|qokchor=1|qoky=1|qot=1|qoteey=1|qoty=1|s=1|shcphy=1|shcthy=1|shol=2|shordy=1|shy=1|soydy=1|tchey=1|tchy=1|tu=1|y=1|ycheor=1|ykchy=1	50	45	ar=1|arg=1|chckhy=1|chold=1|choldy=1|cholol=1|chor=1|chyky=1|cphar=1|cthey=1|ctho=1|cthor=1|daiin=1|dain=1|dam=1|dan=1|dchy=2|dd=1|ddy=1|dor=1|dy=4|kchy=1|ksho=1|oky=1|otchor=1|poldchody=1|qokchd=1|qokchor=1|qoky=1|qot=1|qoteey=1|qoty=1|s=1|shcphy=1|shcthy=1|shol=2|shordy=1|shy=1|soydy=1|tchey=1|tchy=1|tu=1|y=1|ycheor=1|ykchy=1	NONE	NONE	NONE	0	0	0	0
G807-P0041	41	f13r	f13r	1	f13r.1	f13r.4	1	4	H	A	1	4	34	0	NONE	4	f13r.1|f13r.2|f13r.3|f13r.4	34	4	5	1	34	30	chol=1|chor=1|daiin=1|dar=1|dchg=1|dchol=1|dchor=1|dol=1|dy=1|dypchy=1|kchy=1|oeees=1|opchor=1|opchy=1|otchor=1|qodchy=1|qopchy=1|qoty=1|s=2|shaiin=1|shkchy=1|shol=2|shy=1|torshor=1|y=2|ydal=1|ykchy=2|ykor=1|ytchy=1|ytshy=1	32	28	chor=1|daiin=1|dar=1|dchg=1|dchol=1|dchor=1|dy=1|dypchy=1|kchy=1|oeees=1|opchor=1|opchy=1|otchor=1|qodchy=1|qopchy=1|qoty=1|s=2|shaiin=1|shkchy=1|shol=2|shy=1|torshor=1|y=2|ydal=1|ykchy=2|ykor=1|ytchy=1|ytshy=1	NONE	NONE	NONE	0	0	0	0
G807-P0042	42	f13r	f13r	2	f13r.5	f13r.10	5	10	H	A	1	6	43	0	NONE	6	f13r.5|f13r.6|f13r.7|f13r.8|f13r.9|f13r.10	43	6	5	1	43	38	cfholdy=1|chckhy=1|chol=2|d=2|daiin=2|daldy=1|dchy=1|doaiin=1|doiin=1|dor=1|dpchy=1|dy=1|k=1|kchol=1|kchy=1|oiin=1|okchal=1|okchey=1|okchor=2|okchy=1|okorory=1|oldy=2|otchol=1|qokchy=1|qoky=1|qopchy=1|qotchol=1|qoy=1|s=1|shey=1|shochy=1|shorodo=1|shy=1|sotchy=1|tchor=1|torchy=1|tshy=1|ykoly=1	41	37	cfholdy=1|chckhy=1|d=2|daiin=2|daldy=1|dchy=1|doaiin=1|doiin=1|dor=1|dpchy=1|dy=1|k=1|kchol=1|kchy=1|oiin=1|okchal=1|okchey=1|okchor=2|okchy=1|okorory=1|oldy=2|otchol=1|qokchy=1|qoky=1|qopchy=1|qotchol=1|qoy=1|s=1|shey=1|shochy=1|shorodo=1|shy=1|sotchy=1|tchor=1|torchy=1|tshy=1|ykoly=1	NONE	NONE	NONE	0	0	0	0
G807-P0043	43	f13v	f13v	1	f13v.1	f13v.5	1	5	H	A	1	5	28	1	f13v.2	4	f13v.1|f13v.3|f13v.4|f13v.5	22	4	4	1	22	20	chey=1|chtoiin=1|chy=1|cthody=1|daiin=1|kchod=1|koair=1|l=1|o=1|oaiin=1|octhos=1|okos=1|okshy=1|otchy=3|otol=1|qo=1|qokchy=1|qokod=1|qoky=1|s=1	18	16	chey=1|chtoiin=1|chy=1|cthody=1|daiin=1|kchod=1|koair=1|oaiin=1|octhos=1|okos=1|okshy=1|otchy=3|qo=1|qokchy=1|qoky=1|s=1	qokol	qokol	qokol	1	1	1	0
G807-P0044	44	f13v	f13v	2	f13v.6	f13v.10	6	10	H	A	1	5	41	3	f13v.7|f13v.9|f13v.10	2	f13v.6|f13v.8	19	2	4	1	19	18	d=1|daiin=1|dain=1|dairod=1|dy=1|foldaiin=1|kald=1|o=1|okchy=1|olcphy=1|otchy=1|oty=1|qotyd=1|shol=1|shor=1|taiin=1|y=2|ykol=1	18	17	d=1|daiin=1|dain=1|dairod=1|dy=1|foldaiin=1|kald=1|okchy=1|olcphy=1|otchy=1|oty=1|qotyd=1|shol=1|shor=1|taiin=1|y=2|ykol=1	okal|ol|otal	okal|otal	okal|otal	3	2	2	0
G807-P0045	45	f14r	f14r	1	f14r.1	f14r.7	1	7	H	A	1	7	35	0	NONE	7	f14r.1|f14r.2|f14r.3|f14r.4|f14r.5|f14r.6|f14r.7	35	7	5	1	35	31	chckhy=1|chok=1|choor=1|chopol=1|da=1|daiin=4|dain=2|dalo=1|dar=1|dorody=1|kchor=1|kol=1|o=1|ochkchor=1|ockhy=1|oir=1|okol=1|okor=1|olchy=1|olol=1|otcho=1|pcho=1|qokchol=1|qokchy=1|qotolo=1|shoiin=1|shy=1|soiiin=1|ychol=1|ydaiin=1|ykeey=1	32	28	chckhy=1|chok=1|choor=1|chopol=1|da=1|daiin=4|dain=2|dalo=1|dar=1|dorody=1|kchor=1|ochkchor=1|ockhy=1|oir=1|okor=1|olchy=1|olol=1|otcho=1|pcho=1|qokchol=1|qokchy=1|qotolo=1|shoiin=1|shy=1|soiiin=1|ychol=1|ydaiin=1|ykeey=1	NONE	NONE	NONE	0	0	0	0
G807-P0046	46	f14r	f14r	2	f14r.8	f14r.13	8	13	H	A	1	6	41	0	NONE	6	f14r.8|f14r.9|f14r.10|f14r.11|f14r.12|f14r.13	41	6	5	1	41	35	cheos=1|chey=2|chod=1|chodalg=1|chody=2|chol=1|chy=1|dar=1|dchokchy=1|dol=1|dy=4|kchy=2|keor=1|koiin=1|oeeeb=1|okchydy=1|otchody=1|qotchor=1|qotchy=1|qoty=1|s=1|schol=1|shey=1|sho=1|shor=1|shoty=1|sodaiin=1|sody=1|soshy=1|sy=1|tchyky=1|ty=1|ykaiin=1|ykeeyky=1|ykeody=1	38	32	chey=2|chod=1|chodalg=1|chody=2|chy=1|dar=1|dchokchy=1|dy=4|kchy=2|keor=1|koiin=1|oeeeb=1|okchydy=1|otchody=1|qotchor=1|qotchy=1|qoty=1|s=1|schol=1|shey=1|sho=1|shor=1|shoty=1|sodaiin=1|sody=1|soshy=1|sy=1|tchyky=1|ty=1|ykaiin=1|ykeeyky=1|ykeody=1	NONE	NONE	NONE	0	0	0	0
G807-P0047	47	f14v	f14v	1	f14v.1	f14v.9	1	9	H	A	1	9	75	0	NONE	9	f14v.1|f14v.2|f14v.3|f14v.4|f14v.5|f14v.6|f14v.7|f14v.8|f14v.9	75	9	6	1	75	59	chckhy=1|chcthy=1|chky=1|cho=1|chokchy=1|chokshor=1|choky=1|chol=1|chy=1|chytshy=1|ctholdg=1|cthor=1|cthy=2|d=1|daiin=7|dair=1|dam=1|dardy=1|darody=1|dchckhy=1|dchyd=1|dol=1|ds=1|dshy=1|dy=6|dydy=1|dykchy=1|dyoty=1|dytchy=1|kchy=1|kol=1|ksho=1|kshy=1|ky=1|n=1|o=1|odyd=1|okchor=2|okshody=1|okshy=1|otchy=2|oty=2|otyshy=1|oy=1|pdychoiin=1|qotchy=1|qoty=1|shokshor=1|ty=2|y=1|ychy=1|ydain=1|yfodain=1|yk=1|ykaiin=1|ykshy=1|ypchor=1|yty=1|ytychy=1	70	54	chckhy=1|chcthy=1|chky=1|cho=1|chokchy=1|chokshor=1|choky=1|chy=1|chytshy=1|ctholdg=1|cthor=1|cthy=2|d=1|daiin=7|dair=1|dam=1|dardy=1|darody=1|dchckhy=1|dchyd=1|ds=1|dshy=1|dy=6|dydy=1|dykchy=1|dyoty=1|dytchy=1|kchy=1|ksho=1|kshy=1|ky=1|n=1|odyd=1|okchor=2|okshody=1|okshy=1|otchy=2|oty=2|otyshy=1|pdychoiin=1|qotchy=1|qoty=1|shokshor=1|ty=2|y=1|ychy=1|ydain=1|yfodain=1|yk=1|ykaiin=1|ykshy=1|ypchor=1|yty=1|ytychy=1	NONE	NONE	NONE	0	0	0	0
G807-P0048	48	f15r	f15r	1	f15r.1	f15r.15	1	15	H	A	1	15	94	0	NONE	15	f15r.1|f15r.2|f15r.3|f15r.4|f15r.5|f15r.6|f15r.7|f15r.8|f15r.9|f15r.10|f15r.11|f15r.12|f15r.13|f15r.14|f15r.15	94	15	6	1	94	72	ar=1|chaiin=1|chdy=1|chl=2|chodaiin=1|chol=2|chor=1|choross=1|chos=1|chtols=1|chy=3|ckhaiin=1|cthaiin=1|cthl=1|ctholy=1|cthy=5|daiin=5|dain=2|daky=1|dchy=1|dolchds=1|dom=1|dor=2|dy=1|kaiin=2|kchy=1|keocthy=1|ko=1|kol=1|koly=1|octhain=1|odaiin=1|okaiin=1|okear=1|okor=1|okshy=1|oly=1|otaiin=1|otcho=1|otchor=1|qokaiin=2|qokchor=1|qotchor=1|qotchy=2|qotor=1|r=1|s=2|saiiin=1|saiin=1|sal=1|scheaiin=1|shan=1|sheey=1|shey=2|shkaiin=1|sho=1|shocthy=1|shor=3|shoty=1|shy=2|sky=1|sol=1|sy=1|tchaly=1|tcheor=1|tol=1|tshor=1|tydy=1|y=1|ychain=1|ykshol=1|ytol=1	88	67	ar=1|chaiin=1|chdy=1|chl=2|chodaiin=1|chor=1|choross=1|chos=1|chtols=1|chy=3|ckhaiin=1|cthaiin=1|cthl=1|ctholy=1|cthy=5|daiin=5|dain=2|daky=1|dchy=1|dolchds=1|dom=1|dor=2|dy=1|kaiin=2|kchy=1|keocthy=1|ko=1|koly=1|octhain=1|odaiin=1|okaiin=1|okear=1|okor=1|okshy=1|otaiin=1|otcho=1|otchor=1|qokaiin=2|qokchor=1|qotchor=1|qotchy=2|qotor=1|r=1|s=2|saiiin=1|saiin=1|sal=1|scheaiin=1|shan=1|sheey=1|shey=2|shkaiin=1|sho=1|shocthy=1|shor=3|shoty=1|shy=2|sky=1|sy=1|tchaly=1|tcheor=1|tshor=1|tydy=1|y=1|ychain=1|ykshol=1|ytol=1	NONE	NONE	NONE	0	0	0	0
G807-P0049	49	f15v	f15v	1	f15v.1	f15v.12	1	12	H	A	1	12	71	1	f15v.8	11	f15v.1|f15v.2|f15v.3|f15v.4|f15v.5|f15v.6|f15v.7|f15v.9|f15v.10|f15v.11|f15v.12	64	11	6	1	64	46	aiin=2|ain=1|cheor=1|chody=1|choiin=2|choky=1|chol=4|chor=5|choty=1|chy=2|cthoiin=1|cthor=2|cthy=4|daiin=3|dar=1|doiin=1|dtchan=1|kaiin=1|kan=1|octhol=1|oiin=1|okaiin=1|okeor=1|ols=1|opchordy=1|or=1|oro=1|orshy=1|otchol=1|otchor=1|otchy=1|poror=1|qokaiin=1|qokor=1|qoky=1|qotchey=1|qotchod=1|r=2|s=2|sho=1|shol=1|sol=1|sor=1|tor=1|y=1|ytchor=1	55	40	aiin=2|ain=1|chody=1|choiin=2|choky=1|chor=5|choty=1|chy=2|cthoiin=1|cthor=2|cthy=4|daiin=3|dar=1|doiin=1|dtchan=1|kaiin=1|kan=1|octhol=1|oiin=1|okaiin=1|okeor=1|opchordy=1|oro=1|orshy=1|otchol=1|otchor=1|otchy=1|poror=1|qokaiin=1|qoky=1|qotchey=1|qotchod=1|r=2|s=2|sho=1|shol=1|sor=1|tor=1|y=1|ytchor=1	ol	ol	ol	1	1	1	0
G807-P0050	50	f16r	f16r	1	f16r.1	f16r.4	1	4	H	A	1	4	27	0	NONE	4	f16r.1|f16r.2|f16r.3|f16r.4	27	4	4	1	27	26	choky=1|chor=1|daiin=1|dainod=1|dor=1|dy=1|koiin=1|kol=1|ody=1|oeesordy=1|okchy=1|opchy=1|orom=1|otey=1|otody=1|pocheody=1|qopchey=1|qoy=2|sheal=1|shor=1|sykaiin=1|ychealod=1|ychy=1|ychykchy=1|ydor=1|ykair=1	26	25	choky=1|chor=1|daiin=1|dainod=1|dor=1|dy=1|koiin=1|ody=1|oeesordy=1|okchy=1|opchy=1|orom=1|otey=1|otody=1|pocheody=1|qopchey=1|qoy=2|sheal=1|shor=1|sykaiin=1|ychealod=1|ychy=1|ychykchy=1|ydor=1|ykair=1	NONE	NONE	NONE	0	0	0	0
G807-P0051	51	f16r	f16r	2	f16r.5	f16r.9	5	9	H	A	1	5	32	0	NONE	5	f16r.5|f16r.6|f16r.7|f16r.8|f16r.9	32	5	5	1	32	29	aiin=2|chor=1|chs=1|d=1|daiin=2|dalchy=1|deeeod=1|doal=1|dyky=2|kch=1|ky=1|oeees=1|opchy=1|oshaiin=1|otol=1|qoky=1|s=1|saiin=1|schy=1|shocthy=1|shody=1|shotchy=1|tchor=1|toaiin=1|ty=1|y=1|ydain=1|yky=1|ytaiin=1	31	28	aiin=2|chor=1|chs=1|d=1|daiin=2|dalchy=1|deeeod=1|doal=1|dyky=2|kch=1|ky=1|oeees=1|opchy=1|oshaiin=1|qoky=1|s=1|saiin=1|schy=1|shocthy=1|shody=1|shotchy=1|tchor=1|toaiin=1|ty=1|y=1|ydain=1|yky=1|ytaiin=1	NONE	NONE	NONE	0	0	0	0
G807-P0052	52	f16r	f16r	3	f16r.10	f16r.13	10	13	H	A	1	4	25	2	f16r.10|f16r.11	2	f16r.12|f16r.13	11	2	3	0	11	10	cho=1|dl=1|dy=2|kchy=1|qokor=1|shcthy=1|shey=1|sho=1|shtshy=1|tchokyd=1	9	8	cho=1|dy=2|kchy=1|shcthy=1|shey=1|sho=1|shtshy=1|tchokyd=1	okal|qokol	okal|qokol	okal|qokol	2	2	2	0
