group_serial	diagram_id	page	locus	event_index	opaque_local_id	surface	visible_owner	local_namespace	transfer_status	exact_prose_joint_tuple_id	selected_component_parse	candidate_workshop_value_de	parse_alternatives	owner_and_namespace_preserved	cross_instrument_join	previous_candidate_value_de	atomic_common_root_value_de	common_root_revision	ambiguity_resolution_rule	label_frame_resolution_rule	address_core_resolution_rule	nomenclator_resolution	previous_atomic_value_de	common_action_revision
226	A2	f68r1	f68r1.12	1	A2:G036	chocfhy	A2_STAR_STATION_04	A68_MULTIPANEL_STAR_ATLAS	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	HO+CFH_CLASS+Y	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Gabe + Sternhaufen + dies	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	Gabe + Sternhaufen + dies	NO
227	A2	f68r1	f68r1.13	1	A2:G037	octhey	A2_STAR_STATION_05	A68_MULTIPANEL_STAR_ATLAS	UNIQUE_COMPONENT_SEQUENCE	NONE	O+CTH+E+Y	Arbeitsgang + bereit + kurz + dies	NONE	YES	NONE	Arbeitsgang + bereit + kurz + dies	Arbeitsgang + bereit + kurz + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Arbeitsgang + bereit + kurz + dies	NO
228	A2	f68r1	f68r1.14	1	A2:G038	otshey	A2_STAR_STATION_06	A68_MULTIPANEL_STAR_ATLAS	UNIQUE_COMPONENT_SEQUENCE	NONE	OT+SH+E+Y	danach + halten + kurz + dies	NONE	YES	NONE	danach + halten + kurz + dies	danach + halten + kurz + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	danach + halten + kurz + dies	NO
229	A2	f68r1	f68r1.15	1	A2:G039	otydy	A2_STAR_STATION_07	A68_MULTIPANEL_STAR_ATLAS	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	OT+Y+DY	ASTRO_LOCAL_LABEL_PENDING_CHOICE	OT+Y+DY || OT+Y+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	danach + dies + Schluss	NO	LOCUS_FINAL_OR_SINGLETON_TAKES_LICENSED_ENDPOINT	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	danach + dies + Schluss	NO
230	A2	f68r1	f68r1.16	1	A2:G040	okear	A2_STAR_STATION_08	A68_MULTIPANEL_STAR_ATLAS	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+E+AR	ansetzen + kurz + von dort	NONE	YES	NONE	ansetzen + kurz + von dort	ansetzen + kurz + von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	ansetzen + kurz + von dort	NO
231	A2	f68r1	f68r1.17	1	A2:G041	cphocthy	A2_STAR_STATION_09	A68_MULTIPANEL_STAR_ATLAS	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	CPH_CLASS+O+CTH+Y	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Sternfigur + Arbeitsgang + bereit + dies	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	Sternfigur + Arbeitsgang + bereit + dies	NO
232	A2	f68r1	f68r1.18	1	A2:G042	ytchody	A2_STAR_STATION_10	A68_MULTIPANEL_STAR_ATLAS	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	Y+T+HO+DY	ASTRO_LOCAL_LABEL_PENDING_CHOICE	Y+T+HO+DY || Y+T+HO+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	dies + eintragen + Gabe + Schluss	NO	LOCUS_FINAL_OR_SINGLETON_TAKES_LICENSED_ENDPOINT	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies + eintragen + Gabe + Schluss	NO
233	A2	f68r1	f68r1.19	1	A2:G043	otys	A2_STAR_STATION_11	A68_MULTIPANEL_STAR_ATLAS	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	OT+Y+S_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	danach + dies + Sternbezug	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED	danach + dies + Sternbezug	NO
234	A2	f68r1	f68r1.20	1	A2:G044	olor	A2_STAR_STATION_12	A68_MULTIPANEL_STAR_ATLAS	EXACT_PROSE_SURFACE	dec401773c1f0347793d	OL+OR	weiterer Ansatz	NONE	YES	NONE	weiterer Ansatz	weiterer Ansatz	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	weiterer Ansatz	NO
235	A2	f68r1	f68r1.21	1	A2:G045	ockhy	A2_STAR_STATION_13	A68_MULTIPANEL_STAR_ATLAS	UNIQUE_COMPONENT_SEQUENCE	NONE	O+CKH+Y	Arbeitsgang + Durchlass + dies	NONE	YES	NONE	Arbeitsgang + Durchlass + dies	Arbeitsgang + Durchgang + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Arbeitsgang + Durchlass + dies	YES
236	A2	f68r1	f68r1.22	1	A2:G046	ofcheor	A2_STAR_STATION_14	A68_MULTIPANEL_STAR_ATLAS	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	O+F_ADDR+CHEO+R	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Arbeitsgang + Aussenbezug + Entnahme + senken	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	Arbeitsgang + Aussenbezug + Auszug + abkuehlen	YES
237	A2	f68r1	f68r1.23	1	A2:G047	otchdy	A2_STAR_STATION_15	A68_MULTIPANEL_STAR_ATLAS	EXACT_PROSE_SURFACE	601b77449028deed39de	OT+CHD+DY	danach umsetzen; Schluss	NONE	YES	NONE	danach umsetzen; Schluss	danach umsetzen; Schluss	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	danach umsetzen; Schluss	NO
238	A2	f68r1	f68r1.24	1	A2:G048	otykchs	A2_STAR_STATION_16	A68_MULTIPANEL_STAR_ATLAS	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	OT+Y+K+CH+S_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	danach + dies + zufuehren + entnehmen + Sternbezug	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED	danach + dies + zufuehren + abziehen + Sternbezug	YES
239	A2	f68r1	f68r1.25	1	A2:G049	otol	A2_STAR_STATION_17	A68_MULTIPANEL_STAR_ATLAS	EXACT_PROSE_SURFACE	497cbd9c7401810ff56b	OT+OL	danach fortsetzen	NONE	YES	NONE	danach fortsetzen	danach fortsetzen	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	danach fortsetzen	NO
240	A2	f68r1	f68r1.26	1	A2:G050	otor	A2_STAR_STATION_18	A68_MULTIPANEL_STAR_ATLAS	UNIQUE_COMPONENT_SEQUENCE	NONE	OT+OR	danach + Ansatz	NONE	YES	NONE	danach + Ansatz	danach + Ansatz	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	danach + Ansatz	NO
241	A2	f68r1	f68r1.27	1	A2:G051	oiinar	A2_STAR_STATION_19	A68_MULTIPANEL_STAR_ATLAS	UNIQUE_COMPONENT_SEQUENCE	NONE	O+IIN+AR	Arbeitsgang + Sollstufe + von dort	NONE	YES	NONE	Arbeitsgang + Sollstufe + von dort	Arbeitsgang + Sollstufe + von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Arbeitsgang + Sollstufe + von dort	NO
242	A2	f68r1	f68r1.28	1	A2:G052	okoldy	A2_STAR_STATION_20	A68_MULTIPANEL_STAR_ATLAS	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	OK+OL+DY	ASTRO_LOCAL_LABEL_PENDING_CHOICE	OK+OL+DY || OK+OL+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	ansetzen + fortsetzen + Schluss	NO	LOCUS_FINAL_OR_SINGLETON_TAKES_LICENSED_ENDPOINT	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	ansetzen + fortsetzen + Schluss	NO
243	A2	f68r1	f68r1.29	1	A2:G053	ykchdy	A2_STAR_STATION_21	A68_MULTIPANEL_STAR_ATLAS	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	Y+K+CHD+Y	ASTRO_LOCAL_LABEL_PENDING_CHOICE	Y+K+CH+DY || Y+K+CH+Y || Y+K+CHD+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	dies + zufuehren + umsetzen + dies	NO	KNOWN_CHD_MACRO_BEATS_CH_PLUS_ENDPOINT	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies + zufuehren + umsetzen + dies	NO
244	A2	f68r1	f68r1.30	1	A2:G054	oeeody	A2_STAR_STATION_22	A68_MULTIPANEL_STAR_ATLAS	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	O+EE+O+DY	ASTRO_LOCAL_LABEL_PENDING_CHOICE	O+EE+O+DY || O+EE+O+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	Arbeitsgang + laenger + Arbeitsgang + Schluss	NO	LOCUS_FINAL_OR_SINGLETON_TAKES_LICENSED_ENDPOINT	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Arbeitsgang + laenger + Arbeitsgang + Schluss	NO
245	A2	f68r1	f68r1.31	1	A2:G055	ocphy	A2_STAR_STATION_23	A68_MULTIPANEL_STAR_ATLAS	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	O+CPH_CLASS+Y	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Arbeitsgang + Sternfigur + dies	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	Arbeitsgang + Sternfigur + dies	NO
246	A2	f68r1	f68r1.32	1	A2:G056	okeeodal	A2_STAR_STATION_24	A68_MULTIPANEL_STAR_ATLAS	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+EE+O+AL	ansetzen + laenger + Arbeitsgang + Stelle	NONE	YES	NONE	ansetzen + laenger + Arbeitsgang + Stelle	ansetzen + laenger + Arbeitsgang + Stelle	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	ansetzen + laenger + Arbeitsgang + Stelle	NO
247	A2	f68r1	f68r1.33	1	A2:G057	okshor	A2_STAR_STATION_25	A68_MULTIPANEL_STAR_ATLAS	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+OR	ansetzen + Ansatz	NONE	YES	NONE	ansetzen + Ansatz	ansetzen + Ansatz	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	ansetzen + Ansatz	NO
248	A2	f68r1	f68r1.34	1	A2:G058	osdaiin	A2_STAR_STATION_26	A68_MULTIPANEL_STAR_ATLAS	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	O+S_ADDR+AIIN	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Arbeitsgang + Sternbezug + Mass	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	Arbeitsgang + Sternbezug + Mass	NO
249	A2	f68r1	f68r1.35	1	A2:G059	otochedy	A2_STAR_STATION_27	A68_MULTIPANEL_STAR_ATLAS	UNIQUE_COMPONENT_SEQUENCE	NONE	OT+O+CHD+Y	danach + Arbeitsgang + umsetzen + dies	NONE	YES	NONE	danach + Arbeitsgang + umsetzen + dies	danach + Arbeitsgang + umsetzen + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	danach + Arbeitsgang + umsetzen + dies	NO
250	A2	f68r1	f68r1.36	1	A2:G060	dolchedy	A2_STAR_STATION_28	A68_MULTIPANEL_STAR_ATLAS	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	D_ADDR+OL+CHD+Y	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Teiladresse + fortsetzen + umsetzen + dies	NO	NOT_REQUIRED	NOT_APPLIED	KNOWN_CHD_MACRO_PRIORITY	NOT_REQUIRED	Teiladresse + fortsetzen + umsetzen + dies	NO
251	A2	f68r1	f68r1.37	1	A2:G061	oky	A2_CENTRAL_LEGEND_UNRESOLVED	A68_MULTIPANEL_STAR_ATLAS	EXACT_PROSE_SURFACE	276a7c2d74d1143446f4	OK+Y	verwende dies	NONE	YES	NONE	verwende dies	verwende dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	verwende dies	NO
252	A2	f68r1	f68r1.37	2	A2:G062	okchdy	A2_CENTRAL_LEGEND_UNRESOLVED	A68_MULTIPANEL_STAR_ATLAS	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	OK+CHD+Y	ASTRO_LOCAL_LABEL_PENDING_CHOICE	OK+CH+DY || OK+CH+Y || OK+CHD+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	ansetzen + umsetzen + dies	NO	KNOWN_CHD_MACRO_BEATS_CH_PLUS_ENDPOINT	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	ansetzen + umsetzen + dies	NO
253	A2	f68r1	f68r1.37	3	A2:G063	okardy	A2_CENTRAL_LEGEND_UNRESOLVED	A68_MULTIPANEL_STAR_ATLAS	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	OK+AR+Y	ASTRO_LOCAL_LABEL_PENDING_CHOICE	OK+AR+DY || OK+AR+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	ansetzen + von dort + dies	NO	LOCUS_INTERNAL_GROUP_KEEPS_CURRENT_ITEM	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	ansetzen + von dort + dies	NO
254	A2	f68r1	f68r1.37	4	A2:G064	qear	A2_CENTRAL_LEGEND_UNRESOLVED	A68_MULTIPANEL_STAR_ATLAS	UNIQUE_COMPONENT_SEQUENCE	NONE	E+AR	kurz + von dort	NONE	YES	NONE	kurz + von dort	kurz + von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	kurz + von dort	NO
255	A2	f68r1	f68r1.37	5	A2:G065	oygy	A2_CENTRAL_LEGEND_UNRESOLVED	A68_MULTIPANEL_STAR_ATLAS	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	O+Y+G_ADDR+Y	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Arbeitsgang + dies + Strahlmarke + dies	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	Arbeitsgang + dies + Strahlmarke + dies	NO
256	A3	f69v	f69v.1	1	A3:G001	dair	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	D_ADDR+AIR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Teiladresse + Lauf	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	Teiladresse + Lauf	NO
257	A3	f69v	f69v.1	2	A3:G002	cheyky	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+K+Y	dies + zufuehren + dies	NONE	YES	NONE	dies + zufuehren + dies	dies + zufuehren + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies + zufuehren + dies	NO
258	A3	f69v	f69v.1	3	A3:G003	otaza	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Himmelsname OTAZA	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	MEMORIZED_WHOLE_NAME	Himmelsname OTAZA	NO
259	A3	f69v	f69v.1	4	A3:G004	sar	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	EXACT_PROSE_SURFACE	4d4559019a961b834aa1	AR	von dort	NONE	YES	NONE	von dort	von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	von dort	NO
260	A3	f69v	f69v.1	5	A3:G005	ar	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	AR	von dort	NONE	YES	NONE	von dort	von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	von dort	NO
261	A3	f69v	f69v.1	6	A3:G006	chykar	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+K+AR	dies + zufuehren + von dort	NONE	YES	NONE	dies + zufuehren + von dort	dies + zufuehren + von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies + zufuehren + von dort	NO
262	A3	f69v	f69v.1	7	A3:G007	okoirsh	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	ASTRO_COUNT_SECTION_RESOLVED_SEQUENCE	NONE	OK+O+I_COUNT+R+SH	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	ansetzen + Arbeitsgang + Zaehlstrich + senken + halten	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NEW_RECURRENT_CORE	ansetzen + Arbeitsgang + Zaehlstrich + abkuehlen + halten	YES
263	A3	f69v	f69v.1	8	A3:G008	ar	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	AR	von dort	NONE	YES	NONE	von dort	von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	von dort	NO
264	A3	f69v	f69v.1	9	A3:G009	chetody	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	CH+E+T+O+Y	ASTRO_LOCAL_LABEL_PENDING_CHOICE	CH+E+T+O+DY || CH+E+T+O+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	entnehmen + kurz + eintragen + Arbeitsgang + dies	NO	LOCUS_INTERNAL_GROUP_KEEPS_CURRENT_ITEM	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	abziehen + kurz + eintragen + Arbeitsgang + dies	YES
265	A3	f69v	f69v.1	10	A3:G010	okeeos	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	OK+EE+O+S_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	ansetzen + laenger + Arbeitsgang + Sternbezug	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED	ansetzen + laenger + Arbeitsgang + Sternbezug	NO
266	A3	f69v	f69v.1	11	A3:G011	o	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	O	Arbeitsgang	NONE	YES	NONE	Arbeitsgang	Arbeitsgang	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Arbeitsgang	NO
267	A3	f69v	f69v.1	12	A3:G012	tey	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	T+E+Y	fuellen + kurz + dies	NONE	YES	NONE	fuellen + kurz + dies	eintragen + kurz + dies	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	eintragen + kurz + dies	NO
268	A3	f69v	f69v.1	13	A3:G013	otokeeey	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OT+OK+EEE+Y	danach + ansetzen + vollstaendig + dies	NONE	YES	NONE	danach + ansetzen + vollstaendig + dies	danach + ansetzen + vollstaendig + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	danach + ansetzen + vollstaendig + dies	NO
269	A3	f69v	f69v.1	14	A3:G014	okeeody	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	OK+EE+O+Y	ASTRO_LOCAL_LABEL_PENDING_CHOICE	OK+EE+O+DY || OK+EE+O+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	ansetzen + laenger + Arbeitsgang + dies	NO	LOCUS_INTERNAL_GROUP_KEEPS_CURRENT_ITEM	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	ansetzen + laenger + Arbeitsgang + dies	NO
270	A3	f69v	f69v.1	15	A3:G015	okeey	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	EXACT_PROSE_SURFACE	0275fbf14e07935b0a45	OK+EE+Y	länger ansetzen	NONE	YES	NONE	länger ansetzen	länger ansetzen	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	länger ansetzen	NO
271	A3	f69v	f69v.1	16	A3:G016	doiir	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	ASTRO_COUNT_SECTION_RESOLVED_SEQUENCE	NONE	D_ADDR+O+I_COUNT+I_COUNT+R	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Teiladresse + Arbeitsgang + Zaehlstrich + Zaehlstrich + senken	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NEW_RECURRENT_CORE	Teiladresse + Arbeitsgang + Zaehlstrich + Zaehlstrich + abkuehlen	YES
272	A3	f69v	f69v.1	17	A3:G017	teeo	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	T+EE+O	fuellen + laenger + Arbeitsgang	NONE	YES	NONE	fuellen + laenger + Arbeitsgang	eintragen + laenger + Arbeitsgang	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	eintragen + laenger + Arbeitsgang	NO
273	A3	f69v	f69v.1	18	A3:G018	y	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	EXACT_PROSE_SURFACE	b921a237be883a820352	Y	dies	NONE	YES	NONE	dies	dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies	NO
274	A3	f69v	f69v.1	19	A3:G019	chey	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	EXACT_PROSE_SURFACE	b921a237be883a820352	Y	dies	NONE	YES	NONE	dies	dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies	NO
275	A3	f69v	f69v.1	20	A3:G020	ot	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OT	danach	NONE	YES	NONE	danach	danach	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	danach	NO
276	A3	f69v	f69v.1	21	A3:G021	y	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	EXACT_PROSE_SURFACE	b921a237be883a820352	Y	dies	NONE	YES	NONE	dies	dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies	NO
277	A3	f69v	f69v.1	22	A3:G022	okedy	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	OK+E+Y	ASTRO_LOCAL_LABEL_PENDING_CHOICE	OK+E+DY || OK+E+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	ansetzen + kurz + dies	NO	LOCUS_INTERNAL_GROUP_KEEPS_CURRENT_ITEM	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	ansetzen + kurz + dies	NO
278	A3	f69v	f69v.1	23	A3:G023	chsdy	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	CH+S_ADDR+Y	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	entnehmen + Sternbezug + dies	NO	NOT_REQUIRED	NOT_APPLIED	LOCUS_INTERNAL_CURRENT_ITEM	NOT_REQUIRED	abziehen + Sternbezug + dies	YES
279	A3	f69v	f69v.1	24	A3:G024	okeod	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	OK+E+O+D_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	ansetzen + kurz + Arbeitsgang + Teiladresse	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED	ansetzen + kurz + Arbeitsgang + Teiladresse	NO
280	A3	f69v	f69v.1	25	A3:G025	y	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	EXACT_PROSE_SURFACE	b921a237be883a820352	Y	dies	NONE	YES	NONE	dies	dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies	NO
281	A3	f69v	f69v.1	26	A3:G026	dy	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	EXACT_PROSE_SURFACE	b921a237be883a820352	Y	dies	NONE	YES	NONE	dies	dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies	NO
282	A3	f69v	f69v.1	27	A3:G027	choaiin	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	HO+AIIN	Zutat + Mass	NONE	YES	NONE	Zutat + Mass	Gabe + Mass	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Gabe + Mass	NO
