occurrence_id	page	locus	ordinal	surface	position	reader_exact	split_normalized	all_present_exact	zl3b_line	it2a_line	rf1b_line	claim_boundary
G662-T0090	f107v	f107v.12	9	choty	MEDIAL	1	1	0	qokeey lcheol chol kaiin olkal shedy qokaly odar choty qokaiin otam	qokeey lcheol chol kaiin olkal shedy qokaly odar choty qokaiin otam	qokeey lcheol chol kaiin olkal she y qokaly odar choty qokaiin otam	reader agreement conditions confidence only; it does not identify plaintext
G662-T0091	f107v	f107v.21	6	qokol	MEDIAL	1	1	0	taiin ol kaiin chol kchedy qokol ain air kaiin okal otar otalal	taiin ol kaiin chol kchedy qokol ain air kaiin okal otar otal al	taiin ol kaiin chol kche y qokol ain air kaiin okal otar otalal	reader agreement conditions confidence only; it does not identify plaintext
G662-T0092	f107v	f107v.26	12	oldy	EOS	1	1	0	oraiin sheor qokain cheody qokain otal okaiin olkeeo r ar al oldy	oraiin sheor qokain cheody qokain otal okaiin olkeeor ar al oldy	oraiin sheor qokain cheo y qokain otal okaiin olkeeoraral oldy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0093	f107v	f107v.33	3	qodaiin	MEDIAL	1	1	0	orain chol qodaiin odain aiin okain chkaly raiin y kaiin aldy	orain chol qodaiin odain aiin okain chkaly raiin ykaiin aldy	orain chol qodaiin odain aiin okain chkaly raiin y kaiin al y	reader agreement conditions confidence only; it does not identify plaintext
G662-T0094	f107v	f107v.37	7	qokol	MEDIAL	1	1	0	poraiin o kal chedy qolkeey lpcheedy qokol rol keedy okaiin otary	poraiin okal chedy qolkeey lpcheedy qokol rol keedy okaiin otary	poraiin okal chedy qolkeey lpcheedy qokol rolkeedy okaiin ot ry	reader agreement conditions confidence only; it does not identify plaintext
G662-T0095	f107v	f107v.38	6	qokol	MEDIAL	1	1	1	dain okchey qokchey qokaiin olkeey qokol oteey oteey lkain	dain okchey qokchey qokaiin olkeey qokol oteey oteey lkain	dain okchey qokchey qokaiin olkeey qokol oteey oteey lkain	reader agreement conditions confidence only; it does not identify plaintext
G662-T0096	f107v	f107v.8	4	qokol	MEDIAL	1	1	1	polcheolkain qokair okeol qokol qokaiin opcheol qotedy ltedy otedam	polcheolkain qokair okeol qokol qokaiin opcheol qotedy ltedy otedam	polcheolkain qokair okeol qokol qokaiin opcheol qotedy ltedy otedam	reader agreement conditions confidence only; it does not identify plaintext
G662-T0097	f108r	f108r.11	11	oly	EOS	1	1	0	teodeey ar aiin okeey qetchdy oteeody okaiin ykeeo dain otalaiin oly	teodeey ar aiin okeey qetchdy oteeody okaiin ykeeo dain otal aiin oly	teodeey ar aiin okeey qetchdy oteeody okaiin ykeeo dain otal aiin oly	reader agreement conditions confidence only; it does not identify plaintext
G662-T0098	f108r	f108r.14	7	opchdy	MEDIAL	1	1	0	polchal shol qokar shedy pcholy qokal opchdy ofal shor qokaiin otalod	polchal shol qokor shedy pcholy qokal opchdy ofal shor qokaiin otalod	polchal shol qok r she y pcholy qokal opchdy ofal shor qokaiin otalod	reader agreement conditions confidence only; it does not identify plaintext
G662-T0099	f108r	f108r.18	5	qokol	MEDIAL	1	1	0	okeedy lkal daiin ykchedy qokol chedy qokedy lkedy okalo l chedl y	okeedy lkal daiin ykchedy qokol chedy qokedy lkedy okalol csedly	okee y lkal daiin ykchedy qokol chedy qoke y lke y okalo l che ly	reader agreement conditions confidence only; it does not identify plaintext
G662-T0100	f108r	f108r.19	1	dchedy	BOS	1	1	0	dchedy okeedar shchy okol kedy okeedy chal raiin otedy chtal om	dchedy okeedar shchy okol kedy okeedy chal raiin otedy chtal om	dchedy okee ar shchy okol kedy okeedy chalraiin otedy chtal om	reader agreement conditions confidence only; it does not identify plaintext
G662-T0101	f108r	f108r.28	4	olkedy	MEDIAL	1	1	1	sain arolkeey qoal olkedy okaiin	sain arolkeey qoal olkedy okaiin	sain arolkeey qoal olkedy okaiin	reader agreement conditions confidence only; it does not identify plaintext
G662-T0102	f108r	f108r.35	10	opchdy	EOS	1	1	1	pychory opchey lkeol chdar shedy qofchdy opalal cheedy qokalchdy opchdy	pychory opchey lkeol chdar shedy qofchdy opalal cheedy qokalchdy opchdy	pychory opchey lkeol chdar shedy qofchdy opalal cheedy qokalchdy opchdy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0103	f108r	f108r.6	3	qo	MEDIAL	1	1	1	ol cheol qo qokeey qokeey qokeedy sheoky otedy qotey qokchey chdar aiin y	ol cheol qo qokeey qokeey qokeedy sheoky otedy qotey qokchey chdar aiin y	ol cheol qo qokeey qokeey qokeedy sheoky otedy qotey qokchey chdar aiin y	reader agreement conditions confidence only; it does not identify plaintext
G662-T0104	f108v	f108v.14	7	a	MEDIAL	0	0	0	qokeey lo r aiin chey keear a ral olaiin chedy	qokeey lor aiin chey keear oral olaiin chedy	qokeey lo r aiin chey keear aral olaiin che y	reader agreement conditions confidence only; it does not identify plaintext
G662-T0105	f108v	f108v.26	5	qokeeey	MEDIAL	1	1	0	sair okeaiin cheol shedy qokeeey dlaiin ar or lkar char aiin okal ldyr ls	sair okeaiin cheol shedy qokeeey doaiin ar or lkar char aiin okal ldyr ls	sair okeaiin cheol she y qokeeey dlaiin ar or lkar char aiin okal ldar ls	reader agreement conditions confidence only; it does not identify plaintext
G662-T0106	f108v	f108v.28	5	qol	MEDIAL	1	1	0	paror aiin shedy qokey qol eees aiin lal lkeeedy otain sheey chol tan al	pororaiin shedy qokey qol eees aiin lal lkeeedy otain sheey chol kan al	p roraiin shedy qoke qol eees aiin lal lkeee y otain sheey chol tan al	reader agreement conditions confidence only; it does not identify plaintext
G662-T0107	f108v	f108v.33	12	oldy	EOS	0	0	0	sain ain chey lchs shed qokeedy oteey qokedy qokeedy cheedy qokeedar oldy	sain ain chey lchs shed qokeedy oteey qokedy qokeedy cheedy qokeedar oldy	sain ain chey lchs shed qokeedy oteey qoke y qokeedy cheedy qokee arol y	reader agreement conditions confidence only; it does not identify plaintext
G662-T0108	f108v	f108v.35	10	lchedam	EOS	0	0	0	daiin chedy lchedy sholkeedy qokeedy chey qokeey qokeedy oteedy lchedam	daiin chedy lchedy sholkeedy qokeedy chey qokeey qokeedy oteedy lchedam	daiin chedy l chedy sholkeed qokeedy chey qokeey qokee y oteedy lche am	reader agreement conditions confidence only; it does not identify plaintext
G662-T0109	f108v	f108v.4	1	dchedy	BOS	1	1	0	dchedy shedy qokeed qoteedy qoteedy arain al keedy	dchedy shedy qokeed qotedy qoteedy arain al keedy	dchedy shedy qokeed qotee y qoteedy ar ain al kee y	reader agreement conditions confidence only; it does not identify plaintext
G662-T0110	f108v	f108v.41	7	olkedy	MEDIAL	1	1	0	dshedy tedy checkhey sheeky lsheedain shear olkedy chy kar tar otaiin	dshedy tedy checkhey sheeky lsheedain shear olkedy chl kar tar otaiin	dshedytedy checkhey eeky lsheedain shear olkedy chy kar tar otaiin	reader agreement conditions confidence only; it does not identify plaintext
G662-T0111	f108v	f108v.44	3	qol	MEDIAL	1	1	0	y shey qol lchey shey qokear shey qokeey lsheey oteey sheey qol cheekeey lchg	yshey qol leeey shey qokeeor shey qokeey lsheey oteey sheey qol cheekeey lchg	yshey qol leeey shey qokear ey qokeey lsheey oteey sheey qol cheekeey lchg	reader agreement conditions confidence only; it does not identify plaintext
G662-T0112	f108v	f108v.44	12	qol	MEDIAL	1	1	0	y shey qol lchey shey qokear shey qokeey lsheey oteey sheey qol cheekeey lchg	yshey qol leeey shey qokeeor shey qokeey lsheey oteey sheey qol cheekeey lchg	yshey qol leeey shey qokear ey qokeey lsheey oteey sheey qol cheekeey lchg	reader agreement conditions confidence only; it does not identify plaintext
G662-T0113	f108v	f108v.45	11	aral	EOS	0	1	0	sheol shedy qokeey chedar sheal qokeedy qokeedy qokey sheey qokeal aral	sheol shedy qokeey chedar sheal qokeedy qokeedy qokey sheey qokeal aral	sheol shedy qokeey chedar sheal qokeedy qokeedy qokey sheey qokeal ar al	reader agreement conditions confidence only; it does not identify plaintext
G662-T0114	f108v	f108v.47	2	qokeeey	MEDIAL	0	0	0	ycheey qokeeey shedain qokeedy qokeey okeedal okeol lkeey lchedy lchedy	ycheey qokeeey shedain qokeedy qokeey okeedal okeol lkeey lchedy lchedy	ycheey qokeee she ain qokeedy qokeey okee al okeol lkeey lche y lche y	reader agreement conditions confidence only; it does not identify plaintext
G662-T0115	f108v	f108v.48	4	qol	MEDIAL	1	1	0	dair al checthy qol eeedy chckhey olchey sheey qokeeey qokeedar al keedy	dair al checthy qol eeedy chckhey olchey sheey qokeeey qokeedar alkeedy	air al checthy qol eeedy chckhey olchey sheey qokeeey qokeed ar al kee y	reader agreement conditions confidence only; it does not identify plaintext
G662-T0116	f108v	f108v.48	9	qokeeey	MEDIAL	1	1	0	dair al checthy qol eeedy chckhey olchey sheey qokeeey qokeedar al keedy	dair al checthy qol eeedy chckhey olchey sheey qokeeey qokeedar alkeedy	air al checthy qol eeedy chckhey olchey sheey qokeeey qokeed ar al kee y	reader agreement conditions confidence only; it does not identify plaintext
G662-T0117	f108v	f108v.50	1	dsheey	BOS	1	1	1	dsheey oteey cheol teedar okeedy qokeedy checkhy oteey aiin okeey chey qokey	dsheey oteey cheol teedar okeedy qokeedy checkhy oteey aiin okeey chey qokey	dsheey oteey cheol teedar okeedy qokeedy checkhy oteey aiin okeey chey qokey	reader agreement conditions confidence only; it does not identify plaintext
G662-T0118	f10r	f10r.4	4	ctho	MEDIAL	0	0	0	sor chaiin chcthy ctho ckhy or aiin chtchor doiir ody	sor chaiin chcthy ctho ckhy or aiin chtchor doiir ody	sor chaiin chcthy cthockhy or aiin chtchor doiir ody	reader agreement conditions confidence only; it does not identify plaintext
G662-T0119	f10r	f10r.7	1	dchy	BOS	1	1	0	dchy qokchol y kchaiin yty daiin cth dain dair am	dchy qokchol ykchaiin yty daiin cth dain dair am	dchy qokchol ykchaiin yty daiin cth dain dair am	reader agreement conditions confidence only; it does not identify plaintext
G662-T0120	f10v	f10v.1	8	otydy	MEDIAL	1	1	1	paiin daiin sheo pcheey qoty daiin cthor otydy sain	paiin daiin sheo pcheey qoty daiin cthor otydy sain	paiin daiin sheo pcheey qoty daiin cthor otydy sain	reader agreement conditions confidence only; it does not identify plaintext
G662-T0121	f10v	f10v.6	6	qokol	MEDIAL	1	1	0	shoiin chor shcthy qoty qotoiin qokol chor aiin	shoiin chor shcthy qoty qotoiin qokol choraiin	shoiin chor shcthy qoty qotoiin qokol choraiin	reader agreement conditions confidence only; it does not identify plaintext
G662-T0122	f10v	f10v.7	1	qokol	BOS	1	1	0	qokol chy ky chol cheky daiin dain chckhan	qokol chyky chol cheky daiin dain chckhan	qokol chyky cholcheky daiin dain chckhan	reader agreement conditions confidence only; it does not identify plaintext
G662-T0123	f111r	f111r.1	2	shar	MEDIAL	1	1	0	kcholchdar shar aiip chepchedy chetalshy sheek shear shey ror am shey	kcholchdar shar aiip chepchedy chetalshy sheek shear shey ror am shey	kcholchdar shar aiip chepche y chetaly sheek shear shey ror am shey	reader agreement conditions confidence only; it does not identify plaintext
G662-T0124	f111r	f111r.22	8	qo	MEDIAL	0	0	0	ssheo l keedy dal tched checkhey okey qo ain qo chedy qokeor okeey keo cthedy qokey	ssheo lkeedy dal tched checkhey okey qoain qochedy qokeor okeey keocthedy qokey	ssheolkee y dal tche checkhey okey qo ain qo chedy qoke r okeey keo cthedy qokey	reader agreement conditions confidence only; it does not identify plaintext
G662-T0125	f111r	f111r.22	10	qo	MEDIAL	0	0	0	ssheo l keedy dal tched checkhey okey qo ain qo chedy qokeor okeey keo cthedy qokey	ssheo lkeedy dal tched checkhey okey qoain qochedy qokeor okeey keocthedy qokey	ssheolkee y dal tche checkhey okey qo ain qo chedy qoke r okeey keo cthedy qokey	reader agreement conditions confidence only; it does not identify plaintext
G662-T0126	f111r	f111r.27	7	chl	MEDIAL	1	1	0	dar sheod qokeey qokeody otey lkeedy chl lkeey daiin chedar chedyteedain olkal	dar sheod qokeey qokeody otey lkeedy chl lkeey daiin chedar chedy teedain olkal	dar sheod qokeey qokeo y otey lkee y chl lkeey daiin che ar che yteedain olkal	reader agreement conditions confidence only; it does not identify plaintext
G662-T0127	f111r	f111r.37	5	keeol	MEDIAL	0	0	0	dain chol l cheeol keeol lkeeedy qokeey l keedy l kedy okeal kain chckhy ltedy	dain chol lcheeol keeol lkeeedy qokeey lkeedy lkedy okeal kain chckhy ltedy	dain chol l cheeolkeeol lkeee y qokeey l kee y lke y okeal kain chckhy ltedy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0128	f111r	f111r.43	3	lkedar	MEDIAL	1	1	0	okeedy lkeedy lkedar okeedy chedy	okeedy lkeedy lkedar okeedy chedy	okee y lkeedy lkedar okeed che y	reader agreement conditions confidence only; it does not identify plaintext
G662-T0129	f111r	f111r.51	4	chl	MEDIAL	1	1	0	polkeeo shey cheokeain chl kar r aiin char ain al lkeedy qokal okchy	polkeeo shey cheokeain chl kar r aiin ihar ain al lkeedy qokal okchy	polkeeo shey cheokeain chl kar r aiin char iiain al lkee y qokal okchy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0130	f111v	f111v.16	11	far	MEDIAL	1	1	0	qokain sheol qokain shckhey lchedy okar al qotal shedy otain far aiin am	qokain sheol qokain chckhey lchedy okar al qotal shedy otain far aiin am	qokain sheol qokain shckhey lchedy okar al qotal she y otain far aiin am	reader agreement conditions confidence only; it does not identify plaintext
G662-T0131	f111v	f111v.18	5	ey	MEDIAL	0	0	0	tais shedy qoeedaiin okain ey kaiin shey otain alkain o l r ol dain	tair shedy qochdaiin okain sheey kaiin shey otain alkain o l r ol dain	tair shedy qoeedaiin kain sheey kaiin shey otain alkain o l r ol jain	reader agreement conditions confidence only; it does not identify plaintext
G662-T0132	f111v	f111v.20	3	shar	MEDIAL	1	1	0	shain qokal shar qoteal qotain chedy qotain shcthy qokshedy qotain ar	shain qokal shar qoteal qotain chedy qotain shcthy qokshedy qotain ar	shain qokal shar qoteal qotain che y qotain shcthy qokshedy qotain ar	reader agreement conditions confidence only; it does not identify plaintext
G662-T0133	f111v	f111v.21	4	qol	MEDIAL	1	1	1	sair air ain qol rar ain cheey lkeey lkain cheokain sheo qo qokain chear alam	sair air ain qol rar ain cheey lkeey lkain cheokain sheo qo qokain chear alam	sair air ain qol rar ain cheey lkeey lkain cheokain sheo qo qokain chear alam	reader agreement conditions confidence only; it does not identify plaintext
G662-T0134	f111v	f111v.21	12	qo	MEDIAL	1	1	1	sair air ain qol rar ain cheey lkeey lkain cheokain sheo qo qokain chear alam	sair air ain qol rar ain cheey lkeey lkain cheokain sheo qo qokain chear alam	sair air ain qol rar ain cheey lkeey lkain cheokain sheo qo qokain chear alam	reader agreement conditions confidence only; it does not identify plaintext
G662-T0135	f111v	f111v.31	5	lain	MEDIAL	1	1	1	pochey oteain chekain cheal lain chey qokain chey lkain chal ldy llm	pochey oteain chekain cheal lain chey qokain chey lkain chal ldy llm	pochey oteain chekain cheal lain chey qokain chey lkain chal ldy llm	reader agreement conditions confidence only; it does not identify plaintext
G662-T0136	f111v	f111v.32	7	qol	MEDIAL	1	1	0	tar chey tain chkar alkar chey qol chedy okain chey l cheey charan	tar chey tain chkar alkar chey qol chedy okain chey lcheey char an	tar chey tain chkar alkar chey qol chedy okain chey lcheey charan	reader agreement conditions confidence only; it does not identify plaintext
G662-T0137	f111v	f111v.39	1	dsheey	BOS	0	0	0	dsheey qokal chedy chcthy qokain chedy lkeey shey qokain chedy lchdy	dsheey qokal chedy chcthy qokain chedy lkeey shey qokain chedy lchdy	deey qokal chedy chcthy qokain che y lkeey shey qokain chedy lchdy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0138	f111v	f111v.50	5	qokeeey	MEDIAL	1	1	1	shaiin qoiiin okain chey qokeeey okain chees ar ol loeees otain or	shaiin qoiiin okain chey qokeeey okain chees ar ol loeees otain or	shaiin qoiiin okain chey qokeeey okain chees ar ol loeees otain or	reader agreement conditions confidence only; it does not identify plaintext
G662-T0139	f111v	f111v.51	7	choty	MEDIAL	1	1	0	sain cheal chckhy okain okal aiin choty chckhy	sain cheal chckhy okain okalaiin choty chckhy	sain cheal chckhy okain okalaiin choty chckhy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0140	f112r	f112r.12	1	dchedy	BOS	0	0	0	dchedy qo otchedy chdy qokeey qotain oteedy oteey ror	dchedy qo otchedy chdy qokeey qotain oteedy oteey ror	dche y qo otche y chdy qokeey qotain otee y oteey ror	reader agreement conditions confidence only; it does not identify plaintext
G662-T0141	f112r	f112r.12	2	qo	MEDIAL	1	1	0	dchedy qo otchedy chdy qokeey qotain oteedy oteey ror	dchedy qo otchedy chdy qokeey qotain oteedy oteey ror	dche y qo otche y chdy qokeey qotain otee y oteey ror	reader agreement conditions confidence only; it does not identify plaintext
G662-T0142	f112r	f112r.16	5	qokeeey	MEDIAL	1	1	0	solol shedy shol qokeey qokeeey qokedain otain ar amchg	solol shedy shol qokeey qokeeey qokedain otain or amchd	solol she dy shol qokeey qokeeey qoke ain otain or amchg	reader agreement conditions confidence only; it does not identify plaintext
G662-T0143	f112r	f112r.20	6	qol	MEDIAL	1	1	1	qoaiin or aiin cheol keody qol keol okeeey dal aiin ody	qoaiin or aiin cheol keody qol keol okeeey dal aiin ody	qoaiin or aiin cheol keody qol keol okeeey dal aiin ody	reader agreement conditions confidence only; it does not identify plaintext
G662-T0144	f112r	f112r.24	2	qokeeey	MEDIAL	0	0	0	cheeteey qokeeey lkeey okeedykey lkedy qokedy otedy otedy lo	cheeteey qoteeey lkeey okeedy key lkedy qokedy otedy otedy lo	cheeteey qokeeey lkeey okeedykey lke y qokedy otedy otedy lo	reader agreement conditions confidence only; it does not identify plaintext
G662-T0145	f112r	f112r.37	3	olkedy	MEDIAL	1	1	0	pam okaiin olkedy okedy okeey okeedy keedar otear shkear qoky	pom okaiin olkedy okedy okeey okeedy keedas otear shkeor qoky	pam kaiin olkedy okedy okeey okeed kee ar otear shke r qoky	reader agreement conditions confidence only; it does not identify plaintext
G662-T0146	f112r	f112r.40	8	chkey	MEDIAL	1	1	0	sain okal lkeedy okar okchedy qokal keedy chkey oty oral	sain okal lkeedy okar okchedy qokal keedy chkey oto aral	sain okal lkeedy okar okchedy qokal keedy chkey oto aral	reader agreement conditions confidence only; it does not identify plaintext
G662-T0147	f112r	f112r.8	7	qokeeey	MEDIAL	1	1	0	sairo r eedy chol qotchedy dody qokeeey dairam	sairor eteedy chol qotchedy dody qokeeey dair ag	sairor etee y chol qotchedy dody qokeeey dair am	reader agreement conditions confidence only; it does not identify plaintext
