template_replay_ordinal	event_id	statement_id	physical_page	register	surface	recipe	state_marker_sequence	state_frame_role	sentence_prefix_de	sentence_suffix_de	base_mode	effective_action_roots	action_topology	generated_action_chain_de	effective_argument_roots	argument_topology	generated_argument_phrase_de	modifier_atoms	modifier_type_sequence	generated_modifier_phrase_de	outer_template_signature	structural_template_signature	generated_microphrase_de	source_microphrase_de	exact_replay	replay_status	written_atom_alignment	guard	outer_template_id	structural_template_id
40	G407-E0238	G407-S008	f10r	HERBAL	qotchy	OT+Y	OT	ADVANCE_TO_NEXT_OPERATION	Danach	NONE	ACTION_CHAIN	T	A	stelle den Posten ein	Y	SINGLE	den Posten	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OT || ACTION_CHAIN || A || SINGLE || NONE	Danach: stelle den Posten ein.	Danach: stelle den Posten ein.	YES	EXACT_SOURCE_REPLAY	1:OT=danach | 2:Y=den Posten	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T139
41	G407-E0239	G407-S008	f10r	HERBAL	chol	OL	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	T	A	stelle den Posten ein	Y	SINGLE	den Posten	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A || SINGLE || NONE	Weiter: stelle den Posten ein.	Weiter: stelle den Posten ein.	YES	EXACT_SOURCE_REPLAY	1:OL=weiter	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T072
42	G407-E0253	G407-S008	f10r	HERBAL	ody	O+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	R	A	markiere die Einheit	OR	SINGLE	die Einheit	O	FORMAL_CONTROL	zur Ausführung	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || FORMAL_CONTROL	Markiere die Einheit; zur Ausführung; abschließen.	Markiere die Einheit; zur Ausführung; abschließen.	YES	EXACT_SOURCE_REPLAY	1:O=zur Ausführung | 2:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T006
43	G407-E0255	G407-S009	f10r	HERBAL	qotchol	OT+CH+OL	OT+OL	ADVANCE_THEN_CONTINUE	Danach	weiterführen	ACTION_CHAIN	CH	A	nimm den Posten	Y	SINGLE	den Posten	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__SUFFIX	OT+OL || ACTION_CHAIN || A || SINGLE || NONE	Danach: nimm den Posten; weiterführen.	Danach: nimm den Posten; weiterführen.	YES	EXACT_SOURCE_REPLAY	1:OT=danach | 2:CH=nehmen | 3:OL=weiter	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O06	GDT565-T167
44	G407-E0256	G407-S009	f10r	HERBAL	chol	OL	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	CH	A	nimm den Posten	Y	SINGLE	den Posten	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A || SINGLE || NONE	Weiter: nimm den Posten.	Weiter: nimm den Posten.	YES	EXACT_SOURCE_REPLAY	1:OL=weiter	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T072
45	G407-E0262	G407-S009	f10r	HERBAL	qoctholy	CARRIER_Q+O+CH+T+OL+Y	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	CH|T	A+A	nimm den Posten und stelle den Posten ein	Y	SINGLE	den Posten	CARRIER_Q+O	FORMAL_CONTROL+FORMAL_CONTROL	am Beginn; zur Ausführung	PREFIX__ACTION_CHAIN__MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A+A || SINGLE || FORMAL_CONTROL+FORMAL_CONTROL	Weiter: nimm den Posten und stelle den Posten ein; am Beginn; zur Ausführung.	Weiter: nimm den Posten und stelle den Posten ein; am Beginn; zur Ausführung.	YES	EXACT_SOURCE_REPLAY	1:CARRIER_Q=am Beginn | 2:O=zur Ausführung | 3:CH=nehmen | 4:T=einstellen | 5:OL=weiter | 6:Y=den Posten	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O03	GDT565-T080
46	G407-E0268	G407-S009	f10r	HERBAL	qokchol	OK+OL	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	OK	A	setze den Posten	Y	SINGLE	den Posten	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A || SINGLE || NONE	Weiter: setze den Posten.	Weiter: setze den Posten.	YES	EXACT_SOURCE_REPLAY	1:OK=setzen | 2:OL=weiter	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T072
47	G407-E0277	G407-S009	f10r	HERBAL	qotchor	OT+CH+OR	OT	ADVANCE_TO_NEXT_OPERATION	Danach	NONE	ACTION_CHAIN	CH	A	nimm die Einheit	OR	SINGLE	die Einheit	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OT || ACTION_CHAIN || A || SINGLE || NONE	Danach: nimm die Einheit.	Danach: nimm die Einheit.	YES	EXACT_SOURCE_REPLAY	1:OT=danach | 2:CH=nehmen | 3:OR=die Einheit	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T139
48	G407-E0279	G407-S009	f10r	HERBAL	otol	OT+OL	OT+OL	ADVANCE_THEN_CONTINUE	Danach	weiterführen	ACTION_CHAIN	CH	A	nimm die Einheit	OR	SINGLE	die Einheit	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__SUFFIX	OT+OL || ACTION_CHAIN || A || SINGLE || NONE	Danach: nimm die Einheit; weiterführen.	Danach: nimm die Einheit; weiterführen.	YES	EXACT_SOURCE_REPLAY	1:OT=danach | 2:OL=weiter	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O06	GDT565-T167
49	G407-E0280	G407-S009	f10r	HERBAL	chol	OL	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	CH	A	nimm die Einheit	OR	SINGLE	die Einheit	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A || SINGLE || NONE	Weiter: nimm die Einheit.	Weiter: nimm die Einheit.	YES	EXACT_SOURCE_REPLAY	1:OL=weiter	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T072
50	G407-E0281	G407-S009	f10r	HERBAL	cholor	OL+OR	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	CH	A	nimm die Einheit	OR	SINGLE	die Einheit	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A || SINGLE || NONE	Weiter: nimm die Einheit.	Weiter: nimm die Einheit.	YES	EXACT_SOURCE_REPLAY	1:OL=weiter | 2:OR=die Einheit	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T072
51	G407-E0282	G407-S009	f10r	HERBAL	chol	OL	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	CH	A	nimm die Einheit	OR	SINGLE	die Einheit	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A || SINGLE || NONE	Weiter: nimm die Einheit.	Weiter: nimm die Einheit.	YES	EXACT_SOURCE_REPLAY	1:OL=weiter	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T072
52	G407-E0292	G407-S009	f10r	HERBAL	oqotor	O+OT+OR	OT	ADVANCE_TO_NEXT_OPERATION	Danach	NONE	ACTION_CHAIN	CH	A	nimm die Einheit	OR	SINGLE	die Einheit	O	FORMAL_CONTROL	zur Ausführung	PREFIX__ACTION_CHAIN__MODIFIER__NO_SUFFIX	OT || ACTION_CHAIN || A || SINGLE || FORMAL_CONTROL	Danach: nimm die Einheit; zur Ausführung.	Danach: nimm die Einheit; zur Ausführung.	YES	EXACT_SOURCE_REPLAY	1:O=zur Ausführung | 2:OT=danach | 3:OR=die Einheit	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O03	GDT565-T123
53	G407-E0293	G407-S009	f10r	HERBAL	otor	OT+OR	OT	ADVANCE_TO_NEXT_OPERATION	Danach	NONE	ACTION_CHAIN	CH	A	nimm die Einheit	OR	SINGLE	die Einheit	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OT || ACTION_CHAIN || A || SINGLE || NONE	Danach: nimm die Einheit.	Danach: nimm die Einheit.	YES	EXACT_SOURCE_REPLAY	1:OT=danach | 2:OR=die Einheit	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T139
54	G407-E0298	G407-S009	f10r	HERBAL	otchoshor	OT+CH+O+SH+OR	OT	ADVANCE_TO_NEXT_OPERATION	Danach	NONE	ACTION_CHAIN	CH|SH	A+A	nimm die Einheit und halte die Einheit	OR	SINGLE	die Einheit	O	FORMAL_CONTROL	zur Ausführung	PREFIX__ACTION_CHAIN__MODIFIER__NO_SUFFIX	OT || ACTION_CHAIN || A+A || SINGLE || FORMAL_CONTROL	Danach: nimm die Einheit und halte die Einheit; zur Ausführung.	Danach: nimm die Einheit und halte die Einheit; zur Ausführung.	YES	EXACT_SOURCE_REPLAY	1:OT=danach | 2:CH=nehmen | 3:O=zur Ausführung | 4:SH=halten | 5:OR=die Einheit	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O03	GDT565-T144
55	G407-E0299	G407-S009	f10r	HERBAL	qoty	OT+Y	OT	ADVANCE_TO_NEXT_OPERATION	Danach	NONE	ACTION_CHAIN	SH	A	halte den Posten	Y	SINGLE	den Posten	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OT || ACTION_CHAIN || A || SINGLE || NONE	Danach: halte den Posten.	Danach: halte den Posten.	YES	EXACT_SOURCE_REPLAY	1:OT=danach | 2:Y=den Posten	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T139
56	G407-E0300	G407-S009	f10r	HERBAL	qotor	OT+OR	OT	ADVANCE_TO_NEXT_OPERATION	Danach	NONE	ACTION_CHAIN	SH	A	halte die Einheit	OR	SINGLE	die Einheit	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OT || ACTION_CHAIN || A || SINGLE || NONE	Danach: halte die Einheit.	Danach: halte die Einheit.	YES	EXACT_SOURCE_REPLAY	1:OT=danach | 2:OR=die Einheit	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T139
57	G407-E0302	G407-S009	f10r	HERBAL	otar	OT+AR	OT	ADVANCE_TO_NEXT_OPERATION	Danach	NONE	ACTION_CHAIN	T	A	stelle den Posten ein	Y	SINGLE	den Posten	AR	RELATION	vom Ausgang	PREFIX__ACTION_CHAIN__MODIFIER__NO_SUFFIX	OT || ACTION_CHAIN || A || SINGLE || RELATION	Danach: stelle den Posten ein; vom Ausgang.	Danach: stelle den Posten ein; vom Ausgang.	YES	EXACT_SOURCE_REPLAY	1:OT=danach | 2:AR=vom Ausgang	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O03	GDT565-T140
58	G407-E0305	G407-S009	f10r	HERBAL	qotchy	OT+Y	OT	ADVANCE_TO_NEXT_OPERATION	Danach	NONE	ACTION_CHAIN	T	A	stelle den Posten ein	Y	SINGLE	den Posten	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OT || ACTION_CHAIN || A || SINGLE || NONE	Danach: stelle den Posten ein.	Danach: stelle den Posten ein.	YES	EXACT_SOURCE_REPLAY	1:OT=danach | 2:Y=den Posten	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T139
59	G407-E0306	G407-S009	f10r	HERBAL	qotor	OT+OR	OT	ADVANCE_TO_NEXT_OPERATION	Danach	NONE	ACTION_CHAIN	T	A	stelle die Einheit ein	OR	SINGLE	die Einheit	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OT || ACTION_CHAIN || A || SINGLE || NONE	Danach: stelle die Einheit ein.	Danach: stelle die Einheit ein.	YES	EXACT_SOURCE_REPLAY	1:OT=danach | 2:OR=die Einheit	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T139
60	G407-E0307	G407-S010	f11r	HERBAL	tshol	T+SH+OL	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	T|SH	A+A	stelle ein und halte	NONE	NONE	NONE	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A+A || NONE || NONE	Weiter: stelle ein und halte.	Weiter: stelle ein und halte.	YES	EXACT_SOURCE_REPLAY	1:T=einstellen | 2:SH=halten | 3:OL=weiter	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T078
61	G407-E0313	G407-S010	f11r	HERBAL	tchody	T+CH+O+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	T|CH	A+A	stelle den Posten ein und nimm den Posten	Y	SINGLE	den Posten	O	FORMAL_CONTROL	zur Ausführung	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A+A || SINGLE || FORMAL_CONTROL	Stelle den Posten ein und nimm den Posten; zur Ausführung; abschließen.	Stelle den Posten ein und nimm den Posten; zur Ausführung; abschließen.	YES	EXACT_SOURCE_REPLAY	1:T=einstellen | 2:CH=nehmen | 3:O=zur Ausführung | 4:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T032
62	G407-E0322	G407-S011	f11r	HERBAL	kchol	K+OL	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	K	A	gib den Posten	Y	SINGLE	den Posten	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A || SINGLE || NONE	Weiter: gib den Posten.	Weiter: gib den Posten.	YES	EXACT_SOURCE_REPLAY	1:K=geben | 2:OL=weiter	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T072
63	G407-E0324	G407-S011	f11r	HERBAL	qoty	OT+Y	OT	ADVANCE_TO_NEXT_OPERATION	Danach	NONE	ACTION_CHAIN	K	A	gib den Posten	Y	SINGLE	den Posten	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OT || ACTION_CHAIN || A || SINGLE || NONE	Danach: gib den Posten.	Danach: gib den Posten.	YES	EXACT_SOURCE_REPLAY	1:OT=danach | 2:Y=den Posten	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T139
64	G407-E0325	G407-S011	f11r	HERBAL	chol	OL	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	K	A	gib den Posten	Y	SINGLE	den Posten	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A || SINGLE || NONE	Weiter: gib den Posten.	Weiter: gib den Posten.	YES	EXACT_SOURCE_REPLAY	1:OL=weiter	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T072
65	G407-E0329	G407-S011	f11r	HERBAL	choty	CH+OT+Y	OT	ADVANCE_TO_NEXT_OPERATION	Danach	NONE	ACTION_CHAIN	CH	A	nimm den Posten	Y	SINGLE	den Posten	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OT || ACTION_CHAIN || A || SINGLE || NONE	Danach: nimm den Posten.	Danach: nimm den Posten.	YES	EXACT_SOURCE_REPLAY	1:CH=nehmen | 2:OT=danach | 3:Y=den Posten	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T139
66	G407-E0334	G407-S011	f11r	HERBAL	dchol	D_ADDR+OL	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	CH	A	nimm den Wert	AIIN	SINGLE	den Wert	D_ADDR	LOCAL_OR_CLASS_SIGN	hier	PREFIX__ACTION_CHAIN__MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A || SINGLE || LOCAL_OR_CLASS_SIGN	Weiter: nimm den Wert; hier.	Weiter: nimm den Wert; hier.	YES	EXACT_SOURCE_REPLAY	1:D_ADDR=hier | 2:OL=weiter	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O03	GDT565-T068
67	G407-E0339	G407-S011	f11r	HERBAL	tchol	T+OL	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	T	A	stelle den Wert ein	AIIN	SINGLE	den Wert	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A || SINGLE || NONE	Weiter: stelle den Wert ein.	Weiter: stelle den Wert ein.	YES	EXACT_SOURCE_REPLAY	1:T=einstellen | 2:OL=weiter	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T072
68	G407-E0354	G407-S011	f11r	HERBAL	otol	OT+OL	OT+OL	ADVANCE_THEN_CONTINUE	Danach	weiterführen	ACTION_CHAIN	S	A	wähle den Posten	Y	SINGLE	den Posten	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__SUFFIX	OT+OL || ACTION_CHAIN || A || SINGLE || NONE	Danach: wähle den Posten; weiterführen.	Danach: wähle den Posten; weiterführen.	YES	EXACT_SOURCE_REPLAY	1:OT=danach | 2:OL=weiter	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O06	GDT565-T167
69	G407-E0362	G407-S011	f11r	HERBAL	qotchy	OT+Y	OT	ADVANCE_TO_NEXT_OPERATION	Danach	NONE	ACTION_CHAIN	S	A	wähle den Posten	Y	SINGLE	den Posten	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OT || ACTION_CHAIN || A || SINGLE || NONE	Danach: wähle den Posten.	Danach: wähle den Posten.	YES	EXACT_SOURCE_REPLAY	1:OT=danach | 2:Y=den Posten	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T139
70	G407-E0363	G407-S011	f11r	HERBAL	okchol	OK+OL	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	OK	A	setze den Posten	Y	SINGLE	den Posten	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A || SINGLE || NONE	Weiter: setze den Posten.	Weiter: setze den Posten.	YES	EXACT_SOURCE_REPLAY	1:OK=setzen | 2:OL=weiter	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T072
71	G407-E0368	G407-S012	f13r	HERBAL	shol	SH+OL	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	SH	A	halte den Posten	Y	SINGLE	den Posten	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A || SINGLE || NONE	Weiter: halte den Posten.	Weiter: halte den Posten.	YES	EXACT_SOURCE_REPLAY	1:SH=halten | 2:OL=weiter	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T072
72	G407-E0371	G407-S012	f13r	HERBAL	shol	SH+OL	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	SH	A	halte den Posten	Y	SINGLE	den Posten	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A || SINGLE || NONE	Weiter: halte den Posten.	Weiter: halte den Posten.	YES	EXACT_SOURCE_REPLAY	1:SH=halten | 2:OL=weiter	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T072
73	G407-E0375	G407-S012	f13r	HERBAL	dchol	D_ADDR+OL	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	CH	A	nimm den Posten	Y	SINGLE	den Posten	D_ADDR	LOCAL_OR_CLASS_SIGN	hier	PREFIX__ACTION_CHAIN__MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A || SINGLE || LOCAL_OR_CLASS_SIGN	Weiter: nimm den Posten; hier.	Weiter: nimm den Posten; hier.	YES	EXACT_SOURCE_REPLAY	1:D_ADDR=hier | 2:OL=weiter	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O03	GDT565-T068
74	G407-E0376	G407-S012	f13r	HERBAL	chol	OL	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	CH	A	nimm den Posten	Y	SINGLE	den Posten	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A || SINGLE || NONE	Weiter: nimm den Posten.	Weiter: nimm den Posten.	YES	EXACT_SOURCE_REPLAY	1:OL=weiter	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T072
75	G407-E0377	G407-S012	f13r	HERBAL	dol	D_ADDR+OL	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	CH	A	nimm den Posten	Y	SINGLE	den Posten	D_ADDR	LOCAL_OR_CLASS_SIGN	hier	PREFIX__ACTION_CHAIN__MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A || SINGLE || LOCAL_OR_CLASS_SIGN	Weiter: nimm den Posten; hier.	Weiter: nimm den Posten; hier.	YES	EXACT_SOURCE_REPLAY	1:D_ADDR=hier | 2:OL=weiter	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O03	GDT565-T068
76	G407-E0382	G407-S012	f13r	HERBAL	qoty	OT+Y	OT	ADVANCE_TO_NEXT_OPERATION	Danach	NONE	ACTION_CHAIN	K	A	gib den Posten	Y	SINGLE	den Posten	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OT || ACTION_CHAIN || A || SINGLE || NONE	Danach: gib den Posten.	Danach: gib den Posten.	YES	EXACT_SOURCE_REPLAY	1:OT=danach | 2:Y=den Posten	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T139
77	G407-E0399	G407-S012	f13r	HERBAL	otchor	OT+CH+OR	OT	ADVANCE_TO_NEXT_OPERATION	Danach	NONE	ACTION_CHAIN	CH	A	nimm die Einheit	OR	SINGLE	die Einheit	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OT || ACTION_CHAIN || A || SINGLE || NONE	Danach: nimm die Einheit.	Danach: nimm die Einheit.	YES	EXACT_SOURCE_REPLAY	1:OT=danach | 2:CH=nehmen | 3:OR=die Einheit	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T139
78	G407-E0403	G407-S012	f13r	HERBAL	kchol	K+OL	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	K	A	gib den Posten	Y	SINGLE	den Posten	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A || SINGLE || NONE	Weiter: gib den Posten.	Weiter: gib den Posten.	YES	EXACT_SOURCE_REPLAY	1:K=geben | 2:OL=weiter	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T072
79	G407-E0406	G407-S012	f13r	HERBAL	otchol	OT+CH+OL	OT+OL	ADVANCE_THEN_CONTINUE	Danach	weiterführen	ACTION_CHAIN	CH	A	nimm den Posten	Y	SINGLE	den Posten	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__SUFFIX	OT+OL || ACTION_CHAIN || A || SINGLE || NONE	Danach: nimm den Posten; weiterführen.	Danach: nimm den Posten; weiterführen.	YES	EXACT_SOURCE_REPLAY	1:OT=danach | 2:CH=nehmen | 3:OL=weiter	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O06	GDT565-T167
80	G407-E0407	G407-S012	f13r	HERBAL	cfholdy	CH+LOCAL_CHAR_F+OL+DY	OL+DY	CONTINUE_THEN_CLOSE	Weiter	abschließen	ACTION_CHAIN	CH	A	nimm den Posten	Y	SINGLE	den Posten	LOCAL_CHAR_F	LOCAL_OR_CLASS_SIGN	hier	PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	OL+DY || ACTION_CHAIN || A || SINGLE || LOCAL_OR_CLASS_SIGN	Weiter: nimm den Posten; hier; abschließen.	Weiter: nimm den Posten; hier; abschließen.	YES	EXACT_SOURCE_REPLAY	1:CH=nehmen | 2:LOCAL_CHAR_F=hier | 3:OL=weiter | 4:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O04	GDT565-T109
81	G407-E0411	G407-S013	f13r	HERBAL	qotchol	OT+CH+OL	OT+OL	ADVANCE_THEN_CONTINUE	Danach	weiterführen	ACTION_CHAIN	CH	A	nimm den Wert	AIIN	SINGLE	den Wert	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__SUFFIX	OT+OL || ACTION_CHAIN || A || SINGLE || NONE	Danach: nimm den Wert; weiterführen.	Danach: nimm den Wert; weiterführen.	YES	EXACT_SOURCE_REPLAY	1:OT=danach | 2:CH=nehmen | 3:OL=weiter	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O06	GDT565-T167
