recipe_context_cell_ordinal	recipe_context_cell_id	gdt564_source_cell_id	recipe	portable_route	event_count	effective_action_signatures	effective_argument_signatures	state_marker_sequence	base_mode	action_topology	argument_topology	modifier_atoms	modifier_type_sequence	outer_template_id	structural_template_id	generated_owner_free_microphrase_de	source_microphrases_de	event_ids	physical_page_count	physical_pages	register_count	registers	exact_replay_event_count	normalized_event_count	all_events_accounted	guard
55	GDT565-C0055	FIXED_RECIPE	CH+OL+D_ADDR+SH+Y	FIXED_RECIPE	1	CH|SH	Y	OL	ACTION_CHAIN	A+A	SINGLE	D_ADDR	LOCAL_OR_CLASS_SIGN	GDT565-O03	GDT565-T090	Weiter: nimm den Posten und halte den Posten; hier.	Weiter: nimm den Posten und halte den Posten; hier.	G407-E0494	1	f17r	1	HERBAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
56	GDT565-C0056	FIXED_RECIPE	CH+OR+OL+S+AL	FIXED_RECIPE	1	CH|S	OR	OL	ACTION_CHAIN	A+A	SINGLE	AL	RELATION	GDT565-O03	GDT565-T095	Weiter: nimm die Einheit und wähle die Einheit; zum Zielort.	Weiter: nimm die Einheit und wähle die Einheit; zum Zielort.	G407-E3881	1	f88r	1	PHARMA	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
57	GDT565-C0057	FIXED_RECIPE	CH+OR+SH+E+DY	FIXED_RECIPE	1	CH|SH	OR	DY	ACTION_CHAIN	A+A	SINGLE	E	GRADE	GDT565-O01	GDT565-T034	Nimm die Einheit und halte die Einheit; auf Grad I; abschließen.	Nimm die Einheit und halte die Einheit; auf Grad I; abschließen.	G407-E1963	1	f76r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
58	GDT565-C0058	GDT564-C0028	CH+OT+AM_ADDR	WRITTEN_ACTION__SELECT_ARGUMENT	1	CH	Y	OT	ACTION_CHAIN	A	SINGLE	AM_ADDR	LOCAL_OR_CLASS_SIGN	GDT565-O03	GDT565-T136	Danach: nimm den Posten; hier.	Danach: nimm den Posten; hier.	G407-E4000	1	f88v	1	PHARMA	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
59	GDT565-C0059	GDT564-C0027	CH+OT+AM_ADDR	WRITTEN_ACTION__SELECT_ARGUMENT	1	CH	AIIN	OT	ACTION_CHAIN	A	SINGLE	AM_ADDR	LOCAL_OR_CLASS_SIGN	GDT565-O03	GDT565-T136	Danach: nimm den Wert; hier.	Danach: nimm den Wert; hier.	G407-E1168	1	f72r	1	CELESTIAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
60	GDT565-C0060	FIXED_RECIPE	CH+OT+CH+E+Y	FIXED_RECIPE	1	CH|CH	Y	OT	ACTION_CHAIN	A+A	SINGLE	E	GRADE	GDT565-O03	GDT565-T145	Danach: nimm den Posten und nimm den Posten; auf Grad I.	Danach: nimm den Posten und nimm den Posten; auf Grad I.	G407-E0851	1	f56r	1	HERBAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
61	GDT565-C0061	FIXED_RECIPE	CH+OT+E+Y	FIXED_RECIPE	1	CH	Y	OT	ACTION_CHAIN	A	SINGLE	E	GRADE	GDT565-O03	GDT565-T127	Danach: nimm den Posten; auf Grad I.	Danach: nimm den Posten; auf Grad I.	G407-E0213	1	f1r	1	SOURCE_SECTION_T	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
62	GDT565-C0062	FIXED_RECIPE	CH+OT+EE+Y	FIXED_RECIPE	2	CH	Y	OT	ACTION_CHAIN	A	SINGLE	EE	GRADE	GDT565-O03	GDT565-T127	Danach: nimm den Posten; auf Grad II.	Danach: nimm den Posten; auf Grad II.	G407-E1030 || G407-E1343	2	f68r1 || f72r	1	CELESTIAL	2	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
63	GDT565-C0063	FIXED_RECIPE	CH+OT+O+M_LOCAL	FIXED_RECIPE	1	CH	Y	OT	ACTION_CHAIN	A	SINGLE	O+M_LOCAL	FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN	GDT565-O03	GDT565-T125	Danach: nimm den Posten; zur Ausführung; hier.	Danach: nimm den Posten; zur Ausführung; hier.	G407-E0520	1	f17r	1	HERBAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
64	GDT565-C0064	FIXED_RECIPE	CH+OT+OL	FIXED_RECIPE	1	CH	Y	OT+OL	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O06	GDT565-T167	Danach: nimm den Posten; weiterführen.	Danach: nimm den Posten; weiterführen.	G407-E0877	1	f56r	1	HERBAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
65	GDT565-C0065	FIXED_RECIPE	CH+OT+Y	FIXED_RECIPE	5	CH	Y	OT	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T139	Danach: nimm den Posten.	Danach: nimm den Posten.	G407-E0212 || G407-E0329 || G407-E0812 || G407-E1405 || G515-E0371	5	f11r || f1r || f56r || f66r || f72r	3	CELESTIAL || HERBAL || SOURCE_SECTION_T	5	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
66	GDT565-C0066	FIXED_RECIPE	CH+P+AL+DY	FIXED_RECIPE	1	CH|P	OR	DY	ACTION_CHAIN	A+A	SINGLE	AL	RELATION	GDT565-O01	GDT565-T038	Nimm die Einheit und setze die Einheit ein; zum Zielort; abschließen.	Nimm die Einheit und setze die Einheit ein; zum Zielort; abschließen.	G407-E0483	1	f17r	1	HERBAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
67	GDT565-C0067	FIXED_RECIPE	CH+P+A_ADDR+DY	FIXED_RECIPE	1	CH|P	Y	DY	ACTION_CHAIN	A+A	SINGLE	A_ADDR	LOCAL_OR_CLASS_SIGN	GDT565-O01	GDT565-T036	Nimm den Posten und setze den Posten ein; hier; abschließen.	Nimm den Posten und setze den Posten ein; hier; abschließen.	G515-E0002	1	f4r	1	HERBAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
68	GDT565-C0068	GDT564-C0029	CH+P+E+DY	WRITTEN_ACTION__SELECT_ARGUMENT	1	CH|P	AIN	DY	ACTION_CHAIN	A+A	SINGLE	E	GRADE	GDT565-O01	GDT565-T034	Nimm den Anteil und setze den Anteil ein; auf Grad I; abschließen.	Nimm den Anteil und setze den Anteil ein; auf Grad I; abschließen.	G407-E3002	1	f81v	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
69	GDT565-C0069	GDT564-C0030	CH+P+E+DY	WRITTEN_ACTION__SELECT_ARGUMENT	1	CH|P	NONE	DY	ACTION_CHAIN	A+A	NONE	E	GRADE	GDT565-O01	GDT565-T030	Nimm und setze ein; auf Grad I; abschließen.	Nimm und setze ein; auf Grad I; abschließen.	G515-E0578	1	f66r	1	SOURCE_SECTION_T	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
70	GDT565-C0070	FIXED_RECIPE	CH+P+E+O+DY	FIXED_RECIPE	1	CH|P	Y	DY	ACTION_CHAIN	A+A	SINGLE	E+O	GRADE+FORMAL_CONTROL	GDT565-O01	GDT565-T035	Nimm den Posten und setze den Posten ein; auf Grad I; zur Ausführung; abschließen.	Nimm den Posten und setze den Posten ein; auf Grad I; zur Ausführung; abschließen.	G407-E4017	1	f88v	1	PHARMA	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
71	GDT565-C0071	FIXED_RECIPE	CH+P+EEE+D_ADDR+OL	FIXED_RECIPE	1	CH|P	Y	OL	ACTION_CHAIN	A+A	SINGLE	EEE+D_ADDR	GRADE+LOCAL_OR_CLASS_SIGN	GDT565-O03	GDT565-T088	Weiter: nimm den Posten und setze den Posten ein; auf Grad III; hier.	Weiter: nimm den Posten und setze den Posten ein; auf Grad III; hier.	G407-E4197	1	f89r	1	PHARMA	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
72	GDT565-C0072	FIXED_RECIPE	CH+P+OL	FIXED_RECIPE	2	CH|P	Y	OL	ACTION_CHAIN	A+A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T094	Weiter: nimm den Posten und setze den Posten ein.	Weiter: nimm den Posten und setze den Posten ein.	G407-E1031 || G407-E3844	2	f68r1 || f88r	2	CELESTIAL || PHARMA	2	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
73	GDT565-C0073	FIXED_RECIPE	CH+P+OL+DY	FIXED_RECIPE	1	CH|P	Y	OL+DY	ACTION_CHAIN	A+A	SINGLE	NONE	NONE	GDT565-O06	GDT565-T115	Weiter: nimm den Posten und setze den Posten ein; abschließen.	Weiter: nimm den Posten und setze den Posten ein; abschließen.	G515-E0047	1	f4r	1	HERBAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
74	GDT565-C0074	FIXED_RECIPE	CH+P+SH+EE+DY	FIXED_RECIPE	1	CH|P|SH	Y	DY	ACTION_CHAIN	A+A+A	SINGLE	EE	GRADE	GDT565-O01	GDT565-T041	Nimm den Posten und setze den Posten ein und halte den Posten; auf Grad II; abschließen.	Nimm den Posten und setze den Posten ein und halte den Posten; auf Grad II; abschließen.	G407-E2209	1	f76r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
75	GDT565-C0075	FIXED_RECIPE	CH+S+DY	FIXED_RECIPE	1	CH|S	AIN	DY	ACTION_CHAIN	A+A	SINGLE	NONE	NONE	GDT565-O02	GDT565-T037	Nimm den Anteil und wähle den Anteil; abschließen.	Nimm den Anteil und wähle den Anteil; abschließen.	G407-E1716	1	f75r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
76	GDT565-C0076	FIXED_RECIPE	CH+T+E+OL	FIXED_RECIPE	1	CH|T	Y	OL	ACTION_CHAIN	A+A	SINGLE	E	GRADE	GDT565-O03	GDT565-T085	Weiter: nimm den Posten und stelle den Posten ein; auf Grad I.	Weiter: nimm den Posten und stelle den Posten ein; auf Grad I.	G407-E3797	1	f88r	1	PHARMA	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
77	GDT565-C0077	GDT564-C0033	CH+T+OL	WRITTEN_ACTION__SELECT_ARGUMENT	3	CH|T	Y	OL	ACTION_CHAIN	A+A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T094	Weiter: nimm den Posten und stelle den Posten ein.	Weiter: nimm den Posten und stelle den Posten ein.	G407-E0592 || G407-E3211 || G407-E3885	3	f18r || f82r || f88r	3	BIOLOGICAL || HERBAL || PHARMA	3	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
78	GDT565-C0078	GDT564-C0031	CH+T+OL	WRITTEN_ACTION__SELECT_ARGUMENT	4	CH|T	AIIN	OL	ACTION_CHAIN	A+A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T094	Weiter: nimm den Wert und stelle den Wert ein.	Weiter: nimm den Wert und stelle den Wert ein.	G407-E0187 || G407-E0554 || G407-E0865 || G515-E0040	4	f18r || f1r || f4r || f56r	2	HERBAL || SOURCE_SECTION_T	4	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
79	GDT565-C0079	GDT564-C0032	CH+T+OL	WRITTEN_ACTION__SELECT_ARGUMENT	1	CH|T	OR	OL	ACTION_CHAIN	A+A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T094	Weiter: nimm die Einheit und stelle die Einheit ein.	Weiter: nimm die Einheit und stelle die Einheit ein.	G515-E0013	1	f4r	1	HERBAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
80	GDT565-C0080	FIXED_RECIPE	CH+T+OL+D_ADDR+AR	FIXED_RECIPE	1	CH|T	AIIN	OL	ACTION_CHAIN	A+A	SINGLE	D_ADDR+AR	LOCAL_OR_CLASS_SIGN+RELATION	GDT565-O03	GDT565-T093	Weiter: nimm den Wert und stelle den Wert ein; hier; vom Ausgang.	Weiter: nimm den Wert und stelle den Wert ein; hier; vom Ausgang.	G407-E0189	1	f1r	1	SOURCE_SECTION_T	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
81	GDT565-C0081	FIXED_RECIPE	CH+T+OL+S	FIXED_RECIPE	1	CH|T|S	Y	OL	ACTION_CHAIN	A+A+A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T099	Weiter: nimm den Posten und stelle den Posten ein und wähle den Posten.	Weiter: nimm den Posten und stelle den Posten ein und wähle den Posten.	G407-E0151	1	f1r	1	SOURCE_SECTION_T	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
82	GDT565-C0082	FIXED_RECIPE	CHD+DY	FIXED_RECIPE	4	CHD	Y	DY	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O02	GDT565-T023	Bearbeite den Posten; abschließen.	Bearbeite den Posten; abschließen.	G407-E2993 || G407-E3147 || G407-E3502 || G407-E4506	3	f81v || f83r || f95v	2	BIOLOGICAL || HERBAL	4	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
83	GDT565-C0083	FIXED_RECIPE	CHD+OL	FIXED_RECIPE	2	CHD	AIIN	OL	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T072	Weiter: bearbeite den Wert.	Weiter: bearbeite den Wert.	G407-E2372 || G407-E3223	2	f76r || f82r	1	BIOLOGICAL	2	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
84	GDT565-C0084	FIXED_RECIPE	DA+IIN+DY	FIXED_RECIPE	1	K	Y	DY	ACTION_CHAIN	A	SINGLE	DA+IIN	FORMAL_CONTROL+FORMAL_CONTROL	GDT565-O01	GDT565-T007	Gib den Posten; auf der zweiten Stufe; auf der Stufe; abschließen.	Gib den Posten; auf der zweiten Stufe; auf der Stufe; abschließen.	G407-E3011	1	f81v	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
85	GDT565-C0085	FIXED_RECIPE	D_ADDR+AIN+AL+DY	FIXED_RECIPE	1	CH	AIN	DY	ACTION_CHAIN	A	SINGLE	D_ADDR+AL	LOCAL_OR_CLASS_SIGN+RELATION	GDT565-O01	GDT565-T020	Nimm den Anteil; hier; zum Zielort; abschließen.	Nimm den Anteil; hier; zum Zielort; abschließen.	G407-E4140	1	f89r	1	PHARMA	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
86	GDT565-C0086	FIXED_RECIPE	D_ADDR+AIR+O+DY	FIXED_RECIPE	1	SH	Y	DY	ACTION_CHAIN	A	SINGLE	D_ADDR+AIR+O	LOCAL_OR_CLASS_SIGN+RELATION+FORMAL_CONTROL	GDT565-O01	GDT565-T021	Halte den Posten; hier; entlang der Bahn; zur Ausführung; abschließen.	Halte den Posten; hier; entlang der Bahn; zur Ausführung; abschließen.	G515-E0425	1	f66r	1	SOURCE_SECTION_T	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
87	GDT565-C0087	FIXED_RECIPE	D_ADDR+AR+D_ADDR+AR+DY	FIXED_RECIPE	1	OK	Y	DY	ACTION_CHAIN	A	SINGLE	D_ADDR+AR+D_ADDR+AR	LOCAL_OR_CLASS_SIGN+RELATION+LOCAL_OR_CLASS_SIGN+RELATION	GDT565-O01	GDT565-T022	Setze den Posten; hier; vom Ausgang; hier; vom Ausgang; abschließen.	Setze den Posten; hier; vom Ausgang; hier; vom Ausgang; abschließen.	G407-E1755	1	f75r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
88	GDT565-C0088	FIXED_RECIPE	D_ADDR+CH+O+DY	FIXED_RECIPE	1	CH	AIN	DY	ACTION_CHAIN	A	SINGLE	D_ADDR+O	LOCAL_OR_CLASS_SIGN+FORMAL_CONTROL	GDT565-O01	GDT565-T017	Nimm den Anteil; hier; zur Ausführung; abschließen.	Nimm den Anteil; hier; zur Ausführung; abschließen.	G407-E4525	1	f95v	1	HERBAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
89	GDT565-C0089	FIXED_RECIPE	D_ADDR+E+DY	FIXED_RECIPE	1	K	Y	DY	ACTION_CHAIN	A	SINGLE	D_ADDR+E	LOCAL_OR_CLASS_SIGN+GRADE	GDT565-O01	GDT565-T019	Gib den Posten; hier; auf Grad I; abschließen.	Gib den Posten; hier; auf Grad I; abschließen.	G407-E3100	1	f81v	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
90	GDT565-C0090	FIXED_RECIPE	D_ADDR+O+DY	FIXED_RECIPE	1	CH	Y	DY	ACTION_CHAIN	A	SINGLE	D_ADDR+O	LOCAL_OR_CLASS_SIGN+FORMAL_CONTROL	GDT565-O01	GDT565-T017	Nimm den Posten; hier; zur Ausführung; abschließen.	Nimm den Posten; hier; zur Ausführung; abschließen.	G407-E0451	1	f17r	1	HERBAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
91	GDT565-C0091	FIXED_RECIPE	D_ADDR+O+DY+D_LABEL	FIXED_RECIPE	1	K	AIIN	DY	ACTION_CHAIN	A	SINGLE	D_ADDR+O+D_LABEL	LOCAL_OR_CLASS_SIGN+FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN	GDT565-O01	GDT565-T018	Gib den Wert; hier; zur Ausführung; hier; abschließen.	Gib den Wert; hier; zur Ausführung; hier; abschließen.	G407-E0695	1	f55v	1	HERBAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
92	GDT565-C0092	GDT564-C0036	D_ADDR+OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	1	K	Y	OL	ACTION_CHAIN	A	SINGLE	D_ADDR	LOCAL_OR_CLASS_SIGN	GDT565-O03	GDT565-T068	Weiter: gib den Posten; hier.	Weiter: gib den Posten; hier.	G407-E2887	1	f81r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
93	GDT565-C0093	GDT564-C0040	D_ADDR+OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	2	R	Y	OL	ACTION_CHAIN	A	SINGLE	D_ADDR	LOCAL_OR_CLASS_SIGN	GDT565-O03	GDT565-T068	Weiter: markiere den Posten; hier.	Weiter: markiere den Posten; hier.	G407-E3376 || G407-E4357	2	f82r || f89r	2	BIOLOGICAL || PHARMA	2	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
94	GDT565-C0094	GDT564-C0035	D_ADDR+OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	3	CH	Y	OL	ACTION_CHAIN	A	SINGLE	D_ADDR	LOCAL_OR_CLASS_SIGN	GDT565-O03	GDT565-T068	Weiter: nimm den Posten; hier.	Weiter: nimm den Posten; hier.	G407-E0375 || G407-E0377 || G407-E3927	2	f13r || f88r	2	HERBAL || PHARMA	3	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
95	GDT565-C0095	GDT564-C0034	D_ADDR+OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	2	CH	AIIN	OL	ACTION_CHAIN	A	SINGLE	D_ADDR	LOCAL_OR_CLASS_SIGN	GDT565-O03	GDT565-T068	Weiter: nimm den Wert; hier.	Weiter: nimm den Wert; hier.	G407-E0334 || G407-E4262	2	f11r || f89r	2	HERBAL || PHARMA	2	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
96	GDT565-C0096	GDT564-C0039	D_ADDR+OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	1	P	Y	OL	ACTION_CHAIN	A	SINGLE	D_ADDR	LOCAL_OR_CLASS_SIGN	GDT565-O03	GDT565-T068	Weiter: setze den Posten ein; hier.	Weiter: setze den Posten ein; hier.	G515-E0359	1	f66r	1	SOURCE_SECTION_T	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
97	GDT565-C0097	GDT564-C0038	D_ADDR+OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	2	OK	Y	OL	ACTION_CHAIN	A	SINGLE	D_ADDR	LOCAL_OR_CLASS_SIGN	GDT565-O03	GDT565-T068	Weiter: setze den Posten; hier.	Weiter: setze den Posten; hier.	G407-E2791 || G407-E3103	2	f81r || f81v	1	BIOLOGICAL	2	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
98	GDT565-C0098	GDT564-C0037	D_ADDR+OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	1	OK	AIIN	OL	ACTION_CHAIN	A	SINGLE	D_ADDR	LOCAL_OR_CLASS_SIGN	GDT565-O03	GDT565-T068	Weiter: setze den Wert; hier.	Weiter: setze den Wert; hier.	G407-E2529	1	f77r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
99	GDT565-C0099	GDT564-C0042	D_ADDR+OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	2	S	Y	OL	ACTION_CHAIN	A	SINGLE	D_ADDR	LOCAL_OR_CLASS_SIGN	GDT565-O03	GDT565-T068	Weiter: wähle den Posten; hier.	Weiter: wähle den Posten; hier.	G407-E2329 || G407-E4216	2	f76r || f89r	2	BIOLOGICAL || PHARMA	2	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
100	GDT565-C0100	GDT564-C0041	D_ADDR+OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	1	S	AIIN	OL	ACTION_CHAIN	A	SINGLE	D_ADDR	LOCAL_OR_CLASS_SIGN	GDT565-O03	GDT565-T068	Weiter: wähle den Wert; hier.	Weiter: wähle den Wert; hier.	G515-E0465	1	f66r	1	SOURCE_SECTION_T	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
101	GDT565-C0101	FIXED_RECIPE	D_ADDR+OL+AR+SH+Y	FIXED_RECIPE	1	SH	Y	OL	ACTION_CHAIN	A	SINGLE	D_ADDR+AR	LOCAL_OR_CLASS_SIGN+RELATION	GDT565-O03	GDT565-T071	Weiter: halte den Posten; hier; vom Ausgang.	Weiter: halte den Posten; hier; vom Ausgang.	G515-E0470	1	f66r	1	SOURCE_SECTION_T	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
102	GDT565-C0102	FIXED_RECIPE	D_ADDR+OL+CH+L	FIXED_RECIPE	1	CH	Y	OL	ACTION_CHAIN	A	SINGLE	D_ADDR+L	LOCAL_OR_CLASS_SIGN+RELATION	GDT565-O03	GDT565-T071	Weiter: nimm den Posten; hier; über die Verbindung.	Weiter: nimm den Posten; hier; über die Verbindung.	G407-E2616	1	f77r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
103	GDT565-C0103	FIXED_RECIPE	D_ADDR+OL+CH+S+Y+CH+K+E+OL	FIXED_RECIPE	1	CH|S|CH|K	Y	OL+OL	ACTION_CHAIN	A+A+A+A	SINGLE	D_ADDR+E	LOCAL_OR_CLASS_SIGN+GRADE	GDT565-O04	GDT565-T120	Weiter: nimm den Posten und wähle den Posten und nimm den Posten und gib den Posten; hier; auf Grad I; nochmals weiterführen.	Weiter: nimm den Posten und wähle den Posten und nimm den Posten und gib den Posten; hier; auf Grad I; nochmals weiterführen.	G407-E4208	1	f89r	1	PHARMA	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
104	GDT565-C0104	FIXED_RECIPE	D_ADDR+OL+EEE+Y	FIXED_RECIPE	1	CH	Y	OL	ACTION_CHAIN	A	SINGLE	D_ADDR+EEE	LOCAL_OR_CLASS_SIGN+GRADE	GDT565-O03	GDT565-T069	Weiter: nimm den Posten; hier; auf Grad III.	Weiter: nimm den Posten; hier; auf Grad III.	G407-E3832	1	f88r	1	PHARMA	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
105	GDT565-C0105	FIXED_RECIPE	D_ADDR+OL+K+AIN	FIXED_RECIPE	1	K	AIN	OL	ACTION_CHAIN	A	SINGLE	D_ADDR	LOCAL_OR_CLASS_SIGN	GDT565-O03	GDT565-T068	Weiter: gib den Anteil; hier.	Weiter: gib den Anteil; hier.	G407-E4523	1	f95v	1	HERBAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
106	GDT565-C0106	FIXED_RECIPE	D_ADDR+OL+K+Y	FIXED_RECIPE	1	K	Y	OL	ACTION_CHAIN	A	SINGLE	D_ADDR	LOCAL_OR_CLASS_SIGN	GDT565-O03	GDT565-T068	Weiter: gib den Posten; hier.	Weiter: gib den Posten; hier.	G407-E4569	1	f95v	1	HERBAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
107	GDT565-C0107	FIXED_RECIPE	D_ADDR+OL+SH+E	FIXED_RECIPE	1	SH	Y	OL	ACTION_CHAIN	A	SINGLE	D_ADDR+E	LOCAL_OR_CLASS_SIGN+GRADE	GDT565-O03	GDT565-T069	Weiter: halte den Posten; hier; auf Grad I.	Weiter: halte den Posten; hier; auf Grad I.	G407-E3723	1	f83r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
108	GDT565-C0108	FIXED_RECIPE	D_ADDR+OT+EE+Y	FIXED_RECIPE	1	S	Y	OT	ACTION_CHAIN	A	SINGLE	D_ADDR+EE	LOCAL_OR_CLASS_SIGN+GRADE	GDT565-O03	GDT565-T137	Danach: wähle den Posten; hier; auf Grad II.	Danach: wähle den Posten; hier; auf Grad II.	G407-E1373	1	f72r	1	CELESTIAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
109	GDT565-C0109	FIXED_RECIPE	D_ADDR+SH+OL+DA+IIN+R	FIXED_RECIPE	1	SH|R	Y	OL	ACTION_CHAIN	A+A	SINGLE	D_ADDR+DA+IIN	LOCAL_OR_CLASS_SIGN+FORMAL_CONTROL+FORMAL_CONTROL	GDT565-O03	GDT565-T092	Weiter: halte den Posten und markiere den Posten; hier; auf der zweiten Stufe; auf der Stufe.	Weiter: halte den Posten und markiere den Posten; hier; auf der zweiten Stufe; auf der Stufe.	G515-E0366	1	f66r	1	SOURCE_SECTION_T	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
