clause_id	physical_page	register	start_event	end_event	events	learned_card_events	composed_events	spoken_units	end_reason	hybrid_card_translation_de	event_ids
P915-C114	f75r	BIOLOGICAL	P912-E0811	P912-E0812	2	1	1	2	LICENSED_DY_CLOSE	gebildete Karte: Arbeitsgegenstand behandeln, Entnahmestelle; dann Merkformel: damit fortfahren; ende. Arbeitszug beendet.	P912-E0811|P912-E0812
P915-C115	f75r	BIOLOGICAL	P912-E0813	P912-E0816	4	3	1	4	LICENSED_DY_CLOSE	Merkformel: eine portion ansetzen; dann gebildete Karte: Arbeitsgegenstand behandeln, Entnahmestelle; dann Merkformel: danach aus der quelle; dann Merkformel: damit fortfahren; ende. Arbeitszug beendet.	P912-E0813|P912-E0814|P912-E0815|P912-E0816
P915-C116	f75r	BIOLOGICAL	P912-E0817	P912-E0819	3	2	1	3	LICENSED_DY_CLOSE	gebildete Karte: bezeichneter Teil, Arbeitsgut umsetzen, dieser Arbeitsgegenstand; dann Merkformel: einheit wählen; dann Merkformel: kurz ansetzen; ende. Arbeitszug beendet.	P912-E0817|P912-E0818|P912-E0819
P915-C117	f75r	BIOLOGICAL	P912-E0820	P912-E0820	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: kurz ansetzen; ende. Arbeitszug beendet.	P912-E0820
P915-C118	f75r	BIOLOGICAL	P912-E0821	P912-E0821	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: nächsten schritt kurz; ende. Arbeitszug beendet.	P912-E0821
P915-C119	f75r	BIOLOGICAL	P912-E0822	P912-E0822	1	0	1	1	LICENSED_DY_CLOSE	gebildete Karte: Arbeitsgang ansetzen, im selben Arbeitsgang fortfahren, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0822
P915-C120	f75r	BIOLOGICAL	P912-E0823	P912-E0829	7	3	4	7	LICENSED_DY_CLOSE	Merkformel: danach aus der quelle; dann gebildete Karte: danach oder nächster Posten, Innenstelle; dann gebildete Karte: im selben Arbeitsgang fortfahren, Sollmaß; dann gebildete Karte: bezeichneten Anteil entnehmen; dann Merkformel: aus dem bezeichneten teil; dann Merkformel: dieser posten; dann gebildete Karte: Arbeitsvariante auswählen, Arbeitsgegenstand halten, kurz oder direkt, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0823|P912-E0824|P912-E0825|P912-E0826|P912-E0827|P912-E0828|P912-E0829
P915-C121	f75r	BIOLOGICAL	P912-E0830	P912-E0832	3	2	1	3	LICENSED_DY_CLOSE	gebildete Karte: Arbeitsgegenstand halten, durch einen Durchlass führen, dieser Arbeitsgegenstand; dann Merkformel: kurz ansetzen; dann Merkformel: kurz ansetzen; ende. Arbeitszug beendet.	P912-E0830|P912-E0831|P912-E0832
P915-C122	f75r	BIOLOGICAL	P912-E0833	P912-E0835	3	2	1	3	LICENSED_DY_CLOSE	gebildete Karte: Arbeitsvariante auswählen, Entnahmestelle, im selben Arbeitsgang fortfahren; dann Merkformel: danach dieser posten; dann Merkformel: nächsten schritt kurz; ende. Arbeitszug beendet.	P912-E0833|P912-E0834|P912-E0835
P915-C123	f75r	BIOLOGICAL	P912-E0836	P912-E0836	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: nächsten schritt kurz; ende. Arbeitszug beendet.	P912-E0836
P915-C124	f75r	BIOLOGICAL	P912-E0837	P912-E0837	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: nächsten schritt kurz; ende. Arbeitszug beendet.	P912-E0837
P915-C125	f75r	BIOLOGICAL	P912-E0838	P912-E0840	3	3	0	3	LICENSED_DY_CLOSE	Merkformel: nach sollmaß ansetzen; dann Merkformel: kurz ansetzen; dann Merkformel: kurz ansetzen; ende. Arbeitszug beendet.	P912-E0838|P912-E0839|P912-E0840
P915-C126	f75r	BIOLOGICAL	P912-E0841	P912-E0842	2	1	1	2	LICENSED_DY_CLOSE	gebildete Karte: Arbeitsgegenstand halten, kurz oder direkt, im selben Arbeitsgang fortfahren; dann Merkformel: kurz ansetzen; ende. Arbeitszug beendet.	P912-E0841|P912-E0842
P915-C127	f75r	BIOLOGICAL	P912-E0843	P912-E0844	2	2	0	2	LICENSED_DY_CLOSE	Merkformel: eine portion; dann Merkformel: absetzen; ende. Arbeitszug beendet.	P912-E0843|P912-E0844
P915-C128	f75r	BIOLOGICAL	P912-E0845	P912-E0847	3	1	2	3	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	gebildete Karte: danach oder nächster Posten, im selben Arbeitsgang fortfahren; dann Merkformel: diesen posten umsetzen; dann gebildete Karte: im selben Arbeitsgang fortfahren, Ansatz oder Zubereitung. Zur Fortsetzung offen.	P912-E0845|P912-E0846|P912-E0847
P915-C129	f81v	BIOLOGICAL	P912-E0858	P912-E0860	3	1	2	3	LICENSED_DY_CLOSE	gebildete Karte: Material einsetzen, Entnahmestelle; dann Merkformel: kurz halten; dann gebildete Karte: Material zugeben, länger oder gehalten, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0858|P912-E0859|P912-E0860
P915-C130	f81v	BIOLOGICAL	P912-E0861	P912-E0865	5	3	2	5	LICENSED_DY_CLOSE	gebildete Karte: Arbeitsgegenstand halten, kurz oder direkt, Material zugeben, Ziel- oder Anschlussstelle; dann Merkformel: zur zielstelle; dann Merkformel: aus dem bezeichneten teil; dann Merkformel: damit weiter; dann gebildete Karte: Material einsetzen, Arbeitsgut umsetzen, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0861|P912-E0862|P912-E0863|P912-E0864|P912-E0865
P915-C131	f81v	BIOLOGICAL	P912-E0866	P912-E0869	4	2	2	4	LICENSED_DY_CLOSE	gebildete Karte: Arbeitsgegenstand halten, kurz oder direkt, Material zugeben; dann Merkformel: eine portion; dann gebildete Karte: Arbeitsgang ausführen, über einen Nebenpfad, lokale Arbeitsstelle, spülen, kurz oder direkt, Material zugeben, dieser Arbeitsgegenstand; dann Merkformel: kurz ansetzen; ende. Arbeitszug beendet.	P912-E0866|P912-E0867|P912-E0868|P912-E0869
P915-C132	f81v	BIOLOGICAL	P912-E0870	P912-E0883	14	8	6	14	LICENSED_DY_CLOSE	Merkformel: nach sollmaß ansetzen; dann gebildete Karte: Material zugeben, Flüssigkeits- oder Stationslauf; dann Merkformel: an der zielstelle ansetzen; dann Merkformel: quelle wählen; dann Merkformel: damit weiter; dann gebildete Karte: Material zugeben, Portion; dann gebildete Karte: im selben Arbeitsgang fortfahren, Material zugeben, Portion; dann Merkformel: zur zielstelle; dann Merkformel: damit weiter; dann gebildete Karte: Zustand kennzeichnen, im selben Arbeitsgang fortfahren; dann gebildete Karte: entlang des Arbeitswegs führen; dann Merkformel: sollwert wählen; dann Merkformel: nach sollmaß; dann gebildete Karte: auffangen, länger oder gehalten, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0870|P912-E0871|P912-E0872|P912-E0873|P912-E0874|P912-E0875|P912-E0876|P912-E0877|P912-E0878|P912-E0879|P912-E0880|P912-E0881|P912-E0882|P912-E0883
P915-C133	f81v	BIOLOGICAL	P912-E0884	P912-E0884	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: kurz ansetzen; ende. Arbeitszug beendet.	P912-E0884
P915-C134	f81v	BIOLOGICAL	P912-E0885	P912-E0889	5	2	3	5	LICENSED_DY_CLOSE	gebildete Karte: bezeichneter Teil, dieser Arbeitsgegenstand, Material zugeben, Portion; dann gebildete Karte: Arbeitsgegenstand halten, kurz oder direkt, Material zugeben; dann Merkformel: diesen posten umsetzen; dann gebildete Karte: Ziel- oder Anschlussstelle, Ziel- oder Anschlussstelle; dann Merkformel: damit fortfahren; ende. Arbeitszug beendet.	P912-E0885|P912-E0886|P912-E0887|P912-E0888|P912-E0889
P915-C135	f81v	BIOLOGICAL	P912-E0890	P912-E0904	15	11	4	15	LICENSED_DY_CLOSE	Merkformel: nach sollmaß ansetzen; dann Merkformel: eine portion ansetzen; dann gebildete Karte: Arbeitsgegenstand behandeln, länger oder gehalten, dieser Arbeitsgegenstand; dann Merkformel: dieser posten; dann Merkformel: damit weiter; dann gebildete Karte: Material zugeben, Sollmaß; dann Merkformel: eine portion; dann Merkformel: dieser posten; dann Merkformel: nach sollmaß; dann gebildete Karte: bezeichneten Anteil entnehmen, bis bereit führen, dieser Arbeitsgegenstand; dann Merkformel: nach sollmaß ansetzen; dann Merkformel: nach sollmaß; dann gebildete Karte: danach oder nächster Posten, Portion; dann Merkformel: durch den durchlass führen; dann Merkformel: länger ansetzen; ende. Arbeitszug beendet.	P912-E0890|P912-E0891|P912-E0892|P912-E0893|P912-E0894|P912-E0895|P912-E0896|P912-E0897|P912-E0898|P912-E0899|P912-E0900|P912-E0901|P912-E0902|P912-E0903|P912-E0904
P915-C136	f81v	BIOLOGICAL	P912-E0905	P912-E0919	15	11	4	15	LICENSED_DY_CLOSE	Merkformel: diesen posten ansetzen; dann gebildete Karte: Material zugeben, Entnahmestelle; dann Merkformel: nach sollmaß; dann Merkformel: aus der quelle ansetzen; dann Merkformel: eine portion ansetzen; dann Merkformel: nach sollmaß ansetzen; dann Merkformel: damit weiter; dann Merkformel: diesen posten umsetzen; dann Merkformel: den auszug weiterführen; dann gebildete Karte: entlang des Arbeitswegs führen, Material zugeben, dieser Arbeitsgegenstand; dann gebildete Karte: entlang des Arbeitswegs führen; dann Merkformel: variante wählen; dann Merkformel: nach sollmaß; dann Merkformel: eine portion ansetzen; dann gebildete Karte: Ziel- oder Anschlussstelle, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0905|P912-E0906|P912-E0907|P912-E0908|P912-E0909|P912-E0910|P912-E0911|P912-E0912|P912-E0913|P912-E0914|P912-E0915|P912-E0916|P912-E0917|P912-E0918|P912-E0919
P915-C137	f81v	BIOLOGICAL	P912-E0920	P912-E0927	8	4	4	8	LICENSED_DY_CLOSE	gebildete Karte: im selben Arbeitsgang fortfahren, Ansatz oder Zubereitung; dann Merkformel: damit weiter; dann gebildete Karte: Arbeitsgegenstand halten, kurz oder direkt, durch einen Durchlass führen, Ziel- oder Anschlussstelle; dann Merkformel: nach sollmaß; dann gebildete Karte: Arbeitsgang ansetzen, länger oder gehalten, Ziel- oder Anschlussstelle; dann Merkformel: nach sollmaß; dann Merkformel: durch den durchlass führen; dann gebildete Karte: Arbeitsgut umsetzen, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0920|P912-E0921|P912-E0922|P912-E0923|P912-E0924|P912-E0925|P912-E0926|P912-E0927
P915-C138	f81v	BIOLOGICAL	P912-E0928	P912-E0931	4	3	1	4	LICENSED_DY_CLOSE	Merkformel: damit weiter; dann gebildete Karte: dieser Arbeitsgegenstand, Material zugeben, im selben Arbeitsgang fortfahren; dann Merkformel: der ansatz; dann Merkformel: absetzen; ende. Arbeitszug beendet.	P912-E0928|P912-E0929|P912-E0930|P912-E0931
P915-C139	f81v	BIOLOGICAL	P912-E0932	P912-E0932	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: länger halten; ende. Arbeitszug beendet.	P912-E0932
P915-C140	f81v	BIOLOGICAL	P912-E0933	P912-E0936	4	1	3	4	LICENSED_DY_CLOSE	gebildete Karte: auffangen, länger oder gehalten, bezeichneter Teil, dieser Arbeitsgegenstand; dann Merkformel: nach sollmaß; dann gebildete Karte: bezeichneter Teil, Material zugeben, Portion; dann gebildete Karte: umleiten, kurz oder direkt, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0933|P912-E0934|P912-E0935|P912-E0936
P915-C141	f81v	BIOLOGICAL	P912-E0937	P912-E0937	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: damit fortfahren; ende. Arbeitszug beendet.	P912-E0937
P915-C142	f81v	BIOLOGICAL	P912-E0938	P912-E0945	8	2	6	8	LICENSED_DY_CLOSE	gebildete Karte: dieser Arbeitsgegenstand, Entnahmestelle; dann gebildete Karte: im selben Arbeitsgang fortfahren, dieser Arbeitsgegenstand; dann gebildete Karte: Material zugeben, Sollmaß; dann Merkformel: länger ansetzen; dann Merkformel: nach sollmaß; dann gebildete Karte: im selben Arbeitsgang fortfahren, Ansatz oder Zubereitung; dann gebildete Karte: bezeichneten Anteil entnehmen, kurz oder direkt, durch einen Durchlass führen, dieser Arbeitsgegenstand; dann gebildete Karte: zweite Arbeitsstufe, Arbeitsstufe, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0938|P912-E0939|P912-E0940|P912-E0941|P912-E0942|P912-E0943|P912-E0944|P912-E0945
P915-C143	f81v	BIOLOGICAL	P912-E0946	P912-E0949	4	1	3	4	LICENSED_DY_CLOSE	gebildete Karte: Material einsetzen, im selben Arbeitsgang fortfahren, Arbeitsgegenstand halten, dieser Arbeitsgegenstand; dann gebildete Karte: lokale Arbeitsstelle, Arbeitsgegenstand halten, dieser Arbeitsgegenstand, Arbeitsgang einstellen, länger oder gehalten, bezeichneter Teil; dann gebildete Karte: neuen Kartenblock beginnen, Arbeitsgang ausführen, Material einsetzen; dann Merkformel: länger ansetzen; ende. Arbeitszug beendet.	P912-E0946|P912-E0947|P912-E0948|P912-E0949
P915-C144	f81v	BIOLOGICAL	P912-E0950	P912-E0950	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: nächsten schritt kurz; ende. Arbeitszug beendet.	P912-E0950
P915-C145	f81v	BIOLOGICAL	P912-E0951	P912-E0951	1	0	1	1	LICENSED_DY_CLOSE	gebildete Karte: Arbeitsgang ansetzen, Arbeitsgegenstand halten, kurz oder direkt, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0951
P915-C146	f81v	BIOLOGICAL	P912-E0952	P912-E0968	17	10	7	14	LICENSED_DY_CLOSE	Merkformel: danach dieser posten; dann gebildete Karte: bezeichneter Teil, Flüssigkeits- oder Stationslauf, lokale Arbeitsstelle, Innenstelle; dann gebildete Karte: dieser Arbeitsgegenstand, Arbeitsgegenstand halten, kurz oder direkt, dieser Arbeitsgegenstand; dann Merkformel: länger ansetzen (2×); dann Merkformel: diesen posten ansetzen; dann gebildete Karte: dieser Arbeitsgegenstand, Material zugeben, länger oder gehalten, dieser Arbeitsgegenstand; dann Merkformel: diesen posten ansetzen (2×); dann gebildete Karte: entlang des Arbeitswegs führen, Material zugeben, dieser Arbeitsgegenstand; dann gebildete Karte: im selben Arbeitsgang fortfahren, bezeichneten Anteil entnehmen, dieser Arbeitsgegenstand; dann gebildete Karte: Material zugeben, dieser Arbeitsgegenstand; dann gebildete Karte: bezeichneter Teil, Arbeitsgegenstand halten, im selben Arbeitsgang fortfahren, dieser Arbeitsgegenstand, bezeichneter Teil; dann Merkformel: damit weiter (2×); dann Merkformel: diesen posten umsetzen; dann Merkformel: absetzen; ende. Arbeitszug beendet.	P912-E0952|P912-E0953|P912-E0954|P912-E0955|P912-E0956|P912-E0957|P912-E0958|P912-E0959|P912-E0960|P912-E0961|P912-E0962|P912-E0963|P912-E0964|P912-E0965|P912-E0966|P912-E0967|P912-E0968
P915-C147	f81v	BIOLOGICAL	P912-E0969	P912-E0969	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: kurz ansetzen; ende. Arbeitszug beendet.	P912-E0969
P915-C148	f81v	BIOLOGICAL	P912-E0970	P912-E0970	1	0	1	1	LICENSED_DY_CLOSE	gebildete Karte: dieser Arbeitsgegenstand, Arbeitsgang einstellen, kurz oder direkt, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0970
P915-C149	f81v	BIOLOGICAL	P912-E0971	P912-E0973	3	0	3	3	LICENSED_DY_CLOSE	gebildete Karte: bezeichneten Anteil entnehmen, kurz oder direkt, Arbeitsgang einstellen, kurz oder direkt, bezeichneter Teil, dieser Arbeitsgegenstand; dann gebildete Karte: entlang des Arbeitswegs führen, Material zugeben, kurz oder direkt, bezeichneter Teil, kurz oder direkt, dieser Arbeitsgegenstand; dann gebildete Karte: dieser Arbeitsgegenstand, Arbeitsgang einstellen, kurz oder direkt, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0971|P912-E0972|P912-E0973
P915-C150	f81v	BIOLOGICAL	P912-E0974	P912-E0976	3	0	3	3	LICENSED_DY_CLOSE	gebildete Karte: dieser Arbeitsgegenstand, Material zugeben, kurz oder direkt, Arbeitsgegenstand halten, kurz oder direkt, dieser Arbeitsgegenstand; dann gebildete Karte: bezeichneter Teil, bezeichneten Anteil entnehmen, Arbeitsvariante auswählen, kurz oder direkt, bezeichneter Teil; dann gebildete Karte: dieser Arbeitsgegenstand, Arbeitsgang einstellen, kurz oder direkt, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0974|P912-E0975|P912-E0976
P915-C151	f81v	BIOLOGICAL	P912-E0977	P912-E0977	1	0	1	1	LICENSED_DY_CLOSE	gebildete Karte: dieser Arbeitsgegenstand, Arbeitsgang einstellen, kurz oder direkt, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0977
P915-C152	f81v	BIOLOGICAL	P912-E0978	P912-E0981	4	2	2	4	LICENSED_DY_CLOSE	Merkformel: aus dem bezeichneten teil; dann gebildete Karte: dieser Arbeitsgegenstand, Material zugeben, kurz oder direkt, zweite Arbeitsstufe, dieser Arbeitsgegenstand; dann Merkformel: danach dieser posten; dann gebildete Karte: dieser Arbeitsgegenstand, Material zugeben, kurz oder direkt, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0978|P912-E0979|P912-E0980|P912-E0981
P915-C153	f81v	BIOLOGICAL	P912-E0982	P912-E0983	2	1	1	2	LICENSED_DY_CLOSE	Merkformel: an der zielstelle ansetzen; dann gebildete Karte: Arbeitsgegenstand halten, kurz oder direkt, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0982|P912-E0983
P915-C154	f81v	BIOLOGICAL	P912-E0984	P912-E0987	4	2	2	4	LICENSED_DY_CLOSE	gebildete Karte: dieser Arbeitsgegenstand, Material zugeben, länger oder gehalten, bezeichneter Teil, dieser Arbeitsgegenstand; dann gebildete Karte: Arbeitsgegenstand halten, länger oder gehalten, Material zugeben, dieser Arbeitsgegenstand; dann Merkformel: nach sollmaß; dann Merkformel: kurz ansetzen; ende. Arbeitszug beendet.	P912-E0984|P912-E0985|P912-E0986|P912-E0987
P915-C155	f81v	BIOLOGICAL	P912-E0988	P912-E0989	2	1	1	2	LICENSED_DY_CLOSE	gebildete Karte: Arbeitsgang ansetzen, länger oder gehalten, bezeichneter Teil; dann Merkformel: kurz ansetzen; ende. Arbeitszug beendet.	P912-E0988|P912-E0989
P915-C156	f81v	BIOLOGICAL	P912-E0990	P912-E1001	12	7	5	12	LICENSED_DY_CLOSE	gebildete Karte: entlang des Arbeitswegs führen, bezeichneten Anteil entnehmen, Material einsetzen, Arbeitsgut umsetzen, dieser Arbeitsgegenstand; dann Merkformel: an der zielstelle ansetzen; dann Merkformel: diesen posten umsetzen; dann Merkformel: damit weiter; dann Merkformel: länger halten; dann gebildete Karte: Arbeitsvariante auswählen, lokale Arbeitsstelle, spülen, bis bereit führen, bezeichneter Teil, dieser Arbeitsgegenstand; dann gebildete Karte: neuen Kartenblock beginnen, Arbeitsgang ausführen, über einen Nebenpfad, Arbeitsgut umsetzen, dieser Arbeitsgegenstand; dann Merkformel: zustand markieren; dann Merkformel: diesen posten umsetzen; dann gebildete Karte: entlang des Arbeitswegs führen, Arbeitsgang einstellen, Entnahmestelle, dieser Arbeitsgegenstand; dann gebildete Karte: entlang des Arbeitswegs führen, Ansatz oder Zubereitung; dann Merkformel: absetzen; ende. Arbeitszug beendet.	P912-E0990|P912-E0991|P912-E0992|P912-E0993|P912-E0994|P912-E0995|P912-E0996|P912-E0997|P912-E0998|P912-E0999|P912-E1000|P912-E1001
P915-C157	f81v	BIOLOGICAL	P912-E1002	P912-E1006	5	2	3	5	LICENSED_DY_CLOSE	gebildete Karte: neuen Kartenblock beginnen, Arbeitsgang ausführen, länger oder gehalten, bezeichneter Teil, dieser Arbeitsgegenstand; dann Merkformel: damit weiter; dann Merkformel: dieser posten; dann gebildete Karte: Zustand kennzeichnen, Arbeitsgegenstand halten, bezeichneter Teil, dieser Arbeitsgegenstand; dann gebildete Karte: spülen, kurz oder direkt, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1002|P912-E1003|P912-E1004|P912-E1005|P912-E1006
P915-C158	f81v	BIOLOGICAL	P912-E1007	P912-E1010	4	2	2	4	LICENSED_DY_CLOSE	Merkformel: aus dem bezeichneten teil; dann Merkformel: diesen posten umsetzen; dann gebildete Karte: Material einsetzen, Arbeitsgut umsetzen, dieser Arbeitsgegenstand; dann gebildete Karte: Arbeitsgegenstand halten, Material zugeben, Arbeitsgut umsetzen, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1007|P912-E1008|P912-E1009|P912-E1010
P915-C159	f81v	BIOLOGICAL	P912-E1011	P912-E1013	3	3	0	3	LICENSED_DY_CLOSE	Merkformel: diesen posten umsetzen; dann Merkformel: damit weiter; dann Merkformel: absetzen; ende. Arbeitszug beendet.	P912-E1011|P912-E1012|P912-E1013
P915-C160	f81v	BIOLOGICAL	P912-E1014	P912-E1014	1	0	1	1	LICENSED_DY_CLOSE	gebildete Karte: im selben Arbeitsgang fortfahren, Arbeitsgut umsetzen, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1014
P915-C161	f81v	BIOLOGICAL	P912-E1015	P912-E1019	5	2	3	5	LICENSED_DY_CLOSE	Merkformel: eine portion ansetzen; dann Merkformel: durch den durchlass führen; dann gebildete Karte: entlang des Arbeitswegs führen; dann gebildete Karte: Zustand kennzeichnen, Ziel- oder Anschlussstelle; dann gebildete Karte: Arbeitsgang ansetzen, Arbeitsgut umsetzen, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1015|P912-E1016|P912-E1017|P912-E1018|P912-E1019
P915-C162	f81v	BIOLOGICAL	P912-E1020	P912-E1024	5	5	0	5	LICENSED_DY_CLOSE	Merkformel: dieser posten; dann Merkformel: damit weiter; dann Merkformel: kurz behandeln; dann Merkformel: damit weiter; dann Merkformel: absetzen; ende. Arbeitszug beendet.	P912-E1020|P912-E1021|P912-E1022|P912-E1023|P912-E1024
P915-C163	f81v	BIOLOGICAL	P912-E1025	P912-E1025	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: kurz ansetzen; ende. Arbeitszug beendet.	P912-E1025
P915-C164	f81v	BIOLOGICAL	P912-E1026	P912-E1026	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: kurz ansetzen; ende. Arbeitszug beendet.	P912-E1026
P915-C165	f81v	BIOLOGICAL	P912-E1027	P912-E1031	5	4	1	5	LICENSED_DY_CLOSE	Merkformel: durch den durchlass führen; dann Merkformel: diesen posten ansetzen; dann gebildete Karte: auffangen, länger oder gehalten, dieser Arbeitsgegenstand; dann Merkformel: damit weiter; dann Merkformel: absetzen; ende. Arbeitszug beendet.	P912-E1027|P912-E1028|P912-E1029|P912-E1030|P912-E1031
P915-C166	f81v	BIOLOGICAL	P912-E1032	P912-E1034	3	1	2	3	LICENSED_DY_CLOSE	Merkformel: aus der quelle ansetzen; dann gebildete Karte: Arbeitsgegenstand halten, durch einen Durchlass führen, dieser Arbeitsgegenstand; dann gebildete Karte: bezeichneter Teil, kurz oder direkt, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1032|P912-E1033|P912-E1034
P915-C167	f81v	BIOLOGICAL	P912-E1035	P912-E1042	8	5	3	8	LICENSED_DY_CLOSE	Merkformel: aus der quelle ansetzen; dann Merkformel: an der zielstelle ansetzen; dann gebildete Karte: bezeichneter Teil, im selben Arbeitsgang fortfahren; dann Merkformel: dieser posten; dann gebildete Karte: neuen Kartenblock beginnen, Arbeitsgang ausführen, bis bereit führen, kurz oder direkt, dieser Arbeitsgegenstand; dann gebildete Karte: Arbeitsgegenstand behandeln, Ziel- oder Anschlussstelle; dann Merkformel: diesen posten umsetzen; dann Merkformel: kurz ansetzen; ende. Arbeitszug beendet.	P912-E1035|P912-E1036|P912-E1037|P912-E1038|P912-E1039|P912-E1040|P912-E1041|P912-E1042
