assignment_ordinal	event_id	statement_id	physical_page	register	surface	final_context_recipe	bracket_ordinal_in_clause	bracket_marker	host_class	argument_root	explicit_argument_phrase_de	replacement_card_id	source_fragment_de	target_fragment_de	context_source_layer	inherited_argument_source_event_id	guard
71	G407-E0167	G407-S006	f1r	SOURCE_SECTION_T	cha	CH+A_ADDR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den laufenden Eintrag	GDT572-A01	den laufenden Eintrag [wie zuvor]	denselben laufenden Eintrag	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
72	G407-E0168	G407-S006	f1r	SOURCE_SECTION_T	ro	R+O	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den laufenden Eintrag	GDT572-A01	den laufenden Eintrag [wie zuvor]	denselben laufenden Eintrag	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
73	G407-E0169	G407-S006	f1r	SOURCE_SECTION_T	dar	D_ADDR+AR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den laufenden Eintrag	GDT572-A01	den laufenden Eintrag [wie zuvor]	denselben laufenden Eintrag	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
74	G407-E0173	G407-S006	f1r	SOURCE_SECTION_T	cthal	CH+T+AL	1	[wie zuvor]	INHERITED_ARGUMENT	AIN	den Teilwert	GDT572-A03	den Teilwert [wie zuvor]	denselben Teilwert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
75	G407-E0173	G407-S006	f1r	SOURCE_SECTION_T	cthal	CH+T+AL	2	[wie zuvor]	INHERITED_ARGUMENT	AIN	den Teilwert	GDT572-A03	den Teilwert [wie zuvor]	denselben Teilwert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
76	G407-E0174	G407-S006	f1r	SOURCE_SECTION_T	dar	D_ADDR+AR	1	[wie zuvor]	INHERITED_ARGUMENT	AIN	den Teilwert	GDT572-A03	den Teilwert [wie zuvor]	denselben Teilwert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
77	G407-E0175	G407-S006	f1r	SOURCE_SECTION_T	shear	SH+E+AR	1	[wie zuvor]	INHERITED_ARGUMENT	AIN	den Teilwert	GDT572-A03	den Teilwert [wie zuvor]	denselben Teilwert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
78	G407-E0177	G407-S006	f1r	SOURCE_SECTION_T	dar	D_ADDR+AR	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Kennwert	GDT572-A02	den Kennwert [wie zuvor]	denselben Kennwert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
79	G407-E0179	G407-S006	f1r	SOURCE_SECTION_T	cthar	CH+T+AR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den laufenden Eintrag	GDT572-A01	den laufenden Eintrag [wie zuvor]	denselben laufenden Eintrag	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
80	G407-E0179	G407-S006	f1r	SOURCE_SECTION_T	cthar	CH+T+AR	2	[wie zuvor]	INHERITED_ARGUMENT	Y	den laufenden Eintrag	GDT572-A01	den laufenden Eintrag [wie zuvor]	denselben laufenden Eintrag	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
81	G407-E0180	G407-S006	f1r	SOURCE_SECTION_T	cho	HO	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den laufenden Eintrag	GDT572-A01	den laufenden Eintrag [wie zuvor]	denselben laufenden Eintrag	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
82	G407-E0181	G407-S006	f1r	SOURCE_SECTION_T	o	O	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den laufenden Eintrag	GDT572-A01	den laufenden Eintrag [wie zuvor]	denselben laufenden Eintrag	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
83	G407-E0186	G407-S006	f1r	SOURCE_SECTION_T	far	LOCAL_CHAR_F+AR	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Kennwert	GDT572-A02	den Kennwert [wie zuvor]	denselben Kennwert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
84	G407-E0190	G407-S006	f1r	SOURCE_SECTION_T	ycheey	Y+SH+EE+Y	1	[außen]	NOMINAL_ARGUMENT_SCOPE	Y	den laufenden Eintrag	GDT572-S01	den laufenden Eintrag [außen]	den äußeren laufenden Eintrag	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
85	G407-E0190	G407-S006	f1r	SOURCE_SECTION_T	ycheey	Y+SH+EE+Y	2	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den laufenden Eintrag	GDT572-S02	den laufenden Eintrag [innen]	den inneren laufenden Eintrag	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
86	G407-E0198	G407-S006	f1r	SOURCE_SECTION_T	dal	AL	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den laufenden Eintrag	GDT572-A01	den laufenden Eintrag [wie zuvor]	denselben laufenden Eintrag	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
87	G407-E0199	G407-S006	f1r	SOURCE_SECTION_T	dcheo	D_ADDR+CH+E+O	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den laufenden Eintrag	GDT572-A01	den laufenden Eintrag [wie zuvor]	denselben laufenden Eintrag	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
88	G407-E0203	G407-S007	f1r	SOURCE_SECTION_T	ok	OK	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den laufenden Eintrag	GDT572-A01	den laufenden Eintrag [wie zuvor]	denselben laufenden Eintrag	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
89	G407-E0207	G407-S007	f1r	SOURCE_SECTION_T	dal	AL	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den laufenden Eintrag	GDT572-A01	den laufenden Eintrag [wie zuvor]	denselben laufenden Eintrag	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
90	G407-E0209	G407-S007	f1r	SOURCE_SECTION_T	eo	E+O	1	[wie zuvor]	INHERITED_ARGUMENT	OR	die Eintragseinheit	GDT572-A04	die Eintragseinheit [wie zuvor]	dieselbe Eintragseinheit	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
91	G407-E0211	G407-S007	f1r	SOURCE_SECTION_T	chok	OK	1	[wie zuvor]	INHERITED_ARGUMENT	OR	die Eintragseinheit	GDT572-A04	die Eintragseinheit [wie zuvor]	dieselbe Eintragseinheit	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
92	G407-E0220	G407-S008	f10r	HERBAL	chopchal	CH+O+P+CH+AL	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
93	G407-E0220	G407-S008	f10r	HERBAL	chopchal	CH+O+P+CH+AL	2	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
94	G407-E0220	G407-S008	f10r	HERBAL	chopchal	CH+O+P+CH+AL	3	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
95	G407-E0222	G407-S008	f10r	HERBAL	kom	K+O+M_LOCAL	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
96	G407-E0225	G407-S008	f10r	HERBAL	char	AR	1	[wie zuvor]	INHERITED_ARGUMENT	OR	die Arbeitseinheit	GDT572-A08	die Arbeitseinheit [wie zuvor]	dieselbe Arbeitseinheit	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
97	G407-E0227	G407-S008	f10r	HERBAL	os	OS	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
98	G407-E0228	G407-S008	f10r	HERBAL	chair	CH+AIR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
99	G407-E0234	G407-S008	f10r	HERBAL	o	O	1	[wie zuvor]	INHERITED_ARGUMENT	OR	die Arbeitseinheit	GDT572-A08	die Arbeitseinheit [wie zuvor]	dieselbe Arbeitseinheit	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
100	G407-E0241	G407-S008	f10r	HERBAL	yty	Y+T+Y	1	[außen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S01	den Pflanzenposten [außen]	den äußeren Pflanzenposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
101	G407-E0241	G407-S008	f10r	HERBAL	yty	Y+T+Y	2	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S02	den Pflanzenposten [innen]	den inneren Pflanzenposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
102	G407-E0247	G407-S008	f10r	HERBAL	ctho	CH+T+O	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
103	G407-E0247	G407-S008	f10r	HERBAL	ctho	CH+T+O	2	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
104	G407-E0252	G407-S008	f10r	HERBAL	doiir	D_ADDR+O+IIN+R	1	[wie zuvor]	INHERITED_ARGUMENT	OR	die Arbeitseinheit	GDT572-A08	die Arbeitseinheit [wie zuvor]	dieselbe Arbeitseinheit	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
105	G407-E0271	G407-S009	f10r	HERBAL	yty	Y+T+Y	1	[außen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S01	den Pflanzenposten [außen]	den äußeren Pflanzenposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
106	G407-E0271	G407-S009	f10r	HERBAL	yty	Y+T+Y	2	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S02	den Pflanzenposten [innen]	den inneren Pflanzenposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
107	G407-E0273	G407-S009	f10r	HERBAL	cth	CH+T	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Arbeitswert	GDT572-A06	den Arbeitswert [wie zuvor]	denselben Arbeitswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
108	G407-E0273	G407-S009	f10r	HERBAL	cth	CH+T	2	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Arbeitswert	GDT572-A06	den Arbeitswert [wie zuvor]	denselben Arbeitswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
109	G407-E0275	G407-S009	f10r	HERBAL	dair	D_ADDR+AIR	1	[wie zuvor]	INHERITED_ARGUMENT	AIN	den Materialanteil	GDT572-A07	den Materialanteil [wie zuvor]	denselben Materialanteil	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
110	G407-E0276	G407-S009	f10r	HERBAL	am	AM_ADDR	1	[wie zuvor]	INHERITED_ARGUMENT	AIN	den Materialanteil	GDT572-A07	den Materialanteil [wie zuvor]	denselben Materialanteil	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
111	G407-E0284	G407-S009	f10r	HERBAL	dar	D_ADDR+AR	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Arbeitswert	GDT572-A06	den Arbeitswert [wie zuvor]	denselben Arbeitswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
112	G407-E0289	G407-S009	f10r	HERBAL	kaiiin	K+A_ADDR+LOCAL_CHAR_I+IIN	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
113	G407-E0314	G407-S011	f11r	HERBAL	shoyty	SH+O+Y+T+Y	1	[außen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S01	den Pflanzenposten [außen]	den äußeren Pflanzenposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
114	G407-E0314	G407-S011	f11r	HERBAL	shoyty	SH+O+Y+T+Y	2	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S02	den Pflanzenposten [innen]	den inneren Pflanzenposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
115	G407-E0314	G407-S011	f11r	HERBAL	shoyty	SH+O+Y+T+Y	3	[außen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S01	den Pflanzenposten [außen]	den äußeren Pflanzenposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
116	G407-E0314	G407-S011	f11r	HERBAL	shoyty	SH+O+Y+T+Y	4	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S02	den Pflanzenposten [innen]	den inneren Pflanzenposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
117	G407-E0320	G407-S011	f11r	HERBAL	ytchy	Y+T+Y	1	[außen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S01	den Pflanzenposten [außen]	den äußeren Pflanzenposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
118	G407-E0320	G407-S011	f11r	HERBAL	ytchy	Y+T+Y	2	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S02	den Pflanzenposten [innen]	den inneren Pflanzenposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
119	G407-E0321	G407-S011	f11r	HERBAL	ytchoky	Y+T+OK+Y	1	[außen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S01	den Pflanzenposten [außen]	den äußeren Pflanzenposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
120	G407-E0321	G407-S011	f11r	HERBAL	ytchoky	Y+T+OK+Y	2	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S02	den Pflanzenposten [innen]	den inneren Pflanzenposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
121	G407-E0321	G407-S011	f11r	HERBAL	ytchoky	Y+T+OK+Y	3	[außen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S01	den Pflanzenposten [außen]	den äußeren Pflanzenposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
122	G407-E0321	G407-S011	f11r	HERBAL	ytchoky	Y+T+OK+Y	4	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S02	den Pflanzenposten [innen]	den inneren Pflanzenposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
123	G407-E0328	G407-S011	f11r	HERBAL	ykychy	Y+K+Y+CH+Y	1	[außen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S01	den Pflanzenposten [außen]	den äußeren Pflanzenposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
124	G407-E0328	G407-S011	f11r	HERBAL	ykychy	Y+K+Y+CH+Y	2	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S02	den Pflanzenposten [innen]	den inneren Pflanzenposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
125	G407-E0328	G407-S011	f11r	HERBAL	ykychy	Y+K+Y+CH+Y	3	[Stufe 3]	THIRD_LEVEL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S05	[Stufe 3]	auf Stufe drei	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
126	G407-E0328	G407-S011	f11r	HERBAL	ykychy	Y+K+Y+CH+Y	4	[außen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S01	den Pflanzenposten [außen]	den äußeren Pflanzenposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
127	G407-E0328	G407-S011	f11r	HERBAL	ykychy	Y+K+Y+CH+Y	5	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S02	den Pflanzenposten [innen]	den inneren Pflanzenposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
128	G407-E0328	G407-S011	f11r	HERBAL	ykychy	Y+K+Y+CH+Y	6	[Stufe 3]	THIRD_LEVEL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S05	[Stufe 3]	auf Stufe drei	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
129	G407-E0333	G407-S011	f11r	HERBAL	dod	D_ADDR+O+D_ADDR	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Arbeitswert	GDT572-A06	den Arbeitswert [wie zuvor]	denselben Arbeitswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
130	G407-E0346	G407-S011	f11r	HERBAL	d	D_ADDR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
131	G407-E0348	G407-S011	f11r	HERBAL	chodl	CH+O+D_ADDR+L	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
132	G407-E0350	G407-S011	f11r	HERBAL	odl	O+D_ADDR+L	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Arbeitswert	GDT572-A06	den Arbeitswert [wie zuvor]	denselben Arbeitswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
133	G407-E0351	G407-S011	f11r	HERBAL	d	D_ADDR	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Arbeitswert	GDT572-A06	den Arbeitswert [wie zuvor]	denselben Arbeitswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
134	G407-E0352	G407-S011	f11r	HERBAL	s	S	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Arbeitswert	GDT572-A06	den Arbeitswert [wie zuvor]	denselben Arbeitswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
135	G407-E0357	G407-S011	f11r	HERBAL	dair	D_ADDR+AIR	1	[wie zuvor]	INHERITED_ARGUMENT	OR	die Arbeitseinheit	GDT572-A08	die Arbeitseinheit [wie zuvor]	dieselbe Arbeitseinheit	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
136	G407-E0360	G407-S011	f11r	HERBAL	s	S	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
137	G407-E0366	G407-S012	f13r	HERBAL	torshor	T+OR+SH+OR	1	[außen]	NOMINAL_ARGUMENT_SCOPE	OR	die Arbeitseinheit	GDT572-S01	die Arbeitseinheit [außen]	die äußere Arbeitseinheit	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
138	G407-E0366	G407-S012	f13r	HERBAL	torshor	T+OR+SH+OR	2	[innen]	NOMINAL_ARGUMENT_SCOPE	OR	die Arbeitseinheit	GDT572-S02	die Arbeitseinheit [innen]	die innere Arbeitseinheit	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
139	G407-E0366	G407-S012	f13r	HERBAL	torshor	T+OR+SH+OR	3	[außen]	NOMINAL_ARGUMENT_SCOPE	OR	die Arbeitseinheit	GDT572-S01	die Arbeitseinheit [außen]	die äußere Arbeitseinheit	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
140	G407-E0366	G407-S012	f13r	HERBAL	torshor	T+OR+SH+OR	4	[innen]	NOMINAL_ARGUMENT_SCOPE	OR	die Arbeitseinheit	GDT572-S02	die Arbeitseinheit [innen]	die innere Arbeitseinheit	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
141	G407-E0373	G407-S012	f13r	HERBAL	dypchy	D_ADDR+Y+P+Y	1	[außen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S01	den Pflanzenposten [außen]	den äußeren Pflanzenposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
142	G407-E0373	G407-S012	f13r	HERBAL	dypchy	D_ADDR+Y+P+Y	2	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S02	den Pflanzenposten [innen]	den inneren Pflanzenposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
143	G407-E0374	G407-S012	f13r	HERBAL	dchg	D_ADDR+CH+LOCAL_CHAR_G	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
