change_ordinal	event_id	statement_id	physical_page	register	surface	final_context_recipe	bracket_signature	bracket_occurrence_count	before_clause_de	after_clause_de	guard
76	G407-E0241	G407-S008	f10r	HERBAL	yty	Y+T+Y	[außen]|[innen]	2	Stelle den Pflanzenposten [außen] und den Pflanzenposten [innen] ein.	Stelle den äußeren Pflanzenposten und den inneren Pflanzenposten ein.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
77	G407-E0247	G407-S008	f10r	HERBAL	ctho	CH+T+O	[wie zuvor]|[wie zuvor]	2	Nimm den Pflanzenposten [wie zuvor] und stelle den Pflanzenposten [wie zuvor] ein; als Ausführung.	Nimm denselben Pflanzenposten und stelle denselben Pflanzenposten ein; als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
78	G407-E0252	G407-S008	f10r	HERBAL	doiir	D_ADDR+O+IIN+R	[wie zuvor]	1	Markiere die Arbeitseinheit [wie zuvor]; als Ausführung und auf der bezeichneten Stufe; an der bezeichneten Stelle.	Markiere dieselbe Arbeitseinheit; als Ausführung und auf der bezeichneten Stufe; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
79	G407-E0271	G407-S009	f10r	HERBAL	yty	Y+T+Y	[außen]|[innen]	2	Stelle den Pflanzenposten [außen] und den Pflanzenposten [innen] ein.	Stelle den äußeren Pflanzenposten und den inneren Pflanzenposten ein.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
80	G407-E0273	G407-S009	f10r	HERBAL	cth	CH+T	[wie zuvor]|[wie zuvor]	2	Nimm den Arbeitswert [wie zuvor] und stelle den Arbeitswert [wie zuvor] ein.	Nimm denselben Arbeitswert und stelle denselben Arbeitswert ein.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
81	G407-E0275	G407-S009	f10r	HERBAL	dair	D_ADDR+AIR	[wie zuvor]	1	Im laufenden Gang stelle den Materialanteil [wie zuvor] ein; entlang der Verarbeitungsbahn; an der bezeichneten Stelle.	Im laufenden Gang stelle denselben Materialanteil ein; entlang der Verarbeitungsbahn; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
82	G407-E0276	G407-S009	f10r	HERBAL	am	AM_ADDR	[wie zuvor]	1	Im laufenden Gang stelle den Materialanteil [wie zuvor] ein; an der bezeichneten Stelle.	Im laufenden Gang stelle denselben Materialanteil ein; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
83	G407-E0284	G407-S009	f10r	HERBAL	dar	D_ADDR+AR	[wie zuvor]	1	Im laufenden Gang nimm den Arbeitswert [wie zuvor]; vom Ausgangsmaterial; an der bezeichneten Stelle.	Im laufenden Gang nimm denselben Arbeitswert; vom Ausgangsmaterial; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
84	G407-E0289	G407-S009	f10r	HERBAL	kaiiin	K+A_ADDR+LOCAL_CHAR_I+IIN	[wie zuvor]	1	Gib den Pflanzenposten [wie zuvor] zu; auf der bezeichneten Stufe; an der bezeichneten Stelle und mit der lokalen Variante.	Gib denselben Pflanzenposten zu; auf der bezeichneten Stufe; an der bezeichneten Stelle und mit der lokalen Variante.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
85	G407-E0314	G407-S011	f11r	HERBAL	shoyty	SH+O+Y+T+Y	[außen]|[innen]|[außen]|[innen]	4	Halte den Pflanzenposten [außen] und den Pflanzenposten [innen] und stelle den Pflanzenposten [außen] und den Pflanzenposten [innen] ein; als Ausführung.	Halte den äußeren Pflanzenposten und den inneren Pflanzenposten und stelle den äußeren Pflanzenposten und den inneren Pflanzenposten ein; als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
86	G407-E0320	G407-S011	f11r	HERBAL	ytchy	Y+T+Y	[außen]|[innen]	2	Stelle den Pflanzenposten [außen] und den Pflanzenposten [innen] ein.	Stelle den äußeren Pflanzenposten und den inneren Pflanzenposten ein.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
87	G407-E0321	G407-S011	f11r	HERBAL	ytchoky	Y+T+OK+Y	[außen]|[innen]|[außen]|[innen]	4	Stelle den Pflanzenposten [außen] und den Pflanzenposten [innen] ein und setze den Pflanzenposten [außen] und den Pflanzenposten [innen] im Arbeitsgang an.	Stelle den äußeren Pflanzenposten und den inneren Pflanzenposten ein und setze den äußeren Pflanzenposten und den inneren Pflanzenposten im Arbeitsgang an.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
88	G407-E0328	G407-S011	f11r	HERBAL	ykychy	Y+K+Y+CH+Y	[außen]|[innen]|[Stufe 3]|[außen]|[innen]|[Stufe 3]	6	Gib den Pflanzenposten [außen], den Pflanzenposten [innen] und den Pflanzenposten [Stufe 3] zu und nimm den Pflanzenposten [außen], den Pflanzenposten [innen] und den Pflanzenposten [Stufe 3].	Gib den äußeren Pflanzenposten, den inneren Pflanzenposten und den Pflanzenposten auf Stufe drei zu und nimm den äußeren Pflanzenposten, den inneren Pflanzenposten und den Pflanzenposten auf Stufe drei.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
89	G407-E0333	G407-S011	f11r	HERBAL	dod	D_ADDR+O+D_ADDR	[wie zuvor]	1	Im laufenden Gang nimm den Arbeitswert [wie zuvor]; als Ausführung; an der bezeichneten Stelle und an der bezeichneten Stelle.	Im laufenden Gang nimm denselben Arbeitswert; als Ausführung; an der bezeichneten Stelle und an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
90	G407-E0346	G407-S011	f11r	HERBAL	d	D_ADDR	[wie zuvor]	1	Im laufenden Gang stelle den Pflanzenposten [wie zuvor] ein; an der bezeichneten Stelle.	Im laufenden Gang stelle denselben Pflanzenposten ein; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
91	G407-E0348	G407-S011	f11r	HERBAL	chodl	CH+O+D_ADDR+L	[wie zuvor]	1	Nimm den Pflanzenposten [wie zuvor]; über die Verbindung im Pflanzenartikel; als Ausführung; an der bezeichneten Stelle.	Nimm denselben Pflanzenposten; über die Verbindung im Pflanzenartikel; als Ausführung; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
92	G407-E0350	G407-S011	f11r	HERBAL	odl	O+D_ADDR+L	[wie zuvor]	1	Im laufenden Gang nimm den Arbeitswert [wie zuvor]; über die Verbindung im Pflanzenartikel; als Ausführung; an der bezeichneten Stelle.	Im laufenden Gang nimm denselben Arbeitswert; über die Verbindung im Pflanzenartikel; als Ausführung; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
93	G407-E0351	G407-S011	f11r	HERBAL	d	D_ADDR	[wie zuvor]	1	Im laufenden Gang nimm den Arbeitswert [wie zuvor]; an der bezeichneten Stelle.	Im laufenden Gang nimm denselben Arbeitswert; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
94	G407-E0352	G407-S011	f11r	HERBAL	s	S	[wie zuvor]	1	Wähle den Arbeitswert [wie zuvor].	Wähle denselben Arbeitswert.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
95	G407-E0357	G407-S011	f11r	HERBAL	dair	D_ADDR+AIR	[wie zuvor]	1	Im laufenden Gang nimm die Arbeitseinheit [wie zuvor]; entlang der Verarbeitungsbahn; an der bezeichneten Stelle.	Im laufenden Gang nimm dieselbe Arbeitseinheit; entlang der Verarbeitungsbahn; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
96	G407-E0360	G407-S011	f11r	HERBAL	s	S	[wie zuvor]	1	Wähle den Pflanzenposten [wie zuvor].	Wähle denselben Pflanzenposten.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
97	G407-E0366	G407-S012	f13r	HERBAL	torshor	T+OR+SH+OR	[außen]|[innen]|[außen]|[innen]	4	Stelle die Arbeitseinheit [außen] und die Arbeitseinheit [innen] ein und halte die Arbeitseinheit [außen] und die Arbeitseinheit [innen].	Stelle die äußere Arbeitseinheit und die innere Arbeitseinheit ein und halte die äußere Arbeitseinheit und die innere Arbeitseinheit.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
98	G407-E0373	G407-S012	f13r	HERBAL	dypchy	D_ADDR+Y+P+Y	[außen]|[innen]	2	Setze den Pflanzenposten [außen] und den Pflanzenposten [innen] ein; an der bezeichneten Stelle.	Setze den äußeren Pflanzenposten und den inneren Pflanzenposten ein; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
99	G407-E0374	G407-S012	f13r	HERBAL	dchg	D_ADDR+CH+LOCAL_CHAR_G	[wie zuvor]	1	Nimm den Pflanzenposten [wie zuvor]; an der bezeichneten Stelle und mit der lokalen Variante.	Nimm denselben Pflanzenposten; an der bezeichneten Stelle und mit der lokalen Variante.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
100	G407-E0381	G407-S012	f13r	HERBAL	ykchy	Y+K+Y	[außen]|[innen]	2	Gib den Pflanzenposten [außen] und den Pflanzenposten [innen] zu.	Gib den äußeren Pflanzenposten und den inneren Pflanzenposten zu.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
101	G407-E0384	G407-S012	f13r	HERBAL	s	S	[wie zuvor]	1	Wähle den Arbeitswert [wie zuvor].	Wähle denselben Arbeitswert.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
102	G407-E0386	G407-S012	f13r	HERBAL	s	S	[wie zuvor]	1	Wähle den Pflanzenposten [wie zuvor].	Wähle denselben Pflanzenposten.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
103	G407-E0390	G407-S012	f13r	HERBAL	oeees	O+EEE+S	[wie zuvor]	1	Wähle den Arbeitswert [wie zuvor]; als Ausführung und auf Grad III.	Wähle denselben Arbeitswert; als Ausführung und auf Grad III.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
104	G407-E0393	G407-S012	f13r	HERBAL	ytshy	Y+T+Y	[außen]|[innen]	2	Stelle den Pflanzenposten [außen] und den Pflanzenposten [innen] ein.	Stelle den äußeren Pflanzenposten und den inneren Pflanzenposten ein.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
105	G407-E0394	G407-S012	f13r	HERBAL	ykchy	Y+K+Y	[außen]|[innen]	2	Gib den Pflanzenposten [außen] und den Pflanzenposten [innen] zu.	Gib den äußeren Pflanzenposten und den inneren Pflanzenposten zu.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
106	G407-E0396	G407-S012	f13r	HERBAL	dar	D_ADDR+AR	[wie zuvor]	1	Im laufenden Gang gib den Pflanzenposten [wie zuvor] zu; vom Ausgangsmaterial; an der bezeichneten Stelle.	Im laufenden Gang gib denselben Pflanzenposten zu; vom Ausgangsmaterial; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
107	G407-E0398	G407-S012	f13r	HERBAL	ytchy	Y+T+Y	[außen]|[innen]	2	Stelle den Pflanzenposten [außen] und den Pflanzenposten [innen] ein.	Stelle den äußeren Pflanzenposten und den inneren Pflanzenposten ein.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
108	G407-E0414	G407-S013	f13r	HERBAL	oiin	O+IIN	[wie zuvor]	1	Im laufenden Gang nimm die Arbeitseinheit [wie zuvor]; als Ausführung und auf der bezeichneten Stufe.	Im laufenden Gang nimm dieselbe Arbeitseinheit; als Ausführung und auf der bezeichneten Stufe.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
109	G407-E0416	G407-S013	f13r	HERBAL	d	D_ADDR	[wie zuvor]	1	Im laufenden Gang gib den Pflanzenposten [wie zuvor] zu; an der bezeichneten Stelle.	Im laufenden Gang gib denselben Pflanzenposten zu; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
110	G407-E0422	G407-S013	f13r	HERBAL	d	D_ADDR	[wie zuvor]	1	Im laufenden Gang setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; an der bezeichneten Stelle.	Im laufenden Gang setze denselben Pflanzenposten im Arbeitsgang an; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
111	G407-E0429	G407-S014	f13r	HERBAL	k	K	[wie zuvor]	1	Gib den Pflanzenposten [wie zuvor] zu.	Gib denselben Pflanzenposten zu.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
112	G407-E0430	G407-S014	f13r	HERBAL	s	S	[wie zuvor]	1	Wähle den Pflanzenposten [wie zuvor].	Wähle denselben Pflanzenposten.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
113	G407-E0436	G407-S015	f13r	HERBAL	doiin	D_ADDR+O+IIN	[wie zuvor]	1	Im laufenden Gang halte den Pflanzenposten [wie zuvor]; als Ausführung und auf der bezeichneten Stufe; an der bezeichneten Stelle.	Im laufenden Gang halte denselben Pflanzenposten; als Ausführung und auf der bezeichneten Stufe; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
114	G407-E0438	G407-S015	f13r	HERBAL	okchal	OK+CH+AL	[wie zuvor]|[wie zuvor]	2	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an und nimm den Pflanzenposten [wie zuvor]; zur Zielstelle.	Setze denselben Pflanzenposten im Arbeitsgang an und nimm denselben Pflanzenposten; zur Zielstelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
115	G407-E0442	G407-S016	f13r	HERBAL	okorory	OK+OR+OR+Y	[außen]|[innen]	2	Setze die Arbeitseinheit [außen], die Arbeitseinheit [innen] und den Pflanzenposten im Arbeitsgang an.	Setze die äußere Arbeitseinheit, die innere Arbeitseinheit und den Pflanzenposten im Arbeitsgang an.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
116	G407-E0446	G407-S018	f17r	HERBAL	chog	HO+LOCAL_CHAR_G	[wie zuvor]	1	Im laufenden Gang markiere den Pflanzenposten [wie zuvor]; in der bezeichneten Klasse und mit der lokalen Variante.	Im laufenden Gang markiere denselben Pflanzenposten; in der bezeichneten Klasse und mit der lokalen Variante.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
117	G407-E0449	G407-S019	f17r	HERBAL	chop	CH+O+P	[wie zuvor]|[wie zuvor]	2	Nimm den Pflanzenposten [wie zuvor] und setze den Pflanzenposten [wie zuvor] ein; als Ausführung.	Nimm denselben Pflanzenposten und setze denselben Pflanzenposten ein; als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
118	G407-E0456	G407-S020	f17r	HERBAL	qodar	O+D_ADDR+AR	[wie zuvor]	1	Im laufenden Gang setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; vom Ausgangsmaterial; als Ausführung; an der bezeichneten Stelle.	Im laufenden Gang setze denselben Pflanzenposten im Arbeitsgang an; vom Ausgangsmaterial; als Ausführung; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
119	G407-E0461	G407-S021	f17r	HERBAL	ods	O+D_ADDR+S	[wie zuvor]	1	Wähle den Pflanzenposten [wie zuvor]; als Ausführung; an der bezeichneten Stelle.	Wähle denselben Pflanzenposten; als Ausführung; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
120	G407-E0465	G407-S021	f17r	HERBAL	qodam	O+D_ADDR+AM_ADDR	[wie zuvor]	1	Im laufenden Gang wähle den Pflanzenposten [wie zuvor]; als Ausführung; an der bezeichneten Stelle und an der bezeichneten Stelle.	Im laufenden Gang wähle denselben Pflanzenposten; als Ausführung; an der bezeichneten Stelle und an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
121	G407-E0468	G407-S021	f17r	HERBAL	okchom	OK+CH+O+AM_ADDR	[wie zuvor]|[wie zuvor]	2	Setze die Arbeitseinheit [wie zuvor] im Arbeitsgang an und nimm die Arbeitseinheit [wie zuvor]; als Ausführung; an der bezeichneten Stelle.	Setze dieselbe Arbeitseinheit im Arbeitsgang an und nimm dieselbe Arbeitseinheit; als Ausführung; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
122	G407-E0469	G407-S021	f17r	HERBAL	tcho	T+CH+O	[wie zuvor]|[wie zuvor]	2	Stelle die Arbeitseinheit [wie zuvor] ein und nimm die Arbeitseinheit [wie zuvor]; als Ausführung.	Stelle dieselbe Arbeitseinheit ein und nimm dieselbe Arbeitseinheit; als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
123	G407-E0475	G407-S021	f17r	HERBAL	som	S+O+M_LOCAL	[wie zuvor]	1	Wähle den Pflanzenposten [wie zuvor]; als Ausführung; an der bezeichneten Stelle.	Wähle denselben Pflanzenposten; als Ausführung; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
124	G407-E0476	G407-S021	f17r	HERBAL	ypchy	Y+P+CH+Y	[außen]|[innen]|[außen]|[innen]	4	Setze den Pflanzenposten [außen] und den Pflanzenposten [innen] ein und nimm den Pflanzenposten [außen] und den Pflanzenposten [innen].	Setze den äußeren Pflanzenposten und den inneren Pflanzenposten ein und nimm den äußeren Pflanzenposten und den inneren Pflanzenposten.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
125	G407-E0478	G407-S021	f17r	HERBAL	ychekchy	Y+CH+K+Y	[außen]|[innen]|[außen]|[innen]	4	Nimm den Pflanzenposten [außen] und den Pflanzenposten [innen] und gib den Pflanzenposten [außen] und den Pflanzenposten [innen] zu.	Nimm den äußeren Pflanzenposten und den inneren Pflanzenposten und gib den äußeren Pflanzenposten und den inneren Pflanzenposten zu.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
126	G407-E0484	G407-S022	f17r	HERBAL	dair	D_ADDR+AIR	[wie zuvor]	1	Im laufenden Gang setze die Arbeitseinheit [wie zuvor] ein; entlang der Verarbeitungsbahn; an der bezeichneten Stelle.	Im laufenden Gang setze dieselbe Arbeitseinheit ein; entlang der Verarbeitungsbahn; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
127	G407-E0487	G407-S023	f17r	HERBAL	tsho	T+SH+O	[wie zuvor]|[wie zuvor]	2	Stelle den Pflanzenposten [wie zuvor] ein und halte den Pflanzenposten [wie zuvor]; als Ausführung.	Stelle denselben Pflanzenposten ein und halte denselben Pflanzenposten; als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
128	G407-E0488	G407-S023	f17r	HERBAL	qof	O+LOCAL_CHAR_F	[wie zuvor]	1	Im laufenden Gang halte den Pflanzenposten [wie zuvor]; als Ausführung; an der bezeichneten Stelle.	Im laufenden Gang halte denselben Pflanzenposten; als Ausführung; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
129	G407-E0489	G407-S023	f17r	HERBAL	cho	HO	[wie zuvor]	1	Im laufenden Gang halte den Pflanzenposten [wie zuvor]; in der bezeichneten Klasse.	Im laufenden Gang halte denselben Pflanzenposten; in der bezeichneten Klasse.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
130	G407-E0490	G407-S023	f17r	HERBAL	qokcheor	OK+CH+E+O+R	[wie zuvor]|[wie zuvor]|[wie zuvor]	3	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an, nimm den Pflanzenposten [wie zuvor] und markiere den Pflanzenposten [wie zuvor]; auf Grad I und als Ausführung.	Setze denselben Pflanzenposten im Arbeitsgang an, nimm denselben Pflanzenposten und markiere denselben Pflanzenposten; auf Grad I und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
131	G407-E0491	G407-S023	f17r	HERBAL	cheteg	CH+E+T+E+LOCAL_CHAR_G	[wie zuvor]|[wie zuvor]	2	Nimm den Pflanzenposten [wie zuvor] und stelle den Pflanzenposten [wie zuvor] ein; auf Grad I und auf Grad I; mit der lokalen Variante.	Nimm denselben Pflanzenposten und stelle denselben Pflanzenposten ein; auf Grad I und auf Grad I; mit der lokalen Variante.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
132	G407-E0492	G407-S023	f17r	HERBAL	ksheo	K+SH+E+O	[wie zuvor]|[wie zuvor]	2	Gib den Pflanzenposten [wie zuvor] zu und halte den Pflanzenposten [wie zuvor]; auf Grad I und als Ausführung.	Gib denselben Pflanzenposten zu und halte denselben Pflanzenposten; auf Grad I und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
133	G407-E0496	G407-S023	f17r	HERBAL	d	D_ADDR	[wie zuvor]	1	Im laufenden Gang nimm den Pflanzenposten [wie zuvor]; an der bezeichneten Stelle.	Im laufenden Gang nimm denselben Pflanzenposten; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
134	G407-E0500	G407-S024	f17r	HERBAL	schar	S+AR	[wie zuvor]	1	Wähle den Pflanzenposten [wie zuvor]; vom Ausgangsmaterial.	Wähle denselben Pflanzenposten; vom Ausgangsmaterial.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
135	G407-E0501	G407-S024	f17r	HERBAL	ykchy	Y+K+Y	[außen]|[innen]	2	Gib den Pflanzenposten [außen] und den Pflanzenposten [innen] zu.	Gib den äußeren Pflanzenposten und den inneren Pflanzenposten zu.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
136	G407-E0503	G407-S024	f17r	HERBAL	chckho	CH+K+O	[wie zuvor]|[wie zuvor]	2	Nimm den Pflanzenposten [wie zuvor] und gib den Pflanzenposten [wie zuvor] zu; als Ausführung.	Nimm denselben Pflanzenposten und gib denselben Pflanzenposten zu; als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
137	G407-E0504	G407-S024	f17r	HERBAL	o	O	[wie zuvor]	1	Im laufenden Gang gib den Pflanzenposten [wie zuvor] zu; als Ausführung.	Im laufenden Gang gib denselben Pflanzenposten zu; als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
138	G407-E0505	G407-S024	f17r	HERBAL	das	DA+S	[wie zuvor]	1	Wähle den Pflanzenposten [wie zuvor]; auf der zweiten Stufe.	Wähle denselben Pflanzenposten; auf der zweiten Stufe.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
139	G407-E0507	G407-S024	f17r	HERBAL	dar	D_ADDR+AR	[wie zuvor]	1	Im laufenden Gang nimm den Pflanzenposten [wie zuvor]; vom Ausgangsmaterial; an der bezeichneten Stelle.	Im laufenden Gang nimm denselben Pflanzenposten; vom Ausgangsmaterial; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
140	G407-E0508	G407-S024	f17r	HERBAL	chear	CH+E+AR	[wie zuvor]	1	Nimm den Pflanzenposten [wie zuvor]; vom Ausgangsmaterial; auf Grad I.	Nimm denselben Pflanzenposten; vom Ausgangsmaterial; auf Grad I.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
141	G407-E0509	G407-S024	f17r	HERBAL	dcheor	D_ADDR+CH+E+O+R	[wie zuvor]|[wie zuvor]	2	Nimm den Pflanzenposten [wie zuvor] und markiere den Pflanzenposten [wie zuvor]; auf Grad I und als Ausführung; an der bezeichneten Stelle.	Nimm denselben Pflanzenposten und markiere denselben Pflanzenposten; auf Grad I und als Ausführung; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
142	G407-E0514	G407-S024	f17r	HERBAL	cthar	CH+T+AR	[wie zuvor]|[wie zuvor]	2	Nimm den Pflanzenposten [wie zuvor] und stelle den Pflanzenposten [wie zuvor] ein; vom Ausgangsmaterial.	Nimm denselben Pflanzenposten und stelle denselben Pflanzenposten ein; vom Ausgangsmaterial.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
143	G407-E0517	G407-S024	f17r	HERBAL	daiiin	DA+IIN	[wie zuvor]	1	Im laufenden Gang setze den Arbeitswert [wie zuvor] im Arbeitsgang an; auf der zweiten Stufe und auf der bezeichneten Stufe.	Im laufenden Gang setze denselben Arbeitswert im Arbeitsgang an; auf der zweiten Stufe und auf der bezeichneten Stufe.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
144	G407-E0525	G407-S026	f18r	HERBAL	dar	D_ADDR+AR	[wie zuvor]	1	Im laufenden Gang gib den Pflanzenposten [wie zuvor] zu; vom Ausgangsmaterial; an der bezeichneten Stelle.	Im laufenden Gang gib denselben Pflanzenposten zu; vom Ausgangsmaterial; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
145	G407-E0526	G407-S026	f18r	HERBAL	om	O+AM_ADDR	[wie zuvor]	1	Im laufenden Gang gib den Pflanzenposten [wie zuvor] zu; als Ausführung; an der bezeichneten Stelle.	Im laufenden Gang gib denselben Pflanzenposten zu; als Ausführung; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
146	G407-E0529	G407-S026	f18r	HERBAL	dal	AL	[wie zuvor]	1	Im laufenden Gang stelle die Arbeitseinheit [wie zuvor] ein; zur Zielstelle.	Im laufenden Gang stelle dieselbe Arbeitseinheit ein; zur Zielstelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
147	G407-E0532	G407-S026	f18r	HERBAL	chykchy	Y+K+CH+Y	[außen]|[innen]|[außen]|[innen]	4	Gib den Pflanzenposten [außen] und den Pflanzenposten [innen] zu und nimm den Pflanzenposten [außen] und den Pflanzenposten [innen].	Gib den äußeren Pflanzenposten und den inneren Pflanzenposten zu und nimm den äußeren Pflanzenposten und den inneren Pflanzenposten.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
