group_serial	diagram_id	page	locus	opaque_local_id	visible_owner	visible_surface	namespace_id	local_content_class	detected_literal_atoms	detected_cues	covered_characters	residual_pattern	transfer_class	exact_prose_master_card_id	exact_prose_short_default_de	forward_prediction	forward_predicted_reading_de	existing_astro_component_parse	existing_astro_reading_de	cross_register_reading_de	orientation_rule	crosspage_rule
38	A1	f67r2	f67r2.16	A1:G038	A1_LEFT_LOCAL_FIELD_16	okoes	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	OK	OK=ok@0-2	2/5	··oes	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Diagrammposten setzen oder aktivieren	Sternplatz A1_LEFT_LOCAL_FIELD_16: Diagrammposten setzen oder aktivieren; lokaler Namensrest oes.	Sternplatz A1_LEFT_LOCAL_FIELD_16: Diagrammposten setzen oder aktivieren; lokaler Namensrest oes.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
39	A1	f67r2	f67r2.16	A1:G039	A1_LEFT_LOCAL_FIELD_16	oekain	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	AIN	AIN=ain@3-6	3/6	oek···	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	gezaehlter Teil oder Unterabschnitt	Sternplatz A1_LEFT_LOCAL_FIELD_16: gezaehlter Teil oder Unterabschnitt; lokaler Namensrest oek.	Sternplatz A1_LEFT_LOCAL_FIELD_16: gezaehlter Teil oder Unterabschnitt; lokaler Namensrest oek.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
40	A1	f67r2	f67r2.16	A1:G040	A1_LEFT_LOCAL_FIELD_16	y	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	NONE	NONE	0/1	y	EXACT_PROSE_SURFACE	MC123	dieser Posten	NONE	NONE	dieser lokale Diagrammposten	Sternplatz A1_LEFT_LOCAL_FIELD_16: dieser lokale Diagrammposten.	Sternplatz A1_LEFT_LOCAL_FIELD_16: dieser lokale Diagrammposten.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
41	A1	f67r2	f67r2.17	A1:G041	A1_LEFT_LOCAL_FIELD_17	otchey	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	OT	OT=ot@0-2	2/6	··chey	EXACT_PROSE_SURFACE	MC171	nächster Teilposten	NONE	NONE	naechster Diagrammposten	Sternplatz A1_LEFT_LOCAL_FIELD_17: naechster Diagrammposten.	Sternplatz A1_LEFT_LOCAL_FIELD_17: naechster Diagrammposten.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
42	A1	f67r2	f67r2.17	A1:G042	A1_LEFT_LOCAL_FIELD_17	soraiir	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	OR	OR=or@1-3	2/7	s··aiir	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Bedingungs-, Tabellen- oder Wahlansatz	Sternplatz A1_LEFT_LOCAL_FIELD_17: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest s/aiir.	Sternplatz A1_LEFT_LOCAL_FIELD_17: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest s/aiir.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
43	A1	f67r2	f67r2.17	A1:G043	A1_LEFT_LOCAL_FIELD_17	dy	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	NONE	NONE	0/2	dy	EXACT_PROSE_SURFACE	MC123	dieser Posten	NONE	NONE	dieser lokale Diagrammposten	Sternplatz A1_LEFT_LOCAL_FIELD_17: dieser lokale Diagrammposten.	Sternplatz A1_LEFT_LOCAL_FIELD_17: dieser lokale Diagrammposten.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
44	A1	f67r2	f67r2.18	A1:G044	A1_LEFT_LOCAL_FIELD_18	qopchy	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	NONE	NONE	0/6	qopchy	LOCAL_ASTRO_NOMENCLATOR	NONE	NONE	NONE	NONE	gelerntes lokales Namen- oder Wertsegment	A1_LEFT_LOCAL_FIELD_18: neuer Paarbezug.	A1_LEFT_LOCAL_FIELD_18: neuer Paarbezug.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
45	A1	f67r2	f67r2.18	A1:G045	A1_LEFT_LOCAL_FIELD_18	daiin	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	AIIN	AIIN=aiin@1-5	4/5	d····	EXACT_PROSE_SURFACE	MC039	Sollmaß	NONE	NONE	Sollwert oder Grad des bezeichneten Himmelsplatzes	Sternplatz A1_LEFT_LOCAL_FIELD_18: Sollwert oder Grad des bezeichneten Himmelsplatzes.	Sternplatz A1_LEFT_LOCAL_FIELD_18: Sollwert oder Grad des bezeichneten Himmelsplatzes.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
46	A1	f67r2	f67r2.18	A1:G046	A1_LEFT_LOCAL_FIELD_18	dal	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	AL	AL=al@1-3	2/3	d··	EXACT_PROSE_SURFACE	MC154	dorthin	NONE	NONE	zum bezeichneten Zielplatz	Sternplatz A1_LEFT_LOCAL_FIELD_18: zum bezeichneten Zielplatz.	Sternplatz A1_LEFT_LOCAL_FIELD_18: zum bezeichneten Zielplatz.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
47	A1	f67r2	f67r2.19	A1:G047	A1_LEFT_LOCAL_FIELD_19	ydchos	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	HO	HO=cho@2-5	3/6	yd···s	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Himmelsobjekt oder Eingangsbedingung	Sternplatz A1_LEFT_LOCAL_FIELD_19: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest ydc/s.	Sternplatz A1_LEFT_LOCAL_FIELD_19: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest ydc/s.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
48	A1	f67r2	f67r2.19	A1:G048	A1_LEFT_LOCAL_FIELD_19	ain	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	AIN	AIN=ain@0-3	3/3	···	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	gezaehlter Teil oder Unterabschnitt	Sternplatz A1_LEFT_LOCAL_FIELD_19: gezaehlter Teil oder Unterabschnitt.	Sternplatz A1_LEFT_LOCAL_FIELD_19: gezaehlter Teil oder Unterabschnitt.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
49	A1	f67r2	f67r2.19	A1:G049	A1_LEFT_LOCAL_FIELD_19	ar	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	AR	AR=ar@0-2	2/2	··	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Ausgangssektor, Ursprung oder Bezugswert	Sternplatz A1_LEFT_LOCAL_FIELD_19: Ausgangssektor, Ursprung oder Bezugswert.	Sternplatz A1_LEFT_LOCAL_FIELD_19: Ausgangssektor, Ursprung oder Bezugswert.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
50	A1	f67r2	f67r2.19	A1:G050	A1_LEFT_LOCAL_FIELD_19	amy	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	NONE	NONE	0/3	amy	LOCAL_ASTRO_NOMENCLATOR	NONE	NONE	NONE	NONE	gelerntes lokales Namen- oder Wertsegment	A1_LEFT_LOCAL_FIELD_19: aktueller Aspektwert.	A1_LEFT_LOCAL_FIELD_19: aktueller Aspektwert.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
51	A1	f67r2	f67r2.20	A1:G051	A1_LEFT_LOCAL_FIELD_20	chocfhy	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	HO	HO=cho@0-3	3/7	···cfhy	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Himmelsobjekt oder Eingangsbedingung	Sternplatz A1_LEFT_LOCAL_FIELD_20: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest c/cfhy.	Sternplatz A1_LEFT_LOCAL_FIELD_20: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest c/cfhy.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
52	A1	f67r2	f67r2.20	A1:G052	A1_LEFT_LOCAL_FIELD_20	saral	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	AR+AL	AR=ar@1-3|AL=al@3-5	4/5	s····	NEW_MULTI_ATOM_CANDIDATE	NONE	NONE	NONE	NONE	Ausgangssektor, Ursprung oder Bezugswert + Zielsektor, Zielstern oder Zielfeld	Sternplatz A1_LEFT_LOCAL_FIELD_20: Ausgangssektor, Ursprung oder Bezugswert + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest s.	Sternplatz A1_LEFT_LOCAL_FIELD_20: Ausgangssektor, Ursprung oder Bezugswert + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest s.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
53	A1	f67r2	f67r2.21	A1:G053	A1_LEFT_LOCAL_FIELD_21	sain	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	AIN	AIN=ain@1-4	3/4	s···	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	gezaehlter Teil oder Unterabschnitt	Sternplatz A1_LEFT_LOCAL_FIELD_21: gezaehlter Teil oder Unterabschnitt; lokaler Namensrest s.	Sternplatz A1_LEFT_LOCAL_FIELD_21: gezaehlter Teil oder Unterabschnitt; lokaler Namensrest s.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
54	A1	f67r2	f67r2.21	A1:G054	A1_LEFT_LOCAL_FIELD_21	am	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	NONE	NONE	0/2	am	LOCAL_ASTRO_NOMENCLATOR	NONE	NONE	NONE	NONE	gelerntes lokales Namen- oder Wertsegment	A1_LEFT_LOCAL_FIELD_21: Aspektwert.	A1_LEFT_LOCAL_FIELD_21: Aspektwert.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
55	A1	f67r2	f67r2.21	A1:G055	A1_LEFT_LOCAL_FIELD_21	ar	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	AR	AR=ar@0-2	2/2	··	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Ausgangssektor, Ursprung oder Bezugswert	Sternplatz A1_LEFT_LOCAL_FIELD_21: Ausgangssektor, Ursprung oder Bezugswert.	Sternplatz A1_LEFT_LOCAL_FIELD_21: Ausgangssektor, Ursprung oder Bezugswert.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
56	A1	f67r2	f67r2.22	A1:G056	A1_LEFT_LOCAL_FIELD_22	okal	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	OK+AL	OK=ok@0-2|AL=al@2-4	4/4	····	EXACT_PROSE_SURFACE	MC040	dort ansetzen	NONE	NONE	am Zielplatz setzen	Sternplatz A1_LEFT_LOCAL_FIELD_22: am Zielplatz setzen.	Sternplatz A1_LEFT_LOCAL_FIELD_22: am Zielplatz setzen.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
57	A1	f67r2	f67r2.23	A1:G057	A1_LEFT_LOCAL_FIELD_23	oparchy	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	AR	AR=ar@2-4	2/7	op··chy	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Ausgangssektor, Ursprung oder Bezugswert	Sternplatz A1_LEFT_LOCAL_FIELD_23: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest op/chy.	Sternplatz A1_LEFT_LOCAL_FIELD_23: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest op/chy.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
58	A1	f67r2	f67r2.23	A1:G058	A1_LEFT_LOCAL_FIELD_23	salsain	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	AL+AIN	AL=al@1-3|AIN=ain@4-7	5/7	s··s···	NEW_MULTI_ATOM_CANDIDATE	NONE	NONE	NONE	NONE	Zielsektor, Zielstern oder Zielfeld + gezaehlter Teil oder Unterabschnitt	Sternplatz A1_LEFT_LOCAL_FIELD_23: Zielsektor, Zielstern oder Zielfeld + gezaehlter Teil oder Unterabschnitt; lokaler Namensrest s/s.	Sternplatz A1_LEFT_LOCAL_FIELD_23: Zielsektor, Zielstern oder Zielfeld + gezaehlter Teil oder Unterabschnitt; lokaler Namensrest s/s.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
59	A1	f67r2	f67r2.24	A1:G059	A1_LEFT_LOCAL_FIELD_24	sodar	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	AR	AR=ar@3-5	2/5	sod··	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Ausgangssektor, Ursprung oder Bezugswert	Sternplatz A1_LEFT_LOCAL_FIELD_24: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest sod.	Sternplatz A1_LEFT_LOCAL_FIELD_24: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest sod.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
60	A1	f67r2	f67r2.24	A1:G060	A1_LEFT_LOCAL_FIELD_24	ofar	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	AR	AR=ar@2-4	2/4	of··	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Ausgangssektor, Ursprung oder Bezugswert	Sternplatz A1_LEFT_LOCAL_FIELD_24: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest of.	Sternplatz A1_LEFT_LOCAL_FIELD_24: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest of.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
61	A1	f67r2	f67r2.24	A1:G061	A1_LEFT_LOCAL_FIELD_24	ar	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	AR	AR=ar@0-2	2/2	··	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Ausgangssektor, Ursprung oder Bezugswert	Sternplatz A1_LEFT_LOCAL_FIELD_24: Ausgangssektor, Ursprung oder Bezugswert.	Sternplatz A1_LEFT_LOCAL_FIELD_24: Ausgangssektor, Ursprung oder Bezugswert.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
62	A1	f67r2	f67r2.25	A1:G062	A1_LEFT_LOCAL_FIELD_25	ydam	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	NONE	NONE	0/4	ydam	LOCAL_ASTRO_NOMENCLATOR	NONE	NONE	NONE	NONE	gelerntes lokales Namen- oder Wertsegment	A1_LEFT_LOCAL_FIELD_25: festgelegter Aspektwert.	A1_LEFT_LOCAL_FIELD_25: festgelegter Aspektwert.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
63	A1	f67r2	f67r2.26	A1:G063	A1_LEFT_LOCAL_FIELD_26	yteoor	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	OR	OR=or@4-6	2/6	yteo··	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Bedingungs-, Tabellen- oder Wahlansatz	Sternplatz A1_LEFT_LOCAL_FIELD_26: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest yteo.	Sternplatz A1_LEFT_LOCAL_FIELD_26: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest yteo.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
64	A1	f67r2	f67r2.26	A1:G064	A1_LEFT_LOCAL_FIELD_26	yto	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	NONE	NONE	0/3	yto	LOCAL_ASTRO_NOMENCLATOR	NONE	NONE	NONE	NONE	gelerntes lokales Namen- oder Wertsegment	A1_LEFT_LOCAL_FIELD_26: aktueller Platz.	A1_LEFT_LOCAL_FIELD_26: aktueller Platz.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
65	A1	f67r2	f67r2.26	A1:G065	A1_LEFT_LOCAL_FIELD_26	ykor	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	OR	OR=or@2-4	2/4	yk··	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Bedingungs-, Tabellen- oder Wahlansatz	Sternplatz A1_LEFT_LOCAL_FIELD_26: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest yk.	Sternplatz A1_LEFT_LOCAL_FIELD_26: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest yk.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
66	A1	f67r2	f67r2.27	A1:G066	A1_LEFT_LOCAL_FIELD_27	okeo	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	OK	OK=ok@0-2	2/4	··eo	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Diagrammposten setzen oder aktivieren	Sternplatz A1_LEFT_LOCAL_FIELD_27: Diagrammposten setzen oder aktivieren; lokaler Namensrest eo.	Sternplatz A1_LEFT_LOCAL_FIELD_27: Diagrammposten setzen oder aktivieren; lokaler Namensrest eo.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
67	A1	f67r2	f67r2.27	A1:G067	A1_LEFT_LOCAL_FIELD_27	r	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	NONE	NONE	0/1	r	LOCAL_ASTRO_NOMENCLATOR	NONE	NONE	NONE	NONE	gelerntes lokales Namen- oder Wertsegment	A1_LEFT_LOCAL_FIELD_27: Bezugswert.	A1_LEFT_LOCAL_FIELD_27: Bezugswert.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
68	A1	f67r2	f67r2.27	A1:G068	A1_LEFT_LOCAL_FIELD_27	aiin	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	AIIN	AIIN=aiin@0-4	4/4	····	EXACT_PROSE_SURFACE	MC039	Sollmaß	NONE	NONE	Sollwert oder Grad des bezeichneten Himmelsplatzes	Sternplatz A1_LEFT_LOCAL_FIELD_27: Sollwert oder Grad des bezeichneten Himmelsplatzes.	Sternplatz A1_LEFT_LOCAL_FIELD_27: Sollwert oder Grad des bezeichneten Himmelsplatzes.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
69	A1	f67r2	f67r2.27	A1:G069	A1_LEFT_LOCAL_FIELD_27	am	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	NONE	NONE	0/2	am	LOCAL_ASTRO_NOMENCLATOR	NONE	NONE	NONE	NONE	gelerntes lokales Namen- oder Wertsegment	A1_LEFT_LOCAL_FIELD_27: Aspektwert.	A1_LEFT_LOCAL_FIELD_27: Aspektwert.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
70	A1	f67r2	f67r2.28	A1:G070	A1_LEFT_LOCAL_FIELD_28	okain	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	OK+AIN	OK=ok@0-2|AIN=ain@2-5	5/5	·····	EXACT_PROSE_SURFACE	MC017	eine Portion zugeben	NONE	NONE	einen gezaehlten Teilwert zugeben	Sternplatz A1_LEFT_LOCAL_FIELD_28: einen gezaehlten Teilwert zugeben.	Sternplatz A1_LEFT_LOCAL_FIELD_28: einen gezaehlten Teilwert zugeben.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
71	A1	f67r2	f67r2.28	A1:G071	A1_LEFT_LOCAL_FIELD_28	am	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	NONE	NONE	0/2	am	LOCAL_ASTRO_NOMENCLATOR	NONE	NONE	NONE	NONE	gelerntes lokales Namen- oder Wertsegment	A1_LEFT_LOCAL_FIELD_28: Aspektwert.	A1_LEFT_LOCAL_FIELD_28: Aspektwert.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
72	A1	f67r2	f67r2.29	A1:G072	A1_LEFT_LOCAL_FIELD_29	ytody	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	NONE	NONE	0/5	ytody	LOCAL_ASTRO_NOMENCLATOR	NONE	NONE	NONE	NONE	gelerntes lokales Namen- oder Wertsegment	A1_LEFT_LOCAL_FIELD_29: Platz fest eingetragen.	A1_LEFT_LOCAL_FIELD_29: Platz fest eingetragen.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
73	A1	f67r2	f67r2.29	A1:G073	A1_LEFT_LOCAL_FIELD_29	saiin	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	AIIN	AIIN=aiin@1-5	4/5	s····	EXACT_PROSE_SURFACE	MC039	Sollmaß	NONE	NONE	Sollwert oder Grad des bezeichneten Himmelsplatzes	Sternplatz A1_LEFT_LOCAL_FIELD_29: Sollwert oder Grad des bezeichneten Himmelsplatzes.	Sternplatz A1_LEFT_LOCAL_FIELD_29: Sollwert oder Grad des bezeichneten Himmelsplatzes.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
74	A1	f67r2	f67r2.30	A1:G074	A1_LEFT_LOCAL_FIELD_30	ochol	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	HO	HO=cho@1-4	3/5	o···l	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	im selben Ring, Band oder Satz fortsetzen	Sternplatz A1_LEFT_LOCAL_FIELD_30: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest och.	Sternplatz A1_LEFT_LOCAL_FIELD_30: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest och.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
75	A1	f67r2	f67r2.30	A1:G075	A1_LEFT_LOCAL_FIELD_30	olol	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	OL+OL	OL=ol@0-2|OL=ol@2-4	4/4	····	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	im selben Ring, Band oder Satz fortsetzen + im selben Ring, Band oder Satz fortsetzen	Sternplatz A1_LEFT_LOCAL_FIELD_30: im selben Ring, Band oder Satz fortsetzen + im selben Ring, Band oder Satz fortsetzen.	Sternplatz A1_LEFT_LOCAL_FIELD_30: im selben Ring, Band oder Satz fortsetzen + im selben Ring, Band oder Satz fortsetzen.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
76	A1	f67r2	f67r2.31	A1:G076	A1_LEFT_LOCAL_FIELD_31	opcholdy	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	HO	HO=cho@2-5	3/8	op···ldy	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	im selben Ring, Band oder Satz fortsetzen	Sternplatz A1_LEFT_LOCAL_FIELD_31: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest opch/dy.	Sternplatz A1_LEFT_LOCAL_FIELD_31: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest opch/dy.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
