group_serial	diagram_id	page	locus	event_index	opaque_local_id	surface	visible_owner	local_namespace	transfer_status	exact_prose_joint_tuple_id	selected_component_parse	candidate_workshop_value_de	parse_alternatives	owner_and_namespace_preserved	cross_instrument_join	previous_candidate_value_de	atomic_common_root_value_de	common_root_revision	ambiguity_resolution_rule	label_frame_resolution_rule	address_core_resolution_rule	nomenclator_resolution	previous_atomic_value_de	common_action_revision	celestial_context_reading_de	quantity_root	quantity_kind	pass480_celestial_reading_de	pass480_quantity_revision
188	A1	f67r2	f67r2.74	11	A1:G188	ar	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	UNIQUE_COMPONENT_SEQUENCE	NONE	AR	von dort	NONE	YES	NONE	von dort	von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	von dort	NO	von dieser Position	NONE	NONE	von dieser Position	NO
189	A1	f67r2	f67r2.74	12	A1:G189	air	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	UNIQUE_COMPONENT_SEQUENCE	NONE	AIR	Wasser	NONE	YES	NONE	Wasser	Lauf	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Lauf	NO	Bahn	NONE	NONE	Bahn	NO
190	A1	f67r2	f67r2.74	13	A1:G190	ay	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	A_ADDR+Y	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Nebenadresse + dies	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	Nebenadresse + dies	NO	Nebenadresse; dieser Eintrag	NONE	NONE	Nebenadresse; dieser Eintrag	NO
191	A2	f68r1	f68r1.1	1	A2:G001	shokchy	A2_LEFT_PANEL_HEADER	A68_LEFT_STAR_PANEL	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	HO+K+Y	ASTRO_LOCAL_LABEL_PENDING_CHOICE	HO+K+Y || SH+OK+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	Gabe + zufuehren + dies	NO	PANEL_HEADER_PREFERS_HO_ENTRY_MACRO	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Gabe + zufuehren + dies	NO	Eintrag; zuordnen; dieser Eintrag	NONE	NONE	Eintrag; zuordnen; dieser Eintrag	NO
192	A2	f68r1	f68r1.1	2	A2:G002	chteey	A2_LEFT_PANEL_HEADER	A68_LEFT_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	CH+T+EE+Y	abziehen + fuellen + laenger + dies	NONE	YES	NONE	abziehen + fuellen + laenger + dies	entnehmen + eintragen + laenger + dies	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	abziehen + eintragen + laenger + dies	YES	Eintrag entnehmen; eintragen; lange Stufe; dieser Eintrag	NONE	NONE	Eintrag entnehmen; eintragen; lange Stufe; dieser Eintrag	NO
193	A2	f68r1	f68r1.1	3	A2:G003	choteey	A2_LEFT_PANEL_HEADER	A68_LEFT_STAR_PANEL	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	HO+T+EE+Y	ASTRO_LOCAL_LABEL_PENDING_CHOICE	CH+OT+EE+Y || HO+T+EE+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	Gabe + eintragen + laenger + dies	NO	PANEL_HEADER_PREFERS_HO_ENTRY_MACRO	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Gabe + eintragen + laenger + dies	NO	Eintrag; eintragen; lange Stufe; dieser Eintrag	NONE	NONE	Eintrag; eintragen; lange Stufe; dieser Eintrag	NO
194	A2	f68r1	f68r1.1	4	A2:G004	cphol	A2_LEFT_PANEL_HEADER	A68_LEFT_STAR_PANEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	CPH_CLASS+OL	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Sternfigur + fortsetzen	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	Sternfigur + fortsetzen	NO	Sternfigur; weiterzaehlen	NONE	NONE	Sternfigur; weiterzaehlen	NO
195	A2	f68r1	f68r1.1	5	A2:G005	cheor	A2_LEFT_PANEL_HEADER	A68_LEFT_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	CHEO+R	Auszug + abkuehlen	NONE	YES	NONE	Auszug + abkuehlen	Entnahme + senken	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Auszug + abkuehlen	YES	entnommener Wert; senken	NONE	NONE	entnommener Wert; senken	NO
196	A2	f68r1	f68r1.1	6	A2:G006	opcheeol	A2_LEFT_PANEL_HEADER	A68_LEFT_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	O+P+CH+EE+OL	Arbeitsgang + hinein + abziehen + laenger + fortsetzen	NONE	YES	NONE	Arbeitsgang + hinein + abziehen + laenger + fortsetzen	Arbeitsgang + hinein + entnehmen + laenger + fortsetzen	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Arbeitsgang + hinein + abziehen + laenger + fortsetzen	YES	Lesegang; hinein; Eintrag entnehmen; lange Stufe; weiterzaehlen	NONE	NONE	Lesegang; hinein; Eintrag entnehmen; lange Stufe; weiterzaehlen	NO
197	A2	f68r1	f68r1.1	7	A2:G007	otor	A2_LEFT_PANEL_HEADER	A68_LEFT_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OT+OR	danach + Ansatz	NONE	YES	NONE	danach + Ansatz	danach + Ansatz	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	danach + Ansatz	NO	naechster Eintrag; Einstellung	NONE	NONE	naechster Eintrag; Einstellung	NO
198	A2	f68r1	f68r1.1	8	A2:G008	choctheeey	A2_LEFT_PANEL_HEADER	A68_LEFT_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	HO+CTH+EEE+Y	Zutat + bereit + vollstaendig + dies	NONE	YES	NONE	Zutat + bereit + vollstaendig + dies	Gabe + bereit + vollstaendig + dies	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Gabe + bereit + vollstaendig + dies	NO	Eintrag; gueltig; volle Stufe; dieser Eintrag	NONE	NONE	Eintrag; gueltig; volle Stufe; dieser Eintrag	NO
199	A2	f68r1	f68r1.1	9	A2:G009	okchoal	A2_LEFT_PANEL_HEADER	A68_LEFT_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+HO+AL	ansetzen + Zutat + Stelle	NONE	YES	NONE	ansetzen + Zutat + Stelle	ansetzen + Gabe + Stelle	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	ansetzen + Gabe + Stelle	NO	markieren; Eintrag; Position	NONE	NONE	markieren; Eintrag; Position	NO
200	A2	f68r1	f68r1.2	1	A2:G010	tochso	A2_MIDDLE_PANEL_HEADER	A68_MIDDLE_STAR_PANEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	T+O+CH+S_ADDR+O	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	eintragen + Arbeitsgang + entnehmen + Sternbezug + Arbeitsgang	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	eintragen + Arbeitsgang + abziehen + Sternbezug + Arbeitsgang	YES	eintragen; Lesegang; Eintrag entnehmen; Sternbezug; Lesegang	NONE	NONE	eintragen; Lesegang; Eintrag entnehmen; Sternbezug; Lesegang	NO
201	A2	f68r1	f68r1.2	2	A2:G011	otchl	A2_MIDDLE_PANEL_HEADER	A68_MIDDLE_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OT+CH+L	danach + abziehen + fuehren	NONE	YES	NONE	danach + abziehen + fuehren	danach + entnehmen + fuehren	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	danach + abziehen + fuehren	YES	naechster Eintrag; Eintrag entnehmen; fuehren	NONE	NONE	naechster Eintrag; Eintrag entnehmen; fuehren	NO
202	A2	f68r1	f68r1.2	3	A2:G012	qokeeedy	A2_MIDDLE_PANEL_HEADER	A68_MIDDLE_STAR_PANEL	EXACT_PROSE_SURFACE	d25110e0d8488927278f	OK+EEE+DY	vollständig ansetzen; Schluss	NONE	YES	NONE	vollständig ansetzen; Schluss	vollständig ansetzen; Schluss	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	vollständig ansetzen; Schluss	NO	markieren; volle Stufe; Eintrag schliessen	NONE	NONE	markieren; volle Stufe; Eintrag schliessen	NO
203	A2	f68r1	f68r1.2	4	A2:G013	cheey	A2_MIDDLE_PANEL_HEADER	A68_MIDDLE_STAR_PANEL	EXACT_PROSE_SURFACE	b5df9126607030b95175	WHOLE[cheey|shey]	Klarauszug	NONE	YES	NONE	Klarauszug	Ergebnis	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Ergebnis	NO	Resultat	NONE	NONE	Resultat	NO
204	A2	f68r1	f68r1.2	5	A2:G014	cheeteey	A2_MIDDLE_PANEL_HEADER	A68_MIDDLE_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	CH+EE+T+EE+Y	abziehen + laenger + fuellen + laenger + dies	NONE	YES	NONE	abziehen + laenger + fuellen + laenger + dies	entnehmen + laenger + eintragen + laenger + dies	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	abziehen + laenger + eintragen + laenger + dies	YES	Eintrag entnehmen; lange Stufe; eintragen; lange Stufe; dieser Eintrag	NONE	NONE	Eintrag entnehmen; lange Stufe; eintragen; lange Stufe; dieser Eintrag	NO
205	A2	f68r1	f68r1.2	6	A2:G015	yteody	A2_MIDDLE_PANEL_HEADER	A68_MIDDLE_STAR_PANEL	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	Y+T+E+O+Y	ASTRO_LOCAL_LABEL_PENDING_CHOICE	Y+T+E+O+DY || Y+T+E+O+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	dies + eintragen + kurz + Arbeitsgang + dies	NO	LOCUS_INTERNAL_GROUP_KEEPS_CURRENT_ITEM	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies + eintragen + kurz + Arbeitsgang + dies	NO	dieser Eintrag; eintragen; kurze Stufe; Lesegang; dieser Eintrag	NONE	NONE	dieser Eintrag; eintragen; kurze Stufe; Lesegang; dieser Eintrag	NO
206	A2	f68r1	f68r1.2	7	A2:G016	chpor	A2_MIDDLE_PANEL_HEADER	A68_MIDDLE_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	CH+P+OR	abziehen + hinein + Ansatz	NONE	YES	NONE	abziehen + hinein + Ansatz	entnehmen + hinein + Ansatz	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	abziehen + hinein + Ansatz	YES	Eintrag entnehmen; hinein; Einstellung	NONE	NONE	Eintrag entnehmen; hinein; Einstellung	NO
207	A2	f68r1	f68r1.2	8	A2:G017	cheokorchey	A2_MIDDLE_PANEL_HEADER	A68_MIDDLE_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	CHEO+K+OR+Y	Auszug + zufuehren + Ansatz + dies	NONE	YES	NONE	Auszug + zufuehren + Ansatz + dies	Entnahme + zufuehren + Ansatz + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Auszug + zufuehren + Ansatz + dies	YES	entnommener Wert; zuordnen; Einstellung; dieser Eintrag	NONE	NONE	entnommener Wert; zuordnen; Einstellung; dieser Eintrag	NO
208	A2	f68r1	f68r1.2	9	A2:G018	chod	A2_MIDDLE_PANEL_HEADER	A68_MIDDLE_STAR_PANEL	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	HO+D_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Gabe + Teiladresse	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED	Gabe + Teiladresse	NO	Eintrag; Teiladresse	NONE	NONE	Eintrag; Teiladresse	NO
209	A2	f68r1	f68r1.3	1	A2:G019	ykor	A2_RIGHT_PANEL_HEADER	A68_RIGHT_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+K+OR	dies + zufuehren + Ansatz	NONE	YES	NONE	dies + zufuehren + Ansatz	dies + zufuehren + Ansatz	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies + zufuehren + Ansatz	NO	dieser Eintrag; zuordnen; Einstellung	NONE	NONE	dieser Eintrag; zuordnen; Einstellung	NO
210	A2	f68r1	f68r1.3	2	A2:G020	shey	A2_RIGHT_PANEL_HEADER	A68_RIGHT_STAR_PANEL	EXACT_PROSE_SURFACE	b5df9126607030b95175	WHOLE[cheey|shey]	Klarauszug	NONE	YES	NONE	Klarauszug	Ergebnis	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Ergebnis	NO	Resultat	NONE	NONE	Resultat	NO
211	A2	f68r1	f68r1.3	3	A2:G021	qocheey	A2_RIGHT_PANEL_HEADER	A68_RIGHT_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	O+CH+EE+Y	Arbeitsgang + abziehen + laenger + dies	NONE	YES	NONE	Arbeitsgang + abziehen + laenger + dies	Arbeitsgang + entnehmen + laenger + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Arbeitsgang + abziehen + laenger + dies	YES	Lesegang; Eintrag entnehmen; lange Stufe; dieser Eintrag	NONE	NONE	Lesegang; Eintrag entnehmen; lange Stufe; dieser Eintrag	NO
212	A2	f68r1	f68r1.3	4	A2:G022	chokal	A2_RIGHT_PANEL_HEADER	A68_RIGHT_STAR_PANEL	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	HO+K+AL	ASTRO_LOCAL_LABEL_PENDING_CHOICE	CH+OK+AL || HO+K+AL	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	Gabe + zufuehren + Stelle	NO	PANEL_HEADER_PREFERS_HO_ENTRY_MACRO	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Gabe + zufuehren + Stelle	NO	Eintrag; zuordnen; Position	NONE	NONE	Eintrag; zuordnen; Position	NO
213	A2	f68r1	f68r1.3	5	A2:G023	okeey	A2_RIGHT_PANEL_HEADER	A68_RIGHT_STAR_PANEL	EXACT_PROSE_SURFACE	0275fbf14e07935b0a45	OK+EE+Y	länger ansetzen	NONE	YES	NONE	länger ansetzen	länger ansetzen	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	länger ansetzen	NO	markieren; lange Stufe; dieser Eintrag	NONE	NONE	markieren; lange Stufe; dieser Eintrag	NO
214	A2	f68r1	f68r1.3	6	A2:G024	ror	A2_RIGHT_PANEL_HEADER	A68_RIGHT_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	R+OR	abkuehlen + Ansatz	NONE	YES	NONE	abkuehlen + Ansatz	senken + Ansatz	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	abkuehlen + Ansatz	YES	senken; Einstellung	NONE	NONE	senken; Einstellung	NO
215	A2	f68r1	f68r1.3	7	A2:G025	eckhear	A2_RIGHT_PANEL_HEADER	A68_RIGHT_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	E+CKHE+AR	kurz + seihen + von dort	NONE	YES	NONE	kurz + seihen + von dort	kurz + trennen + von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	kurz + seihen + von dort	YES	kurze Stufe; Bereiche trennen; von dieser Position	NONE	NONE	kurze Stufe; Bereiche trennen; von dieser Position	NO
216	A2	f68r1	f68r1.3	8	A2:G026	daram	A2_RIGHT_PANEL_HEADER	A68_RIGHT_STAR_PANEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	AR+AM_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	von dort + Gegenfeld	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	von dort + Gegenfeld	NO	von dieser Position; Gegenfeld	NONE	NONE	von dieser Position; Gegenfeld	NO
217	A2	f68r1	f68r1.4	1	A2:G027	dchor	A2_MULTIPANEL_HEADER_FRAGMENT_04	A68_MULTIPANEL_STAR_ATLAS	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	D_ADDR+OR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Teiladresse + Ansatz	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	Teiladresse + Ansatz	NO	Teiladresse; Einstellung	NONE	NONE	Teiladresse; Einstellung	NO
218	A2	f68r1	f68r1.4	2	A2:G028	okaiiin	A2_MULTIPANEL_HEADER_FRAGMENT_04	A68_MULTIPANEL_STAR_ATLAS	ASTRO_COUNT_SECTION_RESOLVED_SEQUENCE	NONE	OK+A_ADDR+I_COUNT+IIN	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	ansetzen + Nebenadresse + Zaehlstrich + Sollstufe	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NEW_RECURRENT_CORE	ansetzen + Nebenadresse + Zaehlstrich + Sollstufe	NO	markieren; Nebenadresse; Zaehlstrich; Sollstufe	IIN	SOLLSTUFE	markieren; Nebenadresse; Zaehlstrich; Sollstufe	NO
219	A2	f68r1	f68r1.5	1	A2:G029	yky	A2_MULTIPANEL_HEADER_FRAGMENT_05	A68_MULTIPANEL_STAR_ATLAS	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+K+Y	dies + zufuehren + dies	NONE	YES	NONE	dies + zufuehren + dies	dies + zufuehren + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies + zufuehren + dies	NO	dieser Eintrag; zuordnen; dieser Eintrag	NONE	NONE	dieser Eintrag; zuordnen; dieser Eintrag	NO
220	A2	f68r1	f68r1.6	1	A2:G030	dary	A2_MULTIPANEL_HEADER_FRAGMENT_06	A68_MULTIPANEL_STAR_ATLAS	UNIQUE_COMPONENT_SEQUENCE	NONE	AR+Y	von dort + dies	NONE	YES	NONE	von dort + dies	von dort + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	von dort + dies	NO	von dieser Position; dieser Eintrag	NONE	NONE	von dieser Position; dieser Eintrag	NO
221	A2	f68r1	f68r1.7	1	A2:G031	chkchykoly	A2_MULTIPANEL_HEADER_FRAGMENT_07	A68_MULTIPANEL_STAR_ATLAS	UNIQUE_COMPONENT_SEQUENCE	NONE	CHK+Y+K+OL+Y	waermen + dies + zufuehren + fortsetzen + dies	NONE	YES	NONE	waermen + dies + zufuehren + fortsetzen + dies	anheben + dies + zufuehren + fortsetzen + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	waermen + dies + zufuehren + fortsetzen + dies	YES	Stufe anheben; dieser Eintrag; zuordnen; weiterzaehlen; dieser Eintrag	NONE	NONE	Stufe anheben; dieser Eintrag; zuordnen; weiterzaehlen; dieser Eintrag	NO
222	A2	f68r1	f68r1.8	1	A2:G032	okodaly	A2_CENTRE_KEY_UNRESOLVED	A68_MULTIPANEL_STAR_ATLAS	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+O+AL+Y	ansetzen + Arbeitsgang + Stelle + dies	NONE	YES	NONE	ansetzen + Arbeitsgang + Stelle + dies	ansetzen + Arbeitsgang + Stelle + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	ansetzen + Arbeitsgang + Stelle + dies	NO	markieren; Lesegang; Position; dieser Eintrag	NONE	NONE	markieren; Lesegang; Position; dieser Eintrag	NO
223	A2	f68r1	f68r1.9	1	A2:G033	odchecthy	A2_STAR_STATION_01	A68_MULTIPANEL_STAR_ATLAS	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	O+D_ADDR+CH+E+CTH+Y	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Arbeitsgang + Teiladresse + entnehmen + kurz + bereit + dies	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	Arbeitsgang + Teiladresse + abziehen + kurz + bereit + dies	YES	Lesegang; Teiladresse; Eintrag entnehmen; kurze Stufe; gueltig; dieser Eintrag	NONE	NONE	Lesegang; Teiladresse; Eintrag entnehmen; kurze Stufe; gueltig; dieser Eintrag	NO
224	A2	f68r1	f68r1.10	1	A2:G034	otcheody	A2_STAR_STATION_02	A68_MULTIPANEL_STAR_ATLAS	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	OT+CHEO+DY	ASTRO_LOCAL_LABEL_PENDING_CHOICE	OT+CHEO+DY || OT+CHEO+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	danach + Entnahme + Schluss	NO	LOCUS_FINAL_OR_SINGLETON_TAKES_LICENSED_ENDPOINT	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	danach + Auszug + Schluss	YES	naechster Eintrag; entnommener Wert; Eintrag schliessen	NONE	NONE	naechster Eintrag; entnommener Wert; Eintrag schliessen	NO
225	A2	f68r1	f68r1.11	1	A2:G035	okoaly	A2_STAR_STATION_03	A68_MULTIPANEL_STAR_ATLAS	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+O+AL+Y	ansetzen + Arbeitsgang + Stelle + dies	NONE	YES	NONE	ansetzen + Arbeitsgang + Stelle + dies	ansetzen + Arbeitsgang + Stelle + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	ansetzen + Arbeitsgang + Stelle + dies	NO	markieren; Lesegang; Position; dieser Eintrag	NONE	NONE	markieren; Lesegang; Position; dieser Eintrag	NO
226	A2	f68r1	f68r1.12	1	A2:G036	chocfhy	A2_STAR_STATION_04	A68_MULTIPANEL_STAR_ATLAS	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	HO+CFH_CLASS+Y	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Gabe + Sternhaufen + dies	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	Gabe + Sternhaufen + dies	NO	Eintrag; Sternhaufen; dieser Eintrag	NONE	NONE	Eintrag; Sternhaufen; dieser Eintrag	NO
227	A2	f68r1	f68r1.13	1	A2:G037	octhey	A2_STAR_STATION_05	A68_MULTIPANEL_STAR_ATLAS	UNIQUE_COMPONENT_SEQUENCE	NONE	O+CTH+E+Y	Arbeitsgang + bereit + kurz + dies	NONE	YES	NONE	Arbeitsgang + bereit + kurz + dies	Arbeitsgang + bereit + kurz + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Arbeitsgang + bereit + kurz + dies	NO	Lesegang; gueltig; kurze Stufe; dieser Eintrag	NONE	NONE	Lesegang; gueltig; kurze Stufe; dieser Eintrag	NO
228	A2	f68r1	f68r1.14	1	A2:G038	otshey	A2_STAR_STATION_06	A68_MULTIPANEL_STAR_ATLAS	UNIQUE_COMPONENT_SEQUENCE	NONE	OT+SH+E+Y	danach + halten + kurz + dies	NONE	YES	NONE	danach + halten + kurz + dies	danach + halten + kurz + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	danach + halten + kurz + dies	NO	naechster Eintrag; beibehalten; kurze Stufe; dieser Eintrag	NONE	NONE	naechster Eintrag; beibehalten; kurze Stufe; dieser Eintrag	NO
229	A2	f68r1	f68r1.15	1	A2:G039	otydy	A2_STAR_STATION_07	A68_MULTIPANEL_STAR_ATLAS	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	OT+Y+DY	ASTRO_LOCAL_LABEL_PENDING_CHOICE	OT+Y+DY || OT+Y+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	danach + dies + Schluss	NO	LOCUS_FINAL_OR_SINGLETON_TAKES_LICENSED_ENDPOINT	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	danach + dies + Schluss	NO	naechster Eintrag; dieser Eintrag; Eintrag schliessen	NONE	NONE	naechster Eintrag; dieser Eintrag; Eintrag schliessen	NO
230	A2	f68r1	f68r1.16	1	A2:G040	okear	A2_STAR_STATION_08	A68_MULTIPANEL_STAR_ATLAS	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+E+AR	ansetzen + kurz + von dort	NONE	YES	NONE	ansetzen + kurz + von dort	ansetzen + kurz + von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	ansetzen + kurz + von dort	NO	markieren; kurze Stufe; von dieser Position	NONE	NONE	markieren; kurze Stufe; von dieser Position	NO
231	A2	f68r1	f68r1.17	1	A2:G041	cphocthy	A2_STAR_STATION_09	A68_MULTIPANEL_STAR_ATLAS	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	CPH_CLASS+O+CTH+Y	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Sternfigur + Arbeitsgang + bereit + dies	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	Sternfigur + Arbeitsgang + bereit + dies	NO	Sternfigur; Lesegang; gueltig; dieser Eintrag	NONE	NONE	Sternfigur; Lesegang; gueltig; dieser Eintrag	NO
232	A2	f68r1	f68r1.18	1	A2:G042	ytchody	A2_STAR_STATION_10	A68_MULTIPANEL_STAR_ATLAS	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	Y+T+HO+DY	ASTRO_LOCAL_LABEL_PENDING_CHOICE	Y+T+HO+DY || Y+T+HO+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	dies + eintragen + Gabe + Schluss	NO	LOCUS_FINAL_OR_SINGLETON_TAKES_LICENSED_ENDPOINT	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies + eintragen + Gabe + Schluss	NO	dieser Eintrag; eintragen; Eintrag; Eintrag schliessen	NONE	NONE	dieser Eintrag; eintragen; Eintrag; Eintrag schliessen	NO
