unified_order	unified_id	domain	unit_id	page	locus	visible_surface	formal_parse	atomic_default_de	context_expansion_de	interpretation_status	owner_or_namespace
597	A:216	ASTRO	A2	f68r1	f68r1.3	daram	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A68_RIGHT_STAR_PANEL
598	A:217	ASTRO	A2	f68r1	f68r1.4	dchor	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A68_MULTIPANEL_STAR_ATLAS
599	A:218	ASTRO	A2	f68r1	f68r1.4	okaiiin	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A68_MULTIPANEL_STAR_ATLAS
600	A:219	ASTRO	A2	f68r1	f68r1.5	yky	Y+K+Y	dies + zufuehren + dies	dies + zufuehren + dies	UNIQUE_COMPONENT_SEQUENCE	A68_MULTIPANEL_STAR_ATLAS
601	A:220	ASTRO	A2	f68r1	f68r1.6	dary	AR+Y	von dort + dies	von dort + dies	UNIQUE_COMPONENT_SEQUENCE	A68_MULTIPANEL_STAR_ATLAS
602	A:221	ASTRO	A2	f68r1	f68r1.7	chkchykoly	CHK+Y+K+OL+Y	waermen + dies + zufuehren + fortsetzen + dies	waermen + dies + zufuehren + fortsetzen + dies	UNIQUE_COMPONENT_SEQUENCE	A68_MULTIPANEL_STAR_ATLAS
603	A:222	ASTRO	A2	f68r1	f68r1.8	okodaly	OK+O+AL+Y	ansetzen + Arbeitsgang + Stelle + dies	ansetzen + Arbeitsgang + Stelle + dies	UNIQUE_COMPONENT_SEQUENCE	A68_MULTIPANEL_STAR_ATLAS
604	A:223	ASTRO	A2	f68r1	f68r1.9	odchecthy	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A68_MULTIPANEL_STAR_ATLAS
605	A:224	ASTRO	A2	f68r1	f68r1.10	otcheody	OT+CHEO+DY	danach + Auszug + Schluss	danach + Auszug + Schluss	POSITION_RESOLVED_COMPONENT_SEQUENCE	A68_MULTIPANEL_STAR_ATLAS
606	A:225	ASTRO	A2	f68r1	f68r1.11	okoaly	OK+O+AL+Y	ansetzen + Arbeitsgang + Stelle + dies	ansetzen + Arbeitsgang + Stelle + dies	UNIQUE_COMPONENT_SEQUENCE	A68_MULTIPANEL_STAR_ATLAS
607	A:226	ASTRO	A2	f68r1	f68r1.12	chocfhy	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A68_MULTIPANEL_STAR_ATLAS
608	A:227	ASTRO	A2	f68r1	f68r1.13	octhey	O+CTH+E+Y	Arbeitsgang + bereit + kurz + dies	Arbeitsgang + bereit + kurz + dies	UNIQUE_COMPONENT_SEQUENCE	A68_MULTIPANEL_STAR_ATLAS
609	A:228	ASTRO	A2	f68r1	f68r1.14	otshey	OT+SH+E+Y	danach + halten + kurz + dies	danach + halten + kurz + dies	UNIQUE_COMPONENT_SEQUENCE	A68_MULTIPANEL_STAR_ATLAS
610	A:229	ASTRO	A2	f68r1	f68r1.15	otydy	OT+Y+DY	danach + dies + Schluss	danach + dies + Schluss	POSITION_RESOLVED_COMPONENT_SEQUENCE	A68_MULTIPANEL_STAR_ATLAS
611	A:230	ASTRO	A2	f68r1	f68r1.16	okear	OK+E+AR	ansetzen + kurz + von dort	ansetzen + kurz + von dort	UNIQUE_COMPONENT_SEQUENCE	A68_MULTIPANEL_STAR_ATLAS
612	A:231	ASTRO	A2	f68r1	f68r1.17	cphocthy	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A68_MULTIPANEL_STAR_ATLAS
613	A:232	ASTRO	A2	f68r1	f68r1.18	ytchody	Y+T+HO+DY	dies + eintragen + Gabe + Schluss	dies + eintragen + Gabe + Schluss	POSITION_RESOLVED_COMPONENT_SEQUENCE	A68_MULTIPANEL_STAR_ATLAS
614	A:233	ASTRO	A2	f68r1	f68r1.19	otys	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A68_MULTIPANEL_STAR_ATLAS
615	A:234	ASTRO	A2	f68r1	f68r1.20	olor	OL+OR	weiterer Ansatz	weiterer Ansatz	EXACT_PROSE_SURFACE	A68_MULTIPANEL_STAR_ATLAS
616	A:235	ASTRO	A2	f68r1	f68r1.21	ockhy	O+CKH+Y	Arbeitsgang + Durchlass + dies	Arbeitsgang + Durchlass + dies	UNIQUE_COMPONENT_SEQUENCE	A68_MULTIPANEL_STAR_ATLAS
617	A:236	ASTRO	A2	f68r1	f68r1.22	ofcheor	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A68_MULTIPANEL_STAR_ATLAS
618	A:237	ASTRO	A2	f68r1	f68r1.23	otchdy	OT+CHD+DY	danach umsetzen; Schluss	danach umsetzen; Schluss	EXACT_PROSE_SURFACE	A68_MULTIPANEL_STAR_ATLAS
619	A:238	ASTRO	A2	f68r1	f68r1.24	otykchs	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A68_MULTIPANEL_STAR_ATLAS
620	A:239	ASTRO	A2	f68r1	f68r1.25	otol	OT+OL	danach fortsetzen	danach fortsetzen	EXACT_PROSE_SURFACE	A68_MULTIPANEL_STAR_ATLAS
621	A:240	ASTRO	A2	f68r1	f68r1.26	otor	OT+OR	danach + Ansatz	danach + Ansatz	UNIQUE_COMPONENT_SEQUENCE	A68_MULTIPANEL_STAR_ATLAS
622	A:241	ASTRO	A2	f68r1	f68r1.27	oiinar	O+IIN+AR	Arbeitsgang + Sollstufe + von dort	Arbeitsgang + Sollstufe + von dort	UNIQUE_COMPONENT_SEQUENCE	A68_MULTIPANEL_STAR_ATLAS
623	A:242	ASTRO	A2	f68r1	f68r1.28	okoldy	OK+OL+DY	ansetzen + fortsetzen + Schluss	ansetzen + fortsetzen + Schluss	POSITION_RESOLVED_COMPONENT_SEQUENCE	A68_MULTIPANEL_STAR_ATLAS
624	A:243	ASTRO	A2	f68r1	f68r1.29	ykchdy	Y+K+CHD+Y	dies + zufuehren + umsetzen + dies	dies + zufuehren + umsetzen + dies	POSITION_RESOLVED_COMPONENT_SEQUENCE	A68_MULTIPANEL_STAR_ATLAS
625	A:244	ASTRO	A2	f68r1	f68r1.30	oeeody	O+EE+O+DY	Arbeitsgang + laenger + Arbeitsgang + Schluss	Arbeitsgang + laenger + Arbeitsgang + Schluss	POSITION_RESOLVED_COMPONENT_SEQUENCE	A68_MULTIPANEL_STAR_ATLAS
626	A:245	ASTRO	A2	f68r1	f68r1.31	ocphy	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A68_MULTIPANEL_STAR_ATLAS
627	A:246	ASTRO	A2	f68r1	f68r1.32	okeeodal	OK+EE+O+AL	ansetzen + laenger + Arbeitsgang + Stelle	ansetzen + laenger + Arbeitsgang + Stelle	UNIQUE_COMPONENT_SEQUENCE	A68_MULTIPANEL_STAR_ATLAS
628	A:247	ASTRO	A2	f68r1	f68r1.33	okshor	OK+OR	ansetzen + Ansatz	ansetzen + Ansatz	UNIQUE_COMPONENT_SEQUENCE	A68_MULTIPANEL_STAR_ATLAS
629	A:248	ASTRO	A2	f68r1	f68r1.34	osdaiin	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A68_MULTIPANEL_STAR_ATLAS
630	A:249	ASTRO	A2	f68r1	f68r1.35	otochedy	OT+O+CHD+Y	danach + Arbeitsgang + umsetzen + dies	danach + Arbeitsgang + umsetzen + dies	UNIQUE_COMPONENT_SEQUENCE	A68_MULTIPANEL_STAR_ATLAS
631	A:250	ASTRO	A2	f68r1	f68r1.36	dolchedy	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A68_MULTIPANEL_STAR_ATLAS
632	A:251	ASTRO	A2	f68r1	f68r1.37	oky	OK+Y	verwende dies	verwende dies	EXACT_PROSE_SURFACE	A68_MULTIPANEL_STAR_ATLAS
633	A:252	ASTRO	A2	f68r1	f68r1.37	okchdy	OK+CHD+Y	ansetzen + umsetzen + dies	ansetzen + umsetzen + dies	POSITION_RESOLVED_COMPONENT_SEQUENCE	A68_MULTIPANEL_STAR_ATLAS
634	A:253	ASTRO	A2	f68r1	f68r1.37	okardy	OK+AR+Y	ansetzen + von dort + dies	ansetzen + von dort + dies	POSITION_RESOLVED_COMPONENT_SEQUENCE	A68_MULTIPANEL_STAR_ATLAS
635	A:254	ASTRO	A2	f68r1	f68r1.37	qear	E+AR	kurz + von dort	kurz + von dort	UNIQUE_COMPONENT_SEQUENCE	A68_MULTIPANEL_STAR_ATLAS
636	A:255	ASTRO	A2	f68r1	f68r1.37	oygy	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A68_MULTIPANEL_STAR_ATLAS
637	A:256	ASTRO	A3	f69v	f69v.1	dair	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A69_LEFT_28_PLACE_WHEEL
638	A:257	ASTRO	A3	f69v	f69v.1	cheyky	Y+K+Y	dies + zufuehren + dies	dies + zufuehren + dies	UNIQUE_COMPONENT_SEQUENCE	A69_LEFT_28_PLACE_WHEEL
639	A:258	ASTRO	A3	f69v	f69v.1	otaza	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A69_LEFT_28_PLACE_WHEEL
640	A:259	ASTRO	A3	f69v	f69v.1	sar	AR	von dort	von dort	EXACT_PROSE_SURFACE	A69_LEFT_28_PLACE_WHEEL
641	A:260	ASTRO	A3	f69v	f69v.1	ar	AR	von dort	von dort	UNIQUE_COMPONENT_SEQUENCE	A69_LEFT_28_PLACE_WHEEL
642	A:261	ASTRO	A3	f69v	f69v.1	chykar	Y+K+AR	dies + zufuehren + von dort	dies + zufuehren + von dort	UNIQUE_COMPONENT_SEQUENCE	A69_LEFT_28_PLACE_WHEEL
643	A:262	ASTRO	A3	f69v	f69v.1	okoirsh	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A69_LEFT_28_PLACE_WHEEL
644	A:263	ASTRO	A3	f69v	f69v.1	ar	AR	von dort	von dort	UNIQUE_COMPONENT_SEQUENCE	A69_LEFT_28_PLACE_WHEEL
645	A:264	ASTRO	A3	f69v	f69v.1	chetody	CH+E+T+O+Y	abziehen + kurz + eintragen + Arbeitsgang + dies	abziehen + kurz + eintragen + Arbeitsgang + dies	POSITION_RESOLVED_COMPONENT_SEQUENCE	A69_LEFT_28_PLACE_WHEEL
646	A:265	ASTRO	A3	f69v	f69v.1	okeeos	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A69_LEFT_28_PLACE_WHEEL
647	A:266	ASTRO	A3	f69v	f69v.1	o	O	Arbeitsgang	Arbeitsgang	UNIQUE_COMPONENT_SEQUENCE	A69_LEFT_28_PLACE_WHEEL
648	A:267	ASTRO	A3	f69v	f69v.1	tey	T+E+Y	eintragen + kurz + dies	eintragen + kurz + dies	UNIQUE_COMPONENT_SEQUENCE	A69_LEFT_28_PLACE_WHEEL
649	A:268	ASTRO	A3	f69v	f69v.1	otokeeey	OT+OK+EEE+Y	danach + ansetzen + vollstaendig + dies	danach + ansetzen + vollstaendig + dies	UNIQUE_COMPONENT_SEQUENCE	A69_LEFT_28_PLACE_WHEEL
650	A:269	ASTRO	A3	f69v	f69v.1	okeeody	OK+EE+O+Y	ansetzen + laenger + Arbeitsgang + dies	ansetzen + laenger + Arbeitsgang + dies	POSITION_RESOLVED_COMPONENT_SEQUENCE	A69_LEFT_28_PLACE_WHEEL
651	A:270	ASTRO	A3	f69v	f69v.1	okeey	OK+EE+Y	länger ansetzen	länger ansetzen	EXACT_PROSE_SURFACE	A69_LEFT_28_PLACE_WHEEL
652	A:271	ASTRO	A3	f69v	f69v.1	doiir	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A69_LEFT_28_PLACE_WHEEL
653	A:272	ASTRO	A3	f69v	f69v.1	teeo	T+EE+O	eintragen + laenger + Arbeitsgang	eintragen + laenger + Arbeitsgang	UNIQUE_COMPONENT_SEQUENCE	A69_LEFT_28_PLACE_WHEEL
654	A:273	ASTRO	A3	f69v	f69v.1	y	Y	dies	dies	EXACT_PROSE_SURFACE	A69_LEFT_28_PLACE_WHEEL
655	A:274	ASTRO	A3	f69v	f69v.1	chey	Y	dies	dies	EXACT_PROSE_SURFACE	A69_LEFT_28_PLACE_WHEEL
656	A:275	ASTRO	A3	f69v	f69v.1	ot	OT	danach	danach	UNIQUE_COMPONENT_SEQUENCE	A69_LEFT_28_PLACE_WHEEL
657	A:276	ASTRO	A3	f69v	f69v.1	y	Y	dies	dies	EXACT_PROSE_SURFACE	A69_LEFT_28_PLACE_WHEEL
658	A:277	ASTRO	A3	f69v	f69v.1	okedy	OK+E+Y	ansetzen + kurz + dies	ansetzen + kurz + dies	POSITION_RESOLVED_COMPONENT_SEQUENCE	A69_LEFT_28_PLACE_WHEEL
659	A:278	ASTRO	A3	f69v	f69v.1	chsdy	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A69_LEFT_28_PLACE_WHEEL
660	A:279	ASTRO	A3	f69v	f69v.1	okeod	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A69_LEFT_28_PLACE_WHEEL
661	A:280	ASTRO	A3	f69v	f69v.1	y	Y	dies	dies	EXACT_PROSE_SURFACE	A69_LEFT_28_PLACE_WHEEL
662	A:281	ASTRO	A3	f69v	f69v.1	dy	Y	dies	dies	EXACT_PROSE_SURFACE	A69_LEFT_28_PLACE_WHEEL
663	A:282	ASTRO	A3	f69v	f69v.1	choaiin	HO+AIIN	Gabe + Mass	Gabe + Mass	UNIQUE_COMPONENT_SEQUENCE	A69_LEFT_28_PLACE_WHEEL
664	A:283	ASTRO	A3	f69v	f69v.1	okar	OK+AR	ansetzen + von dort	ansetzen + von dort	UNIQUE_COMPONENT_SEQUENCE	A69_LEFT_28_PLACE_WHEEL
665	A:284	ASTRO	A3	f69v	f69v.1	okar	OK+AR	ansetzen + von dort	ansetzen + von dort	UNIQUE_COMPONENT_SEQUENCE	A69_LEFT_28_PLACE_WHEEL
666	A:285	ASTRO	A3	f69v	f69v.1	chol	OL	fortsetzen	fortsetzen	EXACT_PROSE_SURFACE	A69_LEFT_28_PLACE_WHEEL
667	A:286	ASTRO	A3	f69v	f69v.1	chees	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A69_LEFT_28_PLACE_WHEEL
668	A:287	ASTRO	A3	f69v	f69v.1	yto	Y+T+O	dies + eintragen + Arbeitsgang	dies + eintragen + Arbeitsgang	UNIQUE_COMPONENT_SEQUENCE	A69_LEFT_28_PLACE_WHEEL
669	A:288	ASTRO	A3	f69v	f69v.1	odair	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A69_LEFT_28_PLACE_WHEEL
670	A:289	ASTRO	A3	f69v	f69v.1	oty	OT+Y	danach + dies	danach + dies	UNIQUE_COMPONENT_SEQUENCE	A69_LEFT_28_PLACE_WHEEL
671	A:290	ASTRO	A3	f69v	f69v.1	oteeo	OT+EE+O	danach + laenger + Arbeitsgang	danach + laenger + Arbeitsgang	UNIQUE_COMPONENT_SEQUENCE	A69_LEFT_28_PLACE_WHEEL
672	A:291	ASTRO	A3	f69v	f69v.1	dar	AR	von dort	von dort	EXACT_PROSE_SURFACE	A69_LEFT_28_PLACE_WHEEL
673	A:292	ASTRO	A3	f69v	f69v.1	o	O	Arbeitsgang	Arbeitsgang	UNIQUE_COMPONENT_SEQUENCE	A69_LEFT_28_PLACE_WHEEL
674	A:293	ASTRO	A3	f69v	f69v.1	eykeody	E+Y+K+E+O+Y	kurz + dies + zufuehren + kurz + Arbeitsgang + dies	kurz + dies + zufuehren + kurz + Arbeitsgang + dies	POSITION_RESOLVED_COMPONENT_SEQUENCE	A69_LEFT_28_PLACE_WHEEL
675	A:294	ASTRO	A3	f69v	f69v.1	dchor	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A69_LEFT_28_PLACE_WHEEL
676	A:295	ASTRO	A3	f69v	f69v.1	char	AR	von dort	von dort	EXACT_PROSE_SURFACE	A69_LEFT_28_PLACE_WHEEL
677	A:296	ASTRO	A3	f69v	f69v.2	yka	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A69_MIDDLE_CLOUD_WAVE_WHEEL
678	A:297	ASTRO	A3	f69v	f69v.2	chol	OL	fortsetzen	fortsetzen	EXACT_PROSE_SURFACE	A69_MIDDLE_CLOUD_WAVE_WHEEL
679	A:298	ASTRO	A3	f69v	f69v.2	ykar	Y+K+AR	dies + zufuehren + von dort	dies + zufuehren + von dort	UNIQUE_COMPONENT_SEQUENCE	A69_MIDDLE_CLOUD_WAVE_WHEEL
680	A:299	ASTRO	A3	f69v	f69v.2	dal	AL	Stelle	Stelle	EXACT_PROSE_SURFACE	A69_MIDDLE_CLOUD_WAVE_WHEEL
681	A:300	ASTRO	A3	f69v	f69v.2	ykady	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A69_MIDDLE_CLOUD_WAVE_WHEEL
682	A:301	ASTRO	A3	f69v	f69v.2	iokeeor	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A69_MIDDLE_CLOUD_WAVE_WHEEL
683	A:302	ASTRO	A3	f69v	f69v.2	cheey	WHOLE[cheey|shey]	Ergebnis	Ergebnis	EXACT_PROSE_SURFACE	A69_MIDDLE_CLOUD_WAVE_WHEEL
684	A:303	ASTRO	A3	f69v	f69v.2	choly	OL+Y	fortsetzen + dies	fortsetzen + dies	UNIQUE_COMPONENT_SEQUENCE	A69_MIDDLE_CLOUD_WAVE_WHEEL
685	A:304	ASTRO	A3	f69v	f69v.2	ykeeal	Y+K+EE+AL	dies + zufuehren + laenger + Stelle	dies + zufuehren + laenger + Stelle	UNIQUE_COMPONENT_SEQUENCE	A69_MIDDLE_CLOUD_WAVE_WHEEL
686	A:305	ASTRO	A3	f69v	f69v.2	cheo	CHEO	Auszug	Auszug	UNIQUE_COMPONENT_SEQUENCE	A69_MIDDLE_CLOUD_WAVE_WHEEL
687	A:306	ASTRO	A3	f69v	f69v.2	oaram	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A69_MIDDLE_CLOUD_WAVE_WHEEL
688	A:307	ASTRO	A3	f69v	f69v.2	ockhy	O+CKH+Y	Arbeitsgang + Durchlass + dies	Arbeitsgang + Durchlass + dies	UNIQUE_COMPONENT_SEQUENCE	A69_MIDDLE_CLOUD_WAVE_WHEEL
689	A:308	ASTRO	A3	f69v	f69v.2	sheey	SH+EE+Y	dies länger halten	dies länger halten	EXACT_PROSE_SURFACE	A69_MIDDLE_CLOUD_WAVE_WHEEL
690	A:309	ASTRO	A3	f69v	f69v.2	aiin	AIIN	Mass	Mass	EXACT_PROSE_SURFACE	A69_MIDDLE_CLOUD_WAVE_WHEEL
691	A:310	ASTRO	A3	f69v	f69v.2	y	Y	dies	dies	EXACT_PROSE_SURFACE	A69_MIDDLE_CLOUD_WAVE_WHEEL
692	A:311	ASTRO	A3	f69v	f69v.2	daiial	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A69_MIDDLE_CLOUD_WAVE_WHEEL
693	A:312	ASTRO	A3	f69v	f69v.2	cheody	CHEO+Y	Auszug + dies	Auszug + dies	POSITION_RESOLVED_COMPONENT_SEQUENCE	A69_MIDDLE_CLOUD_WAVE_WHEEL
694	A:313	ASTRO	A3	f69v	f69v.2	cheal	AL	Stelle	Stelle	EXACT_PROSE_SURFACE	A69_MIDDLE_CLOUD_WAVE_WHEEL
695	A:314	ASTRO	A3	f69v	f69v.2	yetey	Y+E+T+E+Y	dies + kurz + eintragen + kurz + dies	dies + kurz + eintragen + kurz + dies	UNIQUE_COMPONENT_SEQUENCE	A69_MIDDLE_CLOUD_WAVE_WHEEL
696	A:315	ASTRO	A3	f69v	f69v.2	chear	CH+E+AR	abziehen + kurz + von dort	abziehen + kurz + von dort	UNIQUE_COMPONENT_SEQUENCE	A69_MIDDLE_CLOUD_WAVE_WHEEL
697	A:316	ASTRO	A3	f69v	f69v.2	y	Y	dies	dies	EXACT_PROSE_SURFACE	A69_MIDDLE_CLOUD_WAVE_WHEEL
698	A:317	ASTRO	A3	f69v	f69v.2	dy	Y	dies	dies	EXACT_PROSE_SURFACE	A69_MIDDLE_CLOUD_WAVE_WHEEL
699	A:318	ASTRO	A3	f69v	f69v.2	ykey	Y+K+E+Y	dies + zufuehren + kurz + dies	dies + zufuehren + kurz + dies	UNIQUE_COMPONENT_SEQUENCE	A69_MIDDLE_CLOUD_WAVE_WHEEL
700	A:319	ASTRO	A3	f69v	f69v.2	ch	CH	abziehen	abziehen	UNIQUE_COMPONENT_SEQUENCE	A69_MIDDLE_CLOUD_WAVE_WHEEL
701	A:320	ASTRO	A3	f69v	f69v.2	y	Y	dies	dies	EXACT_PROSE_SURFACE	A69_MIDDLE_CLOUD_WAVE_WHEEL
702	A:321	ASTRO	A3	f69v	f69v.2	dy	Y	dies	dies	EXACT_PROSE_SURFACE	A69_MIDDLE_CLOUD_WAVE_WHEEL
703	A:322	ASTRO	A3	f69v	f69v.2	chol	OL	fortsetzen	fortsetzen	EXACT_PROSE_SURFACE	A69_MIDDLE_CLOUD_WAVE_WHEEL
704	A:323	ASTRO	A3	f69v	f69v.2	ykar	Y+K+AR	dies + zufuehren + von dort	dies + zufuehren + von dort	UNIQUE_COMPONENT_SEQUENCE	A69_MIDDLE_CLOUD_WAVE_WHEEL
705	A:324	ASTRO	A3	f69v	f69v.2	ol	OL	fortsetzen	fortsetzen	EXACT_PROSE_SURFACE	A69_MIDDLE_CLOUD_WAVE_WHEEL
706	A:325	ASTRO	A3	f69v	f69v.2	y	Y	dies	dies	EXACT_PROSE_SURFACE	A69_MIDDLE_CLOUD_WAVE_WHEEL
707	A:326	ASTRO	A3	f69v	f69v.2	ykeeody	Y+K+EE+O+Y	dies + zufuehren + laenger + Arbeitsgang + dies	dies + zufuehren + laenger + Arbeitsgang + dies	POSITION_RESOLVED_COMPONENT_SEQUENCE	A69_MIDDLE_CLOUD_WAVE_WHEEL
708	A:327	ASTRO	A3	f69v	f69v.2	chey	Y	dies	dies	EXACT_PROSE_SURFACE	A69_MIDDLE_CLOUD_WAVE_WHEEL
709	A:328	ASTRO	A3	f69v	f69v.2	dal	AL	Stelle	Stelle	EXACT_PROSE_SURFACE	A69_MIDDLE_CLOUD_WAVE_WHEEL
710	A:329	ASTRO	A3	f69v	f69v.2	ody	O+DY	Arbeitsgang abschließen	Arbeitsgang abschließen	EXACT_PROSE_SURFACE	A69_MIDDLE_CLOUD_WAVE_WHEEL
711	A:330	ASTRO	A3	f69v	f69v.2	airchy	AIR+Y	Lauf + dies	Lauf + dies	UNIQUE_COMPONENT_SEQUENCE	A69_MIDDLE_CLOUD_WAVE_WHEEL
712	A:331	ASTRO	A3	f69v	f69v.2	choky	OK+Y	verwende dies	verwende dies	EXACT_PROSE_SURFACE	A69_MIDDLE_CLOUD_WAVE_WHEEL
713	A:332	ASTRO	A3	f69v	f69v.2	ychey	Y+Y	dies + dies	dies + dies	UNIQUE_COMPONENT_SEQUENCE	A69_MIDDLE_CLOUD_WAVE_WHEEL
714	A:333	ASTRO	A3	f69v	f69v.2	chey	Y	dies	dies	EXACT_PROSE_SURFACE	A69_MIDDLE_CLOUD_WAVE_WHEEL
715	A:334	ASTRO	A3	f69v	f69v.3	doair	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A69_RIGHT_FACE_RAY_WHEEL
716	A:335	ASTRO	A3	f69v	f69v.3	otaldal	OT+AL+AL	danach + Stelle + Stelle	danach + Stelle + Stelle	POSITION_RESOLVED_COMPONENT_SEQUENCE	A69_RIGHT_FACE_RAY_WHEEL
717	A:336	ASTRO	A3	f69v	f69v.3	dair	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A69_RIGHT_FACE_RAY_WHEEL
718	A:337	ASTRO	A3	f69v	f69v.3	chdy	CHD+Y	dies umsetzen	dies umsetzen	EXACT_PROSE_SURFACE	A69_RIGHT_FACE_RAY_WHEEL
719	A:338	ASTRO	A3	f69v	f69v.3	otoar	OT+O+AR	danach + Arbeitsgang + von dort	danach + Arbeitsgang + von dort	UNIQUE_COMPONENT_SEQUENCE	A69_RIGHT_FACE_RAY_WHEEL
720	A:339	ASTRO	A3	f69v	f69v.3	ar	AR	von dort	von dort	UNIQUE_COMPONENT_SEQUENCE	A69_RIGHT_FACE_RAY_WHEEL
721	A:340	ASTRO	A3	f69v	f69v.3	chy	Y	dies	dies	EXACT_PROSE_SURFACE	A69_RIGHT_FACE_RAY_WHEEL
722	A:341	ASTRO	A3	f69v	f69v.3	qoteor	OT+E+OR	danach + kurz + Ansatz	danach + kurz + Ansatz	UNIQUE_COMPONENT_SEQUENCE	A69_RIGHT_FACE_RAY_WHEEL
723	A:342	ASTRO	A3	f69v	f69v.3	cho	HO	Gabe	Gabe	EXACT_PROSE_SURFACE	A69_RIGHT_FACE_RAY_WHEEL
724	A:343	ASTRO	A3	f69v	f69v.3	qotair	OT+AIR	danach + Lauf	danach + Lauf	UNIQUE_COMPONENT_SEQUENCE	A69_RIGHT_FACE_RAY_WHEEL
725	A:344	ASTRO	A3	f69v	f69v.3	chda	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A69_RIGHT_FACE_RAY_WHEEL
726	A:345	ASTRO	A3	f69v	f69v.3	oteeal	OT+EE+AL	danach + laenger + Stelle	danach + laenger + Stelle	UNIQUE_COMPONENT_SEQUENCE	A69_RIGHT_FACE_RAY_WHEEL
727	A:346	ASTRO	A3	f69v	f69v.3	cheor	CHEO+R	Auszug + abkuehlen	Auszug + abkuehlen	UNIQUE_COMPONENT_SEQUENCE	A69_RIGHT_FACE_RAY_WHEEL
728	A:347	ASTRO	A3	f69v	f69v.3	ar	AR	von dort	von dort	UNIQUE_COMPONENT_SEQUENCE	A69_RIGHT_FACE_RAY_WHEEL
729	A:348	ASTRO	A3	f69v	f69v.3	air	AIR	Lauf	Lauf	UNIQUE_COMPONENT_SEQUENCE	A69_RIGHT_FACE_RAY_WHEEL
730	A:349	ASTRO	A3	f69v	f69v.3	oteody	OT+E+O+Y	danach + kurz + Arbeitsgang + dies	danach + kurz + Arbeitsgang + dies	POSITION_RESOLVED_COMPONENT_SEQUENCE	A69_RIGHT_FACE_RAY_WHEEL
731	A:350	ASTRO	A3	f69v	f69v.3	ytyd	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A69_RIGHT_FACE_RAY_WHEEL
732	A:351	ASTRO	A3	f69v	f69v.3	a	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A69_RIGHT_FACE_RAY_WHEEL
733	A:352	ASTRO	A3	f69v	f69v.3	dchy	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A69_RIGHT_FACE_RAY_WHEEL
734	A:353	ASTRO	A3	f69v	f69v.3	otoly	OT+OL+Y	danach + fortsetzen + dies	danach + fortsetzen + dies	POSITION_RESOLVED_COMPONENT_SEQUENCE	A69_RIGHT_FACE_RAY_WHEEL
735	A:354	ASTRO	A3	f69v	f69v.3	okeodal	OK+E+O+AL	ansetzen + kurz + Arbeitsgang + Stelle	ansetzen + kurz + Arbeitsgang + Stelle	UNIQUE_COMPONENT_SEQUENCE	A69_RIGHT_FACE_RAY_WHEEL
736	A:355	ASTRO	A3	f69v	f69v.3	oteoarar	OT+E+O+AR+AR	danach + kurz + Arbeitsgang + von dort + von dort	danach + kurz + Arbeitsgang + von dort + von dort	UNIQUE_COMPONENT_SEQUENCE	A69_RIGHT_FACE_RAY_WHEEL
