running_event_ordinal	event_id	statement_id	physical_page	register	owner_de	locus	card_ordinal_in_statement	surface	component_recipe	action_heads_de	active_head_before_de	arguments_de	relations_de	grades_de	sequence_de	local_channels_de	binding_trace_de	active_head_after_de	closes_gang	duplicate_rule	scope_status
80	P912-E0080	P1009-S002	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	f10r.10	41	cfhy	CH+LOCAL_CHAR_F+Y	NEHMEN	NEHMEN	AKTIVER POSTEN	NONE	NONE	NONE	HIER	NEHMEN=KOPF | HIER→BESITZER | AKTIVER POSTEN→NEHMEN	NEHMEN	NO	NONE	SELF_CONTAINED
81	P912-E0081	P1009-S002	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	f10r.10	42	cthor	CH+T+OR	NEHMEN+EINSTELLEN	NEHMEN	EINHEIT	NONE	NONE	NONE	NONE	NEHMEN=KOPF | EINSTELLEN=KOPF | EINHEIT→EINSTELLEN	NEHMEN	NO	NONE	SELF_CONTAINED
82	P912-E0082	P1009-S002	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	f10r.10	43	osain	O+S+AIN	WÄHLEN	NEHMEN	ANTEIL	NONE	AUSFÜHRUNG	NONE	NONE	AUSFÜHRUNG→WÄHLEN | WÄHLEN=KOPF | ANTEIL→WÄHLEN	WÄHLEN	NO	NONE	SELF_CONTAINED
83	P912-E0083	P1009-S002	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	f10r.10	44	ytoiin	Y+T+O+IIN	EINSTELLEN	WÄHLEN	AKTIVER POSTEN	NONE	AUSFÜHRUNG+STUFE	NONE	NONE	AKTIVER POSTEN→EINSTELLEN | EINSTELLEN=KOPF | AUSFÜHRUNG→EINSTELLEN | STUFE→EINSTELLEN	EINSTELLEN	NO	NONE	SELF_CONTAINED
84	P912-E0084	P1009-S002	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	f10r.11	45	otchoshor	OT+CH+O+SH+OR	NEHMEN+HALTEN	EINSTELLEN	EINHEIT	NONE	AUSFÜHRUNG	DANACH	NONE	DANACH→NEHMEN | NEHMEN=KOPF | AUSFÜHRUNG→NEHMEN | HALTEN=KOPF | EINHEIT→HALTEN	NEHMEN	NO	NONE	SELF_CONTAINED
85	P912-E0085	P1009-S002	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	f10r.11	46	qoty	OT+Y	NONE	NEHMEN	AKTIVER POSTEN	NONE	NONE	DANACH	NONE	DANACH→NEHMEN | AKTIVER POSTEN→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
86	P912-E0086	P1009-S002	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	f10r.11	47	qotor	OT+OR	NONE	NEHMEN	EINHEIT	NONE	NONE	DANACH	NONE	DANACH→NEHMEN | EINHEIT→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
87	P912-E0087	P1009-S002	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	f10r.11	48	cthyd	CH+T+Y+D_ADDR	NEHMEN+EINSTELLEN	NEHMEN	AKTIVER POSTEN	NONE	NONE	NONE	HIER	NEHMEN=KOPF | EINSTELLEN=KOPF | AKTIVER POSTEN→EINSTELLEN | HIER→BESITZER	NEHMEN	NO	NONE	SELF_CONTAINED
88	P912-E0088	P1009-S002	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	f10r.11	49	otar	OT+AR	NONE	NEHMEN	NONE	AUSGANG	NONE	DANACH	NONE	DANACH→NEHMEN | AUSGANG→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
89	P912-E0089	P1009-S002	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	f10r.12	50	odaiin	O+D_ADDR+AIIN	NONE	NEHMEN	WERT	NONE	AUSFÜHRUNG	NONE	HIER	AUSFÜHRUNG→NEHMEN | HIER→BESITZER | WERT→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
90	P912-E0090	P1009-S002	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	f10r.12	51	daiin	AIIN	NONE	NEHMEN	WERT	NONE	NONE	NONE	NONE	WERT→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
91	P912-E0091	P1009-S002	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	f10r.12	52	qotchy	OT+Y	NONE	NEHMEN	AKTIVER POSTEN	NONE	NONE	DANACH	NONE	DANACH→NEHMEN | AKTIVER POSTEN→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
92	P912-E0092	P1009-S002	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	f10r.12	53	qotor	OT+OR	NONE	NEHMEN	EINHEIT	NONE	NONE	DANACH	NONE	DANACH→NEHMEN | EINHEIT→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
93	P912-E0093	P1009-S003	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.1	1	tshol	T+SH+OL	EINSTELLEN+HALTEN	NONE	NONE	NONE	NONE	FORTSETZEN	NONE	EINSTELLEN=KOPF | HALTEN=KOPF | FORTSETZEN→HALTEN	EINSTELLEN	NO	NONE	CARRIED_SCOPE
94	P912-E0094	P1009-S003	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.1	2	schoal	SH+O+AL	HALTEN	EINSTELLEN	NONE	ZIELORT	AUSFÜHRUNG	NONE	NONE	HALTEN=KOPF | AUSFÜHRUNG→HALTEN | ZIELORT→HALTEN	HALTEN	NO	NONE	SELF_CONTAINED
95	P912-E0095	P1009-S003	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.1	3	cfhy	CH+LOCAL_CHAR_F+Y	NEHMEN	HALTEN	AKTIVER POSTEN	NONE	NONE	NONE	HIER	NEHMEN=KOPF | HIER→BESITZER | AKTIVER POSTEN→NEHMEN	NEHMEN	NO	NONE	SELF_CONTAINED
96	P912-E0096	P1009-S003	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.1	4	shfydaiin	SH+Y+AIIN	HALTEN	NEHMEN	AKTIVER POSTEN+WERT	NONE	NONE	NONE	NONE	HALTEN=KOPF | AKTIVER POSTEN→HALTEN | WERT→HALTEN	HALTEN	NO	NONE	SELF_CONTAINED
97	P912-E0097	P1009-S003	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.1	5	cphy	CH+P+Y	NEHMEN+EINSETZEN	HALTEN	AKTIVER POSTEN	NONE	NONE	NONE	NONE	NEHMEN=KOPF | EINSETZEN=KOPF | AKTIVER POSTEN→EINSETZEN	NEHMEN	NO	NONE	SELF_CONTAINED
98	P912-E0098	P1009-S003	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.1	6	shey	SH+E+Y	HALTEN	NEHMEN	AKTIVER POSTEN	NONE	GRAD I	NONE	NONE	HALTEN=KOPF | GRAD I→HALTEN | AKTIVER POSTEN→HALTEN	HALTEN	NO	NONE	SELF_CONTAINED
99	P912-E0099	P1009-S003	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.1	7	tchody	T+CH+O+DY	EINSTELLEN+NEHMEN	HALTEN	NONE	NONE	AUSFÜHRUNG	NONE	NONE	EINSTELLEN=KOPF | NEHMEN=KOPF | AUSFÜHRUNG→NEHMEN | SCHLUSS→GANG	NONE	YES	NONE	SELF_CONTAINED
100	P912-E0100	P1009-S004	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.1	1	shoyty	SH+O+Y+T+Y	HALTEN+EINSTELLEN	NONE	AKTIVER POSTEN+AKTIVER POSTEN	NONE	AUSFÜHRUNG	NONE	NONE	HALTEN=KOPF | AUSFÜHRUNG→HALTEN | AKTIVER POSTEN→EINSTELLEN | EINSTELLEN=KOPF | AKTIVER POSTEN→EINSTELLEN	HALTEN	NO	NONE	SELF_CONTAINED
101	P912-E0101	P1009-S004	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.2	2	socthody	S+O+CH+T+O+D_ADDR+Y	WÄHLEN+NEHMEN+EINSTELLEN	HALTEN	AKTIVER POSTEN	NONE	AUSFÜHRUNG+AUSFÜHRUNG	NONE	HIER	WÄHLEN=KOPF | AUSFÜHRUNG→WÄHLEN | NEHMEN=KOPF | EINSTELLEN=KOPF | AUSFÜHRUNG→EINSTELLEN | HIER→BESITZER | AKTIVER POSTEN→EINSTELLEN	WÄHLEN	NO	NONE	SELF_CONTAINED
102	P912-E0102	P1009-S004	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.2	3	qodor	CARRIER_Q+O+D_ADDR+OR	NONE	NONE	EINHEIT	NONE	AUSFÜHRUNG	NONE	HIER	BEGINNMARKER→GANG | AUSFÜHRUNG→GEBEN | HIER→BESITZER | EINHEIT→GEBEN	NONE	NO	NONE	CARRIED_SCOPE
103	P912-E0103	P1009-S004	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.2	4	y	Y	NONE	NONE	AKTIVER POSTEN	NONE	NONE	NONE	NONE	AKTIVER POSTEN→GEBEN	NONE	NO	NONE	CARRIED_SCOPE
104	P912-E0104	P1009-S004	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.2	5	kshy	K+SH+Y	GEBEN+HALTEN	NONE	AKTIVER POSTEN	NONE	NONE	NONE	NONE	GEBEN=KOPF | HALTEN=KOPF | AKTIVER POSTEN→HALTEN	GEBEN	NO	NONE	SELF_CONTAINED
105	P912-E0105	P1009-S004	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.2	6	daiin	AIIN	NONE	GEBEN	WERT	NONE	NONE	NONE	NONE	WERT→GEBEN	GEBEN	NO	NONE	CARRIED_SCOPE
106	P912-E0106	P1009-S004	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.2	7	ytchy	Y+T+Y	EINSTELLEN	GEBEN	AKTIVER POSTEN+AKTIVER POSTEN	NONE	NONE	NONE	NONE	AKTIVER POSTEN→EINSTELLEN | EINSTELLEN=KOPF | AKTIVER POSTEN→EINSTELLEN	EINSTELLEN	NO	NONE	SELF_CONTAINED
107	P912-E0107	P1009-S004	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.2	8	ytchoky	Y+T+OK+Y	EINSTELLEN+SETZEN	EINSTELLEN	AKTIVER POSTEN+AKTIVER POSTEN	NONE	NONE	NONE	NONE	AKTIVER POSTEN→EINSTELLEN | EINSTELLEN=KOPF | SETZEN=KOPF | AKTIVER POSTEN→SETZEN	EINSTELLEN	NO	NONE	SELF_CONTAINED
108	P912-E0108	P1009-S004	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.2	9	kchol	K+OL	GEBEN	EINSTELLEN	NONE	NONE	NONE	FORTSETZEN	NONE	GEBEN=KOPF | FORTSETZEN→EINSTELLEN	GEBEN	NO	NONE	CARRIED_SCOPE
109	P912-E0109	P1009-S004	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.2	10	daiin	AIIN	NONE	GEBEN	WERT	NONE	NONE	NONE	NONE	WERT→GEBEN	GEBEN	NO	NONE	CARRIED_SCOPE
110	P912-E0110	P1009-S004	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.3	11	qoty	OT+Y	NONE	GEBEN	AKTIVER POSTEN	NONE	NONE	DANACH	NONE	DANACH→GEBEN | AKTIVER POSTEN→GEBEN	GEBEN	NO	NONE	CARRIED_SCOPE
111	P912-E0111	P1009-S004	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.3	12	chol	OL	NONE	GEBEN	NONE	NONE	NONE	FORTSETZEN	NONE	FORTSETZEN→GEBEN	GEBEN	NO	NONE	CARRIED_SCOPE
112	P912-E0112	P1009-S004	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.3	13	cthy	CH+T+Y	NEHMEN+EINSTELLEN	GEBEN	AKTIVER POSTEN	NONE	NONE	NONE	NONE	NEHMEN=KOPF | EINSTELLEN=KOPF | AKTIVER POSTEN→EINSTELLEN	NEHMEN	NO	NONE	SELF_CONTAINED
113	P912-E0113	P1009-S004	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.3	14	dor	D_ADDR+OR	NONE	NEHMEN	EINHEIT	NONE	NONE	NONE	HIER	HIER→BESITZER | EINHEIT→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
114	P912-E0114	P1009-S004	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.3	15	ykychy	Y+K+Y+CH+Y	GEBEN+NEHMEN	NEHMEN	AKTIVER POSTEN+AKTIVER POSTEN+AKTIVER POSTEN	NONE	NONE	NONE	NONE	AKTIVER POSTEN→GEBEN | GEBEN=KOPF | AKTIVER POSTEN→GEBEN | NEHMEN=KOPF | AKTIVER POSTEN→NEHMEN	GEBEN	NO	NONE	SELF_CONTAINED
115	P912-E0115	P1009-S004	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.3	16	choty	CH+OT+Y	NEHMEN	GEBEN	AKTIVER POSTEN	NONE	NONE	DANACH	NONE	NEHMEN=KOPF | DANACH→GEBEN | AKTIVER POSTEN→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
116	P912-E0116	P1009-S004	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.3	17	dain	AIN	NONE	NEHMEN	ANTEIL	NONE	NONE	NONE	NONE	ANTEIL→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
117	P912-E0117	P1009-S004	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.3	18	chaiin	CH+AIIN	NEHMEN	NEHMEN	WERT	NONE	NONE	NONE	NONE	NEHMEN=KOPF | WERT→NEHMEN	NEHMEN	NO	NONE	SELF_CONTAINED
118	P912-E0118	P1009-S004	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.3	19	daiin	AIIN	NONE	NEHMEN	WERT	NONE	NONE	NONE	NONE	WERT→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
119	P912-E0119	P1009-S004	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.3	20	dod	D_ADDR+O+D_ADDR	NONE	NEHMEN	NONE	NONE	AUSFÜHRUNG	NONE	HIER+HIER	HIER→BESITZER | AUSFÜHRUNG→NEHMEN | HIER→BESITZER	NEHMEN	NO	NONE	CARRIED_SCOPE
120	P912-E0120	P1009-S004	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.4	21	dchol	D_ADDR+OL	NONE	NEHMEN	NONE	NONE	NONE	FORTSETZEN	HIER	HIER→BESITZER | FORTSETZEN→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
121	P912-E0121	P1009-S004	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.4	22	chy	Y	NONE	NEHMEN	AKTIVER POSTEN	NONE	NONE	NONE	NONE	AKTIVER POSTEN→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
122	P912-E0122	P1009-S004	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.4	23	kchy	K+Y	GEBEN	NEHMEN	AKTIVER POSTEN	NONE	NONE	NONE	NONE	GEBEN=KOPF | AKTIVER POSTEN→GEBEN	GEBEN	NO	NONE	SELF_CONTAINED
123	P912-E0123	P1009-S004	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.4	24	dy	Y	NONE	GEBEN	AKTIVER POSTEN	NONE	NONE	NONE	NONE	AKTIVER POSTEN→GEBEN	GEBEN	NO	NONE	CARRIED_SCOPE
124	P912-E0124	P1009-S004	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.4	25	daiin	AIIN	NONE	GEBEN	WERT	NONE	NONE	NONE	NONE	WERT→GEBEN	GEBEN	NO	NONE	CARRIED_SCOPE
125	P912-E0125	P1009-S004	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.5	26	tchol	T+OL	EINSTELLEN	GEBEN	NONE	NONE	NONE	FORTSETZEN	NONE	EINSTELLEN=KOPF | FORTSETZEN→GEBEN	EINSTELLEN	NO	NONE	CARRIED_SCOPE
126	P912-E0126	P1009-S004	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.5	27	shor	SH+OR	HALTEN	EINSTELLEN	EINHEIT	NONE	NONE	NONE	NONE	HALTEN=KOPF | EINHEIT→HALTEN	HALTEN	NO	NONE	SELF_CONTAINED
127	P912-E0127	P1009-S004	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.5	28	shor	SH+OR	HALTEN	HALTEN	EINHEIT	NONE	NONE	NONE	NONE	HALTEN=KOPF | EINHEIT→HALTEN	HALTEN	NO	NONE	SELF_CONTAINED
128	P912-E0128	P1009-S004	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.5	29	dky	D_ADDR+K+Y	GEBEN	HALTEN	AKTIVER POSTEN	NONE	NONE	NONE	HIER	HIER→BESITZER | GEBEN=KOPF | AKTIVER POSTEN→GEBEN	GEBEN	NO	NONE	SELF_CONTAINED
129	P912-E0129	P1009-S004	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.5	30	y	Y	NONE	GEBEN	AKTIVER POSTEN	NONE	NONE	NONE	NONE	AKTIVER POSTEN→GEBEN	GEBEN	NO	NONE	CARRIED_SCOPE
130	P912-E0130	P1009-S004	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.5	31	daiin	AIIN	NONE	GEBEN	WERT	NONE	NONE	NONE	NONE	WERT→GEBEN	GEBEN	NO	NONE	CARRIED_SCOPE
131	P912-E0131	P1009-S004	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.5	32	cthy	CH+T+Y	NEHMEN+EINSTELLEN	GEBEN	AKTIVER POSTEN	NONE	NONE	NONE	NONE	NEHMEN=KOPF | EINSTELLEN=KOPF | AKTIVER POSTEN→EINSTELLEN	NEHMEN	NO	NONE	SELF_CONTAINED
132	P912-E0132	P1009-S004	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.5	33	d	D_ADDR	NONE	NEHMEN	NONE	NONE	NONE	NONE	HIER	HIER→BESITZER	NEHMEN	NO	NONE	SELF_CONTAINED
133	P912-E0133	P1009-S004	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.5	34	y	Y	NONE	NEHMEN	AKTIVER POSTEN	NONE	NONE	NONE	NONE	AKTIVER POSTEN→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
134	P912-E0134	P1009-S004	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.5	35	chodl	CH+O+D_ADDR+L	NEHMEN	NEHMEN	NONE	VERBINDUNG	AUSFÜHRUNG	NONE	HIER	NEHMEN=KOPF | AUSFÜHRUNG→NEHMEN | HIER→BESITZER | VERBINDUNG→NEHMEN	NEHMEN	NO	NONE	SELF_CONTAINED
135	P912-E0135	P1009-S004	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.5	36	daiin	AIIN	NONE	NEHMEN	WERT	NONE	NONE	NONE	NONE	WERT→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
136	P912-E0136	P1009-S004	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.6	37	odl	O+D_ADDR+L	NONE	NEHMEN	NONE	VERBINDUNG	AUSFÜHRUNG	NONE	HIER	AUSFÜHRUNG→NEHMEN | HIER→BESITZER | VERBINDUNG→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
137	P912-E0137	P1009-S004	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.6	38	d	D_ADDR	NONE	NEHMEN	NONE	NONE	NONE	NONE	HIER	HIER→BESITZER	NEHMEN	NO	NONE	SELF_CONTAINED
138	P912-E0138	P1009-S004	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.6	39	s	S	WÄHLEN	NEHMEN	NONE	NONE	NONE	NONE	NONE	WÄHLEN=KOPF	WÄHLEN	NO	NONE	SELF_CONTAINED
139	P912-E0139	P1009-S004	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.6	40	y	Y	NONE	WÄHLEN	AKTIVER POSTEN	NONE	NONE	NONE	NONE	AKTIVER POSTEN→WÄHLEN	WÄHLEN	NO	NONE	CARRIED_SCOPE
140	P912-E0140	P1009-S004	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.6	41	otol	OT+OL	NONE	WÄHLEN	NONE	NONE	NONE	DANACH+FORTSETZEN	NONE	DANACH→WÄHLEN | FORTSETZEN→WÄHLEN	WÄHLEN	NO	NONE	CARRIED_SCOPE
141	P912-E0141	P1009-S004	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.6	42	chaiin	CH+AIIN	NEHMEN	WÄHLEN	WERT	NONE	NONE	NONE	NONE	NEHMEN=KOPF | WERT→NEHMEN	NEHMEN	NO	NONE	SELF_CONTAINED
142	P912-E0142	P1009-S004	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.6	43	ykchor	Y+K+CH+OR	GEBEN+NEHMEN	NEHMEN	AKTIVER POSTEN+EINHEIT	NONE	NONE	NONE	NONE	AKTIVER POSTEN→GEBEN | GEBEN=KOPF | NEHMEN=KOPF | EINHEIT→NEHMEN	GEBEN	NO	NONE	SELF_CONTAINED
143	P912-E0143	P1009-S004	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.6	44	dair	D_ADDR+AIR	NONE	GEBEN	NONE	LAUF	NONE	NONE	HIER	HIER→BESITZER | LAUF→GEBEN	GEBEN	NO	NONE	CARRIED_SCOPE
144	P912-E0144	P1009-S004	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.6	45	chody	CH+O+D_ADDR+Y	NEHMEN	GEBEN	AKTIVER POSTEN	NONE	AUSFÜHRUNG	NONE	HIER	NEHMEN=KOPF | AUSFÜHRUNG→NEHMEN | HIER→BESITZER | AKTIVER POSTEN→NEHMEN	NEHMEN	NO	NONE	SELF_CONTAINED
145	P912-E0145	P1009-S004	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.6	46	cthy	CH+T+Y	NEHMEN+EINSTELLEN	NEHMEN	AKTIVER POSTEN	NONE	NONE	NONE	NONE	NEHMEN=KOPF | EINSTELLEN=KOPF | AKTIVER POSTEN→EINSTELLEN	NEHMEN	NO	NONE	SELF_CONTAINED
146	P912-E0146	P1009-S004	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.6	47	s	S	WÄHLEN	NEHMEN	NONE	NONE	NONE	NONE	NONE	WÄHLEN=KOPF	WÄHLEN	NO	NONE	SELF_CONTAINED
147	P912-E0147	P1009-S004	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.6	48	daiin	AIIN	NONE	WÄHLEN	WERT	NONE	NONE	NONE	NONE	WERT→WÄHLEN	WÄHLEN	NO	NONE	CARRIED_SCOPE
148	P912-E0148	P1009-S004	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.7	49	qotchy	OT+Y	NONE	WÄHLEN	AKTIVER POSTEN	NONE	NONE	DANACH	NONE	DANACH→WÄHLEN | AKTIVER POSTEN→WÄHLEN	WÄHLEN	NO	NONE	CARRIED_SCOPE
149	P912-E0149	P1009-S004	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.7	50	okchol	OK+OL	SETZEN	WÄHLEN	NONE	NONE	NONE	FORTSETZEN	NONE	SETZEN=KOPF | FORTSETZEN→WÄHLEN	SETZEN	NO	NONE	CARRIED_SCOPE
150	P912-E0150	P1009-S004	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.7	51	cthy	CH+T+Y	NEHMEN+EINSTELLEN	SETZEN	AKTIVER POSTEN	NONE	NONE	NONE	NONE	NEHMEN=KOPF | EINSTELLEN=KOPF | AKTIVER POSTEN→EINSTELLEN	NEHMEN	NO	NONE	SELF_CONTAINED
151	P912-E0151	P1009-S004	f11r	HERBAL	blühender dreikroniger Sodenstock	f11r.7	52	dy	Y	NONE	NEHMEN	AKTIVER POSTEN	NONE	NONE	NONE	NONE	AKTIVER POSTEN→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
152	P912-E0152	P1009-S005	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	f13r.1	1	torshor	T+OR+SH+OR	EINSTELLEN+HALTEN	NONE	EINHEIT+EINHEIT	NONE	NONE	NONE	NONE	EINSTELLEN=KOPF | EINHEIT→EINSTELLEN | HALTEN=KOPF | EINHEIT→HALTEN	EINSTELLEN	NO	NONE	SELF_CONTAINED
153	P912-E0153	P1009-S005	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	f13r.1	2	opchy	O+P+Y	EINSETZEN	EINSTELLEN	AKTIVER POSTEN	NONE	AUSFÜHRUNG	NONE	NONE	AUSFÜHRUNG→EINSETZEN | EINSETZEN=KOPF | AKTIVER POSTEN→EINSETZEN	EINSETZEN	NO	NONE	SELF_CONTAINED
154	P912-E0154	P1009-S005	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	f13r.1	3	shol	SH+OL	HALTEN	EINSETZEN	NONE	NONE	NONE	FORTSETZEN	NONE	HALTEN=KOPF | FORTSETZEN→EINSETZEN	HALTEN	NO	NONE	CARRIED_SCOPE
155	P912-E0155	P1009-S005	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	f13r.1	4	dy	Y	NONE	HALTEN	AKTIVER POSTEN	NONE	NONE	NONE	NONE	AKTIVER POSTEN→HALTEN	HALTEN	NO	NONE	CARRIED_SCOPE
156	P912-E0156	P1009-S005	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	f13r.1	5	qopchy	O+P+Y	EINSETZEN	HALTEN	AKTIVER POSTEN	NONE	AUSFÜHRUNG	NONE	NONE	AUSFÜHRUNG→EINSETZEN | EINSETZEN=KOPF | AKTIVER POSTEN→EINSETZEN	EINSETZEN	NO	NONE	SELF_CONTAINED
157	P912-E0157	P1009-S005	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	f13r.1	6	shol	SH+OL	HALTEN	EINSETZEN	NONE	NONE	NONE	FORTSETZEN	NONE	HALTEN=KOPF | FORTSETZEN→EINSETZEN	HALTEN	NO	NONE	CARRIED_SCOPE
158	P912-E0158	P1009-S005	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	f13r.1	7	opchor	O+P+CH+OR	EINSETZEN+NEHMEN	HALTEN	EINHEIT	NONE	AUSFÜHRUNG	NONE	NONE	AUSFÜHRUNG→EINSETZEN | EINSETZEN=KOPF | NEHMEN=KOPF | EINHEIT→NEHMEN	EINSETZEN	NO	NONE	SELF_CONTAINED
159	P912-E0159	P1009-S005	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	f13r.1	8	dypchy	D_ADDR+Y+P+Y	EINSETZEN	EINSETZEN	AKTIVER POSTEN+AKTIVER POSTEN	NONE	NONE	NONE	HIER	HIER→BESITZER | AKTIVER POSTEN→EINSETZEN | EINSETZEN=KOPF | AKTIVER POSTEN→EINSETZEN	EINSETZEN	NO	NONE	SELF_CONTAINED
160	P912-E0160	P1009-S005	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	f13r.1	9	dchg	D_ADDR+CH+LOCAL_CHAR_G	NEHMEN	EINSETZEN	NONE	NONE	NONE	NONE	HIER+VARIANTE	HIER→BESITZER | NEHMEN=KOPF | VARIANTE→BESITZER	NEHMEN	NO	NONE	SELF_CONTAINED
161	P912-E0161	P1009-S005	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	f13r.2	10	dchol	D_ADDR+OL	NONE	NEHMEN	NONE	NONE	NONE	FORTSETZEN	HIER	HIER→BESITZER | FORTSETZEN→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
162	P912-E0162	P1009-S005	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	f13r.2	11	chol	OL	NONE	NEHMEN	NONE	NONE	NONE	FORTSETZEN	NONE	FORTSETZEN→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
