book_statement_ordinal	statement_id	physical_page	register	owner_de	event_count	predicate_realization	seed_action_de	inheritance_source_statement_id	action_chain_de	arguments_de	relations_de	grades_de	end_mode	binding_origins	scope_skeleton_de	unbound_modifier_count	scope_result
25	P1009-S025	f55v	HERBAL	große aromatische Doldenpflanze	5	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN > NEHMEN > GEBEN	WERT×2+AKTIVER POSTEN×2+ANTEIL×1	NONE	AUSFÜHRUNG×1	LICENSED_DY_CLOSE	ACTION_HEAD×4+GANG_CLOSE×1+RUNNING_ACTION×1+SAME_CARD_NEAREST×5+VISIBLE_OWNER×1	BESITZER[große aromatische Doldenpflanze] > HANDLUNG[SETZEN > NEHMEN > GEBEN] > ARG[WERT×2+AKTIVER POSTEN×2+ANTEIL×1] > REL[NONE] > GRAD[AUSFÜHRUNG×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
26	P1009-S026	f55v	HERBAL	große aromatische Doldenpflanze	56	EXPLICIT_OPERATION_ROOT	NONE	NONE	UMSETZEN > EINSTELLEN > GEBEN > NEHMEN > GEBEN > SETZEN > UMSETZEN > GEBEN > HALTEN > SETZEN > NEHMEN > GEBEN > UMSETZEN > EINSETZEN > NEHMEN > MARKIEREN > EINSTELLEN > UMSETZEN > SETZEN > EINSTELLEN > SETZEN > GEBEN > SETZEN > GEBEN > WÄHLEN > SETZEN > EINSTELLEN > GEBEN > NEHMEN > GEBEN	WERT×12+AKTIVER POSTEN×25+ANTEIL×3+EINHEIT×3	ZIELORT×6+LAUF×1+AUSGANG×9	GRAD I×4+ZWEITE STUFE×1+AUSFÜHRUNG×3+GRAD II×1	LICENSED_DY_CLOSE	ACTION_HEAD×40+FORWARD_TO_NEXT_ACTION×1+GANG_CLOSE×1+RUNNING_ACTION×26+SAME_CARD_LEFT×10+SAME_CARD_LEFT_FALLBACK×1+SAME_CARD_NEAREST×36+SAME_CARD_NEXT_STEP×1+VISIBLE_OWNER×7	BESITZER[große aromatische Doldenpflanze] > HANDLUNG[UMSETZEN > EINSTELLEN > GEBEN > NEHMEN > GEBEN > SETZEN > UMSETZEN > GEBEN > HALTEN > SETZEN > NEHMEN > GEBEN > UMSETZEN > EINSETZEN > NEHMEN > MARKIEREN > EINSTELLEN > UMSETZEN > SETZEN > EINSTELLEN > SETZEN > GEBEN > SETZEN > GEBEN > WÄHLEN > SETZEN > EINSTELLEN > GEBEN > NEHMEN > GEBEN] > ARG[WERT×12+AKTIVER POSTEN×25+ANTEIL×3+EINHEIT×3] > REL[ZIELORT×6+LAUF×1+AUSGANG×9] > GRAD[GRAD I×4+ZWEITE STUFE×1+AUSFÜHRUNG×3+GRAD II×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
27	P1009-S027	f55v	HERBAL	große aromatische Doldenpflanze	15	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN > EINSTELLEN > NEHMEN > GEBEN > NEHMEN > WÄHLEN	WERT×4+AKTIVER POSTEN×4+EINHEIT×2+ANTEIL×1	ZIELORT×1+AUSGANG×2+VERBINDUNG×1	GRAD I×1+GRAD II×1	PAGE_END_OPEN	ACTION_HEAD×7+FORWARD_TO_NEXT_ACTION×1+RUNNING_ACTION×10+SAME_CARD_LEFT×1+SAME_CARD_LEFT_FALLBACK×1+SAME_CARD_NEAREST×5+SAME_CARD_NEXT_STEP×2+VISIBLE_OWNER×1	BESITZER[große aromatische Doldenpflanze] > HANDLUNG[SETZEN > EINSTELLEN > NEHMEN > GEBEN > NEHMEN > WÄHLEN] > ARG[WERT×4+AKTIVER POSTEN×4+EINHEIT×2+ANTEIL×1] > REL[ZIELORT×1+AUSGANG×2+VERBINDUNG×1] > GRAD[GRAD I×1+GRAD II×1] > PAGE_END_OPEN	0	COMPLETE_SCOPE_READING
28	P1009-S028	f56r	HERBAL	stachelköpfiges Kraut in mehreren Reifestufen	6	EXPLICIT_OPERATION_ROOT	NONE	NONE	NEHMEN > WÄHLEN	AKTIVER POSTEN×2	ZIELORT×1	AUSFÜHRUNG×1+GRAD I×2	LICENSED_DY_CLOSE	ACTION_HEAD×5+FORWARD_TO_NEXT_ACTION×1+GANG_CLOSE×1+RUNNING_ACTION×3+SAME_CARD_LEFT×1+SAME_CARD_NEAREST×2	BESITZER[stachelköpfiges Kraut in mehreren Reifestufen] > HANDLUNG[NEHMEN > WÄHLEN] > ARG[AKTIVER POSTEN×2] > REL[ZIELORT×1] > GRAD[AUSFÜHRUNG×1+GRAD I×2] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
29	P1009-S029	f56r	HERBAL	stachelköpfiges Kraut in mehreren Reifestufen	45	EXPLICIT_OPERATION_ROOT	NONE	NONE	NEHMEN > EINSETZEN > NEHMEN > SETZEN > NEHMEN > GEBEN > NEHMEN > GEBEN > NEHMEN > HALTEN > SETZEN > GEBEN > SETZEN > WÄHLEN > NEHMEN > SETZEN > NEHMEN > GEBEN > SETZEN > UMSETZEN > NEHMEN > GEBEN > NEHMEN > GEBEN > HALTEN > GEBEN > NEHMEN > SETZEN > NEHMEN > GEBEN	AKTIVER POSTEN×28+EINHEIT×8+WERT×3	AUSGANG×1+ZIELORT×2	AUSFÜHRUNG×4+GRAD I×3+GRAD II×5	LICENSED_DY_CLOSE	ACTION_HEAD×40+FORWARD_TO_NEXT_ACTION×1+GANG_CLOSE×1+RUNNING_ACTION×20+SAME_CARD_LEFT×1+SAME_CARD_NEAREST×39+SAME_CARD_NEXT_STEP×1+VISIBLE_OWNER×5	BESITZER[stachelköpfiges Kraut in mehreren Reifestufen] > HANDLUNG[NEHMEN > EINSETZEN > NEHMEN > SETZEN > NEHMEN > GEBEN > NEHMEN > GEBEN > NEHMEN > HALTEN > SETZEN > GEBEN > SETZEN > WÄHLEN > NEHMEN > SETZEN > NEHMEN > GEBEN > SETZEN > UMSETZEN > NEHMEN > GEBEN > NEHMEN > GEBEN > HALTEN > GEBEN > NEHMEN > SETZEN > NEHMEN > GEBEN] > ARG[AKTIVER POSTEN×28+EINHEIT×8+WERT×3] > REL[AUSGANG×1+ZIELORT×2] > GRAD[AUSFÜHRUNG×4+GRAD I×3+GRAD II×5] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
30	P1009-S030	f56r	HERBAL	stachelköpfiges Kraut in mehreren Reifestufen	54	EXPLICIT_OPERATION_ROOT	NONE	NONE	EINSTELLEN > SETZEN > GEBEN > HALTEN > NEHMEN > EINSTELLEN > NEHMEN > SETZEN > EINSTELLEN > MARKIEREN > SETZEN > GEBEN > NEHMEN > EINSTELLEN > NEHMEN > WÄHLEN > SETZEN > HALTEN > GEBEN > NEHMEN > SETZEN > NEHMEN > SETZEN > NEHMEN > GEBEN > NEHMEN > WÄHLEN > NEHMEN > EINSTELLEN > NEHMEN > EINSTELLEN > NEHMEN > EINSTELLEN > NEHMEN > EINSTELLEN > MARKIEREN > GEBEN > NEHMEN > SETZEN > NEHMEN > WÄHLEN > NEHMEN > HALTEN > SETZEN > NEHMEN > GEBEN > NEHMEN > WÄHLEN > GEBEN	AKTIVER POSTEN×22+EINHEIT×2+WERT×4	ZIELORT×1+AUSGANG×2	GRAD I×5+GRAD II×3+AUSFÜHRUNG×8	PAGE_END_OPEN	ACTION_HEAD×57+RUNNING_ACTION×25+SAME_CARD_LEFT×3+SAME_CARD_NEAREST×33+SAME_CARD_NEXT_STEP×2+VISIBLE_OWNER×6	BESITZER[stachelköpfiges Kraut in mehreren Reifestufen] > HANDLUNG[EINSTELLEN > SETZEN > GEBEN > HALTEN > NEHMEN > EINSTELLEN > NEHMEN > SETZEN > EINSTELLEN > MARKIEREN > SETZEN > GEBEN > NEHMEN > EINSTELLEN > NEHMEN > WÄHLEN > SETZEN > HALTEN > GEBEN > NEHMEN > SETZEN > NEHMEN > SETZEN > NEHMEN > GEBEN > NEHMEN > WÄHLEN > NEHMEN > EINSTELLEN > NEHMEN > EINSTELLEN > NEHMEN > EINSTELLEN > NEHMEN > EINSTELLEN > MARKIEREN > GEBEN > NEHMEN > SETZEN > NEHMEN > WÄHLEN > NEHMEN > HALTEN > SETZEN > NEHMEN > GEBEN > NEHMEN > WÄHLEN > GEBEN] > ARG[AKTIVER POSTEN×22+EINHEIT×2+WERT×4] > REL[ZIELORT×1+AUSGANG×2] > GRAD[GRAD I×5+GRAD II×3+AUSFÜHRUNG×8] > PAGE_END_OPEN	0	COMPLETE_SCOPE_READING
31	P1009-S031	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	7	EXPLICIT_OPERATION_ROOT	NONE	NONE	EINSETZEN > WÄHLEN	ANTEIL×1+AKTIVER POSTEN×2	ZIELORT×1	AUSFÜHRUNG×4+GRAD II×1+STUFE×1	LICENSED_DY_CLOSE	ACTION_HEAD×3+FORWARD_TO_NEXT_ACTION×1+GANG_CLOSE×1+RUNNING_ACTION×6+SAME_CARD_NEAREST×5+VISIBLE_OWNER×3	BESITZER[zwei getrennte Himmelsräder und Tabelle] > HANDLUNG[EINSETZEN > WÄHLEN] > ARG[ANTEIL×1+AKTIVER POSTEN×2] > REL[ZIELORT×1] > GRAD[AUSFÜHRUNG×4+GRAD II×1+STUFE×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
32	P1009-S032	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	19	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN > WÄHLEN > GEBEN > WÄHLEN > MARKIEREN > EINSETZEN > NEHMEN > WÄHLEN > NEHMEN > WÄHLEN	ANTEIL×3+AKTIVER POSTEN×7+EINHEIT×1+WERT×2	ZIELORT×2+AUSGANG×3	AUSFÜHRUNG×6+ZWEITE STUFE×1+GRAD I×3+STUFE×1	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	ACTION_HEAD×12+FORWARD_TO_NEXT_ACTION×4+RUNNING_ACTION×10+SAME_CARD_LEFT×2+SAME_CARD_NEAREST×14+VISIBLE_OWNER×4	BESITZER[zwei getrennte Himmelsräder und Tabelle] > HANDLUNG[SETZEN > WÄHLEN > GEBEN > WÄHLEN > MARKIEREN > EINSETZEN > NEHMEN > WÄHLEN > NEHMEN > WÄHLEN] > ARG[ANTEIL×3+AKTIVER POSTEN×7+EINHEIT×1+WERT×2] > REL[ZIELORT×2+AUSGANG×3] > GRAD[AUSFÜHRUNG×6+ZWEITE STUFE×1+GRAD I×3+STUFE×1] > NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	0	COMPLETE_SCOPE_READING
33	P1009-S033	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	13	EXPLICIT_OPERATION_ROOT	NONE	NONE	EINSETZEN > NEHMEN > WÄHLEN > MARKIEREN > EINSTELLEN > GEBEN > SETZEN > MARKIEREN	AKTIVER POSTEN×5+ANTEIL×1+EINHEIT×2+WERT×1	AUSGANG×3+ZIELORT×1	AUSFÜHRUNG×6+ZWEITE STUFE×2+GRAD I×2	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	ACTION_HEAD×11+RUNNING_ACTION×6+SAME_CARD_LEFT×2+SAME_CARD_NEAREST×15+VISIBLE_OWNER×3	BESITZER[zwei getrennte Himmelsräder und Tabelle] > HANDLUNG[EINSETZEN > NEHMEN > WÄHLEN > MARKIEREN > EINSTELLEN > GEBEN > SETZEN > MARKIEREN] > ARG[AKTIVER POSTEN×5+ANTEIL×1+EINHEIT×2+WERT×1] > REL[AUSGANG×3+ZIELORT×1] > GRAD[AUSFÜHRUNG×6+ZWEITE STUFE×2+GRAD I×2] > NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	0	COMPLETE_SCOPE_READING
34	P1009-S034	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	1	EXPLICIT_OPERATION_ROOT	NONE	NONE	EINSTELLEN	AKTIVER POSTEN×1	NONE	AUSFÜHRUNG×1	LICENSED_DY_CLOSE	ACTION_HEAD×1+GANG_CLOSE×1+SAME_CARD_NEAREST×2	BESITZER[zwei getrennte Himmelsräder und Tabelle] > HANDLUNG[EINSTELLEN] > ARG[AKTIVER POSTEN×1] > REL[NONE] > GRAD[AUSFÜHRUNG×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
35	P1009-S035	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	3	EXPLICIT_OPERATION_ROOT	NONE	NONE	WÄHLEN	WERT×1	NONE	AUSFÜHRUNG×1	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	ACTION_HEAD×1+RUNNING_ACTION×4+SAME_CARD_NEAREST×1	BESITZER[zwei getrennte Himmelsräder und Tabelle] > HANDLUNG[WÄHLEN] > ARG[WERT×1] > REL[NONE] > GRAD[AUSFÜHRUNG×1] > NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	0	COMPLETE_SCOPE_READING
36	P1009-S036	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	7	EXPLICIT_OPERATION_ROOT	NONE	NONE	WÄHLEN > SETZEN	WERT×1	AUSGANG×2+LAUF×1+ZIELORT×1+VERBINDUNG×1	AUSFÜHRUNG×4+ZWEITE STUFE×2+GRAD I×1	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	ACTION_HEAD×3+RUNNING_ACTION×9+SAME_CARD_LEFT×1+SAME_CARD_NEAREST×3+VISIBLE_OWNER×3	BESITZER[zwei getrennte Himmelsräder und Tabelle] > HANDLUNG[WÄHLEN > SETZEN] > ARG[WERT×1] > REL[AUSGANG×2+LAUF×1+ZIELORT×1+VERBINDUNG×1] > GRAD[AUSFÜHRUNG×4+ZWEITE STUFE×2+GRAD I×1] > NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	0	COMPLETE_SCOPE_READING
37	P1009-S037	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	6	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN > EINSTELLEN	AKTIVER POSTEN×1+EINHEIT×2+WERT×1	NONE	STUFE×1	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	ACTION_HEAD×2+FORWARD_TO_NEXT_ACTION×3+RUNNING_ACTION×2+SAME_CARD_NEAREST×2+VISIBLE_OWNER×1	BESITZER[zwei getrennte Himmelsräder und Tabelle] > HANDLUNG[SETZEN > EINSTELLEN] > ARG[AKTIVER POSTEN×1+EINHEIT×2+WERT×1] > REL[NONE] > GRAD[STUFE×1] > NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	0	COMPLETE_SCOPE_READING
38	P1009-S038	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	18	EXPLICIT_OPERATION_ROOT	NONE	NONE	WÄHLEN > NEHMEN > EINSTELLEN > WÄHLEN > UMSETZEN > EINSTELLEN > EINSETZEN > NEHMEN > GEBEN > WÄHLEN > HALTEN > NEHMEN > WÄHLEN > NEHMEN > GEBEN > WÄHLEN	EINHEIT×1+WERT×3+AKTIVER POSTEN×7	NONE	AUSFÜHRUNG×13+GRAD I×4+STUFE×1	LICENSED_DY_CLOSE	ACTION_HEAD×18+GANG_BOUNDARY×1+GANG_CLOSE×1+RUNNING_ACTION×9+SAME_CARD_NEAREST×21+SAME_CARD_NEXT_STEP×2+VISIBLE_OWNER×7	BESITZER[zwei getrennte Himmelsräder und Tabelle] > HANDLUNG[WÄHLEN > NEHMEN > EINSTELLEN > WÄHLEN > UMSETZEN > EINSTELLEN > EINSETZEN > NEHMEN > GEBEN > WÄHLEN > HALTEN > NEHMEN > WÄHLEN > NEHMEN > GEBEN > WÄHLEN] > ARG[EINHEIT×1+WERT×3+AKTIVER POSTEN×7] > REL[NONE] > GRAD[AUSFÜHRUNG×13+GRAD I×4+STUFE×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
39	P1009-S039	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	7	EXPLICIT_OPERATION_ROOT	NONE	NONE	HALTEN > NEHMEN > WÄHLEN > GEBEN > WÄHLEN	AKTIVER POSTEN×5+WERT×1+EINHEIT×1	ZIELORT×1	GRAD I×4+AUSFÜHRUNG×3+ZWEITE STUFE×1+STUFE×1+GRAD II×1	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	ACTION_HEAD×5+RUNNING_ACTION×7+SAME_CARD_NEAREST×11+VISIBLE_OWNER×3	BESITZER[zwei getrennte Himmelsräder und Tabelle] > HANDLUNG[HALTEN > NEHMEN > WÄHLEN > GEBEN > WÄHLEN] > ARG[AKTIVER POSTEN×5+WERT×1+EINHEIT×1] > REL[ZIELORT×1] > GRAD[GRAD I×4+AUSFÜHRUNG×3+ZWEITE STUFE×1+STUFE×1+GRAD II×1] > NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	0	COMPLETE_SCOPE_READING
40	P1009-S040	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	9	EXPLICIT_OPERATION_ROOT	NONE	NONE	EINSTELLEN > NEHMEN > MARKIEREN > NEHMEN > WÄHLEN	WERT×3+ANTEIL×1+AKTIVER POSTEN×1	ZIELORT×1	AUSFÜHRUNG×3+GRAD I×1+GRAD II×1+ZWEITE STUFE×1	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	ACTION_HEAD×5+RUNNING_ACTION×5+SAME_CARD_LEFT×1+SAME_CARD_NEAREST×6+VISIBLE_OWNER×3	BESITZER[zwei getrennte Himmelsräder und Tabelle] > HANDLUNG[EINSTELLEN > NEHMEN > MARKIEREN > NEHMEN > WÄHLEN] > ARG[WERT×3+ANTEIL×1+AKTIVER POSTEN×1] > REL[ZIELORT×1] > GRAD[AUSFÜHRUNG×3+GRAD I×1+GRAD II×1+ZWEITE STUFE×1] > NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	0	COMPLETE_SCOPE_READING
41	P1009-S041	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	36	EXPLICIT_OPERATION_ROOT	NONE	NONE	GEBEN > EINSETZEN > GEBEN > EINSTELLEN > NEHMEN > WÄHLEN > SETZEN > WÄHLEN > HALTEN > WÄHLEN > GEBEN > NEHMEN > GEBEN > NEHMEN > SETZEN > NEHMEN > SETZEN > HALTEN > SETZEN > NEHMEN > WÄHLEN > NEHMEN > GEBEN > NEHMEN > WÄHLEN > SETZEN	WERT×7+AKTIVER POSTEN×25+ANTEIL×1	AUSGANG×4+ZIELORT×2+LAUF×3	AUSFÜHRUNG×15+GRAD I×8+GRAD II×5	PAGE_END_OPEN	ACTION_HEAD×30+FORWARD_TO_NEXT_ACTION×7+GANG_BOUNDARY×4+RUNNING_ACTION×20+SAME_CARD_LEFT×1+SAME_CARD_LEFT_FALLBACK×1+SAME_CARD_NEAREST×45+VISIBLE_OWNER×10	BESITZER[zwei getrennte Himmelsräder und Tabelle] > HANDLUNG[GEBEN > EINSETZEN > GEBEN > EINSTELLEN > NEHMEN > WÄHLEN > SETZEN > WÄHLEN > HALTEN > WÄHLEN > GEBEN > NEHMEN > GEBEN > NEHMEN > SETZEN > NEHMEN > SETZEN > HALTEN > SETZEN > NEHMEN > WÄHLEN > NEHMEN > GEBEN > NEHMEN > WÄHLEN > SETZEN] > ARG[WERT×7+AKTIVER POSTEN×25+ANTEIL×1] > REL[AUSGANG×4+ZIELORT×2+LAUF×3] > GRAD[AUSFÜHRUNG×15+GRAD I×8+GRAD II×5] > PAGE_END_OPEN	0	COMPLETE_SCOPE_READING
42	P1009-S042	f68r1	CELESTIAL	mehrteilige Sternstellentafel	12	EXPLICIT_OPERATION_ROOT	NONE	NONE	HALTEN > SETZEN > NEHMEN > EINSTELLEN > NEHMEN > EINSETZEN > NEHMEN > MARKIEREN > EINSETZEN > NEHMEN > EINSTELLEN > SETZEN > NEHMEN > EINSTELLEN > NEHMEN > WÄHLEN > NEHMEN > SETZEN	AKTIVER POSTEN×4+EINHEIT×1	ZIELORT×1+VERBINDUNG×1	GRAD II×3+GRAD I×1+AUSFÜHRUNG×6+GRAD III×2	LICENSED_DY_CLOSE	ACTION_HEAD×22+GANG_CLOSE×1+RUNNING_ACTION×5+SAME_CARD_LEFT×1+SAME_CARD_LEFT_FALLBACK×1+SAME_CARD_NEAREST×16+SAME_CARD_NEXT_STEP×1	BESITZER[mehrteilige Sternstellentafel] > HANDLUNG[HALTEN > SETZEN > NEHMEN > EINSTELLEN > NEHMEN > EINSETZEN > NEHMEN > MARKIEREN > EINSETZEN > NEHMEN > EINSTELLEN > SETZEN > NEHMEN > EINSTELLEN > NEHMEN > WÄHLEN > NEHMEN > SETZEN] > ARG[AKTIVER POSTEN×4+EINHEIT×1] > REL[ZIELORT×1+VERBINDUNG×1] > GRAD[GRAD II×3+GRAD I×1+AUSFÜHRUNG×6+GRAD III×2] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
43	P1009-S043	f68r1	CELESTIAL	mehrteilige Sternstellentafel	3	EXPLICIT_OPERATION_ROOT	NONE	NONE	HALTEN > NEHMEN > EINSTELLEN	AKTIVER POSTEN×3	NONE	GRAD II×3+GRAD I×1+AUSFÜHRUNG×1	LICENSED_DY_CLOSE	ACTION_HEAD×4+GANG_CLOSE×1+SAME_CARD_NEAREST×8	BESITZER[mehrteilige Sternstellentafel] > HANDLUNG[HALTEN > NEHMEN > EINSTELLEN] > ARG[AKTIVER POSTEN×3] > REL[NONE] > GRAD[GRAD II×3+GRAD I×1+AUSFÜHRUNG×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
44	P1009-S044	f68r1	CELESTIAL	mehrteilige Sternstellentafel	16	EXPLICIT_OPERATION_ROOT	NONE	NONE	NEHMEN > EINSETZEN > NEHMEN > GEBEN > NEHMEN > GEBEN > HALTEN > NEHMEN > SETZEN > MARKIEREN > NEHMEN > GEBEN > MARKIEREN > NEHMEN > SETZEN > GEBEN > MARKIEREN > NEHMEN > GEBEN > NEHMEN > GEBEN	EINHEIT×5+AKTIVER POSTEN×10	ZIELORT×1+AUSGANG×1	GRAD I×5+AUSFÜHRUNG×3+GRAD II×2+ZWEITE STUFE×2+STUFE×1	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	ACTION_HEAD×23+GANG_BOUNDARY×1+RUNNING_ACTION×1+SAME_CARD_LEFT×2+SAME_CARD_NEAREST×28+VISIBLE_OWNER×6	BESITZER[mehrteilige Sternstellentafel] > HANDLUNG[NEHMEN > EINSETZEN > NEHMEN > GEBEN > NEHMEN > GEBEN > HALTEN > NEHMEN > SETZEN > MARKIEREN > NEHMEN > GEBEN > MARKIEREN > NEHMEN > SETZEN > GEBEN > MARKIEREN > NEHMEN > GEBEN > NEHMEN > GEBEN] > ARG[EINHEIT×5+AKTIVER POSTEN×10] > REL[ZIELORT×1+AUSGANG×1] > GRAD[GRAD I×5+AUSFÜHRUNG×3+GRAD II×2+ZWEITE STUFE×2+STUFE×1] > NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	0	COMPLETE_SCOPE_READING
45	P1009-S045	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	19	EXPLICIT_OPERATION_ROOT	NONE	NONE	HALTEN > EINSETZEN > HALTEN > EINSTELLEN > GEBEN > EINSTELLEN > NEHMEN > GEBEN > HALTEN > NEHMEN > HALTEN	WERT×2+AKTIVER POSTEN×9	AUSGANG×2+ZIELORT×4	AUSFÜHRUNG×8+GRAD I×5+GRAD II×8	LICENSED_DY_CLOSE	ACTION_HEAD×12+GANG_CLOSE×1+RUNNING_ACTION×12+SAME_CARD_LEFT×4+SAME_CARD_NEAREST×24+SAME_CARD_NEXT_STEP×3+VISIBLE_OWNER×3	BESITZER[erste lokale Figuren-/Sternringgruppe] > HANDLUNG[HALTEN > EINSETZEN > HALTEN > EINSTELLEN > GEBEN > EINSTELLEN > NEHMEN > GEBEN > HALTEN > NEHMEN > HALTEN] > ARG[WERT×2+AKTIVER POSTEN×9] > REL[AUSGANG×2+ZIELORT×4] > GRAD[AUSFÜHRUNG×8+GRAD I×5+GRAD II×8] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
46	P1009-S046	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	18	EXPLICIT_OPERATION_ROOT	NONE	NONE	NEHMEN > SETZEN > NEHMEN > EINSETZEN > NEHMEN > HALTEN > SETZEN > EINSTELLEN > GEBEN > NEHMEN > WÄHLEN > SETZEN > GEBEN	AKTIVER POSTEN×6+WERT×1+EINHEIT×2	VERBINDUNG×2+AUSGANG×5+ZIELORT×3	GRAD I×6+AUSFÜHRUNG×5+GRAD II×2+GRAD III×1+STUFE×1	RING_NAMESPACE_RESET_A_TO_B	ACTION_HEAD×13+RUNNING_ACTION×18+SAME_CARD_LEFT×3+SAME_CARD_LEFT_FALLBACK×1+SAME_CARD_NEAREST×16+SAME_CARD_NEXT_STEP×1+SAME_CARD_RIGHT_FRAME×1+VISIBLE_OWNER×4	BESITZER[erste lokale Figuren-/Sternringgruppe] > HANDLUNG[NEHMEN > SETZEN > NEHMEN > EINSETZEN > NEHMEN > HALTEN > SETZEN > EINSTELLEN > GEBEN > NEHMEN > WÄHLEN > SETZEN > GEBEN] > ARG[AKTIVER POSTEN×6+WERT×1+EINHEIT×2] > REL[VERBINDUNG×2+AUSGANG×5+ZIELORT×3] > GRAD[GRAD I×6+AUSFÜHRUNG×5+GRAD II×2+GRAD III×1+STUFE×1] > RING_NAMESPACE_RESET_A_TO_B	0	COMPLETE_SCOPE_READING
47	P1009-S047	f71v	CELESTIAL	zweite lokale Figuren-/Sternringgruppe	27	EXPLICIT_OPERATION_ROOT	NONE	NONE	NEHMEN > HALTEN > GEBEN > SETZEN > GEBEN > EINSTELLEN > NEHMEN > MARKIEREN > NEHMEN > EINSTELLEN > WÄHLEN > NEHMEN > MARKIEREN > HALTEN > EINSETZEN > NEHMEN > HALTEN > EINSETZEN > NEHMEN > SETZEN > HALTEN	AKTIVER POSTEN×5+WERT×1+EINHEIT×1	ZIELORT×7+AUSGANG×4+VERBINDUNG×1	GRAD II×2+AUSFÜHRUNG×9+GRAD I×6	LICENSED_DY_CLOSE	ACTION_HEAD×24+GANG_CLOSE×1+RUNNING_ACTION×20+SAME_CARD_LEFT×4+SAME_CARD_LEFT_FALLBACK×1+SAME_CARD_NEAREST×17+SAME_CARD_NEXT_STEP×1+VISIBLE_OWNER×2	BESITZER[zweite lokale Figuren-/Sternringgruppe] > HANDLUNG[NEHMEN > HALTEN > GEBEN > SETZEN > GEBEN > EINSTELLEN > NEHMEN > MARKIEREN > NEHMEN > EINSTELLEN > WÄHLEN > NEHMEN > MARKIEREN > HALTEN > EINSETZEN > NEHMEN > HALTEN > EINSETZEN > NEHMEN > SETZEN > HALTEN] > ARG[AKTIVER POSTEN×5+WERT×1+EINHEIT×1] > REL[ZIELORT×7+AUSGANG×4+VERBINDUNG×1] > GRAD[GRAD II×2+AUSFÜHRUNG×9+GRAD I×6] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
48	P1009-S048	f71v	CELESTIAL	zweite lokale Figuren-/Sternringgruppe	3	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN > HALTEN	AKTIVER POSTEN×1+EINHEIT×1	ZIELORT×1	GRAD II×1	RING_NAMESPACE_RESET_B_TO_C	ACTION_HEAD×2+FORWARD_TO_NEXT_ACTION×4+SAME_CARD_NEAREST×2	BESITZER[zweite lokale Figuren-/Sternringgruppe] > HANDLUNG[SETZEN > HALTEN] > ARG[AKTIVER POSTEN×1+EINHEIT×1] > REL[ZIELORT×1] > GRAD[GRAD II×1] > RING_NAMESPACE_RESET_B_TO_C	0	COMPLETE_SCOPE_READING
