statement_id	record_unit_id	page	statement_ordinal_in_record	constituent_fields	event_count	event_serials	v69_primary_template	v69_primitive_sequence	v69_parse_status	v71_field_owner_bindings	exact_v71_owner_transition	literal_owner_known_card_exemplar_layer	source_class	technical_source_class_paraphrase	strongest_medical_or_formal_rival	repair_cost_0_4	repair_reason	line_crossing	contact_direction_constraint	hardest_contradiction	v69_pre_state	v69_post_state	semantic_ceiling
B3-S004	B3	f83r	4	F074	3	236|237|238	COMPOSITE_SEQUENCE	PARAMETER_ASSIGN	AMBIGUOUS	F074=INHERITED_VISIBLE:B3_UPPER_MARGIN_OPEN_FAN_STATION	INHERIT_OWNER[F074:INHERITED_VISIBLE:B3_UPPER_MARGIN_OPEN_FAN_STATION]	OWNER[F074=INHERITED_VISIBLE:B3_UPPER_MARGIN_OPEN_FAN_STATION] || E236[FORMAL=STANDARDSLOT_SETZEN] > E237[EXEMPLAR_VALUE_UNKNOWN] > E238[EXEMPLAR_VALUE_UNKNOWN]	LOCAL_PARAMETER_BOOKING_ENTRY	Fortschreibe Buchung `B3-S004` beim Besitzerposten „obersten f83r-Randstation mit offenem Fächerende“: trage den Masterwert `B3-S004:PARAMETER_ASSIGN_01` als örtliches Stationsmaß oder Dauer ein. Endstand nur in B3: ACTIVE `B3:I001`, TARGET `B3:T002`, PREVIOUS `UNSET`.	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	1	mehrere formale Expansionen	NO:f83r.3	NO_DIRECTION_FROM_IMAGE || ONE_MARGIN_STATION_ONLY; NO_EDGE_TO_OTHER_MARGIN_OR_MAIN_STATIONS	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung.	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T001;PREVIOUS_ITEM=UNSET	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T002;PREVIOUS_ITEM=UNSET	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B3-S005	B3	f83r	5	F075	1	239	EXEMPLAR_ONLY	NONE	UNPARSED	F075=DIRECT_VISIBLE:B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	BREAK_VISIBLE_GAP -> SET_DIRECT_OWNER[F075:DIRECT_VISIBLE:B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION]	OWNER[F075=DIRECT_VISIBLE:B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION] || E239[EXEMPLAR_VALUE_UNKNOWN]	TYPED_EXEMPLAR_ENTRY	Fortschreibe Buchung `B3-S005` beim Besitzerposten „mittleren f83r-Randstation im Rundgefäß“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B3-S005` aus dem Master; buche ihn recordlokal als ACTIVE `B3:I001` und gegebenenfalls Ziel `B3:T003`. Endstand nur in B3: ACTIVE `B3:I001`, TARGET `B3:T003`, PREVIOUS `UNSET`.	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	2	vollständiger Quellenwert exemplar-only	NO:f83r.6	NO_DIRECTION_FROM_IMAGE || ONE_MARGIN_STATION_ONLY; NO_EDGE_TO_OTHER_MARGIN_OR_MAIN_STATIONS	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung.	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T002;PREVIOUS_ITEM=UNSET	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T003;PREVIOUS_ITEM=UNSET	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B3-S006	B3	f83r	6	F076	3	240|241|242	COMPOSITE_SEQUENCE	TARGET_ASSIGN	AMBIGUOUS	F076=INHERITED_VISIBLE:B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	INHERIT_OWNER[F076:INHERITED_VISIBLE:B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION]	OWNER[F076=INHERITED_VISIBLE:B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION] || E240[EXEMPLAR_VALUE_UNKNOWN] > E241[FORMAL=LOKALEN_RELATIONSSLOT_SETZEN] > E242[EXEMPLAR_VALUE_UNKNOWN]	LOCAL_TARGET_ASSIGNMENT_ENTRY	Fortschreibe Buchung `B3-S006` beim Besitzerposten „mittleren f83r-Randstation im Rundgefäß“: setze den lokalen Zielslot `B3:T004` aus `B3-S006:TARGET_ASSIGN_01`. Endstand nur in B3: ACTIVE `B3:I001`, TARGET `B3:T004`, PREVIOUS `B3:I002`.	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	1	mehrere formale Expansionen	NO:f83r.6	NO_DIRECTION_FROM_IMAGE || ONE_MARGIN_STATION_ONLY; NO_EDGE_TO_OTHER_MARGIN_OR_MAIN_STATIONS	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung.	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T003;PREVIOUS_ITEM=UNSET	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B3-S007	B3	f83r	7	F077	3	243|244|245	COMPOSITE_SEQUENCE	PARAMETER_ASSIGN	AMBIGUOUS	F077=INHERITED_VISIBLE:B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	INHERIT_OWNER[F077:INHERITED_VISIBLE:B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION]	OWNER[F077=INHERITED_VISIBLE:B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION] || E243[FORMAL=STANDARDSLOT_SETZEN] > E244[EXEMPLAR_VALUE_UNKNOWN] > E245[EXEMPLAR_VALUE_UNKNOWN]	LOCAL_PARAMETER_BOOKING_ENTRY	Fortschreibe Buchung `B3-S007` beim Besitzerposten „mittleren f83r-Randstation im Rundgefäß“: trage den Masterwert `B3-S007:PARAMETER_ASSIGN_01` als örtliches Stationsmaß oder Dauer ein. Endstand nur in B3: ACTIVE `B3:I001`, TARGET `B3:T004`, PREVIOUS `B3:I002`.	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	1	mehrere formale Expansionen	NO:f83r.6	NO_DIRECTION_FROM_IMAGE || ONE_MARGIN_STATION_ONLY; NO_EDGE_TO_OTHER_MARGIN_OR_MAIN_STATIONS	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung.	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B3-S008	B3	f83r	8	F078	1	246	TERMINAL_DRAIN	TERMINAL_DRAIN	UNIQUE	F078=INHERITED_VISIBLE:B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	INHERIT_OWNER[F078:INHERITED_VISIBLE:B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION]	OWNER[F078=INHERITED_VISIBLE:B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION] || E246[CARD=ABLASSEN?]	LOCAL_TERMINAL_OR_CLOSURE_ENTRY	Fortschreibe Buchung `B3-S008` beim Besitzerposten „mittleren f83r-Randstation im Rundgefäß“: schließe den lokalen End-/Ablassposten `B3-S008:TERMINAL_DRAIN_01` ab; vererbe keinen Weiterfluss. Endstand nur in B3: ACTIVE `B3:I001`, TARGET `B3:T004`, PREVIOUS `B3:I002`.	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	0	formaler Kanal eindeutig; kein Layout- oder Ownerrepair	NO:f83r.6	NO_DIRECTION_FROM_IMAGE || ONE_MARGIN_STATION_ONLY; NO_EDGE_TO_OTHER_MARGIN_OR_MAIN_STATIONS	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung.	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B3-S009	B3	f83r	9	F079	1	247	ACTION_APPLY	ACTION_APPLY	UNIQUE	F079=INHERITED_VISIBLE:B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	INHERIT_OWNER[F079:INHERITED_VISIBLE:B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION]	OWNER[F079=INHERITED_VISIBLE:B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION] || E247[CARD=ANWENDEN?]	LOCAL_ACTION_OR_CONDITION_ENTRY	Fortschreibe Buchung `B3-S009` beim Besitzerposten „mittleren f83r-Randstation im Rundgefäß“: führe die exemplarisch bestimmte örtliche Stationshandlung `B3-S009:ACTION_APPLY_01` am aktuellen Besitzer aus. Endstand nur in B3: ACTIVE `B3:I001`, TARGET `B3:T004`, PREVIOUS `B3:I002`.	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	0	formaler Kanal eindeutig; kein Layout- oder Ownerrepair	NO:f83r.6	NO_DIRECTION_FROM_IMAGE || ONE_MARGIN_STATION_ONLY; NO_EDGE_TO_OTHER_MARGIN_OR_MAIN_STATIONS	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung.	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B3-S010	B3	f83r	10	F080	2	248|249	EXEMPLAR_ONLY	NONE	UNPARSED	F080=DIRECT_VISIBLE:B3_LOWER_MARGIN_BASKET_VESSEL_STATION	BREAK_VISIBLE_GAP -> SET_DIRECT_OWNER[F080:DIRECT_VISIBLE:B3_LOWER_MARGIN_BASKET_VESSEL_STATION]	OWNER[F080=DIRECT_VISIBLE:B3_LOWER_MARGIN_BASKET_VESSEL_STATION] || E248[EXEMPLAR_VALUE_UNKNOWN] > E249[EXEMPLAR_VALUE_UNKNOWN]	TYPED_EXEMPLAR_ENTRY	Fortschreibe Buchung `B3-S010` beim Besitzerposten „unteren f83r-Randstation im Korbgefäß“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B3-S010` aus dem Master; buche ihn recordlokal als ACTIVE `B3:I001` und gegebenenfalls Ziel `B3:T004`. Endstand nur in B3: ACTIVE `B3:I001`, TARGET `B3:T004`, PREVIOUS `B3:I002`.	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	2	vollständiger Quellenwert exemplar-only	NO:f83r.8	NO_DIRECTION_FROM_IMAGE || ONE_MARGIN_STATION_ONLY; NO_EDGE_TO_OTHER_MARGIN_OR_MAIN_STATIONS	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung.	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B3-S011	B3	f83r	11	F081	4	250|251|252|253	COMPOSITE_SEQUENCE	ACTION_APPLY	AMBIGUOUS	F081=INHERITED_VISIBLE:B3_LOWER_MARGIN_BASKET_VESSEL_STATION	INHERIT_OWNER[F081:INHERITED_VISIBLE:B3_LOWER_MARGIN_BASKET_VESSEL_STATION]	OWNER[F081=INHERITED_VISIBLE:B3_LOWER_MARGIN_BASKET_VESSEL_STATION] || E250[EXEMPLAR_VALUE_UNKNOWN] > E251[CARD=ANWENDEN?] > E252[EXEMPLAR_VALUE_UNKNOWN] > E253[EXEMPLAR_VALUE_UNKNOWN]	LOCAL_ACTION_OR_CONDITION_ENTRY	Fortschreibe Buchung `B3-S011` beim Besitzerposten „unteren f83r-Randstation im Korbgefäß“: führe die exemplarisch bestimmte örtliche Stationshandlung `B3-S011:ACTION_APPLY_01` am aktuellen Besitzer aus. Endstand nur in B3: ACTIVE `B3:I001`, TARGET `B3:T005`, PREVIOUS `B3:I002`.	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	1	mehrere formale Expansionen	NO:f83r.8	NO_DIRECTION_FROM_IMAGE || ONE_MARGIN_STATION_ONLY; NO_EDGE_TO_OTHER_MARGIN_OR_MAIN_STATIONS	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung.	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T005;PREVIOUS_ITEM=B3:I002	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B3-S012	B3	f83r	12	F082	2	254|255	COMPOSITE_SEQUENCE	LINK_ACTIVE	AMBIGUOUS	F082=INHERITED_VISIBLE:B3_LOWER_MARGIN_BASKET_VESSEL_STATION	INHERIT_OWNER[F082:INHERITED_VISIBLE:B3_LOWER_MARGIN_BASKET_VESSEL_STATION]	OWNER[F082=INHERITED_VISIBLE:B3_LOWER_MARGIN_BASKET_VESSEL_STATION] || E254[CARD=ANSATZ?] > E255[EXEMPLAR_VALUE_UNKNOWN]	RECORD_LOCAL_LINK_ENTRY	Fortschreibe Buchung `B3-S012` beim Besitzerposten „unteren f83r-Randstation im Korbgefäß“: verknüpfe den laufenden Recordposten `B3:I001` mit dem örtlichen Arbeitsstand; keine Bildkante wird ergänzt. Endstand nur in B3: ACTIVE `B3:I001`, TARGET `B3:T005`, PREVIOUS `B3:I002`.	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	1	mehrere formale Expansionen	NO:f83r.11	NO_DIRECTION_FROM_IMAGE || ONE_MARGIN_STATION_ONLY; NO_EDGE_TO_OTHER_MARGIN_OR_MAIN_STATIONS	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung.	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T005;PREVIOUS_ITEM=B3:I002	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T005;PREVIOUS_ITEM=B3:I002	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B3-S013	B3	f83r	13	F083	4	256|257|258|259	COMPOSITE_SEQUENCE	PARAMETER_ASSIGN > TERMINAL_FLUSH	AMBIGUOUS	F083=INHERITED_VISIBLE:B3_LOWER_MARGIN_BASKET_VESSEL_STATION	INHERIT_OWNER[F083:INHERITED_VISIBLE:B3_LOWER_MARGIN_BASKET_VESSEL_STATION]	OWNER[F083=INHERITED_VISIBLE:B3_LOWER_MARGIN_BASKET_VESSEL_STATION] || E256[FORMAL=STANDARDSLOT_SETZEN] > E257[EXEMPLAR_VALUE_UNKNOWN] > E258[EXEMPLAR_VALUE_UNKNOWN] > E259[CARD=SPÜLEN?]	LOCAL_TERMINAL_OR_CLOSURE_ENTRY	Fortschreibe Buchung `B3-S013` beim Besitzerposten „unteren f83r-Randstation im Korbgefäß“: trage den Masterwert `B3-S013:PARAMETER_ASSIGN_01` als örtliches Stationsmaß oder Dauer ein; schließe den lokalen Spül-/Endposten `B3-S013:TERMINAL_FLUSH_01` ab; erzeuge kein Folgeziel. Endstand nur in B3: ACTIVE `B3:I001`, TARGET `B3:T006`, PREVIOUS `B3:I002`.	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	1	mehrere formale Expansionen	NO:f83r.11	NO_DIRECTION_FROM_IMAGE || ONE_MARGIN_STATION_ONLY; NO_EDGE_TO_OTHER_MARGIN_OR_MAIN_STATIONS	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung.	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T005;PREVIOUS_ITEM=B3:I002	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T006;PREVIOUS_ITEM=B3:I002	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B3-S014	B3	f83r	14	F084	2	260|261	EXEMPLAR_ONLY	NONE	UNPARSED	F084=INHERITED_VISIBLE:B3_LOWER_MARGIN_BASKET_VESSEL_STATION	INHERIT_OWNER[F084:INHERITED_VISIBLE:B3_LOWER_MARGIN_BASKET_VESSEL_STATION]	OWNER[F084=INHERITED_VISIBLE:B3_LOWER_MARGIN_BASKET_VESSEL_STATION] || E260[EXEMPLAR_VALUE_UNKNOWN] > E261[EXEMPLAR_VALUE_UNKNOWN]	TYPED_EXEMPLAR_ENTRY	Fortschreibe Buchung `B3-S014` beim Besitzerposten „unteren f83r-Randstation im Korbgefäß“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B3-S014` aus dem Master; buche ihn recordlokal als ACTIVE `B3:I001` und gegebenenfalls Ziel `B3:T007`. Endstand nur in B3: ACTIVE `B3:I001`, TARGET `B3:T007`, PREVIOUS `B3:I002`.	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	2	vollständiger Quellenwert exemplar-only	NO:f83r.11	NO_DIRECTION_FROM_IMAGE || ONE_MARGIN_STATION_ONLY; NO_EDGE_TO_OTHER_MARGIN_OR_MAIN_STATIONS	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung.	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T006;PREVIOUS_ITEM=B3:I002	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T007;PREVIOUS_ITEM=B3:I002	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B3-S015	B3	f83r	15	F085	1	262	TERMINAL_DRAIN	TERMINAL_DRAIN	UNIQUE	F085=INHERITED_VISIBLE:B3_LOWER_MARGIN_BASKET_VESSEL_STATION	INHERIT_OWNER[F085:INHERITED_VISIBLE:B3_LOWER_MARGIN_BASKET_VESSEL_STATION]	OWNER[F085=INHERITED_VISIBLE:B3_LOWER_MARGIN_BASKET_VESSEL_STATION] || E262[CARD=ABLASSEN?]	LOCAL_TERMINAL_OR_CLOSURE_ENTRY	Fortschreibe Buchung `B3-S015` beim Besitzerposten „unteren f83r-Randstation im Korbgefäß“: schließe den lokalen End-/Ablassposten `B3-S015:TERMINAL_DRAIN_01` ab; vererbe keinen Weiterfluss. Endstand nur in B3: ACTIVE `B3:I001`, TARGET `B3:T007`, PREVIOUS `B3:I002`.	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	0	formaler Kanal eindeutig; kein Layout- oder Ownerrepair	NO:f83r.11	NO_DIRECTION_FROM_IMAGE || ONE_MARGIN_STATION_ONLY; NO_EDGE_TO_OTHER_MARGIN_OR_MAIN_STATIONS	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung.	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T007;PREVIOUS_ITEM=B3:I002	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T007;PREVIOUS_ITEM=B3:I002	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B3-S016	B3	f83r	16	F086|F087	2	263|264	EXEMPLAR_ONLY	NONE	UNPARSED	F086=INHERITED_VISIBLE:B3_LOWER_MARGIN_BASKET_VESSEL_STATION > F087=UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	INHERIT_OWNER[F086:INHERITED_VISIBLE:B3_LOWER_MARGIN_BASKET_VESSEL_STATION] -> BREAK_VISIBLE_GAP -> SET_UNRESOLVED_OWNER[F087:UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]	OWNER[F086=INHERITED_VISIBLE:B3_LOWER_MARGIN_BASKET_VESSEL_STATION > F087=UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] || E263[EXEMPLAR_VALUE_UNKNOWN] > E264[EXEMPLAR_VALUE_UNKNOWN]	TYPED_EXEMPLAR_ENTRY	Fortschreibe Buchung `B3-S016` beim Besitzerposten „unteren f83r-Randstation im Korbgefäß“ sowie nach lokalem Reset beim Besitzerposten „ungelösten f83r-Zwischenposten zwischen Randstapel und Hauptpaar“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B3-S016` aus dem Master; buche ihn recordlokal als ACTIVE `B3:I001` und gegebenenfalls Ziel `B3:T008`. Endstand nur in B3: ACTIVE `B3:I001`, TARGET `B3:T008`, PREVIOUS `B3:I002`.	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	4	vollständiger Quellenwert exemplar-only; Aussage überschreitet physische Linie; mindestens ein Besitzer ungelöst; sichtbare Lücke erzwingt Ownerwechsel innerhalb der Aussage	YES:f83r.11→f83r.14; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	VISIBLE_GAP_REQUIRES_OWNER_RESET_WITHIN_STATEMENT || NO_DIRECTION_FROM_IMAGE || ONE_MARGIN_STATION_ONLY; NO_EDGE_TO_OTHER_MARGIN_OR_MAIN_STATIONS || VISIBLE_GAP; NO_OWNER_INHERITANCE; SOURCE_OWNER_REQUIRES_EXEMPLAR	Die Aussage kreuzt zwei sichtbare Besitzer; sie ist nur als zweigliedrige Klausel mit explizitem Reset ausführbar. Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung. Zwischen Randstapel und Hauptpaar fehlt eine Kante; jede Fortsetzung braucht einen neuen Exemplaranker.	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T007;PREVIOUS_ITEM=B3:I002	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T008;PREVIOUS_ITEM=B3:I002	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B3-S017	B3	f83r	17	F088	1	265	EXEMPLAR_ONLY	NONE	UNPARSED	F088=UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	KEEP_UNRESOLVED_OWNER[F088:UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]	OWNER[F088=UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] || E265[EXEMPLAR_VALUE_UNKNOWN]	TYPED_EXEMPLAR_ENTRY	Fortschreibe Buchung `B3-S017` beim Besitzerposten „ungelösten f83r-Zwischenposten zwischen Randstapel und Hauptpaar“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B3-S017` aus dem Master; buche ihn recordlokal als ACTIVE `B3:I001` und gegebenenfalls Ziel `B3:T008`. Endstand nur in B3: ACTIVE `B3:I001`, TARGET `B3:T008`, PREVIOUS `B3:I002`.	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	3	vollständiger Quellenwert exemplar-only; mindestens ein Besitzer ungelöst	NO:f83r.14	NO_DIRECTION_FROM_IMAGE || VISIBLE_GAP; NO_OWNER_INHERITANCE; SOURCE_OWNER_REQUIRES_EXEMPLAR	Zwischen Randstapel und Hauptpaar fehlt eine Kante; jede Fortsetzung braucht einen neuen Exemplaranker.	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T008;PREVIOUS_ITEM=B3:I002	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T008;PREVIOUS_ITEM=B3:I002	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B3-S018	B3	f83r	18	F089	1	266	EXEMPLAR_ONLY	NONE	UNPARSED	F089=UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	KEEP_UNRESOLVED_OWNER[F089:UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]	OWNER[F089=UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] || E266[EXEMPLAR_VALUE_UNKNOWN]	TYPED_EXEMPLAR_ENTRY	Fortschreibe Buchung `B3-S018` beim Besitzerposten „ungelösten f83r-Zwischenposten zwischen Randstapel und Hauptpaar“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B3-S018` aus dem Master; buche ihn recordlokal als ACTIVE `B3:I001` und gegebenenfalls Ziel `B3:T008`. Endstand nur in B3: ACTIVE `B3:I001`, TARGET `B3:T008`, PREVIOUS `B3:I002`.	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	3	vollständiger Quellenwert exemplar-only; mindestens ein Besitzer ungelöst	NO:f83r.14	NO_DIRECTION_FROM_IMAGE || VISIBLE_GAP; NO_OWNER_INHERITANCE; SOURCE_OWNER_REQUIRES_EXEMPLAR	Zwischen Randstapel und Hauptpaar fehlt eine Kante; jede Fortsetzung braucht einen neuen Exemplaranker.	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T008;PREVIOUS_ITEM=B3:I002	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T008;PREVIOUS_ITEM=B3:I002	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
