factorization_group_id	recipe_id	flattened_recipe_trace	shell_factorization_count	shell_shapes	surface_templates	exact_channel_signatures	support_rank	support_tier	running_surface_type_count	running_event_count	running_page_count	running_surfaces	address_full_formula_count	address_full_formula_surfaces	address_hybrid_shell_count	address_hybrid_shell_surfaces	disposition
G468-F0228	G468-R1067	OL+D_ADDR+AR+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ol{NAME_CORE_1}dar{NAME_CORE_2}dal|ol{NAME_CORE_1}dar{NAME_CORE_2}al	G466-C09+G466-C38+G466-C24|G466-C09+G466-C38+G466-C31	293	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0229	G468-R1076	OL+D_ADDR+AR+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ol{NAME_CORE_1}dar{NAME_CORE_2}oiin|ol{NAME_CORE_1}dar{NAME_CORE_2}oin	G466-C09+G466-C38+G466-C21|G466-C09+G466-C38+G466-C26	294	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0230	G468-R1086	OL+OK+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ol{NAME_CORE_1}ok{NAME_CORE_2}daiin|ol{NAME_CORE_1}ok{NAME_CORE_2}aiin	G466-C09+G466-C41+G466-C14|G466-C09+G466-C41+G466-C15	295	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0231	G468-R1089	OL+OK+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ol{NAME_CORE_1}ok{NAME_CORE_2}dal|ol{NAME_CORE_1}ok{NAME_CORE_2}al	G466-C09+G466-C41+G466-C24|G466-C09+G466-C41+G466-C31	296	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0232	G468-R1098	OL+OK+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ol{NAME_CORE_1}ok{NAME_CORE_2}oiin|ol{NAME_CORE_1}ok{NAME_CORE_2}oin	G466-C09+G466-C41+G466-C21|G466-C09+G466-C41+G466-C26	297	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0233	G468-R1110	OL+OL+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ol{NAME_CORE_1}ol{NAME_CORE_2}dal|ol{NAME_CORE_1}ol{NAME_CORE_2}al	G466-C09+G466-C42+G466-C24|G466-C09+G466-C42+G466-C31	298	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0234	G468-R1119	OL+OL+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ol{NAME_CORE_1}ol{NAME_CORE_2}oiin|ol{NAME_CORE_1}ol{NAME_CORE_2}oin	G466-C09+G466-C42+G466-C21|G466-C09+G466-C42+G466-C26	299	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0235	G468-R1125	OL+OL+Y	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX|PREFIX_CORE_SUFFIX	ol{NAME_CORE}oly|ol{NAME_CORE_1}ol{NAME_CORE_2}shy	G466-C09+G466-C27|G466-C09+G466-C42+G466-C29	300	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0236	G468-R1129	OL+OT+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ol{NAME_CORE_1}ot{NAME_CORE_2}daiin|ol{NAME_CORE_1}ot{NAME_CORE_2}aiin	G466-C09+G466-C43+G466-C14|G466-C09+G466-C43+G466-C15	301	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0237	G468-R1132	OL+OT+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ol{NAME_CORE_1}ot{NAME_CORE_2}dal|ol{NAME_CORE_1}ot{NAME_CORE_2}al	G466-C09+G466-C43+G466-C24|G466-C09+G466-C43+G466-C31	302	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0238	G468-R1141	OL+OT+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ol{NAME_CORE_1}ot{NAME_CORE_2}oiin|ol{NAME_CORE_1}ot{NAME_CORE_2}oin	G466-C09+G466-C43+G466-C21|G466-C09+G466-C43+G466-C26	303	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0239	G468-R1149	OL+SH+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ol{NAME_CORE_1}sh{NAME_CORE_2}daiin|ol{NAME_CORE_1}sh{NAME_CORE_2}aiin	G466-C09+G466-C44+G466-C14|G466-C09+G466-C44+G466-C15	304	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0240	G468-R1161	OL+SH+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ol{NAME_CORE_1}sh{NAME_CORE_2}oiin|ol{NAME_CORE_1}sh{NAME_CORE_2}oin	G466-C09+G466-C44+G466-C21|G466-C09+G466-C44+G466-C26	305	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0241	G468-R1174	OR+AIR+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	or{NAME_CORE_1}air{NAME_CORE_2}daiin|or{NAME_CORE_1}air{NAME_CORE_2}aiin	G466-C10+G466-C36+G466-C14|G466-C10+G466-C36+G466-C15	306	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0242	G468-R1177	OR+AIR+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	or{NAME_CORE_1}air{NAME_CORE_2}dal|or{NAME_CORE_1}air{NAME_CORE_2}al	G466-C10+G466-C36+G466-C24|G466-C10+G466-C36+G466-C31	307	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0243	G468-R1186	OR+AIR+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	or{NAME_CORE_1}air{NAME_CORE_2}oiin|or{NAME_CORE_1}air{NAME_CORE_2}oin	G466-C10+G466-C36+G466-C21|G466-C10+G466-C36+G466-C26	308	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0244	G468-R1195	OR+AL+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	or{NAME_CORE_1}al{NAME_CORE_2}daiin|or{NAME_CORE_1}al{NAME_CORE_2}aiin	G466-C10+G466-C39+G466-C14|G466-C10+G466-C39+G466-C15	309	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0245	G468-R1198	OR+AL+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	or{NAME_CORE_1}al{NAME_CORE_2}dal|or{NAME_CORE_1}al{NAME_CORE_2}al	G466-C10+G466-C39+G466-C24|G466-C10+G466-C39+G466-C31	310	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0246	G468-R1207	OR+AL+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	or{NAME_CORE_1}al{NAME_CORE_2}oiin|or{NAME_CORE_1}al{NAME_CORE_2}oin	G466-C10+G466-C39+G466-C21|G466-C10+G466-C39+G466-C26	311	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0247	G468-R1211	OR+AL+OR	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX|PREFIX_CORE_SUFFIX	or{NAME_CORE}alor|or{NAME_CORE_1}al{NAME_CORE_2}or	G466-C10+G466-C17|G466-C10+G466-C39+G466-C35	312	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0248	G468-R1217	OR+AR+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	or{NAME_CORE_1}ar{NAME_CORE_2}daiin|or{NAME_CORE_1}ar{NAME_CORE_2}aiin	G466-C10+G466-C40+G466-C14|G466-C10+G466-C40+G466-C15	313	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0249	G468-R1220	OR+AR+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	or{NAME_CORE_1}ar{NAME_CORE_2}dal|or{NAME_CORE_1}ar{NAME_CORE_2}al	G466-C10+G466-C40+G466-C24|G466-C10+G466-C40+G466-C31	314	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0250	G468-R1229	OR+AR+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	or{NAME_CORE_1}ar{NAME_CORE_2}oiin|or{NAME_CORE_1}ar{NAME_CORE_2}oin	G466-C10+G466-C40+G466-C21|G466-C10+G466-C40+G466-C26	315	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0251	G468-R1239	OR+CH+T+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	or{NAME_CORE_1}cth{NAME_CORE_2}daiin|or{NAME_CORE_1}cth{NAME_CORE_2}aiin	G466-C10+G466-C37+G466-C14|G466-C10+G466-C37+G466-C15	316	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0252	G468-R1242	OR+CH+T+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	or{NAME_CORE_1}cth{NAME_CORE_2}dal|or{NAME_CORE_1}cth{NAME_CORE_2}al	G466-C10+G466-C37+G466-C24|G466-C10+G466-C37+G466-C31	317	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0253	G468-R1251	OR+CH+T+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	or{NAME_CORE_1}cth{NAME_CORE_2}oiin|or{NAME_CORE_1}cth{NAME_CORE_2}oin	G466-C10+G466-C37+G466-C21|G466-C10+G466-C37+G466-C26	318	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0254	G468-R1257	OR+CH+T+Y	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX|PREFIX_CORE_SUFFIX	or{NAME_CORE}cthy|or{NAME_CORE_1}cth{NAME_CORE_2}shy	G466-C10+G466-C20|G466-C10+G466-C37+G466-C29	319	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0255	G468-R1259	OR+D_ADDR+AR+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	or{NAME_CORE_1}dar{NAME_CORE_2}daiin|or{NAME_CORE_1}dar{NAME_CORE_2}aiin	G466-C10+G466-C38+G466-C14|G466-C10+G466-C38+G466-C15	320	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0256	G468-R1262	OR+D_ADDR+AR+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	or{NAME_CORE_1}dar{NAME_CORE_2}dal|or{NAME_CORE_1}dar{NAME_CORE_2}al	G466-C10+G466-C38+G466-C24|G466-C10+G466-C38+G466-C31	321	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0257	G468-R1271	OR+D_ADDR+AR+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	or{NAME_CORE_1}dar{NAME_CORE_2}oiin|or{NAME_CORE_1}dar{NAME_CORE_2}oin	G466-C10+G466-C38+G466-C21|G466-C10+G466-C38+G466-C26	322	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0258	G468-R1280	OR+O+IIN	2	PREFIX_CORE_SUFFIX	or{NAME_CORE}oiin|or{NAME_CORE}oin	G466-C10+G466-C21|G466-C10+G466-C26	323	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0259	G468-R1281	OR+OK+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	or{NAME_CORE_1}ok{NAME_CORE_2}daiin|or{NAME_CORE_1}ok{NAME_CORE_2}aiin	G466-C10+G466-C41+G466-C14|G466-C10+G466-C41+G466-C15	324	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0260	G468-R1284	OR+OK+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	or{NAME_CORE_1}ok{NAME_CORE_2}dal|or{NAME_CORE_1}ok{NAME_CORE_2}al	G466-C10+G466-C41+G466-C24|G466-C10+G466-C41+G466-C31	325	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0261	G468-R1293	OR+OK+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	or{NAME_CORE_1}ok{NAME_CORE_2}oiin|or{NAME_CORE_1}ok{NAME_CORE_2}oin	G466-C10+G466-C41+G466-C21|G466-C10+G466-C41+G466-C26	326	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0262	G468-R1305	OR+OL+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	or{NAME_CORE_1}ol{NAME_CORE_2}dal|or{NAME_CORE_1}ol{NAME_CORE_2}al	G466-C10+G466-C42+G466-C24|G466-C10+G466-C42+G466-C31	327	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0263	G468-R1314	OR+OL+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	or{NAME_CORE_1}ol{NAME_CORE_2}oiin|or{NAME_CORE_1}ol{NAME_CORE_2}oin	G466-C10+G466-C42+G466-C21|G466-C10+G466-C42+G466-C26	328	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0264	G468-R1320	OR+OL+Y	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX|PREFIX_CORE_SUFFIX	or{NAME_CORE}oly|or{NAME_CORE_1}ol{NAME_CORE_2}shy	G466-C10+G466-C27|G466-C10+G466-C42+G466-C29	329	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0265	G468-R1324	OR+OT+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	or{NAME_CORE_1}ot{NAME_CORE_2}daiin|or{NAME_CORE_1}ot{NAME_CORE_2}aiin	G466-C10+G466-C43+G466-C14|G466-C10+G466-C43+G466-C15	330	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0266	G468-R1327	OR+OT+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	or{NAME_CORE_1}ot{NAME_CORE_2}dal|or{NAME_CORE_1}ot{NAME_CORE_2}al	G466-C10+G466-C43+G466-C24|G466-C10+G466-C43+G466-C31	331	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0267	G468-R1336	OR+OT+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	or{NAME_CORE_1}ot{NAME_CORE_2}oiin|or{NAME_CORE_1}ot{NAME_CORE_2}oin	G466-C10+G466-C43+G466-C21|G466-C10+G466-C43+G466-C26	332	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0268	G468-R1344	OR+SH+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	or{NAME_CORE_1}sh{NAME_CORE_2}daiin|or{NAME_CORE_1}sh{NAME_CORE_2}aiin	G466-C10+G466-C44+G466-C14|G466-C10+G466-C44+G466-C15	333	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0269	G468-R1347	OR+SH+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	or{NAME_CORE_1}sh{NAME_CORE_2}dal|or{NAME_CORE_1}sh{NAME_CORE_2}al	G466-C10+G466-C44+G466-C24|G466-C10+G466-C44+G466-C31	334	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0270	G468-R1356	OR+SH+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	or{NAME_CORE_1}sh{NAME_CORE_2}oiin|or{NAME_CORE_1}sh{NAME_CORE_2}oin	G466-C10+G466-C44+G466-C21|G466-C10+G466-C44+G466-C26	335	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0271	G468-R1369	OT+AIR+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ot{NAME_CORE_1}air{NAME_CORE_2}daiin|ot{NAME_CORE_1}air{NAME_CORE_2}aiin	G466-C11+G466-C36+G466-C14|G466-C11+G466-C36+G466-C15	336	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0272	G468-R1372	OT+AIR+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ot{NAME_CORE_1}air{NAME_CORE_2}dal|ot{NAME_CORE_1}air{NAME_CORE_2}al	G466-C11+G466-C36+G466-C24|G466-C11+G466-C36+G466-C31	337	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0273	G468-R1381	OT+AIR+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ot{NAME_CORE_1}air{NAME_CORE_2}oiin|ot{NAME_CORE_1}air{NAME_CORE_2}oin	G466-C11+G466-C36+G466-C21|G466-C11+G466-C36+G466-C26	338	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0274	G468-R1392	OT+AL+AIN+Y	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX|PREFIX_CORE_SUFFIX	otal{NAME_CORE}ainy|ot{NAME_CORE_1}al{NAME_CORE_2}ainy	G466-C01+G466-C16|G466-C11+G466-C39+G466-C16	339	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0275	G468-R1393	OT+AL+AIR+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	otal{NAME_CORE_1}air{NAME_CORE_2}daiin|otal{NAME_CORE_1}air{NAME_CORE_2}aiin	G466-C01+G466-C36+G466-C14|G466-C01+G466-C36+G466-C15	340	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0276	G468-R1396	OT+AL+AIR+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	otal{NAME_CORE_1}air{NAME_CORE_2}dal|otal{NAME_CORE_1}air{NAME_CORE_2}al	G466-C01+G466-C36+G466-C24|G466-C01+G466-C36+G466-C31	341	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0277	G468-R1405	OT+AL+AIR+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	otal{NAME_CORE_1}air{NAME_CORE_2}oiin|otal{NAME_CORE_1}air{NAME_CORE_2}oin	G466-C01+G466-C36+G466-C21|G466-C01+G466-C36+G466-C26	342	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0278	G468-R1414	OT+AL+AL+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	otal{NAME_CORE_1}al{NAME_CORE_2}daiin|otal{NAME_CORE_1}al{NAME_CORE_2}aiin	G466-C01+G466-C39+G466-C14|G466-C01+G466-C39+G466-C15	343	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0279	G468-R1417	OT+AL+AL+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	otal{NAME_CORE_1}al{NAME_CORE_2}dal|otal{NAME_CORE_1}al{NAME_CORE_2}al	G466-C01+G466-C39+G466-C24|G466-C01+G466-C39+G466-C31	344	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0280	G468-R1426	OT+AL+AL+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	otal{NAME_CORE_1}al{NAME_CORE_2}oiin|otal{NAME_CORE_1}al{NAME_CORE_2}oin	G466-C01+G466-C39+G466-C21|G466-C01+G466-C39+G466-C26	345	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0281	G468-R1435	OT+AL+AR	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX|PREFIX_CORE_SUFFIX	otal{NAME_CORE}ar|ot{NAME_CORE_1}al{NAME_CORE_2}ar	G466-C01+G466-C33|G466-C11+G466-C39+G466-C33	346	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0282	G468-R1436	OT+AL+AR+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	otal{NAME_CORE_1}ar{NAME_CORE_2}daiin|otal{NAME_CORE_1}ar{NAME_CORE_2}aiin	G466-C01+G466-C40+G466-C14|G466-C01+G466-C40+G466-C15	347	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0283	G468-R1439	OT+AL+AR+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	otal{NAME_CORE_1}ar{NAME_CORE_2}dal|otal{NAME_CORE_1}ar{NAME_CORE_2}al	G466-C01+G466-C40+G466-C24|G466-C01+G466-C40+G466-C31	348	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0284	G468-R1448	OT+AL+AR+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	otal{NAME_CORE_1}ar{NAME_CORE_2}oiin|otal{NAME_CORE_1}ar{NAME_CORE_2}oin	G466-C01+G466-C40+G466-C21|G466-C01+G466-C40+G466-C26	349	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0285	G468-R1456	OT+AL+CH+LOCAL_CHAR_F+Y	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX|PREFIX_CORE_SUFFIX	otal{NAME_CORE}cfhy|ot{NAME_CORE_1}al{NAME_CORE_2}cfhy	G466-C01+G466-C18|G466-C11+G466-C39+G466-C18	350	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
