root	selected_value_de	global_running_event_id	global_statement_id	physical_page	register	owner_de	surface	component_recipe	atom_position	previous_atom	next_atom	other_action_roots	argument_roots	other_relation_roots	has_order	has_grade	has_close	template	imperative_clause_de	cross_register_tier	cross_register_count	semantic_decision
P	EINSETZEN	G407-E3075	G407-S470	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	pchdy	P+CHD+Y	FIRST	BOUNDARY	CHD	CHD	Y	NONE	NO	NO	NO	MULTI_ACTION	Setze den Stationsposten ein und bearbeite den Stationsposten.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3083	G407-S473	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	dl	L	ONLY	BOUNDARY	BOUNDARY	NONE	NONE	NONE	NO	NO	NO	INHERITED_RELATION	Im laufenden Gang führe den Stationsposten [wie zuvor] zu; über die sichtbare Verbindung.	THREE_REGISTERS	3	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3109	G407-S480	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	lshety	L+SH+E+T+Y	FIRST	BOUNDARY	SH	SH|T	Y	NONE	NO	YES	NO	MULTI_ACTION	Halte den Stationsposten und stelle den Stationsposten ein; über die sichtbare Verbindung; auf Grad I.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3111	G407-S481	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	ltedy	L+T+E+DY	FIRST	BOUNDARY	T	T	NONE	NONE	NO	YES	YES	GRADED_ACTION	Stelle den Stationsposten [wie zuvor] ein; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3113	G407-S482	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	lsho	L+SH+O	FIRST	BOUNDARY	SH	SH	NONE	NONE	NO	NO	NO	ACTION_RELATION	Halte den Stationsanteil [wie zuvor]; über die sichtbare Verbindung; als Ausführung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3115	G407-S482	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	lshedy	L+SH+E+DY	FIRST	BOUNDARY	SH	SH	NONE	NONE	NO	YES	YES	GRADED_ACTION	Halte den Stationsposten [wie zuvor]; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3116	G407-S483	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	lshedy	L+SH+E+DY	FIRST	BOUNDARY	SH	SH	NONE	NONE	NO	YES	YES	GRADED_ACTION	Halte den Stationsposten [wie zuvor]; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3119	G407-S484	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	lchedal	L+CHD+AL	FIRST	BOUNDARY	CHD	CHD	NONE	AL	NO	NO	NO	ACTION_RELATION	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung und zur Zielstation.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3127	G407-S484	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	lchedy	L+CHD+DY	FIRST	BOUNDARY	CHD	CHD	NONE	NONE	NO	NO	YES	ACTION_RELATION	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3148	G407-S488	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	ly	L+Y	FIRST	BOUNDARY	Y	NONE	Y	NONE	NO	NO	NO	INHERITED_RELATION	Im laufenden Gang bearbeite den Stationsposten; über die sichtbare Verbindung.	TWO_REGISTERS	2	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3191	G407-S497	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lcheckhy	L+CH+K+Y	FIRST	BOUNDARY	CH	CH|K	Y	NONE	NO	NO	NO	MULTI_ACTION	Entnimm den Stationsposten und führe den Stationsposten zu; über die sichtbare Verbindung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3192	G407-S497	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lched	L+CHD	FIRST	BOUNDARY	CHD	CHD	NONE	NONE	NO	NO	NO	ACTION_RELATION	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3194	G407-S497	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lcheckhedy	L+CH+K+E+DY	FIRST	BOUNDARY	CH	CH|K	NONE	NONE	NO	YES	YES	MULTI_ACTION	Entnimm den Stationsposten [wie zuvor] und führe den Stationsposten [wie zuvor] zu; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3202	G407-S498	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ldy	L+DY	FIRST	BOUNDARY	DY	NONE	NONE	NONE	NO	NO	YES	INHERITED_RELATION	Im laufenden Gang führe den Stationsposten [wie zuvor] zu; über die sichtbare Verbindung; schließe den Schritt.	TWO_REGISTERS	2	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3208	G407-S499	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lkchedy	L+K+CHD+Y	FIRST	BOUNDARY	K	K|CHD	Y	NONE	NO	NO	NO	MULTI_ACTION	Führe den Stationsposten zu und bearbeite den Stationsposten; über die sichtbare Verbindung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3236	G407-S507	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lcho	L+CH+O	FIRST	BOUNDARY	CH	CH	NONE	NONE	NO	NO	NO	ACTION_RELATION	Entnimm den Stationsposten [wie zuvor]; über die sichtbare Verbindung; als Ausführung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3243	G407-S507	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ssholshecthy	S+SH+O+L+SH+E+CH+T+Y	MIDDLE	O	SH	S|SH|SH|CH|T	Y	NONE	NO	YES	NO	MULTI_ACTION	Wähle den Stationsposten, halte den Stationsposten, halte den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein; über die sichtbare Verbindung; als Ausführung und auf Grad I.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E3251	G407-S509	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qopol	CARRIER_Q+O+P+OL	MIDDLE	O	OL	NONE	NONE	NONE	YES	NO	NO	ORDERED_ACTION	Weiter setze den Stationsposten [wie zuvor] ein; als neuen Einsatz und als Ausführung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E3253	G407-S509	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	chopchedy	CH+O+P+CHD+Y	MIDDLE	O	CHD	CH|CHD	Y	NONE	NO	NO	NO	MULTI_ACTION	Entnimm den Stationsposten, setze den Stationsposten ein und bearbeite den Stationsposten; als Ausführung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3262	G407-S510	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lolol	L+OL+OL	FIRST	BOUNDARY	OL	NONE	NONE	NONE	YES	NO	NO	INHERITED_RELATION	Weiter und weiter im laufenden Gang führe den Stationsposten [wie zuvor] zu; über die sichtbare Verbindung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3265	G407-S510	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	tcheol	T+CH+E+O+L	LAST	O	BOUNDARY	T|CH	NONE	NONE	NO	YES	NO	MULTI_ACTION	Stelle den Stationsposten [wie zuvor] ein und entnimm den Stationsposten [wie zuvor]; über die sichtbare Verbindung; auf Grad I und als Ausführung.	TWO_REGISTERS	2	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3271	G407-S513	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lchey	L+Y	FIRST	BOUNDARY	Y	NONE	Y	NONE	NO	NO	NO	INHERITED_RELATION	Im laufenden Gang halte den Stationsposten; über die sichtbare Verbindung.	TWO_REGISTERS	2	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3283	G407-S515	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lchedy	L+CHD+DY	FIRST	BOUNDARY	CHD	CHD	NONE	NONE	NO	NO	YES	ACTION_RELATION	Bearbeite den Stationswert [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3286	G407-S518	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lkeedy	L+K+EE+D_ADDR+Y	FIRST	BOUNDARY	K	K	Y	NONE	NO	YES	NO	ACTION_ARGUMENT_RELATION	Führe den Stationsposten zu; über die sichtbare Verbindung; auf Grad II; an der bezeichneten Stelle.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3293	G407-S519	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lchedy	L+CHD+DY	FIRST	BOUNDARY	CHD	CHD	NONE	NONE	NO	NO	YES	ACTION_RELATION	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3309	G407-S523	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lteedy	L+T+EE+D_ADDR+Y	FIRST	BOUNDARY	T	T	Y	NONE	NO	YES	NO	ACTION_ARGUMENT_RELATION	Stelle den Stationsposten ein; über die sichtbare Verbindung; auf Grad II; an der bezeichneten Stelle.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E3312	G407-S524	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	polched	P+OL+CHD	FIRST	BOUNDARY	OL	CHD	NONE	NONE	YES	NO	NO	MULTI_ACTION	Weiter setze den Stationsposten [wie zuvor] ein und bearbeite den Stationsposten [wie zuvor].	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3320	G407-S526	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	l	L	ONLY	BOUNDARY	BOUNDARY	NONE	NONE	NONE	NO	NO	NO	INHERITED_RELATION	Im laufenden Gang führe den Stationsposten [wie zuvor] zu; über die sichtbare Verbindung.	THREE_REGISTERS	3	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3328	G407-S527	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lchy	L+CH+Y	FIRST	BOUNDARY	CH	CH	Y	NONE	NO	NO	NO	ACTION_ARGUMENT_RELATION	Entnimm den Stationsposten; über die sichtbare Verbindung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E3329	G407-S527	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	posalshy	P+O+S+A_ADDR+L+SH+Y	FIRST	BOUNDARY	O	S|SH	Y	L	NO	NO	NO	MULTI_ACTION	Setze den Stationsposten ein, wähle den Stationsposten und halte den Stationsposten; über die sichtbare Verbindung; als Ausführung; an der bezeichneten Stelle.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3329	G407-S527	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	posalshy	P+O+S+A_ADDR+L+SH+Y	MIDDLE	A_ADDR	SH	P|S|SH	Y	NONE	NO	NO	NO	MULTI_ACTION	Setze den Stationsposten ein, wähle den Stationsposten und halte den Stationsposten; über die sichtbare Verbindung; als Ausführung; an der bezeichneten Stelle.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E3331	G407-S528	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	cphal	CH+P+AL	MIDDLE	CH	AL	CH	NONE	AL	NO	NO	NO	MULTI_ACTION	Entnimm den Stationsposten [wie zuvor] und setze den Stationsposten [wie zuvor] ein; zur Zielstation.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3335	G407-S529	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lkaiin	L+K+AIIN	FIRST	BOUNDARY	K	K	AIIN	NONE	NO	NO	NO	ACTION_ARGUMENT_RELATION	Führe den Stationswert zu; über die sichtbare Verbindung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3340	G407-S530	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lkedy	L+K+E+DY	FIRST	BOUNDARY	K	K	NONE	NONE	NO	YES	YES	GRADED_ACTION	Führe den Stationsposten [wie zuvor] zu; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3341	G407-S531	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	salshey	S+A_ADDR+L+SH+E+Y	MIDDLE	A_ADDR	SH	S|SH	Y	NONE	NO	YES	NO	MULTI_ACTION	Wähle den Stationsposten und halte den Stationsposten; über die sichtbare Verbindung; auf Grad I; an der bezeichneten Stelle.	TWO_REGISTERS	2	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3360	G407-S531	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lcheey	L+EE+Y	FIRST	BOUNDARY	EE	NONE	Y	NONE	NO	YES	NO	INHERITED_RELATION	Im laufenden Gang setze den Stationsposten im Stationsgang an; über die sichtbare Verbindung; auf Grad II.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3364	G407-S532	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lchedy	L+CHD+DY	FIRST	BOUNDARY	CHD	CHD	NONE	NONE	NO	NO	YES	ACTION_RELATION	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3365	G407-S533	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lar	L+AR	FIRST	BOUNDARY	AR	NONE	NONE	AR	NO	NO	NO	INHERITED_RELATION	Im laufenden Gang bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung und von der Ausgangsstation.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3367	G407-S534	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lcheedy	L+CH+EE+D_ADDR+Y	FIRST	BOUNDARY	CH	CH	Y	NONE	NO	YES	NO	ACTION_ARGUMENT_RELATION	Entnimm den Stationsposten; über die sichtbare Verbindung; auf Grad II; an der bezeichneten Stelle.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3372	G407-S534	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lkeey	L+K+EE+Y	FIRST	BOUNDARY	K	K	Y	NONE	NO	YES	NO	ACTION_ARGUMENT_RELATION	Führe den Stationsposten zu; über die sichtbare Verbindung; auf Grad II.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3380	G407-S537	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lshed	L+SH+E	FIRST	BOUNDARY	SH	SH	NONE	NONE	NO	YES	NO	GRADED_ACTION	Halte den Stationsposten [wie zuvor]; über die sichtbare Verbindung; auf Grad I.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3382	G407-S537	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lchedy	L+CHD+DY	FIRST	BOUNDARY	CHD	CHD	NONE	NONE	NO	NO	YES	ACTION_RELATION	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3383	G407-S538	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lar	L+AR	FIRST	BOUNDARY	AR	NONE	NONE	AR	NO	NO	NO	INHERITED_RELATION	Im laufenden Gang bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung und von der Ausgangsstation.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3389	G407-S539	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lchedar	L+CHD+AR	FIRST	BOUNDARY	CHD	CHD	NONE	AR	NO	NO	NO	ACTION_RELATION	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung und von der Ausgangsstation.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E3395	G407-S539	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	pchedy	P+CHD+DY	FIRST	BOUNDARY	CHD	CHD	NONE	NONE	NO	NO	YES	MULTI_ACTION	Setze den Stationsposten [wie zuvor] ein und bearbeite den Stationsposten [wie zuvor]; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3402	G407-S545	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lochedy	L+O+CHD+DY	FIRST	BOUNDARY	O	CHD	NONE	NONE	NO	NO	YES	ACTION_RELATION	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; als Ausführung; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3414	G407-S548	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lchedy	L+CHD+DY	FIRST	BOUNDARY	CHD	CHD	NONE	NONE	NO	NO	YES	ACTION_RELATION	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3416	G407-S550	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lchedy	L+CHD+DY	FIRST	BOUNDARY	CHD	CHD	NONE	NONE	NO	NO	YES	ACTION_RELATION	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3424	G407-S552	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	cheol	CH+E+O+L	LAST	O	BOUNDARY	CH	NONE	NONE	NO	YES	NO	GRADED_ACTION	Entnimm den Stationswert [wie zuvor]; über die sichtbare Verbindung; auf Grad I und als Ausführung.	FOUR_REGISTERS	4	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3428	G407-S553	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lshedy	L+SH+E+DY	FIRST	BOUNDARY	SH	SH	NONE	NONE	NO	YES	YES	GRADED_ACTION	Halte den Stationsposten [wie zuvor]; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3431	G407-S555	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	cheol	CH+E+O+L	LAST	O	BOUNDARY	CH	NONE	NONE	NO	YES	NO	GRADED_ACTION	Entnimm den Stationsposten [wie zuvor]; über die sichtbare Verbindung; auf Grad I und als Ausführung.	FOUR_REGISTERS	4	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3434	G407-S555	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lchedy	L+CHD+DY	FIRST	BOUNDARY	CHD	CHD	NONE	NONE	NO	NO	YES	ACTION_RELATION	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3436	G407-S556	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lcheeor	L+CH+EE+OR	FIRST	BOUNDARY	CH	CH	OR	NONE	NO	YES	NO	ACTION_ARGUMENT_RELATION	Entnimm die Stationseinheit; über die sichtbare Verbindung; auf Grad II.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3439	G407-S556	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lched	L+CHD	FIRST	BOUNDARY	CHD	CHD	NONE	NONE	NO	NO	NO	ACTION_RELATION	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3443	G407-S556	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lchey	L+Y	FIRST	BOUNDARY	Y	NONE	Y	NONE	NO	NO	NO	INHERITED_RELATION	Im laufenden Gang führe den Stationsposten zu; über die sichtbare Verbindung.	TWO_REGISTERS	2	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3444	G407-S556	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lcheckhy	L+CH+K+Y	FIRST	BOUNDARY	CH	CH|K	Y	NONE	NO	NO	NO	MULTI_ACTION	Entnimm den Stationsposten und führe den Stationsposten zu; über die sichtbare Verbindung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3446	G407-S556	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lr	L+R	FIRST	BOUNDARY	R	R	NONE	NONE	NO	NO	NO	ACTION_RELATION	Markiere den Stationsposten [wie zuvor]; über die sichtbare Verbindung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3451	G407-S556	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	cheol	CH+E+O+L	LAST	O	BOUNDARY	CH	NONE	NONE	NO	YES	NO	GRADED_ACTION	Entnimm den Stationsanteil [wie zuvor]; über die sichtbare Verbindung; auf Grad I und als Ausführung.	FOUR_REGISTERS	4	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3456	G407-S557	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	lpchedy	L+P+CHD+Y	FIRST	BOUNDARY	P	P|CHD	Y	NONE	NO	NO	NO	MULTI_ACTION	Setze den Stationsposten ein und bearbeite den Stationsposten; über die sichtbare Verbindung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E3456	G407-S557	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	lpchedy	L+P+CHD+Y	MIDDLE	L	CHD	CHD	Y	L	NO	NO	NO	MULTI_ACTION	Setze den Stationsposten ein und bearbeite den Stationsposten; über die sichtbare Verbindung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E3457	G407-S557	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	opedy	O+P+E+DY	MIDDLE	O	E	NONE	NONE	NONE	NO	YES	YES	GRADED_ACTION	Setze den Stationsposten [wie zuvor] ein; als Ausführung und auf Grad I; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E3458	G407-S558	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	chepol	CH+E+P+OL	MIDDLE	E	OL	CH	NONE	NONE	YES	YES	NO	MULTI_ACTION	Weiter entnimm den Stationsposten [wie zuvor] und setze den Stationsposten [wie zuvor] ein; auf Grad I.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E3459	G407-S558	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	pchedar	P+CHD+AR	FIRST	BOUNDARY	CHD	CHD	NONE	AR	NO	NO	NO	MULTI_ACTION	Setze den Stationsposten [wie zuvor] ein und bearbeite den Stationsposten [wie zuvor]; von der Ausgangsstation.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E3461	G407-S559	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	qopchedy	CARRIER_Q+O+P+CHD+Y	MIDDLE	O	CHD	CHD	Y	NONE	NO	NO	NO	MULTI_ACTION	Setze den Stationsposten ein und bearbeite den Stationsposten; als neuen Einsatz und als Ausführung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3466	G407-S559	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	lchs	L+CH+S	FIRST	BOUNDARY	CH	CH|S	NONE	NONE	NO	NO	NO	MULTI_ACTION	Entnimm den Stationswert [wie zuvor] und wähle den Stationswert [wie zuvor]; über die sichtbare Verbindung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3479	G407-S562	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	lchedy	L+CHD+DY	FIRST	BOUNDARY	CHD	CHD	NONE	NONE	NO	NO	YES	ACTION_RELATION	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3501	G407-S568	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	lo	L+O	FIRST	BOUNDARY	O	NONE	NONE	NONE	NO	NO	NO	INHERITED_RELATION	Im laufenden Gang bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; als Ausführung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
