unified_serial	page	reading_unit_id	source_group_id	visible_owner	visible_surface	atom_sequence	card_reading_de	teaching_layer	lookup_mode	concrete_noun_source
493	f67r2	f67r2.44	A1:G112	A1_LEFT_LOCAL_FIELD_44	aiin	AIIN	Sollwert oder Grad des bezeichneten Himmelsplatzes	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
494	f67r2	f67r2.45	A1:G113	A1_LEFT_LOCAL_FIELD_45	ycheody	CHEO	aktueller Ablesewert fest	ASTRO_LOCAL_MODULE	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
495	f67r2	f67r2.45	A1:G114	A1_LEFT_LOCAL_FIELD_45	es	SEL+S	ausgewählter Nebenwert	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_PHASE_SELECTION_MICROCODE	LOCAL_ASTRO_EXEMPLAR
496	f67r2	f67r2.45	A1:G115	A1_LEFT_LOCAL_FIELD_45	odaiiin	OD+IIN	Stufe markieren	ASTRO_LOCAL_MODULE	ASTRO_OD_MARKED_ENTRY_MODIFIER	LOCAL_ASTRO_EXEMPLAR
497	f67r2	f67r2.46	A1:G116	A1_LEFT_LOCAL_FIELD_46	yekees	EE	lange Tabellenstufe	ASTRO_LOCAL_MODULE	ASTRO_BOUND_EE_GRADE	LOCAL_ASTRO_EXEMPLAR
498	f67r2	f67r2.46	A1:G117	A1_LEFT_LOCAL_FIELD_46	oraly	OR+AL	Ansatz/Satz + Ziel	ASTRO_LOCAL_MODULE	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
499	f67r2	f67r2.47	A1:G118	A1_LEFT_LOCAL_FIELD_47	yfain	AIN	gezaehlter Teil oder Unterabschnitt	ASTRO_LOCAL_MODULE	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
500	f67r2	f67r2.48	A1:G119	A1_LEFT_LOCAL_FIELD_48	todaiin	AIIN	Sollwert	ASTRO_LOCAL_MODULE	ASTRO_REGISTERED_IIN_AIIN_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
501	f67r2	f67r2.48	A1:G120	A1_LEFT_LOCAL_FIELD_48	dain	AIN	Portion	ASTRO_LOCAL_MODULE	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
502	f67r2	f67r2.48	A1:G121	A1_LEFT_LOCAL_FIELD_48	dy	NONE	dieser lokale Diagrammposten	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
503	f67r2	f67r2.49	A1:G122	A1_LEFT_LOCAL_FIELD_49	os	OS	FELD/RAHMEN	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_AM_G_OS_ROOT	LOCAL_ASTRO_EXEMPLAR
504	f67r2	f67r2.49	A1:G123	A1_LEFT_LOCAL_FIELD_49	choer	HO	Himmelsobjekt oder Eingangsbedingung	ASTRO_LOCAL_MODULE	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
505	f67r2	f67r2.49	A1:G124	A1_LEFT_LOCAL_FIELD_49	aiin	AIIN	Sollwert oder Grad des bezeichneten Himmelsplatzes	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
506	f67r2	f67r2.50	A1:G125	A1_LEFT_LOCAL_FIELD_50	choeea	HO+EE	Eingangsposten länger halten	ASTRO_LOCAL_MODULE	ASTRO_BOUND_EE_GRADE	LOCAL_ASTRO_EXEMPLAR
507	f67r2	f67r2.50	A1:G126	A1_LEFT_LOCAL_FIELD_50	sal	AL	Ziel	ASTRO_LOCAL_MODULE	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
508	f67r2	f67r2.51	A1:G127	A1_LEFT_LOCAL_FIELD_51	dadaiin	AIIN	Sollwert	ASTRO_LOCAL_MODULE	ASTRO_REGISTERED_IIN_AIIN_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
509	f67r2	f67r2.52	A1:G128	A1_LEFT_OUTER_STAR_STATION_01	qotoear	OT+E+AR	nächste Quelle kurz nehmen	ASTRO_LOCAL_MODULE	ENRICHED_COMPONENT_READING	LOCAL_ASTRO_EXEMPLAR
510	f67r2	f67r2.53	A1:G129	A1_LEFT_OUTER_STAR_STATION_02	dchdar	CHD+AR	von Quelle umsetzen	ASTRO_LOCAL_MODULE	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
511	f67r2	f67r2.54	A1:G130	A1_LEFT_OUTER_STAR_STATION_03	y	NONE	dieser lokale Diagrammposten	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
512	f67r2	f67r2.54	A1:G131	A1_LEFT_OUTER_STAR_STATION_03	saldal	AL+AL	Zielsektor, Zielstern oder Zielfeld + Zielsektor, Zielstern oder Zielfeld	ASTRO_LOCAL_MODULE	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
513	f67r2	f67r2.55	A1:G132	A1_LEFT_OUTER_STAR_STATION_04	ytodal	YT+AL	bezeichneter Platz oder Phase + AL	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_TABLE_STEM	LOCAL_ASTRO_EXEMPLAR
514	f67r2	f67r2.56	A1:G133	A1_LEFT_OUTER_STAR_STATION_05	tol	OL	Fortsetzen	ASTRO_LOCAL_MODULE	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
515	f67r2	f67r2.56	A1:G134	A1_LEFT_OUTER_STAR_STATION_05	daiin	AIIN	Sollwert	ASTRO_LOCAL_MODULE	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
516	f67r2	f67r2.57	A1:G135	A1_LEFT_OUTER_STAR_STATION_06	otar	OT+AR	danach vom bezeichneten Ausgangsplatz	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
517	f67r2	f67r2.57	A1:G136	A1_LEFT_OUTER_STAR_STATION_06	dy	NONE	dieser lokale Diagrammposten	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
518	f67r2	f67r2.58	A1:G137	A1_LEFT_OUTER_STAR_STATION_07	cho	HO	Eingangsposten oder Zutat	ASTRO_LOCAL_MODULE	FINAL_PRODUCTIVE_BODY_OR_REGISTER_SPLIT	LOCAL_ASTRO_EXEMPLAR
519	f67r2	f67r2.58	A1:G138	A1_LEFT_OUTER_STAR_STATION_07	dal	AL	Ziel	ASTRO_LOCAL_MODULE	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
520	f67r2	f67r2.58	A1:G139	A1_LEFT_OUTER_STAR_STATION_07	g	G	GRAD	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_AM_G_OS_ROOT	LOCAL_ASTRO_EXEMPLAR
521	f67r2	f67r2.59	A1:G140	A1_LEFT_OUTER_STAR_STATION_08	ytchodly	YT+HO	bezeichneter Platz oder Phase + HO	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_TABLE_STEM	LOCAL_ASTRO_EXEMPLAR
522	f67r2	f67r2.60	A1:G141	A1_LEFT_OUTER_STAR_STATION_09	octhys	CTH	sekundäre Grundbedingung	ASTRO_LOCAL_MODULE	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
523	f67r2	f67r2.61	A1:G142	A1_LEFT_OUTER_STAR_STATION_10	ytokar	YT+OK+AR	bezeichneter Platz oder Phase + OK+AR	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_TABLE_STEM	LOCAL_ASTRO_EXEMPLAR
524	f67r2	f67r2.62	A1:G143	A1_LEFT_OUTER_STAR_STATION_11	otolor	OT+OL+OR	Folge + Fortsetzen + Ansatz/Satz	ASTRO_LOCAL_MODULE	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
525	f67r2	f67r2.63	A1:G144	A1_LEFT_OUTER_STAR_STATION_12	okodar	OK+OD+AR	markierte Quelle aktivieren	ASTRO_LOCAL_MODULE	ASTRO_OD_MARKED_ENTRY_MODIFIER	LOCAL_ASTRO_EXEMPLAR
526	f67r2	f67r2.64	A1:G145	A1_RIGHT_PHASE_STATION_01	s	S	Nebenwert	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_PRIMITIVE_MICROCODE	LOCAL_ASTRO_EXEMPLAR
527	f67r2	f67r2.64	A1:G146	A1_RIGHT_PHASE_STATION_01	air	AIR	Himmels-, Ring- oder Zeigerlauf	ASTRO_LOCAL_MODULE	LOCAL_ASTRO_WORD	LOCAL_ASTRO_EXEMPLAR
528	f67r2	f67r2.65	A1:G147	A1_RIGHT_PHASE_STATION_02	soear	AR	Ausgangssektor, Ursprung oder Bezugswert	ASTRO_LOCAL_MODULE	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
529	f67r2	f67r2.66	A1:G148	A1_RIGHT_PHASE_STATION_03	cpheey	EE	lange Tabellenstufe	ASTRO_LOCAL_MODULE	ASTRO_BOUND_EE_GRADE	LOCAL_ASTRO_EXEMPLAR
530	f67r2	f67r2.67	A1:G149	A1_RIGHT_PHASE_STATION_04	okodar	OK+OD+AR	markierte Quelle aktivieren	ASTRO_LOCAL_MODULE	ASTRO_OD_MARKED_ENTRY_MODIFIER	LOCAL_ASTRO_EXEMPLAR
531	f67r2	f67r2.68	A1:G150	A1_RIGHT_PHASE_STATION_05	oepchod	HO	Himmelsobjekt oder Eingangsbedingung	ASTRO_LOCAL_MODULE	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
532	f67r2	f67r2.69	A1:G151	A1_RIGHT_PHASE_STATION_06	s	S	Nebenwert	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_PRIMITIVE_MICROCODE	LOCAL_ASTRO_EXEMPLAR
533	f67r2	f67r2.69	A1:G152	A1_RIGHT_PHASE_STATION_06	ay	A+Y	aktueller Hauptwert	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_PRIMITIVE_MICROCODE	LOCAL_ASTRO_EXEMPLAR
534	f67r2	f67r2.70	A1:G153	A1_RIGHT_PHASE_STATION_07	osar	OS+AR	Feldquelle	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_AM_G_OS_ROOT	LOCAL_ASTRO_EXEMPLAR
535	f67r2	f67r2.71	A1:G154	A1_RIGHT_PHASE_STATION_08	oran	OR	Bedingungs-, Tabellen- oder Wahlansatz	ASTRO_LOCAL_MODULE	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
536	f67r2	f67r2.72	A1:G155	A1_LEFT_OUTER_RING_TEXT	dar	AR	Quelle	ASTRO_LOCAL_MODULE	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
537	f67r2	f67r2.72	A1:G156	A1_LEFT_OUTER_RING_TEXT	aldaiin	AL+AIIN	Ziel-Sollwert	ASTRO_LOCAL_MODULE	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
538	f67r2	f67r2.72	A1:G157	A1_LEFT_OUTER_RING_TEXT	ydaiin	YD+AIIN	Sollwert der aktiven Zeile	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_YD_ACTIVE_ROW	LOCAL_ASTRO_EXEMPLAR
539	f67r2	f67r2.72	A1:G158	A1_LEFT_OUTER_RING_TEXT	qkoy	K+O+Y	aktuelle Grundklasse	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_INDEX_PAIR_CLASS_MICROCODE	LOCAL_ASTRO_EXEMPLAR
540	f67r2	f67r2.72	A1:G159	A1_LEFT_OUTER_RING_TEXT	ydaiin	YD+AIIN	Sollwert der aktiven Zeile	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_YD_ACTIVE_ROW	LOCAL_ASTRO_EXEMPLAR
541	f67r2	f67r2.72	A1:G160	A1_LEFT_OUTER_RING_TEXT	qofair	AIR	Himmels-, Ring- oder Zeigerlauf	ASTRO_LOCAL_MODULE	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
542	f67r2	f67r2.72	A1:G161	A1_LEFT_OUTER_RING_TEXT	ypair	AIR	Himmels-, Ring- oder Zeigerlauf	ASTRO_LOCAL_MODULE	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
543	f67r2	f67r2.72	A1:G162	A1_LEFT_OUTER_RING_TEXT	ykoaiin	YK+AIIN	bezeichnete Klasse oder Haus + AIIN	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_TABLE_STEM	LOCAL_ASTRO_EXEMPLAR
544	f67r2	f67r2.72	A1:G163	A1_LEFT_OUTER_RING_TEXT	ydoly	YD+OL	aktive Zeile fortsetzen	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_YD_ACTIVE_ROW	LOCAL_ASTRO_EXEMPLAR
545	f67r2	f67r2.72	A1:G164	A1_LEFT_OUTER_RING_TEXT	ytalchos	YT+AL+HO	bezeichneter Platz oder Phase + AL+HO	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_TABLE_STEM	LOCAL_ASTRO_EXEMPLAR
546	f67r2	f67r2.72	A1:G165	A1_LEFT_OUTER_RING_TEXT	oly	OL	im selben Ring, Band oder Satz fortsetzen	ASTRO_LOCAL_MODULE	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
547	f67r2	f67r2.72	A1:G166	A1_LEFT_OUTER_RING_TEXT	okey	OK	in kurzer Stufe setzen	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
548	f67r2	f67r2.73	A1:G167	A1_RIGHT_OUTER_RING_TEXT	sshey	CHEEY	Ablesewert	ASTRO_LOCAL_MODULE	CROSS_REGISTER_CHEEY_READOUT	LOCAL_ASTRO_EXEMPLAR
549	f67r2	f67r2.73	A1:G168	A1_RIGHT_OUTER_RING_TEXT	sy	NONE	dieser lokale Diagrammposten	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
550	f67r2	f67r2.73	A1:G169	A1_RIGHT_OUTER_RING_TEXT	shees	SH+EE	länger halten	ASTRO_LOCAL_MODULE	CROSS_REGISTER_SH_HOLD_ROOT	LOCAL_ASTRO_EXEMPLAR
551	f67r2	f67r2.73	A1:G170	A1_RIGHT_OUTER_RING_TEXT	qeykeey	EE	lange Tabellenstufe	ASTRO_LOCAL_MODULE	ASTRO_BOUND_EE_GRADE	LOCAL_ASTRO_EXEMPLAR
552	f67r2	f67r2.73	A1:G171	A1_RIGHT_OUTER_RING_TEXT	ykchey	YK+KCH	bezeichnete Klasse oder Haus + KCH	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_TABLE_STEM	LOCAL_ASTRO_EXEMPLAR
553	f67r2	f67r2.73	A1:G172	A1_RIGHT_OUTER_RING_TEXT	ykchey	YK+KCH	bezeichnete Klasse oder Haus + KCH	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_TABLE_STEM	LOCAL_ASTRO_EXEMPLAR
554	f67r2	f67r2.73	A1:G173	A1_RIGHT_OUTER_RING_TEXT	qokeochy	OK	Diagrammposten setzen oder aktivieren	ASTRO_LOCAL_MODULE	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
555	f67r2	f67r2.73	A1:G174	A1_RIGHT_OUTER_RING_TEXT	oaiin	AIIN	Sollwert	ASTRO_LOCAL_MODULE	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
556	f67r2	f67r2.73	A1:G175	A1_RIGHT_OUTER_RING_TEXT	okol	OK+OL	Fortsetzung aktivieren	ASTRO_LOCAL_MODULE	ENRICHED_COMPONENT_READING	LOCAL_ASTRO_EXEMPLAR
557	f67r2	f67r2.73	A1:G176	A1_RIGHT_OUTER_RING_TEXT	ar	AR	Ausgangssektor, Ursprung oder Bezugswert	ASTRO_LOCAL_MODULE	LOCAL_ASTRO_WORD	LOCAL_ASTRO_EXEMPLAR
558	f67r2	f67r2.73	A1:G177	A1_RIGHT_OUTER_RING_TEXT	olar	OL+AR	VON DER QUELLE WEITER	ASTRO_LOCAL_MODULE	COMPONENT_HINT_READING	LOCAL_ASTRO_EXEMPLAR
559	f67r2	f67r2.74	A1:G178	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	yshey	Y+CHEEY	aktueller Ablesewert	ASTRO_LOCAL_MODULE	CROSS_REGISTER_CHEEY_READOUT	LOCAL_ASTRO_EXEMPLAR
560	f67r2	f67r2.74	A1:G179	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	qokeeody	OK+EE+OD+Y	diesen Posten länger aktivieren und eintragen	ASTRO_LOCAL_MODULE	ASTRO_OD_MARKED_ENTRY_MODIFIER	LOCAL_ASTRO_EXEMPLAR
561	f67r2	f67r2.74	A1:G180	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	cheos	CHEO	Ausgabe/Auszug	ASTRO_LOCAL_MODULE	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
562	f67r2	f67r2.74	A1:G181	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	oeeos	EE+OS	langes oder zweites Feld	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_AM_G_OS_ROOT	LOCAL_ASTRO_EXEMPLAR
563	f67r2	f67r2.74	A1:G182	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	qockhy	CKH	durch Sektor, Ring oder Pruefweg fuehren	ASTRO_LOCAL_MODULE	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
564	f67r2	f67r2.74	A1:G183	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	chos	HO	Eingangsposten	ASTRO_LOCAL_MODULE	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
565	f67r2	f67r2.74	A1:G184	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	aiin	AIIN	Sollwert oder Grad des bezeichneten Himmelsplatzes	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
566	f67r2	f67r2.74	A1:G185	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	okeeody	OK+EE+OD+Y	diesen Posten länger aktivieren und eintragen	ASTRO_LOCAL_MODULE	ASTRO_OD_MARKED_ENTRY_MODIFIER	LOCAL_ASTRO_EXEMPLAR
567	f67r2	f67r2.74	A1:G186	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	qokoaiin	OK+AIIN	Sollwert aktivieren	ASTRO_LOCAL_MODULE	ASTRO_REGISTERED_IIN_AIIN_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
568	f67r2	f67r2.74	A1:G187	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	odain	OD+AIN	Portion markieren	ASTRO_LOCAL_MODULE	ASTRO_OD_MARKED_ENTRY_MODIFIER	LOCAL_ASTRO_EXEMPLAR
569	f67r2	f67r2.74	A1:G188	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	ar	AR	Ausgangssektor, Ursprung oder Bezugswert	ASTRO_LOCAL_MODULE	LOCAL_ASTRO_WORD	LOCAL_ASTRO_EXEMPLAR
570	f67r2	f67r2.74	A1:G189	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	air	AIR	Himmels-, Ring- oder Zeigerlauf	ASTRO_LOCAL_MODULE	LOCAL_ASTRO_WORD	LOCAL_ASTRO_EXEMPLAR
571	f67r2	f67r2.74	A1:G190	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	ay	A+Y	aktueller Hauptwert	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_PRIMITIVE_MICROCODE	LOCAL_ASTRO_EXEMPLAR
572	f68r1	f68r1.1	A2:G001	A2_LEFT_PANEL_HEADER	shokchy	HO+KCH	Eingangsposten + Bearbeiten	ASTRO_LOCAL_MODULE	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
573	f68r1	f68r1.1	A2:G002	A2_LEFT_PANEL_HEADER	chteey	EE	lange Tabellenstufe	ASTRO_LOCAL_MODULE	ASTRO_BOUND_EE_GRADE	LOCAL_ASTRO_EXEMPLAR
574	f68r1	f68r1.1	A2:G003	A2_LEFT_PANEL_HEADER	choteey	HO+OT+EE	nächsten Eingangsposten länger halten	ASTRO_LOCAL_MODULE	ASTRO_BOUND_EE_GRADE	LOCAL_ASTRO_EXEMPLAR
575	f68r1	f68r1.1	A2:G004	A2_LEFT_PANEL_HEADER	cphol	OL	im selben Ring, Band oder Satz fortsetzen	ASTRO_LOCAL_MODULE	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
576	f68r1	f68r1.1	A2:G005	A2_LEFT_PANEL_HEADER	cheor	CHEO	Bedingungs-, Tabellen- oder Wahlansatz	ASTRO_LOCAL_MODULE	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
577	f68r1	f68r1.1	A2:G006	A2_LEFT_PANEL_HEADER	opcheeol	OP+EE+OL	Paarfeld länger fortsetzen	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_INDEX_PAIR_CLASS_MICROCODE	LOCAL_ASTRO_EXEMPLAR
578	f68r1	f68r1.1	A2:G007	A2_LEFT_PANEL_HEADER	otor	OT+OR	nächster Satz	ASTRO_LOCAL_MODULE	ENRICHED_COMPONENT_READING	LOCAL_ASTRO_EXEMPLAR
579	f68r1	f68r1.1	A2:G008	A2_LEFT_PANEL_HEADER	choctheeey	HO+CTH+EEE	Eingangsposten vollständig bereit	ASTRO_LOCAL_MODULE	ASTRO_BOUND_EE_GRADE	LOCAL_ASTRO_EXEMPLAR
580	f68r1	f68r1.1	A2:G009	A2_LEFT_PANEL_HEADER	okchoal	KCH+AL	Bearbeiten + Ziel	ASTRO_LOCAL_MODULE	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
581	f68r1	f68r1.2	A2:G010	A2_MIDDLE_PANEL_HEADER	tochso	T+O+CH+S	sekundärer Grundzustand der Phase	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_INDEX_PAIR_CLASS_MICROCODE	LOCAL_ASTRO_EXEMPLAR
582	f68r1	f68r1.2	A2:G011	A2_MIDDLE_PANEL_HEADER	otchl	OT	naechster Platz oder folgende Bedingung	ASTRO_LOCAL_MODULE	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
583	f68r1	f68r1.2	A2:G012	A2_MIDDLE_PANEL_HEADER	qokeeedy	OK	vollstaendig setzen und den Eintrag schliessen	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
584	f68r1	f68r1.2	A2:G013	A2_MIDDLE_PANEL_HEADER	cheey	CHEEY	sichtbares Ergebnis / Ablesewert	ASTRO_LOCAL_MODULE	CROSS_REGISTER_CHEEY_READOUT	LOCAL_ASTRO_EXEMPLAR
585	f68r1	f68r1.2	A2:G014	A2_MIDDLE_PANEL_HEADER	cheeteey	EE+EE	zwei lange Tabellenstufen	ASTRO_LOCAL_MODULE	ASTRO_BOUND_EE_GRADE	LOCAL_ASTRO_EXEMPLAR
586	f68r1	f68r1.2	A2:G015	A2_MIDDLE_PANEL_HEADER	yteody	YT+E+OD+Y	diesen Platz kurz markieren	ASTRO_LOCAL_MODULE	ASTRO_OD_MARKED_ENTRY_MODIFIER	LOCAL_ASTRO_EXEMPLAR
587	f68r1	f68r1.2	A2:G016	A2_MIDDLE_PANEL_HEADER	chpor	OR	Bedingungs-, Tabellen- oder Wahlansatz	ASTRO_LOCAL_MODULE	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
588	f68r1	f68r1.2	A2:G017	A2_MIDDLE_PANEL_HEADER	cheokorchey	CHEO+OR	Auszug/Ausgabe + Ansatz/Satz	ASTRO_LOCAL_MODULE	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
589	f68r1	f68r1.2	A2:G018	A2_MIDDLE_PANEL_HEADER	chod	HO	Eingangsposten	ASTRO_LOCAL_MODULE	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
590	f68r1	f68r1.3	A2:G019	A2_RIGHT_PANEL_HEADER	ykor	YK+OR	bezeichnete Klasse oder Haus + OR	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_TABLE_STEM	LOCAL_ASTRO_EXEMPLAR
591	f68r1	f68r1.3	A2:G020	A2_RIGHT_PANEL_HEADER	shey	CHEEY	sichtbares Ergebnis / Ablesewert	ASTRO_LOCAL_MODULE	CROSS_REGISTER_CHEEY_READOUT	LOCAL_ASTRO_EXEMPLAR
592	f68r1	f68r1.3	A2:G021	A2_RIGHT_PANEL_HEADER	qocheey	CHEEY	Ablesewert	ASTRO_LOCAL_MODULE	CROSS_REGISTER_CHEEY_READOUT	LOCAL_ASTRO_EXEMPLAR
593	f68r1	f68r1.3	A2:G022	A2_RIGHT_PANEL_HEADER	chokal	HO+AL	Eingangsposten + Ziel	ASTRO_LOCAL_MODULE	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
594	f68r1	f68r1.3	A2:G023	A2_RIGHT_PANEL_HEADER	okeey	OK	in langer Stufe setzen	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
595	f68r1	f68r1.3	A2:G024	A2_RIGHT_PANEL_HEADER	ror	OR	Bedingungs-, Tabellen- oder Wahlansatz	ASTRO_LOCAL_MODULE	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
596	f68r1	f68r1.3	A2:G025	A2_RIGHT_PANEL_HEADER	eckhear	CKHE+AR	Seihen/Trennen + Quelle	ASTRO_LOCAL_MODULE	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
597	f68r1	f68r1.3	A2:G026	A2_RIGHT_PANEL_HEADER	daram	AR+AM	Quellaspekt	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_AM_G_OS_ROOT	LOCAL_ASTRO_EXEMPLAR
598	f68r1	f68r1.4	A2:G027	A2_MULTIPANEL_HEADER_FRAGMENT_04	dchor	HO	Bedingungs-, Tabellen- oder Wahlansatz	ASTRO_LOCAL_MODULE	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
599	f68r1	f68r1.4	A2:G028	A2_MULTIPANEL_HEADER_FRAGMENT_04	okaiiin	OK+IIN	Stufe aktivieren	ASTRO_LOCAL_MODULE	ASTRO_REGISTERED_IIN_AIIN_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
