astro_serial	page	locus	diagram_id	group_index_in_locus	surface	astro_token_id	FORMAL_VALUE	ATOMIC_OR_WHOLE_CARD_MNEMONIC	LOCAL_IATROMEDICAL_EXPANSION	NONMEDICAL_RIVAL	UNKNOWN_EXEMPLAR_STATUS	source_class	confidence	source_lineage
203	f68r1	f68r1.2	A2	4	cheey	ASTRO_f68r1_002_04	ASTRO_LOCAL_SLOT:CATALOGUE_INSTRUCTION	NOT_APPLICABLE_ASTRO_LOCAL	without changing the catalogue order	räumlicher Sternkatalog: without changing the catalogue order	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	CATALOGUE_INSTRUCTION	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
204	f68r1	f68r1.2	A2	5	cheeteey	ASTRO_f68r1_002_05	ASTRO_LOCAL_SLOT:CATALOGUE_INSTRUCTION	NOT_APPLICABLE_ASTRO_LOCAL	identify	räumlicher Sternkatalog: identify	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	CATALOGUE_INSTRUCTION	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
205	f68r1	f68r1.2	A2	6	yteody	ASTRO_f68r1_002_06	ASTRO_LOCAL_SLOT:CATALOGUE_INSTRUCTION	NOT_APPLICABLE_ASTRO_LOCAL	the lunar station	räumlicher Sternkatalog: the spatial calendar station	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	CATALOGUE_INSTRUCTION	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
206	f68r1	f68r1.2	A2	7	chpor	ASTRO_f68r1_002_07	ASTRO_LOCAL_SLOT:CATALOGUE_INSTRUCTION	NOT_APPLICABLE_ASTRO_LOCAL	by its drawn place	räumlicher Sternkatalog: by its drawn place	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	CATALOGUE_INSTRUCTION	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
207	f68r1	f68r1.2	A2	8	cheokorchey	ASTRO_f68r1_002_08	ASTRO_LOCAL_SLOT:CATALOGUE_INSTRUCTION	NOT_APPLICABLE_ASTRO_LOCAL	and consult its rule	räumlicher Sternkatalog: and consult its rule	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	CATALOGUE_INSTRUCTION	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
208	f68r1	f68r1.2	A2	9	chod	ASTRO_f68r1_002_09	ASTRO_LOCAL_SLOT:CATALOGUE_INSTRUCTION	NOT_APPLICABLE_ASTRO_LOCAL	without changing the catalogue order	räumlicher Sternkatalog: without changing the catalogue order	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	CATALOGUE_INSTRUCTION	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
209	f68r1	f68r1.3	A2	1	ykor	ASTRO_f68r1_003_01	ASTRO_LOCAL_SLOT:CATALOGUE_INSTRUCTION	NOT_APPLICABLE_ASTRO_LOCAL	by its drawn place	räumlicher Sternkatalog: by its drawn place	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	CATALOGUE_INSTRUCTION	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
210	f68r1	f68r1.3	A2	2	shey	ASTRO_f68r1_003_02	ASTRO_LOCAL_SLOT:CATALOGUE_INSTRUCTION	NOT_APPLICABLE_ASTRO_LOCAL	and consult its rule	räumlicher Sternkatalog: and consult its rule	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	CATALOGUE_INSTRUCTION	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
211	f68r1	f68r1.3	A2	3	qocheey	ASTRO_f68r1_003_03	ASTRO_LOCAL_SLOT:CATALOGUE_INSTRUCTION	NOT_APPLICABLE_ASTRO_LOCAL	without changing the catalogue order	räumlicher Sternkatalog: without changing the catalogue order	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	CATALOGUE_INSTRUCTION	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
212	f68r1	f68r1.3	A2	4	chokal	ASTRO_f68r1_003_04	ASTRO_LOCAL_SLOT:CATALOGUE_INSTRUCTION	NOT_APPLICABLE_ASTRO_LOCAL	identify	räumlicher Sternkatalog: identify	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	CATALOGUE_INSTRUCTION	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
213	f68r1	f68r1.3	A2	5	okeey	ASTRO_f68r1_003_05	ASTRO_LOCAL_SLOT:CATALOGUE_INSTRUCTION	NOT_APPLICABLE_ASTRO_LOCAL	the lunar station	räumlicher Sternkatalog: the spatial calendar station	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	CATALOGUE_INSTRUCTION	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
214	f68r1	f68r1.3	A2	6	ror	ASTRO_f68r1_003_06	ASTRO_LOCAL_SLOT:CATALOGUE_INSTRUCTION	NOT_APPLICABLE_ASTRO_LOCAL	by its drawn place	räumlicher Sternkatalog: by its drawn place	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	CATALOGUE_INSTRUCTION	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
215	f68r1	f68r1.3	A2	7	eckhear	ASTRO_f68r1_003_07	ASTRO_LOCAL_SLOT:CATALOGUE_INSTRUCTION	NOT_APPLICABLE_ASTRO_LOCAL	and consult its rule	räumlicher Sternkatalog: and consult its rule	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	CATALOGUE_INSTRUCTION	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
216	f68r1	f68r1.3	A2	8	daram	ASTRO_f68r1_003_08	ASTRO_LOCAL_SLOT:CATALOGUE_INSTRUCTION	NOT_APPLICABLE_ASTRO_LOCAL	without changing the catalogue order	räumlicher Sternkatalog: without changing the catalogue order	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	CATALOGUE_INSTRUCTION	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
217	f68r1	f68r1.4	A2	1	dchor	ASTRO_f68r1_004_01	ASTRO_LOCAL_SLOT:CATALOGUE_INSTRUCTION	NOT_APPLICABLE_ASTRO_LOCAL	and consult its rule	räumlicher Sternkatalog: and consult its rule	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	CATALOGUE_INSTRUCTION	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
218	f68r1	f68r1.4	A2	2	okaiiin	ASTRO_f68r1_004_02	ASTRO_LOCAL_SLOT:CATALOGUE_INSTRUCTION	NOT_APPLICABLE_ASTRO_LOCAL	without changing the catalogue order	räumlicher Sternkatalog: without changing the catalogue order	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	CATALOGUE_INSTRUCTION	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
219	f68r1	f68r1.5	A2	1	yky	ASTRO_f68r1_005_01	ASTRO_LOCAL_SLOT:CATALOGUE_INSTRUCTION	NOT_APPLICABLE_ASTRO_LOCAL	without changing the catalogue order	räumlicher Sternkatalog: without changing the catalogue order	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	CATALOGUE_INSTRUCTION	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
220	f68r1	f68r1.6	A2	1	dary	ASTRO_f68r1_006_01	ASTRO_LOCAL_SLOT:CATALOGUE_INSTRUCTION	NOT_APPLICABLE_ASTRO_LOCAL	identify	räumlicher Sternkatalog: identify	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	CATALOGUE_INSTRUCTION	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
221	f68r1	f68r1.7	A2	1	chkchykoly	ASTRO_f68r1_007_01	ASTRO_LOCAL_SLOT:CATALOGUE_INSTRUCTION	NOT_APPLICABLE_ASTRO_LOCAL	the lunar station	räumlicher Sternkatalog: the spatial calendar station	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	CATALOGUE_INSTRUCTION	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
222	f68r1	f68r1.8	A2	1	okodaly	ASTRO_f68r1_008_01	ASTRO_LOCAL_SLOT:CENTRAL_LUNAR_OWNER	NOT_APPLICABLE_ASTRO_LOCAL	the Moon governing the twenty-eight stations	Zentralzeichen als Besitzer des räumlichen Kalenderkatalogs führen	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	CENTRAL_LUNAR_OWNER	.32	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
223	f68r1	f68r1.9	A2	1	odchecthy	ASTRO_f68r1_009_01	ASTRO_LOCAL_SLOT:SPATIAL_LUNAR_STATION	NOT_APPLICABLE_ASTRO_LOCAL	noncentral lunar station at source locus f68r1.9	räumliche Stern- oder Kalenderstation am Locus f68r1.9 nach Bildlage nachschlagen	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SPATIAL_LUNAR_STATION	.30	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
224	f68r1	f68r1.10	A2	1	otcheody	ASTRO_f68r1_010_01	ASTRO_LOCAL_SLOT:SPATIAL_LUNAR_STATION	NOT_APPLICABLE_ASTRO_LOCAL	noncentral lunar station at source locus f68r1.10	räumliche Stern- oder Kalenderstation am Locus f68r1.10 nach Bildlage nachschlagen	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SPATIAL_LUNAR_STATION	.30	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
225	f68r1	f68r1.11	A2	1	okoaly	ASTRO_f68r1_011_01	ASTRO_LOCAL_SLOT:SPATIAL_LUNAR_STATION	NOT_APPLICABLE_ASTRO_LOCAL	noncentral lunar station at source locus f68r1.11	räumliche Stern- oder Kalenderstation am Locus f68r1.11 nach Bildlage nachschlagen	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SPATIAL_LUNAR_STATION	.30	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
226	f68r1	f68r1.12	A2	1	chocfhy	ASTRO_f68r1_012_01	ASTRO_LOCAL_SLOT:SPATIAL_LUNAR_STATION	NOT_APPLICABLE_ASTRO_LOCAL	noncentral lunar station at source locus f68r1.12	räumliche Stern- oder Kalenderstation am Locus f68r1.12 nach Bildlage nachschlagen	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SPATIAL_LUNAR_STATION	.30	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
227	f68r1	f68r1.13	A2	1	octhey	ASTRO_f68r1_013_01	ASTRO_LOCAL_SLOT:SPATIAL_LUNAR_STATION	NOT_APPLICABLE_ASTRO_LOCAL	noncentral lunar station at source locus f68r1.13	räumliche Stern- oder Kalenderstation am Locus f68r1.13 nach Bildlage nachschlagen	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SPATIAL_LUNAR_STATION	.30	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
228	f68r1	f68r1.14	A2	1	otshey	ASTRO_f68r1_014_01	ASTRO_LOCAL_SLOT:SPATIAL_LUNAR_STATION	NOT_APPLICABLE_ASTRO_LOCAL	noncentral lunar station at source locus f68r1.14	räumliche Stern- oder Kalenderstation am Locus f68r1.14 nach Bildlage nachschlagen	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SPATIAL_LUNAR_STATION	.30	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
229	f68r1	f68r1.15	A2	1	otydy	ASTRO_f68r1_015_01	ASTRO_LOCAL_SLOT:SPATIAL_LUNAR_STATION	NOT_APPLICABLE_ASTRO_LOCAL	noncentral lunar station at source locus f68r1.15	räumliche Stern- oder Kalenderstation am Locus f68r1.15 nach Bildlage nachschlagen	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SPATIAL_LUNAR_STATION	.30	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
230	f68r1	f68r1.16	A2	1	okear	ASTRO_f68r1_016_01	ASTRO_LOCAL_SLOT:SPATIAL_LUNAR_STATION	NOT_APPLICABLE_ASTRO_LOCAL	noncentral lunar station at source locus f68r1.16	räumliche Stern- oder Kalenderstation am Locus f68r1.16 nach Bildlage nachschlagen	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SPATIAL_LUNAR_STATION	.30	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
231	f68r1	f68r1.17	A2	1	cphocthy	ASTRO_f68r1_017_01	ASTRO_LOCAL_SLOT:SPATIAL_LUNAR_STATION	NOT_APPLICABLE_ASTRO_LOCAL	noncentral lunar station at source locus f68r1.17	räumliche Stern- oder Kalenderstation am Locus f68r1.17 nach Bildlage nachschlagen	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SPATIAL_LUNAR_STATION	.30	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
232	f68r1	f68r1.18	A2	1	ytchody	ASTRO_f68r1_018_01	ASTRO_LOCAL_SLOT:SPATIAL_LUNAR_STATION	NOT_APPLICABLE_ASTRO_LOCAL	noncentral lunar station at source locus f68r1.18	räumliche Stern- oder Kalenderstation am Locus f68r1.18 nach Bildlage nachschlagen	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SPATIAL_LUNAR_STATION	.30	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
233	f68r1	f68r1.19	A2	1	otys	ASTRO_f68r1_019_01	ASTRO_LOCAL_SLOT:SPATIAL_LUNAR_STATION	NOT_APPLICABLE_ASTRO_LOCAL	noncentral lunar station at source locus f68r1.19	räumliche Stern- oder Kalenderstation am Locus f68r1.19 nach Bildlage nachschlagen	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SPATIAL_LUNAR_STATION	.30	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
234	f68r1	f68r1.20	A2	1	olor	ASTRO_f68r1_020_01	ASTRO_LOCAL_SLOT:SPATIAL_LUNAR_STATION	NOT_APPLICABLE_ASTRO_LOCAL	noncentral lunar station at source locus f68r1.20	räumliche Stern- oder Kalenderstation am Locus f68r1.20 nach Bildlage nachschlagen	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SPATIAL_LUNAR_STATION	.30	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
235	f68r1	f68r1.21	A2	1	ockhy	ASTRO_f68r1_021_01	ASTRO_LOCAL_SLOT:SPATIAL_LUNAR_STATION	NOT_APPLICABLE_ASTRO_LOCAL	noncentral lunar station at source locus f68r1.21	räumliche Stern- oder Kalenderstation am Locus f68r1.21 nach Bildlage nachschlagen	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SPATIAL_LUNAR_STATION	.30	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
236	f68r1	f68r1.22	A2	1	ofcheor	ASTRO_f68r1_022_01	ASTRO_LOCAL_SLOT:SPATIAL_LUNAR_STATION	NOT_APPLICABLE_ASTRO_LOCAL	noncentral lunar station at source locus f68r1.22	räumliche Stern- oder Kalenderstation am Locus f68r1.22 nach Bildlage nachschlagen	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SPATIAL_LUNAR_STATION	.30	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
237	f68r1	f68r1.23	A2	1	otchdy	ASTRO_f68r1_023_01	ASTRO_LOCAL_SLOT:SPATIAL_LUNAR_STATION	NOT_APPLICABLE_ASTRO_LOCAL	noncentral lunar station at source locus f68r1.23	räumliche Stern- oder Kalenderstation am Locus f68r1.23 nach Bildlage nachschlagen	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SPATIAL_LUNAR_STATION	.30	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
238	f68r1	f68r1.24	A2	1	otykchs	ASTRO_f68r1_024_01	ASTRO_LOCAL_SLOT:SPATIAL_LUNAR_STATION	NOT_APPLICABLE_ASTRO_LOCAL	noncentral lunar station at source locus f68r1.24	räumliche Stern- oder Kalenderstation am Locus f68r1.24 nach Bildlage nachschlagen	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SPATIAL_LUNAR_STATION	.30	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
239	f68r1	f68r1.25	A2	1	otol	ASTRO_f68r1_025_01	ASTRO_LOCAL_SLOT:SPATIAL_LUNAR_STATION	NOT_APPLICABLE_ASTRO_LOCAL	noncentral lunar station at source locus f68r1.25	räumliche Stern- oder Kalenderstation am Locus f68r1.25 nach Bildlage nachschlagen	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SPATIAL_LUNAR_STATION	.30	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
240	f68r1	f68r1.26	A2	1	otor	ASTRO_f68r1_026_01	ASTRO_LOCAL_SLOT:SPATIAL_LUNAR_STATION	NOT_APPLICABLE_ASTRO_LOCAL	noncentral lunar station at source locus f68r1.26	räumliche Stern- oder Kalenderstation am Locus f68r1.26 nach Bildlage nachschlagen	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SPATIAL_LUNAR_STATION	.30	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
241	f68r1	f68r1.27	A2	1	oiinar	ASTRO_f68r1_027_01	ASTRO_LOCAL_SLOT:SPATIAL_LUNAR_STATION	NOT_APPLICABLE_ASTRO_LOCAL	noncentral lunar station at source locus f68r1.27	räumliche Stern- oder Kalenderstation am Locus f68r1.27 nach Bildlage nachschlagen	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SPATIAL_LUNAR_STATION	.30	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
242	f68r1	f68r1.28	A2	1	okoldy	ASTRO_f68r1_028_01	ASTRO_LOCAL_SLOT:SPATIAL_LUNAR_STATION	NOT_APPLICABLE_ASTRO_LOCAL	noncentral lunar station at source locus f68r1.28	räumliche Stern- oder Kalenderstation am Locus f68r1.28 nach Bildlage nachschlagen	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SPATIAL_LUNAR_STATION	.30	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
243	f68r1	f68r1.29	A2	1	ykchdy	ASTRO_f68r1_029_01	ASTRO_LOCAL_SLOT:SPATIAL_LUNAR_STATION	NOT_APPLICABLE_ASTRO_LOCAL	noncentral lunar station at source locus f68r1.29	räumliche Stern- oder Kalenderstation am Locus f68r1.29 nach Bildlage nachschlagen	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SPATIAL_LUNAR_STATION	.30	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
244	f68r1	f68r1.30	A2	1	oeeody	ASTRO_f68r1_030_01	ASTRO_LOCAL_SLOT:SPATIAL_LUNAR_STATION	NOT_APPLICABLE_ASTRO_LOCAL	noncentral lunar station at source locus f68r1.30	räumliche Stern- oder Kalenderstation am Locus f68r1.30 nach Bildlage nachschlagen	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SPATIAL_LUNAR_STATION	.30	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
245	f68r1	f68r1.31	A2	1	ocphy	ASTRO_f68r1_031_01	ASTRO_LOCAL_SLOT:SPATIAL_LUNAR_STATION	NOT_APPLICABLE_ASTRO_LOCAL	noncentral lunar station at source locus f68r1.31	räumliche Stern- oder Kalenderstation am Locus f68r1.31 nach Bildlage nachschlagen	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SPATIAL_LUNAR_STATION	.30	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
246	f68r1	f68r1.32	A2	1	okeeodal	ASTRO_f68r1_032_01	ASTRO_LOCAL_SLOT:SPATIAL_LUNAR_STATION	NOT_APPLICABLE_ASTRO_LOCAL	noncentral lunar station at source locus f68r1.32	räumliche Stern- oder Kalenderstation am Locus f68r1.32 nach Bildlage nachschlagen	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SPATIAL_LUNAR_STATION	.30	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
247	f68r1	f68r1.33	A2	1	okshor	ASTRO_f68r1_033_01	ASTRO_LOCAL_SLOT:SPATIAL_LUNAR_STATION	NOT_APPLICABLE_ASTRO_LOCAL	noncentral lunar station at source locus f68r1.33	räumliche Stern- oder Kalenderstation am Locus f68r1.33 nach Bildlage nachschlagen	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SPATIAL_LUNAR_STATION	.30	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
