card_rank	joint_tuple_id	surface_examples_display_only	visible_occurrences	pages	formal_formula_opaque	autonomous_operational_class	autonomous_readback_token	formal_channel_status	optional_master_gloss	exact_1414_category_if_any	historical_attestation_status	historical_attestation_detail	v77_frozen_decision	withdrawn_v69_class	portable_word_status	source_dependency	semantic_ceiling
161	e0b630cb1b5df5e7105b	checthy|cthy|shcthy	7	f10r|f11r|f83r	OPAQUE_PAYLOAD	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	EXEMPLAR_VALUE_UNKNOWN	EXACT_WORKING_MNEMONIC	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
162	e2eb77ca9d9e1a8ba29a	qolchey	1	f83r	OPAQUE_PAYLOAD	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
163	e8a6105b5c3a6220b440	qotchol	1	f10r	FRAME_OT(OPAQUE_PAYLOAD)	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
164	eb2e4bc143f623ee03ac	qokylddy	1	f83r	CLOSE(OPAQUE_PAYLOAD)	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
165	ecce30bc8dcc400bf2c8	qockhey	1	f83r	OPAQUE_PAYLOAD	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
166	f0db6d30cd34f4cb2a4d	chkeey	1	f82r	OPAQUE_PAYLOAD	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
167	f2af6326898fb5b490a4	lochedy	1	f82r	CLOSE(OPAQUE_PAYLOAD)	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
168	f329f2051370174e9a38	lcheckhy	1	f82r	OPAQUE_PAYLOAD	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
169	f3c23f42baf625639e1e	cthaiin	1	f10r	OPAQUE_PAYLOAD + <ARG_AIIN>	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
170	f7dc90b2c31fd341f0a4	ykaiin	1	f55v	OPAQUE_PAYLOAD + <ARG_AIIN>	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
171	faf321940aed922846a9	otchey	2	f56r|f83r	FRAME_OT(OPAQUE_PAYLOAD)	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	EXEMPLAR_VALUE_UNKNOWN	EXACT_WORKING_MNEMONIC	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
172	fcc1deda9e24ec268eb0	daiiin	1	f83r	OPAQUE_PAYLOAD	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
173	ff178343c18e287ce3b7	qoteedy	2	f82r|f83r	CLOSE(FRAME_OT(OPAQUE_PAYLOAD))	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
