event_serial	event_id	section	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	surface_display_only	image_owner_id	owner_break_before	owner_reset	literal_visible_layer	autonomous_primary_token	optional_questioned_master_gloss	occurrence_bound_exemplar	source_token_count	read_action	line_crossing	terminal_status	source_class	source_expansion_confidence	strongest_rival	strongest_contradiction	semantic_ceiling	source_lineage
26	E026	HERBAL	H2	f10r	f10r.8	F004	H2-S002	497cbd9c7401810ff56b	otol	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	NO	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB; EXEMPLAR] > [OPAQUE_CARD:497cbd9c7401810ff56b; SURFACE:otol]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Nimm eine Handvoll]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO__SINGLE_FIELD	NONCLOSE	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.31	Technischer Pflanzenmaterial-Rivale: eine Teilmenge dem lokalen Posten in ein Vergleichsgefäß geben.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Handvoll.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
27	E027	HERBAL	H2	f10r	f10r.8	F004	H2-S002	dcda95c81a5460feb191	chol	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	NO	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB; EXEMPLAR] > [OPAQUE_CARD:dcda95c81a5460feb191; SURFACE:chol]	[FORMAL_LINK_OR_SLOT]	ET?=UND/AUCH?__OPTIONAL_QUESTIONED_MASTER_GLOSS_ONLY	[EXEMPLAR:kein eigener Inhaltswert; nur additive oder koordinierende Verknüpfung der benachbarten Quellenglieder]	1	READ_ONE_VISIBLE_SOURCE_TOKEN	NO__SINGLE_FIELD	NONCLOSE	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.46	Technischer Pflanzenmaterial-Rivale: formalen aktiven Link zwischen Vergleichsgefäß und laufender Charge setzen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Arbeitsansatz.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
28	E028	HERBAL	H2	f10r	f10r.8	F004	H2-S002	dec401773c1f0347793d	cholor	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	NO	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB; EXEMPLAR] > [OPAQUE_CARD:dec401773c1f0347793d; SURFACE:cholor]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Nimm den vorherigen Posten hinzu]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO__SINGLE_FIELD	NONCLOSE	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.46	Technischer Pflanzenmaterial-Rivale: vorige Charge dem lokalen Posten wieder aufnehmen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind vorheriger Posten.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
29	E029	HERBAL	H2	f10r	f10r.8	F004	H2-S002	dcda95c81a5460feb191	chol	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	NO	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB; EXEMPLAR] > [OPAQUE_CARD:dcda95c81a5460feb191; SURFACE:chol]	[FORMAL_LINK_OR_SLOT]	ET?=UND/AUCH?__OPTIONAL_QUESTIONED_MASTER_GLOSS_ONLY	[EXEMPLAR:kein eigener Inhaltswert; nur additive oder koordinierende Verknüpfung der benachbarten Quellenglieder]	1	READ_ONE_VISIBLE_SOURCE_TOKEN	NO__SINGLE_FIELD	NONCLOSE	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.46	Technischer Pflanzenmaterial-Rivale: diese vorige Charge an Vergleich dem lokalen Posten verknüpfen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Arbeitsansatz.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
30	E030	HERBAL	H2	f10r	f10r.8	F004	H2-S002	2f1c5e56e8f0ff459065	daiin	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	NO	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB; EXEMPLAR] > [OPAQUE_CARD:2f1c5e56e8f0ff459065; SURFACE:daiin]	[FORMAL:FORMAL_PARAMETER_CHANNEL; KEIN WORT]	NONE	[EXEMPLAR:Gib von beiden das gleiche örtliche Maß]	1	READ_FORMAL_CHANNEL	NO__SINGLE_FIELD	NONCLOSE	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.46	Technischer Pflanzenmaterial-Rivale: Sollmenge für dem lokalen Posten buchen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Dosis.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
31	E031	HERBAL	H2	f10r	f10r.8	F004	H2-S002	4d4559019a961b834aa1	dar	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	NO	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB; EXEMPLAR] > [OPAQUE_CARD:4d4559019a961b834aa1; SURFACE:dar]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Vereinige die beiden Fraktionen]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO__SINGLE_FIELD	NONCLOSE	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.32	Technischer Pflanzenmaterial-Rivale: frühe Fraktion vollständig mazerieren.	Die Bildpflanze enthält passende Formen, doch keine Textlinie bindet dieses Ereignis sicher an Fraktionen.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
32	E032	HERBAL	H2	f10r	f10r.9	F005	H2-S003	27d97af8c96eb056c2e6	oykchor	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	NO	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB; EXEMPLAR] > [OPAQUE_CARD:27d97af8c96eb056c2e6; SURFACE:oykchor]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Gib sie in ein glasiertes Gefäß]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO__SINGLE_FIELD	NONCLOSE	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.25	Technischer Pflanzenmaterial-Rivale: späte Erntefraktion dem lokalen Posten eröffnen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind glasiertes Gefäß.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
33	E033	HERBAL	H2	f10r	f10r.9	F005	H2-S003	7a4bb8136330ee4e6e56	shor	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	NO	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB; EXEMPLAR] > [OPAQUE_CARD:7a4bb8136330ee4e6e56; SURFACE:shor]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Führe die Mischung als Salbenansatz]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO__SINGLE_FIELD	NONCLOSE	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.46	Technischer Pflanzenmaterial-Rivale: dem lokalen Posten als ersten aktiven Ansatz führen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Salbenansatz.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
34	E034	HERBAL	H2	f10r	f10r.9	F005	H2-S003	7a4bb8136330ee4e6e56	chor	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	NO	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB; EXEMPLAR] > [OPAQUE_CARD:7a4bb8136330ee4e6e56; SURFACE:chor]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Der wiederholte Ansatzvermerk bestätigt hier denselben Salbenposten]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO__SINGLE_FIELD	NONCLOSE	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.46	Technischer Pflanzenmaterial-Rivale: späte Teilcharge dem lokalen Posten als zweiten aktiven Ansatz führen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Salbenansatz.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
35	E035	HERBAL	H2	f10r	f10r.9	F005	H2-S003	b921a237be883a820352	chy	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	NO	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB; EXEMPLAR] > [OPAQUE_CARD:b921a237be883a820352; SURFACE:chy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Rühre bei kleinem Feuer]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO__SINGLE_FIELD	NONCLOSE	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.30	Technischer Pflanzenmaterial-Rivale: beide Ernteauszüge in getrennten Gefäßen umrühren.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Feuer.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
36	E036	HERBAL	H2	f10r	f10r.9	F005	H2-S003	409de02322e7b2ca0c62	kaiiin	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	NO	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB; EXEMPLAR] > [OPAQUE_CARD:409de02322e7b2ca0c62; SURFACE:kaiiin]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Bis eine weiche Salbe entsteht]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO__SINGLE_FIELD	NONCLOSE	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.31	Technischer Pflanzenmaterial-Rivale: beide durch dasselbe Tuch seihen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Salbe.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
37	E037	HERBAL	H2	f10r	f10r.9	F005	H2-S003	b921a237be883a820352	dy	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	NO	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB; EXEMPLAR] > [OPAQUE_CARD:b921a237be883a820352; SURFACE:dy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Bewahre sie bedeckt]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO__SINGLE_FIELD	NONCLOSE	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.28	Technischer Pflanzenmaterial-Rivale: Farbe und Bodensatz als Vergleichsmerkmale notieren.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Vorratsgefäß.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
38	E038	HERBAL	H2	f10r	f10r.9	F005	H2-S003	834825c61d048a6b5628	chodaiin	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	NO	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB; EXEMPLAR] > [OPAQUE_CARD:834825c61d048a6b5628; SURFACE:chodaiin]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Lege sie äußerlich auf ein Geschwür oder eine harte Schwellung]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO__SINGLE_FIELD	NONCLOSE	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.18	Technischer Pflanzenmaterial-Rivale: Vergleichspaar dem lokalen Posten/dem lokalen Posten verschlossen lagern.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Geschwür, Schwellung.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
39	E039	HERBAL	H3	f11r	f11r.1	F006	H3-S001	953ad19b79517fc8a211	tshol	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	RECORD_START	NO	[OWNER:WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT; EXEMPLAR] > [OPAQUE_CARD:953ad19b79517fc8a211; SURFACE:tshol]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Nimm im ersten Frühjahr Blüten und junge Blätter der unbenannten Pflanze]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO__SINGLE_FIELD	NONCLOSE	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.32	Technischer Pflanzenmaterial-Rivale: Bildbesitzer H3 als Blüten-Kraut-Los dem lokalen Posten eröffnen.	Die Bildpflanze enthält passende Formen, doch keine Textlinie bindet dieses Ereignis sicher an Blüten, junge Blätter; Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Frühjahr.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
40	E040	HERBAL	H3	f11r	f11r.1	F006	H3-S001	428a5e3662aa57b4b256	schoal	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	SAME_OWNER	NO	[OWNER:WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT; EXEMPLAR] > [OPAQUE_CARD:428a5e3662aa57b4b256; SURFACE:schoal]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Koche sie in reinem Wein]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO__SINGLE_FIELD	NONCLOSE	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.25	Technischer Pflanzenmaterial-Rivale: junge oberirdische Teile sammeln.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Wein.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
41	E041	HERBAL	H3	f11r	f11r.1	F006	H3-S001	bdad9f9ea8b80f141496	cfhy	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	SAME_OWNER	NO	[OWNER:WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT; EXEMPLAR] > [OPAQUE_CARD:bdad9f9ea8b80f141496; SURFACE:cfhy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Wring den Ansatz durch ein feines Tuch]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO__SINGLE_FIELD	NONCLOSE	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.28	Technischer Pflanzenmaterial-Rivale: Blütenköpfe und Blätter in zwei Schalen sortieren.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Tuch.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
42	E042	HERBAL	H3	f11r	f11r.1	F006	H3-S001	a8af08e69edab8e54f15	shfydaiin	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	SAME_OWNER	NO	[OWNER:WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT; EXEMPLAR] > [OPAQUE_CARD:a8af08e69edab8e54f15; SURFACE:shfydaiin]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Lass den Auszug stehen]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO__SINGLE_FIELD	NONCLOSE	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.29	Technischer Pflanzenmaterial-Rivale: Krautfraktion quetschen und in Wasser mazerieren.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Auszug.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
43	E043	HERBAL	H3	f11r	f11r.1	F006	H3-S001	deb377381ceaf55ea310	cphy	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	SAME_OWNER	NO	[OWNER:WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT; EXEMPLAR] > [OPAQUE_CARD:deb377381ceaf55ea310; SURFACE:cphy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Seihe ihn nochmals durch ein Tuch]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO__SINGLE_FIELD	NONCLOSE	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.28	Technischer Pflanzenmaterial-Rivale: Auszug zuerst grob, dann durch Tuch seihen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Tuch.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
44	E044	HERBAL	H3	f11r	f11r.1	F006	H3-S001	b5df9126607030b95175	shey	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	SAME_OWNER	NO	[OWNER:WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT; EXEMPLAR] > [OPAQUE_CARD:b5df9126607030b95175; SURFACE:shey]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Warte, bis der örtlich verlangte klare Zustand erreicht ist]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO__SINGLE_FIELD	NONCLOSE	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.46	Technischer Pflanzenmaterial-Rivale: Klarheitszustand des Filtrats dem lokalen Posten prüfen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Klarzustand.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
45	E045	HERBAL	H3	f11r	f11r.1	F006	H3-S001	2e2027b1951d79911e24	tchody	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	SAME_OWNER	NO	[OWNER:WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT; EXEMPLAR] > [OPAQUE_CARD:2e2027b1951d79911e24; SURFACE:tchody]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Lass ihn abkühlen; damit endet der erste Posten]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO__SINGLE_FIELD	TERMINAL	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.40	Technischer Pflanzenmaterial-Rivale: klares Filtrat absetzen lassen und Feld schließen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Abkühlung.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
46	E046	HERBAL	H3	f11r	f11r.1	F007	H3-S002	577c03a928d674d420d7	shoyty	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	SAME_OWNER	NO	[OWNER:WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT; EXEMPLAR] > [OPAQUE_CARD:577c03a928d674d420d7; SURFACE:shoyty]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Behalte einen Teil der frischen Blüten für eine zweite Arznei zurück]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO__SINGLE_FIELD	NONCLOSE	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.31	Technischer Pflanzenmaterial-Rivale: einen Blütenkopf als Referenzfraktion dem lokalen Posten zurücklegen.	Die Bildpflanze enthält passende Formen, doch keine Textlinie bindet dieses Ereignis sicher an Blüten; Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind zweite Arznei.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
47	E047	HERBAL	H3	f11r	f11r.4	F008	H3-S003	d665560c8ff80799a82c	dchol	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	SAME_OWNER	NO	[OWNER:WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT; EXEMPLAR] > [OPAQUE_CARD:d665560c8ff80799a82c; SURFACE:dchol]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Nimm den ersten Auszug wieder auf]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO__SINGLE_FIELD	NONCLOSE	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.34	Technischer Pflanzenmaterial-Rivale: Filtrat dem lokalen Posten wieder aufnehmen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind erster Auszug.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
48	E048	HERBAL	H3	f11r	f11r.4	F008	H3-S003	b921a237be883a820352	chy	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	SAME_OWNER	NO	[OWNER:WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT; EXEMPLAR] > [OPAQUE_CARD:b921a237be883a820352; SURFACE:chy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Nimm davon einen Anteil]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO__SINGLE_FIELD	NONCLOSE	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.31	Technischer Pflanzenmaterial-Rivale: drei gleiche Probengläser bereitstellen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Anteil.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
49	E049	HERBAL	H3	f11r	f11r.4	F008	H3-S003	b2812c8283c3a62438bd	kchy	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	SAME_OWNER	NO	[OWNER:WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT; EXEMPLAR] > [OPAQUE_CARD:b2812c8283c3a62438bd; SURFACE:kchy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Gib ihn als Trank]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO__SINGLE_FIELD	NONCLOSE	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.25	Technischer Pflanzenmaterial-Rivale: Filtrat auf die Probengläser verteilen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Trank.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
50	E050	HERBAL	H3	f11r	f11r.4	F008	H3-S003	b921a237be883a820352	dy	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	SAME_OWNER	NO	[OWNER:WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT; EXEMPLAR] > [OPAQUE_CARD:b921a237be883a820352; SURFACE:dy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Gebrauche ihn bei bedrücktem Gemüt und beschwerter Brust]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO__SINGLE_FIELD	NONCLOSE	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.18	Technischer Pflanzenmaterial-Rivale: Farbton und Niederschlag je Glas vermerken.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Gemütsbeschwerde, Brustbeschwerde.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
51	E051	HERBAL	H3	f11r	f11r.4	F008	H3-S003	2f1c5e56e8f0ff459065	daiin	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	SAME_OWNER	NO	[OWNER:WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT; EXEMPLAR] > [OPAQUE_CARD:2f1c5e56e8f0ff459065; SURFACE:daiin]	[FORMAL:FORMAL_PARAMETER_CHANNEL; KEIN WORT]	NONE	[EXEMPLAR:Gib ein kleines örtliches Maß]	1	READ_FORMAL_CHANNEL	NO__SINGLE_FIELD	NONCLOSE	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.46	Technischer Pflanzenmaterial-Rivale: Sollmenge je Probenglas buchen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Dosis.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
