statement_id	record_unit_id	page	sentence_index_in_record	constituent_fields	physical_lines	visible_event_count	independent_source_positions	event_serials	exact_card_order	operational_formal_order	optional_master_gloss_order	cross_field_transitions	cross_physical_line_transitions	cross_line_owner_reset_events	read_once_visible_pair	derived_formal_visible_atoms	master_memorized_visible_expansions	master_memorized_statement_content	leading_content_model	rival_content_model	rival_statement_content	strongest_contradiction	semantic_recovery_without_master	new_word_contribution	canonical_ceiling
B4-S002	B4	f83r	2	F110	f83r.25	3	3	316|317|318	e2eb77ca9d9e1a8ba29a|0275fbf14e07935b0a45|7db18b2f0fb7ed0fcfd3	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE|NONE	0	0	NONE	NONE	3	3	Fülle danach das Gefäß. Die Charge für den vorgesehenen Gebrauch temperieren. Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B4-S003	B4	f83r	3	F111|F112	f83r.25|f83r.26	7	7	319|320|321|322|323|324|325	6f7ff8287eddf4da9fdb|90bcf0a9ec0ef56399e6|faf321940aed922846a9|0275fbf14e07935b0a45|276a7c2d74d1143446f4|dcda95c81a5460feb191|bc4f1f5c006c74a4d26d	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|FORMAL_LINK_OR_SLOT|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE|NONE|NONE|NONE|ET?|NONE	1	1	NONE	NONE	7	7	Rühre, bis alles gleichmäßig vermischt ist. Zum unteren Ablauf hin. Einen recordlokalen Anteil auswählen. Die Charge für den vorgesehenen Gebrauch temperieren. Den gefilterten Waschposten an der äußeren Haut- oder Wundstelle gebrauchen. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Lasse es bis zur Bereitschaft stehen und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B4-S004	B4	f83r	4	F113	f83r.26	1	1	326	eb2e4bc143f623ee03ac	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE	0	0	NONE	NONE	1	1	Lege das warme Tuch auf die äußere Haut- oder Wundstelle und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B4-S005	B4	f83r	5	F114	f83r.27	3	3	327|328|329	53cd0637c6820ba5e91f|6f7ff8287eddf4da9fdb|7d25241b0e56c836372a	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE|NONE	0	0	NONE	NONE	3	3	Durch ein Tuch. Rühre, bis alles gleichmäßig vermischt ist. Tauche das Tuch oder die Auflage in die temperierte Flüssigkeit und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B4-S006	B4	f83r	6	F115	f83r.27	1	1	330	d68bc8de3bcee09db23c	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE	0	0	NONE	NONE	1	1	Seihe es einmal durch ein Tuch und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B4-S007	B4	f83r	7	F116	f83r.27	1	1	331	d68bc8de3bcee09db23c	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE	0	0	NONE	NONE	1	1	Seihe es einmal durch ein Tuch und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B4-S008	B4	f83r	8	F117	f83r.28	4	4	332|333|334|335	2f1c5e56e8f0ff459065|2c1a5fd92b9e3c762242|92e43836d82f98bf02d3|7db18b2f0fb7ed0fcfd3	FORMAL_PARAMETER_CHANNEL__NOT_A_WORD|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE|NONE|NONE	0	0	NONE	NONE	4	4	Den aktiven Posten nach der örtlichen Vorschrift bemessen. Solange es noch warm ist. Die erste Öffnung. Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B4-S009	B4	f83r	9	F118	f83r.28	1	1	336	bc4f1f5c006c74a4d26d	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE	0	0	NONE	NONE	1	1	Lasse es bis zur Bereitschaft stehen und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B4-S010	B4	f83r	10	F119	f83r.28	1	1	337	1b1ffdd869fb1429ad03	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE	0	0	NONE	NONE	1	1	Erwärme den Bade- oder Waschzusatz sanft und beende den Arbeitsschritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B4-S011	B4	f83r	11	F120|F121	f83r.35|f83r.37	7	7	338|339|340|341|342|343|344	2f1c5e56e8f0ff459065|d904bf7b044dd3922781|daf32e6db9e04413ce7f|1645e612504fcef59ced|6f7ff8287eddf4da9fdb|dcda95c81a5460feb191|b958a512ca6a3559e86e	FORMAL_PARAMETER_CHANNEL__NOT_A_WORD|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|FORMAL_LINK_OR_SLOT|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE|NONE|NONE|NONE|ET?|NONE	1	1	NONE	NONE	7	7	Den aktiven Posten nach der örtlichen Vorschrift bemessen. Bei sanfter Wärme. Das breite Gefäß. Gib einen abgemessenen Anteil in das Gefäß. Rühre, bis alles gleichmäßig vermischt ist. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Wasche zweimal und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Der linke Lauf endet offen; ein Übergang zum rechten Lauf ist nicht gezeichnet.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B4-S012	B4	f83r	12	F122	f83r.37	1	1	345	de7321bface5628e35d6	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE	0	0	NONE	NONE	1	1	Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Der linke Lauf endet offen; ein Übergang zum rechten Lauf ist nicht gezeichnet.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B4-S013	B4	f83r	13	F123	f83r.37	2	2	346|347	232195d6ff2f326322f7|bc4f1f5c006c74a4d26d	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE	0	0	NONE	NONE	2	2	Lasse die Mischung einlaufen. Lasse es bis zur Bereitschaft stehen und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Der linke Lauf endet offen; ein Übergang zum rechten Lauf ist nicht gezeichnet.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B4-S014	B4	f83r	14	F124	f83r.38	4	4	348|349|350|351	7a4bb8136330ee4e6e56|b921a237be883a820352|ecce30bc8dcc400bf2c8|8aedd154964a78e555d6	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE|NONE|NONE	0	0	NONE	NONE	4	4	Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Diese aktive Portion. Über der örtlich bezeichneten Stelle. Gebrauche sie sofort und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Der linke Lauf endet offen; ein Übergang zum rechten Lauf ist nicht gezeichnet.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B4-S015	B4	f83r	15	F125|F126	f83r.39|f83r.41	6	6	352|353|354|355|356|357	1645e612504fcef59ced|b5df9126607030b95175|9da1b6ac2c929daea697|21ed2873b71e57269c08|42cdc187d5b9ffc60063|de7321bface5628e35d6	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE|NONE|NONE|NONE|NONE	1	1	E356	NONE	6	6	Gib einen abgemessenen Anteil in das Gefäß. Den örtlichen Prüfzustand der Charge feststellen. Ein abgemessener Anteil. Für die angegebene Dauer. Öffne danach den oberen Lauf. Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Die Aussage kreuzt zwei sichtbare Besitzer; sie ist nur als zweigliedrige Klausel mit explizitem Reset ausführbar. Der linke Lauf endet offen; ein Übergang zum rechten Lauf ist nicht gezeichnet. Der Mehrarmknoten hat offene Arme; Ziel, Medium und Bewegungsrichtung fehlen.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B4-S016	B4	f83r	16	F127|F128	f83r.41|f83r.44	4	4	358|359|360|361	94df4847b7b16c98394a|dd0ecaf5e27d81befffc|883a6708116c342cb10b|bc4f1f5c006c74a4d26d	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE|NONE|NONE	1	1	NONE	NONE	4	4	Das untere Becken. Den aktiven Posten an der örtlich bezeichneten Station führen. Gieße das erwärmte Wasser ein. Lasse es bis zur Bereitschaft stehen und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Der Mehrarmknoten hat offene Arme; Ziel, Medium und Bewegungsrichtung fehlen.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B5-S001	B5	f83r	1	F129	f83r.47	1	1	362	601b77449028deed39de	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE	0	0	NONE	NONE	1	1	Ziehe es ab und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Der linke Lauf endet offen; ein Übergang zum rechten Lauf ist nicht gezeichnet.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B5-S002	B5	f83r	2	F130	f83r.47	1	1	363	87411f84689b4f93a303	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE	0	0	NONE	NONE	1	1	Erwärme es einmal und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Der linke Lauf endet offen; ein Übergang zum rechten Lauf ist nicht gezeichnet.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B5-S003	B5	f83r	3	F131|F132|F133	f83r.47|f83r.48|f83r.49	9	9	364|365|366|367|368|369|370|371|372	abb23e5e6936b4147f76|dd0ecaf5e27d81befffc|dcda95c81a5460feb191|8c97dfde96fbc78e3355|00d8ebe3c68294eeac39|2f1c5e56e8f0ff459065|dcda95c81a5460feb191|fcc1deda9e24ec268eb0|6f7ff8287eddf4da9fdb	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|FORMAL_LINK_OR_SLOT|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|FORMAL_PARAMETER_CHANNEL__NOT_A_WORD|FORMAL_LINK_OR_SLOT|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE|ET?|NONE|NONE|NONE|ET?|NONE|NONE	2	2	NONE	NONE	9	9	Für einen Zeitabschnitt. Den aktiven Posten an der örtlich bezeichneten Station führen. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Bis es warm ist. Mit der vorigen Mischung. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Die zweite Öffnung. Rühre, bis alles gleichmäßig vermischt ist.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Der linke Lauf endet offen; ein Übergang zum rechten Lauf ist nicht gezeichnet.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B6-S001	B6	f83r	1	F134|F135	f83r.52|f83r.54	9	9	373|374|375|376|377|378|379|380|381	1bfd786e6b8b63734a59|43eb9aa12959b4d5cdc9|3e9c7f217843b588489d|dcda95c81a5460feb191|2f1c5e56e8f0ff459065|dcda95c81a5460feb191|53cd0637c6820ba5e91f|b921a237be883a820352|97ddca78c9ebcc956d04	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|FORMAL_LINK_OR_SLOT|FORMAL_PARAMETER_CHANNEL__NOT_A_WORD|FORMAL_LINK_OR_SLOT|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE|NONE|ET?|NONE|ET?|NONE|NONE|NONE	1	1	NONE	NONE	9	9	Richte die bezeichnete Beckenstation ein. Ohne Kochen. Die erste Öffnung. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Durch ein Tuch. Diese aktive Portion. An der bezeichneten Stelle.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Der Mehrarmknoten hat offene Arme; Ziel, Medium und Bewegungsrichtung fehlen.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
