ledger_serial	unified_id	section	unit_id	page	formal_recovery_confidence	occurrence_content_confidence	portable_word_confidence	global_purpose_confidence	strongest_local_rival	strongest_local_contradiction	global_counterevidence	containment	status
45	P:E045	HERBAL	H3	f11r	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.40	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Technischer Pflanzenmaterial-Rivale: klares Filtrat absetzen lassen und Feld schließen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Abkühlung.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
46	P:E046	HERBAL	H3	f11r	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.31	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Technischer Pflanzenmaterial-Rivale: einen Blütenkopf als Referenzfraktion dem lokalen Posten zurücklegen.	Die Bildpflanze enthält passende Formen, doch keine Textlinie bindet dieses Ereignis sicher an Blüten; Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind zweite Arznei.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
47	P:E047	HERBAL	H3	f11r	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.34	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Technischer Pflanzenmaterial-Rivale: Filtrat dem lokalen Posten wieder aufnehmen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind erster Auszug.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
48	P:E048	HERBAL	H3	f11r	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.31	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Technischer Pflanzenmaterial-Rivale: drei gleiche Probengläser bereitstellen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Anteil.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
49	P:E049	HERBAL	H3	f11r	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.25	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Technischer Pflanzenmaterial-Rivale: Filtrat auf die Probengläser verteilen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Trank.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
50	P:E050	HERBAL	H3	f11r	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.18	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Technischer Pflanzenmaterial-Rivale: Farbton und Niederschlag je Glas vermerken.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Gemütsbeschwerde, Brustbeschwerde.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
51	P:E051	HERBAL	H3	f11r	HIGH__FROZEN_NONWORD_CHANNEL	0.46	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Technischer Pflanzenmaterial-Rivale: Sollmenge je Probenglas buchen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Dosis.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
52	P:E052	HERBAL	H3	f11r	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.36	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Technischer Pflanzenmaterial-Rivale: Blattfraktion dem lokalen Posten als neue Charge eröffnen.	Die Bildpflanze enthält passende Formen, doch keine Textlinie bindet dieses Ereignis sicher an Blüten.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
53	P:E053	HERBAL	H3	f11r	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.25	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Technischer Pflanzenmaterial-Rivale: Blätter warm in Wasser ausziehen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Olivenöl.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
54	P:E054	HERBAL	H3	f11r	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.46	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Technischer Pflanzenmaterial-Rivale: Arbeitsstand dem lokalen Posten als bereit markieren.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Gebrauchsreife.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
55	P:E055	HERBAL	H3	f11r	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.18	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Technischer Pflanzenmaterial-Rivale: Blattauszug und Referenzblüte getrennt verwahren.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Lider, Auge, äußerliches Öl.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
56	P:E056	HERBAL	H4	f55v	MEDIUM__V79_OPERATIONAL_SELECTION__SEMANTIC_GLOSS_UNIDENTIFIED	0.46	OPTIONAL_MASTER_QUESTION_GLOSS_ONLY	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Technischer Pflanzenmaterial-Rivale: formalen Standardslot für Blattposten dem lokalen Posten setzen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Posten.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
57	P:E057	HERBAL	H4	f55v	HIGH__FROZEN_NONWORD_CHANNEL	0.46	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Technischer Pflanzenmaterial-Rivale: Sollmenge frischer breiter Blätter buchen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Dosis.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
58	P:E058	HERBAL	H4	f55v	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.34	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Technischer Pflanzenmaterial-Rivale: Blätter waschen und grob schneiden.	Die Bildpflanze enthält passende Formen, doch keine Textlinie bindet dieses Ereignis sicher an Blätter.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
59	P:E059	HERBAL	H4	f55v	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.24	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Technischer Pflanzenmaterial-Rivale: Schnittgut in Wasser mazerieren.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Weißwein.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
60	P:E060	HERBAL	H4	f55v	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.40	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Technischer Pflanzenmaterial-Rivale: erste Blattflotte absetzen lassen und Feld schließen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Gefäß, kühler Lagerort.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
61	P:E061	HERBAL	H4	f55v	HIGH__FROZEN_NONWORD_CHANNEL	0.46	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Technischer Pflanzenmaterial-Rivale: Sollmenge aus dem lokalen Posten abteilen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Dosis.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
62	P:E062	HERBAL	H4	f55v	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.28	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Technischer Pflanzenmaterial-Rivale: weichen Blattrest aus der Flotte heben.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Leinwand, Klarstand.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
63	P:E063	HERBAL	H4	f55v	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.40	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Technischer Pflanzenmaterial-Rivale: Rest pressen, Flüssigkeit seihen und beide Fraktionen schließen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Vorratsgefäß.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
64	P:E064	HERBAL	H4	f55v	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.18	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Technischer Pflanzenmaterial-Rivale: zweite Blattfraktion dem lokalen Posten eröffnen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Wunde.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
65	P:E065	HERBAL	H4	f55v	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.29	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Technischer Pflanzenmaterial-Rivale: zweite Fraktion mit frischem Wasser waschen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Auszug.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
66	P:E066	HERBAL	H4	f55v	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.27	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Technischer Pflanzenmaterial-Rivale: Fraktion warm mazerieren.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Anwendungshäufigkeit.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
67	P:E067	HERBAL	H4	f55v	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.40	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Technischer Pflanzenmaterial-Rivale: zweite Blattflotte dem lokalen Posten seihen und schließen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Gebrauchsabschluss.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
68	P:E068	HERBAL	H4	f55v	HIGH__FROZEN_NONWORD_CHANNEL	0.46	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Technischer Pflanzenmaterial-Rivale: Sollmenge der zweiten Flotte buchen.	Die Bildpflanze enthält passende Formen, doch keine Textlinie bindet dieses Ereignis sicher an Blätter; Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Dosis.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
69	P:E069	HERBAL	H4	f55v	HIGH__FROZEN_NONWORD_CHANNEL	0.46	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Technischer Pflanzenmaterial-Rivale: opaken Relationsslot für Fraktionspaar und Lagergefäß setzen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind äußere Zielstelle.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
70	P:E070	HERBAL	H4	f55v	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.30	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Technischer Pflanzenmaterial-Rivale: erste und zweite Flotte nebeneinander prüfen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Wärme.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
71	P:E071	HERBAL	H4	f55v	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.46	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Technischer Pflanzenmaterial-Rivale: zweite Flotte als aktiven Ansatz dem lokalen Posten führen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Arbeitsansatz.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
72	P:E072	HERBAL	H4	f55v	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.24	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Technischer Pflanzenmaterial-Rivale: Presskuchen und Flotten als Paarposten etikettieren.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Honig.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
73	P:E073	HERBAL	H4	f55v	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.25	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Technischer Pflanzenmaterial-Rivale: Paarposten dem lokalen Posten bedeckt lagern.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Umschlag.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
74	P:E074	HERBAL	H5	f56r	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.50	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Technischer Pflanzenmaterial-Rivale: Bildbesitzer H5 als drüsiges Feuchtland-Rohlos dem lokalen Posten eröffnen.	Die ganze Pflanze ist sichtbar, aber weder ihr Artname noch der konkrete Wert der opaken Karte ist daraus ableitbar.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
75	P:E075	HERBAL	H5	f56r	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.28	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Technischer Pflanzenmaterial-Rivale: kleine Gesamtpflanzenprobe sammeln.	Die Bildpflanze enthält passende Formen, doch keine Textlinie bindet dieses Ereignis sicher an oberirdisches Kraut; Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind feuchter Standort.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
76	P:E076	HERBAL	H5	f56r	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.30	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Technischer Pflanzenmaterial-Rivale: feine Wurzel- und Krautfraktion trennen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Blütezeit.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
77	P:E077	HERBAL	H5	f56r	HIGH__FROZEN_NONWORD_CHANNEL	0.46	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Technischer Pflanzenmaterial-Rivale: Sollmenge der Krautfraktion buchen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Dosis.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
78	P:E078	HERBAL	H5	f56r	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.34	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Technischer Pflanzenmaterial-Rivale: Krautfraktion in wenig Wasser einweichen.	Die Bildpflanze enthält passende Formen, doch keine Textlinie bindet dieses Ereignis sicher an klebrige Blätter.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
79	P:E079	HERBAL	H5	f56r	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.25	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Technischer Pflanzenmaterial-Rivale: weiches Material quetschen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Auflage.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
80	P:E080	HERBAL	H5	f56r	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.18	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Technischer Pflanzenmaterial-Rivale: klebrige Flüssigkeit als Prüfcharge dem lokalen Posten auffangen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Warze, Hühnerauge.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
81	P:E081	HERBAL	H5	f56r	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.46	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Technischer Pflanzenmaterial-Rivale: aktive Prüfcharge dem lokalen Posten auf Prüffläche dem lokalen Posten einsetzen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Einwirkdauer.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
82	P:E082	HERBAL	H5	f56r	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.46	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Technischer Pflanzenmaterial-Rivale: Zieladresse dem lokalen Posten nach dem Auftrag im Register festhalten.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Hautstelle.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
83	P:E083	HERBAL	H5	f56r	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.32	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Technischer Pflanzenmaterial-Rivale: dem lokalen Posten als aktive Charge wieder aufnehmen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Auflage.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
84	P:E084	HERBAL	H5	f56r	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.25	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Technischer Pflanzenmaterial-Rivale: zweite Prüffläche dem lokalen Posten bereitstellen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Wasser.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
85	P:E085	HERBAL	H5	f56r	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.46	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Technischer Pflanzenmaterial-Rivale: aktive Charge auf dem lokalen Posten einsetzen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Verträglichkeit, Wiederholung.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
86	P:E086	HERBAL	H5	f56r	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.40	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Technischer Pflanzenmaterial-Rivale: beschichtete Prüffläche lufttrocknen lassen und schließen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind äußere Anwendung.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
