statement_id	record_unit_id	section	page	constituent_fields	physical_lines	event_serials	event_count	operational_sequence	master_exemplar_statement_text	owner_transition	visible_owner_resets	cross_physical_line_transitions	strongest_content_rival	notation_rival	strongest_contradiction	content_status	semantic_ceiling
B4-S009	B4	BIOLOGICAL	f83r	F118	f83r.28	336	1	E336:OPAQUE_EXEMPLAR_CARD	Lasse es bis zur Bereitschaft stehen und beende den Schritt.	INHERIT_OWNER[F118:INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR]	0	0	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B4-S010	B4	BIOLOGICAL	f83r	F119	f83r.28	337	1	E337:OPAQUE_EXEMPLAR_CARD	Erwärme den Bade- oder Waschzusatz sanft und beende den Arbeitsschritt.	INHERIT_OWNER[F119:INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR]	0	0	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B4-S011	B4	BIOLOGICAL	f83r	F120|F121	f83r.35|f83r.37	338|339|340|341|342|343|344	7	E338:FORMAL_NONWORD_CHANNEL > E339:OPAQUE_EXEMPLAR_CARD > E340:OPAQUE_EXEMPLAR_CARD > E341:OPAQUE_EXEMPLAR_CARD > E342:OPAQUE_EXEMPLAR_CARD > E343:FORMAL_LINK_OR_SLOT > E344:OPAQUE_EXEMPLAR_CARD	Den aktiven Posten nach der örtlichen Vorschrift bemessen. Bei sanfter Wärme. Das breite Gefäß. Gib einen abgemessenen Anteil in das Gefäß. Rühre, bis alles gleichmäßig vermischt ist. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Wasche zweimal und beende den Schritt.	BREAK_VISIBLE_GAP -> SET_DIRECT_OWNER[F120:DIRECT_VISIBLE:B4_MAIN_LEFT_OPEN_FRINGE_STATION] -> INHERIT_OWNER[F121:INHERITED_VISIBLE:B4_MAIN_LEFT_OPEN_FRINGE_STATION]	1	1	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Der linke Lauf endet offen; ein Übergang zum rechten Lauf ist nicht gezeichnet.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B4-S012	B4	BIOLOGICAL	f83r	F122	f83r.37	345	1	E345:OPAQUE_EXEMPLAR_CARD	Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	INHERIT_OWNER[F122:INHERITED_VISIBLE:B4_MAIN_LEFT_OPEN_FRINGE_STATION]	0	0	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Der linke Lauf endet offen; ein Übergang zum rechten Lauf ist nicht gezeichnet.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B4-S013	B4	BIOLOGICAL	f83r	F123	f83r.37	346|347	2	E346:OPAQUE_EXEMPLAR_CARD > E347:OPAQUE_EXEMPLAR_CARD	Lasse die Mischung einlaufen. Lasse es bis zur Bereitschaft stehen und beende den Schritt.	INHERIT_OWNER[F123:INHERITED_VISIBLE:B4_MAIN_LEFT_OPEN_FRINGE_STATION]	0	0	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Der linke Lauf endet offen; ein Übergang zum rechten Lauf ist nicht gezeichnet.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B4-S014	B4	BIOLOGICAL	f83r	F124	f83r.38	348|349|350|351	4	E348:OPAQUE_EXEMPLAR_CARD > E349:OPAQUE_EXEMPLAR_CARD > E350:OPAQUE_EXEMPLAR_CARD > E351:OPAQUE_EXEMPLAR_CARD	Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Diese aktive Portion. Über der örtlich bezeichneten Stelle. Gebrauche sie sofort und beende den Schritt.	INHERIT_OWNER[F124:INHERITED_VISIBLE:B4_MAIN_LEFT_OPEN_FRINGE_STATION]	0	0	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Der linke Lauf endet offen; ein Übergang zum rechten Lauf ist nicht gezeichnet.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B4-S015	B4	BIOLOGICAL	f83r	F125|F126	f83r.39|f83r.41	352|353|354|355|356|357	6	E352:OPAQUE_EXEMPLAR_CARD > E353:OPAQUE_EXEMPLAR_CARD > E354:OPAQUE_EXEMPLAR_CARD > E355:OPAQUE_EXEMPLAR_CARD > E356:OPAQUE_EXEMPLAR_CARD > E357:OPAQUE_EXEMPLAR_CARD	Gib einen abgemessenen Anteil in das Gefäß. Den örtlichen Prüfzustand der Charge feststellen. Ein abgemessener Anteil. Für die angegebene Dauer. Öffne danach den oberen Lauf. Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	INHERIT_OWNER[F125:INHERITED_VISIBLE:B4_MAIN_LEFT_OPEN_FRINGE_STATION] -> BREAK_VISIBLE_GAP -> SET_DIRECT_OWNER[F126:DIRECT_VISIBLE:B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION]	1	1	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Die Aussage kreuzt zwei sichtbare Besitzer; sie ist nur als zweigliedrige Klausel mit explizitem Reset ausführbar. Der linke Lauf endet offen; ein Übergang zum rechten Lauf ist nicht gezeichnet. Der Mehrarmknoten hat offene Arme; Ziel, Medium und Bewegungsrichtung fehlen.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B4-S016	B4	BIOLOGICAL	f83r	F127|F128	f83r.41|f83r.44	358|359|360|361	4	E358:OPAQUE_EXEMPLAR_CARD > E359:OPAQUE_EXEMPLAR_CARD > E360:OPAQUE_EXEMPLAR_CARD > E361:OPAQUE_EXEMPLAR_CARD	Das untere Becken. Den aktiven Posten an der örtlich bezeichneten Station führen. Gieße das erwärmte Wasser ein. Lasse es bis zur Bereitschaft stehen und beende den Schritt.	INHERIT_OWNER[F127:INHERITED_VISIBLE:B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION] -> INHERIT_OWNER[F128:INHERITED_VISIBLE:B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION] -> RESET_AT_RECORD_END	0	1	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Der Mehrarmknoten hat offene Arme; Ziel, Medium und Bewegungsrichtung fehlen.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B5-S001	B5	BIOLOGICAL	f83r	F129	f83r.47	362	1	E362:OPAQUE_EXEMPLAR_CARD	Ziehe es ab und beende den Schritt.	RESET_RECORD -> SET_DIRECT_OWNER[F129:DIRECT_VISIBLE:B5_LEFT_OPEN_FRINGE_STATION]	0	0	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Der linke Lauf endet offen; ein Übergang zum rechten Lauf ist nicht gezeichnet.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B5-S002	B5	BIOLOGICAL	f83r	F130	f83r.47	363	1	E363:OPAQUE_EXEMPLAR_CARD	Erwärme es einmal und beende den Schritt.	INHERIT_OWNER[F130:INHERITED_VISIBLE:B5_LEFT_OPEN_FRINGE_STATION]	0	0	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Der linke Lauf endet offen; ein Übergang zum rechten Lauf ist nicht gezeichnet.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B5-S003	B5	BIOLOGICAL	f83r	F131|F132|F133	f83r.47|f83r.48|f83r.49	364|365|366|367|368|369|370|371|372	9	E364:OPAQUE_EXEMPLAR_CARD > E365:OPAQUE_EXEMPLAR_CARD > E366:FORMAL_LINK_OR_SLOT > E367:OPAQUE_EXEMPLAR_CARD > E368:OPAQUE_EXEMPLAR_CARD > E369:FORMAL_NONWORD_CHANNEL > E370:FORMAL_LINK_OR_SLOT > E371:OPAQUE_EXEMPLAR_CARD > E372:OPAQUE_EXEMPLAR_CARD	Für einen Zeitabschnitt. Den aktiven Posten an der örtlich bezeichneten Station führen. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Bis es warm ist. Mit der vorigen Mischung. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Die zweite Öffnung. Rühre, bis alles gleichmäßig vermischt ist.	INHERIT_OWNER[F131:INHERITED_VISIBLE:B5_LEFT_OPEN_FRINGE_STATION] -> INHERIT_OWNER[F132:INHERITED_VISIBLE:B5_LEFT_OPEN_FRINGE_STATION] -> INHERIT_OWNER[F133:INHERITED_VISIBLE:B5_LEFT_OPEN_FRINGE_STATION] -> RESET_AT_RECORD_END	0	2	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Der linke Lauf endet offen; ein Übergang zum rechten Lauf ist nicht gezeichnet.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B6-S001	B6	BIOLOGICAL	f83r	F134|F135	f83r.52|f83r.54	373|374|375|376|377|378|379|380|381	9	E373:OPAQUE_EXEMPLAR_CARD > E374:OPAQUE_EXEMPLAR_CARD > E375:OPAQUE_EXEMPLAR_CARD > E376:FORMAL_LINK_OR_SLOT > E377:FORMAL_NONWORD_CHANNEL > E378:FORMAL_LINK_OR_SLOT > E379:OPAQUE_EXEMPLAR_CARD > E380:OPAQUE_EXEMPLAR_CARD > E381:OPAQUE_EXEMPLAR_CARD	Richte die bezeichnete Beckenstation ein. Ohne Kochen. Die erste Öffnung. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Durch ein Tuch. Diese aktive Portion. An der bezeichneten Stelle.	RESET_RECORD -> SET_DIRECT_OWNER[F134:DIRECT_VISIBLE:B6_RIGHT_S_RUN_MULTIPORT_STATION] -> INHERIT_OWNER[F135:INHERITED_VISIBLE:B6_RIGHT_S_RUN_MULTIPORT_STATION] -> RESET_AT_RECORD_END	0	1	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Der Mehrarmknoten hat offene Arme; Ziel, Medium und Bewegungsrichtung fehlen.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
