seam_ordinal	statement_id	physical_page	register	left_event_id	right_event_id	direction	mixed_state_nonstate	state_endpoint_event_id	state_endpoint_changed	shared_action_contacts	shared_action_contact_count	full_action_frame_exact_before	full_action_frame_exact_after	action_head_exact_before	action_head_exact_after	left_gdt567_clause_de	right_gdt567_clause_de	left_action_voice_clause_de	right_action_voice_clause_de	guard
49	G407-S002	f1r	SOURCE_SECTION_T	G407-E0050	G407-E0051	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang setze den laufenden Eintrag ein; von der Ausgangszeile; als Ausführung; an der bezeichneten Stelle.	Halte den laufenden Eintrag [wie zuvor] fest.	Im laufenden Gang setze den laufenden Eintrag ein; von der Ausgangszeile; als Ausführung; an der bezeichneten Stelle.	Halte den laufenden Eintrag [wie zuvor] fest.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
50	G407-S002	f1r	SOURCE_SECTION_T	G407-E0051	G407-E0052	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Halte den laufenden Eintrag [wie zuvor] fest.	Wähle den laufenden Eintrag [wie zuvor].	Halte den laufenden Eintrag [wie zuvor] fest.	Wähle den laufenden Eintrag [wie zuvor].	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
51	G407-S002	f1r	SOURCE_SECTION_T	G407-E0052	G407-E0053	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Wähle den laufenden Eintrag [wie zuvor].	Entnimm den Kennwert; als Ausführung; an der bezeichneten Stelle.	Wähle den laufenden Eintrag [wie zuvor].	Entnimm den Kennwert; als Ausführung; an der bezeichneten Stelle.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
52	G407-S002	f1r	SOURCE_SECTION_T	G407-E0053	G407-E0054	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Entnimm den Kennwert; als Ausführung; an der bezeichneten Stelle.	Halte den laufenden Eintrag fest; von der Ausgangszeile; als Ausführung; an der bezeichneten Stelle.	Entnimm den Kennwert; als Ausführung; an der bezeichneten Stelle.	Halte den laufenden Eintrag fest; von der Ausgangszeile; als Ausführung; an der bezeichneten Stelle.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
53	G407-S002	f1r	SOURCE_SECTION_T	G407-E0054	G407-E0055	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Halte den laufenden Eintrag fest; von der Ausgangszeile; als Ausführung; an der bezeichneten Stelle.	Halte den laufenden Eintrag [außen] und den laufenden Eintrag [innen] fest; auf Grad I.	Halte den laufenden Eintrag fest; von der Ausgangszeile; als Ausführung; an der bezeichneten Stelle.	Halte den laufenden Eintrag [außen] und den laufenden Eintrag [innen] fest; auf Grad I.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
54	G407-S002	f1r	SOURCE_SECTION_T	G407-E0055	G407-E0056	NONSTATE_TO_STATE	YES	G407-E0056	YES	SH:halte	1	0	1	1	1	Halte den laufenden Eintrag [außen] und den laufenden Eintrag [innen] fest; auf Grad I.	Halte den laufenden Eintrag; zur Ausführung; schließe den Schritt.	Halte den laufenden Eintrag [außen] und den laufenden Eintrag [innen] fest; auf Grad I.	Halte den laufenden Eintrag fest; zur Ausführung; schließe den Schritt.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
55	G407-S003	f1r	SOURCE_SECTION_T	G407-E0057	G407-E0058	NONSTATE_TO_STATE	YES	G407-E0058	YES	CH:entnimm	1	0	1	0	1	Trage den laufenden Eintrag ein und entnimm den laufenden Eintrag; als Ausführung.	Danach: nimm den laufenden Eintrag; weiterführen.	Trage den laufenden Eintrag ein und entnimm den laufenden Eintrag; als Ausführung.	Danach: entnimm den laufenden Eintrag; weiterführen.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
56	G407-S003	f1r	SOURCE_SECTION_T	G407-E0058	G407-E0059	STATE_TO_NONSTATE	YES	G407-E0058	YES	CH:entnimm	1	0	1	0	1	Danach: nimm den laufenden Eintrag; weiterführen.	Entnimm den laufenden Eintrag, entnimm den laufenden Eintrag und lege den laufenden Eintrag fest; als Ausführung.	Danach: entnimm den laufenden Eintrag; weiterführen.	Entnimm den laufenden Eintrag, entnimm den laufenden Eintrag und lege den laufenden Eintrag fest; als Ausführung.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
57	G407-S003	f1r	SOURCE_SECTION_T	G407-E0059	G407-E0060	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Entnimm den laufenden Eintrag, entnimm den laufenden Eintrag und lege den laufenden Eintrag fest; als Ausführung.	Im laufenden Gang lege den laufenden Eintrag [wie zuvor] fest; wie zuvor.	Entnimm den laufenden Eintrag, entnimm den laufenden Eintrag und lege den laufenden Eintrag fest; als Ausführung.	Im laufenden Gang lege den laufenden Eintrag [wie zuvor] fest; wie zuvor.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
58	G407-S003	f1r	SOURCE_SECTION_T	G407-E0060	G407-E0061	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang lege den laufenden Eintrag [wie zuvor] fest; wie zuvor.	Im laufenden Gang lege den laufenden Eintrag fest.	Im laufenden Gang lege den laufenden Eintrag [wie zuvor] fest; wie zuvor.	Im laufenden Gang lege den laufenden Eintrag fest.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
59	G407-S003	f1r	SOURCE_SECTION_T	G407-E0061	G407-E0062	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang lege den laufenden Eintrag fest.	Im laufenden Gang lege den Teilwert fest.	Im laufenden Gang lege den laufenden Eintrag fest.	Im laufenden Gang lege den Teilwert fest.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
60	G407-S003	f1r	SOURCE_SECTION_T	G407-E0062	G407-E0063	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang lege den Teilwert fest.	Entnimm die Eintragseinheit.	Im laufenden Gang lege den Teilwert fest.	Entnimm die Eintragseinheit.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
61	G407-S003	f1r	SOURCE_SECTION_T	G407-E0063	G407-E0064	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Entnimm die Eintragseinheit.	Ordne die Eintragseinheit [wie zuvor] zu und wähle die Eintragseinheit [wie zuvor]; als Ausführung.	Entnimm die Eintragseinheit.	Ordne die Eintragseinheit [wie zuvor] zu und wähle die Eintragseinheit [wie zuvor]; als Ausführung.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
62	G407-S003	f1r	SOURCE_SECTION_T	G407-E0064	G407-E0065	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Ordne die Eintragseinheit [wie zuvor] zu und wähle die Eintragseinheit [wie zuvor]; als Ausführung.	Im laufenden Gang wähle den Kennwert.	Ordne die Eintragseinheit [wie zuvor] zu und wähle die Eintragseinheit [wie zuvor]; als Ausführung.	Im laufenden Gang wähle den Kennwert.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
63	G407-S003	f1r	SOURCE_SECTION_T	G407-E0065	G407-E0066	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang wähle den Kennwert.	Halte den Kennwert [wie zuvor] fest und wähle den Kennwert [wie zuvor]; als Ausführung.	Im laufenden Gang wähle den Kennwert.	Halte den Kennwert [wie zuvor] fest und wähle den Kennwert [wie zuvor]; als Ausführung.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
64	G407-S003	f1r	SOURCE_SECTION_T	G407-E0066	G407-E0067	NONSTATE_TO_STATE	YES	G407-E0067	YES	NONE	0	0	0	0	0	Halte den Kennwert [wie zuvor] fest und wähle den Kennwert [wie zuvor]; als Ausführung.	Weiter: nimm den Kennwert; an der bezeichneten Stelle.	Halte den Kennwert [wie zuvor] fest und wähle den Kennwert [wie zuvor]; als Ausführung.	Weiter: entnimm den Kennwert; an der bezeichneten Stelle.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
65	G407-S003	f1r	SOURCE_SECTION_T	G407-E0067	G407-E0068	STATE_TO_STATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Weiter: nimm den Kennwert; an der bezeichneten Stelle.	Halte den Kennwert; zur Ausführung; schließe den Schritt.	Weiter: entnimm den Kennwert; an der bezeichneten Stelle.	Halte den Kennwert fest; zur Ausführung; schließe den Schritt.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
66	G407-S004	f1r	SOURCE_SECTION_T	G407-E0069	G407-E0070	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang halte den Teilwert fest.	Im laufenden Gang halte den Teilwert [wie zuvor] fest; wie zuvor.	Im laufenden Gang halte den Teilwert fest.	Im laufenden Gang halte den Teilwert [wie zuvor] fest; wie zuvor.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
67	G407-S004	f1r	SOURCE_SECTION_T	G407-E0070	G407-E0071	NONSTATE_TO_STATE	YES	G407-E0071	YES	NONE	0	0	0	0	0	Im laufenden Gang halte den Teilwert [wie zuvor] fest; wie zuvor.	Stelle den Teilwert ein; auf Grad I; zur Ausführung; schließe den Schritt.	Im laufenden Gang halte den Teilwert [wie zuvor] fest; wie zuvor.	Lege den Teilwert fest; auf Grad I; zur Ausführung; schließe den Schritt.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
68	G407-S005	f1r	SOURCE_SECTION_T	G407-E0072	G407-E0073	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Bezug: den laufenden Eintrag und den Teilwert.	Entnimm den Kennwert, setze den Kennwert ein und wähle den Kennwert; auf Grad I.	Bezug: den laufenden Eintrag und den Teilwert.	Entnimm den Kennwert, setze den Kennwert ein und wähle den Kennwert; auf Grad I.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
69	G407-S005	f1r	SOURCE_SECTION_T	G407-E0073	G407-E0074	NONSTATE_TO_STATE	YES	G407-E0074	NO	S:wähle	1	1	1	1	1	Entnimm den Kennwert, setze den Kennwert ein und wähle den Kennwert; auf Grad I.	Weiter: wähle den Kennwert.	Entnimm den Kennwert, setze den Kennwert ein und wähle den Kennwert; auf Grad I.	Weiter: wähle den Kennwert.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
70	G407-S005	f1r	SOURCE_SECTION_T	G407-E0074	G407-E0075	STATE_TO_NONSTATE	YES	G407-E0074	NO	NONE	0	0	0	0	0	Weiter: wähle den Kennwert.	Entnimm den laufenden Eintrag und setze den laufenden Eintrag ein; auf Grad I.	Weiter: wähle den Kennwert.	Entnimm den laufenden Eintrag und setze den laufenden Eintrag ein; auf Grad I.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
71	G407-S005	f1r	SOURCE_SECTION_T	G407-E0075	G407-E0076	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Entnimm den laufenden Eintrag und setze den laufenden Eintrag ein; auf Grad I.	Lege den laufenden Eintrag und den Teilwert fest.	Entnimm den laufenden Eintrag und setze den laufenden Eintrag ein; auf Grad I.	Lege den laufenden Eintrag und den Teilwert fest.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
72	G407-S005	f1r	SOURCE_SECTION_T	G407-E0076	G407-E0077	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Lege den laufenden Eintrag und den Teilwert fest.	Halte den laufenden Eintrag fest und halte den laufenden Eintrag fest; als Ausführung.	Lege den laufenden Eintrag und den Teilwert fest.	Halte den laufenden Eintrag fest und halte den laufenden Eintrag fest; als Ausführung.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
73	G407-S005	f1r	SOURCE_SECTION_T	G407-E0077	G407-E0078	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Halte den laufenden Eintrag fest und halte den laufenden Eintrag fest; als Ausführung.	Entnimm den laufenden Eintrag [wie zuvor] und setze den laufenden Eintrag [wie zuvor] ein; zur Zielspalte; als Ausführung; an der bezeichneten Stelle.	Halte den laufenden Eintrag fest und halte den laufenden Eintrag fest; als Ausführung.	Entnimm den laufenden Eintrag [wie zuvor] und setze den laufenden Eintrag [wie zuvor] ein; zur Zielspalte; als Ausführung; an der bezeichneten Stelle.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
74	G407-S005	f1r	SOURCE_SECTION_T	G407-E0078	G407-E0079	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Entnimm den laufenden Eintrag [wie zuvor] und setze den laufenden Eintrag [wie zuvor] ein; zur Zielspalte; als Ausführung; an der bezeichneten Stelle.	Wähle den laufenden Eintrag [wie zuvor]; auf Grad I.	Entnimm den laufenden Eintrag [wie zuvor] und setze den laufenden Eintrag [wie zuvor] ein; zur Zielspalte; als Ausführung; an der bezeichneten Stelle.	Wähle den laufenden Eintrag [wie zuvor]; auf Grad I.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
75	G407-S005	f1r	SOURCE_SECTION_T	G407-E0079	G407-E0080	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Wähle den laufenden Eintrag [wie zuvor]; auf Grad I.	Trage den laufenden Eintrag [wie zuvor] ein und halte den laufenden Eintrag [wie zuvor] fest; als Ausführung.	Wähle den laufenden Eintrag [wie zuvor]; auf Grad I.	Trage den laufenden Eintrag [wie zuvor] ein und halte den laufenden Eintrag [wie zuvor] fest; als Ausführung.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
76	G407-S005	f1r	SOURCE_SECTION_T	G407-E0080	G407-E0081	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Trage den laufenden Eintrag [wie zuvor] ein und halte den laufenden Eintrag [wie zuvor] fest; als Ausführung.	Ordne den laufenden Eintrag zu und halte den laufenden Eintrag fest; als Ausführung.	Trage den laufenden Eintrag [wie zuvor] ein und halte den laufenden Eintrag [wie zuvor] fest; als Ausführung.	Ordne den laufenden Eintrag zu und halte den laufenden Eintrag fest; als Ausführung.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
77	G407-S005	f1r	SOURCE_SECTION_T	G407-E0081	G407-E0082	NONSTATE_TO_STATE	YES	G407-E0082	YES	SH:halte	1	0	1	1	1	Ordne den laufenden Eintrag zu und halte den laufenden Eintrag fest; als Ausführung.	Danach: halte den laufenden Eintrag; entlang der Lesebahn; auf der Stufe.	Ordne den laufenden Eintrag zu und halte den laufenden Eintrag fest; als Ausführung.	Danach: halte den laufenden Eintrag fest; entlang der Lesebahn; auf der Stufe.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
78	G407-S005	f1r	SOURCE_SECTION_T	G407-E0082	G407-E0083	STATE_TO_STATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Danach: halte den laufenden Eintrag; entlang der Lesebahn; auf der Stufe.	Danach: halte den laufenden Eintrag; auf Grad I; weiterführen.	Danach: halte den laufenden Eintrag fest; entlang der Lesebahn; auf der Stufe.	Danach: halte den laufenden Eintrag fest; auf Grad I; weiterführen.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
79	G407-S005	f1r	SOURCE_SECTION_T	G407-E0083	G407-E0084	STATE_TO_NONSTATE	YES	G407-E0083	YES	NONE	0	0	0	0	0	Danach: halte den laufenden Eintrag; auf Grad I; weiterführen.	Trage den laufenden Eintrag [wie zuvor] ein; in der bezeichneten Klasse.	Danach: halte den laufenden Eintrag fest; auf Grad I; weiterführen.	Trage den laufenden Eintrag [wie zuvor] ein; in der bezeichneten Klasse.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
80	G407-S005	f1r	SOURCE_SECTION_T	G407-E0084	G407-E0085	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Trage den laufenden Eintrag [wie zuvor] ein; in der bezeichneten Klasse.	Halte den Teilwert fest; als Ausführung; an der bezeichneten Stelle.	Trage den laufenden Eintrag [wie zuvor] ein; in der bezeichneten Klasse.	Halte den Teilwert fest; als Ausführung; an der bezeichneten Stelle.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
81	G407-S005	f1r	SOURCE_SECTION_T	G407-E0085	G407-E0086	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Halte den Teilwert fest; als Ausführung; an der bezeichneten Stelle.	Wähle den laufenden Eintrag, entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; auf Grad I.	Halte den Teilwert fest; als Ausführung; an der bezeichneten Stelle.	Wähle den laufenden Eintrag, entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; auf Grad I.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
82	G407-S005	f1r	SOURCE_SECTION_T	G407-E0086	G407-E0087	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Wähle den laufenden Eintrag, entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; auf Grad I.	Im laufenden Gang ordne den Kennwert zu.	Wähle den laufenden Eintrag, entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; auf Grad I.	Im laufenden Gang ordne den Kennwert zu.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
83	G407-S005	f1r	SOURCE_SECTION_T	G407-E0087	G407-E0088	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang ordne den Kennwert zu.	Halte den laufenden Eintrag fest; als Ausführung.	Im laufenden Gang ordne den Kennwert zu.	Halte den laufenden Eintrag fest; als Ausführung.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
84	G407-S005	f1r	SOURCE_SECTION_T	G407-E0088	G407-E0089	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Halte den laufenden Eintrag fest; als Ausführung.	Entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; auf Grad I.	Halte den laufenden Eintrag fest; als Ausführung.	Entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; auf Grad I.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
85	G407-S005	f1r	SOURCE_SECTION_T	G407-E0089	G407-E0090	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; auf Grad I.	Ordne den Kennwert zu; als Ausführung; an der bezeichneten Stelle.	Entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; auf Grad I.	Ordne den Kennwert zu; als Ausführung; an der bezeichneten Stelle.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
86	G407-S005	f1r	SOURCE_SECTION_T	G407-E0090	G407-E0091	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Ordne den Kennwert zu; als Ausführung; an der bezeichneten Stelle.	Entnimm den laufenden Eintrag und setze den laufenden Eintrag ein.	Ordne den Kennwert zu; als Ausführung; an der bezeichneten Stelle.	Entnimm den laufenden Eintrag und setze den laufenden Eintrag ein.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
87	G407-S005	f1r	SOURCE_SECTION_T	G407-E0091	G407-E0092	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Entnimm den laufenden Eintrag und setze den laufenden Eintrag ein.	Entnimm den Kennwert, setze den Kennwert ein und wähle den Kennwert; über die Eintragsverbindung; als Ausführung; an der bezeichneten Stelle.	Entnimm den laufenden Eintrag und setze den laufenden Eintrag ein.	Entnimm den Kennwert, setze den Kennwert ein und wähle den Kennwert; über die Eintragsverbindung; als Ausführung; an der bezeichneten Stelle.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
88	G407-S005	f1r	SOURCE_SECTION_T	G407-E0092	G407-E0093	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Entnimm den Kennwert, setze den Kennwert ein und wähle den Kennwert; über die Eintragsverbindung; als Ausführung; an der bezeichneten Stelle.	Entnimm den laufenden Eintrag und lege den laufenden Eintrag fest; auf Grad I.	Entnimm den Kennwert, setze den Kennwert ein und wähle den Kennwert; über die Eintragsverbindung; als Ausführung; an der bezeichneten Stelle.	Entnimm den laufenden Eintrag und lege den laufenden Eintrag fest; auf Grad I.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
89	G407-S005	f1r	SOURCE_SECTION_T	G407-E0093	G407-E0094	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Entnimm den laufenden Eintrag und lege den laufenden Eintrag fest; auf Grad I.	Halte den laufenden Eintrag [wie zuvor] fest; als Ausführung.	Entnimm den laufenden Eintrag und lege den laufenden Eintrag fest; auf Grad I.	Halte den laufenden Eintrag [wie zuvor] fest; als Ausführung.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
90	G407-S005	f1r	SOURCE_SECTION_T	G407-E0094	G407-E0095	NONSTATE_TO_STATE	YES	G407-E0095	YES	SH:halte	1	0	1	1	1	Halte den laufenden Eintrag [wie zuvor] fest; als Ausführung.	Weiter: halte den Teilwert.	Halte den laufenden Eintrag [wie zuvor] fest; als Ausführung.	Weiter: halte den Teilwert fest.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
91	G407-S005	f1r	SOURCE_SECTION_T	G407-E0095	G407-E0096	STATE_TO_NONSTATE	YES	G407-E0095	YES	SH:halte	1	0	1	1	1	Weiter: halte den Teilwert.	Im laufenden Gang halte den Teilwert [wie zuvor] fest; an der bezeichneten Stelle.	Weiter: halte den Teilwert fest.	Im laufenden Gang halte den Teilwert [wie zuvor] fest; an der bezeichneten Stelle.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
92	G407-S005	f1r	SOURCE_SECTION_T	G407-E0096	G407-E0097	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang halte den Teilwert [wie zuvor] fest; an der bezeichneten Stelle.	Im laufenden Gang halte den Teilwert fest.	Im laufenden Gang halte den Teilwert [wie zuvor] fest; an der bezeichneten Stelle.	Im laufenden Gang halte den Teilwert fest.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
93	G407-S005	f1r	SOURCE_SECTION_T	G407-E0097	G407-E0098	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang halte den Teilwert fest.	Im laufenden Gang halte den Teilwert [wie zuvor] fest; als Ausführung und auf der bezeichneten Stufe.	Im laufenden Gang halte den Teilwert fest.	Im laufenden Gang halte den Teilwert [wie zuvor] fest; als Ausführung und auf der bezeichneten Stufe.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
94	G407-S005	f1r	SOURCE_SECTION_T	G407-E0098	G407-E0099	NONSTATE_TO_STATE	YES	G407-E0099	YES	SH:halte	1	0	1	1	1	Im laufenden Gang halte den Teilwert [wie zuvor] fest; als Ausführung und auf der bezeichneten Stufe.	Weiter: halte den Teilwert.	Im laufenden Gang halte den Teilwert [wie zuvor] fest; als Ausführung und auf der bezeichneten Stufe.	Weiter: halte den Teilwert fest.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
95	G407-S005	f1r	SOURCE_SECTION_T	G407-E0099	G407-E0100	STATE_TO_NONSTATE	YES	G407-E0099	YES	SH:halte	1	0	1	1	1	Weiter: halte den Teilwert.	Im laufenden Gang halte den Kennwert fest; als Ausführung; an der bezeichneten Stelle.	Weiter: halte den Teilwert fest.	Im laufenden Gang halte den Kennwert fest; als Ausführung; an der bezeichneten Stelle.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
96	G407-S005	f1r	SOURCE_SECTION_T	G407-E0100	G407-E0101	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang halte den Kennwert fest; als Ausführung; an der bezeichneten Stelle.	Entnimm den Teilwert; als Ausführung; an der bezeichneten Stelle.	Im laufenden Gang halte den Kennwert fest; als Ausführung; an der bezeichneten Stelle.	Entnimm den Teilwert; als Ausführung; an der bezeichneten Stelle.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
97	G407-S005	f1r	SOURCE_SECTION_T	G407-E0101	G407-E0102	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Entnimm den Teilwert; als Ausführung; an der bezeichneten Stelle.	Bearbeite den laufenden Eintrag.	Entnimm den Teilwert; als Ausführung; an der bezeichneten Stelle.	Bearbeite den laufenden Eintrag.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
