state_edition_ordinal	event_id	statement_id	physical_page	register	owner_id	surface	final_context_recipe	gdt567_owner_voice_clause_de	action_voice_working_clause_de	owner_bound_control_clause_de	generic_action_chain_de	owner_action_chain_de	action_voice_changed	action_voice_equals_owner_bound	action_voice_card_count	action_voice_card_ids	state_atom_alignment	guard	effective_action_roots	action_topology	effective_argument_roots
48	G407-E0279	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	otol	OT+OL	Danach: nimm die Arbeitseinheit; weiterführen.	Danach: nimm die Arbeitseinheit; weiterführen.	Danach und weiter im laufenden Gang nimm die Arbeitseinheit [wie zuvor].	nimm die Arbeitseinheit	nimm die Arbeitseinheit	NO	NO	1	GDT568-A07	1:OT=danach | 2:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH	A	OR
49	G407-E0280	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	chol	OL	Weiter: nimm die Arbeitseinheit.	Weiter: nimm die Arbeitseinheit.	Weiter im laufenden Gang nimm die Arbeitseinheit [wie zuvor].	nimm die Arbeitseinheit	nimm die Arbeitseinheit	NO	NO	1	GDT568-A07	1:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH	A	OR
50	G407-E0281	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	cholor	OL+OR	Weiter: nimm die Arbeitseinheit.	Weiter: nimm die Arbeitseinheit.	Weiter im laufenden Gang nimm die Arbeitseinheit.	nimm die Arbeitseinheit	nimm die Arbeitseinheit	NO	NO	1	GDT568-A07	1:OL=weiter | 2:OR=die Einheit	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH	A	OR
51	G407-E0282	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	chol	OL	Weiter: nimm die Arbeitseinheit.	Weiter: nimm die Arbeitseinheit.	Weiter im laufenden Gang nimm die Arbeitseinheit [wie zuvor].	nimm die Arbeitseinheit	nimm die Arbeitseinheit	NO	NO	1	GDT568-A07	1:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH	A	OR
52	G407-E0292	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	oqotor	O+OT+OR	Danach: nimm die Arbeitseinheit; zur Ausführung.	Danach: nimm die Arbeitseinheit; zur Ausführung.	Danach im laufenden Gang nimm die Arbeitseinheit; als Ausführung.	nimm die Arbeitseinheit	nimm die Arbeitseinheit	NO	NO	1	GDT568-A07	1:O=zur Ausführung | 2:OT=danach | 3:OR=die Einheit	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH	A	OR
53	G407-E0293	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	otor	OT+OR	Danach: nimm die Arbeitseinheit.	Danach: nimm die Arbeitseinheit.	Danach im laufenden Gang nimm die Arbeitseinheit.	nimm die Arbeitseinheit	nimm die Arbeitseinheit	NO	NO	1	GDT568-A07	1:OT=danach | 2:OR=die Einheit	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH	A	OR
54	G407-E0298	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	otchoshor	OT+CH+O+SH+OR	Danach: nimm die Arbeitseinheit und halte die Arbeitseinheit; zur Ausführung.	Danach: nimm die Arbeitseinheit und halte die Arbeitseinheit; zur Ausführung.	Danach nimm die Arbeitseinheit und halte die Arbeitseinheit; als Ausführung.	nimm die Arbeitseinheit und halte die Arbeitseinheit	nimm die Arbeitseinheit und halte die Arbeitseinheit	NO	NO	2	GDT568-A07|GDT568-A10	1:OT=danach | 2:CH=nehmen | 3:O=zur Ausführung | 4:SH=halten | 5:OR=die Einheit	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH|SH	A+A	OR
55	G407-E0299	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	qoty	OT+Y	Danach: halte den Pflanzenposten.	Danach: halte den Pflanzenposten.	Danach im laufenden Gang halte den Pflanzenposten.	halte den Pflanzenposten	halte den Pflanzenposten	NO	NO	1	GDT568-A10	1:OT=danach | 2:Y=den Posten	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH	A	Y
56	G407-E0300	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	qotor	OT+OR	Danach: halte die Arbeitseinheit.	Danach: halte die Arbeitseinheit.	Danach im laufenden Gang halte die Arbeitseinheit.	halte die Arbeitseinheit	halte die Arbeitseinheit	NO	NO	1	GDT568-A10	1:OT=danach | 2:OR=die Einheit	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH	A	OR
57	G407-E0302	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	otar	OT+AR	Danach: stelle den Pflanzenposten ein; vom Ausgangsmaterial.	Danach: stelle den Pflanzenposten ein; vom Ausgangsmaterial.	Danach im laufenden Gang stelle den Pflanzenposten [wie zuvor] ein; vom Ausgangsmaterial.	stelle den Pflanzenposten ein	stelle den Pflanzenposten ein	NO	NO	1	GDT568-A17	1:OT=danach | 2:AR=vom Ausgang	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	T	A	Y
58	G407-E0305	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	qotchy	OT+Y	Danach: stelle den Pflanzenposten ein.	Danach: stelle den Pflanzenposten ein.	Danach im laufenden Gang stelle den Pflanzenposten ein.	stelle den Pflanzenposten ein	stelle den Pflanzenposten ein	NO	NO	1	GDT568-A17	1:OT=danach | 2:Y=den Posten	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	T	A	Y
59	G407-E0306	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	qotor	OT+OR	Danach: stelle die Arbeitseinheit ein.	Danach: stelle die Arbeitseinheit ein.	Danach im laufenden Gang stelle die Arbeitseinheit ein.	stelle die Arbeitseinheit ein	stelle die Arbeitseinheit ein	NO	NO	1	GDT568-A17	1:OT=danach | 2:OR=die Einheit	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	T	A	OR
60	G407-E0307	G407-S010	f11r	HERBAL	blühender dreikroniger Sodenstock	tshol	T+SH+OL	Weiter: stelle ein und halte.	Weiter: stelle ein und halte.	Weiter stelle ein und halte.	stelle ein und halte	stelle ein und halte	NO	NO	2	GDT568-A17|GDT568-A10	1:T=einstellen | 2:SH=halten | 3:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	T|SH	A+A	NONE
61	G407-E0313	G407-S010	f11r	HERBAL	blühender dreikroniger Sodenstock	tchody	T+CH+O+DY	Stelle den Pflanzenposten ein und nimm den Pflanzenposten; zur Ausführung; schließe den Schritt.	Stelle den Pflanzenposten ein und nimm den Pflanzenposten; zur Ausführung; schließe den Schritt.	Stelle den Pflanzenposten [wie zuvor] ein und nimm den Pflanzenposten [wie zuvor]; als Ausführung; schließe den Schritt.	stelle den Pflanzenposten ein und nimm den Pflanzenposten	stelle den Pflanzenposten ein und nimm den Pflanzenposten	NO	NO	2	GDT568-A17|GDT568-A07	1:T=einstellen | 2:CH=nehmen | 3:O=zur Ausführung | 4:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	T|CH	A+A	Y
62	G407-E0322	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	kchol	K+OL	Weiter: gib den Pflanzenposten.	Weiter: gib den Pflanzenposten zu.	Weiter gib den Pflanzenposten [wie zuvor] zu.	gib den Pflanzenposten	gib den Pflanzenposten zu	YES	NO	1	GDT568-A12	1:K=geben | 2:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	K	A	Y
63	G407-E0324	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	qoty	OT+Y	Danach: gib den Pflanzenposten.	Danach: gib den Pflanzenposten zu.	Danach im laufenden Gang gib den Pflanzenposten zu.	gib den Pflanzenposten	gib den Pflanzenposten zu	YES	NO	1	GDT568-A12	1:OT=danach | 2:Y=den Posten	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	K	A	Y
64	G407-E0325	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	chol	OL	Weiter: gib den Pflanzenposten.	Weiter: gib den Pflanzenposten zu.	Weiter im laufenden Gang gib den Pflanzenposten [wie zuvor] zu.	gib den Pflanzenposten	gib den Pflanzenposten zu	YES	NO	1	GDT568-A12	1:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	K	A	Y
65	G407-E0329	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	choty	CH+OT+Y	Danach: nimm den Pflanzenposten.	Danach: nimm den Pflanzenposten.	Danach nimm den Pflanzenposten.	nimm den Pflanzenposten	nimm den Pflanzenposten	NO	NO	1	GDT568-A07	1:CH=nehmen | 2:OT=danach | 3:Y=den Posten	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH	A	Y
66	G407-E0334	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	dchol	D_ADDR+OL	Weiter: nimm den Arbeitswert; an der bezeichneten Stelle.	Weiter: nimm den Arbeitswert; an der bezeichneten Stelle.	Weiter im laufenden Gang nimm den Arbeitswert [wie zuvor]; an der bezeichneten Stelle.	nimm den Arbeitswert	nimm den Arbeitswert	NO	NO	1	GDT568-A07	1:D_ADDR=hier | 2:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH	A	AIIN
67	G407-E0339	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	tchol	T+OL	Weiter: stelle den Arbeitswert ein.	Weiter: stelle den Arbeitswert ein.	Weiter stelle den Arbeitswert [wie zuvor] ein.	stelle den Arbeitswert ein	stelle den Arbeitswert ein	NO	NO	1	GDT568-A17	1:T=einstellen | 2:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	T	A	AIIN
68	G407-E0354	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	otol	OT+OL	Danach: wähle den Pflanzenposten; weiterführen.	Danach: wähle den Pflanzenposten; weiterführen.	Danach und weiter im laufenden Gang wähle den Pflanzenposten [wie zuvor].	wähle den Pflanzenposten	wähle den Pflanzenposten	NO	NO	1	GDT568-A14	1:OT=danach | 2:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	S	A	Y
69	G407-E0362	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	qotchy	OT+Y	Danach: wähle den Pflanzenposten.	Danach: wähle den Pflanzenposten.	Danach im laufenden Gang wähle den Pflanzenposten.	wähle den Pflanzenposten	wähle den Pflanzenposten	NO	NO	1	GDT568-A14	1:OT=danach | 2:Y=den Posten	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	S	A	Y
70	G407-E0363	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	okchol	OK+OL	Weiter: setze den Pflanzenposten.	Weiter: setze den Pflanzenposten im Arbeitsgang an.	Weiter setze den Pflanzenposten [wie zuvor] im Arbeitsgang an.	setze den Pflanzenposten	setze den Pflanzenposten im Arbeitsgang an	YES	NO	1	GDT568-A02	1:OK=setzen | 2:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	OK	A	Y
71	G407-E0368	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	shol	SH+OL	Weiter: halte den Pflanzenposten.	Weiter: halte den Pflanzenposten.	Weiter halte den Pflanzenposten [wie zuvor].	halte den Pflanzenposten	halte den Pflanzenposten	NO	NO	1	GDT568-A10	1:SH=halten | 2:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH	A	Y
72	G407-E0371	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	shol	SH+OL	Weiter: halte den Pflanzenposten.	Weiter: halte den Pflanzenposten.	Weiter halte den Pflanzenposten [wie zuvor].	halte den Pflanzenposten	halte den Pflanzenposten	NO	NO	1	GDT568-A10	1:SH=halten | 2:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH	A	Y
73	G407-E0375	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	dchol	D_ADDR+OL	Weiter: nimm den Pflanzenposten; an der bezeichneten Stelle.	Weiter: nimm den Pflanzenposten; an der bezeichneten Stelle.	Weiter im laufenden Gang nimm den Pflanzenposten [wie zuvor]; an der bezeichneten Stelle.	nimm den Pflanzenposten	nimm den Pflanzenposten	NO	NO	1	GDT568-A07	1:D_ADDR=hier | 2:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH	A	Y
74	G407-E0376	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	chol	OL	Weiter: nimm den Pflanzenposten.	Weiter: nimm den Pflanzenposten.	Weiter im laufenden Gang nimm den Pflanzenposten [wie zuvor].	nimm den Pflanzenposten	nimm den Pflanzenposten	NO	NO	1	GDT568-A07	1:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH	A	Y
75	G407-E0377	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	dol	D_ADDR+OL	Weiter: nimm den Pflanzenposten; an der bezeichneten Stelle.	Weiter: nimm den Pflanzenposten; an der bezeichneten Stelle.	Weiter im laufenden Gang nimm den Pflanzenposten [wie zuvor]; an der bezeichneten Stelle.	nimm den Pflanzenposten	nimm den Pflanzenposten	NO	NO	1	GDT568-A07	1:D_ADDR=hier | 2:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH	A	Y
76	G407-E0382	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	qoty	OT+Y	Danach: gib den Pflanzenposten.	Danach: gib den Pflanzenposten zu.	Danach im laufenden Gang gib den Pflanzenposten zu.	gib den Pflanzenposten	gib den Pflanzenposten zu	YES	NO	1	GDT568-A12	1:OT=danach | 2:Y=den Posten	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	K	A	Y
77	G407-E0399	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	otchor	OT+CH+OR	Danach: nimm die Arbeitseinheit.	Danach: nimm die Arbeitseinheit.	Danach nimm die Arbeitseinheit.	nimm die Arbeitseinheit	nimm die Arbeitseinheit	NO	NO	1	GDT568-A07	1:OT=danach | 2:CH=nehmen | 3:OR=die Einheit	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH	A	OR
78	G407-E0403	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	kchol	K+OL	Weiter: gib den Pflanzenposten.	Weiter: gib den Pflanzenposten zu.	Weiter gib den Pflanzenposten [wie zuvor] zu.	gib den Pflanzenposten	gib den Pflanzenposten zu	YES	NO	1	GDT568-A12	1:K=geben | 2:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	K	A	Y
79	G407-E0406	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	otchol	OT+CH+OL	Danach: nimm den Pflanzenposten; weiterführen.	Danach: nimm den Pflanzenposten; weiterführen.	Danach und weiter nimm den Pflanzenposten [wie zuvor].	nimm den Pflanzenposten	nimm den Pflanzenposten	NO	NO	1	GDT568-A07	1:OT=danach | 2:CH=nehmen | 3:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH	A	Y
80	G407-E0407	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	cfholdy	CH+LOCAL_CHAR_F+OL+DY	Weiter: nimm den Pflanzenposten; an der bezeichneten Stelle; schließe den Schritt.	Weiter: nimm den Pflanzenposten; an der bezeichneten Stelle; schließe den Schritt.	Weiter nimm den Pflanzenposten [wie zuvor]; an der bezeichneten Stelle; schließe den Schritt.	nimm den Pflanzenposten	nimm den Pflanzenposten	NO	NO	1	GDT568-A07	1:CH=nehmen | 2:LOCAL_CHAR_F=hier | 3:OL=weiter | 4:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH	A	Y
81	G407-E0411	G407-S013	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	qotchol	OT+CH+OL	Danach: nimm den Arbeitswert; weiterführen.	Danach: nimm den Arbeitswert; weiterführen.	Danach und weiter nimm den Arbeitswert [wie zuvor].	nimm den Arbeitswert	nimm den Arbeitswert	NO	NO	1	GDT568-A07	1:OT=danach | 2:CH=nehmen | 3:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH	A	AIIN
82	G407-E0419	G407-S013	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	chol	OL	Weiter: setze den Pflanzenposten.	Weiter: setze den Pflanzenposten im Arbeitsgang an.	Weiter im laufenden Gang setze den Pflanzenposten [wie zuvor] im Arbeitsgang an.	setze den Pflanzenposten	setze den Pflanzenposten im Arbeitsgang an	YES	NO	1	GDT568-A02	1:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	OK	A	Y
83	G407-E0423	G407-S013	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	oldy	OL+DY	Weiter: setze den Pflanzenposten; schließe den Schritt.	Weiter: setze den Pflanzenposten im Arbeitsgang an; schließe den Schritt.	Weiter im laufenden Gang setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; schließe den Schritt.	setze den Pflanzenposten	setze den Pflanzenposten im Arbeitsgang an	YES	NO	1	GDT568-A02	1:OL=weiter | 2:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	OK	A	Y
84	G407-E0433	G407-S014	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	oldy	OL+DY	Weiter: setze den Arbeitswert; schließe den Schritt.	Weiter: setze den Arbeitswert im Arbeitsgang an; schließe den Schritt.	Weiter im laufenden Gang setze den Arbeitswert [wie zuvor] im Arbeitsgang an; schließe den Schritt.	setze den Arbeitswert	setze den Arbeitswert im Arbeitsgang an	YES	NO	1	GDT568-A02	1:OL=weiter | 2:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	OK	A	AIIN
85	G407-E0435	G407-S015	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	chol	OL	Weiter: halte den Pflanzenposten.	Weiter: halte den Pflanzenposten.	Weiter im laufenden Gang halte den Pflanzenposten [wie zuvor].	halte den Pflanzenposten	halte den Pflanzenposten	NO	NO	1	GDT568-A10	1:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH	A	Y
86	G407-E0437	G407-S015	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	ykoly	Y+K+OL+Y	Weiter: gib die beiden Pflanzenposten.	Weiter: gib die beiden Pflanzenposten zu.	Weiter gib den Pflanzenposten [außen] und den Pflanzenposten [innen] zu.	gib die beiden Pflanzenposten	gib die beiden Pflanzenposten zu	YES	NO	1	GDT568-A12	1:Y=den Posten | 2:K=geben | 3:OL=weiter | 4:Y=den Posten	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	K	A	Y|Y
87	G407-E0439	G407-S015	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	daldy	AL+DY	Nimm den Pflanzenposten; zur Zielstelle; schließe den Schritt.	Nimm den Pflanzenposten; zur Zielstelle; schließe den Schritt.	Im laufenden Gang nimm den Pflanzenposten [wie zuvor]; zur Zielstelle; schließe den Schritt.	nimm den Pflanzenposten	nimm den Pflanzenposten	NO	NO	1	GDT568-A07	1:AL=zum Zielort | 2:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH	A	Y
88	G407-E0440	G407-S016	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	sotchy	S+OT+Y	Danach: wähle den Pflanzenposten.	Danach: wähle den Pflanzenposten.	Danach wähle den Pflanzenposten.	wähle den Pflanzenposten	wähle den Pflanzenposten	NO	NO	1	GDT568-A14	1:S=wählen | 2:OT=danach | 3:Y=den Posten	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	S	A	Y
89	G407-E0443	G407-S017	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	fshody	LOCAL_CHAR_F+SH+O+DY	Halte; an der bezeichneten Stelle; zur Ausführung; schließe den Schritt.	Halte; an der bezeichneten Stelle; zur Ausführung; schließe den Schritt.	Halte; als Ausführung; an der bezeichneten Stelle; schließe den Schritt.	halte	halte	NO	NO	1	GDT568-A10	1:LOCAL_CHAR_F=hier | 2:SH=halten | 3:O=zur Ausführung | 4:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH	A	NONE
90	G407-E0447	G407-S018	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	opydy	O+P+Y+DY	Setze den Pflanzenposten ein; zur Ausführung; schließe den Schritt.	Setze den Pflanzenposten ein; zur Ausführung; schließe den Schritt.	Setze den Pflanzenposten ein; als Ausführung; schließe den Schritt.	setze den Pflanzenposten ein	setze den Pflanzenposten ein	NO	NO	1	GDT568-A20	1:O=zur Ausführung | 2:P=einsetzen | 3:Y=den Posten | 4:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	P	A	Y
91	G407-E0450	G407-S019	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	otchy	OT+CH+Y	Danach: nimm den Pflanzenposten.	Danach: nimm den Pflanzenposten.	Danach nimm den Pflanzenposten.	nimm den Pflanzenposten	nimm den Pflanzenposten	NO	NO	1	GDT568-A07	1:OT=danach | 2:CH=nehmen | 3:Y=den Posten	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH	A	Y
92	G407-E0451	G407-S019	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	dody	D_ADDR+O+DY	Nimm den Pflanzenposten; an der bezeichneten Stelle; zur Ausführung; schließe den Schritt.	Nimm den Pflanzenposten; an der bezeichneten Stelle; zur Ausführung; schließe den Schritt.	Im laufenden Gang nimm den Pflanzenposten [wie zuvor]; als Ausführung; an der bezeichneten Stelle; schließe den Schritt.	nimm den Pflanzenposten	nimm den Pflanzenposten	NO	NO	1	GDT568-A07	1:D_ADDR=hier | 2:O=zur Ausführung | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH	A	Y
93	G407-E0452	G407-S020	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	oldckhy	OL+D_ADDR+CH+K+Y	Weiter: nimm den Pflanzenposten und gib den Pflanzenposten; an der bezeichneten Stelle.	Weiter: nimm den Pflanzenposten und gib den Pflanzenposten zu; an der bezeichneten Stelle.	Weiter nimm den Pflanzenposten und gib den Pflanzenposten zu; an der bezeichneten Stelle.	nimm den Pflanzenposten und gib den Pflanzenposten	nimm den Pflanzenposten und gib den Pflanzenposten zu	YES	NO	2	GDT568-A07|GDT568-A12	1:OL=weiter | 2:D_ADDR=hier | 3:CH=nehmen | 4:K=geben | 5:Y=den Posten	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH|K	A+A	Y
94	G407-E0457	G407-S020	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	ckhody	CH+K+O+DY	Nimm den Pflanzenposten und gib den Pflanzenposten; zur Ausführung; schließe den Schritt.	Nimm den Pflanzenposten und gib den Pflanzenposten zu; zur Ausführung; schließe den Schritt.	Nimm den Pflanzenposten [wie zuvor] und gib den Pflanzenposten [wie zuvor] zu; als Ausführung; schließe den Schritt.	nimm den Pflanzenposten und gib den Pflanzenposten	nimm den Pflanzenposten und gib den Pflanzenposten zu	YES	NO	2	GDT568-A07|GDT568-A12	1:CH=nehmen | 2:K=geben | 3:O=zur Ausführung | 4:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH|K	A+A	Y
95	G407-E0459	G407-S021	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	otchol	OT+CH+OL	Danach: nimm die Arbeitseinheit; weiterführen.	Danach: nimm die Arbeitseinheit; weiterführen.	Danach und weiter nimm die Arbeitseinheit [wie zuvor].	nimm die Arbeitseinheit	nimm die Arbeitseinheit	NO	NO	1	GDT568-A07	1:OT=danach | 2:CH=nehmen | 3:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH	A	OR
96	G407-E0462	G407-S021	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	chol	OL	Weiter: wähle den Pflanzenposten.	Weiter: wähle den Pflanzenposten.	Weiter im laufenden Gang wähle den Pflanzenposten [wie zuvor].	wähle den Pflanzenposten	wähle den Pflanzenposten	NO	NO	1	GDT568-A14	1:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	S	A	Y
