group_serial	unit_id	page	locus	event_index	opaque_local_id	local_owner	local_namespace	locus_primitive_sequence	copy_instruction_de	semantic_reading
247	A2	f68r1	f68r1.33	1	A2:G057	A2_STAR_STATION_25	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_25.	LOCAL_MASTER_KEY_ONLY
248	A2	f68r1	f68r1.34	1	A2:G058	A2_STAR_STATION_26	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_26.	LOCAL_MASTER_KEY_ONLY
249	A2	f68r1	f68r1.35	1	A2:G059	A2_STAR_STATION_27	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_27.	LOCAL_MASTER_KEY_ONLY
250	A2	f68r1	f68r1.36	1	A2:G060	A2_STAR_STATION_28	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_28.	LOCAL_MASTER_KEY_ONLY
251	A2	f68r1	f68r1.37	1	A2:G061	A2_CENTRAL_LEGEND_UNRESOLVED	A2_LOCAL_OWNER_UNRESOLVED	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A2_CENTRAL_LEGEND_UNRESOLVED.	LOCAL_MASTER_KEY_ONLY
252	A2	f68r1	f68r1.37	2	A2:G062	A2_CENTRAL_LEGEND_UNRESOLVED	A2_LOCAL_OWNER_UNRESOLVED	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 2 am Besitzer A2_CENTRAL_LEGEND_UNRESOLVED.	LOCAL_MASTER_KEY_ONLY
253	A2	f68r1	f68r1.37	3	A2:G063	A2_CENTRAL_LEGEND_UNRESOLVED	A2_LOCAL_OWNER_UNRESOLVED	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 3 am Besitzer A2_CENTRAL_LEGEND_UNRESOLVED.	LOCAL_MASTER_KEY_ONLY
254	A2	f68r1	f68r1.37	4	A2:G064	A2_CENTRAL_LEGEND_UNRESOLVED	A2_LOCAL_OWNER_UNRESOLVED	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 4 am Besitzer A2_CENTRAL_LEGEND_UNRESOLVED.	LOCAL_MASTER_KEY_ONLY
255	A2	f68r1	f68r1.37	5	A2:G065	A2_CENTRAL_LEGEND_UNRESOLVED	A2_LOCAL_OWNER_UNRESOLVED	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 5 am Besitzer A2_CENTRAL_LEGEND_UNRESOLVED.	LOCAL_MASTER_KEY_ONLY
256	A3	f69v	f69v.1	1	A3:G001	A3_LEFT_WHEEL_RING_TEXT	A3_LEFT_WHEEL_ONLY	OPEN_INSTRUMENT>RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
257	A3	f69v	f69v.1	2	A3:G002	A3_LEFT_WHEEL_RING_TEXT	A3_LEFT_WHEEL_ONLY	OPEN_INSTRUMENT>RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 2 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
258	A3	f69v	f69v.1	3	A3:G003	A3_LEFT_WHEEL_RING_TEXT	A3_LEFT_WHEEL_ONLY	OPEN_INSTRUMENT>RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 3 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
259	A3	f69v	f69v.1	4	A3:G004	A3_LEFT_WHEEL_RING_TEXT	A3_LEFT_WHEEL_ONLY	OPEN_INSTRUMENT>RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 4 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
260	A3	f69v	f69v.1	5	A3:G005	A3_LEFT_WHEEL_RING_TEXT	A3_LEFT_WHEEL_ONLY	OPEN_INSTRUMENT>RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 5 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
261	A3	f69v	f69v.1	6	A3:G006	A3_LEFT_WHEEL_RING_TEXT	A3_LEFT_WHEEL_ONLY	OPEN_INSTRUMENT>RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 6 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
262	A3	f69v	f69v.1	7	A3:G007	A3_LEFT_WHEEL_RING_TEXT	A3_LEFT_WHEEL_ONLY	OPEN_INSTRUMENT>RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 7 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
263	A3	f69v	f69v.1	8	A3:G008	A3_LEFT_WHEEL_RING_TEXT	A3_LEFT_WHEEL_ONLY	OPEN_INSTRUMENT>RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 8 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
264	A3	f69v	f69v.1	9	A3:G009	A3_LEFT_WHEEL_RING_TEXT	A3_LEFT_WHEEL_ONLY	OPEN_INSTRUMENT>RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 9 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
265	A3	f69v	f69v.1	10	A3:G010	A3_LEFT_WHEEL_RING_TEXT	A3_LEFT_WHEEL_ONLY	OPEN_INSTRUMENT>RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 10 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
266	A3	f69v	f69v.1	11	A3:G011	A3_LEFT_WHEEL_RING_TEXT	A3_LEFT_WHEEL_ONLY	OPEN_INSTRUMENT>RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 11 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
267	A3	f69v	f69v.1	12	A3:G012	A3_LEFT_WHEEL_RING_TEXT	A3_LEFT_WHEEL_ONLY	OPEN_INSTRUMENT>RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 12 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
268	A3	f69v	f69v.1	13	A3:G013	A3_LEFT_WHEEL_RING_TEXT	A3_LEFT_WHEEL_ONLY	OPEN_INSTRUMENT>RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 13 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
269	A3	f69v	f69v.1	14	A3:G014	A3_LEFT_WHEEL_RING_TEXT	A3_LEFT_WHEEL_ONLY	OPEN_INSTRUMENT>RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 14 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
270	A3	f69v	f69v.1	15	A3:G015	A3_LEFT_WHEEL_RING_TEXT	A3_LEFT_WHEEL_ONLY	OPEN_INSTRUMENT>RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 15 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
271	A3	f69v	f69v.1	16	A3:G016	A3_LEFT_WHEEL_RING_TEXT	A3_LEFT_WHEEL_ONLY	OPEN_INSTRUMENT>RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 16 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
272	A3	f69v	f69v.1	17	A3:G017	A3_LEFT_WHEEL_RING_TEXT	A3_LEFT_WHEEL_ONLY	OPEN_INSTRUMENT>RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 17 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
273	A3	f69v	f69v.1	18	A3:G018	A3_LEFT_WHEEL_RING_TEXT	A3_LEFT_WHEEL_ONLY	OPEN_INSTRUMENT>RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 18 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
274	A3	f69v	f69v.1	19	A3:G019	A3_LEFT_WHEEL_RING_TEXT	A3_LEFT_WHEEL_ONLY	OPEN_INSTRUMENT>RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 19 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
275	A3	f69v	f69v.1	20	A3:G020	A3_LEFT_WHEEL_RING_TEXT	A3_LEFT_WHEEL_ONLY	OPEN_INSTRUMENT>RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 20 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
276	A3	f69v	f69v.1	21	A3:G021	A3_LEFT_WHEEL_RING_TEXT	A3_LEFT_WHEEL_ONLY	OPEN_INSTRUMENT>RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 21 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
277	A3	f69v	f69v.1	22	A3:G022	A3_LEFT_WHEEL_RING_TEXT	A3_LEFT_WHEEL_ONLY	OPEN_INSTRUMENT>RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 22 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
278	A3	f69v	f69v.1	23	A3:G023	A3_LEFT_WHEEL_RING_TEXT	A3_LEFT_WHEEL_ONLY	OPEN_INSTRUMENT>RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 23 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
279	A3	f69v	f69v.1	24	A3:G024	A3_LEFT_WHEEL_RING_TEXT	A3_LEFT_WHEEL_ONLY	OPEN_INSTRUMENT>RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 24 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
280	A3	f69v	f69v.1	25	A3:G025	A3_LEFT_WHEEL_RING_TEXT	A3_LEFT_WHEEL_ONLY	OPEN_INSTRUMENT>RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 25 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
281	A3	f69v	f69v.1	26	A3:G026	A3_LEFT_WHEEL_RING_TEXT	A3_LEFT_WHEEL_ONLY	OPEN_INSTRUMENT>RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 26 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
282	A3	f69v	f69v.1	27	A3:G027	A3_LEFT_WHEEL_RING_TEXT	A3_LEFT_WHEEL_ONLY	OPEN_INSTRUMENT>RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 27 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
283	A3	f69v	f69v.1	28	A3:G028	A3_LEFT_WHEEL_RING_TEXT	A3_LEFT_WHEEL_ONLY	OPEN_INSTRUMENT>RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 28 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
284	A3	f69v	f69v.1	29	A3:G029	A3_LEFT_WHEEL_RING_TEXT	A3_LEFT_WHEEL_ONLY	OPEN_INSTRUMENT>RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 29 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
285	A3	f69v	f69v.1	30	A3:G030	A3_LEFT_WHEEL_RING_TEXT	A3_LEFT_WHEEL_ONLY	OPEN_INSTRUMENT>RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 30 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
286	A3	f69v	f69v.1	31	A3:G031	A3_LEFT_WHEEL_RING_TEXT	A3_LEFT_WHEEL_ONLY	OPEN_INSTRUMENT>RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 31 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
287	A3	f69v	f69v.1	32	A3:G032	A3_LEFT_WHEEL_RING_TEXT	A3_LEFT_WHEEL_ONLY	OPEN_INSTRUMENT>RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 32 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
288	A3	f69v	f69v.1	33	A3:G033	A3_LEFT_WHEEL_RING_TEXT	A3_LEFT_WHEEL_ONLY	OPEN_INSTRUMENT>RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 33 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
289	A3	f69v	f69v.1	34	A3:G034	A3_LEFT_WHEEL_RING_TEXT	A3_LEFT_WHEEL_ONLY	OPEN_INSTRUMENT>RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 34 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
290	A3	f69v	f69v.1	35	A3:G035	A3_LEFT_WHEEL_RING_TEXT	A3_LEFT_WHEEL_ONLY	OPEN_INSTRUMENT>RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 35 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
291	A3	f69v	f69v.1	36	A3:G036	A3_LEFT_WHEEL_RING_TEXT	A3_LEFT_WHEEL_ONLY	OPEN_INSTRUMENT>RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 36 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
292	A3	f69v	f69v.1	37	A3:G037	A3_LEFT_WHEEL_RING_TEXT	A3_LEFT_WHEEL_ONLY	OPEN_INSTRUMENT>RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 37 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
293	A3	f69v	f69v.1	38	A3:G038	A3_LEFT_WHEEL_RING_TEXT	A3_LEFT_WHEEL_ONLY	OPEN_INSTRUMENT>RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 38 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
294	A3	f69v	f69v.1	39	A3:G039	A3_LEFT_WHEEL_RING_TEXT	A3_LEFT_WHEEL_ONLY	OPEN_INSTRUMENT>RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 39 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
295	A3	f69v	f69v.1	40	A3:G040	A3_LEFT_WHEEL_RING_TEXT	A3_LEFT_WHEEL_ONLY	OPEN_INSTRUMENT>RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 40 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
296	A3	f69v	f69v.2	1	A3:G041	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
297	A3	f69v	f69v.2	2	A3:G042	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 2 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
298	A3	f69v	f69v.2	3	A3:G043	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 3 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
299	A3	f69v	f69v.2	4	A3:G044	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 4 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
300	A3	f69v	f69v.2	5	A3:G045	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 5 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
