surface	occurrence_count	physical_pages	truth_recipe	revised_working_recipe	working_revision_class	candidate_count_capped	old_base_surface_count	gdt524_rank	gdt524_top1	gdt525_rank	gdt524_revised_rank	gdt525_revised_rank	gdt525_top1	gdt525_top5	truth_gdt524_score	truth_chain_feature	truth_gdt525_score	truth_chain_trace	top1_gdt524_score	top1_chain_feature	top1_gdt525_score	top1_chain_trace	top1_alignment_trace	decision_change_class	working_policy
sheodaiin	1	f66r	SH+E+O+D_ADDR+AIIN	SH+E+O+D_ADDR+AIIN	INHERITED_RECIPE_RETAINED	100	18	1	SH+E+O+D_ADDR+AIIN	1	1	1	SH+E+O+D_ADDR+AIIN	SH+E+O+D_ADDR+AIIN | SH+E+O+AIIN | S+SH+E+O+D_ADDR+AIIN | SH+E+O+D_ADDR+IIN | SH+E+O+D_ADDR+D_ADDR+AIIN	2.977737520	0.000000000	2.977737520	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	2.977737520	0.000000000	2.977737520	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | aiin=>aiin~AIIN@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
sheoy	1	f20v	SH+E+O+Y	SH+E+O+Y	INHERITED_RECIPE_RETAINED	5	11	1	SH+E+O+Y	1	1	1	SH+E+O+Y	SH+E+O+Y | S+SH+E+O+Y | SH+E+O+D_ADDR+Y | SH+SH+E+O+Y | S+E+O+Y	0.109444508	0.000000000	0.109444508	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	0.109444508	0.000000000	0.109444508	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
shofol	1	f66r	SH+O+LOCAL_CHAR_F+OL	SH+O+LOCAL_CHAR_F+OL	INHERITED_RECIPE_RETAINED	12	9	1	SH+O+LOCAL_CHAR_F+OL	1	1	1	SH+O+LOCAL_CHAR_F+OL	SH+O+LOCAL_CHAR_F+OL | S+O+LOCAL_CHAR_F+OL | S+SH+O+LOCAL_CHAR_F+OL | SH+O+LOCAL_CHAR_F+O+L | SH+SH+O+LOCAL_CHAR_F+OL	3.939489284	0.000000000	3.939489284	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	3.939489284	0.000000000	3.939489284	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	sh=>sh~SH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
shokaiir	1	f66r	SH+OK+IIN+R	SH+OK+IIN+R	INHERITED_RECIPE_RETAINED	100	15	1	SH+OK+IIN+R	1	1	1	SH+OK+IIN+R	SH+OK+IIN+R | SH+OK+AIIN+R | SH+OK+AIR | SH+OK+LOCAL_CHAR_I+R | SH+OK+CH+IIN+R	6.989651087	0.000000000	6.989651087	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	6.989651087	0.000000000	6.989651087	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	sh=>sh~SH@edit0+alias0.000 | ok=>ok~OK@edit0+alias0.000 | aii=>iin~IIN@edit2+alias0.000 | r=>r~R@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
sholfordaiin	1	f66r	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	INHERITED_RECIPE_RETAINED	100	4	1	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	1	1	1	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN | SH+OL+LOCAL_CHAR_F+OR+AIIN | SH+OL+LOCAL_CHAR_F+OR+DA+AIIN | SH+OL+LOCAL_CHAR_F+OR+D_ADDR+IIN | SH+OL+LOCAL_CHAR_F+OR+DA+IIN	6.065890151	0.000000000	6.065890151	NO_POSITIVE_DISTINCT_TWO_HOP_CHANNELS	6.065890151	0.000000000	6.065890151	NO_POSITIVE_DISTINCT_TWO_HOP_CHANNELS	sh=>sh~SH@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000 | or=>or~OR@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | aiin=>aiin~AIIN@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
shso	1	f31r	SH+S+O	SH+S+O	INHERITED_RECIPE_RETAINED	13	3	1	SH+S+O	1	1	1	SH+S+O	SH+S+O | S+S+O | S+SH+S+O | SH+S+OT | SH+S+O+LOCAL_CHAR_I	3.183931926	0.000000000	3.183931926	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	3.183931926	0.000000000	3.183931926	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	sh=>sh~SH@edit0+alias0.000 | s=>s~S@edit0+alias0.000 | o=>o~O@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
shtchy	1	f4r	SH+T+CH+Y	SH+T+CH+Y	INHERITED_RECIPE_RETAINED	27	9	1	SH+T+CH+Y	1	1	1	SH+T+CH+Y	SH+T+CH+Y | SH+T+Y | SH+T+LOCAL_C+Y | S+T+CH+Y | S+SH+T+CH+Y	5.046624361	0.000000000	5.046624361	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	5.046624361	0.000000000	5.046624361	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	sh=>sh~SH@edit0+alias0.000 | t=>t~T@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
shyshol	1	f4r	SH+Y+SH+OL	SH+Y+SH+OL	INHERITED_RECIPE_RETAINED	74	9	1	SH+Y+SH+OL	1	1	1	SH+Y+SH+OL	SH+Y+SH+OL | Y+SH+OL | SH+Y+OL | S+Y+SH+OL | SH+Y+SH+O+L	4.859455844	0.000000000	4.859455844	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	4.859455844	0.000000000	4.859455844	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	sh=>sh~SH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
shytchy	1	f4r	SH+Y+T+CH+Y	SH+Y+T+CH+Y	INHERITED_RECIPE_RETAINED	60	12	1	SH+Y+T+CH+Y	1	1	1	SH+Y+T+CH+Y	SH+Y+T+CH+Y | SH+Y+T+Y | SH+Y+T+LOCAL_C+Y | Y+T+CH+Y | Y+T+Y	5.037153005	0.000000000	5.037153005	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	5.037153005	0.000000000	5.037153005	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	sh=>sh~SH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | t=>t~T@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
soaiin	1	f20v	S+O+AIIN	S+O+AIIN	INHERITED_RECIPE_RETAINED	100	11	1	S+O+AIIN	1	1	1	S+O+AIIN	S+O+AIIN | SH+O+AIIN | S+O+IIN | S+OT+AIIN | S+O+A_ADDR+AIIN	1.624786449	0.000000000	1.624786449	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	1.624786449	0.000000000	1.624786449	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	s=>s~S@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | aiin=>aiin~AIIN@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
tcheo	1	f66r	T+CH+E+O	T+CH+E+O	INHERITED_RECIPE_RETAINED	7	7	1	T+CH+E+O	1	1	1	T+CH+E+O	T+CH+E+O | T+LOCAL_C+E+O | T+E+O | T+CH+O | T+LOCAL_C+SH+E+O	1.133459127	0.000000000	1.133459127	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	1.133459127	0.000000000	1.133459127	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	t=>t~T@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
tocpheey	1	f66r	T+O+CH+P+EE+Y	T+O+CH+P+EE+Y	INHERITED_RECIPE_RETAINED	34	6	1	T+O+CH+P+EE+Y	1	1	1	T+O+CH+P+EE+Y	T+O+CH+P+EE+Y | T+CH+P+EE+Y | T+O+CH+P+SH+EE+Y | T+O+LOCAL_C+P+EE+Y | OT+CH+P+EE+Y	5.041377281	0.000000000	5.041377281	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	5.041377281	0.000000000	5.041377281	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	t=>t~T@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | cph=>cph~CH+P@edit0+alias0.505 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
todeeey	1	f66r	T+O+D_ADDR+EEE+Y	T+O+D_ADDR+EEE+Y	INHERITED_RECIPE_RETAINED	45	10	1	T+O+D_ADDR+EEE+Y	1	1	1	T+O+D_ADDR+EEE+Y	T+O+D_ADDR+EEE+Y | T+O+EEE+Y | T+O+D_ADDR+EE+E+Y | T+O+D_ADDR+E+EE+Y | T+O+E+EE+Y	6.024654873	0.000000000	6.024654873	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	6.024654873	0.000000000	6.024654873	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	t=>t~T@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | eee=>eee~EEE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
tolchedy	1	f66r	T+OL+CHD+DY	T+OL+CHD+DY	INHERITED_RECIPE_RETAINED	100	27	1	T+OL+CHD+DY	1	1	1	T+OL+CHD+DY	T+OL+CHD+DY | T+OL+CHD+Y | T+OL+CH+E+DY | T+OL+LOCAL_C+E+DY | T+OL+CH+DY	6.032265945	0.000000000	6.032265945	NO_POSITIVE_DISTINCT_TWO_HOP_CHANNELS	6.032265945	0.000000000	6.032265945	NO_POSITIVE_DISTINCT_TWO_HOP_CHANNELS	t=>t~T@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | che=>chd~CHD@edit1+alias0.500 | dy=>dy~DY@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
tolshy	1	f20v	T+OL+SH+Y	T+OL+SH+Y	INHERITED_RECIPE_RETAINED	26	16	1	T+OL+SH+Y	1	1	1	T+OL+SH+Y	T+OL+SH+Y | T+OL+Y | T+O+L+SH+Y | T+OL+S+Y | T+OL+S+SH+Y	4.161702133	0.000000000	4.161702133	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	4.161702133	0.000000000	4.161702133	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	t=>t~T@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
tosheo	1	f66r	T+O+SH+E+O	T+O+SH+E+O	INHERITED_RECIPE_RETAINED	16	12	1	T+O+SH+E+O	1	1	1	T+O+SH+E+O	T+O+SH+E+O | T+O+S+SH+E+O | T+O+S+E+O | T+O+SH+E+O+D_ADDR | T+OS+SH+E+O	3.388420809	0.000000000	3.388420809	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	3.388420809	0.000000000	3.388420809	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	t=>t~T@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
tshokeody	1	f31r	T+SH+OK+E+O+D_ADDR+Y	T+SH+OK+E+O+D_ADDR+Y	INHERITED_RECIPE_RETAINED	100	13	1	T+SH+OK+E+O+D_ADDR+Y	1	1	1	T+SH+OK+E+O+D_ADDR+Y	T+SH+OK+E+O+D_ADDR+Y | T+SH+OK+E+O+DY | SH+OK+E+O+D_ADDR+Y | T+OK+E+O+D_ADDR+Y | T+SH+OK+E+O+Y	5.749749134	0.000000000	5.749749134	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	5.749749134	0.000000000	5.749749134	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	t=>t~T@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | ok=>ok~OK@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
tydy	1	f4r	T+Y+DY	T+Y+DY	INHERITED_RECIPE_RETAINED	9	4	1	T+Y+DY	1	1	1	T+Y+DY	T+Y+DY | T+Y+Y | Y+T+DY | T+Y+D_ADDR+Y | Y+T+Y	3.139557062	0.000000000	3.139557062	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	3.139557062	0.000000000	3.139557062	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	t=>t~T@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
x	3	f66r	LOCAL_X	LOCAL_X	INHERITED_RECIPE_RETAINED	1	0	1	LOCAL_X	1	1	1	LOCAL_X	LOCAL_X	3.113567624	0.000000000	3.113567624	NO_TWO_HOP_OLD_BASE	3.113567624	0.000000000	3.113567624	NO_TWO_HOP_OLD_BASE	x=>x~LOCAL_X@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
yches	1	f31r	Y+CH+E+S	Y+CH+E+S	INHERITED_RECIPE_RETAINED	24	6	1	Y+CH+E+S	1	1	1	Y+CH+E+S	Y+CH+E+S | Y+E+S | Y+LOCAL_C+E+S | Y+CH+S | Y+CH+E+O	2.825992577	0.000000000	2.825992577	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	2.825992577	0.000000000	2.825992577	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	y=>y~Y@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | s=>s~S@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
ykeedar	1	f31r	Y+K+EE+D_ADDR+AR	Y+K+EE+D_ADDR+AR	INHERITED_RECIPE_RETAINED	81	8	1	Y+K+EE+D_ADDR+AR	1	1	1	Y+K+EE+D_ADDR+AR	Y+K+EE+D_ADDR+AR | Y+K+D_ADDR+AR | Y+K+EE+DA+R | Y+K+EE+DA+AR | Y+K+EE+D_ADDR+A_ADDR+R	2.759000065	0.000000000	2.759000065	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	2.759000065	0.000000000	2.759000065	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
ykeol	1	f66r	Y+K+E+OL	Y+K+E+OL	INHERITED_RECIPE_RETAINED	10	8	1	Y+K+E+OL	1	1	1	Y+K+E+OL	Y+K+E+OL | Y+K+E+O+L | Y+K+E+O+AL | Y+OL+K+E | Y+K+E+O+D_ADDR+L	0.379838756	0.000000000	0.379838756	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	0.379838756	0.000000000	0.379838756	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
ykesho	1	f66r	Y+K+E+SH+O	Y+K+E+SH+O	INHERITED_RECIPE_RETAINED	9	9	1	Y+K+E+SH+O	1	1	1	Y+K+E+SH+O	Y+K+E+SH+O | Y+K+E+O | Y+K+E+S_ADDR+O | Y+K+E+S_ADDR+SH+O | Y+K+E+S+O	3.130259407	0.000000000	3.130259407	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	3.130259407	0.000000000	3.130259407	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | o=>o~O@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
ykoiin	1	f20v	Y+K+O+IIN	Y+K+O+IIN	INHERITED_RECIPE_RETAINED	72	5	1	Y+K+O+IIN	1	1	1	Y+K+O+IIN	Y+K+O+IIN | Y+K+O+AIIN | Y+K+O+IIN+T | Y+K+O+AIN | Y+K+O+LOCAL_CHAR_I+IIN	2.603201584	0.000000000	2.603201584	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	2.603201584	0.000000000	2.603201584	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | iin=>iin~IIN@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
ykshedy	1	f66r	Y+K+SH+E+DY	Y+K+SH+E+DY	INHERITED_RECIPE_RETAINED	47	19	1	Y+K+SH+E+DY	1	1	1	Y+K+SH+E+DY	Y+K+SH+E+DY | SH+E+DY | Y+K+SH+E+Y | SH+E+Y | Y+K+S+SH+E+DY	2.027082140	0.000000000	2.027082140	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	2.027082140	0.000000000	2.027082140	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
ypches	1	f66r	Y+P+CH+E+S	Y+P+CH+E+S	INHERITED_RECIPE_RETAINED	85	8	1	Y+P+CH+E+S	1	1	1	Y+P+CH+E+S	Y+P+CH+E+S | Y+P+E+S | Y+P+LOCAL_C+E+S | Y+P+CH+LOCAL_C+E+S | Y+P+CH+E+O	2.901846501	0.000000000	2.901846501	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	2.901846501	0.000000000	2.901846501	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	y=>y~Y@edit0+alias0.000 | p=>p~P@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | s=>s~S@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
yshedair	1	f31r	Y+SH+E+D_ADDR+AIR	Y+SH+E+D_ADDR+AIR	INHERITED_RECIPE_RETAINED	100	7	1	Y+SH+E+D_ADDR+AIR	1	1	1	Y+SH+E+D_ADDR+AIR	Y+SH+E+D_ADDR+AIR | Y+SH+E+AIR | SH+E+Y+AIR | SH+E+DY+AIR | SH+E+Y+D_ADDR+AIR	5.507691369	0.000000000	5.507691369	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	5.507691369	0.000000000	5.507691369	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	y=>y~Y@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
ysheeod	1	f66r	Y+SH+EE+O+D_ADDR	Y+SH+EE+O+D_ADDR	INHERITED_RECIPE_RETAINED	62	7	1	Y+SH+EE+O+D_ADDR	1	1	1	Y+SH+EE+O+D_ADDR	Y+SH+EE+O+D_ADDR | Y+EE+O+D_ADDR | Y+SH+E+E+O+D_ADDR | SH+EE+Y+O+D_ADDR | Y+SH+SH+EE+O+D_ADDR	3.738418045	0.000000000	3.738418045	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	3.738418045	0.000000000	3.738418045	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	y=>y~Y@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
ytarody	1	f66r	Y+T+AR+O+DY	Y+T+AR+O+DY	INHERITED_RECIPE_RETAINED	77	17	1	Y+T+AR+O+DY	1	1	1	Y+T+AR+O+DY	Y+T+AR+O+DY | Y+T+AR+O+D_ADDR+Y | Y+T+AR+O+Y | Y+T+A_ADDR+R+O+DY | Y+T+A_ADDR+AR+O+DY	4.616655335	0.000000000	4.616655335	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	4.616655335	0.000000000	4.616655335	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	y=>y~Y@edit0+alias0.000 | t=>t~T@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
ytoy	1	f4r	Y+T+O+Y	Y+T+O+Y	INHERITED_RECIPE_RETAINED	4	4	1	Y+T+O+Y	1	1	1	Y+T+O+Y	Y+T+O+Y | T+Y+O+Y | Y+OT+Y | T+O+DY+Y	0.685474181	0.000000000	0.685474181	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	0.685474181	0.000000000	0.685474181	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	y=>y~Y@edit0+alias0.000 | t=>t~T@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
