event_serial	event_id	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	surface_display	semantic_segmentation	stable_concrete_nucleus_de	concrete_word_reading_de	contextual_event_reading_de	statement_continuation	previous_semantic_segmentation	previous_stable_concrete_nucleus_de	previous_concrete_word_reading_de	previous_contextual_event_reading_de	paradigm_revision	revision_strength	component_completion_previous_segmentation	component_completion_previous_nucleus_de	component_completion_previous_gloss_de	component_completion_previous_context_de	component_completion_source	component_completion_strength	direction_previous_segmentation	direction_previous_nucleus_de	direction_previous_gloss_de	direction_previous_context_de	direction_revision_source	direction_revision_strength	quantity_previous_segmentation	quantity_previous_nucleus_de	quantity_previous_gloss_de	quantity_previous_context_de	quantity_revision_source	quantity_revision_strength	workshop_slots	state_endpoint_previous_segmentation	state_endpoint_previous_nucleus_de	state_endpoint_previous_gloss_de	state_endpoint_previous_context_de	state_endpoint_revision_family	state_endpoint_revision_strength	filtration_previous_segmentation	filtration_previous_nucleus_de	filtration_previous_gloss_de	filtration_previous_context_de	filtration_revision_family	filtration_revision_strength	application_previous_segmentation	application_previous_nucleus_de	application_previous_gloss_de	application_previous_context_de	application_revision_family	application_revision_strength	r3_previous_segmentation	r3_previous_nucleus_de	r3_previous_gloss_de	r3_previous_context_de	r3_revision_family	r3_revision_strength	r3_revision_note	selected_previous_segmentation	selected_previous_nucleus_de	selected_previous_gloss_de	selected_previous_context_de	selected_medium_family	selected_medium_rationale	r3_thermal_previous_segmentation	r3_thermal_previous_nucleus_de	r3_thermal_previous_gloss_de	r3_thermal_previous_context_de	r3_thermal_family	r3_thermal_status	r3_thermal_note	selected_thermal_previous_segmentation	selected_thermal_previous_nucleus_de	selected_thermal_previous_gloss_de	selected_thermal_previous_context_de	selected_thermal_source	selected_thermal_family	selected_thermal_reason
115	E115	B1	f81v	f81v.7	F023	B1-S002	4eab1841ed655c20a348	sheckhal	sheckhal=mäßige Menge	mäßige Menge	mäßige Menge	Eine mäßige Menge	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	QUANTITY					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	sheckhal=mäßige Menge	mäßige Menge	mäßige Menge	Eine mäßige Menge	UNCHANGED	UNCHANGED	NOT_APPLICABLE	sheckhal=mäßige Menge	mäßige Menge	mäßige Menge	Eine mäßige Menge	R3_ACCEPTED	R3 material/flow distinction accepted without central change.	sheckhal=mäßige Menge	mäßige Menge	mäßige Menge	Eine mäßige Menge	UNCHANGED	UNCHANGED	NOT_APPLICABLE	sheckhal=mäßige Menge	mäßige Menge	mäßige Menge	Eine mäßige Menge	R3_STRUCTURAL_BASE	UNCHANGED	R3 retained after four-role comparison.
116	E116	B1	f81v	f81v.7	F023	B1-S002	2f1c5e56e8f0ff459065	daiin	AIIN_TARGET_MEASURE	AIIN=Sollmaß	Sollmaß	Sollmaß	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	aiin=Maß	Maß	Maß	Den aktiven Posten nach der örtlichen Vorschrift bemessen	MEASURE_CORE	SELECTED_STRONG	QUANTITY					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	AIIN_MEASURE	AIIN=vorgeschriebenes Maß	vorgeschriebenes Maß	Vorgeschriebenes Maß	UNCHANGED	UNCHANGED	NOT_APPLICABLE	AIIN_MEASURE	AIIN=vorgeschriebenes Maß	vorgeschriebenes Maß	Vorgeschriebenes Maß	R3_ACCEPTED	R3 material/flow distinction accepted without central change.	AIIN_MEASURE	AIIN=vorgeschriebenes Maß	vorgeschriebenes Maß	Vorgeschriebenes Maß	AIIN_MEASURE	REVISED_R3	AIIN records the prescribed measure; it is not itself a time word.	AIIN_TARGET_MEASURE	AIIN=Sollmaß	Sollmaß	Sollmaß	R3_STRUCTURAL_BASE	AIIN_MEASURE	R3 retained after four-role comparison.
117	E117	B1	f81v	f81v.7	F023	B1-S002	93f69c38fdedee1598e9	qokeedal	OK_SET+GRADE_2+AL_SITE	OK=ansetzen; EE=Stufe II; AL=Stelle	länger an der Stelle halten	Länger an der Stelle halten	CONTINUES_ACROSS_LINE	qokeedal=eingetauchter Teil	eingetauchter Teil	eingetauchter Teil	Der eingetauchte Teil	E_GRADE_PARADIGM	SELECTED_DERIVED_PREDICTION					UNCHANGED	UNCHANGED	OK+EE+AL	E-Grad=SUSTAINED_CONTACT; Zustand=TARGET_AL	bezeichneten Teil oder Stelle in anhaltenden Kontakt bringen	Bezeichneten Teil oder Stelle in anhaltenden Kontakt bringen	DIRECTION_WORKSHOP	SELECTED_COMPOSITIONAL					UNCHANGED	UNCHANGED	TARGET+OPERATION+STATE_GRADE	Q_RENDERER+OK+E_GRADE_2+AL_TARGET	OK=in Arbeit setzen; EE=anhaltend; AL=Zielstelle	an der Zielstelle anhaltend in Kontakt halten	An der Zielstelle anhaltend in Kontakt halten	OK_STATE_EXTENSION	SELECTED_SINGLETON_EXTENSION					UNCHANGED	UNCHANGED	OK+GRADE_2+AL_TARGET	OK=einsetzen; EE=anhaltend; AL=Zielstelle	an der Zielstelle länger einwirken lassen	An der Zielstelle länger einwirken lassen	AL_SITE	SELECTED_SINGLETON_GRID_CELL	OK+GRADE_2+AL_SITE	OK=einsetzen; EE=anhaltend; AL=Stelle	länger an der Stelle halten	Länger an der Stelle halten	UNCHANGED	UNCHANGED	NOT_APPLICABLE	OK+GRADE_2+AL_SITE	OK=einsetzen; EE=anhaltend; AL=Stelle	länger an der Stelle halten	Länger an der Stelle halten	R3_ACCEPTED	R3 material/flow distinction accepted without central change.	OK+GRADE_2+AL_SITE	OK=einsetzen; EE=anhaltend; AL=Stelle	länger an der Stelle halten	Länger an der Stelle halten	GRADE_SITE_EXTENSION	REVISED_R3	The same second grade modifies a site construction.	OK_SET+GRADE_2+AL_SITE	OK=ansetzen; EE=Stufe II; AL=Stelle	länger an der Stelle halten	Länger an der Stelle halten	R3_STRUCTURAL_BASE	GRADE_SITE_EXTENSION	R3 retained after four-role comparison.
118	E118	B1	f81v	f81v.7	F023	B1-S002	2f1c5e56e8f0ff459065	daiin	AIIN_TARGET_MEASURE	AIIN=Sollmaß	Sollmaß	Sollmaß	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	aiin=Maß	Maß	Maß	Den aktiven Posten nach der örtlichen Vorschrift bemessen	MEASURE_CORE	SELECTED_STRONG	QUANTITY					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	AIIN_MEASURE	AIIN=vorgeschriebenes Maß	vorgeschriebenes Maß	Vorgeschriebenes Maß	UNCHANGED	UNCHANGED	NOT_APPLICABLE	AIIN_MEASURE	AIIN=vorgeschriebenes Maß	vorgeschriebenes Maß	Vorgeschriebenes Maß	R3_ACCEPTED	R3 material/flow distinction accepted without central change.	AIIN_MEASURE	AIIN=vorgeschriebenes Maß	vorgeschriebenes Maß	Vorgeschriebenes Maß	AIIN_MEASURE	REVISED_R3	AIIN records the prescribed measure; it is not itself a time word.	AIIN_TARGET_MEASURE	AIIN=Sollmaß	Sollmaß	Sollmaß	R3_STRUCTURAL_BASE	AIIN_MEASURE	R3 retained after four-role comparison.
119	E119	B1	f81v	f81v.7	F023	B1-S002	2cc8bb3c2af19607888f	chckhy	CKH_PASSAGE+Y_CURRENT_ITEM	CKH=Durchlass; Y=aktueller Posten	durch den Durchlass führen	Durch den Durchlass führen	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OWNER_ITEM+OPERATION+FLOW_TRANSFER					UNCHANGED	UNCHANGED	ckhy=Durchlauf	Durchlauf	durch verbundenen Lauf	Durch die verbundenen Läufe	CKH_PASSAGE	SELECTED_RECURRENT					UNCHANGED	UNCHANGED	CKH_PASSAGE+Y_CURRENT_ITEM	CKH=Durchlauf; Y=aktueller Posten	durch den Durchlauf führen	Durch den Durchlauf führen	PASSAGE_NOT_CURRENT	SELECTED_RECURRENT_CORE	Four events identify the passage/aperture; AIR is reserved for current or flow.	CKH_PASSAGE+Y_CURRENT_ITEM	CKH=Durchlass; Y=aktueller Posten	durch den Durchlass führen	Durch den Durchlass führen	R3_ACCEPTED	R3 material/flow distinction accepted without central change.	CKH_PASSAGE+Y_CURRENT_ITEM	CKH=Durchlass; Y=aktueller Posten	durch den Durchlass führen	Durch den Durchlass führen	UNCHANGED	UNCHANGED	NOT_APPLICABLE	CKH_PASSAGE+Y_CURRENT_ITEM	CKH=Durchlass; Y=aktueller Posten	durch den Durchlass führen	Durch den Durchlass führen	R3_STRUCTURAL_BASE	UNCHANGED	R3 retained after four-role comparison.
120	E120	B1	f81v	f81v.7	F023	B1-S002	259b2b3b0bf859882e2c	schedy	RENDERER_D+CHED+TERMINAL_Y / RENDERER_S+CHED+TERMINAL_Y / RENDERER_T+CHED+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; D/S/T sind wertgleiche Oberflächenhüllen; umhüllte DY-Abschlusskonstruktion	Arbeitsbewegung abschließen	Arbeitsbewegung abschließen	CONTINUES_ACROSS_LINE	che=ausspülen + dy=Ende	ausspülen + Ende	ausspülen; Ende	Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	CHED_PARADIGM	HIGH_STRUCTURE__LOW_MEANING					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OPERATION+CLOSE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	RENDERER_D+CHED+TERMINAL_Y / RENDERER_S+CHED+TERMINAL_Y / RENDERER_T+CHED+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; D/S/T sind wertgleiche Oberflächenhüllen; umhüllte DY-Abschlusskonstruktion	Arbeitsbewegung abschließen	Arbeitsbewegung abschließen	UNCHANGED	UNCHANGED	NOT_APPLICABLE	RENDERER_D+CHED+TERMINAL_Y / RENDERER_S+CHED+TERMINAL_Y / RENDERER_T+CHED+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; D/S/T sind wertgleiche Oberflächenhüllen; umhüllte DY-Abschlusskonstruktion	Arbeitsbewegung abschließen	Arbeitsbewegung abschließen	R3_ACCEPTED	R3 material/flow distinction accepted without central change.	RENDERER_D+CHED+TERMINAL_Y / RENDERER_S+CHED+TERMINAL_Y / RENDERER_T+CHED+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; D/S/T sind wertgleiche Oberflächenhüllen; umhüllte DY-Abschlusskonstruktion	Arbeitsbewegung abschließen	Arbeitsbewegung abschließen	UNCHANGED	UNCHANGED	NOT_APPLICABLE	RENDERER_D+CHED+TERMINAL_Y / RENDERER_S+CHED+TERMINAL_Y / RENDERER_T+CHED+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; D/S/T sind wertgleiche Oberflächenhüllen; umhüllte DY-Abschlusskonstruktion	Arbeitsbewegung abschließen	Arbeitsbewegung abschließen	R3_STRUCTURAL_BASE	UNCHANGED	R3 retained after four-role comparison.
121	E121	B1	f81v	f81v.7	F024	B1-S003	dcda95c81a5460feb191	qol	OL_CONTINUE	OL=fortsetzen	fortsetzen	Fortsetzen	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	ORDER+OPERATION					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	ol=weiter	weiter	mit Vorigem weiter	und mit dem vorigen Ansatz weiter	UNCHANGED	UNCHANGED	NOT_APPLICABLE	ol=weiter	weiter	mit Vorigem weiter	und mit dem vorigen Ansatz weiter	R3_ACCEPTED	R3 material/flow distinction accepted without central change.	ol=weiter	weiter	mit Vorigem weiter	und mit dem vorigen Ansatz weiter	ORDER_GRID	REVISED_R3	Nineteen events make OL the recurrent continuation carrier.	OL_CONTINUE	OL=mit Vorigem fortsetzen	mit Vorigem fortsetzen	Mit Vorigem fortsetzen	FOUR_ROLE_LEXICAL_REPAIR	ORDER_OL	The inherited item supplies 'mit dem Vorigen'; the card contributes only continuation.
122	E122	B1	f81v	f81v.17	F025	B1-S003	54e32e9c1414b20640e9	sshkchdy	SSHK+CHD+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; SSHK unbestimmt; umhüllte DY-Abschlusskonstruktion	unter besonderer Bedingung umsetzen; Schluss	Unter besonderer Bedingung umsetzen; Schluss	CONTINUES_ACROSS_LINE	sshkch=warm halten + dy=Ende	warm halten + Ende	warm halten; Ende	Halte es warm und beende den Schritt	CHED_PARADIGM	LOW					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OPERATION+CLOSE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	SSHK+CHD+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; SSHK unbestimmt; umhüllte DY-Abschlusskonstruktion	unter besonderer Bedingung umsetzen; Schluss	Unter besonderer Bedingung umsetzen; Schluss	UNCHANGED	UNCHANGED	NOT_APPLICABLE	SSHK+CHD+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; SSHK unbestimmt; umhüllte DY-Abschlusskonstruktion	unter besonderer Bedingung umsetzen; Schluss	Unter besonderer Bedingung umsetzen; Schluss	R3_ACCEPTED	R3 material/flow distinction accepted without central change.	SSHK+CHD+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; SSHK unbestimmt; umhüllte DY-Abschlusskonstruktion	unter besonderer Bedingung umsetzen; Schluss	Unter besonderer Bedingung umsetzen; Schluss	UNCHANGED	UNCHANGED	NOT_APPLICABLE	SSHK+CHD+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; SSHK unbestimmt; umhüllte DY-Abschlusskonstruktion	unter besonderer Bedingung umsetzen; Schluss	Unter besonderer Bedingung umsetzen; Schluss	R3_STRUCTURAL_BASE	UNCHANGED	R3 retained after four-role comparison.
123	E123	B1	f81v	f81v.17	F026	B1-S004	6f7ff8287eddf4da9fdb	chedy	CHD~CHED+Y_REFERENT	CHD~CHED=umsetzen; Y=laufender Posten	den laufenden Posten umsetzen oder durcharbeiten	Den laufenden Posten umsetzen oder durcharbeiten	CONTINUES_ACROSS_LINE	ch(e)d=rühren	rühren	rühren	Rühre, bis alles gleichmäßig vermischt ist	CHED_PARADIGM	HIGH_STRUCTURE__MEDIUM_MEANING	CHD+Y / CHED+Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; NONE; Y=laufender Ansatz	Ansatz umsetzen oder durcharbeiten	Ansatz umsetzen oder durcharbeiten	Y_CHY	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OWNER_ITEM+OPERATION					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	CHD~CHED+Y_REFERENT	CHD~CHED=umsetzen; Y=laufender Posten	den laufenden Posten umsetzen oder durcharbeiten	Den laufenden Posten umsetzen oder durcharbeiten	UNCHANGED	UNCHANGED	NOT_APPLICABLE	CHD~CHED+Y_REFERENT	CHD~CHED=umsetzen; Y=laufender Posten	den laufenden Posten umsetzen oder durcharbeiten	Den laufenden Posten umsetzen oder durcharbeiten	R3_ACCEPTED	R3 material/flow distinction accepted without central change.	CHD~CHED+Y_REFERENT	CHD~CHED=umsetzen; Y=laufender Posten	den laufenden Posten umsetzen oder durcharbeiten	Den laufenden Posten umsetzen oder durcharbeiten	UNCHANGED	UNCHANGED	NOT_APPLICABLE	CHD~CHED+Y_REFERENT	CHD~CHED=umsetzen; Y=laufender Posten	den laufenden Posten umsetzen oder durcharbeiten	Den laufenden Posten umsetzen oder durcharbeiten	R3_STRUCTURAL_BASE	UNCHANGED	R3 retained after four-role comparison.
124	E124	B1	f81v	f81v.17	F026	B1-S004	dcda95c81a5460feb191	ol	OL_CONTINUE	OL=fortsetzen	fortsetzen	Fortsetzen	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	ORDER+OPERATION					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	ol=weiter	weiter	mit Vorigem weiter	und mit dem vorigen Ansatz weiter	UNCHANGED	UNCHANGED	NOT_APPLICABLE	ol=weiter	weiter	mit Vorigem weiter	und mit dem vorigen Ansatz weiter	R3_ACCEPTED	R3 material/flow distinction accepted without central change.	ol=weiter	weiter	mit Vorigem weiter	und mit dem vorigen Ansatz weiter	ORDER_GRID	REVISED_R3	Nineteen events make OL the recurrent continuation carrier.	OL_CONTINUE	OL=mit Vorigem fortsetzen	mit Vorigem fortsetzen	Mit Vorigem fortsetzen	FOUR_ROLE_LEXICAL_REPAIR	ORDER_OL	The inherited item supplies 'mit dem Vorigen'; the card contributes only continuation.
125	E125	B1	f81v	f81v.17	F026	B1-S004	bc4f1f5c006c74a4d26d	shedy	SHED_SETTLE+GRADE_1+DY_CLOSE	SHED=absetzen; E=Stufe I; DY=Schluss	absetzen; Schluss	Absetzen; Schluss	CONTINUES_ACROSS_LINE	e=ruhen + dy=Ende	ruhen + Ende	ruhen; Ende	Lasse es bis zur Bereitschaft stehen und beende den Schritt	E_GRADE_PARADIGM	TRANSFER_PROVISIONAL	SH+E+DY	E-Grad=BRIEF_DEFAULT_HOLD; Zustand=CLOSED	kurz oder gewöhnlich halten oder ruhen lassen; Ende	Kurz oder gewöhnlich halten oder ruhen lassen; Ende	HOLD_CORES	SELECTED_GRADED_WHOLE_CARD					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	STATE_GRADE+CLOSE	SH_REST_FAMILY+E_GRADE_1+DY_TERMINAL	gelernte Ruhefamilie; kurzer oder gewöhnlicher Grad; Schluss	kurz oder gewöhnlich ruhen lassen; Schluss	Kurz oder gewöhnlich ruhen lassen; Schluss	SHED_STATE_GRID	SELECTED_STRONG_LEARNED_FAMILY					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	SHED_REST+GRADE_1+DY_CLOSE	SHED=ruhen oder absetzen; E=kurz/default; Endkarte=Schluss	ruhen oder absetzen; Schluss	Ruhen oder absetzen; Schluss	UNCHANGED	UNCHANGED	NOT_APPLICABLE	SHED_REST+GRADE_1+DY_CLOSE	SHED=ruhen oder absetzen; E=kurz/default; Endkarte=Schluss	ruhen oder absetzen; Schluss	Ruhen oder absetzen; Schluss	R3_ACCEPTED	R3 material/flow distinction accepted without central change.	SHED_REST+GRADE_1+DY_CLOSE	SHED=ruhen oder absetzen; E=kurz/default; Endkarte=Schluss	ruhen oder absetzen; Schluss	Ruhen oder absetzen; Schluss	SHED_GRID	REVISED_R3	Default/first settling grade and close.	SHED_SETTLE+GRADE_1+DY_CLOSE	SHED=absetzen; E=Stufe I; DY=Schluss	absetzen; Schluss	Absetzen; Schluss	R3_STRUCTURAL_BASE	SHED_GRID	R3 retained after four-role comparison.
126	E126	B1	f81v	f81v.17	F027	B1-S005	28ffbc88b97772a75f1e	qolchedy	OL_CONTINUE+CHED_TRANSFER+TERMINAL_CLOSE	OL=fortsetzen; CHED=führen; Endkarte=Schluss	fortsetzen; Schluss	Fortsetzen; Schluss	CONTINUES_ACROSS_LINE	ol=weiter + dy=Ende	weiter + Ende	beiseitestellen; Ende	Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt	CHED_PARADIGM	MEDIUM_HIGH					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	ORDER+OPERATION+FLOW_TRANSFER+CLOSE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OL+CHED+TERMINAL_Y / RENDERER_Q+OL+CHED+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; OL=weiter oder mit Vorigem; Q ohne Semantik; OL=weiter oder mit Vorigem; umhüllte DY-Abschlusskonstruktion	weiterführen; Schluss	Weiterführen; Schluss	UNCHANGED	UNCHANGED	NOT_APPLICABLE	OL+CHED+TERMINAL_Y / RENDERER_Q+OL+CHED+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; OL=weiter oder mit Vorigem; Q ohne Semantik; OL=weiter oder mit Vorigem; umhüllte DY-Abschlusskonstruktion	weiterführen; Schluss	Weiterführen; Schluss	R3_ACCEPTED	R3 material/flow distinction accepted without central change.	OL+CHED+TERMINAL_Y / RENDERER_Q+OL+CHED+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; OL=weiter oder mit Vorigem; Q ohne Semantik; OL=weiter oder mit Vorigem; umhüllte DY-Abschlusskonstruktion	weiterführen; Schluss	Weiterführen; Schluss	ORDER_GRID	REVISED_R3	Continuation plus transfer and close.	OL_CONTINUE+CHED_TRANSFER+DY_CLOSE	OL=mit Vorigem; CHED=führen; DY=Schluss	Vorigen weiterführen; Schluss	Vorigen weiterführen; Schluss	FOUR_ROLE_LEXICAL_REPAIR	ORDER_OL	The visible owner supplies the transferred item; the portable value is continuation plus close.
127	E127	B1	f81v	f81v.17	F028	B1-S006	1645e612504fcef59ced	qokain	OK+AIN_PORTION	OK=in Arbeit setzen; AIN=Portion	eine Portion zugeben	Eine Portion zugeben	CONTINUES_ACROSS_LINE	ok=geben + ain=Portion	geben + Portion	Portion geben	Gib einen abgemessenen Anteil in das Gefäß	OK_PARADIGM	CLOSED_STRONG					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OK+AIN	OK=in den laufenden Arbeitsgang setzen; abgegrenzte Portion	eine Portion einsetzen oder zugeben	Eine Portion einsetzen oder zugeben	QUANTITY_COMPOSITION	SELECTED_PRODUCTIVE	QUANTITY+OPERATION					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OK+AIN_PORTION	OK=in Arbeit setzen; AIN=Portion	eine Portion zugeben	Eine Portion zugeben	UNCHANGED	UNCHANGED	NOT_APPLICABLE	OK+AIN_PORTION	OK=in Arbeit setzen; AIN=Portion	eine Portion zugeben	Eine Portion zugeben	R3_ACCEPTED	R3 material/flow distinction accepted without central change.	OK+AIN_PORTION	OK=in Arbeit setzen; AIN=Portion	eine Portion zugeben	Eine Portion zugeben	UNCHANGED	UNCHANGED	NOT_APPLICABLE	OK+AIN_PORTION	OK=in Arbeit setzen; AIN=Portion	eine Portion zugeben	Eine Portion zugeben	R3_STRUCTURAL_BASE	UNCHANGED	R3 retained after four-role comparison.
128	E128	B1	f81v	f81v.17	F028	B1-S006	2cc8bb3c2af19607888f	shckhy	CKH_PASSAGE+Y_CURRENT_ITEM	CKH=Durchlass; Y=aktueller Posten	durch den Durchlass führen	Führe den Posten durch den Durchlass	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OWNER_ITEM+OPERATION+FLOW_TRANSFER					UNCHANGED	UNCHANGED	ckhy=Durchlauf	Durchlauf	durch verbundenen Lauf	Durch die verbundenen Läufe	CKH_PASSAGE	SELECTED_RECURRENT					UNCHANGED	UNCHANGED	CKH_PASSAGE+Y_CURRENT_ITEM	CKH=Durchlauf; Y=aktueller Posten	durch den Durchlauf führen	Durch den Durchlauf führen	PASSAGE_NOT_CURRENT	SELECTED_RECURRENT_CORE	Four events identify the passage/aperture; AIR is reserved for current or flow.	CKH_PASSAGE+Y_CURRENT_ITEM	CKH=Durchlass; Y=aktueller Posten	durch den Durchlass führen	Führe den Posten durch den Durchlass	R3_ACCEPTED	R3 material/flow distinction accepted without central change.	CKH_PASSAGE+Y_CURRENT_ITEM	CKH=Durchlass; Y=aktueller Posten	durch den Durchlass führen	Führe den Posten durch den Durchlass	UNCHANGED	UNCHANGED	NOT_APPLICABLE	CKH_PASSAGE+Y_CURRENT_ITEM	CKH=Durchlass; Y=aktueller Posten	durch den Durchlass führen	Führe den Posten durch den Durchlass	R3_STRUCTURAL_BASE	UNCHANGED	R3 retained after four-role comparison.
129	E129	B1	f81v	f81v.17	F028	B1-S006	0f18de177ed7c878bf95	dl	DL_BATH_ADDITIVE_WHOLE_CARD	DL=Badzusatz	Badzusatz	Badzusatz	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	MEDIUM					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	dl=Badezusatz	Badezusatz	Badezusatz	Der vorbereitete Bade- oder Waschzusatz	UNCHANGED	UNCHANGED	NOT_APPLICABLE	dl=Badezusatz	Badezusatz	Badezusatz	Der vorbereitete Bade- oder Waschzusatz	MEDIUM_WHOLE_CARD	Two occurrences share a bath-additive slot.	DL_BATH_ADDITIVE_WHOLE_CARD	DL=Badzusatz	Badzusatz	Badzusatz	UNCHANGED	UNCHANGED	NOT_APPLICABLE	DL_BATH_ADDITIVE_WHOLE_CARD	DL=Badzusatz	Badzusatz	Badzusatz	R3_STRUCTURAL_BASE	UNCHANGED	R3 retained after four-role comparison.
130	E130	B1	f81v	f81v.17	F028	B1-S006	4da0f0f7b5fc7ac20067	ral	ral=abkühlen	abkühlen	abkühlen	Und lasse es abkühlen	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OPERATION					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	ral=abkühlen	abkühlen	abkühlen	Und lasse es abkühlen	UNCHANGED	UNCHANGED	NOT_APPLICABLE	ral=abkühlen	abkühlen	abkühlen	Und lasse es abkühlen	R3_ACCEPTED	R3 material/flow distinction accepted without central change.	ral=abkühlen	abkühlen	abkühlen	Und lasse es abkühlen	UNCHANGED	UNCHANGED	NOT_APPLICABLE	ral=abkühlen	abkühlen	abkühlen	Und lasse es abkühlen	R3_STRUCTURAL_BASE	UNCHANGED	R3 retained after four-role comparison.
