statement_id	scribe_id	visible_surface_sequence	decoded_master_card_sequence	decoded_master_head_sequence	decoded_tuple_sequence	expected_tuple_sequence	decoded_meaning_sequence_de	expected_meaning_sequence_de	tuple_roundtrip	meaning_roundtrip	context_used_for_card_identity
B2-S014	S3_S_LINE_SCRIBE	lar	MC029	lar	29e0eb222ef2fb99523a	29e0eb222ef2fb99523a	von dort abfuehren	von dort abfuehren	PASS	PASS	NO
B2-S014	S4_MIXED_COMPACT	lar	MC029	lar	29e0eb222ef2fb99523a	29e0eb222ef2fb99523a	von dort abfuehren	von dort abfuehren	PASS	PASS	NO
B2-S015	S1_BARE_MASTER	tshey qokeedy	MC141 MC082	tshey qokeedy	d4a31dbcf1ed6d9e5aa9 7d25241b0e56c836372a	d4a31dbcf1ed6d9e5aa9 7d25241b0e56c836372a	Klarlauf -> länger ansetzen; Schluss	Klarlauf -> länger ansetzen; Schluss	PASS	PASS	NO
B2-S015	S2_Q_CELL_SCRIBE	tshey qokeedy	MC141 MC082	tshey qokeedy	d4a31dbcf1ed6d9e5aa9 7d25241b0e56c836372a	d4a31dbcf1ed6d9e5aa9 7d25241b0e56c836372a	Klarlauf -> länger ansetzen; Schluss	Klarlauf -> länger ansetzen; Schluss	PASS	PASS	NO
B2-S015	S3_S_LINE_SCRIBE	tshey qokeedy	MC141 MC082	tshey qokeedy	d4a31dbcf1ed6d9e5aa9 7d25241b0e56c836372a	d4a31dbcf1ed6d9e5aa9 7d25241b0e56c836372a	Klarlauf -> länger ansetzen; Schluss	Klarlauf -> länger ansetzen; Schluss	PASS	PASS	NO
B2-S015	S4_MIXED_COMPACT	tshey qokeedy	MC141 MC082	tshey qokeedy	d4a31dbcf1ed6d9e5aa9 7d25241b0e56c836372a	d4a31dbcf1ed6d9e5aa9 7d25241b0e56c836372a	Klarlauf -> länger ansetzen; Schluss	Klarlauf -> länger ansetzen; Schluss	PASS	PASS	NO
B2-S016	S1_BARE_MASTER	al lchedar ches aiin oteey okaiin okey pchedy	MC154 MC011 MC152 MC039 MC063 MC120 MC007 MC070	al lchedar ches aiin oteey okaiin okey pchedy	dd0ecaf5e27d81befffc 0f15effeca7ab10bb026 db729b598e89e11452e0 2f1c5e56e8f0ff459065 5d5e0b288cf36864ed9d b5fcea1eaed06b2f2291 08bd5ca0c2ad137a056d 65df3cd9e59060042d47	dd0ecaf5e27d81befffc 0f15effeca7ab10bb026 db729b598e89e11452e0 2f1c5e56e8f0ff459065 5d5e0b288cf36864ed9d b5fcea1eaed06b2f2291 08bd5ca0c2ad137a056d 65df3cd9e59060042d47	dorthin -> von dort abführen -> teilen -> Sollmaß -> langer Folgeposten -> auf Sollmaß einstellen -> kurz ansetzen -> einführen; Schluss	dorthin -> von dort abführen -> teilen -> Sollmaß -> langer Folgeposten -> auf Sollmaß einstellen -> kurz ansetzen -> einführen; Schluss	PASS	PASS	NO
B2-S016	S2_Q_CELL_SCRIBE	al lchedar ches aiin oteey okaiin okey pchedy	MC154 MC011 MC152 MC039 MC063 MC120 MC007 MC070	al lchedar ches aiin oteey okaiin okey pchedy	dd0ecaf5e27d81befffc 0f15effeca7ab10bb026 db729b598e89e11452e0 2f1c5e56e8f0ff459065 5d5e0b288cf36864ed9d b5fcea1eaed06b2f2291 08bd5ca0c2ad137a056d 65df3cd9e59060042d47	dd0ecaf5e27d81befffc 0f15effeca7ab10bb026 db729b598e89e11452e0 2f1c5e56e8f0ff459065 5d5e0b288cf36864ed9d b5fcea1eaed06b2f2291 08bd5ca0c2ad137a056d 65df3cd9e59060042d47	dorthin -> von dort abführen -> teilen -> Sollmaß -> langer Folgeposten -> auf Sollmaß einstellen -> kurz ansetzen -> einführen; Schluss	dorthin -> von dort abführen -> teilen -> Sollmaß -> langer Folgeposten -> auf Sollmaß einstellen -> kurz ansetzen -> einführen; Schluss	PASS	PASS	NO
B2-S016	S3_S_LINE_SCRIBE	sal lchedar ches saiin oteey okaiin okey pchedy	MC154 MC011 MC152 MC039 MC063 MC120 MC007 MC070	al lchedar ches aiin oteey okaiin okey pchedy	dd0ecaf5e27d81befffc 0f15effeca7ab10bb026 db729b598e89e11452e0 2f1c5e56e8f0ff459065 5d5e0b288cf36864ed9d b5fcea1eaed06b2f2291 08bd5ca0c2ad137a056d 65df3cd9e59060042d47	dd0ecaf5e27d81befffc 0f15effeca7ab10bb026 db729b598e89e11452e0 2f1c5e56e8f0ff459065 5d5e0b288cf36864ed9d b5fcea1eaed06b2f2291 08bd5ca0c2ad137a056d 65df3cd9e59060042d47	dorthin -> von dort abführen -> teilen -> Sollmaß -> langer Folgeposten -> auf Sollmaß einstellen -> kurz ansetzen -> einführen; Schluss	dorthin -> von dort abführen -> teilen -> Sollmaß -> langer Folgeposten -> auf Sollmaß einstellen -> kurz ansetzen -> einführen; Schluss	PASS	PASS	NO
B2-S016	S4_MIXED_COMPACT	sal lchedar ches aiin oteey okaiin okey pchedy	MC154 MC011 MC152 MC039 MC063 MC120 MC007 MC070	al lchedar ches aiin oteey okaiin okey pchedy	dd0ecaf5e27d81befffc 0f15effeca7ab10bb026 db729b598e89e11452e0 2f1c5e56e8f0ff459065 5d5e0b288cf36864ed9d b5fcea1eaed06b2f2291 08bd5ca0c2ad137a056d 65df3cd9e59060042d47	dd0ecaf5e27d81befffc 0f15effeca7ab10bb026 db729b598e89e11452e0 2f1c5e56e8f0ff459065 5d5e0b288cf36864ed9d b5fcea1eaed06b2f2291 08bd5ca0c2ad137a056d 65df3cd9e59060042d47	dorthin -> von dort abführen -> teilen -> Sollmaß -> langer Folgeposten -> auf Sollmaß einstellen -> kurz ansetzen -> einführen; Schluss	dorthin -> von dort abführen -> teilen -> Sollmaß -> langer Folgeposten -> auf Sollmaß einstellen -> kurz ansetzen -> einführen; Schluss	PASS	PASS	NO
B2-S017	S1_BARE_MASTER	rsheal daldy	MC102 MC079	rsheal daldy	98bdc4244c84cbef3321 78b3b3140714da19090d	98bdc4244c84cbef3321 78b3b3140714da19090d	kurz am Ziel ruhen -> Nebenoeffnung; Schluss	kurz am Ziel ruhen -> Nebenoeffnung; Schluss	PASS	PASS	NO
B2-S017	S2_Q_CELL_SCRIBE	rsheal daldy	MC102 MC079	rsheal daldy	98bdc4244c84cbef3321 78b3b3140714da19090d	98bdc4244c84cbef3321 78b3b3140714da19090d	kurz am Ziel ruhen -> Nebenoeffnung; Schluss	kurz am Ziel ruhen -> Nebenoeffnung; Schluss	PASS	PASS	NO
B2-S017	S3_S_LINE_SCRIBE	rsheal daldy	MC102 MC079	rsheal daldy	98bdc4244c84cbef3321 78b3b3140714da19090d	98bdc4244c84cbef3321 78b3b3140714da19090d	kurz am Ziel ruhen -> Nebenoeffnung; Schluss	kurz am Ziel ruhen -> Nebenoeffnung; Schluss	PASS	PASS	NO
B2-S017	S4_MIXED_COMPACT	rsheal daldy	MC102 MC079	rsheal daldy	98bdc4244c84cbef3321 78b3b3140714da19090d	98bdc4244c84cbef3321 78b3b3140714da19090d	kurz am Ziel ruhen -> Nebenoeffnung; Schluss	kurz am Ziel ruhen -> Nebenoeffnung; Schluss	PASS	PASS	NO
B2-S018	S1_BARE_MASTER	qokeedy	MC082	qokeedy	7d25241b0e56c836372a	7d25241b0e56c836372a	länger ansetzen; Schluss	länger ansetzen; Schluss	PASS	PASS	NO
B2-S018	S2_Q_CELL_SCRIBE	qokeedy	MC082	qokeedy	7d25241b0e56c836372a	7d25241b0e56c836372a	länger ansetzen; Schluss	länger ansetzen; Schluss	PASS	PASS	NO
B2-S018	S3_S_LINE_SCRIBE	qokeedy	MC082	qokeedy	7d25241b0e56c836372a	7d25241b0e56c836372a	länger ansetzen; Schluss	länger ansetzen; Schluss	PASS	PASS	NO
B2-S018	S4_MIXED_COMPACT	qokeedy	MC082	qokeedy	7d25241b0e56c836372a	7d25241b0e56c836372a	länger ansetzen; Schluss	länger ansetzen; Schluss	PASS	PASS	NO
B2-S019	S1_BARE_MASTER	rshedy	MC084	rshedy	7f68f60279efe6b28cd7	7f68f60279efe6b28cd7	Waschgang	Waschgang	PASS	PASS	NO
B2-S019	S2_Q_CELL_SCRIBE	rshedy	MC084	rshedy	7f68f60279efe6b28cd7	7f68f60279efe6b28cd7	Waschgang	Waschgang	PASS	PASS	NO
B2-S019	S3_S_LINE_SCRIBE	rshedy	MC084	rshedy	7f68f60279efe6b28cd7	7f68f60279efe6b28cd7	Waschgang	Waschgang	PASS	PASS	NO
B2-S019	S4_MIXED_COMPACT	rshedy	MC084	rshedy	7f68f60279efe6b28cd7	7f68f60279efe6b28cd7	Waschgang	Waschgang	PASS	PASS	NO
B2-S020	S1_BARE_MASTER	qoteedy	MC173	qoteedy	ff178343c18e287ce3b7	ff178343c18e287ce3b7	lange Folge; Schluss	lange Folge; Schluss	PASS	PASS	NO
B2-S020	S2_Q_CELL_SCRIBE	qoteedy	MC173	qoteedy	ff178343c18e287ce3b7	ff178343c18e287ce3b7	lange Folge; Schluss	lange Folge; Schluss	PASS	PASS	NO
B2-S020	S3_S_LINE_SCRIBE	qoteedy	MC173	qoteedy	ff178343c18e287ce3b7	ff178343c18e287ce3b7	lange Folge; Schluss	lange Folge; Schluss	PASS	PASS	NO
B2-S020	S4_MIXED_COMPACT	qoteedy	MC173	qoteedy	ff178343c18e287ce3b7	ff178343c18e287ce3b7	lange Folge; Schluss	lange Folge; Schluss	PASS	PASS	NO
B2-S021	S1_BARE_MASTER	qokeedy	MC082	qokeedy	7d25241b0e56c836372a	7d25241b0e56c836372a	länger ansetzen; Schluss	länger ansetzen; Schluss	PASS	PASS	NO
B2-S021	S2_Q_CELL_SCRIBE	qokeedy	MC082	qokeedy	7d25241b0e56c836372a	7d25241b0e56c836372a	länger ansetzen; Schluss	länger ansetzen; Schluss	PASS	PASS	NO
B2-S021	S3_S_LINE_SCRIBE	qokeedy	MC082	qokeedy	7d25241b0e56c836372a	7d25241b0e56c836372a	länger ansetzen; Schluss	länger ansetzen; Schluss	PASS	PASS	NO
B2-S021	S4_MIXED_COMPACT	qokeedy	MC082	qokeedy	7d25241b0e56c836372a	7d25241b0e56c836372a	länger ansetzen; Schluss	länger ansetzen; Schluss	PASS	PASS	NO
B2-S022	S1_BARE_MASTER	lochedy	MC167	lochedy	f2af6326898fb5b490a4	f2af6326898fb5b490a4	Rest abfuehren; Schluss	Rest abfuehren; Schluss	PASS	PASS	NO
B2-S022	S2_Q_CELL_SCRIBE	lochedy	MC167	lochedy	f2af6326898fb5b490a4	f2af6326898fb5b490a4	Rest abfuehren; Schluss	Rest abfuehren; Schluss	PASS	PASS	NO
B2-S022	S3_S_LINE_SCRIBE	lochedy	MC167	lochedy	f2af6326898fb5b490a4	f2af6326898fb5b490a4	Rest abfuehren; Schluss	Rest abfuehren; Schluss	PASS	PASS	NO
B2-S022	S4_MIXED_COMPACT	lochedy	MC167	lochedy	f2af6326898fb5b490a4	f2af6326898fb5b490a4	Rest abfuehren; Schluss	Rest abfuehren; Schluss	PASS	PASS	NO
B3-S001	S1_BARE_MASTER	olkeedy	MC045	olkeedy	3b70942557b3a40e8030	3b70942557b3a40e8030	länger sammeln; Schluss	länger sammeln; Schluss	PASS	PASS	NO
B3-S001	S2_Q_CELL_SCRIBE	olkeedy	MC045	olkeedy	3b70942557b3a40e8030	3b70942557b3a40e8030	länger sammeln; Schluss	länger sammeln; Schluss	PASS	PASS	NO
B3-S001	S3_S_LINE_SCRIBE	solkeedy	MC045	olkeedy	3b70942557b3a40e8030	3b70942557b3a40e8030	länger sammeln; Schluss	länger sammeln; Schluss	PASS	PASS	NO
B3-S001	S4_MIXED_COMPACT	solkeedy	MC045	olkeedy	3b70942557b3a40e8030	3b70942557b3a40e8030	länger sammeln; Schluss	länger sammeln; Schluss	PASS	PASS	NO
B3-S002	S1_BARE_MASTER	otal chkeedy	MC093 MC110	otal chkeedy	90bcf0a9ec0ef56399e6 a84fbe3ad380df345b97	90bcf0a9ec0ef56399e6 a84fbe3ad380df345b97	danach dorthin -> länger wärmen; Schluss	danach dorthin -> länger wärmen; Schluss	PASS	PASS	NO
B3-S002	S2_Q_CELL_SCRIBE	qotal chkeedy	MC093 MC110	otal chkeedy	90bcf0a9ec0ef56399e6 a84fbe3ad380df345b97	90bcf0a9ec0ef56399e6 a84fbe3ad380df345b97	danach dorthin -> länger wärmen; Schluss	danach dorthin -> länger wärmen; Schluss	PASS	PASS	NO
B3-S002	S3_S_LINE_SCRIBE	otal chkeedy	MC093 MC110	otal chkeedy	90bcf0a9ec0ef56399e6 a84fbe3ad380df345b97	90bcf0a9ec0ef56399e6 a84fbe3ad380df345b97	danach dorthin -> länger wärmen; Schluss	danach dorthin -> länger wärmen; Schluss	PASS	PASS	NO
B3-S002	S4_MIXED_COMPACT	qotal chkeedy	MC093 MC110	otal chkeedy	90bcf0a9ec0ef56399e6 a84fbe3ad380df345b97	90bcf0a9ec0ef56399e6 a84fbe3ad380df345b97	danach dorthin -> länger wärmen; Schluss	danach dorthin -> länger wärmen; Schluss	PASS	PASS	NO
B3-S003	S1_BARE_MASTER	chey aiin chey lchedy	MC123 MC039 MC123 MC155	chey aiin chey lchedy	b921a237be883a820352 2f1c5e56e8f0ff459065 b921a237be883a820352 de7321bface5628e35d6	b921a237be883a820352 2f1c5e56e8f0ff459065 b921a237be883a820352 de7321bface5628e35d6	dieser Posten -> Sollmaß -> dieser Posten -> abführen; Schluss	dieser Posten -> Sollmaß -> dieser Posten -> abführen; Schluss	PASS	PASS	NO
B3-S003	S2_Q_CELL_SCRIBE	chey aiin chey lchedy	MC123 MC039 MC123 MC155	chey aiin chey lchedy	b921a237be883a820352 2f1c5e56e8f0ff459065 b921a237be883a820352 de7321bface5628e35d6	b921a237be883a820352 2f1c5e56e8f0ff459065 b921a237be883a820352 de7321bface5628e35d6	dieser Posten -> Sollmaß -> dieser Posten -> abführen; Schluss	dieser Posten -> Sollmaß -> dieser Posten -> abführen; Schluss	PASS	PASS	NO
B3-S003	S3_S_LINE_SCRIBE	shy aiin chey lchedy	MC123 MC039 MC123 MC155	chey aiin chey lchedy	b921a237be883a820352 2f1c5e56e8f0ff459065 b921a237be883a820352 de7321bface5628e35d6	b921a237be883a820352 2f1c5e56e8f0ff459065 b921a237be883a820352 de7321bface5628e35d6	dieser Posten -> Sollmaß -> dieser Posten -> abführen; Schluss	dieser Posten -> Sollmaß -> dieser Posten -> abführen; Schluss	PASS	PASS	NO
B3-S003	S4_MIXED_COMPACT	shy aiin y lchedy	MC123 MC039 MC123 MC155	chey aiin chey lchedy	b921a237be883a820352 2f1c5e56e8f0ff459065 b921a237be883a820352 de7321bface5628e35d6	b921a237be883a820352 2f1c5e56e8f0ff459065 b921a237be883a820352 de7321bface5628e35d6	dieser Posten -> Sollmaß -> dieser Posten -> abführen; Schluss	dieser Posten -> Sollmaß -> dieser Posten -> abführen; Schluss	PASS	PASS	NO
B3-S004	S1_BARE_MASTER	okaiin otal char	MC120 MC093 MC055	okaiin otal char	b5fcea1eaed06b2f2291 90bcf0a9ec0ef56399e6 4d4559019a961b834aa1	b5fcea1eaed06b2f2291 90bcf0a9ec0ef56399e6 4d4559019a961b834aa1	auf Sollmaß einstellen -> danach dorthin -> daraus	auf Sollmaß einstellen -> danach dorthin -> daraus	PASS	PASS	NO
B3-S004	S2_Q_CELL_SCRIBE	qokaiin otal char	MC120 MC093 MC055	okaiin otal char	b5fcea1eaed06b2f2291 90bcf0a9ec0ef56399e6 4d4559019a961b834aa1	b5fcea1eaed06b2f2291 90bcf0a9ec0ef56399e6 4d4559019a961b834aa1	auf Sollmaß einstellen -> danach dorthin -> daraus	auf Sollmaß einstellen -> danach dorthin -> daraus	PASS	PASS	NO
B3-S004	S3_S_LINE_SCRIBE	okaiin otal char	MC120 MC093 MC055	okaiin otal char	b5fcea1eaed06b2f2291 90bcf0a9ec0ef56399e6 4d4559019a961b834aa1	b5fcea1eaed06b2f2291 90bcf0a9ec0ef56399e6 4d4559019a961b834aa1	auf Sollmaß einstellen -> danach dorthin -> daraus	auf Sollmaß einstellen -> danach dorthin -> daraus	PASS	PASS	NO
B3-S004	S4_MIXED_COMPACT	qokaiin otal dar	MC120 MC093 MC055	okaiin otal char	b5fcea1eaed06b2f2291 90bcf0a9ec0ef56399e6 4d4559019a961b834aa1	b5fcea1eaed06b2f2291 90bcf0a9ec0ef56399e6 4d4559019a961b834aa1	auf Sollmaß einstellen -> danach dorthin -> daraus	auf Sollmaß einstellen -> danach dorthin -> daraus	PASS	PASS	NO
B3-S005	S1_BARE_MASTER	dchedy	MC025	dchedy	259b2b3b0bf859882e2c	259b2b3b0bf859882e2c	umsetzen; Schluss	umsetzen; Schluss	PASS	PASS	NO
B3-S005	S2_Q_CELL_SCRIBE	dchedy	MC025	dchedy	259b2b3b0bf859882e2c	259b2b3b0bf859882e2c	umsetzen; Schluss	umsetzen; Schluss	PASS	PASS	NO
B3-S005	S3_S_LINE_SCRIBE	schedy	MC025	dchedy	259b2b3b0bf859882e2c	259b2b3b0bf859882e2c	umsetzen; Schluss	umsetzen; Schluss	PASS	PASS	NO
B3-S005	S4_MIXED_COMPACT	schedy	MC025	dchedy	259b2b3b0bf859882e2c	259b2b3b0bf859882e2c	umsetzen; Schluss	umsetzen; Schluss	PASS	PASS	NO
B3-S006	S1_BARE_MASTER	chedchy okal olchedy	MC064 MC040 MC028	chedchy okal olchedy	5e8441397e7c0faf042b 308e8ea2d5d190c498e8 28ffbc88b97772a75f1e	5e8441397e7c0faf042b 308e8ea2d5d190c498e8 28ffbc88b97772a75f1e	umsetzen -> dort ansetzen -> fortsetzen; Schluss	umsetzen -> dort ansetzen -> fortsetzen; Schluss	PASS	PASS	NO
B3-S006	S2_Q_CELL_SCRIBE	chedchy okal olchedy	MC064 MC040 MC028	chedchy okal olchedy	5e8441397e7c0faf042b 308e8ea2d5d190c498e8 28ffbc88b97772a75f1e	5e8441397e7c0faf042b 308e8ea2d5d190c498e8 28ffbc88b97772a75f1e	umsetzen -> dort ansetzen -> fortsetzen; Schluss	umsetzen -> dort ansetzen -> fortsetzen; Schluss	PASS	PASS	NO
B3-S006	S3_S_LINE_SCRIBE	chedchy okal olchedy	MC064 MC040 MC028	chedchy okal olchedy	5e8441397e7c0faf042b 308e8ea2d5d190c498e8 28ffbc88b97772a75f1e	5e8441397e7c0faf042b 308e8ea2d5d190c498e8 28ffbc88b97772a75f1e	umsetzen -> dort ansetzen -> fortsetzen; Schluss	umsetzen -> dort ansetzen -> fortsetzen; Schluss	PASS	PASS	NO
B3-S006	S4_MIXED_COMPACT	chedchy okal olchedy	MC064 MC040 MC028	chedchy okal olchedy	5e8441397e7c0faf042b 308e8ea2d5d190c498e8 28ffbc88b97772a75f1e	5e8441397e7c0faf042b 308e8ea2d5d190c498e8 28ffbc88b97772a75f1e	umsetzen -> dort ansetzen -> fortsetzen; Schluss	umsetzen -> dort ansetzen -> fortsetzen; Schluss	PASS	PASS	NO
B3-S007	S1_BARE_MASTER	okaiin chdy qokeedy	MC120 MC074 MC082	okaiin chdy qokeedy	b5fcea1eaed06b2f2291 6f7ff8287eddf4da9fdb 7d25241b0e56c836372a	b5fcea1eaed06b2f2291 6f7ff8287eddf4da9fdb 7d25241b0e56c836372a	auf Sollmaß einstellen -> umsetzen -> länger ansetzen; Schluss	auf Sollmaß einstellen -> umsetzen -> länger ansetzen; Schluss	PASS	PASS	NO
B3-S007	S2_Q_CELL_SCRIBE	qokaiin chdy qokeedy	MC120 MC074 MC082	okaiin chdy qokeedy	b5fcea1eaed06b2f2291 6f7ff8287eddf4da9fdb 7d25241b0e56c836372a	b5fcea1eaed06b2f2291 6f7ff8287eddf4da9fdb 7d25241b0e56c836372a	auf Sollmaß einstellen -> umsetzen -> länger ansetzen; Schluss	auf Sollmaß einstellen -> umsetzen -> länger ansetzen; Schluss	PASS	PASS	NO
B3-S007	S3_S_LINE_SCRIBE	okaiin chdy qokeedy	MC120 MC074 MC082	okaiin chdy qokeedy	b5fcea1eaed06b2f2291 6f7ff8287eddf4da9fdb 7d25241b0e56c836372a	b5fcea1eaed06b2f2291 6f7ff8287eddf4da9fdb 7d25241b0e56c836372a	auf Sollmaß einstellen -> umsetzen -> länger ansetzen; Schluss	auf Sollmaß einstellen -> umsetzen -> länger ansetzen; Schluss	PASS	PASS	NO
B3-S007	S4_MIXED_COMPACT	qokaiin chdy qokeedy	MC120 MC074 MC082	okaiin chdy qokeedy	b5fcea1eaed06b2f2291 6f7ff8287eddf4da9fdb 7d25241b0e56c836372a	b5fcea1eaed06b2f2291 6f7ff8287eddf4da9fdb 7d25241b0e56c836372a	auf Sollmaß einstellen -> umsetzen -> länger ansetzen; Schluss	auf Sollmaß einstellen -> umsetzen -> länger ansetzen; Schluss	PASS	PASS	NO
B3-S008	S1_BARE_MASTER	lchedy	MC155	lchedy	de7321bface5628e35d6	de7321bface5628e35d6	abführen; Schluss	abführen; Schluss	PASS	PASS	NO
B3-S008	S2_Q_CELL_SCRIBE	lchedy	MC155	lchedy	de7321bface5628e35d6	de7321bface5628e35d6	abführen; Schluss	abführen; Schluss	PASS	PASS	NO
B3-S008	S3_S_LINE_SCRIBE	lchedy	MC155	lchedy	de7321bface5628e35d6	de7321bface5628e35d6	abführen; Schluss	abführen; Schluss	PASS	PASS	NO
B3-S008	S4_MIXED_COMPACT	lchedy	MC155	lchedy	de7321bface5628e35d6	de7321bface5628e35d6	abführen; Schluss	abführen; Schluss	PASS	PASS	NO
B3-S009	S1_BARE_MASTER	choky	MC026	choky	276a7c2d74d1143446f4	276a7c2d74d1143446f4	Posten ansetzen	Posten ansetzen	PASS	PASS	NO
B3-S009	S2_Q_CELL_SCRIBE	qoky	MC026	choky	276a7c2d74d1143446f4	276a7c2d74d1143446f4	Posten ansetzen	Posten ansetzen	PASS	PASS	NO
B3-S009	S3_S_LINE_SCRIBE	choky	MC026	choky	276a7c2d74d1143446f4	276a7c2d74d1143446f4	Posten ansetzen	Posten ansetzen	PASS	PASS	NO
B3-S009	S4_MIXED_COMPACT	qoky	MC026	choky	276a7c2d74d1143446f4	276a7c2d74d1143446f4	Posten ansetzen	Posten ansetzen	PASS	PASS	NO
B3-S010	S1_BARE_MASTER	pchedal otedy	MC126 MC135	pchedal otedy	ba540da978ea132f6da5 c45ebac60774620561e2	ba540da978ea132f6da5 c45ebac60774620561e2	Einlass -> kurze Folge; Schluss	Einlass -> kurze Folge; Schluss	PASS	PASS	NO
B3-S010	S2_Q_CELL_SCRIBE	pchedal otedy	MC126 MC135	pchedal otedy	ba540da978ea132f6da5 c45ebac60774620561e2	ba540da978ea132f6da5 c45ebac60774620561e2	Einlass -> kurze Folge; Schluss	Einlass -> kurze Folge; Schluss	PASS	PASS	NO
B3-S010	S3_S_LINE_SCRIBE	pchedal otedy	MC126 MC135	pchedal otedy	ba540da978ea132f6da5 c45ebac60774620561e2	ba540da978ea132f6da5 c45ebac60774620561e2	Einlass -> kurze Folge; Schluss	Einlass -> kurze Folge; Schluss	PASS	PASS	NO
B3-S010	S4_MIXED_COMPACT	pchedal otedy	MC126 MC135	pchedal otedy	ba540da978ea132f6da5 c45ebac60774620561e2	ba540da978ea132f6da5 c45ebac60774620561e2	Einlass -> kurze Folge; Schluss	Einlass -> kurze Folge; Schluss	PASS	PASS	NO
B3-S011	S1_BARE_MASTER	shecthedchy choky chdy chary	MC043 MC026 MC074 MC009	shecthedchy choky chdy chary	348e81ba084c5acdb32b 276a7c2d74d1143446f4 6f7ff8287eddf4da9fdb 0bdc8b6db811b4e67a63	348e81ba084c5acdb32b 276a7c2d74d1143446f4 6f7ff8287eddf4da9fdb 0bdc8b6db811b4e67a63	bereiten Posten umsetzen -> Posten ansetzen -> umsetzen -> daraus	bereiten Posten umsetzen -> Posten ansetzen -> umsetzen -> daraus	PASS	PASS	NO
B3-S011	S2_Q_CELL_SCRIBE	shecthedchy choky chdy chary	MC043 MC026 MC074 MC009	shecthedchy choky chdy chary	348e81ba084c5acdb32b 276a7c2d74d1143446f4 6f7ff8287eddf4da9fdb 0bdc8b6db811b4e67a63	348e81ba084c5acdb32b 276a7c2d74d1143446f4 6f7ff8287eddf4da9fdb 0bdc8b6db811b4e67a63	bereiten Posten umsetzen -> Posten ansetzen -> umsetzen -> daraus	bereiten Posten umsetzen -> Posten ansetzen -> umsetzen -> daraus	PASS	PASS	NO
B3-S011	S3_S_LINE_SCRIBE	shecthedchy choky chdy chary	MC043 MC026 MC074 MC009	shecthedchy choky chdy chary	348e81ba084c5acdb32b 276a7c2d74d1143446f4 6f7ff8287eddf4da9fdb 0bdc8b6db811b4e67a63	348e81ba084c5acdb32b 276a7c2d74d1143446f4 6f7ff8287eddf4da9fdb 0bdc8b6db811b4e67a63	bereiten Posten umsetzen -> Posten ansetzen -> umsetzen -> daraus	bereiten Posten umsetzen -> Posten ansetzen -> umsetzen -> daraus	PASS	PASS	NO
B3-S011	S4_MIXED_COMPACT	shecthedchy oky chdy chary	MC043 MC026 MC074 MC009	shecthedchy choky chdy chary	348e81ba084c5acdb32b 276a7c2d74d1143446f4 6f7ff8287eddf4da9fdb 0bdc8b6db811b4e67a63	348e81ba084c5acdb32b 276a7c2d74d1143446f4 6f7ff8287eddf4da9fdb 0bdc8b6db811b4e67a63	bereiten Posten umsetzen -> Posten ansetzen -> umsetzen -> daraus	bereiten Posten umsetzen -> Posten ansetzen -> umsetzen -> daraus	PASS	PASS	NO
B3-S012	S1_BARE_MASTER	chor cheedy	MC080 MC128	chor cheedy	7a4bb8136330ee4e6e56 bc4f1f5c006c74a4d26d	7a4bb8136330ee4e6e56 bc4f1f5c006c74a4d26d	Ansatz -> absetzen; Schluss	Ansatz -> absetzen; Schluss	PASS	PASS	NO
B3-S012	S2_Q_CELL_SCRIBE	chor cheedy	MC080 MC128	chor cheedy	7a4bb8136330ee4e6e56 bc4f1f5c006c74a4d26d	7a4bb8136330ee4e6e56 bc4f1f5c006c74a4d26d	Ansatz -> absetzen; Schluss	Ansatz -> absetzen; Schluss	PASS	PASS	NO
B3-S012	S3_S_LINE_SCRIBE	shor cheedy	MC080 MC128	chor cheedy	7a4bb8136330ee4e6e56 bc4f1f5c006c74a4d26d	7a4bb8136330ee4e6e56 bc4f1f5c006c74a4d26d	Ansatz -> absetzen; Schluss	Ansatz -> absetzen; Schluss	PASS	PASS	NO
B3-S012	S4_MIXED_COMPACT	shor tedy	MC080 MC128	chor cheedy	7a4bb8136330ee4e6e56 bc4f1f5c006c74a4d26d	7a4bb8136330ee4e6e56 bc4f1f5c006c74a4d26d	Ansatz -> absetzen; Schluss	Ansatz -> absetzen; Schluss	PASS	PASS	NO
B3-S013	S1_BARE_MASTER	okaiin chkain qcthey qokedy	MC120 MC105 MC073 MC083	okaiin chkain qcthey qokedy	b5fcea1eaed06b2f2291 9da1b6ac2c929daea697 6b89d6dd70635bc60fe0 7db18b2f0fb7ed0fcfd3	b5fcea1eaed06b2f2291 9da1b6ac2c929daea697 6b89d6dd70635bc60fe0 7db18b2f0fb7ed0fcfd3	auf Sollmaß einstellen -> eine Portion -> kurz bereithalten -> kurz ansetzen; Schluss	auf Sollmaß einstellen -> eine Portion -> kurz bereithalten -> kurz ansetzen; Schluss	PASS	PASS	NO
