group_serial	page	diagram_id	locus	group_in_locus	opaque_group_id	namespace_id	visible_owner	compiler_track	locate_step	read_step	record_step	orientation	crosspage_join	prose_primitive_import	creative_page_default
271	f69v	A3	f69v.1	16	A3:G016	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.1 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 16 OF 40	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
272	f69v	A3	f69v.1	17	A3:G017	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.1 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 17 OF 40	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
273	f69v	A3	f69v.1	18	A3:G018	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.1 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 18 OF 40	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
274	f69v	A3	f69v.1	19	A3:G019	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.1 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 19 OF 40	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
275	f69v	A3	f69v.1	20	A3:G020	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.1 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 20 OF 40	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
276	f69v	A3	f69v.1	21	A3:G021	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.1 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 21 OF 40	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
277	f69v	A3	f69v.1	22	A3:G022	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.1 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 22 OF 40	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
278	f69v	A3	f69v.1	23	A3:G023	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.1 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 23 OF 40	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
279	f69v	A3	f69v.1	24	A3:G024	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.1 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 24 OF 40	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
280	f69v	A3	f69v.1	25	A3:G025	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.1 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 25 OF 40	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
281	f69v	A3	f69v.1	26	A3:G026	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.1 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 26 OF 40	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
282	f69v	A3	f69v.1	27	A3:G027	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.1 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 27 OF 40	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
283	f69v	A3	f69v.1	28	A3:G028	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.1 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 28 OF 40	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
284	f69v	A3	f69v.1	29	A3:G029	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.1 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 29 OF 40	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
285	f69v	A3	f69v.1	30	A3:G030	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.1 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 30 OF 40	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
286	f69v	A3	f69v.1	31	A3:G031	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.1 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 31 OF 40	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
287	f69v	A3	f69v.1	32	A3:G032	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.1 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 32 OF 40	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
288	f69v	A3	f69v.1	33	A3:G033	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.1 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 33 OF 40	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
289	f69v	A3	f69v.1	34	A3:G034	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.1 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 34 OF 40	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
290	f69v	A3	f69v.1	35	A3:G035	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.1 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 35 OF 40	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
291	f69v	A3	f69v.1	36	A3:G036	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.1 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 36 OF 40	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
292	f69v	A3	f69v.1	37	A3:G037	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.1 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 37 OF 40	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
293	f69v	A3	f69v.1	38	A3:G038	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.1 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 38 OF 40	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
294	f69v	A3	f69v.1	39	A3:G039	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.1 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 39 OF 40	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
295	f69v	A3	f69v.1	40	A3:G040	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.1 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 40 OF 40	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
296	f69v	A3	f69v.2	1	A3:G041	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.2 IN F69_MIDDLE_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 38	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
297	f69v	A3	f69v.2	2	A3:G042	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.2 IN F69_MIDDLE_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 2 OF 38	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
298	f69v	A3	f69v.2	3	A3:G043	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.2 IN F69_MIDDLE_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 3 OF 38	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
299	f69v	A3	f69v.2	4	A3:G044	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.2 IN F69_MIDDLE_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 4 OF 38	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
300	f69v	A3	f69v.2	5	A3:G045	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.2 IN F69_MIDDLE_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 5 OF 38	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
301	f69v	A3	f69v.2	6	A3:G046	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.2 IN F69_MIDDLE_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 6 OF 38	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
302	f69v	A3	f69v.2	7	A3:G047	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.2 IN F69_MIDDLE_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 7 OF 38	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
303	f69v	A3	f69v.2	8	A3:G048	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.2 IN F69_MIDDLE_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 8 OF 38	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
304	f69v	A3	f69v.2	9	A3:G049	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.2 IN F69_MIDDLE_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 9 OF 38	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
305	f69v	A3	f69v.2	10	A3:G050	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.2 IN F69_MIDDLE_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 10 OF 38	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
306	f69v	A3	f69v.2	11	A3:G051	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.2 IN F69_MIDDLE_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 11 OF 38	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
307	f69v	A3	f69v.2	12	A3:G052	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.2 IN F69_MIDDLE_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 12 OF 38	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
308	f69v	A3	f69v.2	13	A3:G053	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.2 IN F69_MIDDLE_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 13 OF 38	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
309	f69v	A3	f69v.2	14	A3:G054	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.2 IN F69_MIDDLE_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 14 OF 38	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
310	f69v	A3	f69v.2	15	A3:G055	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.2 IN F69_MIDDLE_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 15 OF 38	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
311	f69v	A3	f69v.2	16	A3:G056	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.2 IN F69_MIDDLE_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 16 OF 38	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
312	f69v	A3	f69v.2	17	A3:G057	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.2 IN F69_MIDDLE_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 17 OF 38	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
313	f69v	A3	f69v.2	18	A3:G058	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.2 IN F69_MIDDLE_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 18 OF 38	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
314	f69v	A3	f69v.2	19	A3:G059	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.2 IN F69_MIDDLE_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 19 OF 38	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
315	f69v	A3	f69v.2	20	A3:G060	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.2 IN F69_MIDDLE_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 20 OF 38	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
316	f69v	A3	f69v.2	21	A3:G061	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.2 IN F69_MIDDLE_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 21 OF 38	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
317	f69v	A3	f69v.2	22	A3:G062	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.2 IN F69_MIDDLE_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 22 OF 38	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
318	f69v	A3	f69v.2	23	A3:G063	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.2 IN F69_MIDDLE_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 23 OF 38	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
319	f69v	A3	f69v.2	24	A3:G064	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.2 IN F69_MIDDLE_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 24 OF 38	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
320	f69v	A3	f69v.2	25	A3:G065	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.2 IN F69_MIDDLE_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 25 OF 38	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
321	f69v	A3	f69v.2	26	A3:G066	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.2 IN F69_MIDDLE_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 26 OF 38	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
322	f69v	A3	f69v.2	27	A3:G067	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.2 IN F69_MIDDLE_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 27 OF 38	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
323	f69v	A3	f69v.2	28	A3:G068	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.2 IN F69_MIDDLE_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 28 OF 38	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
324	f69v	A3	f69v.2	29	A3:G069	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.2 IN F69_MIDDLE_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 29 OF 38	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
325	f69v	A3	f69v.2	30	A3:G070	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.2 IN F69_MIDDLE_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 30 OF 38	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
326	f69v	A3	f69v.2	31	A3:G071	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.2 IN F69_MIDDLE_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 31 OF 38	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
327	f69v	A3	f69v.2	32	A3:G072	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.2 IN F69_MIDDLE_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 32 OF 38	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
328	f69v	A3	f69v.2	33	A3:G073	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.2 IN F69_MIDDLE_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 33 OF 38	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
329	f69v	A3	f69v.2	34	A3:G074	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.2 IN F69_MIDDLE_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 34 OF 38	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
330	f69v	A3	f69v.2	35	A3:G075	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.2 IN F69_MIDDLE_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 35 OF 38	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
331	f69v	A3	f69v.2	36	A3:G076	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.2 IN F69_MIDDLE_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 36 OF 38	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
332	f69v	A3	f69v.2	37	A3:G077	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.2 IN F69_MIDDLE_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 37 OF 38	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
333	f69v	A3	f69v.2	38	A3:G078	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.2 IN F69_MIDDLE_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 38 OF 38	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
334	f69v	A3	f69v.3	1	A3:G079	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.3 IN F69_RIGHT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 29	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
335	f69v	A3	f69v.3	2	A3:G080	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.3 IN F69_RIGHT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 2 OF 29	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
336	f69v	A3	f69v.3	3	A3:G081	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.3 IN F69_RIGHT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 3 OF 29	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
337	f69v	A3	f69v.3	4	A3:G082	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.3 IN F69_RIGHT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 4 OF 29	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
338	f69v	A3	f69v.3	5	A3:G083	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.3 IN F69_RIGHT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 5 OF 29	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
