world	frequency_degree_gain_bits	topology_only_gain_bits	full_incidence_gain_bits	max_three_gain_bits
1453	-46540.289272478301	-31596.103847154081	-65284.126735543585	-31596.103847154081
1454	-50365.883382690197	-34367.656223082377	-70066.565403055123	-34367.656223082377
1455	-52462.302985397502	-35333.274267640438	-70932.304942859337	-35333.274267640438
1456	-52353.604316378500	-35455.213056872191	-70323.932616636986	-35455.213056872191
1457	-50260.164269242137	-35653.756926510912	-69018.266929424295	-35653.756926510912
1458	-49100.434062064080	-33379.135761134792	-67110.942802783786	-33379.135761134792
1459	-53380.928756087051	-38036.523472453511	-72236.579800327541	-38036.523472453511
1460	-51151.390015634999	-32595.286063203934	-69911.170402170654	-32595.286063203934
1461	-49583.605538909876	-32864.720814754517	-68932.455451620437	-32864.720814754517
1462	-50301.316225062488	-35221.052342077506	-70072.835264431094	-35221.052342077506
1463	-52378.967862778554	-35107.103672504076	-71217.466733609748	-35107.103672504076
1464	-48796.204133909458	-33306.516951283142	-68536.687334574250	-33306.516951283142
1465	-48978.886173827872	-32767.309186697512	-67402.346633761932	-32767.309186697512
1466	-49443.989751254689	-34946.376953566971	-69315.392852331657	-34946.376953566971
1467	-48603.786250887482	-35292.860014642902	-68291.713847787338	-35292.860014642902
1468	-48542.897389242615	-34691.902764962455	-68141.192142178159	-34691.902764962455
1469	-49857.352207847289	-35299.452688695528	-68135.629590465498	-35299.452688695528
1470	-50072.820582931410	-34183.856547834883	-69434.779996011333	-34183.856547834883
1471	-51384.290254481006	-36919.184086664325	-72591.619673782116	-36919.184086664325
1472	-49025.875471425701	-33489.554169586569	-66895.991888413031	-33489.554169586569
1473	-50082.833051504269	-34640.949997829899	-69190.778257164726	-34640.949997829899
1474	-51158.279225176128	-35421.596316183488	-70536.563090066586	-35421.596316183488
1475	-50850.208083277328	-36595.872366072559	-69865.611392608582	-36595.872366072559
1476	-50871.411665160835	-35221.048312344050	-70187.259425533979	-35221.048312344050
1477	-48323.961795321200	-32270.161337147139	-66861.630107124205	-32270.161337147139
1478	-52131.501979965222	-36341.786849385186	-72660.029802080127	-36341.786849385186
1479	-47949.470629875148	-34702.167773688707	-68303.835905554937	-34702.167773688707
1480	-50989.822725929385	-36621.341094690666	-70681.878850937705	-36621.341094690666
1481	-49571.347762147103	-34372.625834388884	-69174.455974665441	-34372.625834388884
1482	-49287.569199535465	-35169.405557867074	-68998.349011789731	-35169.405557867074
1483	-50821.097978771766	-33299.404359384083	-69656.128059817551	-33299.404359384083
1484	-51449.550200622456	-34598.955095721896	-69392.823096004009	-34598.955095721896
1485	-49381.740059977070	-35169.090674047315	-69117.317068952485	-35169.090674047315
1486	-48818.672525249363	-32491.937150608621	-68317.281768658446	-32491.937150608621
1487	-49265.021103407453	-33020.146649095994	-67727.246798773311	-33020.146649095994
1488	-49747.172669325919	-32810.872539483607	-68749.028474436156	-32810.872539483607
1489	-51142.787376901731	-35881.334249747189	-70334.676214783700	-35881.334249747189
1490	-50381.377632130920	-34982.081387829836	-69033.125546132680	-34982.081387829836
1491	-49282.930777104135	-34570.879432805137	-68573.458257999635	-34570.879432805137
1492	-48660.333924406506	-35819.294780625060	-68371.298105796086	-35819.294780625060
1493	-48737.488219759500	-33044.458063231286	-67594.376306268765	-33044.458063231286
1494	-50030.617159527974	-34617.383743990380	-68894.177247513726	-34617.383743990380
1495	-49507.941418330447	-33335.784501992632	-68786.854450574581	-33335.784501992632
1496	-48788.720099293954	-34739.918915533344	-69080.400631752666	-34739.918915533344
1497	-50557.020314895024	-34028.214722176956	-69550.137109853662	-34028.214722176956
1498	-49097.035662061178	-33340.870649480166	-68897.324019224659	-33340.870649480166
1499	-53023.796656412043	-35736.554841388832	-71868.647358324350	-35736.554841388832
1500	-50240.730840823395	-33806.896676467026	-69144.279563754157	-33806.896676467026
1501	-51850.402580831535	-34405.910956515741	-69830.368351954108	-34405.910956515741
1502	-52464.313144430722	-35890.304814895222	-71389.624588003455	-35890.304814895222
1503	-48857.986709593933	-33394.257869345711	-67770.863985584409	-33394.257869345711
1504	-48703.386648225256	-30182.553651949223	-66508.546978286657	-30182.553651949223
1505	-51144.303516241584	-34863.812267785615	-69898.167412714451	-34863.812267785615
1506	-50226.254197451824	-36735.998078808421	-70256.892619502338	-36735.998078808421
1507	-51144.801027480637	-33126.069712950113	-70407.682174763060	-33126.069712950113
1508	-48384.865710012884	-32439.887282267569	-67865.738762611873	-32439.887282267569
1509	-50390.628900660093	-36373.496362468075	-70736.380132326682	-36373.496362468075
1510	-52053.390126765829	-35362.218048995004	-72230.585142288503	-35362.218048995004
1511	-48503.171722866042	-32224.879313815836	-67323.979263063738	-32224.879313815836
1512	-49306.417321527930	-33589.736316085997	-69157.851154708886	-33589.736316085997
1513	-47354.862127279761	-34100.687743312410	-66864.822796098524	-34100.687743312410
1514	-49160.132257759615	-34300.714133001362	-69583.457946170893	-34300.714133001362
1515	-48421.898163776401	-33940.871095054143	-68798.838196146200	-33940.871095054143
1516	-50353.504887350224	-32692.933538008336	-68211.587087839114	-32692.933538008336
1517	-48151.346420248898	-34858.652044969487	-68667.575723582166	-34858.652044969487
1518	-48906.575335405767	-33266.579711938051	-67080.388279698484	-33266.579711938051
1519	-50378.852699431096	-33618.530219925364	-67945.834503205420	-33618.530219925364
1520	-48278.207067215044	-33276.893228437279	-67656.659933635936	-33276.893228437279
1521	-50092.820107743064	-35359.851849469298	-69934.612168626481	-35359.851849469298
1522	-49106.740080307900	-35387.427128308416	-68659.675056127540	-35387.427128308416
1523	-50614.158423218629	-34849.862499446848	-69873.818168190090	-34849.862499446848
1524	-50574.770066532110	-33894.063148203437	-69142.308112797502	-33894.063148203437
1525	-52046.220049264746	-37960.196168011564	-72185.522421830479	-37960.196168011564
1526	-49791.302804427258	-33457.553541280831	-68617.913373523290	-33457.553541280831
1527	-48332.692933321377	-33663.555176185713	-68183.288484280187	-33663.555176185713
1528	-48007.900758304342	-34079.215371318023	-68363.087109866741	-34079.215371318023
1529	-48813.024248184614	-32971.872184819615	-68192.102281826301	-32971.872184819615
1530	-47360.467818539291	-33774.976563814853	-66853.631279584763	-33774.976563814853
1531	-49018.376449158211	-33153.889971232064	-67037.831849902548	-33153.889971232064
1532	-49320.418371639316	-33984.995143053617	-69270.719430236815	-33984.995143053617
1533	-51722.176588997972	-35975.480904768476	-70609.493571463245	-35975.480904768476
1534	-52659.666577851254	-37017.306017580544	-71176.008171532405	-37017.306017580544
1535	-48126.083806055656	-34729.214601026564	-67920.916929048239	-34729.214601026564
1536	-50370.884583279170	-33623.090633493121	-69153.615713716339	-33623.090633493121
1537	-49183.969024505808	-33462.253420776768	-69269.481207408331	-33462.253420776768
1538	-48871.366207922518	-32752.428487895435	-67645.191939778771	-32752.428487895435
1539	-51302.650781463155	-34895.181436900515	-70642.184917239734	-34895.181436900515
1540	-49667.073608244973	-33500.302202393905	-69197.394649610069	-33500.302202393905
1541	-49923.201622379245	-34882.492303472900	-69952.206269608592	-34882.492303472900
1542	-49278.421547178878	-35195.691753408071	-68668.899431025042	-35195.691753408071
1543	-49784.753022724559	-31998.785908052192	-68682.043589942434	-31998.785908052192
1544	-47973.707376320010	-31282.691897511984	-66563.508519156836	-31282.691897511984
1545	-50199.653475006227	-35839.027345807473	-70593.925201791164	-35839.027345807473
1546	-48926.779665936534	-34965.701013026221	-68336.773833380226	-34965.701013026221
1547	-49472.691842212764	-35194.346303916296	-68661.404241392913	-35194.346303916296
1548	-52187.721443649672	-35480.002736492825	-71180.831968275088	-35480.002736492825
1549	-48771.933968258498	-32712.440940522149	-67004.745303125484	-32712.440940522149
1550	-50657.954065322658	-34615.477924110324	-70048.655569144437	-34615.477924110324
1551	-50356.468962218132	-35878.778107584709	-69703.073089082900	-35878.778107584709
1552	-49856.931118640328	-33520.844084923097	-68360.359776673664	-33520.844084923097
1553	-47304.041196218597	-33516.340645940771	-66854.098273074167	-33516.340645940771
1554	-50968.669760906589	-35480.196956664149	-70786.631846288248	-35480.196956664149
1555	-50842.857072083294	-34202.001213545220	-69443.777004938995	-34202.001213545220
1556	-50298.211279744144	-34854.233724354082	-68898.201677227189	-34854.233724354082
1557	-47536.487320216213	-32604.603467543096	-66225.839632839794	-32604.603467543096
1558	-49613.498298516184	-35508.163202947624	-69412.504255129083	-35508.163202947624
1559	-49444.211724931032	-34555.687332375535	-68680.674607017485	-34555.687332375535
1560	-51791.559948461392	-36903.418872069880	-72627.551848498551	-36903.418872069880
1561	-49829.044909532538	-34775.231303614913	-68505.874084506009	-34775.231303614913
1562	-49229.068736611727	-35106.782214353480	-69893.702472799938	-35106.782214353480
1563	-49997.973191657446	-33850.395807803514	-69843.237084557593	-33850.395807803514
1564	-49908.348751572208	-34810.173425452092	-68140.061539520029	-34810.173425452092
1565	-50648.944545541359	-34189.514650420511	-70307.215323728698	-34189.514650420511
1566	-49036.129105442626	-34878.193466326629	-67323.959526502280	-34878.193466326629
1567	-48756.079550934293	-33569.060151359641	-67874.884956743364	-33569.060151359641
1568	-50263.595246289988	-37102.899161903944	-70171.250222906747	-37102.899161903944
1569	-48900.590377135304	-32253.205665390189	-67904.282872738855	-32253.205665390189
1570	-49024.975468537588	-34694.738102866722	-69409.842799039980	-34694.738102866722
1571	-47874.936200908443	-33448.922771869933	-66464.065506152983	-33448.922771869933
1572	-50060.193407493927	-36120.937795815342	-70093.825145499955	-36120.937795815342
1573	-49793.730915128574	-34962.524266696273	-68895.587580962703	-34962.524266696273
1574	-49431.279535568821	-34526.175335342130	-68304.011099129319	-34526.175335342130
1575	-48683.565628700417	-33810.250251072706	-67241.186963231041	-33810.250251072706
1576	-53358.284858100036	-35605.832592654609	-73320.036395692849	-35605.832592654609
1577	-49747.605489987232	-34731.280363769809	-69476.182503121498	-34731.280363769809
1578	-49121.278450923361	-33879.915787797392	-68260.148745998129	-33879.915787797392
1579	-50800.454609186447	-35146.134726963843	-69085.364842803872	-35146.134726963843
1580	-49700.329225897760	-35866.452368576960	-69124.650569696008	-35866.452368576960
1581	-50907.808301217861	-33762.827591163521	-68363.823512440620	-33762.827591163521
1582	-48601.572931395553	-34478.855985061069	-67735.595556122600	-34478.855985061069
1583	-51558.566545537229	-35757.726031097249	-71322.085801377005	-35757.726031097249
1584	-50579.672617901946	-34373.596529803595	-69652.728448013382	-34373.596529803595
1585	-51227.277899381421	-34363.271912609838	-69854.769908503047	-34363.271912609838
1586	-49302.026712131286	-35678.574763266377	-69461.078050559154	-35678.574763266377
1587	-51831.203536847344	-35613.172299808772	-72219.952591262161	-35613.172299808772
1588	-48412.826801111332	-35862.818660597528	-67731.244203150301	-35862.818660597528
1589	-51664.835873010903	-35149.924378097887	-70729.251447187853	-35149.924378097887
1590	-51019.457778105556	-35040.604551439596	-70307.935869368797	-35040.604551439596
1591	-49186.103973869947	-35248.952554052426	-67749.617042246071	-35248.952554052426
1592	-51292.000479014401	-33844.963356722707	-71021.539614411362	-33844.963356722707
1593	-50703.255857957105	-34344.483395347139	-69135.107269233093	-34344.483395347139
1594	-50859.813338577296	-35255.709690051590	-69788.269091524970	-35255.709690051590
1595	-49821.619664136313	-33266.509104874938	-68916.994215845421	-33266.509104874938
1596	-46564.699585723749	-34121.626566026687	-65410.289567462736	-34121.626566026687
1597	-53858.523637049264	-37750.029232288558	-73074.976530562257	-37750.029232288558
1598	-52480.574847116681	-35095.964945800020	-72653.950945767661	-35095.964945800020
1599	-49309.165250362676	-33429.523949754031	-67961.699589924057	-33429.523949754031
1600	-50970.260693710290	-35325.496602343454	-70030.704120404567	-35325.496602343454
1601	-48930.331818911458	-33257.867344742175	-68454.170101898751	-33257.867344742175
1602	-50237.304761207466	-33136.015077334865	-68887.403497520936	-33136.015077334865
1603	-49223.686121930143	-33633.747144807356	-67615.360029472562	-33633.747144807356
1604	-51359.324424300175	-35902.248456546076	-72536.302701091539	-35902.248456546076
1605	-49602.405683969868	-34145.170477678992	-68534.728706416106	-34145.170477678992
1606	-50460.555833925893	-33207.840546624255	-68283.172910330773	-33207.840546624255
1607	-52365.194618508453	-33649.505374839588	-71213.073791796676	-33649.505374839588
1608	-49203.009829795257	-33704.205716215103	-68530.123434949564	-33704.205716215103
1609	-50435.001815728676	-36985.466208829574	-70340.031870102830	-36985.466208829574
1610	-47929.983937167941	-32002.450359511098	-66625.805057893856	-32002.450359511098
1611	-50427.751360172268	-35907.448192936208	-71331.904593490020	-35907.448192936208
1612	-50103.805116097712	-35425.372230647117	-69383.297695075991	-35425.372230647117
1613	-46523.634696227855	-33621.942628989120	-65699.098292947325	-33621.942628989120
1614	-50620.697254610015	-33308.265693499619	-69960.895559498837	-33308.265693499619
1615	-50591.773126173968	-32410.061536822595	-68864.024581516671	-32410.061536822595
1616	-50536.245250019856	-35026.108294417463	-70225.071420706605	-35026.108294417463
1617	-50042.130584446284	-33988.551774286912	-69121.230154375400	-33988.551774286912
1618	-49392.186342026376	-35368.015491738515	-68997.026916845673	-35368.015491738515
1619	-48767.465472379758	-32888.479337385244	-67144.928411853267	-32888.479337385244
1620	-48579.676727496939	-33281.082715773962	-67814.774753143240	-33281.082715773962
1621	-49442.980379440167	-35834.715606709935	-69661.442192051298	-35834.715606709935
1622	-51995.181864220751	-36008.316556281716	-70644.367329447952	-36008.316556281716
1623	-48554.291483035769	-35124.722414814649	-66941.727171240564	-35124.722414814649
1624	-50080.559016753512	-34536.724021918562	-68229.566077275493	-34536.724021918562
1625	-51768.930776452587	-36028.516910224644	-71464.988639940610	-36028.516910224644
1626	-52356.536431164714	-36534.997066340969	-71884.178520228365	-36534.997066340969
1627	-49619.816388182175	-33674.280806875147	-69630.167599061606	-33674.280806875147
1628	-50771.085691835942	-33631.104232602112	-69878.813313201623	-33631.104232602112
1629	-48878.353348081291	-34312.410331509956	-67510.510337723783	-34312.410331509956
1630	-51132.479944360632	-33951.912394371902	-70756.103307936952	-33951.912394371902
1631	-50267.790231405103	-34094.925973896723	-68964.320938562945	-34094.925973896723
1632	-52372.567480039630	-36376.392688609463	-73182.451476849325	-36376.392688609463
1633	-50088.100825171212	-31362.865116158617	-67928.469424526862	-31362.865116158617
1634	-50877.749660102752	-34049.406301625146	-69631.578109015041	-34049.406301625146
1635	-51883.774003358471	-35307.606610220042	-70351.933761453620	-35307.606610220042
1636	-49893.554856469447	-33016.225809336735	-68926.884648231367	-33016.225809336735
1637	-49469.179677570290	-35268.767632540264	-70037.762662276014	-35268.767632540264
1638	-51122.270136863226	-32936.191726821344	-69814.856286521899	-32936.191726821344
1639	-50839.420139355112	-35329.328730690097	-70802.493646497387	-35329.328730690097
1640	-48645.271526255463	-35473.585358247685	-68878.925325521705	-35473.585358247685
1641	-51244.200290132641	-35035.441544266410	-71372.095611745957	-35035.441544266410
1642	-49008.013278347971	-32879.550015956585	-67820.493536204638	-32879.550015956585
1643	-50701.220099218030	-34517.304759770872	-70317.986817900077	-34517.304759770872
1644	-49426.102146926336	-32223.582307289667	-68526.897289432920	-32223.582307289667
1645	-46711.584530278167	-36433.854022293111	-65717.199688511842	-36433.854022293111
1646	-48185.146735271883	-33010.445809623350	-66713.601067639902	-33010.445809623350
1647	-50929.394566292685	-35493.298012416315	-71642.550251613909	-35493.298012416315
1648	-50722.144702277961	-35132.572336986836	-70841.100867153044	-35132.572336986836
1649	-50407.673495697010	-35126.982076739390	-69619.909992868896	-35126.982076739390
1650	-49330.399967200698	-35690.867288538531	-69714.444400012668	-35690.867288538531
1651	-49195.497400224856	-34572.070252271871	-67831.075975570813	-34572.070252271871
1652	-51102.516356542634	-36029.478457863312	-70579.725287846159	-36029.478457863312
1653	-50961.013241713241	-36207.692817013682	-69909.398070167837	-36207.692817013682
1654	-50040.644590673684	-34773.700455440121	-70016.484769304836	-34773.700455440121
1655	-49733.389382343586	-33185.935298867415	-68244.473903185804	-33185.935298867415
1656	-49833.226164250191	-33166.387989267801	-69405.925505599866	-33166.387989267801
1657	-49302.146415046191	-33920.963720941429	-67909.395912767577	-33920.963720941429
1658	-52419.991807363374	-35228.259139819515	-70940.657564131616	-35228.259139819515
1659	-49742.638360272642	-34452.838299185387	-70168.833529198309	-34452.838299185387
1660	-48986.221183301132	-34677.496325409571	-67492.679932194631	-34677.496325409571
1661	-49304.178528494798	-35851.440898391535	-67811.618433057462	-35851.440898391535
1662	-51176.943853727462	-35085.481231925114	-70370.041823376450	-35085.481231925114
1663	-52734.282075367977	-36534.318141596057	-72791.292867845841	-36534.318141596057
1664	-50337.470284134753	-36618.766734438883	-70822.992392306653	-36618.766734438883
1665	-49254.902122925829	-32450.807610494761	-68538.869579313119	-32450.807610494761
1666	-49751.881250397579	-33596.716012425015	-70292.937583793537	-33596.716012425015
1667	-48227.213366090844	-34152.919681477862	-66566.290825655873	-34152.919681477862
1668	-53466.286542955480	-34801.615601365484	-72062.495855089583	-34801.615601365484
1669	-51595.341265362506	-35688.475067074200	-71416.726313914696	-35688.475067074200
1670	-49479.737617338476	-32603.271069222807	-68276.679886861239	-32603.271069222807
1671	-51013.334905051175	-36800.678381916070	-70847.100827908347	-36800.678381916070
1672	-50346.122196518889	-35278.350810328207	-69940.109824107567	-35278.350810328207
1673	-51087.692712498894	-33378.844500918749	-69937.097151544382	-33378.844500918749
1674	-50474.722902857793	-34860.467541458856	-69677.547000078572	-34860.467541458856
1675	-50163.231935759410	-33867.536840128676	-69190.653113346139	-33867.536840128676
1676	-48952.693638742057	-33230.771498743081	-66820.741060640270	-33230.771498743081
1677	-51976.501709281380	-36078.342272974798	-72286.498373426191	-36078.342272974798
1678	-50470.533999712869	-35197.823452892320	-70605.181598487470	-35197.823452892320
1679	-50703.175978232386	-35305.383981383457	-70524.147806051405	-35305.383981383457
1680	-50242.669455770454	-35410.883852502819	-69811.385435791148	-35410.883852502819
1681	-47814.556284602251	-34130.423758433535	-66198.596373334207	-34130.423758433535
1682	-51147.152326933327	-34469.154266271384	-69736.661452888118	-34469.154266271384
1683	-49094.175887536578	-34904.874904884331	-68354.266341714640	-34904.874904884331
1684	-50527.643867216233	-36313.398457354444	-70946.732532375259	-36313.398457354444
1685	-49318.908642655872	-33588.433007932923	-68863.192817578107	-33588.433007932923
1686	-48778.345965312597	-34326.121035266602	-68442.749745618436	-34326.121035266602
1687	-46168.604838579260	-32465.091131330893	-63934.905818953310	-32465.091131330893
1688	-50804.775729570072	-32472.555046222624	-69213.227418726092	-32472.555046222624
1689	-49877.860974766481	-34487.669369504991	-68856.646601790751	-34487.669369504991
1690	-48675.401339801603	-34027.452309864384	-67614.842418187560	-34027.452309864384
1691	-50879.465714134494	-34283.865353928326	-69810.913732087982	-34283.865353928326
1692	-51336.470303132577	-34975.853390502663	-69899.981247410265	-34975.853390502663
1693	-50300.979895087599	-34051.172378768664	-68430.047240598302	-34051.172378768664
1694	-48578.130521951789	-32464.170720264021	-67705.190340650632	-32464.170720264021
1695	-49123.337967350380	-37472.500235908505	-69178.497469244030	-37472.500235908505
1696	-52636.554038475311	-36269.782975796872	-71278.673659362525	-36269.782975796872
1697	-49843.909703854064	-34956.968690250927	-68211.968526858705	-34956.968690250927
1698	-48159.073296827861	-33743.865039578966	-67519.026414255641	-33743.865039578966
1699	-49879.372896266810	-35598.098582987739	-69783.256883458191	-35598.098582987739
1700	-51314.029279020535	-34758.944979620348	-70930.987424699182	-34758.944979620348
1701	-49678.255725313866	-35670.040004508701	-68749.499249640925	-35670.040004508701
1702	-50013.167803553020	-34943.793970062921	-69519.327032536850	-34943.793970062921
1703	-49113.218971860537	-33247.084924981056	-67560.754191464061	-33247.084924981056
1704	-49749.534501917835	-34899.402524603553	-69076.800174534219	-34899.402524603553
1705	-49661.380904437334	-34616.867719481801	-68822.024955216315	-34616.867719481801
1706	-49188.327760288390	-35272.936905929411	-68126.834118193961	-35272.936905929411
1707	-48089.087141978096	-35065.244544061083	-67670.377843212904	-35065.244544061083
1708	-50886.425060280693	-34885.744900043945	-70037.847210668071	-34885.744900043945
1709	-50554.719718660344	-36684.689606568143	-70752.984666725926	-36684.689606568143
1710	-53666.572691832400	-34640.428419796008	-73016.839706495390	-34640.428419796008
1711	-49054.643416129999	-34866.410628200087	-67990.497919643327	-34866.410628200087
1712	-47641.993105878268	-33034.122830303721	-66826.635772867914	-33034.122830303721
1713	-50242.133720322854	-34874.883868934077	-69858.484941780611	-34874.883868934077
1714	-48342.147498827966	-34454.659233941049	-68221.315629673700	-34454.659233941049
1715	-50471.705241192059	-32841.121835744911	-68283.736680919406	-32841.121835744911
1716	-51656.845365114605	-33728.903813004938	-70824.960125126119	-33728.903813004938
1717	-52736.044629566117	-35177.541055039881	-72484.951280319263	-35177.541055039881
1718	-49248.809649447154	-33415.097675473691	-67506.145827697983	-33415.097675473691
1719	-47947.144380118450	-33432.171485955929	-67174.600112896238	-33432.171485955929
1720	-49760.181025690974	-33475.241404115666	-69061.642472202424	-33475.241404115666
1721	-50394.027489037195	-34507.433379137539	-67915.371075271221	-34507.433379137539
1722	-50789.526499492938	-34998.373213460211	-70305.673005855555	-34998.373213460211
1723	-53697.555134465823	-37689.155300864251	-74120.771660024824	-37689.155300864251
1724	-51348.505709306526	-35905.638199974346	-72146.778164297502	-35905.638199974346
1725	-50307.072305207905	-33822.975057521013	-70288.481063254017	-33822.975057521013
1726	-51920.632371496744	-34874.863292492097	-69633.676812249818	-34874.863292492097
1727	-51259.368985516572	-34911.336100611479	-70890.566058896497	-34911.336100611479
1728	-49563.192503966216	-34676.789343714881	-68167.002064209169	-34676.789343714881
1729	-50408.167453367700	-34404.398591765843	-69735.191666948595	-34404.398591765843
1730	-48375.173135848847	-33903.832771231842	-67926.266533377653	-33903.832771231842
1731	-49949.926477424560	-34230.316403618403	-69863.259842328029	-34230.316403618403
1732	-50497.851670041367	-32540.933563976279	-68562.215046583879	-32540.933563976279
1733	-50241.959814918264	-32999.898124403117	-68214.837117101502	-32999.898124403117
1734	-49847.369080888435	-33532.107096964013	-69113.590342426993	-33532.107096964013
1735	-48757.313703609791	-36017.811196655413	-68075.801494413405	-36017.811196655413
1736	-51395.949111664901	-34494.252088161666	-70654.969346718382	-34494.252088161666
1737	-47884.916830878821	-33375.232326800935	-66913.355874059664	-33375.232326800935
1738	-47989.789530662281	-34169.480704565256	-68020.270408076482	-34169.480704565256
1739	-50222.319460116953	-35099.428096658245	-69419.307173012159	-35099.428096658245
1740	-47114.815923606599	-31993.723718981706	-66157.336923118753	-31993.723718981706
1741	-49861.942620959948	-35101.152246659563	-68377.492675715403	-35101.152246659563
1742	-50044.269644270717	-34693.685307771899	-69238.670127309553	-34693.685307771899
1743	-50966.559422470607	-33672.319742772175	-67770.579888298176	-33672.319742772175
1744	-48645.843752242043	-31932.023921400156	-67323.660915797169	-31932.023921400156
1745	-48009.581761280126	-34156.767093289658	-66763.116734426381	-34156.767093289658
1746	-47708.480114722501	-33530.022915551192	-66313.460640826510	-33530.022915551192
1747	-49445.904373466343	-34649.022684447271	-69245.531684208268	-34649.022684447271
1748	-49485.455859190988	-36616.897624615267	-68865.066913115312	-36616.897624615267
1749	-50808.839984776758	-35955.458905526801	-69338.522639869276	-35955.458905526801
1750	-52056.791521082043	-34601.746958734882	-70682.421600392263	-34601.746958734882
1751	-49955.671913773411	-35347.084349952092	-69726.160306822116	-35347.084349952092
1752	-49140.938738553996	-35528.579385887024	-68631.381307745265	-35528.579385887024
1753	-51317.460563723260	-34930.057890830256	-71083.185615277049	-34930.057890830256
1754	-48461.362704298590	-32718.842786647841	-67304.588617637695	-32718.842786647841
1755	-48908.905201035712	-33400.215564753940	-67218.562785330869	-33400.215564753940
1756	-50826.234962814102	-33483.149502296794	-70123.657196235363	-33483.149502296794
1757	-52721.648039765438	-33318.278780673551	-70380.023182483783	-33318.278780673551
1758	-48405.901202090063	-34421.018374074272	-68184.205842791707	-34421.018374074272
1759	-49037.451509971157	-36347.500582440560	-67898.600761351263	-36347.500582440560
1760	-50411.450164745322	-34000.893773102754	-69893.667218527582	-34000.893773102754
1761	-49461.861623933946	-32234.106073158622	-68177.235438746473	-32234.106073158622
1762	-47965.474027855162	-36234.661456069232	-68382.605124788082	-36234.661456069232
1763	-49572.073952858089	-34831.840433181664	-68630.341976707758	-34831.840433181664
1764	-50016.035518896570	-36761.213271986890	-68846.583575190627	-36761.213271986890
1765	-48279.387316861983	-36701.625928394096	-68256.799121815144	-36701.625928394096
1766	-48771.524126183715	-34967.543755887848	-68457.345814144690	-34967.543755887848
1767	-48248.100219595231	-34619.002162941775	-67125.922341401092	-34619.002162941775
1768	-49931.472235345893	-34217.681026961618	-68753.407862386055	-34217.681026961618
1769	-50497.019376830227	-33718.331540325278	-68892.728795762232	-33718.331540325278
1770	-51459.028967445593	-35019.675316957495	-69900.761128833285	-35019.675316957495
1771	-48108.680218754795	-35455.732391014069	-67267.806665251133	-35455.732391014069
1772	-49977.891295793081	-31834.595820841882	-69177.696928471836	-31834.595820841882
1773	-51159.474745761479	-34121.521279959932	-69739.921263346667	-34121.521279959932
1774	-49785.152332703823	-34638.868809664382	-69263.591053695956	-34638.868809664382
1775	-50821.224552148902	-35855.199150000204	-70672.068648043511	-35855.199150000204
1776	-49467.109797207704	-35177.783246105508	-68576.363787741619	-35177.783246105508
1777	-49436.246068114277	-34955.796837905167	-68653.974803881807	-34955.796837905167
1778	-48088.036836145569	-33142.044258688788	-66700.228956612453	-33142.044258688788
1779	-52274.348648386127	-35162.315570451596	-71477.453901356726	-35162.315570451596
1780	-48653.100589425696	-35962.569473601339	-68457.235878153835	-35962.569473601339
1781	-52395.907553112032	-36165.821024548699	-71775.249240673234	-36165.821024548699
1782	-49653.929647322831	-34344.682979460355	-68761.618827332903	-34344.682979460355
1783	-48254.964025912072	-34060.712656650918	-68048.875363006649	-34060.712656650918
1784	-50460.417468894891	-33609.916235020341	-69193.998616228477	-33609.916235020341
1785	-50068.015919775178	-34337.905158644324	-70263.222265216129	-34337.905158644324
1786	-47922.371599595070	-34914.688855546556	-66223.131607613788	-34914.688855546556
1787	-49537.239545850782	-34042.062843981439	-69210.217232408846	-34042.062843981439
1788	-51113.855747778063	-35975.059235719615	-71718.011403671204	-35975.059235719615
1789	-50922.339729916072	-36180.867997592744	-70138.946256011070	-36180.867997592744
1790	-49667.657261489789	-34389.967256219767	-69337.070935378113	-34389.967256219767
1791	-51465.097794205110	-35769.247371868674	-71190.933562206919	-35769.247371868674
1792	-49016.736604051002	-33244.681392945437	-68101.041795489276	-33244.681392945437
1793	-50770.600768116536	-35288.378510515628	-69684.434003400122	-35288.378510515628
1794	-50622.679127067910	-34706.070584600595	-70574.025636828897	-34706.070584600595
1795	-47533.056706541247	-33416.687758399530	-66597.040488150000	-33416.687758399530
1796	-51078.712062515435	-36534.596501750901	-70607.103106319977	-36534.596501750901
1797	-50860.658584588266	-33769.297841700114	-69596.228484615116	-33769.297841700114
1798	-54523.966741858938	-39212.571667388394	-75945.540559590168	-39212.571667388394
1799	-50829.832855800152	-33001.785334106782	-68935.017410488785	-33001.785334106782
1800	-48595.538865576615	-32108.682423420341	-67524.823480662453	-32108.682423420341
1801	-51355.833439339578	-34963.446122312227	-68700.951578217384	-34963.446122312227
1802	-47453.887088144525	-31651.196100861151	-66640.475415071254	-31651.196100861151
1803	-51582.589799891022	-35002.826722013786	-70570.619267504793	-35002.826722013786
1804	-50141.009745544245	-32970.653791770819	-69438.316573546195	-32970.653791770819
1805	-51196.299269502444	-36648.579231246593	-72224.476175629869	-36648.579231246593
1806	-50437.486148370466	-34581.783293103501	-69122.800248839252	-34581.783293103501
1807	-49933.804719096748	-32431.362524599579	-68438.016546455212	-32431.362524599579
1808	-49538.161946874621	-34014.069094753271	-68697.644580677777	-34014.069094753271
1809	-49674.882799698644	-33275.758282062612	-68096.657942925667	-33275.758282062612
