assignment_ordinal	cohort	event_id	statement_id	physical_page	register	surface	recipe	argument_state_projection	argument_occurrence_in_recipe	argument_multiplicity_in_recipe	argument_sequence	argument	argument_value_de	argument_atom_position	recipe_atom_count	left_control	right_control	carrier_envelope	carrier_role	content_block	argument_position_in_block	left_content_before_argument	right_content_after_argument	is_last_argument_in_recipe	compact_carrier_reading_de	envelope_template_de	complete_carrier_reading_de	literal_projection_reading_de	statement_position	statement_final	current_reading_de	y_dy_atom_distinction	guard	substitution_family_id
40	OLD26_GDT407	G407-E0586	G407-S029	f18r	HERBAL	sotchaiin	S+OT+AIIN	OT+AIIN	1	1	AIIN	AIIN	WERT	3	3	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	AIIN	1	NONE	NONE	YES	DANACH · WERT	danach ARG als nächsten Träger eröffnen	danach den Wert als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → WERT	STATEMENT_INTERNAL	NO	WÄHLEN · DANACH · WERT	NOT_APPLICABLE	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F09
41	OLD26_GDT407	G407-E0653	G407-S032	f24v	HERBAL	ychol	Y+OL	Y+OL	1	1	Y	Y	POSTEN	1	2	START	OL	START>A<OL	RETAINED_ARGUMENT	Y	1	NONE	NONE	YES	POSTEN · FORTSETZEN	ARG weiterführen	den Posten weiterführen	POSTEN → TRÄGER FORTSETZEN	STATEMENT_INTERNAL	NO	AKTIVER POSTEN · FORTSETZEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
42	OLD26_GDT407	G407-E0694	G407-S033	f55v	HERBAL	otoldaiin	OT+OL+D_ADDR+AIIN	OT+OL+AIIN	1	1	AIIN	AIIN	WERT	4	4	OL	END	OL>A<END	CONTINUED_CARRIER_ARGUMENT	D_ADDR+AIIN	2	D_ADDR	NONE	YES	FORTSETZEN · WERT	weiter mit ARG als aktuellem Träger	weiter mit dem Wert als aktuellem Träger	NÄCHSTEN TRÄGER ERÖFFNEN → TRÄGER FORTSETZEN → WERT	STATEMENT_INTERNAL	NO	DANACH · FORTSETZEN · HIER · WERT	NOT_APPLICABLE	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
43	OLD26_GDT407	G407-E0765	G407-S036	f55v	HERBAL	otaky	OT+A_ADDR+K+Y	OT+Y	1	1	Y	Y	POSTEN	4	4	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	A_ADDR+K+Y	3	A_ADDR+K	NONE	YES	DANACH · POSTEN	danach ARG als nächsten Träger eröffnen	danach den Posten als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → POSTEN	STATEMENT_INTERNAL	NO	DANACH · HIER · GEBEN · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
44	OLD26_GDT407	G407-E0784	G407-S037	f55v	HERBAL	oltchy	OL+T+Y	OL+Y	1	1	Y	Y	POSTEN	3	3	OL	END	OL>A<END	CONTINUED_CARRIER_ARGUMENT	T+Y	2	T	NONE	YES	FORTSETZEN · POSTEN	weiter mit ARG als aktuellem Träger	weiter mit dem Posten als aktuellem Träger	TRÄGER FORTSETZEN → POSTEN	STATEMENT_INTERNAL	NO	FORTSETZEN · EINSTELLEN · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
45	OLD26_GDT407	G407-E0791	G407-S037	f55v	HERBAL	olkeechy	OL+K+EE+CH+Y	OL+Y	1	1	Y	Y	POSTEN	5	5	OL	END	OL>A<END	CONTINUED_CARRIER_ARGUMENT	K+EE+CH+Y	4	K+EE+CH	NONE	YES	FORTSETZEN · POSTEN	weiter mit ARG als aktuellem Träger	weiter mit dem Posten als aktuellem Träger	TRÄGER FORTSETZEN → POSTEN	STATEMENT_INTERNAL	NO	FORTSETZEN · GEBEN · GRAD II · NEHMEN · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
46	OLD26_GDT407	G407-E0801	G407-S038	f56r	HERBAL	oty	OT+Y	OT+Y	1	1	Y	Y	POSTEN	2	2	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	Y	1	NONE	NONE	YES	DANACH · POSTEN	danach ARG als nächsten Träger eröffnen	danach den Posten als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → POSTEN	STATEMENT_INTERNAL	NO	DANACH · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F01
47	OLD26_GDT407	G407-E0809	G407-S039	f56r	HERBAL	choly	OL+Y	OL+Y	1	1	Y	Y	POSTEN	2	2	OL	END	OL>A<END	CONTINUED_CARRIER_ARGUMENT	Y	1	NONE	NONE	YES	FORTSETZEN · POSTEN	weiter mit ARG als aktuellem Träger	weiter mit dem Posten als aktuellem Träger	TRÄGER FORTSETZEN → POSTEN	STATEMENT_INTERNAL	NO	FORTSETZEN · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F02
48	OLD26_GDT407	G407-E0812	G407-S039	f56r	HERBAL	choty	CH+OT+Y	OT+Y	1	1	Y	Y	POSTEN	3	3	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	Y	1	NONE	NONE	YES	DANACH · POSTEN	danach ARG als nächsten Träger eröffnen	danach den Posten als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → POSTEN	STATEMENT_INTERNAL	NO	NEHMEN · DANACH · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
49	OLD26_GDT407	G407-E0814	G407-S039	f56r	HERBAL	olchey	OL+Y	OL+Y	1	1	Y	Y	POSTEN	2	2	OL	END	OL>A<END	CONTINUED_CARRIER_ARGUMENT	Y	1	NONE	NONE	YES	FORTSETZEN · POSTEN	weiter mit ARG als aktuellem Träger	weiter mit dem Posten als aktuellem Träger	TRÄGER FORTSETZEN → POSTEN	STATEMENT_INTERNAL	NO	FORTSETZEN · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F02
50	OLD26_GDT407	G407-E0841	G407-S039	f56r	HERBAL	otchor	OT+CH+OR	OT+OR	1	1	OR	OR	EINHEIT	3	3	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	CH+OR	2	CH	NONE	YES	DANACH · EINHEIT	danach ARG als nächsten Träger eröffnen	danach die Einheit als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → EINHEIT	STATEMENT_INTERNAL	NO	DANACH · NEHMEN · EINHEIT	NOT_APPLICABLE	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F07
51	OLD26_GDT407	G407-E0851	G407-S040	f56r	HERBAL	chotchey	CH+OT+CH+E+Y	OT+Y	1	1	Y	Y	POSTEN	5	5	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	CH+E+Y	3	CH+E	NONE	YES	DANACH · POSTEN	danach ARG als nächsten Träger eröffnen	danach den Posten als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → POSTEN	STATEMENT_INTERNAL	NO	NEHMEN · DANACH · NEHMEN · GRAD I · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
52	OLD26_GDT407	G407-E0855	G407-S040	f56r	HERBAL	otchy	OT+CH+Y	OT+Y	1	1	Y	Y	POSTEN	3	3	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	CH+Y	2	CH	NONE	YES	DANACH · POSTEN	danach ARG als nächsten Träger eröffnen	danach den Posten als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → POSTEN	STATEMENT_INTERNAL	NO	DANACH · NEHMEN · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F07
53	OLD26_GDT407	G407-E0878	G407-S040	f56r	HERBAL	qotchy	OT+Y	OT+Y	1	1	Y	Y	POSTEN	2	2	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	Y	1	NONE	NONE	YES	DANACH · POSTEN	danach ARG als nächsten Träger eröffnen	danach den Posten als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → POSTEN	STATEMENT_INTERNAL	NO	DANACH · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F01
54	OLD26_GDT407	G407-E0883	G407-S040	f56r	HERBAL	qotchy	OT+Y	OT+Y	1	1	Y	Y	POSTEN	2	2	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	Y	1	NONE	NONE	YES	DANACH · POSTEN	danach ARG als nächsten Träger eröffnen	danach den Posten als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → POSTEN	STATEMENT_INTERNAL	NO	DANACH · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F01
55	OLD26_GDT407	G407-E0899	G407-S040	f56r	HERBAL	otchey	OT+Y	OT+Y	1	1	Y	Y	POSTEN	2	2	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	Y	1	NONE	NONE	YES	DANACH · POSTEN	danach ARG als nächsten Träger eröffnen	danach den Posten als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → POSTEN	STATEMENT_INTERNAL	NO	DANACH · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F01
56	OLD26_GDT407	G407-E0913	G407-S042	f67r2	CELESTIAL	otchey	OT+Y	OT+Y	1	1	Y	Y	POSTEN	2	2	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	Y	1	NONE	NONE	YES	DANACH · POSTEN	danach ARG als nächsten Träger eröffnen	danach den Posten als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → POSTEN	STATEMENT_INTERNAL	NO	DANACH · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F01
57	OLD26_GDT407	G407-E0941	G407-S044	f67r2	CELESTIAL	ytody	Y+T+O+DY	Y+DY	1	1	Y	Y	POSTEN	1	4	START	DY	START>A<DY	CLOSING_ARGUMENT	Y+T+O	1	NONE	T+O	YES	POSTEN · ABSCHLIESSEN	ARG führen und den Schritt abschließen	den Posten führen und den Schritt abschließen	POSTEN → SCHRITT ABSCHLIESSEN	SINGLETON_STATEMENT	YES	AKTIVER POSTEN · EINSTELLEN · AUSFÜHRUNG · SCHLUSS	Y_IS_ARGUMENT_ATOM__DY_IS_SEPARATE_CLOSE_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
58	OLD26_GDT407	G407-E0975	G407-S048	f67r2	CELESTIAL	ofydy	O+LOCAL_CHAR_F+Y+DY	Y+DY	1	1	Y	Y	POSTEN	3	4	START	DY	START>A<DY	CLOSING_ARGUMENT	O+LOCAL_CHAR_F+Y	3	O+LOCAL_CHAR_F	NONE	YES	POSTEN · ABSCHLIESSEN	ARG führen und den Schritt abschließen	den Posten führen und den Schritt abschließen	POSTEN → SCHRITT ABSCHLIESSEN	STATEMENT_FINAL	YES	AUSFÜHRUNG · HIER · AKTIVER POSTEN · SCHLUSS	Y_IS_ARGUMENT_ATOM__DY_IS_SEPARATE_CLOSE_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
59	OLD26_GDT407	G407-E1000	G407-S051	f67r2	CELESTIAL	ydoly	Y+D_ADDR+OL+Y	Y+OL+Y	1	2	Y+Y	Y	POSTEN	1	4	START	OL	START>A<OL	RETAINED_ARGUMENT	Y+D_ADDR	1	NONE	D_ADDR	NO	POSTEN · FORTSETZEN	ARG weiterführen	den Posten weiterführen	POSTEN → TRÄGER FORTSETZEN → POSTEN	STATEMENT_INTERNAL	NO	AKTIVER POSTEN · HIER · FORTSETZEN · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
60	OLD26_GDT407	G407-E1000	G407-S051	f67r2	CELESTIAL	ydoly	Y+D_ADDR+OL+Y	Y+OL+Y	2	2	Y+Y	Y	POSTEN	4	4	OL	END	OL>A<END	CONTINUED_CARRIER_ARGUMENT	Y	1	NONE	NONE	YES	FORTSETZEN · POSTEN	weiter mit ARG als aktuellem Träger	weiter mit dem Posten als aktuellem Träger	POSTEN → TRÄGER FORTSETZEN → POSTEN	STATEMENT_INTERNAL	NO	AKTIVER POSTEN · HIER · FORTSETZEN · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
61	OLD26_GDT407	G407-E1002	G407-S051	f67r2	CELESTIAL	oly	OL+Y	OL+Y	1	1	Y	Y	POSTEN	2	2	OL	END	OL>A<END	CONTINUED_CARRIER_ARGUMENT	Y	1	NONE	NONE	YES	FORTSETZEN · POSTEN	weiter mit ARG als aktuellem Träger	weiter mit dem Posten als aktuellem Träger	TRÄGER FORTSETZEN → POSTEN	STATEMENT_INTERNAL	NO	FORTSETZEN · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F02
62	OLD26_GDT407	G407-E1030	G407-S052	f68r1	CELESTIAL	choteey	CH+OT+EE+Y	OT+Y	1	1	Y	Y	POSTEN	4	4	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	EE+Y	2	EE	NONE	YES	DANACH · POSTEN	danach ARG als nächsten Träger eröffnen	danach den Posten als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → POSTEN	STATEMENT_INTERNAL	NO	NEHMEN · DANACH · GRAD II · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
63	OLD26_GDT407	G407-E1034	G407-S052	f68r1	CELESTIAL	otor	OT+OR	OT+OR	1	1	OR	OR	EINHEIT	2	2	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	OR	1	NONE	NONE	YES	DANACH · EINHEIT	danach ARG als nächsten Träger eröffnen	danach die Einheit als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → EINHEIT	STATEMENT_INTERNAL	NO	DANACH · EINHEIT	NOT_APPLICABLE	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F01
64	OLD26_GDT407	G407-E1042	G407-S053	f68r1	CELESTIAL	yteody	Y+T+E+O+DY	Y+DY	1	1	Y	Y	POSTEN	1	5	START	DY	START>A<DY	CLOSING_ARGUMENT	Y+T+E+O	1	NONE	T+E+O	YES	POSTEN · ABSCHLIESSEN	ARG führen und den Schritt abschließen	den Posten führen und den Schritt abschließen	POSTEN → SCHRITT ABSCHLIESSEN	STATEMENT_FINAL	YES	AKTIVER POSTEN · EINSTELLEN · GRAD I · AUSFÜHRUNG · SCHLUSS	Y_IS_ARGUMENT_ATOM__DY_IS_SEPARATE_CLOSE_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
65	OLD26_GDT407	G407-E1058	G407-S054	f68r1	CELESTIAL	chkchykoly	CH+K+CH+Y+K+OL+Y	Y+OL+Y	1	2	Y+Y	Y	POSTEN	4	7	START	OL	START>A<OL	RETAINED_ARGUMENT	CH+K+CH+Y+K	4	CH+K+CH	K	NO	POSTEN · FORTSETZEN	ARG weiterführen	den Posten weiterführen	POSTEN → TRÄGER FORTSETZEN → POSTEN	STATEMENT_FINAL	YES	NEHMEN · GEBEN · NEHMEN · AKTIVER POSTEN · GEBEN · FORTSETZEN · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
66	OLD26_GDT407	G407-E1058	G407-S054	f68r1	CELESTIAL	chkchykoly	CH+K+CH+Y+K+OL+Y	Y+OL+Y	2	2	Y+Y	Y	POSTEN	7	7	OL	END	OL>A<END	CONTINUED_CARRIER_ARGUMENT	Y	1	NONE	NONE	YES	FORTSETZEN · POSTEN	weiter mit ARG als aktuellem Träger	weiter mit dem Posten als aktuellem Träger	POSTEN → TRÄGER FORTSETZEN → POSTEN	STATEMENT_FINAL	YES	NEHMEN · GEBEN · NEHMEN · AKTIVER POSTEN · GEBEN · FORTSETZEN · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
67	OLD26_GDT407	G407-E1061	G407-S055	f71v	CELESTIAL	oteeodaiin	OT+EE+O+D_ADDR+AIIN	OT+AIIN	1	1	AIIN	AIIN	WERT	5	5	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	EE+O+D_ADDR+AIIN	4	EE+O+D_ADDR	NONE	YES	DANACH · WERT	danach ARG als nächsten Träger eröffnen	danach den Wert als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → WERT	STATEMENT_INTERNAL	NO	DANACH · GRAD II · AUSFÜHRUNG · HIER · WERT	NOT_APPLICABLE	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
68	OLD26_GDT407	G407-E1065	G407-S055	f71v	CELESTIAL	oteokeey	OT+E+O+K+EE+Y	OT+Y	1	1	Y	Y	POSTEN	6	6	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	E+O+K+EE+Y	5	E+O+K+EE	NONE	YES	DANACH · POSTEN	danach ARG als nächsten Träger eröffnen	danach den Posten als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → POSTEN	STATEMENT_INTERNAL	NO	DANACH · GRAD I · AUSFÜHRUNG · GEBEN · GRAD II · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
69	OLD26_GDT407	G407-E1068	G407-S055	f71v	CELESTIAL	oteey	OT+EE+Y	OT+Y	1	1	Y	Y	POSTEN	3	3	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	EE+Y	2	EE	NONE	YES	DANACH · POSTEN	danach ARG als nächsten Träger eröffnen	danach den Posten als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → POSTEN	STATEMENT_INTERNAL	NO	DANACH · GRAD II · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F06
70	OLD26_GDT407	G407-E1071	G407-S055	f71v	CELESTIAL	otchy	OT+CH+Y	OT+Y	1	1	Y	Y	POSTEN	3	3	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	CH+Y	2	CH	NONE	YES	DANACH · POSTEN	danach ARG als nächsten Träger eröffnen	danach den Posten als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → POSTEN	STATEMENT_INTERNAL	NO	DANACH · NEHMEN · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F07
71	OLD26_GDT407	G407-E1088	G407-S056	f71v	CELESTIAL	oteey	OT+EE+Y	OT+Y	1	1	Y	Y	POSTEN	3	3	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	EE+Y	2	EE	NONE	YES	DANACH · POSTEN	danach ARG als nächsten Träger eröffnen	danach den Posten als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → POSTEN	STATEMENT_INTERNAL	NO	DANACH · GRAD II · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F06
72	OLD26_GDT407	G407-E1090	G407-S056	f71v	CELESTIAL	oteey	OT+EE+Y	OT+Y	1	1	Y	Y	POSTEN	3	3	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	EE+Y	2	EE	NONE	YES	DANACH · POSTEN	danach ARG als nächsten Träger eröffnen	danach den Posten als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → POSTEN	STATEMENT_INTERNAL	NO	DANACH · GRAD II · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F06
73	OLD26_GDT407	G407-E1104	G407-S057	f71v	CELESTIAL	oty	OT+Y	OT+Y	1	1	Y	Y	POSTEN	2	2	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	Y	1	NONE	NONE	YES	DANACH · POSTEN	danach ARG als nächsten Träger eröffnen	danach den Posten als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → POSTEN	STATEMENT_INTERNAL	NO	DANACH · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F01
74	OLD26_GDT407	G407-E1113	G407-S057	f71v	CELESTIAL	otor	OT+OR	OT+OR	1	1	OR	OR	EINHEIT	2	2	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	OR	1	NONE	NONE	YES	DANACH · EINHEIT	danach ARG als nächsten Träger eröffnen	danach die Einheit als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → EINHEIT	STATEMENT_INTERNAL	NO	DANACH · EINHEIT	NOT_APPLICABLE	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F01
75	OLD26_GDT407	G407-E1123	G407-S058	f71v	CELESTIAL	otaly	OT+AL+Y	OT+Y	1	1	Y	Y	POSTEN	3	3	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	AL+Y	2	AL	NONE	YES	DANACH · POSTEN	danach ARG als nächsten Träger eröffnen	danach den Posten als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → POSTEN	STATEMENT_INITIAL	NO	DANACH · ZIELORT · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F05
76	OLD26_GDT407	G407-E1128	G407-S059	f71v	CELESTIAL	otaiin	OT+AIIN	OT+AIIN	1	1	AIIN	AIIN	WERT	2	2	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	AIIN	1	NONE	NONE	YES	DANACH · WERT	danach ARG als nächsten Träger eröffnen	danach den Wert als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → WERT	STATEMENT_INTERNAL	NO	DANACH · WERT	NOT_APPLICABLE	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F01
77	OLD26_GDT407	G407-E1135	G407-S059	f71v	CELESTIAL	oteey	OT+EE+Y	OT+Y	1	1	Y	Y	POSTEN	3	3	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	EE+Y	2	EE	NONE	YES	DANACH · POSTEN	danach ARG als nächsten Träger eröffnen	danach den Posten als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → POSTEN	STATEMENT_INTERNAL	NO	DANACH · GRAD II · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F06
78	OLD26_GDT407	G407-E1143	G407-S061	f72r	CELESTIAL	oteey	OT+EE+Y	OT+Y	1	1	Y	Y	POSTEN	3	3	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	EE+Y	2	EE	NONE	YES	DANACH · POSTEN	danach ARG als nächsten Träger eröffnen	danach den Posten als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → POSTEN	STATEMENT_INTERNAL	NO	DANACH · GRAD II · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F06
