source_unit	latent_or_plaintext_unit	mapping_probability	context_restriction	occurrences	counterexamples
choii	VALUE_0345	1.0	VALUE	12	none admitted; unknown inventory entries fail
cheta	VALUE_0346	1.0	VALUE	12	none admitted; unknown inventory entries fail
ytche	VALUE_0347	1.0	VALUE	12	none admitted; unknown inventory entries fail
otsh	VALUE_0348	1.0	VALUE	12	none admitted; unknown inventory entries fail
ofa	VALUE_0349	1.0	VALUE	11	none admitted; unknown inventory entries fail
otol	VALUE_0350	1.0	VALUE	11	none admitted; unknown inventory entries fail
cheockh	VALUE_0351	1.0	VALUE	11	none admitted; unknown inventory entries fail
cheol	VALUE_0352	1.0	VALUE	11	none admitted; unknown inventory entries fail
ycheeo	VALUE_0353	1.0	VALUE	11	none admitted; unknown inventory entries fail
ckhee	VALUE_0354	1.0	VALUE	11	none admitted; unknown inventory entries fail
cthed	VALUE_0355	1.0	VALUE	11	none admitted; unknown inventory entries fail
chep	VALUE_0356	1.0	VALUE	11	none admitted; unknown inventory entries fail
oshe	VALUE_0357	1.0	VALUE	11	none admitted; unknown inventory entries fail
olkeo	VALUE_0358	1.0	VALUE	11	none admitted; unknown inventory entries fail
chal	VALUE_0359	1.0	VALUE	11	none admitted; unknown inventory entries fail
heet	VALUE_0360	1.0	VALUE	11	none admitted; unknown inventory entries fail
keeo	VALUE_0361	1.0	VALUE	11	none admitted; unknown inventory entries fail
oeea	VALUE_0362	1.0	VALUE	11	none admitted; unknown inventory entries fail
ockhed	VALUE_0363	1.0	VALUE	11	none admitted; unknown inventory entries fail
ytched	VALUE_0364	1.0	VALUE	11	none admitted; unknown inventory entries fail
okchee	VALUE_0365	1.0	VALUE	11	none admitted; unknown inventory entries fail
chekai	VALUE_0366	1.0	VALUE	11	none admitted; unknown inventory entries fail
alched	VALUE_0367	1.0	VALUE	11	none admitted; unknown inventory entries fail
ydai	VALUE_0368	1.0	VALUE	11	none admitted; unknown inventory entries fail
aiin	VALUE_0369	1.0	VALUE	11	none admitted; unknown inventory entries fail
okcha	VALUE_0370	1.0	VALUE	11	none admitted; unknown inventory entries fail
otala	VALUE_0371	1.0	VALUE	11	none admitted; unknown inventory entries fail
ckha	VALUE_0372	1.0	VALUE	11	none admitted; unknown inventory entries fail
otchod	VALUE_0373	1.0	VALUE	11	none admitted; unknown inventory entries fail
yke	VALUE_0374	1.0	VALUE	11	none admitted; unknown inventory entries fail
yaii	VALUE_0375	1.0	VALUE	10	none admitted; unknown inventory entries fail
okcheo	VALUE_0376	1.0	VALUE	10	none admitted; unknown inventory entries fail
chokeo	VALUE_0377	1.0	VALUE	10	none admitted; unknown inventory entries fail
yda	VALUE_0378	1.0	VALUE	10	none admitted; unknown inventory entries fail
otech	VALUE_0379	1.0	VALUE	10	none admitted; unknown inventory entries fail
cphe	VALUE_0380	1.0	VALUE	10	none admitted; unknown inventory entries fail
choke	VALUE_0381	1.0	VALUE	10	none admitted; unknown inventory entries fail
arai	VALUE_0382	1.0	VALUE	10	none admitted; unknown inventory entries fail
olshee	VALUE_0383	1.0	VALUE	10	none admitted; unknown inventory entries fail
yteeod	VALUE_0384	1.0	VALUE	10	none admitted; unknown inventory entries fail
cheodai	VALUE_0385	1.0	VALUE	10	none admitted; unknown inventory entries fail
alche	VALUE_0386	1.0	VALUE	10	none admitted; unknown inventory entries fail
ysho	VALUE_0387	1.0	VALUE	10	none admitted; unknown inventory entries fail
ysheo	VALUE_0388	1.0	VALUE	10	none admitted; unknown inventory entries fail
aral	VALUE_0389	1.0	VALUE	10	none admitted; unknown inventory entries fail
oteodaii	VALUE_0390	1.0	VALUE	10	none admitted; unknown inventory entries fail
cpheo	VALUE_0391	1.0	VALUE	10	none admitted; unknown inventory entries fail
chcph	VALUE_0392	1.0	VALUE	10	none admitted; unknown inventory entries fail
da	VALUE_0393	1.0	VALUE	10	none admitted; unknown inventory entries fail
aiid	VALUE_0394	1.0	VALUE	10	none admitted; unknown inventory entries fail
okold	VALUE_0395	1.0	VALUE	10	none admitted; unknown inventory entries fail
eda	VALUE_0396	1.0	VALUE	10	none admitted; unknown inventory entries fail
otoda	VALUE_0397	1.0	VALUE	10	none admitted; unknown inventory entries fail
chola	VALUE_0398	1.0	VALUE	10	none admitted; unknown inventory entries fail
t	VALUE_0399	1.0	VALUE	10	none admitted; unknown inventory entries fail
choa	VALUE_0400	1.0	VALUE	10	none admitted; unknown inventory entries fail
kche	VALUE_0401	1.0	VALUE	10	none admitted; unknown inventory entries fail
chto	VALUE_0402	1.0	VALUE	10	none admitted; unknown inventory entries fail
cheke	VALUE_0403	1.0	VALUE	10	none admitted; unknown inventory entries fail
yshed	VALUE_0404	1.0	VALUE	10	none admitted; unknown inventory entries fail
chekaii	VALUE_0405	1.0	VALUE	10	none admitted; unknown inventory entries fail
cheold	VALUE_0406	1.0	VALUE	10	none admitted; unknown inventory entries fail
x	VALUE_0407	1.0	VALUE	10	none admitted; unknown inventory entries fail
olcho	VALUE_0408	1.0	VALUE	9	none admitted; unknown inventory entries fail
ykchd	VALUE_0409	1.0	VALUE	9	none admitted; unknown inventory entries fail
okeol	VALUE_0410	1.0	VALUE	9	none admitted; unknown inventory entries fail
otald	VALUE_0411	1.0	VALUE	9	none admitted; unknown inventory entries fail
octho	VALUE_0412	1.0	VALUE	9	none admitted; unknown inventory entries fail
chckhh	VALUE_0413	1.0	VALUE	9	none admitted; unknown inventory entries fail
keo	VALUE_0414	1.0	VALUE	9	none admitted; unknown inventory entries fail
opai	VALUE_0415	1.0	VALUE	9	none admitted; unknown inventory entries fail
opcha	VALUE_0416	1.0	VALUE	9	none admitted; unknown inventory entries fail
otedo	VALUE_0417	1.0	VALUE	9	none admitted; unknown inventory entries fail
airod	VALUE_0418	1.0	VALUE	9	none admitted; unknown inventory entries fail
otedaii	VALUE_0419	1.0	VALUE	9	none admitted; unknown inventory entries fail
ytchd	VALUE_0420	1.0	VALUE	9	none admitted; unknown inventory entries fail
ke	VALUE_0421	1.0	VALUE	9	none admitted; unknown inventory entries fail
ykche	VALUE_0422	1.0	VALUE	9	none admitted; unknown inventory entries fail
chotaii	VALUE_0423	1.0	VALUE	9	none admitted; unknown inventory entries fail
otar	VALUE_0424	1.0	VALUE	9	none admitted; unknown inventory entries fail
chta	VALUE_0425	1.0	VALUE	9	none admitted; unknown inventory entries fail
okeched	VALUE_0426	1.0	VALUE	9	none admitted; unknown inventory entries fail
oteeda	VALUE_0427	1.0	VALUE	9	none admitted; unknown inventory entries fail
cfh	VALUE_0428	1.0	VALUE	9	none admitted; unknown inventory entries fail
chyk	VALUE_0429	1.0	VALUE	9	none admitted; unknown inventory entries fail
heka	VALUE_0430	1.0	VALUE	9	none admitted; unknown inventory entries fail
heaii	VALUE_0431	1.0	VALUE	9	none admitted; unknown inventory entries fail
hai	VALUE_0432	1.0	VALUE	9	none admitted; unknown inventory entries fail
et	VALUE_0433	1.0	VALUE	9	none admitted; unknown inventory entries fail
orche	VALUE_0434	1.0	VALUE	9	none admitted; unknown inventory entries fail
hot	VALUE_0435	1.0	VALUE	9	none admitted; unknown inventory entries fail
chote	VALUE_0436	1.0	VALUE	9	none admitted; unknown inventory entries fail
aldaii	VALUE_0437	1.0	VALUE	9	none admitted; unknown inventory entries fail
ytod	VALUE_0438	1.0	VALUE	9	none admitted; unknown inventory entries fail
eoda	VALUE_0439	1.0	VALUE	9	none admitted; unknown inventory entries fail
ykal	VALUE_0440	1.0	VALUE	9	none admitted; unknown inventory entries fail
okeoda	VALUE_0441	1.0	VALUE	9	none admitted; unknown inventory entries fail
keeod	VALUE_0442	1.0	VALUE	8	none admitted; unknown inventory entries fail
oleee	VALUE_0443	1.0	VALUE	8	none admitted; unknown inventory entries fail
aith	VALUE_0444	1.0	VALUE	8	none admitted; unknown inventory entries fail
chke	VALUE_0445	1.0	VALUE	8	none admitted; unknown inventory entries fail
ypche	VALUE_0446	1.0	VALUE	8	none admitted; unknown inventory entries fail
hold	VALUE_0447	1.0	VALUE	8	none admitted; unknown inventory entries fail
alkai	VALUE_0448	1.0	VALUE	8	none admitted; unknown inventory entries fail
cheot	VALUE_0449	1.0	VALUE	8	none admitted; unknown inventory entries fail
ofcho	VALUE_0450	1.0	VALUE	8	none admitted; unknown inventory entries fail
okechd	VALUE_0451	1.0	VALUE	8	none admitted; unknown inventory entries fail
olkched	VALUE_0452	1.0	VALUE	8	none admitted; unknown inventory entries fail
olkeeo	VALUE_0453	1.0	VALUE	8	none admitted; unknown inventory entries fail
odaiii	VALUE_0454	1.0	VALUE	8	none admitted; unknown inventory entries fail
cholka	VALUE_0455	1.0	VALUE	8	none admitted; unknown inventory entries fail
alaii	VALUE_0456	1.0	VALUE	8	none admitted; unknown inventory entries fail
cphed	VALUE_0457	1.0	VALUE	8	none admitted; unknown inventory entries fail
ofchd	VALUE_0458	1.0	VALUE	8	none admitted; unknown inventory entries fail
hoka	VALUE_0459	1.0	VALUE	8	none admitted; unknown inventory entries fail
alol	VALUE_0460	1.0	VALUE	8	none admitted; unknown inventory entries fail
chckho	VALUE_0461	1.0	VALUE	8	none admitted; unknown inventory entries fail
oed	VALUE_0462	1.0	VALUE	8	none admitted; unknown inventory entries fail
chotee	VALUE_0463	1.0	VALUE	8	none admitted; unknown inventory entries fail
cthd	VALUE_0464	1.0	VALUE	8	none admitted; unknown inventory entries fail
chodo	VALUE_0465	1.0	VALUE	8	none admitted; unknown inventory entries fail
chcthe	VALUE_0466	1.0	VALUE	8	none admitted; unknown inventory entries fail
pched	VALUE_0467	1.0	VALUE	8	none admitted; unknown inventory entries fail
hokch	VALUE_0468	1.0	VALUE	8	none admitted; unknown inventory entries fail
alchd	VALUE_0469	1.0	VALUE	8	none admitted; unknown inventory entries fail
oksho	VALUE_0470	1.0	VALUE	8	none admitted; unknown inventory entries fail
och	VALUE_0471	1.0	VALUE	8	none admitted; unknown inventory entries fail
okol	VALUE_0472	1.0	VALUE	8	none admitted; unknown inventory entries fail
cto	VALUE_0473	1.0	VALUE	8	none admitted; unknown inventory entries fail
f	VALUE_0474	1.0	VALUE	8	none admitted; unknown inventory entries fail
v	VALUE_0475	1.0	VALUE	8	none admitted; unknown inventory entries fail
chekee	VALUE_0476	1.0	VALUE	7	none admitted; unknown inventory entries fail
chockhe	VALUE_0477	1.0	VALUE	7	none admitted; unknown inventory entries fail
otoii	VALUE_0478	1.0	VALUE	7	none admitted; unknown inventory entries fail
chl	VALUE_0479	1.0	VALUE	7	none admitted; unknown inventory entries fail
olko	VALUE_0480	1.0	VALUE	7	none admitted; unknown inventory entries fail
eea	VALUE_0481	1.0	VALUE	7	none admitted; unknown inventory entries fail
choraii	VALUE_0482	1.0	VALUE	7	none admitted; unknown inventory entries fail
okchod	VALUE_0483	1.0	VALUE	7	none admitted; unknown inventory entries fail
eeeo	VALUE_0484	1.0	VALUE	7	none admitted; unknown inventory entries fail
okeech	VALUE_0485	1.0	VALUE	7	none admitted; unknown inventory entries fail
heee	VALUE_0486	1.0	VALUE	7	none admitted; unknown inventory entries fail
oloii	VALUE_0487	1.0	VALUE	7	none admitted; unknown inventory entries fail
hoda	VALUE_0488	1.0	VALUE	7	none admitted; unknown inventory entries fail
choaii	VALUE_0489	1.0	VALUE	7	none admitted; unknown inventory entries fail
olkeeod	VALUE_0490	1.0	VALUE	7	none admitted; unknown inventory entries fail
cheokee	VALUE_0491	1.0	VALUE	7	none admitted; unknown inventory entries fail
chcthed	VALUE_0492	1.0	VALUE	7	none admitted; unknown inventory entries fail
cphaii	VALUE_0493	1.0	VALUE	7	none admitted; unknown inventory entries fail
otchda	VALUE_0494	1.0	VALUE	7	none admitted; unknown inventory entries fail
ycheed	VALUE_0495	1.0	VALUE	7	none admitted; unknown inventory entries fail
olted	VALUE_0496	1.0	VALUE	7	none admitted; unknown inventory entries fail
olkch	VALUE_0497	1.0	VALUE	7	none admitted; unknown inventory entries fail
ada	VALUE_0498	1.0	VALUE	7	none admitted; unknown inventory entries fail
okaiii	VALUE_0499	1.0	VALUE	7	none admitted; unknown inventory entries fail
odee	VALUE_0500	1.0	VALUE	7	none admitted; unknown inventory entries fail
okedaii	VALUE_0501	1.0	VALUE	7	none admitted; unknown inventory entries fail
ysheed	VALUE_0502	1.0	VALUE	7	none admitted; unknown inventory entries fail
cholkaii	VALUE_0503	1.0	VALUE	7	none admitted; unknown inventory entries fail
ofaii	VALUE_0504	1.0	VALUE	7	none admitted; unknown inventory entries fail
shda	VALUE_0505	1.0	VALUE	7	none admitted; unknown inventory entries fail
okedai	VALUE_0506	1.0	VALUE	7	none admitted; unknown inventory entries fail
okeedai	VALUE_0507	1.0	VALUE	7	none admitted; unknown inventory entries fail
otyd	VALUE_0508	1.0	VALUE	7	none admitted; unknown inventory entries fail
alshd	VALUE_0509	1.0	VALUE	7	none admitted; unknown inventory entries fail
ykched	VALUE_0510	1.0	VALUE	7	none admitted; unknown inventory entries fail
alod	VALUE_0511	1.0	VALUE	7	none admitted; unknown inventory entries fail
otalo	VALUE_0512	1.0	VALUE	7	none admitted; unknown inventory entries fail
ad	VALUE_0513	1.0	VALUE	7	none admitted; unknown inventory entries fail
hcthe	VALUE_0514	1.0	VALUE	7	none admitted; unknown inventory entries fail
osheo	VALUE_0515	1.0	VALUE	7	none admitted; unknown inventory entries fail
edai	VALUE_0516	1.0	VALUE	7	none admitted; unknown inventory entries fail
yo	VALUE_0517	1.0	VALUE	7	none admitted; unknown inventory entries fail
chcthd	VALUE_0518	1.0	VALUE	7	none admitted; unknown inventory entries fail
hoko	VALUE_0519	1.0	VALUE	7	none admitted; unknown inventory entries fail
cpha	VALUE_0520	1.0	VALUE	7	none admitted; unknown inventory entries fail
cthol	VALUE_0521	1.0	VALUE	7	none admitted; unknown inventory entries fail
chykch	VALUE_0522	1.0	VALUE	7	none admitted; unknown inventory entries fail
shod	VALUE_0523	1.0	VALUE	7	none admitted; unknown inventory entries fail
daii	VALUE_0524	1.0	VALUE	7	none admitted; unknown inventory entries fail
ain	VALUE_0525	1.0	VALUE	7	none admitted; unknown inventory entries fail
ofai	VALUE_0526	1.0	VALUE	7	none admitted; unknown inventory entries fail
ypa	VALUE_0527	1.0	VALUE	7	none admitted; unknown inventory entries fail
oteol	VALUE_0528	1.0	VALUE	6	none admitted; unknown inventory entries fail
chocthe	VALUE_0529	1.0	VALUE	6	none admitted; unknown inventory entries fail
alshe	VALUE_0530	1.0	VALUE	6	none admitted; unknown inventory entries fail
okolo	VALUE_0531	1.0	VALUE	6	none admitted; unknown inventory entries fail
sha	VALUE_0532	1.0	VALUE	6	none admitted; unknown inventory entries fail
ii	VALUE_0533	1.0	VALUE	6	none admitted; unknown inventory entries fail
ctheod	VALUE_0534	1.0	VALUE	6	none admitted; unknown inventory entries fail
do	VALUE_0535	1.0	VALUE	6	none admitted; unknown inventory entries fail
keod	VALUE_0536	1.0	VALUE	6	none admitted; unknown inventory entries fail
olsho	VALUE_0537	1.0	VALUE	6	none admitted; unknown inventory entries fail
hekee	VALUE_0538	1.0	VALUE	6	none admitted; unknown inventory entries fail
cheeke	VALUE_0539	1.0	VALUE	6	none admitted; unknown inventory entries fail
okd	VALUE_0540	1.0	VALUE	6	none admitted; unknown inventory entries fail
ochee	VALUE_0541	1.0	VALUE	6	none admitted; unknown inventory entries fail
otshd	VALUE_0542	1.0	VALUE	6	none admitted; unknown inventory entries fail
heok	VALUE_0543	1.0	VALUE	6	none admitted; unknown inventory entries fail
ckhh	VALUE_0544	1.0	VALUE	6	none admitted; unknown inventory entries fail
chara	VALUE_0545	1.0	VALUE	6	none admitted; unknown inventory entries fail
teed	VALUE_0546	1.0	VALUE	6	none admitted; unknown inventory entries fail
char	VALUE_0547	1.0	VALUE	6	none admitted; unknown inventory entries fail
sheda	VALUE_0548	1.0	VALUE	6	none admitted; unknown inventory entries fail
olsheed	VALUE_0549	1.0	VALUE	6	none admitted; unknown inventory entries fail
ea	VALUE_0550	1.0	VALUE	6	none admitted; unknown inventory entries fail
choch	VALUE_0551	1.0	VALUE	6	none admitted; unknown inventory entries fail
odeed	VALUE_0552	1.0	VALUE	6	none admitted; unknown inventory entries fail
opchedaii	VALUE_0553	1.0	VALUE	6	none admitted; unknown inventory entries fail
otedai	VALUE_0554	1.0	VALUE	6	none admitted; unknown inventory entries fail
chs	VALUE_0555	1.0	VALUE	6	none admitted; unknown inventory entries fail
sheeo	VALUE_0556	1.0	VALUE	6	none admitted; unknown inventory entries fail
orch	VALUE_0557	1.0	VALUE	6	none admitted; unknown inventory entries fail
cholk	VALUE_0558	1.0	VALUE	6	none admitted; unknown inventory entries fail
okchda	VALUE_0559	1.0	VALUE	6	none admitted; unknown inventory entries fail
ckhed	VALUE_0560	1.0	VALUE	6	none admitted; unknown inventory entries fail
cheko	VALUE_0561	1.0	VALUE	6	none admitted; unknown inventory entries fail
hor	VALUE_0562	1.0	VALUE	6	none admitted; unknown inventory entries fail
alkeed	VALUE_0563	1.0	VALUE	6	none admitted; unknown inventory entries fail
opshed	VALUE_0564	1.0	VALUE	6	none admitted; unknown inventory entries fail
ych	VALUE_0565	1.0	VALUE	6	none admitted; unknown inventory entries fail
okcheod	VALUE_0566	1.0	VALUE	6	none admitted; unknown inventory entries fail
cheoa	VALUE_0567	1.0	VALUE	6	none admitted; unknown inventory entries fail
ofche	VALUE_0568	1.0	VALUE	6	none admitted; unknown inventory entries fail
alai	VALUE_0569	1.0	VALUE	6	none admitted; unknown inventory entries fail
alk	VALUE_0570	1.0	VALUE	6	none admitted; unknown inventory entries fail
ted	VALUE_0571	1.0	VALUE	6	none admitted; unknown inventory entries fail
keda	VALUE_0572	1.0	VALUE	6	none admitted; unknown inventory entries fail
olcheed	VALUE_0573	1.0	VALUE	6	none admitted; unknown inventory entries fail
hodai	VALUE_0574	1.0	VALUE	6	none admitted; unknown inventory entries fail
octhod	VALUE_0575	1.0	VALUE	6	none admitted; unknown inventory entries fail
osai	VALUE_0576	1.0	VALUE	6	none admitted; unknown inventory entries fail
chctho	VALUE_0577	1.0	VALUE	6	none admitted; unknown inventory entries fail
hoii	VALUE_0578	1.0	VALUE	6	none admitted; unknown inventory entries fail
chckha	VALUE_0579	1.0	VALUE	6	none admitted; unknown inventory entries fail
ykeee	VALUE_0580	1.0	VALUE	6	none admitted; unknown inventory entries fail
