global_running_event_id	global_statement_id	physical_page	register	owner_de	surface	component_recipe	explicit_action_roots	inherited_action_root	focus_attachment_count	adjacent_pair_count	has_close	local_action_rules	local_owner_rules	factorized_action_replay_status	imperative_clause_de
G407-E0093	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	cthey	CH+T+E+Y	CH|T	NONE	2	1	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Entnimm den laufenden Eintrag und lege den laufenden Eintrag fest; auf Grad I.
G407-E0094	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	sho	SH+O	SH	NONE	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den laufenden Eintrag [wie zuvor] fest; als Ausführung.
G407-E0095	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	oldain	OL+AIN	NONE	SH	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter im laufenden Gang halte den Teilwert fest.
G407-E0096	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	d	D_ADDR	NONE	SH	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang halte den Teilwert [wie zuvor] fest; an der bezeichneten Stelle.
G407-E0097	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	dain	AIN	NONE	SH	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang halte den Teilwert fest.
G407-E0098	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	oiin	O+IIN	NONE	SH	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang halte den Teilwert [wie zuvor] fest; als Ausführung und auf der bezeichneten Stufe.
G407-E0099	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	chol	OL	NONE	SH	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter im laufenden Gang halte den Teilwert [wie zuvor] fest.
G407-E0100	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	odaiin	O+D_ADDR+AIIN	NONE	SH	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang halte den Kennwert fest; als Ausführung; an der bezeichneten Stelle.
G407-E0101	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	chodain	CH+O+D_ADDR+AIN	CH	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Entnimm den Teilwert; als Ausführung; an der bezeichneten Stelle.
G407-E0102	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	chdy	CHD+Y	CHD	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Bearbeite den laufenden Eintrag.
G407-E0103	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	okain	OK+AIN	OK	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Trage den Teilwert ein.
G407-E0104	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	dn	D_ADDR+AN	NONE	OK	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang trage den Teilwert [wie zuvor] ein; an der bezeichneten Stelle und in der bezeichneten Klasse.
G407-E0105	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	cthy	CH+T+Y	CH|T	NONE	1	1	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Entnimm den laufenden Eintrag und lege den laufenden Eintrag fest.
G407-E0106	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	kod	K+O+D_ADDR	K	NONE	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Ordne den laufenden Eintrag [wie zuvor] zu; als Ausführung; an der bezeichneten Stelle.
G407-E0107	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	daiin	AIIN	NONE	K	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang ordne den Kennwert zu.
G407-E0108	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	shckhey	SH+CH+K+E+Y	SH|CH|K	NONE	2	2	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den laufenden Eintrag fest, entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; auf Grad I.
G407-E0109	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	eo	E+O	NONE	K	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang ordne den laufenden Eintrag [wie zuvor] zu; auf Grad I und als Ausführung.
G407-E0110	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	r	R	R	NONE	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Kennzeichne den laufenden Eintrag [wie zuvor].
G407-E0111	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	char	AR	NONE	R	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang kennzeichne den laufenden Eintrag [wie zuvor]; von der Ausgangszeile.
G407-E0112	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	shey	SH+E+Y	SH	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den laufenden Eintrag fest; auf Grad I.
G407-E0113	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	kol	K+OL	K	NONE	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter ordne den laufenden Eintrag [wie zuvor] zu.
G407-E0114	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	chol	OL	NONE	K	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter im laufenden Gang ordne den laufenden Eintrag [wie zuvor] zu.
G407-E0115	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	chol	OL	NONE	K	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter im laufenden Gang ordne den laufenden Eintrag [wie zuvor] zu.
G407-E0116	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	kor	K+OR	K	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Ordne die Eintragseinheit zu.
G407-E0117	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	chal	CH+AL	CH	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Entnimm die Eintragseinheit [wie zuvor]; zur Zielspalte.
G407-E0118	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	sho	SH+O	SH	NONE	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte die Eintragseinheit [wie zuvor] fest; als Ausführung.
G407-E0119	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	chol	OL	NONE	SH	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter im laufenden Gang halte die Eintragseinheit [wie zuvor] fest.
G407-E0120	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	shodan	SH+O+D_ADDR+AN	SH	NONE	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte die Eintragseinheit [wie zuvor] fest; als Ausführung; an der bezeichneten Stelle und in der bezeichneten Klasse.
G407-E0121	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	kshy	K+SH+Y	K|SH	NONE	1	1	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Ordne den laufenden Eintrag zu und halte den laufenden Eintrag fest.
G407-E0122	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	kchy	K+Y	K	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Ordne den laufenden Eintrag zu.
G407-E0123	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	d	D_ADDR	NONE	K	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang ordne den laufenden Eintrag [wie zuvor] zu; an der bezeichneten Stelle.
G407-E0124	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	or	OR	NONE	K	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang ordne die Eintragseinheit zu.
G407-E0125	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	chodaiin	CH+O+D_ADDR+AIIN	CH	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Entnimm den Kennwert; als Ausführung; an der bezeichneten Stelle.
G407-E0126	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	sho	SH+O	SH	NONE	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den Kennwert [wie zuvor] fest; als Ausführung.
G407-E0127	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	koeam	K+O+E+AM_ADDR	K	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Ordne den Kennwert [wie zuvor] zu; als Ausführung und auf Grad I; an der bezeichneten Stelle.
G407-E0128	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	ycho	Y+CH+O	CH	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Entnimm den laufenden Eintrag; als Ausführung.
G407-E0129	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	tchey	T+CH+E+Y	T|CH	NONE	2	1	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Lege den laufenden Eintrag fest und entnimm den laufenden Eintrag; auf Grad I.
G407-E0130	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	chekain	CH+K+AIN	CH|K	NONE	1	1	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Entnimm den Teilwert und ordne den Teilwert zu.
G407-E0131	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	sheo	SH+E+O	SH	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den Teilwert [wie zuvor] fest; auf Grad I und als Ausführung.
G407-E0132	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	pshol	P+SH+OL	P|SH	NONE	0	1	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter setze den Teilwert [wie zuvor] ein und halte den Teilwert [wie zuvor] fest.
G407-E0133	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	dydyd	Y+DY+D_LABEL	NONE	SH	1	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang halte den laufenden Eintrag fest; an der bezeichneten Stelle; schließe den Schritt.
G407-E0134	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	cthy	CH+T+Y	CH|T	NONE	1	1	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Entnimm den laufenden Eintrag und lege den laufenden Eintrag fest.
G407-E0135	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	daiy	D_ADDR+A_ADDR+LOCAL_CHAR_I+Y	NONE	T	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang lege den laufenden Eintrag fest; an der bezeichneten Stelle, an der bezeichneten Stelle und mit der lokalen Variante.
G407-E0136	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	yto	Y+T+O	T	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Lege den laufenden Eintrag fest; als Ausführung.
G407-E0137	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	shol	SH+OL	SH	NONE	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter halte den laufenden Eintrag [wie zuvor] fest.
G407-E0138	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	she	SH+E	SH	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den laufenden Eintrag [wie zuvor] fest; auf Grad I.
G407-E0139	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	kodshey	K+O+D_ADDR+SH+E+Y	K|SH	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Ordne den laufenden Eintrag zu und halte den laufenden Eintrag fest; als Ausführung und auf Grad I; an der bezeichneten Stelle.
G407-E0140	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	cphealy	CH+P+E+AL+Y	CH|P	NONE	3	1	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Entnimm den laufenden Eintrag und setze den laufenden Eintrag ein; zur Zielspalte; auf Grad I.
G407-E0141	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	dar	D_ADDR+AR	NONE	P	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang setze den laufenden Eintrag [wie zuvor] ein; von der Ausgangszeile; an der bezeichneten Stelle.
G407-E0142	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	ain	AIN	NONE	P	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang setze den Teilwert ein.
G407-E0143	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	dain	AIN	NONE	P	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang setze den Teilwert ein.
G407-E0144	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	ckhyds	CH+K+Y+D_ADDR+S	CH|K|S	NONE	1	1	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Entnimm den laufenden Eintrag, ordne den laufenden Eintrag zu und wähle den laufenden Eintrag; an der bezeichneten Stelle.
G407-E0145	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	dchar	D_ADDR+CH+AR	CH	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Entnimm den laufenden Eintrag [wie zuvor]; von der Ausgangszeile; an der bezeichneten Stelle.
G407-E0146	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	shcthaiin	SH+CH+T+AIIN	SH|CH|T	NONE	1	2	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den Kennwert fest, entnimm den Kennwert und lege den Kennwert fest.
G407-E0147	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	okaiir	OK+IIN+R	OK|R	NONE	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Trage den Kennwert [wie zuvor] ein und kennzeichne den Kennwert [wie zuvor]; auf der bezeichneten Stufe.
G407-E0148	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	chey	Y	NONE	R	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang kennzeichne den laufenden Eintrag.
G407-E0149	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	chy	Y	NONE	R	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang kennzeichne den laufenden Eintrag.
G407-E0150	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	tol	T+OL	T	NONE	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter lege den laufenden Eintrag [wie zuvor] fest.
G407-E0151	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	cthols	CH+T+OL+S	CH|T|S	NONE	0	1	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter entnimm den laufenden Eintrag [wie zuvor], lege den laufenden Eintrag [wie zuvor] fest und wähle den laufenden Eintrag [wie zuvor].
G407-E0152	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	dloo	D_ADDR+L+O+O	NONE	S	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang wähle den laufenden Eintrag [wie zuvor]; über die Eintragsverbindung; als Ausführung und als Ausführung; an der bezeichneten Stelle.
G407-E0153	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	shok	SH+OK	SH|OK	NONE	0	1	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den laufenden Eintrag [wie zuvor] fest und trage den laufenden Eintrag [wie zuvor] ein.
G407-E0154	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	chor	CH+OR	CH	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Entnimm die Eintragseinheit.
G407-E0155	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	chey	Y	NONE	CH	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang entnimm den laufenden Eintrag.
G407-E0156	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	dain	AIN	NONE	CH	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang entnimm den Teilwert.
G407-E0157	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	ckhey	CH+K+E+Y	CH|K	NONE	2	1	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; auf Grad I.
G407-E0158	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	otol	OT+OL	NONE	K	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Danach und weiter im laufenden Gang ordne den laufenden Eintrag [wie zuvor] zu.
G407-E0159	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	daiiin	DA+IIN	NONE	K	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang ordne den laufenden Eintrag [wie zuvor] zu; auf der zweiten Stufe und auf der bezeichneten Stufe.
G407-E0160	G407-S006	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	cpho	CH+P+O	CH|P	NONE	0	1	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Entnimm und setze ein; als Ausführung.
G407-E0161	G407-S006	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	shaiin	SH+AIIN	SH	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den Kennwert fest.
G407-E0162	G407-S006	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	shokcheey	SH+OK+CH+EE+Y	SH|OK|CH	NONE	2	2	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den laufenden Eintrag fest, trage den laufenden Eintrag ein und entnimm den laufenden Eintrag; auf Grad II.
G407-E0163	G407-S006	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	chol	OL	NONE	CH	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter im laufenden Gang entnimm den laufenden Eintrag [wie zuvor].
G407-E0164	G407-S006	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	tshodeesy	T+SH+O+D_ADDR+EE+S+Y	T|SH|S	NONE	2	1	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Lege den laufenden Eintrag fest, halte den laufenden Eintrag fest und wähle den laufenden Eintrag; als Ausführung und auf Grad II; an der bezeichneten Stelle.
G407-E0165	G407-S006	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	shey	SH+E+Y	SH	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den laufenden Eintrag fest; auf Grad I.
G407-E0166	G407-S006	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	pydeey	P+Y+D_ADDR+EE+Y	P	NONE	3	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den laufenden Eintrag [außen] und den laufenden Eintrag [innen] ein; auf Grad II; an der bezeichneten Stelle.
G407-E0167	G407-S006	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	cha	CH+A_ADDR	CH	NONE	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Entnimm den laufenden Eintrag [wie zuvor]; an der bezeichneten Stelle.
G407-E0168	G407-S006	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	ro	R+O	R	NONE	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Kennzeichne den laufenden Eintrag [wie zuvor]; als Ausführung.
G407-E0169	G407-S006	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	dar	D_ADDR+AR	NONE	R	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang kennzeichne den laufenden Eintrag [wie zuvor]; von der Ausgangszeile; an der bezeichneten Stelle.
G407-E0170	G407-S006	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	ydoin	Y+D_ADDR+O+IIN	NONE	R	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang kennzeichne den laufenden Eintrag; als Ausführung und auf der bezeichneten Stufe; an der bezeichneten Stelle.
G407-E0171	G407-S006	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	chol	OL	NONE	R	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter im laufenden Gang kennzeichne den laufenden Eintrag [wie zuvor].
G407-E0172	G407-S006	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	dain	AIN	NONE	R	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang kennzeichne den Teilwert.
G407-E0173	G407-S006	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	cthal	CH+T+AL	CH|T	NONE	1	1	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Entnimm den Teilwert [wie zuvor] und lege den Teilwert [wie zuvor] fest; zur Zielspalte.
G407-E0174	G407-S006	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	dar	D_ADDR+AR	NONE	T	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang lege den Teilwert [wie zuvor] fest; von der Ausgangszeile; an der bezeichneten Stelle.
G407-E0175	G407-S006	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	shear	SH+E+AR	SH	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den Teilwert [wie zuvor] fest; von der Ausgangszeile; auf Grad I.
G407-E0176	G407-S006	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	kaiin	K+AIIN	K	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Ordne den Kennwert zu.
G407-E0177	G407-S006	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	dar	D_ADDR+AR	NONE	K	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang ordne den Kennwert [wie zuvor] zu; von der Ausgangszeile; an der bezeichneten Stelle.
G407-E0178	G407-S006	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	shey	SH+E+Y	SH	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den laufenden Eintrag fest; auf Grad I.
G407-E0179	G407-S006	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	cthar	CH+T+AR	CH|T	NONE	1	1	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Entnimm den laufenden Eintrag [wie zuvor] und lege den laufenden Eintrag [wie zuvor] fest; von der Ausgangszeile.
G407-E0180	G407-S006	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	cho	HO	NONE	T	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang lege den laufenden Eintrag [wie zuvor] fest; in der bezeichneten Klasse.
G407-E0181	G407-S006	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	o	O	NONE	T	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang lege den laufenden Eintrag [wie zuvor] fest; als Ausführung.
G407-E0182	G407-S006	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	kaiin	K+AIIN	K	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Ordne den Kennwert zu.
G407-E0183	G407-S006	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	shoaiin	SH+O+AIIN	SH	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den Kennwert fest; als Ausführung.
G407-E0184	G407-S006	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	okol	OK+OL	OK	NONE	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter trage den Kennwert [wie zuvor] ein.
G407-E0185	G407-S006	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	daiin	AIIN	NONE	OK	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang trage den Kennwert ein.
G407-E0186	G407-S006	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	far	LOCAL_CHAR_F+AR	NONE	OK	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang trage den Kennwert [wie zuvor] ein; von der Ausgangszeile; an der bezeichneten Stelle.
