group_serial	page	locus	page_role	visible_owner	namespace_id	visible_surface	exact_prose_card_id	portable_prose_value_de	curriculum_layer	concrete_diagram_reading_de	apprentice_action	portable_card_core_de	portable_card_role	revision_266	revision_267	revision_268	revision_269	revision_270	revision_271	revision_272	revision_273	coverage_class_274	learning_obligation_274
40	f67r2	f67r2.16	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_16	F67_LEFT_WHEEL_NS	y	MC123	dies	THREE_REGISTER_COMMON_CORE	Sternplatz A1_LEFT_LOCAL_FIELD_16: dieser lokale Diagrammposten.	reuse common card; expand it under the local diagram owner	dies	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
41	f67r2	f67r2.17	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_17	F67_LEFT_WHEEL_NS	otchey	MC171	das nächste	THREE_REGISTER_COMMON_CORE	Sternplatz A1_LEFT_LOCAL_FIELD_17: naechster Diagrammposten.	reuse common card; expand it under the local diagram owner	das nächste	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
42	f67r2	f67r2.17	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_17	F67_LEFT_WHEEL_NS	soraiir	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sternplatz A1_LEFT_LOCAL_FIELD_17: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest s/aiir.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	LOCAL_COPY_LABEL	copy the local label from its diagram exemplar
43	f67r2	f67r2.17	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_17	F67_LEFT_WHEEL_NS	dy	MC123	dies	THREE_REGISTER_COMMON_CORE	Sternplatz A1_LEFT_LOCAL_FIELD_17: dieser lokale Diagrammposten.	reuse common card; expand it under the local diagram owner	dies	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
44	f67r2	f67r2.18	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_18	F67_LEFT_WHEEL_NS	qopchy	NONE	NONE	ASTRO_LICENSED_CURRENT_ITEM_Y	A1_LEFT_LOCAL_FIELD_18: neuer Paarbezug.	read final licensed Y as this current item; read preceding relation or operation first	LOCAL_LABEL	ASTRO_CURRENT_ITEM_COMPOSITION	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	OPERATION_Y	PORTABLE_COMPOSITION	read the portable components and their local expansion
45	f67r2	f67r2.18	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_18	F67_LEFT_WHEEL_NS	daiin	MC039	Sollwert	THREE_REGISTER_COMMON_CORE	Sternplatz A1_LEFT_LOCAL_FIELD_18: Sollwert oder Grad des bezeichneten Himmelsplatzes.	reuse common card; expand it under the local diagram owner	Sollwert	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
46	f67r2	f67r2.18	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_18	F67_LEFT_WHEEL_NS	dal	MC154	dorthin	THREE_REGISTER_COMMON_CORE	Sternplatz A1_LEFT_LOCAL_FIELD_18: zum bezeichneten Zielplatz.	reuse common card; expand it under the local diagram owner	dorthin	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
47	f67r2	f67r2.19	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_19	F67_LEFT_WHEEL_NS	ydchos	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sternplatz A1_LEFT_LOCAL_FIELD_19: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest ydc/s.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	LOCAL_COPY_LABEL	copy the local label from its diagram exemplar
48	f67r2	f67r2.19	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_19	F67_LEFT_WHEEL_NS	ain	NONE	NONE	ASTRO_COMPOSED_FROM_40_COMPONENTS	Sternplatz A1_LEFT_LOCAL_FIELD_19: gezaehlter Teil oder Unterabschnitt.	compose the AIN/AN value and copy only any marked local residual	Portion oder Teilwert	COMPOSED_ASTRO_QUANTITY_CARD	UNCHANGED	AIN_AN_COMPOSITION	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
49	f67r2	f67r2.19	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_19	F67_LEFT_WHEEL_NS	ar	NONE	NONE	ASTRO_ADDRESS_SUFFIX_COMPOSITION	Sternplatz A1_LEFT_LOCAL_FIELD_19: Ausgangssektor, Ursprung oder Bezugswert.	read the final AL/AR address first, then identify or copy the prefix	Quelladresse des ROOT-Postens	ASTRO_SOURCE_ADDRESS_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	AL_AR_ADDRESS_SUFFIX	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
50	f67r2	f67r2.19	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_19	F67_LEFT_WHEEL_NS	amy	NONE	NONE	ASTRO_LICENSED_CURRENT_ITEM_Y	A1_LEFT_LOCAL_FIELD_19: aktueller Aspektwert.	read final licensed Y as this current item; read preceding relation or operation first	LOCAL_LABEL	ASTRO_CURRENT_ITEM_COMPOSITION	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	EXPLICIT_CURRENT_Y	PORTABLE_COMPOSITION	read the portable components and their local expansion
51	f67r2	f67r2.20	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_20	F67_LEFT_WHEEL_NS	chocfhy	NONE	NONE	ASTRO_LOCAL_WHOLE_Y_ENDING	Sternplatz A1_LEFT_LOCAL_FIELD_20: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest c/cfhy.	copy the entire local sign; final y alone does not license the current-item value	LOCAL_LABEL	ASTRO_LOCAL_WHOLE_VALUE_NOT_Y	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	LOCAL_WHOLE_Y	LEARNED_WHOLE_SIGN	memorize this compact Astro whole sign
52	f67r2	f67r2.20	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_20	F67_LEFT_WHEEL_NS	saral	NONE	NONE	ASTRO_ADDRESS_SUFFIX_COMPOSITION	Sternplatz A1_LEFT_LOCAL_FIELD_20: Ausgangssektor, Ursprung oder Bezugswert + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest s.	read the final AL/AR address first, then identify or copy the prefix	von der Quelladresse zur Zieladresse	ASTRO_TARGET_ADDRESS_CARD	UNCHANGED	UNCHANGED	UNCHANGED	RELATION_GAP_MATCH	AL_AR_ADDRESS_SUFFIX	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
53	f67r2	f67r2.21	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_21	F67_LEFT_WHEEL_NS	sain	NONE	NONE	ASTRO_COMPOSED_FROM_40_COMPONENTS	Sternplatz A1_LEFT_LOCAL_FIELD_21: gezaehlter Teil oder Unterabschnitt; lokaler Namensrest s.	compose the AIN/AN value and copy only any marked local residual	Portion oder Teilwert	COMPOSED_ASTRO_QUANTITY_CARD	UNCHANGED	AIN_AN_COMPOSITION	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
54	f67r2	f67r2.21	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_21	F67_LEFT_WHEEL_NS	am	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	A1_LEFT_LOCAL_FIELD_21: Aspektwert.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	LOCAL_COPY_LABEL	copy the local label from its diagram exemplar
55	f67r2	f67r2.21	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_21	F67_LEFT_WHEEL_NS	ar	NONE	NONE	ASTRO_ADDRESS_SUFFIX_COMPOSITION	Sternplatz A1_LEFT_LOCAL_FIELD_21: Ausgangssektor, Ursprung oder Bezugswert.	read the final AL/AR address first, then identify or copy the prefix	Quelladresse des ROOT-Postens	ASTRO_SOURCE_ADDRESS_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	AL_AR_ADDRESS_SUFFIX	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
56	f67r2	f67r2.22	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_22	F67_LEFT_WHEEL_NS	okal	MC040	dorthin einsetzen	THREE_REGISTER_COMMON_CORE	Sternplatz A1_LEFT_LOCAL_FIELD_22: am Zielplatz setzen.	reuse common card; expand it under the local diagram owner	dorthin einsetzen	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
57	f67r2	f67r2.23	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_23	F67_LEFT_WHEEL_NS	oparchy	NONE	NONE	ASTRO_LICENSED_CURRENT_ITEM_Y	Sternplatz A1_LEFT_LOCAL_FIELD_23: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest op/chy.	read final licensed Y as this current item; read preceding relation or operation first	LOCAL_LABEL	ASTRO_CURRENT_ITEM_COMPOSITION	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	OPERATION_Y	PORTABLE_COMPOSITION	read the portable components and their local expansion
58	f67r2	f67r2.23	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_23	F67_LEFT_WHEEL_NS	salsain	NONE	NONE	ASTRO_COMPOSED_FROM_40_COMPONENTS	Sternplatz A1_LEFT_LOCAL_FIELD_23: Zielsektor, Zielstern oder Zielfeld + gezaehlter Teil oder Unterabschnitt; lokaler Namensrest s/s.	compose the AIN/AN value and copy only any marked local residual	Zielportion oder Ziel-Teilwert	COMPOSED_ASTRO_QUANTITY_CARD	UNCHANGED	AIN_AN_COMPOSITION	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
59	f67r2	f67r2.24	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_24	F67_LEFT_WHEEL_NS	sodar	NONE	NONE	ASTRO_ADDRESS_SUFFIX_COMPOSITION	Sternplatz A1_LEFT_LOCAL_FIELD_24: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest sod.	read the final AL/AR address first, then identify or copy the prefix	Quelladresse des SOD-Postens	ASTRO_SOURCE_ADDRESS_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	AL_AR_ADDRESS_SUFFIX	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
60	f67r2	f67r2.24	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_24	F67_LEFT_WHEEL_NS	ofar	NONE	NONE	ASTRO_ADDRESS_SUFFIX_COMPOSITION	Sternplatz A1_LEFT_LOCAL_FIELD_24: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest of.	read the final AL/AR address first, then identify or copy the prefix	Quelladresse des OF-Postens	ASTRO_SOURCE_ADDRESS_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	AL_AR_ADDRESS_SUFFIX	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
61	f67r2	f67r2.24	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_24	F67_LEFT_WHEEL_NS	ar	NONE	NONE	ASTRO_ADDRESS_SUFFIX_COMPOSITION	Sternplatz A1_LEFT_LOCAL_FIELD_24: Ausgangssektor, Ursprung oder Bezugswert.	read the final AL/AR address first, then identify or copy the prefix	Quelladresse des ROOT-Postens	ASTRO_SOURCE_ADDRESS_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	AL_AR_ADDRESS_SUFFIX	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
62	f67r2	f67r2.25	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_25	F67_LEFT_WHEEL_NS	ydam	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	A1_LEFT_LOCAL_FIELD_25: festgelegter Aspektwert.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	LOCAL_COPY_LABEL	copy the local label from its diagram exemplar
63	f67r2	f67r2.26	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_26	F67_LEFT_WHEEL_NS	yteoor	NONE	NONE	ASTRO_RELATION_SUFFIX_COMPOSITION	Sternplatz A1_LEFT_LOCAL_FIELD_26: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest yteo.	read the final OR/OL relation first, then resolve or copy the local prefix	Bedingungsansatz des lokalen YTEO-Postens	ASTRO_CONDITION_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	OR_OL_RELATION_SUFFIX	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
64	f67r2	f67r2.26	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_26	F67_LEFT_WHEEL_NS	yto	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	A1_LEFT_LOCAL_FIELD_26: aktueller Platz.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	LOCAL_COPY_LABEL	copy the local label from its diagram exemplar
65	f67r2	f67r2.26	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_26	F67_LEFT_WHEEL_NS	ykor	NONE	NONE	ASTRO_RELATION_SUFFIX_COMPOSITION	Sternplatz A1_LEFT_LOCAL_FIELD_26: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest yk.	read the final OR/OL relation first, then resolve or copy the local prefix	Bedingungsansatz des lokalen YK-Postens	ASTRO_CONDITION_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	OR_OL_RELATION_SUFFIX	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
66	f67r2	f67r2.27	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_27	F67_LEFT_WHEEL_NS	okeo	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sternplatz A1_LEFT_LOCAL_FIELD_27: Diagrammposten setzen oder aktivieren; lokaler Namensrest eo.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	LOCAL_COPY_LABEL	copy the local label from its diagram exemplar
67	f67r2	f67r2.27	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_27	F67_LEFT_WHEEL_NS	r	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	A1_LEFT_LOCAL_FIELD_27: Bezugswert.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	LOCAL_COPY_LABEL	copy the local label from its diagram exemplar
68	f67r2	f67r2.27	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_27	F67_LEFT_WHEEL_NS	aiin	MC039	Sollwert	THREE_REGISTER_COMMON_CORE	Sternplatz A1_LEFT_LOCAL_FIELD_27: Sollwert oder Grad des bezeichneten Himmelsplatzes.	reuse common card; expand it under the local diagram owner	Sollwert	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
69	f67r2	f67r2.27	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_27	F67_LEFT_WHEEL_NS	am	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	A1_LEFT_LOCAL_FIELD_27: Aspektwert.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	LOCAL_COPY_LABEL	copy the local label from its diagram exemplar
70	f67r2	f67r2.28	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_28	F67_LEFT_WHEEL_NS	okain	MC017	Anteil zugeben	KNOWN_PROSE_CARD_IN_ASTRO	Sternplatz A1_LEFT_LOCAL_FIELD_28: einen gezaehlten Teilwert zugeben.	reuse a learned prose card with diagram-local object	TEILWERT_ZUGEBEN	QUANTITY_INPUT	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
71	f67r2	f67r2.28	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_28	F67_LEFT_WHEEL_NS	am	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	A1_LEFT_LOCAL_FIELD_28: Aspektwert.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	LOCAL_COPY_LABEL	copy the local label from its diagram exemplar
72	f67r2	f67r2.29	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_29	F67_LEFT_WHEEL_NS	ytody	NONE	NONE	ASTRO_FIXED_DY_WHOLE_ENDING	A1_LEFT_LOCAL_FIELD_29: Platz fest eingetragen.	copy DY as the learned fixed ending; do not split it into D plus Y	LOCAL_LABEL	ASTRO_FIXED_VALUE_NOT_Y	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	DY_FIXED	LEARNED_WHOLE_SIGN	memorize this compact Astro whole sign
73	f67r2	f67r2.29	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_29	F67_LEFT_WHEEL_NS	saiin	MC039	Sollwert	THREE_REGISTER_COMMON_CORE	Sternplatz A1_LEFT_LOCAL_FIELD_29: Sollwert oder Grad des bezeichneten Himmelsplatzes.	reuse common card; expand it under the local diagram owner	Sollwert	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
74	f67r2	f67r2.30	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_30	F67_LEFT_WHEEL_NS	ochol	NONE	NONE	ASTRO_RELATION_SUFFIX_COMPOSITION	Sternplatz A1_LEFT_LOCAL_FIELD_30: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest och.	read the final OR/OL relation first, then resolve or copy the local prefix	lokalen OCH-Posten im selben Lauf weiterfuehren	ASTRO_CONTINUATION_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	OR_OL_RELATION_SUFFIX	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
75	f67r2	f67r2.30	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_30	F67_LEFT_WHEEL_NS	olol	NONE	NONE	ASTRO_RELATION_SUFFIX_COMPOSITION	Sternplatz A1_LEFT_LOCAL_FIELD_30: im selben Ring, Band oder Satz fortsetzen + im selben Ring, Band oder Satz fortsetzen.	read the final OR/OL relation first, then resolve or copy the local prefix	im selben Lauf nochmals weiter	ASTRO_CONTINUATION_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	OR_OL_RELATION_SUFFIX	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
76	f67r2	f67r2.31	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_31	F67_LEFT_WHEEL_NS	opcholdy	NONE	NONE	ASTRO_FIXED_DY_WHOLE_ENDING	Sternplatz A1_LEFT_LOCAL_FIELD_31: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest opch/dy.	copy DY as the learned fixed ending; do not split it into D plus Y	LOCAL_LABEL	ASTRO_FIXED_VALUE_NOT_Y	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	DY_FIXED	LEARNED_WHOLE_SIGN	memorize this compact Astro whole sign
77	f67r2	f67r2.32	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_32	F67_LEFT_WHEEL_NS	dosar	NONE	NONE	ASTRO_ADDRESS_SUFFIX_COMPOSITION	Sternplatz A1_LEFT_LOCAL_FIELD_32: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest dos.	read the final AL/AR address first, then identify or copy the prefix	Quelladresse des DOS-Postens	ASTRO_SOURCE_ADDRESS_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	AL_AR_ADDRESS_SUFFIX	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
78	f67r2	f67r2.32	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_32	F67_LEFT_WHEEL_NS	odas	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	A1_LEFT_LOCAL_FIELD_32: fester Nebenwert.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	LOCAL_COPY_LABEL	copy the local label from its diagram exemplar
79	f67r2	f67r2.32	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_32	F67_LEFT_WHEEL_NS	air	NONE	NONE	ASTRO_COMPOSED_FROM_40_COMPONENTS	Sternplatz A1_LEFT_LOCAL_FIELD_32: Himmels-, Ring- oder Zeigerlauf.	read AIR as a running path; copy only any marked local residual	Lauf oder Bahn	COMPOSED_ASTRO_PATH_CARD	UNCHANGED	UNCHANGED	AIR_PATH_COMPOSITION	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
