statement_id	record_unit_id	page	constituent_fields	event_count	event_serials	closure_sequence	v63_parse_status_fixed	v63_ordered_template_sequence	local_phase_path	pre_state	owner_operation	active_item_preparation_operation	target_station_operation	previous_item_operation	post_state	complete_technical_waterwork_reading	complete_iatromedical_comparator	technical_assumptions	technical_weighted_cost	iatromedical_assumptions	iatromedical_weighted_cost	statement_coherence_winner	comparison_reason	strongest_technical_contradiction	opaque_roundtrip_trace	roundtrip_status	comparison_contract	source_lineage
B3-S023	B3	f83r	F095	1	282	F095:TERMINAL	UNIQUE	TERMINAL_DRAIN	DRAIN	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T010;PREVIOUS_ITEM=B3:I002	CARRY	CARRY	RESUME	CARRY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T010;PREVIOUS_ITEM=B3:I002	Den unteren Ablauf an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 öffnen, die Charge in den Sammellauf ablassen, Restlauf prüfen und den Posten schließen. Lizenzierte Slotfolge: Charge ablassen und committen. Feldbuchung schließen.	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1	3	LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1	3	TIE	Lower symmetric local-assumption cost wins; equal cost remains TIE. This is process-description economy, not semantic evidence.	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	E282@de7321bface5628e35d6:TERMINAL_DRAIN:EXACT_JOINT_TUPLE_MNEMONIC	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+V60_VALUES+V62_STATE+V63_STATUS;ONLY_LOCAL_DOMAIN_EXPANSION_DIFFERS	V61_STATEMENT>V62_MACHINE>V63_PARSE>V65_R3_DUAL_STATEMENT
B3-S024	B3	f83r	F096	1	283	F096:TERMINAL	UNPARSED	EXEMPLAR_ONLY	DRAIN	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T010;PREVIOUS_ITEM=B3:I002	CARRY	INTRODUCE	INTRODUCE	INTRODUCE	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T011;PREVIOUS_ITEM=B3:I001	Den unteren Ablauf an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 öffnen, die Charge in den Sammellauf ablassen, Restlauf prüfen und den Posten schließen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1	4	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1	4	TIE	Lower symmetric local-assumption cost wins; equal cost remains TIE. This is process-description economy, not semantic evidence.	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	E283@259b2b3b0bf859882e2c:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+V60_VALUES+V62_STATE+V63_STATUS;ONLY_LOCAL_DOMAIN_EXPANSION_DIFFERS	V61_STATEMENT>V62_MACHINE>V63_PARSE>V65_R3_DUAL_STATEMENT
B3-S025	B3	f83r	F097	1	284	F097:TERMINAL	UNPARSED	EXEMPLAR_ONLY	MAINTENANCE	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T011;PREVIOUS_ITEM=B3:I001	CARRY	CARRY	CARRY	CARRY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T011;PREVIOUS_ITEM=B3:I001	Filter, Leitungsöffnung und Beckenrand an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 reinigen, lose Rückstände entfernen und die Anlage wieder einsetzen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	erwärme es einmal und beende den Schritt	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1	3	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1	3	TIE	Lower symmetric local-assumption cost wins; equal cost remains TIE. This is process-description economy, not semantic evidence.	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	E284@87411f84689b4f93a303:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+V60_VALUES+V62_STATE+V63_STATUS;ONLY_LOCAL_DOMAIN_EXPANSION_DIFFERS	V61_STATEMENT>V62_MACHINE>V63_PARSE>V65_R3_DUAL_STATEMENT
B3-S026	B3	f83r	F098|F099	7	285|286|287|288|289|290|291	F098:OPEN > F099:TERMINAL	AMBIGUOUS	EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY > STATE_GATE > EXEMPLAR_ONLY > EXEMPLAR_ONLY	HANDOFF > FLUSH	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T011;PREVIOUS_ITEM=B3:I001	CARRY	CARRY	INTRODUCE	CARRY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T012;PREVIOUS_ITEM=B3:I001	Die fertige Charge an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 markieren, der nächsten Station übergeben und den offenen Arbeitsstand fortschreiben. Lizenzierte Slotfolge: Bereit-/Klarstand prüfen. Arbeitsstand offen weitertragen. || Frisches Wasser an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 zuführen, den Leitungsweg bis zum klaren Lauf spülen und den Spülposten schließen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	setze die Person an das Becken ; nach dem Absetzen ; rühre, bis alles gleichmäßig vermischt ist ; gib einen abgemessenen Anteil in das Gefäß ; Sobald die Zubereitung gebrauchsfertig ist ; bis der Strom klar wird || lasse die Flüssigkeit sich setzen und beende den Schritt	EXEMPLAR_FILL:6|LOCAL_PROCESS:2|MEDIUM:2|STATION_OR_TARGET:1|FILTER_OR_RETURN_MECHANISM:1	12	EXEMPLAR_FILL:6|LOCAL_PROCESS:2|MEDIUM:2|STATION_OR_TARGET:1	11	IATROMEDICAL	Lower symmetric local-assumption cost wins; equal cost remains TIE. This is process-description economy, not semantic evidence.	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	E285@342c3f0777337648f4b3:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E286@d72f71baff01cd0a0406:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E287@6f7ff8287eddf4da9fdb:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E288@1645e612504fcef59ced:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E289@e0b630cb1b5df5e7105b:STATE_GATE:EXACT_JOINT_TUPLE_MNEMONIC > E290@d788d8d72d41b25a3c71:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E291@3b70942557b3a40e8030:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+V60_VALUES+V62_STATE+V63_STATUS;ONLY_LOCAL_DOMAIN_EXPANSION_DIFFERS	V61_STATEMENT>V62_MACHINE>V63_PARSE>V65_R3_DUAL_STATEMENT
B3-S027	B3	f83r	F100	1	292	F100:TERMINAL	UNPARSED	EXEMPLAR_ONLY	FLUSH	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T012;PREVIOUS_ITEM=B3:I001	CARRY	CARRY	CARRY	CARRY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T012;PREVIOUS_ITEM=B3:I001	Frisches Wasser an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 zuführen, den Leitungsweg bis zum klaren Lauf spülen und den Spülposten schließen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	binde es auf die Stelle und beende den Schritt	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1|HUMAN_ROLE_OR_BODY:1	6	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1|HUMAN_ROLE_OR_BODY:1	5	IATROMEDICAL	Lower symmetric local-assumption cost wins; equal cost remains TIE. This is process-description economy, not semantic evidence.	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	E292@ff178343c18e287ce3b7:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+V60_VALUES+V62_STATE+V63_STATUS;ONLY_LOCAL_DOMAIN_EXPANSION_DIFFERS	V61_STATEMENT>V62_MACHINE>V63_PARSE>V65_R3_DUAL_STATEMENT
B3-S028	B3	f83r	F101	2	293|294	F101:TERMINAL	UNIQUE	ACTION_TEMPER > TERMINAL_FLUSH	FLUSH	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T012;PREVIOUS_ITEM=B3:I001	CARRY	CARRY	INTRODUCE	CARRY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T013;PREVIOUS_ITEM=B3:I001	Frisches Wasser an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 zuführen, den Leitungsweg bis zum klaren Lauf spülen und den Spülposten schließen. Lizenzierte Slotfolge: aktive Charge temperieren; Leitung spülen und committen. Feldbuchung schließen.	temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; spüle die bezeichnete Stelle einmal und beende den Schritt	LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1|HUMAN_ROLE_OR_BODY:1	5	LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1|HUMAN_ROLE_OR_BODY:1	5	TIE	Lower symmetric local-assumption cost wins; equal cost remains TIE. This is process-description economy, not semantic evidence.	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	E293@0275fbf14e07935b0a45:ACTION_TEMPER:EXACT_JOINT_TUPLE_MNEMONIC > E294@7db18b2f0fb7ed0fcfd3:TERMINAL_FLUSH:EXACT_JOINT_TUPLE_MNEMONIC	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+V60_VALUES+V62_STATE+V63_STATUS;ONLY_LOCAL_DOMAIN_EXPANSION_DIFFERS	V61_STATEMENT>V62_MACHINE>V63_PARSE>V65_R3_DUAL_STATEMENT
B3-S029	B3	f83r	F102	3	295|296|297	F102:TERMINAL	AMBIGUOUS	LINK_ACTIVE > EXEMPLAR_ONLY > TERMINAL_FLUSH	FLUSH	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T013;PREVIOUS_ITEM=B3:I001	CARRY	CARRY	INTRODUCE	RESUME	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T014;PREVIOUS_ITEM=B3:I001	Frisches Wasser an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 zuführen, den Leitungsweg bis zum klaren Lauf spülen und den Spülposten schließen. Lizenzierte Slotfolge: aktiven Arbeitsstand verknüpfen; Leitung spülen und committen. Feldbuchung schließen.	Mit der vorigen Zubereitung weiter ; nach der ersten Spülung ; spüle die bezeichnete Stelle einmal und beende den Schritt	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1|HUMAN_ROLE_OR_BODY:1	6	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1|HUMAN_ROLE_OR_BODY:1	6	TIE	Lower symmetric local-assumption cost wins; equal cost remains TIE. This is process-description economy, not semantic evidence.	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	E295@dcda95c81a5460feb191:LINK_ACTIVE:STRICT_FORMAL_PROMPT_ONLY > E296@9247e38d29c79a0d2fa5:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E297@7db18b2f0fb7ed0fcfd3:TERMINAL_FLUSH:EXACT_JOINT_TUPLE_MNEMONIC	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+V60_VALUES+V62_STATE+V63_STATUS;ONLY_LOCAL_DOMAIN_EXPANSION_DIFFERS	V61_STATEMENT>V62_MACHINE>V63_PARSE>V65_R3_DUAL_STATEMENT
B3-S030	B3	f83r	F103|F104	4	298|299|300|301	F103:OPEN > F104:TERMINAL	AMBIGUOUS	ACTION_APPLY > PARAMETER_ASSIGN > EXEMPLAR_ONLY > EXEMPLAR_ONLY	SERVICE > SETTLE	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T014;PREVIOUS_ITEM=B3:I001	CARRY	CARRY	RESUME	CARRY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T014;PREVIOUS_ITEM=B3:I001	Eine abgeteilte Charge an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 auf das technische Arbeitsziel geben, den Durchgang beobachten und den Rest auffangen. Lizenzierte Slotfolge: aktive Charge an der Station einsetzen; Mengen-/Parameterslot setzen. Arbeitsstand offen weitertragen. || Die Charge an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 stehen lassen, Klarlauf und Bodensatz trennen und den erreichten Stand buchen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	Die aktive Portion verwenden ; Ein vorgeschriebenes Maß || ziehe die klare Flüssigkeit ab ; mische zu gleichen Teilen und beende den Schritt	EXEMPLAR_FILL:2|LOCAL_PROCESS:2|MEDIUM:2|STATION_OR_TARGET:1	7	EXEMPLAR_FILL:2|LOCAL_PROCESS:2|MEDIUM:2|STATION_OR_TARGET:1	7	TIE	Lower symmetric local-assumption cost wins; equal cost remains TIE. This is process-description economy, not semantic evidence.	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	E298@276a7c2d74d1143446f4:ACTION_APPLY:EXACT_JOINT_TUPLE_MNEMONIC > E299@2f1c5e56e8f0ff459065:PARAMETER_ASSIGN:EXACT_JOINT_TUPLE_MNEMONIC > E300@b154ff779abe5f196c80:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E301@4de12cf322dfb76ded1e:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+V60_VALUES+V62_STATE+V63_STATUS;ONLY_LOCAL_DOMAIN_EXPANSION_DIFFERS	V61_STATEMENT>V62_MACHINE>V63_PARSE>V65_R3_DUAL_STATEMENT
B3-S031	B3	f83r	F105	1	302	F105:TERMINAL	UNPARSED	EXEMPLAR_ONLY	MAINTENANCE	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T014;PREVIOUS_ITEM=B3:I001	CARRY	CARRY	CARRY	CARRY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T014;PREVIOUS_ITEM=B3:I001	Filter, Leitungsöffnung und Beckenrand an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 reinigen, lose Rückstände entfernen und die Anlage wieder einsetzen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1|HUMAN_ROLE_OR_BODY:1	5	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1|HUMAN_ROLE_OR_BODY:1	5	TIE	Lower symmetric local-assumption cost wins; equal cost remains TIE. This is process-description economy, not semantic evidence.	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	E302@7d25241b0e56c836372a:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+V60_VALUES+V62_STATE+V63_STATUS;ONLY_LOCAL_DOMAIN_EXPANSION_DIFFERS	V61_STATEMENT>V62_MACHINE>V63_PARSE>V65_R3_DUAL_STATEMENT
B3-S032	B3	f83r	F106	5	303|304|305|306|307	F106:TERMINAL	UNPARSED	EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY	FILTER	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T014;PREVIOUS_ITEM=B3:I001	CARRY	CARRY	INTRODUCE	RESUME	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T015;PREVIOUS_ITEM=B3:I001	Das Filtertuch an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 spannen, die Charge hindurchführen, Rückstand abnehmen und Filtrat auffangen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	beginne die Spülung ; rühre, bis alles gleichmäßig vermischt ist ; das breite Gefäß ; für dieselbe Dauer wie zuvor ; lasse es bis zur Klarheit ziehen und beende den Schritt	EXEMPLAR_FILL:5|LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1	8	EXEMPLAR_FILL:5|LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1	8	TIE	Lower symmetric local-assumption cost wins; equal cost remains TIE. This is process-description economy, not semantic evidence.	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	E303@d784b2abcaf1a3703de2:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E304@6f7ff8287eddf4da9fdb:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E305@1779decef17481ec2853:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E306@54d0e228ca346110af05:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E307@c45ebac60774620561e2:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+V60_VALUES+V62_STATE+V63_STATUS;ONLY_LOCAL_DOMAIN_EXPANSION_DIFFERS	V61_STATEMENT>V62_MACHINE>V63_PARSE>V65_R3_DUAL_STATEMENT
B3-S033	B3	f83r	F107	1	308	F107:TERMINAL	UNPARSED	EXEMPLAR_ONLY	RETURN	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T015;PREVIOUS_ITEM=B3:I001	CARRY	CARRY	CARRY	CARRY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T015;PREVIOUS_ITEM=B3:I001	Die Rücklaufleitung an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 öffnen, den Restbestand zur Vorstation zurückführen und die Übergabe buchen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	ziehe es ab und beende den Schritt	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1	4	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1	3	IATROMEDICAL	Lower symmetric local-assumption cost wins; equal cost remains TIE. This is process-description economy, not semantic evidence.	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	E308@04a3877f0fc81b7597c9:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+V60_VALUES+V62_STATE+V63_STATUS;ONLY_LOCAL_DOMAIN_EXPANSION_DIFFERS	V61_STATEMENT>V62_MACHINE>V63_PARSE>V65_R3_DUAL_STATEMENT
B3-S034	B3	f83r	F108	6	309|310|311|312|313|314	F108:TERMINAL	AMBIGUOUS	EXEMPLAR_ONLY > STATE_GATE > EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY	HANDOFF	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T015;PREVIOUS_ITEM=B3:I001	CARRY	INTRODUCE	INTRODUCE	INTRODUCE	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I004;TARGET/STATION=B3:T016;PREVIOUS_ITEM=B3:I003	Die fertige Charge an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 markieren, der nächsten Station übergeben und den offenen Arbeitsstand fortschreiben. Lizenzierte Slotfolge: Bereit-/Klarstand prüfen. Feldbuchung schließen.	bis es klar ist ; Sobald die Zubereitung gebrauchsfertig ist ; Gleichmäßig bearbeiten ; für dieselbe Dauer wie zuvor ; das untere Becken ; lasse es bis zur Bereitschaft stehen und beende den Schritt	EXEMPLAR_FILL:5|LOCAL_PROCESS:1|MEDIUM:1	7	EXEMPLAR_FILL:5|LOCAL_PROCESS:1|MEDIUM:1	7	TIE	Lower symmetric local-assumption cost wins; equal cost remains TIE. This is process-description economy, not semantic evidence.	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	E309@2c82523794dcb7d2b343:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E310@e0b630cb1b5df5e7105b:STATE_GATE:EXACT_JOINT_TUPLE_MNEMONIC > E311@80ebbbbf238eee9f0aef:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E312@54d0e228ca346110af05:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E313@7811a7daff25d476e28d:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E314@bc4f1f5c006c74a4d26d:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+V60_VALUES+V62_STATE+V63_STATUS;ONLY_LOCAL_DOMAIN_EXPANSION_DIFFERS	V61_STATEMENT>V62_MACHINE>V63_PARSE>V65_R3_DUAL_STATEMENT
B4-S001	B4	f83r	F109	1	315	F109:TERMINAL	UNPARSED	EXEMPLAR_ONLY	SETUP	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	INTRODUCE	INTRODUCE	RESET	RESET	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	An Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4 Beckenrand, Zulauf und Filteraufnahme prüfen; den Ausgangsstand als lokalen Anlagenposten eröffnen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1|DOMAIN_PURPOSE:1|HUMAN_ROLE_OR_BODY:1	7	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1|DOMAIN_PURPOSE:1|HUMAN_ROLE_OR_BODY:1	7	TIE	Lower symmetric local-assumption cost wins; equal cost remains TIE. This is process-description economy, not semantic evidence.	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	E315@7d25241b0e56c836372a:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+V60_VALUES+V62_STATE+V63_STATUS;ONLY_LOCAL_DOMAIN_EXPANSION_DIFFERS	V61_STATEMENT>V62_MACHINE>V63_PARSE>V65_R3_DUAL_STATEMENT
B4-S002	B4	f83r	F110	3	316|317|318	F110:TERMINAL	AMBIGUOUS	EXEMPLAR_ONLY > ACTION_TEMPER > TERMINAL_FLUSH	FLUSH	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	CARRY	CARRY	INTRODUCE	CARRY	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I001;TARGET/STATION=B4:T001;PREVIOUS_ITEM=UNSET	Frisches Wasser an Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4 zuführen, den Leitungsweg bis zum klaren Lauf spülen und den Spülposten schließen. Lizenzierte Slotfolge: aktive Charge temperieren; Leitung spülen und committen. Feldbuchung schließen.	fülle danach das Gefäß ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; spüle die bezeichnete Stelle einmal und beende den Schritt	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1|HUMAN_ROLE_OR_BODY:1	6	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1|HUMAN_ROLE_OR_BODY:1	6	TIE	Lower symmetric local-assumption cost wins; equal cost remains TIE. This is process-description economy, not semantic evidence.	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	E316@e2eb77ca9d9e1a8ba29a:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E317@0275fbf14e07935b0a45:ACTION_TEMPER:EXACT_JOINT_TUPLE_MNEMONIC > E318@7db18b2f0fb7ed0fcfd3:TERMINAL_FLUSH:EXACT_JOINT_TUPLE_MNEMONIC	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+V60_VALUES+V62_STATE+V63_STATUS;ONLY_LOCAL_DOMAIN_EXPANSION_DIFFERS	V61_STATEMENT>V62_MACHINE>V63_PARSE>V65_R3_DUAL_STATEMENT
