surface_option_id	surface	execution_domain	finite_recipe_option_count_for_surface_domain	record_roles	exact_event_recipe	reading_variant_count	surface_default_reading_de	event_count	physical_pages	owners_de	source_event_ids	lookup_policy
G517-S0055	aram	LOCAL_RECORD	1	COORDINATE_OR_CATALOGUE_CARD	AR+AM_ADDR	1	KOORDINATE/KATALOGEINTRAG BEI zwei lokale Himmelsraeder: AUSGANG · [AM_ADDR:LOKALSTRUKTUR=HIER]	1	f67r2	zwei lokale Himmelsraeder	P912-E1751	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0056	arar	LOCAL_RECORD	1	COORDINATE_OR_CATALOGUE_CARD	AR+AR	1	KOORDINATE/KATALOGEINTRAG BEI Fischrad mit Stern tragenden Figuren: AUSGANG · AUSGANG	2	f70v	Fischrad mit Stern tragenden Figuren	P912-E2289|P912-E2325	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0057	ararchodaiin	LOCAL_RECORD	1	DRUG_OR_INGREDIENT_OBJECT	LOCAL_LABEL_PACKAGE::G473-E150	1	AUSGANG · AUSGANG · [DROGENNAME:cho] · WERT	1	f89r	lokale Kennung für Gefäß-/Pflanzenteilgruppe A	P1008-E1042	EVENT_PACKAGE_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0058	arary	PROSE_STREAM	1	RUNNING_RECIPE_CARD	P+AR+AR	1	ABLAUF BEI Tierkreis-Ringgruppe I: EINSETZEN · AUSGANG · AUSGANG	1	f72r	Tierkreis-Ringgruppe I	P1008-E0426	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0059	araydy	LOCAL_RECORD	1	COORDINATE_OR_CATALOGUE_CARD	AR+A_ADDR+Y+DY	1	KOORDINATE/KATALOGEINTRAG BEI Widderrad mit Stern tragenden Figuren: AUSGANG · [A_ADDR:LOKALSTRUKTUR=HIER] · POSTEN · [DY:STEUERUNG=SCHLUSS]	1	f70v	Widderrad mit Stern tragenden Figuren	P912-E2229	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0060	archeey	PROSE_STREAM	1	RUNNING_RECIPE_CARD	AR+CH+EE+Y	1	ABLAUF BEI erste Gefaess-/Zutatengruppe: AUSGANG · NEHMEN · [EE:STEUERUNG=GRAD II] · POSTEN	1	f88v	erste Gefaess-/Zutatengruppe	P1003-E0452	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0061	archytaiin	PROSE_STREAM	1	RUNNING_RECIPE_CARD	AR+CH+Y+T+AIIN	1	ABLAUF BEI F95V_WHOLE_PLANT: AUSGANG · NEHMEN · POSTEN · EINSTELLEN · WERT	1	f95v	F95V_WHOLE_PLANT	G404-E0531	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0062	arody	LOCAL_RECORD	1	DRUG_OR_INGREDIENT_OBJECT	LOCAL_LABEL_PACKAGE::G473-E136	1	AUSGANG · [DROGENNAME:ody]	1	f88v	Name oder Kennung fuer erste Gefaess-/Zutatengruppe	P1003-E0417	EVENT_PACKAGE_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0063	arol	PROSE_STREAM	1	RUNNING_RECIPE_CARD	AR+OL	3	EREIGNISKONTEXT_WAEHLT_AUS_3_LESARTEN	3	f71v|f77r|f81r	F81R_UPPER_POOL | Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen | erste lokale Figuren-/Sternringgruppe	P1003-E0592|P1003-E0356|G404-E0388	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0064	aroly	PROSE_STREAM	1	RUNNING_RECIPE_CARD	AR+OL+Y	1	ABLAUF BEI Tierkreis-Ringgruppe C: AUSGANG · FORTSETZEN · POSTEN	1	f72r	Tierkreis-Ringgruppe C	P1008-E0178	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0065	arom	LOCAL_RECORD	1	STAR_BEARING_RING_POSITION	LOCAL_LABEL_PACKAGE::G473-E004	1	AUSGANG · [STERNSTELLENNAME:om]	1	f71v	Name oder Kennung fuer erste lokale Figuren-/Sternringgruppe	P1003-E0596	EVENT_PACKAGE_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0066	arsa	PROSE_STREAM	1	RUNNING_RECIPE_CARD	AR+S+A_ADDR	1	ABLAUF BEI F24V_WHOLE_PLANT: AUSGANG · WÄHLEN · [A_ADDR:STEUERUNG=HIER]	1	f24v	F24V_WHOLE_PLANT	G404-E0253	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0067	ary	LOCAL_RECORD	1	STAR_BEARING_RING_POSITION	AR+Y	1	AUSGANG · POSTEN	3	f72r	lokale Kennung für Tierkreis-Ringgruppe A | lokale Kennung für Tierkreis-Ringgruppe B | lokale Kennung für Tierkreis-Ringgruppe D	P1008-E0131|P1008-E0175|P1008-E0242	EVENT_PACKAGE_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0068	as	PROSE_STREAM	1	RUNNING_RECIPE_CARD	A_ADDR+S	4	EREIGNISKONTEXT_WAEHLT_AUS_4_LESARTEN	4	f76r|f77r|f89r	Gefäß-/Pflanzenteilgruppe F | Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen | unbebilderter Textabschnitt A0 | unbebilderter Textabschnitt C	P1008-E0479|P1008-E0925|P1003-E0397|P1008-E1327	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0069	ase	PROSE_STREAM	1	RUNNING_RECIPE_CARD	A_ADDR+S+E	1	ABLAUF BEI F1R_TEXT_BLOCK_A: [A_ADDR:STEUERUNG=HIER] · WÄHLEN · [E:STEUERUNG=GRAD I]	1	f1r	F1R_TEXT_BLOCK_A	G404-E0018	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0070	ashyteed	PROSE_STREAM	1	RUNNING_RECIPE_CARD	A_ADDR+SH+Y+T+EE+D_ADDR	1	ABLAUF BEI gemeinsames zweireihiges Badfeld: [A_ADDR:STEUERUNG=HIER] · HALTEN · POSTEN · EINSTELLEN · [EE:STEUERUNG=GRAD II] · [D_ADDR:STEUERUNG=HIER]	1	f81v	gemeinsames zweireihiges Badfeld	P912-E0947	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0071	ataiin	PROSE_STREAM	1	RUNNING_RECIPE_CARD	A_ADDR+T+AIIN	1	ABLAUF BEI F1R_TEXT_BLOCK_A: [A_ADDR:STEUERUNG=HIER] · EINSTELLEN · WERT	1	f1r	F1R_TEXT_BLOCK_A	G404-E0004	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0072	atchor	PROSE_STREAM	1	RUNNING_RECIPE_CARD	A_ADDR+T+CH+OR	1	ABLAUF BEI Tierkreis-Ringgruppe C: [A_ADDR:STEUERUNG=HIER] · EINSTELLEN · NEHMEN · EINHEIT	1	f72r	Tierkreis-Ringgruppe C	P1008-E0188	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0073	ateey	PROSE_STREAM	1	RUNNING_RECIPE_CARD	A_ADDR+T+EE+Y	1	ABLAUF BEI erste lokale Figuren-/Sternringgruppe: [A_ADDR:STEUERUNG=HIER] · EINSTELLEN · [EE:STEUERUNG=GRAD II] · POSTEN	1	f71v	erste lokale Figuren-/Sternringgruppe	P1003-E0562	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0074	axor	LOCAL_RECORD	1	LOCAL_NAME_WITH_FUNCTION_SHELL_CARD	A_ADDR+LOCAL_X+OR	1	LOKALER NAMENSKERN MIT FUNKTIONSRAHMEN BEI sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer: [A_ADDR:STEUERUNG=HIER] · [LOKALES_X:ZEICHEN_ODER_NAMENSKERN] · EINHEIT	1	f66r	sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer	G515-E0410	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0075	ay	LOCAL_RECORD	1	COORDINATE_OR_CATALOGUE_CARD	A_ADDR+Y	1	KOORDINATE/KATALOGEINTRAG BEI zwei lokale Himmelsraeder: [A_ADDR:LOKALSTRUKTUR=HIER] · POSTEN	1	f67r2	zwei lokale Himmelsraeder	P912-E1900	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0076	ay	PROSE_STREAM	1	RUNNING_RECIPE_CARD	A_ADDR+Y	1	ABLAUF BEI zwei getrennte Himmelsräder und Tabelle: [A_ADDR:STEUERUNG=HIER] · POSTEN	1	f67r2	zwei getrennte Himmelsräder und Tabelle	P912-E1938	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0077	c	LOCAL_RECORD	1	MARGINAL_SIGN_CARD	LOCAL_C	1	LOKALE RANDKENNMARKENKARTE BEI sichtbare Folge einzelner Randzeichen von f66r: [LOKALES_C:ZEICHEN]	1	f66r	sichtbare Folge einzelner Randzeichen von f66r	G515-E0289	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0078	cfhaiin	PROSE_STREAM	1	RUNNING_RECIPE_CARD	CH+LOCAL_CHAR_F+AIIN	1	ABLAUF BEI F1R_TEXT_BLOCK_A: NEHMEN · [LOCAL_CHAR_F:STEUERUNG=HIER] · WERT	1	f1r	F1R_TEXT_BLOCK_A	G404-E0045	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0079	cfhoaiin	PROSE_STREAM	1	RUNNING_RECIPE_CARD	CH+LOCAL_CHAR_F+O+AIIN	1	ABLAUF BEI F1R_TEXT_BLOCK_B: NEHMEN · [LOCAL_CHAR_F:STEUERUNG=HIER] · [O:STEUERUNG=AUSFÜHRUNG] · WERT	1	f1r	F1R_TEXT_BLOCK_B	G404-E0053	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0080	cfhol	PROSE_STREAM	1	ORDERED_INSTRUCTION_CARD|RUNNING_RECIPE_CARD	CH+LOCAL_CHAR_F+OL	2	EREIGNISKONTEXT_WAEHLT_AUS_2_LESARTEN	2	f1r|f66r	F1R_TEXT_BLOCK_B | sichtbarer Prosablock 4 auf f66r ohne Gegenstandsbesitzer	G404-E0067|G515-E0452	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0081	cfholdy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	CH+LOCAL_CHAR_F+OL+DY	1	ABLAUF BEI große Wurzelkrone mit Blatt und Blütenstand: NEHMEN · [LOCAL_CHAR_F:STEUERUNG=HIER] · FORTSETZEN · [DY:STEUERUNG=SCHLUSS]	1	f13r	große Wurzelkrone mit Blatt und Blütenstand	P912-E0193	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0082	cfhy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	CH+LOCAL_CHAR_F+Y	2	EREIGNISKONTEXT_WAEHLT_AUS_2_LESARTEN	2	f10r|f11r	blühender dreikroniger Sodenstock | zweiknolliges blauköpfiges Heilkraut	P912-E0080|P912-E0095	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0083	ch	LOCAL_RECORD	1	ORDERED_INSTRUCTION_CARD	CH	1	ANWEISUNG BEI drei getrennte heterogene Himmelsraeder: NEHMEN	1	f69v	drei getrennte heterogene Himmelsraeder	P912-E2067	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0084	ch	PROSE_STREAM	1	RUNNING_RECIPE_CARD	CH	2	EREIGNISKONTEXT_WAEHLT_AUS_2_LESARTEN	2	f55v|f75r	große aromatische Doldenpflanze | großes Bad-/Stationsblatt mit dreieckiger Insel	P912-E0277|P912-E0826	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0085	cha	PROSE_STREAM	1	RUNNING_RECIPE_CARD	CH+A_ADDR	1	ABLAUF BEI F1R_TEXT_BLOCK_D: NEHMEN · [A_ADDR:STEUERUNG=HIER]	1	f1r	F1R_TEXT_BLOCK_D	G404-E0167	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0086	chady	PROSE_STREAM	1	ORDERED_INSTRUCTION_CARD	CH+A_ADDR+DY	1	ANWEISUNG BEI sichtbarer Prosablock 1 auf f66r ohne Gegenstandsbesitzer: NEHMEN · [A_ADDR:STEUERUNG=HIER] · [DY:STEUERUNG=SCHLUSS]	1	f66r	sichtbarer Prosablock 1 auf f66r ohne Gegenstandsbesitzer	G515-E0319	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0087	chaiin	PROSE_STREAM	1	ORDERED_INSTRUCTION_CARD|RUNNING_RECIPE_CARD	CH+AIIN	4	EREIGNISKONTEXT_WAEHLT_AUS_4_LESARTEN	8	f10r|f11r|f4r|f55v	abgebildete Ganzpflanze auf f4r | blühender dreikroniger Sodenstock | große aromatische Doldenpflanze | zweiknolliges blauköpfiges Heilkraut	P912-E0031|P912-E0117|P912-E0141|P912-E0260|G515-E0015|G515-E0022|G515-E0061|G515-E0062	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0088	chair	PROSE_STREAM	1	RUNNING_RECIPE_CARD	CH+AIR	1	ABLAUF BEI zweiknolliges blauköpfiges Heilkraut: NEHMEN · BAHN	1	f10r	zweiknolliges blauköpfiges Heilkraut	P912-E0014	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0089	chal	PROSE_STREAM	1	RUNNING_RECIPE_CARD	CH+AL	8	EREIGNISKONTEXT_WAEHLT_AUS_8_LESARTEN	8	f1r|f56r|f71v|f72r|f75r|f76r|f81v	F1R_TEXT_BLOCK_C | Tierkreis-Ringgruppe C | gemeinsames zweireihiges Badfeld | großes Bad-/Stationsblatt mit dreieckiger Insel | stachelköpfiges Kraut in mehreren Reifestufen | unbebilderter Textabschnitt A9 | unbebilderter Textabschnitt D | zweite lokale Figuren-/Sternringgruppe	G404-E0117|P912-E0336|P1003-E0611|P1008-E0186|P912-E0456|P1008-E0845|P1008-E1005|P912-E1110	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0090	chalaiin	PROSE_STREAM	1	RUNNING_RECIPE_CARD	AL+AIIN	1	ABLAUF BEI Tierkreis-Ringgruppe A: ZIELORT · WERT	1	f72r	Tierkreis-Ringgruppe A	P1008-E0108	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0091	chalaly	LOCAL_RECORD	1	ORDERED_INSTRUCTION_CARD	CH+AL+AL+Y	1	ANWEISUNG BEI Fischrad mit Stern tragenden Figuren: NEHMEN · ZIELORT · ZIELORT · POSTEN	1	f70v	Fischrad mit Stern tragenden Figuren	P912-E2305	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0092	chaldy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	CH+AL+Y	1	ABLAUF BEI Gefäß-/Pflanzenteilgruppe D: NEHMEN · ZIELORT · POSTEN	1	f89r	Gefäß-/Pflanzenteilgruppe D	P1008-E1197	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0093	chals	PROSE_STREAM	1	RUNNING_RECIPE_CARD	CH+AL+S	1	ABLAUF BEI F95V_WHOLE_PLANT: NEHMEN · ZIELORT · WÄHLEN	1	f95v	F95V_WHOLE_PLANT	G404-E0560	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0094	chaly	PROSE_STREAM	1	RUNNING_RECIPE_CARD	CH+AL+Y	2	EREIGNISKONTEXT_WAEHLT_AUS_2_LESARTEN	2	f76r|f88v	unbebilderter Textabschnitt B | zweite Gefaess-/Zutatengruppe	P1008-E0901|P1003-E0514	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0095	cham	PROSE_STREAM	1	RUNNING_RECIPE_CARD	CH+AM_ADDR	1	ABLAUF BEI Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: NEHMEN · [AM_ADDR:STEUERUNG=HIER]	1	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	P1003-E0116	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0096	chap	PROSE_STREAM	1	ORDERED_INSTRUCTION_CARD	CH+A_ADDR+P	1	ANWEISUNG BEI sichtbarer Prosablock 1 auf f66r ohne Gegenstandsbesitzer: NEHMEN · [A_ADDR:STEUERUNG=HIER] · EINSETZEN	1	f66r	sichtbarer Prosablock 1 auf f66r ohne Gegenstandsbesitzer	G515-E0303	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0097	char	LOCAL_RECORD	1	COORDINATE_OR_CATALOGUE_CARD|STAR_BEARING_RING_POSITION	AR	2	EREIGNISKONTEXT_WAEHLT_AUS_2_LESARTEN	3	f69v|f71v|f72r	Name oder Kennung fuer erste lokale Figuren-/Sternringgruppe | drei getrennte heterogene Himmelsraeder | lokale Kennung für Tierkreis-Ringgruppe A	P912-E2043|P1003-E0595|P1008-E0134	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0098	char	PROSE_STREAM	1	COORDINATE_OR_CATALOGUE_CARD|RUNNING_RECIPE_CARD	AR	6	EREIGNISKONTEXT_WAEHLT_AUS_6_LESARTEN	6	f10r|f1r|f20v|f75r|f82r|f95v	F1R_TEXT_BLOCK_C | F95V_WHOLE_PLANT | abgebildete Ganzpflanze auf f20v | großes Bad-/Stationsblatt mit dreieckiger Insel | mehrere getrennte Bad- und Leitungsstationen | zweiknolliges blauköpfiges Heilkraut	G404-E0111|P912-E0011|P912-E0602|P912-E1262|G404-E0594|G515-E0114	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0099	chary	PROSE_STREAM	1	RUNNING_RECIPE_CARD	AR+Y	1	ABLAUF BEI Variantenatlas lokaler Becken und Anwendungen: AUSGANG · POSTEN	1	f83r	Variantenatlas lokaler Becken und Anwendungen	P912-E1475	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0100	chas	PROSE_STREAM	1	RUNNING_RECIPE_CARD	CH+A_ADDR+S	1	ABLAUF BEI Tierkreis-Ringgruppe E: NEHMEN · [A_ADDR:STEUERUNG=HIER] · WÄHLEN	1	f72r	Tierkreis-Ringgruppe E	P1008-E0276	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0101	chcfhdy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	CH+O+CH+LOCAL_CHAR_F+Y	1	ABLAUF BEI unbebilderter Textabschnitt A0: NEHMEN · [O:STEUERUNG=AUSFÜHRUNG] · NEHMEN · [LOCAL_CHAR_F:STEUERUNG=HIER] · POSTEN	1	f76r	unbebilderter Textabschnitt A0	P1008-E0470	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0102	chchky	PROSE_STREAM	1	RUNNING_RECIPE_CARD	CH+K+Y	1	ABLAUF BEI Gefäß-/Pflanzenteilgruppe E: NEHMEN · GEBEN · POSTEN	1	f89r	Gefäß-/Pflanzenteilgruppe E	P1008-E1295	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0103	chchs	PROSE_STREAM	1	RUNNING_RECIPE_CARD	CH+CH+S	2	EREIGNISKONTEXT_WAEHLT_AUS_2_LESARTEN	2	f56r|f72r	Tierkreis-Ringgruppe F | stachelköpfiges Kraut in mehreren Reifestufen	P912-E0337|P1008-E0294	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0104	chckh	PROSE_STREAM	1	RUNNING_RECIPE_CARD	CH+K	1	ABLAUF BEI unbebilderter Textabschnitt A4: NEHMEN · GEBEN	1	f76r	unbebilderter Textabschnitt A4	P1008-E0628	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0105	chckhal	PROSE_STREAM	1	RUNNING_RECIPE_CARD	CH+CH+K+AL	1	ABLAUF BEI Variantenatlas lokaler Becken und Anwendungen: NEHMEN · NEHMEN · GEBEN · ZIELORT	1	f83r	Variantenatlas lokaler Becken und Anwendungen	P912-E1697	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0106	chckhdy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	CH+CH+K+D_ADDR+Y	2	EREIGNISKONTEXT_WAEHLT_AUS_2_LESARTEN	2	f55v|f83r	Variantenatlas lokaler Becken und Anwendungen | große aromatische Doldenpflanze	P912-E0252|P912-E1597	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0107	chckhedy	PROSE_STREAM	1	ORDERED_INSTRUCTION_CARD	CH+CH+K+E+DY	1	ANWEISUNG BEI sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer: NEHMEN · NEHMEN · GEBEN · [E:STEUERUNG=GRAD I] · [DY:STEUERUNG=SCHLUSS]	1	f66r	sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer	G515-E0516	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0108	chckheed	PROSE_STREAM	1	RUNNING_RECIPE_CARD	CH+CH+K+E+Y	1	ABLAUF BEI unbebilderter Textabschnitt A4: NEHMEN · NEHMEN · GEBEN · [E:STEUERUNG=GRAD I] · POSTEN	1	f76r	unbebilderter Textabschnitt A4	P1008-E0611	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0109	chckhey	PROSE_STREAM	1	RUNNING_RECIPE_CARD	CH+CH+K+E+Y	3	EREIGNISKONTEXT_WAEHLT_AUS_3_LESARTEN	3	f76r|f77r|f82r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen | mehrere getrennte Bad- und Leitungsstationen | unbebilderter Textabschnitt A3	P1008-E0591|P1003-E0263|P912-E1379	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0110	chckho	PROSE_STREAM	1	RUNNING_RECIPE_CARD	CH+K+O	1	ABLAUF BEI abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen: NEHMEN · GEBEN · [O:STEUERUNG=AUSFÜHRUNG]	1	f17r	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	P1003-E0061	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0111	chckhol	PROSE_STREAM	1	RUNNING_RECIPE_CARD	CH+K+OL	1	ABLAUF BEI große abgebildete Blütenpflanze: NEHMEN · GEBEN · FORTSETZEN	1	f18r	große abgebildete Blütenpflanze	P1008-E0068	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0112	chckhy	PROSE_STREAM	1	ORDERED_INSTRUCTION_CARD|RUNNING_RECIPE_CARD	CH+K+Y	17	EREIGNISKONTEXT_WAEHLT_AUS_17_LESARTEN	25	f13r|f18r|f55v|f66r|f72r|f75r|f76r|f77r|f81v|f82r|f88v|f89r|f95v	F95V_WHOLE_PLANT | Gefäß-/Pflanzenteilgruppe E | Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen | Tierkreis-Ringgruppe C | erste Gefaess-/Zutatengruppe | gemeinsames zweireihiges Badfeld | große Wurzelkrone mit Blatt und Blütenstand | große abgebildete Blütenpflanze | große aromatische Doldenpflanze | großes Bad-/Stationsblatt mit dreieckiger Insel | mehrere getrennte Bad- und Leitungsstationen | sichtbarer Prosablock 1 auf f66r ohne Gegenstandsbesitzer | unbebilderter Textabschnitt A3 | unbebilderter Textabschnitt A5 | unbebilderter Textabschnitt A6 | unbebilderter Textabschnitt A8 | unbebilderter Textabschnitt C	P912-E0201|P1008-E0007|P912-E0231|P1008-E0189|P912-E0506|P912-E0523|P912-E0564|P912-E0719|P1008-E0572|P1008-E0658|P1008-E0681|P1008-E0705|P1008-E0793|P1008-E0823|P1008-E0928|P1008-E0940|P1003-E0270|P912-E0903|P912-E0926|P912-E1027|P912-E1133|P1003-E0441|P1008-E1274|G404-E0536|G515-E0327	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0113	chcphdy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	CH+CH+P+Y	1	ABLAUF BEI unbebilderter Textabschnitt A0: NEHMEN · NEHMEN · EINSETZEN · POSTEN	1	f76r	unbebilderter Textabschnitt A0	P1008-E0474	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0114	chcphedy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	CH+CH+P+E+DY	1	ABLAUF BEI unbebilderter Textabschnitt A2: NEHMEN · NEHMEN · EINSETZEN · [E:STEUERUNG=GRAD I] · [DY:STEUERUNG=SCHLUSS]	1	f76r	unbebilderter Textabschnitt A2	P1008-E0552	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0115	chcpheor	PROSE_STREAM	1	ORDERED_INSTRUCTION_CARD	CH+CH+P+E+OR	1	ANWEISUNG BEI sichtbarer Prosablock 1 auf f66r ohne Gegenstandsbesitzer: NEHMEN · NEHMEN · EINSETZEN · [E:STEUERUNG=GRAD I] · EINHEIT	1	f66r	sichtbarer Prosablock 1 auf f66r ohne Gegenstandsbesitzer	G515-E0333	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0116	chcphey	PROSE_STREAM	1	RUNNING_RECIPE_CARD	CH+CH+P+E+Y	2	EREIGNISKONTEXT_WAEHLT_AUS_2_LESARTEN	2	f77r|f81r	F81R_UPPER_POOL | Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	P1003-E0327|G404-E0361	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0117	chcphy	PROSE_STREAM	1	ORDERED_INSTRUCTION_CARD|RUNNING_RECIPE_CARD	CH+CH+P+Y	3	EREIGNISKONTEXT_WAEHLT_AUS_3_LESARTEN	3	f20v|f24v|f76r	F24V_WHOLE_PLANT | abgebildete Ganzpflanze auf f20v | unbebilderter Textabschnitt A0	G404-E0219|P1008-E0473|G515-E0106	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0118	chcth	PROSE_STREAM	1	RUNNING_RECIPE_CARD	CH+CH+T	1	ABLAUF BEI F24V_WHOLE_PLANT: NEHMEN · NEHMEN · EINSTELLEN	1	f24v	F24V_WHOLE_PLANT	G404-E0240	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0119	chcthal	PROSE_STREAM	1	RUNNING_RECIPE_CARD	CH+T+AL	1	ABLAUF BEI große abgebildete Blütenpflanze: NEHMEN · EINSTELLEN · ZIELORT	1	f18r	große abgebildete Blütenpflanze	P1008-E0058	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0120	chcthdy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	CH+CH+T+D_ADDR+Y	1	ABLAUF BEI Variantenatlas lokaler Becken und Anwendungen: NEHMEN · NEHMEN · EINSTELLEN · [D_ADDR:STEUERUNG=HIER] · POSTEN	1	f83r	Variantenatlas lokaler Becken und Anwendungen	P912-E1707	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0121	chcthedy	PROSE_STREAM	1	ORDERED_INSTRUCTION_CARD|RUNNING_RECIPE_CARD	CH+CH+T+E+DY	2	EREIGNISKONTEXT_WAEHLT_AUS_2_LESARTEN	2	f66r|f75r	großes Bad-/Stationsblatt mit dreieckiger Insel | sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer	P912-E0743|G515-E0496	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0122	chcthey	PROSE_STREAM	1	RUNNING_RECIPE_CARD	CH+CH+T+E+Y	1	ABLAUF BEI mehrere getrennte Bad- und Leitungsstationen: NEHMEN · NEHMEN · EINSTELLEN · [E:STEUERUNG=GRAD I] · POSTEN	1	f82r	mehrere getrennte Bad- und Leitungsstationen	P912-E1344	INVARIANT_PROSE_SURFACE_RECIPE
