candidate_recipe	current_status	source_neighbor_count	factor_gate_status	scope_selector_rules	portable_factor_rules	amber_factor_rules	blocked_factor_rules	factor_gate_is_occurrence_prediction
AIN+AL+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	OWNER_CONTEXT|AL_AR_ORDERED_FALLBACK|OWNER_CONTEXT	FOCUS:OWNER<-AIN|FOCUS:OWNER<-AL|FOCUS:OWNER<-Y	NONE	NONE	NO
AIN+AR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	OWNER_CONTEXT|AL_AR_ORDERED_FALLBACK	FOCUS:OWNER<-AIN|FOCUS:OWNER<-AR	NONE	NONE	NO
AIN+CH+AIR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|L_AIR_RIGHT_FALLBACK	FOCUS:CH<-AIN|FOCUS:CH<-AIR	NONE	NONE	NO
AIN+CH+E+O	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-AIN|FOCUS:CH<-E	NONE	NONE	NO
AIN+CH+E+O+D_ADDR+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-AIN|FOCUS:CH<-E|FOCUS:CH<-Y	NONE	NONE	NO
AIN+CH+E+O+L	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|L_AIR_RIGHT_FALLBACK	FOCUS:CH<-AIN|FOCUS:CH<-E|FOCUS:CH<-L	NONE	NONE	NO
AIN+CH+E+O+R	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-AIN|FOCUS:CH<-E	NONE	NONE	NO
AIN+CH+K	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-AIN|PAIR:CH>K	NONE	NONE	NO
AIN+CH+K+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-AIN|FOCUS:K<-Y|PAIR:CH>K	NONE	NONE	NO
AIN+CH+O	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-AIN	NONE	NONE	NO
AIN+CH+O+CH+P+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-AIN|FOCUS:P<-Y|PAIR:CH>P	NONE	NONE	NO
AIN+CH+O+D_ADDR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-AIN	NONE	NONE	NO
AIN+CH+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-AIN|FOCUS:CH<-OR	NONE	NONE	NO
AIN+CHD+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-AIN|FOCUS:CHD<-Y	NONE	NONE	NO
AIN+DA+AM_ADDR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	OWNER_CONTEXT	FOCUS:OWNER<-AIN	NONE	NONE	NO
AIN+DY	ABSENT	1	STOP__UNLICENSED_FACTOR	OWNER_CONTEXT	FOCUS:OWNER<-AIN	NONE	CLOSE:NO_ACTIVE_ACTION	NO
AIN+DY+D_LABEL	ABSENT	1	STOP__UNLICENSED_FACTOR	OWNER_CONTEXT	FOCUS:OWNER<-AIN	NONE	CLOSE:NO_ACTIVE_ACTION	NO
AIN+D_ADDR+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	OWNER_CONTEXT|OWNER_CONTEXT	FOCUS:OWNER<-AIN|FOCUS:OWNER<-AIIN	NONE	NONE	NO
AIN+D_ADDR+AIR	ABSENT	1	FACTOR_AMBER_LOCAL_APPENDIX	OWNER_CONTEXT|L_AIR_RIGHT_FALLBACK	FOCUS:OWNER<-AIN	FOCUS:OWNER<-AIR	NONE	NO
AIN+D_ADDR+AR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	OWNER_CONTEXT|AL_AR_ORDERED_FALLBACK	FOCUS:OWNER<-AIN|FOCUS:OWNER<-AR	NONE	NONE	NO
AIN+D_ADDR+AR+A_ADDR+LOCAL_CHAR_I+SH+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-AIN|FOCUS:SH<-AR|FOCUS:SH<-Y	NONE	NONE	NO
AIN+D_ADDR+CH+O+S	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-AIN	NONE	NONE	NO
AIN+D_ADDR+O+IIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	OWNER_CONTEXT	FOCUS:OWNER<-AIN	NONE	NONE	NO
AIN+D_ADDR+OL+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	OWNER_CONTEXT|OWNER_CONTEXT	FOCUS:OWNER<-AIN|FOCUS:OWNER<-Y	NONE	NONE	NO
AIN+E+K+EE+S	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-AIN|FOCUS:K<-E|FOCUS:K<-EE	NONE	NONE	NO
AIN+K	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:K<-AIN	NONE	NONE	NO
AIN+K+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-AIN|FOCUS:K<-AIIN	NONE	NONE	NO
AIN+K+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-AIN|FOCUS:K<-AIN	NONE	NONE	NO
AIN+K+AIR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|L_AIR_RIGHT_FALLBACK	FOCUS:K<-AIN|FOCUS:K<-AIR	NONE	NONE	NO
AIN+K+AL	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|AL_AR_ORDERED_FALLBACK	FOCUS:K<-AIN|FOCUS:K<-AL	NONE	NONE	NO
AIN+K+AL+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-AIN|FOCUS:K<-AL|FOCUS:K<-Y	NONE	NONE	NO
AIN+K+AN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:K<-AIN	NONE	NONE	NO
AIN+K+AR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|AL_AR_ORDERED_FALLBACK	FOCUS:K<-AIN|FOCUS:K<-AR	NONE	NONE	NO
AIN+K+A_ADDR+K+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-AIN|FOCUS:K<-Y	NONE	NONE	NO
AIN+K+CH+E+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-AIN|FOCUS:CH<-E|FOCUS:CH<-Y|PAIR:K>CH	NONE	NONE	NO
AIN+K+CH+O	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:K<-AIN|PAIR:K>CH	NONE	NONE	NO
AIN+K+CH+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-AIN|FOCUS:CH<-OR|PAIR:K>CH	NONE	NONE	NO
AIN+K+CH+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-AIN|FOCUS:CH<-Y|PAIR:K>CH	NONE	NONE	NO
AIN+K+CHD+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-AIN|FOCUS:CHD<-Y|PAIR:K>CHD	NONE	NONE	NO
AIN+K+E+DA+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-AIN|FOCUS:K<-E|FOCUS:K<-Y	NONE	NONE	NO
AIN+K+E+DY	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-AIN|FOCUS:K<-E|CLOSE:K	NONE	NONE	NO
AIN+K+E+O	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-AIN|FOCUS:K<-E	NONE	NONE	NO
AIN+K+E+O+DY	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-AIN|FOCUS:K<-E|CLOSE:K	NONE	NONE	NO
AIN+K+E+O+D_ADDR+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-AIN|FOCUS:K<-E|FOCUS:K<-AIN	NONE	NONE	NO
AIN+K+E+OL+OL	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-AIN|FOCUS:K<-E	NONE	NONE	NO
AIN+K+E+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-AIN|FOCUS:K<-E|FOCUS:K<-OR	NONE	NONE	NO
AIN+K+E+SH+E+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-AIN|FOCUS:K<-E|FOCUS:SH<-E|FOCUS:SH<-Y	NONE	NONE	NO
AIN+K+EE+D_ADDR+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-AIN|FOCUS:K<-EE|FOCUS:K<-Y	NONE	NONE	NO
AIN+K+EE+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-AIN|FOCUS:K<-EE|FOCUS:K<-OR	NONE	NONE	NO
AIN+K+EE+S+AN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-AIN|FOCUS:K<-EE	NONE	NONE	NO
AIN+K+EE+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-AIN|FOCUS:K<-EE|FOCUS:K<-Y	NONE	NONE	NO
AIN+K+EEE+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-AIN|FOCUS:K<-EEE|FOCUS:K<-Y	NONE	NONE	NO
AIN+K+O+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-AIN|FOCUS:K<-AIIN	NONE	NONE	NO
AIN+K+OL	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:K<-AIN	NONE	NONE	NO
AIN+K+OL+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-AIN|FOCUS:K<-Y	NONE	NONE	NO
AIN+K+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-AIN|FOCUS:K<-OR	NONE	NONE	NO
AIN+K+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-AIN|FOCUS:K<-Y	NONE	NONE	NO
AIN+K+Y+CH+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-AIN|FOCUS:K<-Y|FOCUS:CH<-Y	NONE	NONE	NO
AIN+L	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	OWNER_CONTEXT|L_AIR_RIGHT_FALLBACK	FOCUS:OWNER<-AIN|FOCUS:OWNER<-L	NONE	NONE	NO
AIN+LOCAL_CHAR_F+OL+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	OWNER_CONTEXT|OWNER_CONTEXT	FOCUS:OWNER<-AIN|FOCUS:OWNER<-AIIN	NONE	NONE	NO
AIN+LOCAL_CHAR_I+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	OWNER_CONTEXT|OWNER_CONTEXT	FOCUS:OWNER<-AIN|FOCUS:OWNER<-AIIN	NONE	NONE	NO
AIN+O	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	OWNER_CONTEXT	FOCUS:OWNER<-AIN	NONE	NONE	NO
AIN+O+AR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	OWNER_CONTEXT|AL_AR_ORDERED_FALLBACK	FOCUS:OWNER<-AIN|FOCUS:OWNER<-AR	NONE	NONE	NO
AIN+O+DY	ABSENT	1	STOP__UNLICENSED_FACTOR	OWNER_CONTEXT	FOCUS:OWNER<-AIN	NONE	CLOSE:NO_ACTIVE_ACTION	NO
AIN+OK+E+O+D_ADDR+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:OK<-AIN|FOCUS:OK<-E|FOCUS:OK<-Y	NONE	NONE	NO
AIN+OK+EE+OL	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:OK<-AIN|FOCUS:OK<-EE	NONE	NONE	NO
AIN+OL	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	OWNER_CONTEXT	FOCUS:OWNER<-AIN	NONE	NONE	NO
AIN+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	OWNER_CONTEXT|OWNER_CONTEXT	FOCUS:OWNER<-AIN|FOCUS:OWNER<-OR	NONE	NONE	NO
AIN+P+AIR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|L_AIR_RIGHT_FALLBACK	FOCUS:P<-AIN|FOCUS:P<-AIR	NONE	NONE	NO
AIN+P+CH	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:P<-AIN|PAIR:P>CH	NONE	NONE	NO
AIN+P+CH+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:P<-AIN|FOCUS:CH<-Y|PAIR:P>CH	NONE	NONE	NO
AIN+P+O+D_ADDR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:P<-AIN	NONE	NONE	NO
AIN+SH+E+DY	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-AIN|FOCUS:SH<-E|CLOSE:SH	NONE	NONE	NO
AIN+SH+E+O+D_ADDR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-AIN|FOCUS:SH<-E	NONE	NONE	NO
AIN+SH+E+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-AIN|FOCUS:SH<-E|FOCUS:SH<-OR	NONE	NONE	NO
AIN+SH+E+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-AIN|FOCUS:SH<-E|FOCUS:SH<-Y	NONE	NONE	NO
AIN+SH+EE+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-AIN|FOCUS:SH<-EE|FOCUS:SH<-Y	NONE	NONE	NO
AIN+SH+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-AIN|FOCUS:SH<-OR	NONE	NONE	NO
AIN+T	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:T<-AIN	NONE	NONE	NO
AIN+T+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:T<-AIN|FOCUS:T<-AIIN	NONE	NONE	NO
AIN+T+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:T<-AIN|FOCUS:T<-AIN	NONE	NONE	NO
AIN+T+AL	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|AL_AR_ORDERED_FALLBACK	FOCUS:T<-AIN|FOCUS:T<-AL	NONE	NONE	NO
AIN+T+AL+CH+O+S	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|AL_AR_ORDERED_FALLBACK	FOCUS:T<-AIN|FOCUS:T<-AL	NONE	NONE	NO
AIN+T+AR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|AL_AR_ORDERED_FALLBACK	FOCUS:T<-AIN|FOCUS:T<-AR	NONE	NONE	NO
AIN+T+A_ADDR+S+AL	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|AL_AR_ORDERED_FALLBACK	FOCUS:T<-AIN|FOCUS:S<-AL	NONE	NONE	NO
AIN+T+CHD+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:T<-AIN|FOCUS:CHD<-Y|PAIR:T>CHD	NONE	NONE	NO
AIN+T+E+DY	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:T<-AIN|FOCUS:T<-E|CLOSE:T	NONE	NONE	NO
AIN+T+E+O+DY	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:T<-AIN|FOCUS:T<-E|CLOSE:T	NONE	NONE	NO
AIN+T+E+O+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:T<-AIN|FOCUS:T<-E|FOCUS:T<-OR	NONE	NONE	NO
AIN+T+E+O+S_ADDR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:T<-AIN|FOCUS:T<-E	NONE	NONE	NO
AIN+T+EE+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:T<-AIN|FOCUS:T<-EE|FOCUS:T<-Y	NONE	NONE	NO
AIN+T+O	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:T<-AIN	NONE	NONE	NO
AIN+T+O+DY	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:T<-AIN|CLOSE:T	NONE	NONE	NO
AIN+T+O+E+O+P+CH+E+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:T<-AIN|FOCUS:T<-E|FOCUS:CH<-E|FOCUS:CH<-Y|PAIR:P>CH	NONE	NONE	NO
AIN+T+O+IIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:T<-AIN	NONE	NONE	NO
AIN+T+OK+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:T<-AIN|FOCUS:OK<-Y|PAIR:T>OK	NONE	NONE	NO
AIN+T+OL	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:T<-AIN	NONE	NONE	NO
AIN+T+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:T<-AIN|FOCUS:T<-OR	NONE	NONE	NO
AIN+T+SH+E+DY	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:T<-AIN|FOCUS:SH<-E|PAIR:T>SH|CLOSE:SH	NONE	NONE	NO
AIN+T+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:T<-AIN|FOCUS:T<-Y	NONE	NONE	NO
AIN+Y	ABSENT	3	FACTOR_GREEN_CROSS_PAGE	OWNER_CONTEXT|OWNER_CONTEXT	FOCUS:OWNER<-AIN|FOCUS:OWNER<-Y	NONE	NONE	NO
AIR	OBSERVED	3	FACTOR_AMBER_LOCAL_APPENDIX	L_AIR_RIGHT_FALLBACK	NONE	FOCUS:OWNER<-AIR	NONE	NO
AIR+AIIN	ABSENT	3	FACTOR_AMBER_LOCAL_APPENDIX	L_AIR_RIGHT_FALLBACK|OWNER_CONTEXT	FOCUS:OWNER<-AIIN	FOCUS:OWNER<-AIR	NONE	NO
AIR+AIIN+DY	ABSENT	1	STOP__UNLICENSED_FACTOR	L_AIR_RIGHT_FALLBACK|OWNER_CONTEXT	FOCUS:OWNER<-AIIN	FOCUS:OWNER<-AIR	CLOSE:NO_ACTIVE_ACTION	NO
AIR+AIIN+LOCAL_CHAR_I	ABSENT	1	FACTOR_AMBER_LOCAL_APPENDIX	L_AIR_RIGHT_FALLBACK|OWNER_CONTEXT	FOCUS:OWNER<-AIIN	FOCUS:OWNER<-AIR	NONE	NO
AIR+AIN	ABSENT	1	FACTOR_AMBER_LOCAL_APPENDIX	L_AIR_RIGHT_FALLBACK|OWNER_CONTEXT	FOCUS:OWNER<-AIN	FOCUS:OWNER<-AIR	NONE	NO
AIR+AIN+DY	ABSENT	1	STOP__UNLICENSED_FACTOR	L_AIR_RIGHT_FALLBACK|OWNER_CONTEXT	FOCUS:OWNER<-AIN	FOCUS:OWNER<-AIR	CLOSE:NO_ACTIVE_ACTION	NO
AIR+AL	ABSENT	2	FACTOR_AMBER_LOCAL_APPENDIX	L_AIR_RIGHT_FALLBACK|AL_AR_ORDERED_FALLBACK	FOCUS:OWNER<-AL	FOCUS:OWNER<-AIR	NONE	NO
AIR+AL+OR	ABSENT	1	FACTOR_AMBER_LOCAL_APPENDIX	L_AIR_RIGHT_FALLBACK|AL_AR_ORDERED_FALLBACK|OWNER_CONTEXT	FOCUS:OWNER<-AL|FOCUS:OWNER<-OR	FOCUS:OWNER<-AIR	NONE	NO
AIR+AR	ABSENT	1	FACTOR_AMBER_LOCAL_APPENDIX	L_AIR_RIGHT_FALLBACK|AL_AR_ORDERED_FALLBACK	FOCUS:OWNER<-AR	FOCUS:OWNER<-AIR	NONE	NO
AIR+CH	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK	FOCUS:CH<-AIR	NONE	NONE	NO
AIR+CH+CH+P+E+DY	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-AIR|FOCUS:P<-E|PAIR:CH>CH|PAIR:CH>P|CLOSE:P	NONE	NONE	NO
AIR+CH+E+AR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|AL_AR_ORDERED_FALLBACK	FOCUS:CH<-AIR|FOCUS:CH<-E|FOCUS:CH<-AR	NONE	NONE	NO
AIR+CH+EE+D_ADDR+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-AIR|FOCUS:CH<-EE|FOCUS:CH<-Y	NONE	NONE	NO
AIR+CH+EE+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-AIR|FOCUS:CH<-EE|FOCUS:CH<-OR	NONE	NONE	NO
