event_ordinal	occurrence_id	source_selector	physical_folio	locus	token_index	token_count	distance_from_end	distance_cell	position_class	position4	masked_target	stem	terminal	left_context	right_context	left_context_sensitivity	right_context_sensitivity	paired_neighbour	direct_388	population	page_fold	stem_fold	semantic_export_credit
111	GDT800-O0111	f103r	f103r	f103r.22	4	12	8	5	INTERNAL	EARLIER	shda{l|m}	shda	l	shckhody	qokeedy	shckhody	qokeedy	0	0	CACHE_REST_3749	0	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
112	GDT800-O0112	f103r	f103r	f103r.23	5	5	0	0	FINAL	FINAL	sho{l|m}	sho	l	chckhy	NONE	chckhy	NONE	0	0	CACHE_REST_3749	0	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
113	GDT800-O0113	f103r	f103r	f103r.24	2	12	10	5	INTERNAL	EARLIER	okea{l|m}	okea	l	tchoky	shedy	tchoky	shedy	0	0	CACHE_REST_3749	0	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
114	GDT800-O0114	f103r	f103r	f103r.24	4	12	8	5	INTERNAL	EARLIER	qoka{l|m}	qoka	l	shedy	oty	shedy	oty	0	0	CACHE_REST_3749	0	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
115	GDT800-O0115	f103r	f103r	f103r.25	7	12	5	5	INTERNAL	EARLIER	cheda{l|m}	cheda	l	kain	okeeey	kain	okeeey	0	0	CACHE_REST_3749	0	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
116	GDT800-O0116	f103r	f103r	f103r.25	12	12	0	0	FINAL	FINAL	o{l|m}	o	l	oteey	NONE	oteey	NONE	0	0	CACHE_REST_3749	0	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
117	GDT800-O0117	f103r	f103r	f103r.28	9	11	2	2	INTERNAL	EARLIER	o{l|m}	o	l	ain	cheey	ain	cheey	0	0	CACHE_REST_3749	0	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
118	GDT800-O0118	f103r	f103r	f103r.29	5	6	1	1	INTERNAL	PENULTIMATE	cha{l|m}	cha	l	qokeey	chedy	qokeey	chedy	0	0	CACHE_REST_3749	0	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
119	GDT800-O0119	f103r	f103r	f103r.3	8	14	6	5	INTERNAL	EARLIER	oro{l|m}	oro	l	or	okaiin	or	okaiin	0	0	CACHE_REST_3749	0	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
120	GDT800-O0120	f103r	f103r	f103r.3	14	14	0	0	FINAL	FINAL	cha{l|m}	cha	l	otar	NONE	otar	NONE	0	0	CACHE_REST_3749	0	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
121	GDT800-O0121	f103r	f103r	f103r.31	2	11	9	5	INTERNAL	EARLIER	cho{l|m}	cho	l	soiin	kaiin	soiin	kaiin	0	0	CACHE_REST_3749	0	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
122	GDT800-O0122	f103r	f103r	f103r.31	4	11	7	5	INTERNAL	EARLIER	cha{l|m}	cha	l	kaiin	okaiin	kaiin	okaiin	0	0	CACHE_REST_3749	0	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
123	GDT800-O0123	f103r	f103r	f103r.31	7	11	4	4	INTERNAL	EARLIER	qoka{l|m}	qoka	l	shckhy	shdar	shckhy	shdar	0	0	CACHE_REST_3749	0	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
124	GDT800-O0124	f103r	f103r	f103r.32	4	8	4	4	INTERNAL	EARLIER	qoka{l|m}	qoka	l	qokedy	shety	qokedy	shety	0	0	CACHE_REST_3749	0	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
125	GDT800-O0125	f103r	f103r	f103r.33	6	11	5	5	INTERNAL	EARLIER	qoka{l|m}	qoka	l	choldy	y	choldy	y	0	0	CACHE_REST_3749	0	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
126	GDT800-O0126	f103r	f103r	f103r.35	6	10	4	4	INTERNAL	EARLIER	sheo{l|m}	sheo	l	kain	shedain	kain	shedain	0	0	CACHE_REST_3749	0	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
127	GDT800-O0127	f103r	f103r	f103r.39	4	6	2	2	INTERNAL	EARLIER	qota{l|m}	qota	l	lsheey	shedy	lsheey	shedy	0	0	CACHE_REST_3749	0	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
128	GDT800-O0128	f103r	f103r	f103r.4	7	9	2	2	INTERNAL	EARLIER	o{l|m}	o	l	chdar	loty	chdar	loty	0	0	CACHE_REST_3749	0	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
129	GDT800-O0129	f103r	f103r	f103r.40	4	10	6	5	INTERNAL	EARLIER	sheo{l|m}	sheo	l	shckhy	shodyol	shckhy	shodyol	0	0	CACHE_REST_3749	0	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
130	GDT800-O0130	f103r	f103r	f103r.40	10	10	0	0	FINAL	FINAL	ota{l|m}	ota	m	lotar	NONE	lotar	NONE	0	0	CACHE_REST_3749	0	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
131	GDT800-O0131	f103r	f103r	f103r.41	1	13	12	5	FIRST	EARLIER	cheo{l|m}	cheo	l	NONE	sheeey	NONE	sheeey	0	0	CACHE_REST_3749	0	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
132	GDT800-O0132	f103r	f103r	f103r.41	4	13	9	5	INTERNAL	EARLIER	oteea{l|m}	oteea	l	qotey	oteedy	qotey	oteedy	0	0	CACHE_REST_3749	0	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
133	GDT800-O0133	f103r	f103r	f103r.41	12	13	1	1	INTERNAL	PENULTIMATE	qoka{l|m}	qoka	l	qokeedy	dal	qokeedy	NONE	1	0	CACHE_REST_3749	0	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
134	GDT800-O0134	f103r	f103r	f103r.41	13	13	0	0	FINAL	FINAL	da{l|m}	da	l	qokal	NONE	NONE	NONE	1	0	CACHE_REST_3749	0	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
135	GDT800-O0135	f103r	f103r	f103r.42	2	4	2	2	INTERNAL	EARLIER	sheo{l|m}	sheo	l	tshey	cheolshy	tshey	cheolshy	0	0	CACHE_REST_3749	0	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
136	GDT800-O0136	f103r	f103r	f103r.43	2	11	9	5	INTERNAL	EARLIER	chea{l|m}	chea	l	tar	ol	tar	NONE	1	0	CACHE_REST_3749	0	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
137	GDT800-O0137	f103r	f103r	f103r.43	3	11	8	5	INTERNAL	EARLIER	o{l|m}	o	l	cheal	sheey	NONE	sheey	1	0	CACHE_REST_3749	0	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
138	GDT800-O0138	f103r	f103r	f103r.43	5	11	6	5	INTERNAL	EARLIER	qota{l|m}	qota	l	sheey	sheal	sheey	NONE	1	0	CACHE_REST_3749	0	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
139	GDT800-O0139	f103r	f103r	f103r.43	6	11	5	5	INTERNAL	EARLIER	shea{l|m}	shea	l	qotal	qokal	NONE	NONE	1	0	CACHE_REST_3749	0	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
140	GDT800-O0140	f103r	f103r	f103r.43	7	11	4	4	INTERNAL	EARLIER	qoka{l|m}	qoka	l	sheal	sheedy	NONE	sheedy	1	0	CACHE_REST_3749	0	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
141	GDT800-O0141	f103r	f103r	f103r.44	4	5	1	1	INTERNAL	PENULTIMATE	shea{l|m}	shea	l	shey	otshedy	shey	otshedy	0	0	CACHE_REST_3749	0	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
142	GDT800-O0142	f103r	f103r	f103r.45	3	10	7	5	INTERNAL	EARLIER	sho{l|m}	sho	l	qokeedy	shedar	qokeedy	shedar	0	0	CACHE_REST_3749	0	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
143	GDT800-O0143	f103r	f103r	f103r.46	1	11	10	5	FIRST	EARLIER	cho{l|m}	cho	l	NONE	keey	NONE	keey	0	0	CACHE_REST_3749	0	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
144	GDT800-O0144	f103r	f103r	f103r.46	4	11	7	5	INTERNAL	EARLIER	cheo{l|m}	cheo	l	qokeey	chorol	qokeey	chorol	0	0	CACHE_REST_3749	0	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
145	GDT800-O0145	f103r	f103r	f103r.46	9	11	2	2	INTERNAL	EARLIER	o{l|m}	o	l	qokeey	loiin	qokeey	loiin	0	0	CACHE_REST_3749	0	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
146	GDT800-O0146	f103r	f103r	f103r.48	9	9	0	0	FINAL	FINAL	sa{l|m}	sa	m	kchy	NONE	kchy	NONE	0	0	CACHE_REST_3749	0	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
147	GDT800-O0147	f103r	f103r	f103r.49	5	13	8	5	INTERNAL	EARLIER	o{l|m}	o	l	l	sheed	l	sheed	0	0	CACHE_REST_3749	0	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
148	GDT800-O0148	f103r	f103r	f103r.49	8	13	5	5	INTERNAL	EARLIER	sheo{l|m}	sheo	l	qokeey	qokeedy	qokeey	qokeedy	0	0	CACHE_REST_3749	0	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
149	GDT800-O0149	f103r	f103r	f103r.49	13	13	0	0	FINAL	FINAL	a{l|m}	a	m	leeesain	NONE	leeesain	NONE	0	0	CACHE_REST_3749	0	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
150	GDT800-O0150	f103r	f103r	f103r.6	13	13	0	0	FINAL	FINAL	a{l|m}	a	m	san	NONE	san	NONE	0	0	CACHE_REST_3749	0	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
151	GDT800-O0151	f103r	f103r	f103r.7	8	9	1	1	INTERNAL	PENULTIMATE	o{l|m}	o	l	qoedy	shedy	qoedy	shedy	0	0	CACHE_REST_3749	0	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
152	GDT800-O0152	f103r	f103r	f103r.9	3	14	11	5	INTERNAL	EARLIER	chea{l|m}	chea	l	ar	okeey	ar	okeey	0	0	CACHE_REST_3749	0	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
153	GDT800-O0153	f103v	f103v	f103v.1	12	12	0	0	FINAL	FINAL	da{l|m}	da	l	shedy	NONE	shedy	NONE	0	0	CACHE_REST_3749	2	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
154	GDT800-O0154	f103v	f103v	f103v.11	4	5	1	1	INTERNAL	PENULTIMATE	qoka{l|m}	qoka	l	qoky	shed	qoky	shed	0	0	CACHE_REST_3749	2	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
155	GDT800-O0155	f103v	f103v	f103v.12	1	13	12	5	FIRST	EARLIER	sa{l|m}	sa	l	NONE	sheal	NONE	NONE	1	0	CACHE_REST_3749	2	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
156	GDT800-O0156	f103v	f103v	f103v.12	2	13	11	5	INTERNAL	EARLIER	shea{l|m}	shea	l	sal	shedy	NONE	shedy	1	0	CACHE_REST_3749	2	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
157	GDT800-O0157	f103v	f103v	f103v.12	7	13	6	5	INTERNAL	EARLIER	o{l|m}	o	l	l	shedy	l	shedy	0	0	CACHE_REST_3749	2	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
158	GDT800-O0158	f103v	f103v	f103v.12	13	13	0	0	FINAL	FINAL	opala{l|m}	opala	m	sheedy	NONE	sheedy	NONE	0	0	CACHE_REST_3749	2	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
159	GDT800-O0159	f103v	f103v	f103v.14	2	12	10	5	INTERNAL	EARLIER	sheo{l|m}	sheo	l	teeol	sho	teeol	sho	0	0	CACHE_REST_3749	2	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
160	GDT800-O0160	f103v	f103v	f103v.14	12	12	0	0	FINAL	FINAL	ota{l|m}	ota	m	aiin	NONE	aiin	NONE	0	0	CACHE_REST_3749	2	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
161	GDT800-O0161	f103v	f103v	f103v.16	7	8	1	1	INTERNAL	PENULTIMATE	o{l|m}	o	l	otain	kedy	otain	kedy	0	0	CACHE_REST_3749	2	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
162	GDT800-O0162	f103v	f103v	f103v.17	7	11	4	4	INTERNAL	EARLIER	qoka{l|m}	qoka	l	shedy	ol	shedy	NONE	1	0	CACHE_REST_3749	2	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
163	GDT800-O0163	f103v	f103v	f103v.17	8	11	3	3	INTERNAL	EARLIER	o{l|m}	o	l	qokal	char	NONE	char	1	0	CACHE_REST_3749	2	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
164	GDT800-O0164	f103v	f103v	f103v.17	10	11	1	1	INTERNAL	PENULTIMATE	ota{l|m}	ota	l	char	opchedy	char	opchedy	0	0	CACHE_REST_3749	2	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
165	GDT800-O0165	f103v	f103v	f103v.18	2	10	8	5	INTERNAL	EARLIER	o{l|m}	o	l	yshear	oqaiin	yshear	oqaiin	0	0	CACHE_REST_3749	2	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
166	GDT800-O0166	f103v	f103v	f103v.2	3	11	8	5	INTERNAL	EARLIER	qoka{l|m}	qoka	l	shey	shedy	shey	shedy	0	0	CACHE_REST_3749	2	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
167	GDT800-O0167	f103v	f103v	f103v.20	8	11	3	3	INTERNAL	EARLIER	qota{l|m}	qota	l	okain	shedy	okain	shedy	0	0	CACHE_REST_3749	2	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
168	GDT800-O0168	f103v	f103v	f103v.21	2	10	8	5	INTERNAL	EARLIER	sha{l|m}	sha	l	tokain	qokeed	tokain	qokeed	0	0	CACHE_REST_3749	2	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
169	GDT800-O0169	f103v	f103v	f103v.21	9	10	1	1	INTERNAL	PENULTIMATE	ota{l|m}	ota	m	teor	oll	teor	oll	0	0	CACHE_REST_3749	2	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
170	GDT800-O0170	f103v	f103v	f103v.23	8	13	5	5	INTERNAL	EARLIER	ota{l|m}	ota	l	oteey	otear	oteey	otear	0	0	CACHE_REST_3749	2	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
171	GDT800-O0171	f103v	f103v	f103v.25	6	10	4	4	INTERNAL	EARLIER	ota{l|m}	ota	l	qotain	oty	qotain	oty	0	0	CACHE_REST_3749	2	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
172	GDT800-O0172	f103v	f103v	f103v.25	9	10	1	1	INTERNAL	PENULTIMATE	ara{l|m}	ara	m	opar	oteeam	opar	NONE	1	0	CACHE_REST_3749	2	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
173	GDT800-O0173	f103v	f103v	f103v.25	10	10	0	0	FINAL	FINAL	oteea{l|m}	oteea	m	aram	NONE	NONE	NONE	1	0	CACHE_REST_3749	2	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
174	GDT800-O0174	f103v	f103v	f103v.29	6	8	2	2	INTERNAL	EARLIER	sa{l|m}	sa	l	chcthy	araiin	chcthy	araiin	0	0	CACHE_REST_3749	2	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
175	GDT800-O0175	f103v	f103v	f103v.30	4	10	6	5	INTERNAL	EARLIER	pcho{l|m}	pcho	l	opchedy	fchedy	opchedy	fchedy	0	0	CACHE_REST_3749	2	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
176	GDT800-O0176	f103v	f103v	f103v.32	5	7	2	2	INTERNAL	EARLIER	sha{l|m}	sha	l	chokaiin	chedy	chokaiin	chedy	0	0	CACHE_REST_3749	2	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
177	GDT800-O0177	f103v	f103v	f103v.32	7	7	0	0	FINAL	FINAL	olka{l|m}	olka	m	chedy	NONE	chedy	NONE	0	0	CACHE_REST_3749	2	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
178	GDT800-O0178	f103v	f103v	f103v.34	3	11	8	5	INTERNAL	EARLIER	o{l|m}	o	l	sheey	chey	sheey	chey	0	0	CACHE_REST_3749	2	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
179	GDT800-O0179	f103v	f103v	f103v.37	3	9	6	5	INTERNAL	EARLIER	o{l|m}	o	l	qokain	shey	qokain	shey	0	0	CACHE_REST_3749	2	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
180	GDT800-O0180	f103v	f103v	f103v.38	4	8	4	4	INTERNAL	EARLIER	o{l|m}	o	l	chees	chey	chees	chey	0	0	CACHE_REST_3749	2	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
181	GDT800-O0181	f103v	f103v	f103v.38	7	8	1	1	INTERNAL	PENULTIMATE	cho{l|m}	cho	l	chey	keechy	chey	keechy	0	0	CACHE_REST_3749	2	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
182	GDT800-O0182	f103v	f103v	f103v.39	5	10	5	5	INTERNAL	EARLIER	sho{l|m}	sho	l	lcharar	okeedar	lcharar	okeedar	0	0	CACHE_REST_3749	2	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
183	GDT800-O0183	f103v	f103v	f103v.4	6	8	2	2	INTERNAL	EARLIER	o{l|m}	o	l	lkees	qoteedy	lkees	qoteedy	0	0	CACHE_REST_3749	2	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
184	GDT800-O0184	f103v	f103v	f103v.40	2	10	8	5	INTERNAL	EARLIER	shea{l|m}	shea	l	yteey	shey	yteey	shey	0	0	CACHE_REST_3749	2	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
185	GDT800-O0185	f103v	f103v	f103v.40	5	10	5	5	INTERNAL	EARLIER	o{l|m}	o	l	qoain	keey	qoain	keey	0	0	CACHE_REST_3749	2	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
186	GDT800-O0186	f103v	f103v	f103v.41	8	13	5	5	INTERNAL	EARLIER	a{l|m}	a	l	shas	otar	shas	otar	0	0	CACHE_REST_3749	2	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
187	GDT800-O0187	f103v	f103v	f103v.42	5	6	1	1	INTERNAL	PENULTIMATE	aro{l|m}	aro	l	rar	chsaly	rar	chsaly	0	0	CACHE_REST_3749	2	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
188	GDT800-O0188	f103v	f103v	f103v.45	2	11	9	5	INTERNAL	EARLIER	o{l|m}	o	l	okey	cheey	okey	cheey	0	0	CACHE_REST_3749	2	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
189	GDT800-O0189	f103v	f103v	f103v.46	2	9	7	5	INTERNAL	EARLIER	sho{l|m}	sho	l	tain	qokain	tain	qokain	0	0	CACHE_REST_3749	2	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
190	GDT800-O0190	f103v	f103v	f103v.6	4	11	7	5	INTERNAL	EARLIER	cheo{l|m}	cheo	l	qokeedy	qoeeor	qokeedy	qoeeor	0	0	CACHE_REST_3749	2	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
191	GDT800-O0191	f103v	f103v	f103v.6	11	11	0	0	FINAL	FINAL	qoka{l|m}	qoka	m	chedy	NONE	chedy	NONE	0	0	CACHE_REST_3749	2	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
192	GDT800-O0192	f103v	f103v	f103v.7	3	12	9	5	INTERNAL	EARLIER	cho{l|m}	cho	l	shey	chey	shey	chey	0	0	CACHE_REST_3749	2	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
193	GDT800-O0193	f103v	f103v	f103v.7	11	12	1	1	INTERNAL	PENULTIMATE	o{l|m}	o	l	qokaiin	chedydy	qokaiin	chedydy	0	0	CACHE_REST_3749	2	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
194	GDT800-O0194	f103v	f103v	f103v.9	2	11	9	5	INTERNAL	EARLIER	sha{l|m}	sha	l	pchal	shorchdy	pchal	shorchdy	0	0	CACHE_REST_3749	2	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
195	GDT800-O0195	f103v	f103v	f103v.9	10	11	1	1	INTERNAL	PENULTIMATE	o{l|m}	o	l	qotar	lkar	qotar	lkar	0	0	CACHE_REST_3749	2	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
196	GDT800-O0196	f104r	f104r	f104r.10	1	12	11	5	FIRST	EARLIER	to{l|m}	to	l	NONE	chedal	NONE	NONE	1	0	CACHE_REST_3749	1	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
197	GDT800-O0197	f104r	f104r	f104r.10	2	12	10	5	INTERNAL	EARLIER	cheda{l|m}	cheda	l	tol	cheoy	NONE	cheoy	1	0	CACHE_REST_3749	1	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
198	GDT800-O0198	f104r	f104r	f104r.12	7	11	4	4	INTERNAL	EARLIER	a{l|m}	a	l	sar	octhy	sar	octhy	0	0	CACHE_REST_3749	1	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
199	GDT800-O0199	f104r	f104r	f104r.12	11	11	0	0	FINAL	FINAL	qota{l|m}	qota	m	opchey	NONE	opchey	NONE	0	0	CACHE_REST_3749	1	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
200	GDT800-O0200	f104r	f104r	f104r.13	1	10	9	5	FIRST	EARLIER	olcheo{l|m}	olcheo	l	NONE	qodain	NONE	qodain	0	0	CACHE_REST_3749	1	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
201	GDT800-O0201	f104r	f104r	f104r.13	9	10	1	1	INTERNAL	PENULTIMATE	qoda{l|m}	qoda	m	okeeody	chdy	okeeody	chdy	0	0	CACHE_REST_3749	1	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
202	GDT800-O0202	f104r	f104r	f104r.14	4	10	6	5	INTERNAL	EARLIER	qota{l|m}	qota	l	qokechy	cheolor	qokechy	cheolor	0	0	CACHE_REST_3749	1	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
203	GDT800-O0203	f104r	f104r	f104r.14	8	10	2	2	INTERNAL	EARLIER	ota{l|m}	ota	l	olkeechey	ol	olkeechey	NONE	1	0	CACHE_REST_3749	1	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
204	GDT800-O0204	f104r	f104r	f104r.14	9	10	1	1	INTERNAL	PENULTIMATE	o{l|m}	o	l	otal	oeeal	NONE	oeeal	1	0	CACHE_REST_3749	1	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
205	GDT800-O0205	f104r	f104r	f104r.15	6	8	2	2	INTERNAL	EARLIER	oka{l|m}	oka	l	otolkeechdy	kaiin	otolkeechdy	kaiin	0	0	CACHE_REST_3749	1	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
206	GDT800-O0206	f104r	f104r	f104r.20	5	12	7	5	INTERNAL	EARLIER	cho{l|m}	cho	l	qokaiin	rar	qokaiin	rar	0	0	CACHE_REST_3749	1	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
207	GDT800-O0207	f104r	f104r	f104r.20	12	12	0	0	FINAL	FINAL	ala{l|m}	ala	m	ar	NONE	ar	NONE	0	0	CACHE_REST_3749	1	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
208	GDT800-O0208	f104r	f104r	f104r.22	12	12	0	0	FINAL	FINAL	da{l|m}	da	m	taiin	NONE	taiin	NONE	0	0	CACHE_REST_3749	1	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
209	GDT800-O0209	f104r	f104r	f104r.23	1	13	12	5	FIRST	EARLIER	o{l|m}	o	l	NONE	sheockhey	NONE	sheockhey	0	0	CACHE_REST_3749	1	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
210	GDT800-O0210	f104r	f104r	f104r.23	3	13	10	5	INTERNAL	EARLIER	cho{l|m}	cho	l	sheockhey	kechdy	sheockhey	kechdy	0	0	CACHE_REST_3749	1	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
211	GDT800-O0211	f104r	f104r	f104r.23	5	13	8	5	INTERNAL	EARLIER	okeeda{l|m}	okeeda	l	kechdy	lkain	kechdy	lkain	0	0	CACHE_REST_3749	1	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
212	GDT800-O0212	f104r	f104r	f104r.23	7	13	6	5	INTERNAL	EARLIER	cho{l|m}	cho	l	lkain	keeody	lkain	keeody	0	0	CACHE_REST_3749	1	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
213	GDT800-O0213	f104r	f104r	f104r.23	11	13	2	2	INTERNAL	EARLIER	cho{l|m}	cho	l	aiir	kar	aiir	kar	0	0	CACHE_REST_3749	1	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
214	GDT800-O0214	f104r	f104r	f104r.23	13	13	0	0	FINAL	FINAL	alo{l|m}	alo	l	kar	NONE	kar	NONE	0	0	CACHE_REST_3749	1	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
215	GDT800-O0215	f104r	f104r	f104r.24	3	10	7	5	INTERNAL	EARLIER	qota{l|m}	qota	l	char	okechol	char	okechol	0	0	CACHE_REST_3749	1	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
216	GDT800-O0216	f104r	f104r	f104r.24	8	10	2	2	INTERNAL	EARLIER	cha{l|m}	cha	l	lkaiin	keeedy	lkaiin	keeedy	0	0	CACHE_REST_3749	1	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
217	GDT800-O0217	f104r	f104r	f104r.24	10	10	0	0	FINAL	FINAL	qoka{l|m}	qoka	m	keeedy	NONE	keeedy	NONE	0	0	CACHE_REST_3749	1	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
218	GDT800-O0218	f104r	f104r	f104r.25	11	11	0	0	FINAL	FINAL	aira{l|m}	aira	m	ar	NONE	ar	NONE	0	0	CACHE_REST_3749	1	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
219	GDT800-O0219	f104r	f104r	f104r.27	4	11	7	5	INTERNAL	EARLIER	d{l|m}	d	l	qotaiin	ral	qotaiin	NONE	1	0	CACHE_REST_3749	1	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
220	GDT800-O0220	f104r	f104r	f104r.27	5	11	6	5	INTERNAL	EARLIER	ra{l|m}	ra	l	dl	cheodl	NONE	cheodl	1	0	CACHE_REST_3749	1	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
221	GDT800-O0221	f104r	f104r	f104r.3	12	13	1	1	INTERNAL	PENULTIMATE	oka{l|m}	oka	l	aky	daram	aky	NONE	1	0	CACHE_REST_3749	1	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
222	GDT800-O0222	f104r	f104r	f104r.3	13	13	0	0	FINAL	FINAL	dara{l|m}	dara	m	okal	NONE	NONE	NONE	1	0	CACHE_REST_3749	1	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
223	GDT800-O0223	f104r	f104r	f104r.32	5	11	6	5	INTERNAL	EARLIER	cheo{l|m}	cheo	l	otechshy	kaiin	otechshy	kaiin	0	0	CACHE_REST_3749	1	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
