unified_serial	register	page	unit_or_locus	source_group_identity	visible_identity	owner_or_namespace	construction_or_address	current_short_reading	content_layer
393	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.5	A012	A1:G012	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_05	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
394	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.5	A013	A1:G013	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_05	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
395	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.6	A014	A1:G014	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_06	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
396	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.7	A015	A1:G015	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_07	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
397	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.7	A016	A1:G016	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_07	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
398	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.7	A017	A1:G017	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_07	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
399	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.8	A018	A1:G018	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_08	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
400	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.9	A019	A1:G019	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_09	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
401	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.9	A020	A1:G020	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_09	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
402	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.10	A021	A1:G021	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_10	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
403	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.10	A022	A1:G022	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_10	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
404	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.10	A023	A1:G023	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_10	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
405	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.11	A024	A1:G024	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_11	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
406	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.11	A025	A1:G025	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_11	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
407	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.11	A026	A1:G026	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_11	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
408	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.12	A027	A1:G027	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_12	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
409	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.12	A028	A1:G028	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_12	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
410	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.13	A029	A1:G029	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_RING_BAND_01	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
411	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.13	A030	A1:G030	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_RING_BAND_01	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
412	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.13	A031	A1:G031	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_RING_BAND_01	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
413	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.13	A032	A1:G032	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_RING_BAND_01	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
414	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.14	A033	A1:G033	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_RING_BAND_02	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
415	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.14	A034	A1:G034	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_RING_BAND_02	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
416	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.14	A035	A1:G035	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_RING_BAND_02	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
417	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.15	A036	A1:G036	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_15	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
418	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.16	A037	A1:G037	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_16	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
419	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.16	A038	A1:G038	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_16	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
420	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.16	A039	A1:G039	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_16	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
421	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.16	A040	A1:G040	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_16	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
422	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.17	A041	A1:G041	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_17	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
423	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.17	A042	A1:G042	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_17	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
424	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.17	A043	A1:G043	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_17	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
425	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.18	A044	A1:G044	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_18	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
426	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.18	A045	A1:G045	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_18	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
427	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.18	A046	A1:G046	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_18	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
428	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.19	A047	A1:G047	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_19	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
429	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.19	A048	A1:G048	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_19	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
430	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.19	A049	A1:G049	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_19	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
431	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.19	A050	A1:G050	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_19	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
432	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.20	A051	A1:G051	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_20	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
433	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.20	A052	A1:G052	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_20	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
434	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.21	A053	A1:G053	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_21	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
435	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.21	A054	A1:G054	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_21	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
436	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.21	A055	A1:G055	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_21	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
437	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.22	A056	A1:G056	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_22	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
438	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.23	A057	A1:G057	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_23	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
439	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.23	A058	A1:G058	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_23	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
440	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.24	A059	A1:G059	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_24	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
441	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.24	A060	A1:G060	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_24	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
442	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.24	A061	A1:G061	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_24	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
443	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.25	A062	A1:G062	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_25	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
444	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.26	A063	A1:G063	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_26	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
445	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.26	A064	A1:G064	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_26	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
446	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.26	A065	A1:G065	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_26	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
447	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.27	A066	A1:G066	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_27	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
448	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.27	A067	A1:G067	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_27	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
449	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.27	A068	A1:G068	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_27	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
450	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.27	A069	A1:G069	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_27	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
451	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.28	A070	A1:G070	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_28	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
452	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.28	A071	A1:G071	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_28	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
453	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.29	A072	A1:G072	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_29	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
454	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.29	A073	A1:G073	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_29	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
455	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.30	A074	A1:G074	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_30	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
456	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.30	A075	A1:G075	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_30	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
457	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.31	A076	A1:G076	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_31	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
458	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.32	A077	A1:G077	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_32	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
459	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.32	A078	A1:G078	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_32	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
460	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.32	A079	A1:G079	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_32	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
461	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.32	A080	A1:G080	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_32	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
462	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.33	A081	A1:G081	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_33	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
463	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.33	A082	A1:G082	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_33	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
464	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.33	A083	A1:G083	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_33	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
465	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.34	A084	A1:G084	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_34	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
466	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.34	A085	A1:G085	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_34	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
467	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.35	A086	A1:G086	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_35	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
468	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.35	A087	A1:G087	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_35	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
469	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.35	A088	A1:G088	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_35	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
470	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.36	A089	A1:G089	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_36	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
471	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.36	A090	A1:G090	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_36	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
472	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.36	A091	A1:G091	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_36	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
473	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.37	A092	A1:G092	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_37	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
474	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.38	A093	A1:G093	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_38	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
475	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.38	A094	A1:G094	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_38	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
476	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.39	A095	A1:G095	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_39	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
477	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.39	A096	A1:G096	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_39	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
478	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.39	A097	A1:G097	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_39	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
479	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.40	A098	A1:G098	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_40	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
480	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.40	A099	A1:G099	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_40	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
481	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.40	A100	A1:G100	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_40	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
