group_serial	page	locus	visible_owner	namespace_id	visible_surface	exact_prose_card_id	exact_prose_value_de	is_herbal_bio_bridge_card	astro_local_reading_de	cross_register_rule
336	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	dair	NONE	NONE	NO	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest d.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
337	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	chdy	MC074	überführen	YES	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: auf den bezeichneten Diagrammplatz uebertragen.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
338	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	otoar	NONE	NONE	NO	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest o.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
339	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	ar	NONE	NONE	NO	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
340	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	chy	MC123	dies	YES	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
341	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	qoteor	NONE	NONE	NO	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest q/e.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
342	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	cho	MC034	weitere Zutat	NO	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Eingangsobjekt oder Eingangsbedingung.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
343	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	qotair	NONE	NONE	NO	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest q.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
344	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	chda	NONE	NONE	NO	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Wert oder Platzbezug uebertragen; lokaler Namensrest a.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
345	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	oteeal	NONE	NONE	NO	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe + Zielsektor, Zielstern oder Zielfeld.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
346	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	cheor	NONE	NONE	NO	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest che.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
347	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	ar	NONE	NONE	NO	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
348	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	air	NONE	NONE	NO	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
349	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	oteody	NONE	NONE	NO	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung; lokaler Namensrest eody.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
350	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	ytyd	NONE	NONE	NO	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Teilsektor oder Untereintrag; lokaler Namensrest y/d.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
351	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	a	NONE	NONE	NO	A3_RIGHT_WHEEL_RING_TEXT: Hauptwert.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
352	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	dchy	NONE	NONE	NO	A3_RIGHT_WHEEL_RING_TEXT: fester Zustand.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
353	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	otoly	NONE	NONE	NO	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest y.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
354	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	okeodal	NONE	NONE	NO	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest eod.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
355	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	oteoarar	NONE	NONE	NO	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + Ausgangssektor, Ursprung oder Bezugswert + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest eo.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
356	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	cheteeser	NONE	NONE	NO	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: lange oder volle Diagrammstufe; lokaler Namensrest chet/ser.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
357	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	dair	NONE	NONE	NO	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest d.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
358	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	chey	MC123	dies	YES	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
359	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	okody	NONE	NONE	NO	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren; lokaler Namensrest ody.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
360	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	dal	MC154	dorthin	YES	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: zum bezeichneten Zielplatz.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
361	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	oteey	MC063	Langfolge	NO	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Diagrammposten in langer Stufe.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
362	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	oteey	MC063	Langfolge	NO	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Diagrammposten in langer Stufe.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
363	f69v	f69v.4	A3_LEFT_RADIAL_SLOT_01	F69_LEFT_WHEEL_NS	okeey	MC002	lange einwirken	NO	Radstelle A3_LEFT_RADIAL_SLOT_01: in langer Stufe setzen.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
364	f69v	f69v.4	A3_LEFT_RADIAL_SLOT_01	F69_LEFT_WHEEL_NS	sar	MC055	davon	YES	Radstelle A3_LEFT_RADIAL_SLOT_01: vom bezeichneten Ausgangsplatz.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
365	f69v	f69v.5	A3_LEFT_RADIAL_SLOT_02	F69_LEFT_WHEEL_NS	okeo	NONE	NONE	NO	Radstelle A3_LEFT_RADIAL_SLOT_02: Diagrammposten setzen oder aktivieren; lokaler Namensrest eo.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
366	f69v	f69v.5	A3_LEFT_RADIAL_SLOT_02	F69_LEFT_WHEEL_NS	dy	MC123	dies	YES	Radstelle A3_LEFT_RADIAL_SLOT_02: dieser lokale Diagrammposten.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
367	f69v	f69v.6	A3_LEFT_RADIAL_SLOT_03	F69_LEFT_WHEEL_NS	ochoyk	NONE	NONE	NO	Radstelle A3_LEFT_RADIAL_SLOT_03: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest oc/yk.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
368	f69v	f69v.7	A3_LEFT_RADIAL_SLOT_04	F69_LEFT_WHEEL_NS	ykeey	NONE	NONE	NO	Radstelle A3_LEFT_RADIAL_SLOT_04: lange oder volle Diagrammstufe; lokaler Namensrest yk/y.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
369	f69v	f69v.8	A3_LEFT_RADIAL_SLOT_05	F69_LEFT_WHEEL_NS	ytory	NONE	NONE	NO	Radstelle A3_LEFT_RADIAL_SLOT_05: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest yt/y.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
370	f69v	f69v.9	A3_LEFT_RADIAL_SLOT_06	F69_LEFT_WHEEL_NS	oeesy	NONE	NONE	NO	Radstelle A3_LEFT_RADIAL_SLOT_06: lange oder volle Diagrammstufe; lokaler Namensrest o/sy.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
371	f69v	f69v.10	A3_LEFT_RADIAL_SLOT_07	F69_LEFT_WHEEL_NS	ytody	NONE	NONE	NO	A3_LEFT_RADIAL_SLOT_07: Platz fest eingetragen.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
372	f69v	f69v.11	A3_LEFT_RADIAL_SLOT_08	F69_LEFT_WHEEL_NS	okody	NONE	NONE	NO	Radstelle A3_LEFT_RADIAL_SLOT_08: Diagrammposten setzen oder aktivieren; lokaler Namensrest ody.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
373	f69v	f69v.12	A3_LEFT_RADIAL_SLOT_09	F69_LEFT_WHEEL_NS	otody	NONE	NONE	NO	Radstelle A3_LEFT_RADIAL_SLOT_09: naechster Platz oder folgende Bedingung; lokaler Namensrest ody.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
374	f69v	f69v.13	A3_LEFT_RADIAL_SLOT_10	F69_LEFT_WHEEL_NS	okeal	NONE	NONE	NO	Radstelle A3_LEFT_RADIAL_SLOT_10: Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest e.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
375	f69v	f69v.14	A3_LEFT_RADIAL_SLOT_11	F69_LEFT_WHEEL_NS	okeod	NONE	NONE	NO	Radstelle A3_LEFT_RADIAL_SLOT_11: Diagrammposten setzen oder aktivieren; lokaler Namensrest eod.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
376	f69v	f69v.15	A3_LEFT_RADIAL_SLOT_12	F69_LEFT_WHEEL_NS	oteeys	NONE	NONE	NO	Radstelle A3_LEFT_RADIAL_SLOT_12: naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe; lokaler Namensrest ys.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
377	f69v	f69v.16	A3_LEFT_RADIAL_SLOT_13	F69_LEFT_WHEEL_NS	oteol	NONE	NONE	NO	Radstelle A3_LEFT_RADIAL_SLOT_13: naechster Platz oder folgende Bedingung + im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest e.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
378	f69v	f69v.17	A3_LEFT_RADIAL_SLOT_14	F69_LEFT_WHEEL_NS	ykeydy	NONE	NONE	NO	A3_LEFT_RADIAL_SLOT_14: aktuelle Klasse fest.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
379	f69v	f69v.18	A3_LEFT_RADIAL_SLOT_15	F69_LEFT_WHEEL_NS	okeod	NONE	NONE	NO	Radstelle A3_LEFT_RADIAL_SLOT_15: Diagrammposten setzen oder aktivieren; lokaler Namensrest eod.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
380	f69v	f69v.19	A3_LEFT_RADIAL_SLOT_16	F69_LEFT_WHEEL_NS	saral	NONE	NONE	NO	Radstelle A3_LEFT_RADIAL_SLOT_16: Ausgangssektor, Ursprung oder Bezugswert + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest s.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
381	f69v	f69v.20	A3_LEFT_RADIAL_SLOT_17	F69_LEFT_WHEEL_NS	saiir	NONE	NONE	NO	A3_LEFT_RADIAL_SLOT_17: sekundärer Hauptindex.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
382	f69v	f69v.21	A3_LEFT_RADIAL_SLOT_18	F69_LEFT_WHEEL_NS	okolar	NONE	NONE	NO	Radstelle A3_LEFT_RADIAL_SLOT_18: Diagrammposten setzen oder aktivieren + im selben Ring, Band oder Satz fortsetzen + Ausgangssektor, Ursprung oder Bezugswert.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
383	f69v	f69v.22	A3_LEFT_RADIAL_SLOT_19	F69_LEFT_WHEEL_NS	ykeody	NONE	NONE	NO	A3_LEFT_RADIAL_SLOT_19: Klassenplatz fest eingetragen.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
384	f69v	f69v.23	A3_LEFT_RADIAL_SLOT_20	F69_LEFT_WHEEL_NS	sarydy	NONE	NONE	NO	Radstelle A3_LEFT_RADIAL_SLOT_20: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest s/ydy.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
385	f69v	f69v.24	A3_LEFT_RADIAL_SLOT_21	F69_LEFT_WHEEL_NS	otchy	NONE	NONE	NO	Radstelle A3_LEFT_RADIAL_SLOT_21: naechster Platz oder folgende Bedingung; lokaler Namensrest chy.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
386	f69v	f69v.25	A3_LEFT_RADIAL_SLOT_22	F69_LEFT_WHEEL_NS	okeey	MC002	lange einwirken	NO	Radstelle A3_LEFT_RADIAL_SLOT_22: in langer Stufe setzen.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
387	f69v	f69v.25	A3_LEFT_RADIAL_SLOT_22	F69_LEFT_WHEEL_NS	dy	MC123	dies	YES	Radstelle A3_LEFT_RADIAL_SLOT_22: dieser lokale Diagrammposten.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
388	f69v	f69v.26	A3_LEFT_RADIAL_SLOT_23	F69_LEFT_WHEEL_NS	okey	MC007	kurz einwirken	NO	Radstelle A3_LEFT_RADIAL_SLOT_23: in kurzer Stufe setzen.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
389	f69v	f69v.26	A3_LEFT_RADIAL_SLOT_23	F69_LEFT_WHEEL_NS	d	NONE	NONE	NO	A3_LEFT_RADIAL_SLOT_23: Festwert.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
390	f69v	f69v.27	A3_LEFT_RADIAL_SLOT_24	F69_LEFT_WHEEL_NS	okeod	NONE	NONE	NO	Radstelle A3_LEFT_RADIAL_SLOT_24: Diagrammposten setzen oder aktivieren; lokaler Namensrest eod.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
391	f69v	f69v.28	A3_LEFT_RADIAL_SLOT_25	F69_LEFT_WHEEL_NS	okodchy	NONE	NONE	NO	Radstelle A3_LEFT_RADIAL_SLOT_25: Diagrammposten setzen oder aktivieren; lokaler Namensrest odchy.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
392	f69v	f69v.29	A3_LEFT_RADIAL_SLOT_26	F69_LEFT_WHEEL_NS	okeody	NONE	NONE	NO	Radstelle A3_LEFT_RADIAL_SLOT_26: Diagrammposten setzen oder aktivieren; lokaler Namensrest eody.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
393	f69v	f69v.30	A3_LEFT_RADIAL_SLOT_27	F69_LEFT_WHEEL_NS	okcheys	NONE	NONE	NO	Radstelle A3_LEFT_RADIAL_SLOT_27: Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest o/eys.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
394	f69v	f69v.31	A3_LEFT_RADIAL_SLOT_28	F69_LEFT_WHEEL_NS	oar	NONE	NONE	NO	Radstelle A3_LEFT_RADIAL_SLOT_28: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest o.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
395	f69v	f69v.31	A3_LEFT_RADIAL_SLOT_28	F69_LEFT_WHEEL_NS	alys	NONE	NONE	NO	Radstelle A3_LEFT_RADIAL_SLOT_28: Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest ys.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
