order_mark_id	order_id	page	unit	section	surface	identity	component_recipe	slot_signature	atomic_root_reading_de	dictionary_value_de	local_fluent_expansion_de	functional_allograph	microfunction_trigger_de	owner_or_handle_de	unit_fluent_instruction_de	renderer_skeleton	predicted_surface	reading_action
WH01-R044	WH01	f81v	B1-S006	HOW	ral	PROC081	R+AL	STATE>ADDRESS	KUEHL · ZIELSTELLE	KUEHL · ZIELSTELLE	ZIELKUEHLEN	NOT_APPLICABLE	NOT_APPLICABLE	gemeinsame zweireihige Figuren-/Beckenstation	Am gemeinsamen zweireihigen Becken: Als Portion ansetzen; dann den laufenden Posten durch den Durchlass; dann leiten; dann zur Zielstelle kuehlen.	r-al	ral	READ_ROOT_COMPOSITION
WH01-R045	WH01	f81v	B1-S007	HOW	qokchdy	PROC082	OK+CHD+DY	OPERATION>OPERATION>ENDPOINT	ANSETZEN · UMSETZEN · SCHLIESSEN	ANSETZEN · UMSETZEN · SCHLUSS	ANSETZEN · UMSETZEN · SCHLUSS	STANDALONE_TRANSFER_CLOSE	einen alleinstehenden Umsetzschritt ansetzen und schließen	gemeinsame zweireihige Figuren-/Beckenstation	Am gemeinsamen zweireihigen Becken: Ansetzen und umsetzen; den Schritt schliessen.	qok/ok/chok-chd/ched-dy	qokchdy	READ_SHARED_CORE
WH01-R046	WH01	f81v	B1-S008	HOW	chey	PROC019	Y	REFERENT	POSTEN	POSTEN	POSTEN	MATERIAL_OR_QUALITY_REFERENT	den aktuellen Stoff- oder Qualitätsposten tragen	gemeinsame zweireihige Figuren-/Beckenstation	Am gemeinsamen zweireihigen Becken: Den Posten beibehalten und weiterarbeiten, kurz erwaermen, weiterfuehren, stehen lassen und den Schritt schliessen.	y/chy/chey/dy/shy/sy	chey	READ_SHARED_CORE
WH01-R047	WH01	f81v	B1-S008	HOW	ol	PROC013	OL	ORDER	FORTSETZEN	FORTSETZEN	FORTSETZEN	GENERAL_CONTINUATION	den allgemeinen Arbeitsgang fortsetzen	gemeinsame zweireihige Figuren-/Beckenstation	Am gemeinsamen zweireihigen Becken: Den Posten beibehalten und weiterarbeiten, kurz erwaermen, weiterfuehren, stehen lassen und den Schritt schliessen.	ol/chol/qol/ls/sol	ol	READ_SHARED_CORE
WH01-R048	WH01	f81v	B1-S008	HOW	cheky	PROC083	CHK+E+Y	OPERATION>GRADE>REFERENT	WAERMEN · KURZ · POSTEN	WAERMEN · EIN KURZER ARBEITSGANG · POSTEN	WAERMEN · EIN KURZER ARBEITSGANG · POSTEN	NOT_APPLICABLE	NOT_APPLICABLE	gemeinsame zweireihige Figuren-/Beckenstation	Am gemeinsamen zweireihigen Becken: Den Posten beibehalten und weiterarbeiten, kurz erwaermen, weiterfuehren, stehen lassen und den Schritt schliessen.	chk/chek-e-y/chy/chey/dy/shy/sy	cheky	READ_SHARED_CORE
WH01-R049	WH01	f81v	B1-S008	HOW	ol	PROC013	OL	ORDER	FORTSETZEN	FORTSETZEN	FORTSETZEN	GENERAL_CONTINUATION	den allgemeinen Arbeitsgang fortsetzen	gemeinsame zweireihige Figuren-/Beckenstation	Am gemeinsamen zweireihigen Becken: Den Posten beibehalten und weiterarbeiten, kurz erwaermen, weiterfuehren, stehen lassen und den Schritt schliessen.	ol/chol/qol/ls/sol	ol	READ_SHARED_CORE
WH01-R050	WH01	f81v	B1-S008	HOW	shedy	PROC078	SHED+DY	STATE>ENDPOINT	RUHEN · SCHLIESSEN	STEHENLASSEN · SCHLUSS	STEHENLASSEN · SCHLUSS	NOT_APPLICABLE	NOT_APPLICABLE	gemeinsame zweireihige Figuren-/Beckenstation	Am gemeinsamen zweireihigen Becken: Den Posten beibehalten und weiterarbeiten, kurz erwaermen, weiterfuehren, stehen lassen und den Schritt schliessen.	shed-dy	shedy	READ_SHARED_CORE
WH01-R051	WH01	f81v	B1-S009	HOW	qokedy	PROC067	OK+E+DY	OPERATION>GRADE>ENDPOINT	ANSETZEN · KURZ · SCHLIESSEN	ANSETZEN · EIN KURZER ARBEITSGANG · SCHLUSS	ANSETZEN · EIN KURZER ARBEITSGANG · SCHLUSS	NOT_APPLICABLE	NOT_APPLICABLE	gemeinsame zweireihige Figuren-/Beckenstation	Am gemeinsamen zweireihigen Becken: Kurz ansetzen; den Schritt schliessen.	qok/ok/chok-e-dy	qokedy	READ_SHARED_CORE
WH01-R052	WH01	f81v	B1-S010	HOW	qokedy	PROC067	OK+E+DY	OPERATION>GRADE>ENDPOINT	ANSETZEN · KURZ · SCHLIESSEN	ANSETZEN · EIN KURZER ARBEITSGANG · SCHLUSS	ANSETZEN · EIN KURZER ARBEITSGANG · SCHLUSS	NOT_APPLICABLE	NOT_APPLICABLE	gemeinsame zweireihige Figuren-/Beckenstation	Am gemeinsamen zweireihigen Becken: Kurz ansetzen; den Schritt schliessen.	qok/ok/chok-e-dy	qokedy	READ_SHARED_CORE
WH01-R053	WH01	f81v	B1-S011	HOW	chckhy	PROC075	CKH+Y	PATH>REFERENT	DURCHLASS · POSTEN	DURCHLASS · POSTEN	DURCHLASS · POSTEN	NOT_APPLICABLE	NOT_APPLICABLE	gemeinsame zweireihige Figuren-/Beckenstation	Am gemeinsamen zweireihigen Becken: Den laufenden Posten durch den Durchlass; dann ihn ansetzen.	ckh-y/chy/chey/dy/shy/sy	chckhy	READ_SHARED_CORE
WH01-R054	WH01	f81v	B1-S011	HOW	qoky	PROC008	OK+Y	OPERATION>REFERENT	ANSETZEN · POSTEN	ANSETZEN · POSTEN	ANSETZEN · POSTEN	DEFAULT_CURRENT_START	den gewöhnlichen aktuellen Posten ansetzen	gemeinsame zweireihige Figuren-/Beckenstation	Am gemeinsamen zweireihigen Becken: Den laufenden Posten durch den Durchlass; dann ihn ansetzen.	qok/ok/chok-y/chy/chey/dy/shy/sy	qoky	READ_SHARED_CORE
WH01-R055	WH01	f81v	B1-S012	HOW	lsho	PROC084	LSH+O	OPERATION>PROCESS	SPUELEN · ARBEITSGANG	SPUELEN · ARBEITSGANG	SPUELEN	NOT_APPLICABLE	NOT_APPLICABLE	gemeinsame zweireihige Figuren-/Beckenstation	Am gemeinsamen zweireihigen Becken: Im Arbeitsgang spuelen, den Posten kurz ansetzen, nochmals kurz spuelen und den Schritt schliessen.	lsh-o	lsho	READ_ROOT_COMPOSITION
WH01-R056	WH01	f81v	B1-S012	HOW	okey	PROC085	OK+E+Y	OPERATION>GRADE>REFERENT	ANSETZEN · KURZ · POSTEN	ANSETZEN · EIN KURZER ARBEITSGANG · POSTEN	ANSETZEN · EIN KURZER ARBEITSGANG · POSTEN	NOT_APPLICABLE	NOT_APPLICABLE	gemeinsame zweireihige Figuren-/Beckenstation	Am gemeinsamen zweireihigen Becken: Im Arbeitsgang spuelen, den Posten kurz ansetzen, nochmals kurz spuelen und den Schritt schliessen.	qok/ok/chok-e-y/chy/chey/dy/shy/sy	okey	READ_SHARED_CORE
WH01-R057	WH01	f81v	B1-S012	HOW	lshedy	PROC086	LSH+E+DY	OPERATION>GRADE>ENDPOINT	SPUELEN · KURZ · SCHLIESSEN	SPUELEN · KURZ · SCHLIESSEN	KURZSPUELEN UND SCHLIESSEN	NOT_APPLICABLE	NOT_APPLICABLE	gemeinsame zweireihige Figuren-/Beckenstation	Am gemeinsamen zweireihigen Becken: Im Arbeitsgang spuelen, den Posten kurz ansetzen, nochmals kurz spuelen und den Schritt schliessen.	lsh-e-dy	lshedy	READ_ROOT_COMPOSITION
WH01-R058	WH01	f81v	B1-S013	HOW	lshedy	PROC086	LSH+E+DY	OPERATION>GRADE>ENDPOINT	SPUELEN · KURZ · SCHLIESSEN	SPUELEN · KURZ · SCHLIESSEN	KURZSPUELEN UND SCHLIESSEN	NOT_APPLICABLE	NOT_APPLICABLE	gemeinsame zweireihige Figuren-/Beckenstation	Am gemeinsamen zweireihigen Becken: Kurz spuelen und den Schritt schliessen.	lsh-e-dy	lshedy	READ_ROOT_COMPOSITION
WH01-R059	WH01	f81v	B1-S014	HOW	chedy	PROC042	CHD+Y	OPERATION>REFERENT	UMSETZEN · POSTEN	UMSETZEN · POSTEN	UMSETZEN · POSTEN	DEFAULT_OPEN_TRANSFER	den laufenden Posten gewöhnlich umsetzen	gemeinsame zweireihige Figuren-/Beckenstation	Am gemeinsamen zweireihigen Becken: Den Posten umsetzen und sammeln; zur Zielstelle leiten und umsetzen, dort weiterarbeiten und danach zur Quelle wechseln.	chd/ched-y/chy/chey/dy/shy/sy	chedy	READ_SHARED_CORE
WH01-R060	WH01	f81v	B1-S014	HOW	qolky	PROC087	SOLK+Y	OPERATION>REFERENT	SAMMELN · POSTEN	SAMMELN · POSTEN	POSTEN SAMMELN	NOT_APPLICABLE	NOT_APPLICABLE	gemeinsame zweireihige Figuren-/Beckenstation	Am gemeinsamen zweireihigen Becken: Den Posten umsetzen und sammeln; zur Zielstelle leiten und umsetzen, dort weiterarbeiten und danach zur Quelle wechseln.	solk/qolk-y/chy/chey/dy/shy/sy	qolky	READ_ROOT_COMPOSITION
WH01-R061	WH01	f81v	B1-S014	HOW	lchedal	PROC088	L+CHD+AL	PATH>OPERATION>ADDRESS	LEITEN · UMSETZEN · ZIELSTELLE	LEITEN · UMSETZEN · ZIELSTELLE	ZUR ZIELSTELLE LEITEN UND UMSETZEN	NOT_APPLICABLE	NOT_APPLICABLE	gemeinsame zweireihige Figuren-/Beckenstation	Am gemeinsamen zweireihigen Becken: Den Posten umsetzen und sammeln; zur Zielstelle leiten und umsetzen, dort weiterarbeiten und danach zur Quelle wechseln.	l-chd/ched-al	lchedal	READ_ROOT_COMPOSITION
WH01-R062	WH01	f81v	B1-S014	HOW	ol	PROC013	OL	ORDER	FORTSETZEN	FORTSETZEN	FORTSETZEN	GENERAL_CONTINUATION	den allgemeinen Arbeitsgang fortsetzen	gemeinsame zweireihige Figuren-/Beckenstation	Am gemeinsamen zweireihigen Becken: Den Posten umsetzen und sammeln; zur Zielstelle leiten und umsetzen, dort weiterarbeiten und danach zur Quelle wechseln.	ol/chol/qol/ls/sol	ol	READ_SHARED_CORE
WH01-R063	WH01	f81v	B1-S014	HOW	otar	PROC089	OT+AR	ORDER>ADDRESS	DANACH · QUELLE	DANACH · QUELLE	DANACH ZUR QUELLE	NOT_APPLICABLE	NOT_APPLICABLE	gemeinsame zweireihige Figuren-/Beckenstation	Am gemeinsamen zweireihigen Becken: Den Posten umsetzen und sammeln; zur Zielstelle leiten und umsetzen, dort weiterarbeiten und danach zur Quelle wechseln.	qot/ot-ar	otar	READ_ROOT_COMPOSITION
WH01-R064	WH01	f81v	B1-S015	HOW	ytey	PROC090	T+E+Y	OPERATION>GRADE>REFERENT	BEARBEITEN · KURZ · POSTEN	BEARBEITEN · KURZ · POSTEN	KURZ BEARBEITEN	NOT_APPLICABLE	NOT_APPLICABLE	gemeinsame zweireihige Figuren-/Beckenstation	Am gemeinsamen zweireihigen Becken: Den laufenden Posten kurz bearbeiten; dann ansetzen und umsetzen; den Schritt schliessen.	t-e-y/chy/chey/dy/shy/sy	ytey	READ_ROOT_COMPOSITION
WH01-R065	WH01	f81v	B1-S015	HOW	okchedy	PROC091	OK+CHD+DY	OPERATION>OPERATION>ENDPOINT	ANSETZEN · UMSETZEN · SCHLIESSEN	ANSETZEN · UMSETZEN · SCHLUSS	ANSETZEN · UMSETZEN · SCHLUSS	CHAIN_FINAL_TRANSFER_CLOSE	den letzten Umsetzschritt einer Kette schließen	gemeinsame zweireihige Figuren-/Beckenstation	Am gemeinsamen zweireihigen Becken: Den laufenden Posten kurz bearbeiten; dann ansetzen und umsetzen; den Schritt schliessen.	qok/ok/chok-chd/ched-dy	okchedy	READ_SHARED_CORE
WH01-R066	WH01	f81v	B1-S016	HOW	qokal	PROC048	OK+AL	OPERATION>ADDRESS	ANSETZEN · ZIELSTELLE	ANSETZEN · ZIELSTELLE	ANSETZEN · ZIELSTELLE	NOT_APPLICABLE	NOT_APPLICABLE	gemeinsame zweireihige Figuren-/Beckenstation	Am gemeinsamen zweireihigen Becken: Zur Zielstelle ansetzen; dann laenger den laufenden Posten ansetzen; dann weiterarbeiten; dann stehen lassen; den Schritt schliessen.	qok/ok/chok-al	qokal	READ_SHARED_CORE
WH01-R067	WH01	f81v	B1-S016	HOW	qokeey	PROC092	OK+EE+Y	OPERATION>GRADE>REFERENT	ANSETZEN · LANG · POSTEN	ANSETZEN · DREI KURZE ARBEITSGAENGE · POSTEN	ANSETZEN · DREI KURZE ARBEITSGAENGE · POSTEN	NOT_APPLICABLE	NOT_APPLICABLE	gemeinsame zweireihige Figuren-/Beckenstation	Am gemeinsamen zweireihigen Becken: Zur Zielstelle ansetzen; dann laenger den laufenden Posten ansetzen; dann weiterarbeiten; dann stehen lassen; den Schritt schliessen.	qok/ok/chok-ee-y/chy/chey/dy/shy/sy	qokeey	READ_SHARED_CORE
WH01-R068	WH01	f81v	B1-S016	HOW	ol	PROC013	OL	ORDER	FORTSETZEN	FORTSETZEN	FORTSETZEN	GENERAL_CONTINUATION	den allgemeinen Arbeitsgang fortsetzen	gemeinsame zweireihige Figuren-/Beckenstation	Am gemeinsamen zweireihigen Becken: Zur Zielstelle ansetzen; dann laenger den laufenden Posten ansetzen; dann weiterarbeiten; dann stehen lassen; den Schritt schliessen.	ol/chol/qol/ls/sol	ol	READ_SHARED_CORE
WH01-R069	WH01	f81v	B1-S016	HOW	shedy	PROC078	SHED+DY	STATE>ENDPOINT	RUHEN · SCHLIESSEN	STEHENLASSEN · SCHLUSS	STEHENLASSEN · SCHLUSS	NOT_APPLICABLE	NOT_APPLICABLE	gemeinsame zweireihige Figuren-/Beckenstation	Am gemeinsamen zweireihigen Becken: Zur Zielstelle ansetzen; dann laenger den laufenden Posten ansetzen; dann weiterarbeiten; dann stehen lassen; den Schritt schliessen.	shed-dy	shedy	READ_SHARED_CORE
WH01-R070	WH01	f81v	B1-S017	HOW	dal	PROC055	AL	ADDRESS	ZIELSTELLE	ZIELSTELLE	ZIELSTELLE	DEFAULT_TARGET	die gewöhnliche Zielstelle	gemeinsame zweireihige Figuren-/Beckenstation	Am gemeinsamen zweireihigen Becken: An der Zielstelle kurz weiterarbeiten, umsetzen und den Schritt schliessen.	al	dal	READ_SHARED_CORE
WH01-R071	WH01	f81v	B1-S017	HOW	teol	PROC093	E+OL	GRADE>ORDER	KURZ · FORTSETZEN	KURZ · FORTSETZEN	KURZ WEITERARBEITEN	NOT_APPLICABLE	NOT_APPLICABLE	gemeinsame zweireihige Figuren-/Beckenstation	Am gemeinsamen zweireihigen Becken: An der Zielstelle kurz weiterarbeiten, umsetzen und den Schritt schliessen.	e-ol/chol/qol/ls/sol	teol	READ_ROOT_COMPOSITION
WH01-R072	WH01	f81v	B1-S017	HOW	dchdy	PROC094	CHD+DY	OPERATION>ENDPOINT	UMSETZEN · SCHLIESSEN	UMSETZEN · SCHLIESSEN	UMSETZEN UND SCHLIESSEN	DIRECT_TARGET_CLOSE	eine direkte Zielumsetzung schließen	gemeinsame zweireihige Figuren-/Beckenstation	Am gemeinsamen zweireihigen Becken: An der Zielstelle kurz weiterarbeiten, umsetzen und den Schritt schliessen.	chd/ched-dy	dchdy	READ_ROOT_COMPOSITION
WH01-R073	WH01	f81v	B1-S018	HOW	ly	PROC095	L+Y	PATH>REFERENT	LEITEN · POSTEN	LEITEN · POSTEN	POSTEN LEITEN	NOT_APPLICABLE	NOT_APPLICABLE	gemeinsame zweireihige Figuren-/Beckenstation	Am gemeinsamen zweireihigen Becken: Den laufenden Posten leiten; dann kurz weiter halten; dann im Arbeitsgang bis zur Stufe; dann laenger sammeln; den Schritt schliessen.	l-y/chy/chey/dy/shy/sy	ly	READ_ROOT_COMPOSITION
WH01-R074	WH01	f81v	B1-S018	HOW	dsheol	PROC096	SH+E+OL	STATE>GRADE>ORDER	HALTEN · KURZ · FORTSETZEN	HALTEN · KURZ · FORTSETZEN	KURZ WEITERHALTEN	NOT_APPLICABLE	NOT_APPLICABLE	gemeinsame zweireihige Figuren-/Beckenstation	Am gemeinsamen zweireihigen Becken: Den laufenden Posten leiten; dann kurz weiter halten; dann im Arbeitsgang bis zur Stufe; dann laenger sammeln; den Schritt schliessen.	sh-e-ol/chol/qol/ls/sol	dsheol	READ_ROOT_COMPOSITION
WH01-R075	WH01	f81v	B1-S018	HOW	oiiin	PROC097	O+IIN	PROCESS>STATE	ARBEITSGANG · STUFE	ARBEITSGANG · EINE EINGESTELLTE ARBEITSSTUFE	ARBEITSGANG · EINE EINGESTELLTE ARBEITSSTUFE	NOT_APPLICABLE	NOT_APPLICABLE	gemeinsame zweireihige Figuren-/Beckenstation	Am gemeinsamen zweireihigen Becken: Den laufenden Posten leiten; dann kurz weiter halten; dann im Arbeitsgang bis zur Stufe; dann laenger sammeln; den Schritt schliessen.	o-iin	oiiin	READ_SHARED_CORE
WH01-R076	WH01	f81v	B1-S018	HOW	olkeedy	PROC098	SOLK+EE+DY	OPERATION>GRADE>ENDPOINT	SAMMELN · LANG · SCHLIESSEN	SAMMELN · DREI KURZE ARBEITSGAENGE · SCHLUSS	SAMMELN · DREI KURZE ARBEITSGAENGE · SCHLUSS	NOT_APPLICABLE	NOT_APPLICABLE	gemeinsame zweireihige Figuren-/Beckenstation	Am gemeinsamen zweireihigen Becken: Den laufenden Posten leiten; dann kurz weiter halten; dann im Arbeitsgang bis zur Stufe; dann laenger sammeln; den Schritt schliessen.	solk/qolk-ee-dy	olkeedy	READ_SHARED_CORE
WH01-R077	WH01	f81v	B1-S019	HOW	shedy	PROC078	SHED+DY	STATE>ENDPOINT	RUHEN · SCHLIESSEN	STEHENLASSEN · SCHLUSS	STEHENLASSEN · SCHLUSS	NOT_APPLICABLE	NOT_APPLICABLE	gemeinsame zweireihige Figuren-/Beckenstation	Am gemeinsamen zweireihigen Becken: Stehen lassen; den Schritt schliessen.	shed-dy	shedy	READ_SHARED_CORE
WH01-R078	WH01	f81v	B1-S020	HOW	cheky	PROC083	CHK+E+Y	OPERATION>GRADE>REFERENT	WAERMEN · KURZ · POSTEN	WAERMEN · EIN KURZER ARBEITSGANG · POSTEN	WAERMEN · EIN KURZER ARBEITSGANG · POSTEN	NOT_APPLICABLE	NOT_APPLICABLE	gemeinsame zweireihige Figuren-/Beckenstation	Am gemeinsamen zweireihigen Becken: Kurz den laufenden Posten erwaermen; dann kurz durch den Durchlass halten; den Schritt schliessen.	chk/chek-e-y/chy/chey/dy/shy/sy	cheky	READ_SHARED_CORE
WH01-R079	WH01	f81v	B1-S020	HOW	shckhedy	PROC099	SH+CKH+E+DY	STATE>PATH>GRADE>ENDPOINT	HALTEN · DURCHLASS · KURZ · SCHLIESSEN	HALTEN · DURCHLASS · EIN KURZER ARBEITSGANG · SCHLUSS	HALTEN · DURCHLASS · EIN KURZER ARBEITSGANG · SCHLUSS	NOT_APPLICABLE	NOT_APPLICABLE	gemeinsame zweireihige Figuren-/Beckenstation	Am gemeinsamen zweireihigen Becken: Kurz den laufenden Posten erwaermen; dann kurz durch den Durchlass halten; den Schritt schliessen.	sh-ckh-e-dy	shckhedy	READ_SHARED_CORE
WH01-R080	WH01	f81v	B1-S021	HOW	dal	PROC055	AL	ADDRESS	ZIELSTELLE	ZIELSTELLE	ZIELSTELLE	DEFAULT_TARGET	die gewöhnliche Zielstelle	gemeinsame zweireihige Figuren-/Beckenstation	Am gemeinsamen zweireihigen Becken: Die Zielstelle festlegen.	al	dal	READ_SHARED_CORE
WH01-R081	WH01	f69v	f69v.2	WHEN	yka	A3:G041	Y+K+A_ADDR	REFERENT>OPERATION>ADDRESS	POSTEN · ZUGEBEN · STELLE	POSTEN · ZUGEBEN · STELLE	POSTEN · ZUGEBEN · STELLE	NOT_APPLICABLE	NOT_APPLICABLE	C5@f69v.2; mittlerer Wetter-/Feuchtering	Führe den Auftrag bei der im mittleren Ring C5 bezeichneten Feuchte-/Wetterlage aus.	y/chy/chey/dy/shy/sy-k-a	yka	READ_LOCAL_CONDITION_WORD
WH01-R082	WH01	f69v	f69v.2	WHEN	chol	A3:G042	OL	ORDER	FORTSETZEN	FORTSETZEN	FORTSETZEN	ATTACHED_OR_RING_CONTINUATION	eine angehängte oder ringlokale Folge fortsetzen	C5@f69v.2; mittlerer Wetter-/Feuchtering	Führe den Auftrag bei der im mittleren Ring C5 bezeichneten Feuchte-/Wetterlage aus.	ol/chol/qol/ls/sol	chol	READ_LOCAL_CONDITION_WORD
WH01-R083	WH01	f69v	f69v.2	WHEN	ykar	A3:G043	Y+K+AR	REFERENT>OPERATION>ADDRESS	POSTEN · ZUGEBEN · QUELLE	POSTEN · ZUGEBEN · QUELLE	POSTEN · ZUGEBEN · QUELLE	NOT_APPLICABLE	NOT_APPLICABLE	C5@f69v.2; mittlerer Wetter-/Feuchtering	Führe den Auftrag bei der im mittleren Ring C5 bezeichneten Feuchte-/Wetterlage aus.	y/chy/chey/dy/shy/sy-k-ar	ykar	READ_LOCAL_CONDITION_WORD
WH01-R084	WH01	f69v	f69v.2	WHEN	dal	A3:G044	AL	ADDRESS	ZIELSTELLE	ZIELSTELLE	ZIELSTELLE	DEFAULT_TARGET	die gewöhnliche Zielstelle	C5@f69v.2; mittlerer Wetter-/Feuchtering	Führe den Auftrag bei der im mittleren Ring C5 bezeichneten Feuchte-/Wetterlage aus.	al	dal	READ_LOCAL_CONDITION_WORD
WH01-R085	WH01	f69v	f69v.2	WHEN	ykady	A3:G045	Y+K+A_ADDR+Y	REFERENT>OPERATION>ADDRESS>REFERENT	POSTEN · ZUGEBEN · STELLE · POSTEN	POSTEN · ZUGEBEN · STELLE · POSTEN	POSTEN · ZUGEBEN · STELLE · POSTEN	NOT_APPLICABLE	NOT_APPLICABLE	C5@f69v.2; mittlerer Wetter-/Feuchtering	Führe den Auftrag bei der im mittleren Ring C5 bezeichneten Feuchte-/Wetterlage aus.	y/chy/chey/dy/shy/sy-k-a-y/chy/chey/dy/shy/sy	ykady	READ_LOCAL_CONDITION_WORD
WH01-R086	WH01	f69v	f69v.2	WHEN	iokeeor	A3:G046	NONE	WHOLE	LOKALES GANZWORT	WETTERZEICHEN	WETTERZEICHEN	WEATHER_CLASS_WHOLE_WORD	die lokale Wetterklasse als Ganzwort	C5@f69v.2; mittlerer Wetter-/Feuchtering	Führe den Auftrag bei der im mittleren Ring C5 bezeichneten Feuchte-/Wetterlage aus.	memorize	iokeeor	READ_LOCAL_CONDITION_WORD
WH01-R087	WH01	f69v	f69v.2	WHEN	cheey	A3:G047	WHOLE[cheey|shey]	WHOLE	LANG HALTEN	LANG HALTEN	LANG HALTEN	NOT_APPLICABLE	NOT_APPLICABLE	C5@f69v.2; mittlerer Wetter-/Feuchtering	Führe den Auftrag bei der im mittleren Ring C5 bezeichneten Feuchte-/Wetterlage aus.	cheey/shey	cheey	READ_LOCAL_CONDITION_WORD
WH01-R088	WH01	f69v	f69v.2	WHEN	choly	A3:G048	OL+Y	ORDER>REFERENT	FORTSETZEN · POSTEN	FORTSETZEN · POSTEN	FORTSETZEN · POSTEN	CONDITION_CURRENT_CONTINUATION	den aktuellen Bedingungsposten fortsetzen	C5@f69v.2; mittlerer Wetter-/Feuchtering	Führe den Auftrag bei der im mittleren Ring C5 bezeichneten Feuchte-/Wetterlage aus.	ol/chol/qol/ls/sol-y/chy/chey/dy/shy/sy	choly	READ_LOCAL_CONDITION_WORD
WH01-R089	WH01	f69v	f69v.2	WHEN	ykeeal	A3:G049	Y+K+EE+AL	REFERENT>OPERATION>GRADE>ADDRESS	POSTEN · ZUGEBEN · LANG · ZIELSTELLE	POSTEN · ZUGEBEN · LANG · ZIELSTELLE	POSTEN · ZUGEBEN · LANG · ZIELSTELLE	NOT_APPLICABLE	NOT_APPLICABLE	C5@f69v.2; mittlerer Wetter-/Feuchtering	Führe den Auftrag bei der im mittleren Ring C5 bezeichneten Feuchte-/Wetterlage aus.	y/chy/chey/dy/shy/sy-k-ee-al	ykeeal	READ_LOCAL_CONDITION_WORD
WH01-R090	WH01	f69v	f69v.2	WHEN	cheo	A3:G050	CHEO	MATERIAL	AUSZUG	AUSZUG	AUSZUG	NOT_APPLICABLE	NOT_APPLICABLE	C5@f69v.2; mittlerer Wetter-/Feuchtering	Führe den Auftrag bei der im mittleren Ring C5 bezeichneten Feuchte-/Wetterlage aus.	cheo	cheo	READ_LOCAL_CONDITION_WORD
WH01-R091	WH01	f69v	f69v.2	WHEN	oaram	A3:G051	O+AR+AM_ADDR	PROCESS>ADDRESS>ADDRESS	ARBEITSGANG · QUELLE · GEGENFELD	ARBEITSGANG · QUELLE · GEGENFELD	ARBEITSGANG · QUELLE · GEGENFELD	NOT_APPLICABLE	NOT_APPLICABLE	C5@f69v.2; mittlerer Wetter-/Feuchtering	Führe den Auftrag bei der im mittleren Ring C5 bezeichneten Feuchte-/Wetterlage aus.	o-ar-am	oaram	READ_LOCAL_CONDITION_WORD
WH01-R092	WH01	f69v	f69v.2	WHEN	ockhy	A3:G052	O+CKH+Y	PROCESS>PATH>REFERENT	ARBEITSGANG · DURCHLASS · POSTEN	ARBEITSGANG · DURCHLASS · POSTEN	ARBEITSGANG · DURCHLASS · POSTEN	NOT_APPLICABLE	NOT_APPLICABLE	C5@f69v.2; mittlerer Wetter-/Feuchtering	Führe den Auftrag bei der im mittleren Ring C5 bezeichneten Feuchte-/Wetterlage aus.	o-ckh-y/chy/chey/dy/shy/sy	ockhy	READ_LOCAL_CONDITION_WORD
WH01-R093	WH01	f69v	f69v.2	WHEN	sheey	A3:G053	SH+EE+Y	STATE>GRADE>REFERENT	HALTEN · LANG · POSTEN	LANG HALTEN	LANG HALTEN	MARKED_LONG_HOLD	einen lokal markierten langen Halt ausführen	C5@f69v.2; mittlerer Wetter-/Feuchtering	Führe den Auftrag bei der im mittleren Ring C5 bezeichneten Feuchte-/Wetterlage aus.	sh-ee-y/chy/chey/dy/shy/sy	sheey	READ_LOCAL_CONDITION_WORD
WH01-R094	WH01	f69v	f69v.2	WHEN	aiin	A3:G054	AIIN	ARGUMENT	MASS	MASS	MASS	BARE_CONDITION_MEASURE	das bloße Maß in einer Bedingungsreihe	C5@f69v.2; mittlerer Wetter-/Feuchtering	Führe den Auftrag bei der im mittleren Ring C5 bezeichneten Feuchte-/Wetterlage aus.	aiin	aiin	READ_LOCAL_CONDITION_WORD
WH01-R095	WH01	f69v	f69v.2	WHEN	y	A3:G055	Y	REFERENT	POSTEN	POSTEN	POSTEN	BARE_CURRENT_REFERENT	den bloßen aktuellen Posten aufnehmen	C5@f69v.2; mittlerer Wetter-/Feuchtering	Führe den Auftrag bei der im mittleren Ring C5 bezeichneten Feuchte-/Wetterlage aus.	y/chy/chey/dy/shy/sy	y	READ_LOCAL_CONDITION_WORD
WH01-R096	WH01	f69v	f69v.2	WHEN	daiial	A3:G056	NONE	WHOLE	LOKALES GANZWORT	FEUCHTESTUFE	FEUCHTESTUFE	MOISTURE_STAGE_WHOLE_WORD	die lokale Feuchtestufe als Ganzwort	C5@f69v.2; mittlerer Wetter-/Feuchtering	Führe den Auftrag bei der im mittleren Ring C5 bezeichneten Feuchte-/Wetterlage aus.	memorize	daiial	READ_LOCAL_CONDITION_WORD
WH01-R097	WH01	f69v	f69v.2	WHEN	cheody	A3:G057	CHEO+Y	MATERIAL>REFERENT	AUSZUG · POSTEN	AUSZUG · POSTEN	AUSZUG · POSTEN	NOT_APPLICABLE	NOT_APPLICABLE	C5@f69v.2; mittlerer Wetter-/Feuchtering	Führe den Auftrag bei der im mittleren Ring C5 bezeichneten Feuchte-/Wetterlage aus.	cheo-y/chy/chey/dy/shy/sy	cheody	READ_LOCAL_CONDITION_WORD
