page	locus	record	line	event_index	surface	exact_tuple_id	default_English	source_class	confidence	inheritance_context_rule	ledger_scope	source_event_serial
f67r2	f67r2.43	DIAGRAM	f67r2.43	4	qsg	ASTRO_f67r2_043_04	as written above	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11949
f67r2	f67r2.44	DIAGRAM	f67r2.44	1	ofydy	ASTRO_f67r2_044_01	the favourable condition	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11950
f67r2	f67r2.44	DIAGRAM	f67r2.44	2	sheody	ASTRO_f67r2_044_02	the adverse condition	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11951
f67r2	f67r2.44	DIAGRAM	f67r2.44	3	aiin	ASTRO_f67r2_044_03	as written above	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11952
f67r2	f67r2.45	DIAGRAM	f67r2.45	1	ycheody	ASTRO_f67r2_045_01	the adverse condition	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11953
f67r2	f67r2.45	DIAGRAM	f67r2.45	2	es	ASTRO_f67r2_045_02	as written above	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11954
f67r2	f67r2.45	DIAGRAM	f67r2.45	3	odaiiin	ASTRO_f67r2_045_03	choose	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11955
f67r2	f67r2.46	DIAGRAM	f67r2.46	1	yekees	ASTRO_f67r2_046_01	as written above	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11956
f67r2	f67r2.46	DIAGRAM	f67r2.46	2	oraly	ASTRO_f67r2_046_02	choose	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11957
f67r2	f67r2.47	DIAGRAM	f67r2.47	1	yfain	ASTRO_f67r2_047_01	sevenfold governor 7: Moon	SEVENFOLD_GOVERNOR	.29	Sevenfold label; conventional planet order is the R4 default wager.	ZL3B_ASTRO_VISIBLE_TOKEN	11958
f67r2	f67r2.48	DIAGRAM	f67r2.48	1	todaiin	ASTRO_f67r2_048_01	the governing influence	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11959
f67r2	f67r2.48	DIAGRAM	f67r2.48	2	dain	ASTRO_f67r2_048_02	for this division	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11960
f67r2	f67r2.48	DIAGRAM	f67r2.48	3	dy	ASTRO_f67r2_048_03	when the Moon enters	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11961
f67r2	f67r2.49	DIAGRAM	f67r2.49	1	os	ASTRO_f67r2_049_01	for this division	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11962
f67r2	f67r2.49	DIAGRAM	f67r2.49	2	choer	ASTRO_f67r2_049_02	when the Moon enters	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11963
f67r2	f67r2.49	DIAGRAM	f67r2.49	3	aiin	ASTRO_f67r2_049_03	use the indicated remedy	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11964
f67r2	f67r2.50	DIAGRAM	f67r2.50	1	choeea	ASTRO_f67r2_050_01	when the Moon enters	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11965
f67r2	f67r2.50	DIAGRAM	f67r2.50	2	sal	ASTRO_f67r2_050_02	use the indicated remedy	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11966
f67r2	f67r2.51	DIAGRAM	f67r2.51	1	dadaiin	ASTRO_f67r2_051_01	use the indicated remedy	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11967
f67r2	f67r2.52	DIAGRAM	f67r2.52	1	qotoear	ASTRO_f67r2_052_01	house 1: life and body	ASTROLOGICAL_HOUSE	.25	Twelvefold secondary label expanded as an astrological house locus.	ZL3B_ASTRO_VISIBLE_TOKEN	11968
f67r2	f67r2.53	DIAGRAM	f67r2.53	1	dchdar	ASTRO_f67r2_053_01	house 2: goods and wealth	ASTROLOGICAL_HOUSE	.25	Twelvefold secondary label expanded as an astrological house locus.	ZL3B_ASTRO_VISIBLE_TOKEN	11969
f67r2	f67r2.54	DIAGRAM	f67r2.54	1	y	ASTRO_f67r2_054_01	house 3: siblings and messages	ASTROLOGICAL_HOUSE	.25	Twelvefold secondary label expanded as an astrological house locus.	ZL3B_ASTRO_VISIBLE_TOKEN	11970
f67r2	f67r2.54	DIAGRAM	f67r2.54	2	saldal	ASTRO_f67r2_054_02	its permitted application	ASTROLOGICAL_HOUSE	.25	Twelvefold secondary label expanded as an astrological house locus.	ZL3B_ASTRO_VISIBLE_TOKEN	11971
f67r2	f67r2.55	DIAGRAM	f67r2.55	1	ytodal	ASTRO_f67r2_055_01	house 4: home and land	ASTROLOGICAL_HOUSE	.25	Twelvefold secondary label expanded as an astrological house locus.	ZL3B_ASTRO_VISIBLE_TOKEN	11972
f67r2	f67r2.56	DIAGRAM	f67r2.56	1	tol	ASTRO_f67r2_056_01	house 5: children and pleasure	ASTROLOGICAL_HOUSE	.25	Twelvefold secondary label expanded as an astrological house locus.	ZL3B_ASTRO_VISIBLE_TOKEN	11973
f67r2	f67r2.56	DIAGRAM	f67r2.56	2	daiin	ASTRO_f67r2_056_02	its permitted application	ASTROLOGICAL_HOUSE	.25	Twelvefold secondary label expanded as an astrological house locus.	ZL3B_ASTRO_VISIBLE_TOKEN	11974
f67r2	f67r2.57	DIAGRAM	f67r2.57	1	otar	ASTRO_f67r2_057_01	house 6: illness and service	ASTROLOGICAL_HOUSE	.25	Twelvefold secondary label expanded as an astrological house locus.	ZL3B_ASTRO_VISIBLE_TOKEN	11975
f67r2	f67r2.57	DIAGRAM	f67r2.57	2	dy	ASTRO_f67r2_057_02	its permitted application	ASTROLOGICAL_HOUSE	.25	Twelvefold secondary label expanded as an astrological house locus.	ZL3B_ASTRO_VISIBLE_TOKEN	11976
f67r2	f67r2.58	DIAGRAM	f67r2.58	1	cho	ASTRO_f67r2_058_01	house 7: marriage and partners	ASTROLOGICAL_HOUSE	.25	Twelvefold secondary label expanded as an astrological house locus.	ZL3B_ASTRO_VISIBLE_TOKEN	11977
f67r2	f67r2.58	DIAGRAM	f67r2.58	2	dal	ASTRO_f67r2_058_02	its permitted application	ASTROLOGICAL_HOUSE	.25	Twelvefold secondary label expanded as an astrological house locus.	ZL3B_ASTRO_VISIBLE_TOKEN	11978
f67r2	f67r2.58	DIAGRAM	f67r2.58	3	g	ASTRO_f67r2_058_03	its warning	ASTROLOGICAL_HOUSE	.25	Twelvefold secondary label expanded as an astrological house locus.	ZL3B_ASTRO_VISIBLE_TOKEN	11979
f67r2	f67r2.59	DIAGRAM	f67r2.59	1	ytchodly	ASTRO_f67r2_059_01	house 8: death and inheritance	ASTROLOGICAL_HOUSE	.25	Twelvefold secondary label expanded as an astrological house locus.	ZL3B_ASTRO_VISIBLE_TOKEN	11980
f67r2	f67r2.60	DIAGRAM	f67r2.60	1	octhys	ASTRO_f67r2_060_01	house 9: journeys and learning	ASTROLOGICAL_HOUSE	.25	Twelvefold secondary label expanded as an astrological house locus.	ZL3B_ASTRO_VISIBLE_TOKEN	11981
f67r2	f67r2.61	DIAGRAM	f67r2.61	1	ytokar	ASTRO_f67r2_061_01	house 10: office and dignity	ASTROLOGICAL_HOUSE	.25	Twelvefold secondary label expanded as an astrological house locus.	ZL3B_ASTRO_VISIBLE_TOKEN	11982
f67r2	f67r2.62	DIAGRAM	f67r2.62	1	otolor	ASTRO_f67r2_062_01	house 11: friends and aid	ASTROLOGICAL_HOUSE	.25	Twelvefold secondary label expanded as an astrological house locus.	ZL3B_ASTRO_VISIBLE_TOKEN	11983
f67r2	f67r2.63	DIAGRAM	f67r2.63	1	okodar	ASTRO_f67r2_063_01	house 12: confinement and hidden enemies	ASTROLOGICAL_HOUSE	.25	Twelvefold secondary label expanded as an astrological house locus.	ZL3B_ASTRO_VISIBLE_TOKEN	11984
f67r2	f67r2.64	DIAGRAM	f67r2.64	1	s	ASTRO_f67r2_064_01	central condition sector 1: hot and dry	CENTRAL_CONDITION_SECTOR	.22	Spatially owned eightfold central condition; no phonetic reading.	ZL3B_ASTRO_VISIBLE_TOKEN	11985
f67r2	f67r2.64	DIAGRAM	f67r2.64	2	air	ASTRO_f67r2_064_02	central condition sector 1: hot and dry	CENTRAL_CONDITION_SECTOR	.22	Spatially owned eightfold central condition; no phonetic reading.	ZL3B_ASTRO_VISIBLE_TOKEN	11986
f67r2	f67r2.65	DIAGRAM	f67r2.65	1	soear	ASTRO_f67r2_065_01	central condition sector 2: warm and dry	CENTRAL_CONDITION_SECTOR	.22	Spatially owned eightfold central condition; no phonetic reading.	ZL3B_ASTRO_VISIBLE_TOKEN	11987
f67r2	f67r2.66	DIAGRAM	f67r2.66	1	cpheey	ASTRO_f67r2_066_01	central condition sector 3: warm and moist	CENTRAL_CONDITION_SECTOR	.22	Spatially owned eightfold central condition; no phonetic reading.	ZL3B_ASTRO_VISIBLE_TOKEN	11988
f67r2	f67r2.67	DIAGRAM	f67r2.67	1	okodar	ASTRO_f67r2_067_01	central condition sector 4: hot and moist	CENTRAL_CONDITION_SECTOR	.22	Spatially owned eightfold central condition; no phonetic reading.	ZL3B_ASTRO_VISIBLE_TOKEN	11989
f67r2	f67r2.68	DIAGRAM	f67r2.68	1	oepchod	ASTRO_f67r2_068_01	central condition sector 5: cold and moist	CENTRAL_CONDITION_SECTOR	.22	Spatially owned eightfold central condition; no phonetic reading.	ZL3B_ASTRO_VISIBLE_TOKEN	11990
f67r2	f67r2.69	DIAGRAM	f67r2.69	1	s	ASTRO_f67r2_069_01	central condition sector 6: cool and moist	CENTRAL_CONDITION_SECTOR	.22	Spatially owned eightfold central condition; no phonetic reading.	ZL3B_ASTRO_VISIBLE_TOKEN	11991
f67r2	f67r2.69	DIAGRAM	f67r2.69	2	ay	ASTRO_f67r2_069_02	central condition sector 6: cool and moist	CENTRAL_CONDITION_SECTOR	.22	Spatially owned eightfold central condition; no phonetic reading.	ZL3B_ASTRO_VISIBLE_TOKEN	11992
f67r2	f67r2.70	DIAGRAM	f67r2.70	1	osar	ASTRO_f67r2_070_01	central condition sector 7: cool and dry	CENTRAL_CONDITION_SECTOR	.22	Spatially owned eightfold central condition; no phonetic reading.	ZL3B_ASTRO_VISIBLE_TOKEN	11993
f67r2	f67r2.71	DIAGRAM	f67r2.71	1	oran	ASTRO_f67r2_071_01	central condition sector 8: cold and dry	CENTRAL_CONDITION_SECTOR	.22	Spatially owned eightfold central condition; no phonetic reading.	ZL3B_ASTRO_VISIBLE_TOKEN	11994
f67r2	f67r2.72	DIAGRAM	f67r2.72	1	dar	ASTRO_f67r2_072_01	for this division	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11995
f67r2	f67r2.72	DIAGRAM	f67r2.72	2	aldaiin	ASTRO_f67r2_072_02	when the Moon enters	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11996
f67r2	f67r2.72	DIAGRAM	f67r2.72	3	ydaiin	ASTRO_f67r2_072_03	use the indicated remedy	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11997
f67r2	f67r2.72	DIAGRAM	f67r2.72	4	qkoy	ASTRO_f67r2_072_04	avoid bleeding	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11998
f67r2	f67r2.72	DIAGRAM	f67r2.72	5	ydaiin	ASTRO_f67r2_072_05	favour washing	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11999
f67r2	f67r2.72	DIAGRAM	f67r2.72	6	qofair	ASTRO_f67r2_072_06	favour purging	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	12000
f67r2	f67r2.72	DIAGRAM	f67r2.72	7	ypair	ASTRO_f67r2_072_07	apply while warm	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	12001
f67r2	f67r2.72	DIAGRAM	f67r2.72	8	ykoaiin	ASTRO_f67r2_072_08	wait until the next station	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	12002
f67r2	f67r2.72	DIAGRAM	f67r2.72	9	ydoly	ASTRO_f67r2_072_09	with the usual measure	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	12003
f67r2	f67r2.72	DIAGRAM	f67r2.72	10	ytalchos	ASTRO_f67r2_072_10	under the same governor	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	12004
f67r2	f67r2.72	DIAGRAM	f67r2.72	11	oly	ASTRO_f67r2_072_11	at night	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	12005
f67r2	f67r2.72	DIAGRAM	f67r2.72	12	okey	ASTRO_f67r2_072_12	in the morning	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	12006
f67r2	f67r2.73	DIAGRAM	f67r2.73	1	sshey	ASTRO_f67r2_073_01	when the Moon enters	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	12007
f67r2	f67r2.73	DIAGRAM	f67r2.73	2	sy	ASTRO_f67r2_073_02	use the indicated remedy	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	12008
f67r2	f67r2.73	DIAGRAM	f67r2.73	3	shees	ASTRO_f67r2_073_03	avoid bleeding	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	12009
f67r2	f67r2.73	DIAGRAM	f67r2.73	4	qeykeey	ASTRO_f67r2_073_04	favour washing	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	12010
f67r2	f67r2.73	DIAGRAM	f67r2.73	5	ykchey	ASTRO_f67r2_073_05	favour purging	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	12011
f67r2	f67r2.73	DIAGRAM	f67r2.73	6	ykchey	ASTRO_f67r2_073_06	apply while warm	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	12012
f67r2	f67r2.73	DIAGRAM	f67r2.73	7	qokeochy	ASTRO_f67r2_073_07	wait until the next station	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	12013
f67r2	f67r2.73	DIAGRAM	f67r2.73	8	oaiin	ASTRO_f67r2_073_08	with the usual measure	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	12014
f67r2	f67r2.73	DIAGRAM	f67r2.73	9	okol	ASTRO_f67r2_073_09	under the same governor	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	12015
f67r2	f67r2.73	DIAGRAM	f67r2.73	10	ar	ASTRO_f67r2_073_10	at night	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	12016
f67r2	f67r2.73	DIAGRAM	f67r2.73	11	olar	ASTRO_f67r2_073_11	in the morning	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	12017
f67r2	f67r2.74	DIAGRAM	f67r2.74	1	yshey	ASTRO_f67r2_074_01	use the indicated remedy	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	12018
f67r2	f67r2.74	DIAGRAM	f67r2.74	2	qokeeody	ASTRO_f67r2_074_02	avoid bleeding	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	12019
f67r2	f67r2.74	DIAGRAM	f67r2.74	3	cheos	ASTRO_f67r2_074_03	favour washing	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	12020
f67r2	f67r2.74	DIAGRAM	f67r2.74	4	oeeos	ASTRO_f67r2_074_04	favour purging	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	12021
f67r2	f67r2.74	DIAGRAM	f67r2.74	5	qockhy	ASTRO_f67r2_074_05	apply while warm	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	12022
f67r2	f67r2.74	DIAGRAM	f67r2.74	6	chos	ASTRO_f67r2_074_06	wait until the next station	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	12023
f67r2	f67r2.74	DIAGRAM	f67r2.74	7	aiin	ASTRO_f67r2_074_07	with the usual measure	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	12024
f67r2	f67r2.74	DIAGRAM	f67r2.74	8	okeeody	ASTRO_f67r2_074_08	under the same governor	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	12025
f67r2	f67r2.74	DIAGRAM	f67r2.74	9	qokoaiin	ASTRO_f67r2_074_09	at night	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	12026
f67r2	f67r2.74	DIAGRAM	f67r2.74	10	odain	ASTRO_f67r2_074_10	in the morning	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	12027
f67r2	f67r2.74	DIAGRAM	f67r2.74	11	ar	ASTRO_f67r2_074_11	for the sick person	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	12028
f67r2	f67r2.74	DIAGRAM	f67r2.74	12	air	ASTRO_f67r2_074_12	at the affected place	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	12029
f67r2	f67r2.74	DIAGRAM	f67r2.74	13	ay	ASTRO_f67r2_074_13	repeat once	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	12030
f68r1	f68r1.1	DIAGRAM	f68r1.1	1	shokchy	ASTRO_f68r1_001_01	identify	CATALOGUE_INSTRUCTION	.18	CONTEXT_DEFAULT: catalogue instruction prose.	ZL3B_ASTRO_VISIBLE_TOKEN	12166
f68r1	f68r1.1	DIAGRAM	f68r1.1	2	chteey	ASTRO_f68r1_001_02	the lunar station	CATALOGUE_INSTRUCTION	.18	CONTEXT_DEFAULT: catalogue instruction prose.	ZL3B_ASTRO_VISIBLE_TOKEN	12167
f68r1	f68r1.1	DIAGRAM	f68r1.1	3	choteey	ASTRO_f68r1_001_03	by its drawn place	CATALOGUE_INSTRUCTION	.18	CONTEXT_DEFAULT: catalogue instruction prose.	ZL3B_ASTRO_VISIBLE_TOKEN	12168
f68r1	f68r1.1	DIAGRAM	f68r1.1	4	cphol	ASTRO_f68r1_001_04	and consult its rule	CATALOGUE_INSTRUCTION	.18	CONTEXT_DEFAULT: catalogue instruction prose.	ZL3B_ASTRO_VISIBLE_TOKEN	12169
f68r1	f68r1.1	DIAGRAM	f68r1.1	5	cheor	ASTRO_f68r1_001_05	without changing the catalogue order	CATALOGUE_INSTRUCTION	.18	CONTEXT_DEFAULT: catalogue instruction prose.	ZL3B_ASTRO_VISIBLE_TOKEN	12170
f68r1	f68r1.1	DIAGRAM	f68r1.1	6	opcheeol	ASTRO_f68r1_001_06	identify	CATALOGUE_INSTRUCTION	.18	CONTEXT_DEFAULT: catalogue instruction prose.	ZL3B_ASTRO_VISIBLE_TOKEN	12171
f68r1	f68r1.1	DIAGRAM	f68r1.1	7	otor	ASTRO_f68r1_001_07	the lunar station	CATALOGUE_INSTRUCTION	.18	CONTEXT_DEFAULT: catalogue instruction prose.	ZL3B_ASTRO_VISIBLE_TOKEN	12172
f68r1	f68r1.1	DIAGRAM	f68r1.1	8	choctheeey	ASTRO_f68r1_001_08	by its drawn place	CATALOGUE_INSTRUCTION	.18	CONTEXT_DEFAULT: catalogue instruction prose.	ZL3B_ASTRO_VISIBLE_TOKEN	12173
f68r1	f68r1.1	DIAGRAM	f68r1.1	9	okchoal	ASTRO_f68r1_001_09	and consult its rule	CATALOGUE_INSTRUCTION	.18	CONTEXT_DEFAULT: catalogue instruction prose.	ZL3B_ASTRO_VISIBLE_TOKEN	12174
f68r1	f68r1.2	DIAGRAM	f68r1.2	1	tochso	ASTRO_f68r1_002_01	the lunar station	CATALOGUE_INSTRUCTION	.18	CONTEXT_DEFAULT: catalogue instruction prose.	ZL3B_ASTRO_VISIBLE_TOKEN	12175
f68r1	f68r1.2	DIAGRAM	f68r1.2	2	otchl	ASTRO_f68r1_002_02	by its drawn place	CATALOGUE_INSTRUCTION	.18	CONTEXT_DEFAULT: catalogue instruction prose.	ZL3B_ASTRO_VISIBLE_TOKEN	12176
f68r1	f68r1.2	DIAGRAM	f68r1.2	3	qokeeedy	ASTRO_f68r1_002_03	and consult its rule	CATALOGUE_INSTRUCTION	.18	CONTEXT_DEFAULT: catalogue instruction prose.	ZL3B_ASTRO_VISIBLE_TOKEN	12177
f68r1	f68r1.2	DIAGRAM	f68r1.2	4	cheey	ASTRO_f68r1_002_04	without changing the catalogue order	CATALOGUE_INSTRUCTION	.18	CONTEXT_DEFAULT: catalogue instruction prose.	ZL3B_ASTRO_VISIBLE_TOKEN	12178
f68r1	f68r1.2	DIAGRAM	f68r1.2	5	cheeteey	ASTRO_f68r1_002_05	identify	CATALOGUE_INSTRUCTION	.18	CONTEXT_DEFAULT: catalogue instruction prose.	ZL3B_ASTRO_VISIBLE_TOKEN	12179
f68r1	f68r1.2	DIAGRAM	f68r1.2	6	yteody	ASTRO_f68r1_002_06	the lunar station	CATALOGUE_INSTRUCTION	.18	CONTEXT_DEFAULT: catalogue instruction prose.	ZL3B_ASTRO_VISIBLE_TOKEN	12180
f68r1	f68r1.2	DIAGRAM	f68r1.2	7	chpor	ASTRO_f68r1_002_07	by its drawn place	CATALOGUE_INSTRUCTION	.18	CONTEXT_DEFAULT: catalogue instruction prose.	ZL3B_ASTRO_VISIBLE_TOKEN	12181
f68r1	f68r1.2	DIAGRAM	f68r1.2	8	cheokorchey	ASTRO_f68r1_002_08	and consult its rule	CATALOGUE_INSTRUCTION	.18	CONTEXT_DEFAULT: catalogue instruction prose.	ZL3B_ASTRO_VISIBLE_TOKEN	12182
f68r1	f68r1.2	DIAGRAM	f68r1.2	9	chod	ASTRO_f68r1_002_09	without changing the catalogue order	CATALOGUE_INSTRUCTION	.18	CONTEXT_DEFAULT: catalogue instruction prose.	ZL3B_ASTRO_VISIBLE_TOKEN	12183
f68r1	f68r1.3	DIAGRAM	f68r1.3	1	ykor	ASTRO_f68r1_003_01	by its drawn place	CATALOGUE_INSTRUCTION	.18	CONTEXT_DEFAULT: catalogue instruction prose.	ZL3B_ASTRO_VISIBLE_TOKEN	12184
f68r1	f68r1.3	DIAGRAM	f68r1.3	2	shey	ASTRO_f68r1_003_02	and consult its rule	CATALOGUE_INSTRUCTION	.18	CONTEXT_DEFAULT: catalogue instruction prose.	ZL3B_ASTRO_VISIBLE_TOKEN	12185
f68r1	f68r1.3	DIAGRAM	f68r1.3	3	qocheey	ASTRO_f68r1_003_03	without changing the catalogue order	CATALOGUE_INSTRUCTION	.18	CONTEXT_DEFAULT: catalogue instruction prose.	ZL3B_ASTRO_VISIBLE_TOKEN	12186
f68r1	f68r1.3	DIAGRAM	f68r1.3	4	chokal	ASTRO_f68r1_003_04	identify	CATALOGUE_INSTRUCTION	.18	CONTEXT_DEFAULT: catalogue instruction prose.	ZL3B_ASTRO_VISIBLE_TOKEN	12187
f68r1	f68r1.3	DIAGRAM	f68r1.3	5	okeey	ASTRO_f68r1_003_05	the lunar station	CATALOGUE_INSTRUCTION	.18	CONTEXT_DEFAULT: catalogue instruction prose.	ZL3B_ASTRO_VISIBLE_TOKEN	12188
f68r1	f68r1.3	DIAGRAM	f68r1.3	6	ror	ASTRO_f68r1_003_06	by its drawn place	CATALOGUE_INSTRUCTION	.18	CONTEXT_DEFAULT: catalogue instruction prose.	ZL3B_ASTRO_VISIBLE_TOKEN	12189
f68r1	f68r1.3	DIAGRAM	f68r1.3	7	eckhear	ASTRO_f68r1_003_07	and consult its rule	CATALOGUE_INSTRUCTION	.18	CONTEXT_DEFAULT: catalogue instruction prose.	ZL3B_ASTRO_VISIBLE_TOKEN	12190
f68r1	f68r1.3	DIAGRAM	f68r1.3	8	daram	ASTRO_f68r1_003_08	without changing the catalogue order	CATALOGUE_INSTRUCTION	.18	CONTEXT_DEFAULT: catalogue instruction prose.	ZL3B_ASTRO_VISIBLE_TOKEN	12191
