carrier_link_ordinal	layer	source_assignment_ordinal	source_artifact	cohort	event_id	statement_id	physical_page	register	surface	recipe	atom	atom_value_de	atom_position	carrier_envelope	specialized_default_reading_de	specialized_detail	unified_atom_category	unified_atom_value_de	position_and_value_match_unified_card	guard
69	GRADE	69	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E1373	G407-S077	f72r	CELESTIAL	doteey	D_ADDR+OT+EE+Y	EE	GRAD II	3	OT>G<END	danach Träger auf Grad II	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
70	GRADE	70	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E1375	G407-S077	f72r	CELESTIAL	oteol	OT+E+OL	E	GRAD I	2	OT>G<OL	danach Träger auf Grad I; den Träger weiterführen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
71	GRADE	71	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E1379	G407-S077	f72r	CELESTIAL	eol	E+OL	E	GRAD I	1	START>G<OL	Träger auf Grad I; den Träger weiterführen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
72	GRADE	72	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E1382	G407-S077	f72r	CELESTIAL	shoteey	SH+OT+EE+Y	EE	GRAD II	3	OT>G<END	danach Träger auf Grad II	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
73	GRADE	73	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E1385	G407-S077	f72r	CELESTIAL	okeeol	OK+EE+OL	EE	GRAD II	2	START>G<OL	setzen auf Grad II; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
74	GRADE	74	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E1389	G407-S078	f72r	CELESTIAL	oteey	OT+EE+Y	EE	GRAD II	2	OT>G<END	danach Träger auf Grad II	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
75	GRADE	75	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E1395	G407-S079	f72r	CELESTIAL	oteeor	OT+EE+OR	EE	GRAD II	2	OT>G<END	danach Träger auf Grad II	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
76	GRADE	76	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E1399	G407-S079	f72r	CELESTIAL	oteees	OT+EEE+S_ADDR	EEE	GRAD III	2	OT>G<END	danach Träger auf Grad III	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD III	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
77	GRADE	77	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E1403	G407-S079	f72r	CELESTIAL	otedar	OT+E+D_ADDR+AR	E	GRAD I	2	OT>G<END	danach Träger auf Grad I	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
78	GRADE	78	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E1406	G407-S079	f72r	CELESTIAL	oteol	OT+E+OL	E	GRAD I	2	OT>G<OL	danach Träger auf Grad I; den Träger weiterführen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
79	GRADE	79	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E1413	G407-S080	f72r	CELESTIAL	sheol	SH+E+OL	E	GRAD I	2	START>G<OL	halten auf Grad I; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
80	GRADE	80	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E1420	G407-S081	f72r	CELESTIAL	octheolarl	O+CH+T+E+OL+AR+L	E	GRAD I	4	START>G<OL	nehmen und einstellen auf Grad I; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
81	GRADE	81	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E1422	G407-S081	f72r	CELESTIAL	oteos	OT+E+O+S_ADDR	E	GRAD I	2	OT>G<END	danach Träger auf Grad I	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
82	GRADE	82	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E1435	G407-S083	f75r	BIOLOGICAL	ssheol	S+SH+E+OL	E	GRAD I	3	START>G<OL	wählen und halten auf Grad I; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
83	GRADE	83	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E1466	G407-S086	f75r	BIOLOGICAL	olsheedy	OL+SH+EE+DY	EE	GRAD II	3	OL>G<DY	weiter mit halten auf Grad II; den Schritt abschließen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
84	GRADE	84	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E1510	G407-S096	f75r	BIOLOGICAL	otey	OT+E+Y	E	GRAD I	2	OT>G<END	danach Träger auf Grad I	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
85	GRADE	85	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E1532	G407-S101	f75r	BIOLOGICAL	olshedy	OL+SH+E+DY	E	GRAD I	3	OL>G<DY	weiter mit halten auf Grad I; den Schritt abschließen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
86	GRADE	86	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E1541	G407-S108	f75r	BIOLOGICAL	olshedy	OL+SH+E+DY	E	GRAD I	3	OL>G<DY	weiter mit halten auf Grad I; den Schritt abschließen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
87	GRADE	87	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E1547	G407-S109	f75r	BIOLOGICAL	olshedy	OL+SH+E+DY	E	GRAD I	3	OL>G<DY	weiter mit halten auf Grad I; den Schritt abschließen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
88	GRADE	88	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E1555	G407-S110	f75r	BIOLOGICAL	qolkeeoly	OL+K+EE+OL+Y	EE	GRAD II	3	OL>G<OL	weiter mit geben auf Grad II; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
89	GRADE	89	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E1632	G407-S119	f75r	BIOLOGICAL	olkeey	OL+K+EE+Y	EE	GRAD II	3	OL>G<END	weiter mit geben auf Grad II	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
90	GRADE	90	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E1648	G407-S122	f75r	BIOLOGICAL	sheol	SH+E+OL	E	GRAD I	2	START>G<OL	halten auf Grad I; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
91	GRADE	91	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E1682	G407-S129	f75r	BIOLOGICAL	okeedyqol	OK+EE+DY+OL	EE	GRAD II	2	START>G<DY	setzen auf Grad II; den Schritt abschließen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
92	GRADE	92	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E1732	G407-S143	f75r	BIOLOGICAL	olkedy	OL+K+E+DY	E	GRAD I	3	OL>G<DY	weiter mit geben auf Grad I; den Schritt abschließen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
93	GRADE	93	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E1740	G407-S144	f75r	BIOLOGICAL	oltedy	OL+T+E+DY	E	GRAD I	3	OL>G<DY	weiter mit einstellen auf Grad I; den Schritt abschließen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
94	GRADE	94	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E1772	G407-S163	f75r	BIOLOGICAL	olkeedy	OL+K+EE+DY	EE	GRAD II	3	OL>G<DY	weiter mit geben auf Grad II; den Schritt abschließen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
95	GRADE	95	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E1773	G407-S164	f75r	BIOLOGICAL	otey	OT+E+Y	E	GRAD I	2	OT>G<END	danach Träger auf Grad I	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
96	GRADE	96	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E1784	G407-S171	f75r	BIOLOGICAL	oteedy	OT+EE+DY	EE	GRAD II	2	OT>G<DY	danach Träger auf Grad II; den Schritt abschließen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
97	GRADE	97	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E1792	G407-S176	f75r	BIOLOGICAL	qoteey	OT+EE+Y	EE	GRAD II	2	OT>G<END	danach Träger auf Grad II	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
98	GRADE	98	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E1793	G407-S176	f75r	BIOLOGICAL	qoteedy	OT+EE+DY	EE	GRAD II	2	OT>G<DY	danach Träger auf Grad II; den Schritt abschließen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
99	GRADE	99	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E1806	G407-S182	f75r	BIOLOGICAL	otedy	OT+E+DY	E	GRAD I	2	OT>G<DY	danach Träger auf Grad I; den Schritt abschließen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
100	GRADE	100	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E1820	G407-S186	f75r	BIOLOGICAL	otedy	OT+E+DY	E	GRAD I	2	OT>G<DY	danach Träger auf Grad I; den Schritt abschließen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
101	GRADE	101	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E1821	G407-S187	f75r	BIOLOGICAL	qotedy	OT+E+DY	E	GRAD I	2	OT>G<DY	danach Träger auf Grad I; den Schritt abschließen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
102	GRADE	102	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E1822	G407-S188	f75r	BIOLOGICAL	otedy	OT+E+DY	E	GRAD I	2	OT>G<DY	danach Träger auf Grad I; den Schritt abschließen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
103	GRADE	103	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E1826	G407-S190	f75r	BIOLOGICAL	sheol	SH+E+OL	E	GRAD I	2	START>G<OL	halten auf Grad I; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
104	GRADE	104	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E1863	G407-S196	f76r	BIOLOGICAL	qotedy	OT+E+DY	E	GRAD I	2	OT>G<DY	danach Träger auf Grad I; den Schritt abschließen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
105	GRADE	105	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E1864	G407-S197	f76r	BIOLOGICAL	otedy	OT+E+DY	E	GRAD I	2	OT>G<DY	danach Träger auf Grad I; den Schritt abschließen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
106	GRADE	106	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E1876	G407-S200	f76r	BIOLOGICAL	otey	OT+E+Y	E	GRAD I	2	OT>G<END	danach Träger auf Grad I	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
107	GRADE	107	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E1916	G407-S211	f76r	BIOLOGICAL	olkeey	OL+K+EE+Y	EE	GRAD II	3	OL>G<END	weiter mit geben auf Grad II	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
108	GRADE	108	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E1924	G407-S212	f76r	BIOLOGICAL	qotedshedy	OT+E+D_ADDR+SH+E+DY	E	GRAD I	2	OT>G<DY	danach Träger auf Grad I; den Schritt abschließen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
109	GRADE	109	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E1924	G407-S212	f76r	BIOLOGICAL	qotedshedy	OT+E+D_ADDR+SH+E+DY	E	GRAD I	5	OT>G<DY	danach halten auf Grad I; den Schritt abschließen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
110	GRADE	110	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E1926	G407-S213	f76r	BIOLOGICAL	oteedy	OT+EE+DY	EE	GRAD II	2	OT>G<DY	danach Träger auf Grad II; den Schritt abschließen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
111	GRADE	111	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E1936	G407-S214	f76r	BIOLOGICAL	solshedy	OL+SH+E+DY	E	GRAD I	3	OL>G<DY	weiter mit halten auf Grad I; den Schritt abschließen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
112	GRADE	112	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E1957	G407-S219	f76r	BIOLOGICAL	otey	OT+E+Y	E	GRAD I	2	OT>G<END	danach Träger auf Grad I	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
113	GRADE	113	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E1976	G407-S223	f76r	BIOLOGICAL	qotes	OT+E+S	E	GRAD I	2	OT>G<END	danach Träger auf Grad I	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
114	GRADE	114	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E1984	G407-S224	f76r	BIOLOGICAL	qotey	OT+E+Y	E	GRAD I	2	OT>G<END	danach Träger auf Grad I	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
115	GRADE	115	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2009	G407-S232	f76r	BIOLOGICAL	otedyl	OT+E+DY+L	E	GRAD I	2	OT>G<DY	danach Träger auf Grad I; den Schritt abschließen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
116	GRADE	116	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2033	G407-S240	f76r	BIOLOGICAL	oleeed	OL+EEE+D_ADDR	EEE	GRAD III	2	OL>G<END	weiter mit Träger auf Grad III	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD III	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
117	GRADE	117	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2115	G407-S253	f76r	BIOLOGICAL	cheolchey	CH+E+OL+CH+E+Y	E	GRAD I	2	START>G<OL	nehmen auf Grad I; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
118	GRADE	118	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2115	G407-S253	f76r	BIOLOGICAL	cheolchey	CH+E+OL+CH+E+Y	E	GRAD I	5	OL>G<END	weiter mit nehmen auf Grad I	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
119	GRADE	119	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2173	G407-S263	f76r	BIOLOGICAL	okeolor	OK+E+OL	E	GRAD I	2	START>G<OL	setzen auf Grad I; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
120	GRADE	120	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2182	G407-S264	f76r	BIOLOGICAL	sheol	SH+E+OL	E	GRAD I	2	START>G<OL	halten auf Grad I; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
121	GRADE	121	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2195	G407-S265	f76r	BIOLOGICAL	oteey	OT+EE+Y	EE	GRAD II	2	OT>G<END	danach Träger auf Grad II	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
122	GRADE	122	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2198	G407-S265	f76r	BIOLOGICAL	olsheol	OL+K+E+OL	E	GRAD I	3	OL>G<OL	weiter mit geben auf Grad I; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
123	GRADE	123	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2205	G407-S269	f76r	BIOLOGICAL	yksheol	SH+E+OL	E	GRAD I	2	START>G<OL	halten auf Grad I; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
124	GRADE	124	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2230	G407-S274	f76r	BIOLOGICAL	otedy	OT+E+DY	E	GRAD I	2	OT>G<DY	danach Träger auf Grad I; den Schritt abschließen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
125	GRADE	125	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2253	G407-S278	f76r	BIOLOGICAL	sheeoldy	SH+EE+OL	EE	GRAD II	2	START>G<OL	halten auf Grad II; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
126	GRADE	126	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2259	G407-S279	f76r	BIOLOGICAL	poleedaran	P+OL+EE+D_ADDR+AR+AN	EE	GRAD II	3	OL>G<END	weiter mit Träger auf Grad II	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
127	GRADE	127	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2287	G407-S284	f76r	BIOLOGICAL	otedy	OT+E+DY	E	GRAD I	2	OT>G<DY	danach Träger auf Grad I; den Schritt abschließen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
128	GRADE	128	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2302	G407-S287	f76r	BIOLOGICAL	otedy	OT+E+DY	E	GRAD I	2	OT>G<DY	danach Träger auf Grad I; den Schritt abschließen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
129	GRADE	129	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2311	G407-S288	f76r	BIOLOGICAL	oteedy	OT+EE+DY	EE	GRAD II	2	OT>G<DY	danach Träger auf Grad II; den Schritt abschließen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
130	GRADE	130	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2331	G407-S291	f76r	BIOLOGICAL	olkedy	OL+K+E+DY	E	GRAD I	3	OL>G<DY	weiter mit geben auf Grad I; den Schritt abschließen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
131	GRADE	131	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2346	G407-S295	f76r	BIOLOGICAL	olsheed	OL+SH+EE+D_ADDR	EE	GRAD II	3	OL>G<END	weiter mit halten auf Grad II	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
132	GRADE	132	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2362	G407-S303	f76r	BIOLOGICAL	qoteedy	OT+EE+DY	EE	GRAD II	2	OT>G<DY	danach Träger auf Grad II; den Schritt abschließen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
133	GRADE	133	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2382	G407-S307	f76r	BIOLOGICAL	solshey	OL+SH+E+Y	E	GRAD I	3	OL>G<END	weiter mit halten auf Grad I	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
134	GRADE	134	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2400	G407-S311	f77r	BIOLOGICAL	olkedy	OL+K+E+DY	E	GRAD I	3	OL>G<DY	weiter mit geben auf Grad I; den Schritt abschließen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
135	GRADE	135	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2406	G407-S312	f77r	BIOLOGICAL	qotedy	OT+E+DY	E	GRAD I	2	OT>G<DY	danach Träger auf Grad I; den Schritt abschließen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
