integration_ordinal	event_id	statement_id	physical_page	register	surface	recipe	grade_link_count	argument_link_count	relation_link_count	total_specialized_link_count	specialized_layers	ordered_all_atom_reading_de	all_atom_default_phrase_de	specialized_readings_de	integration_status
91	G407-E1088	G407-S056	f71v	CELESTIAL	oteey	OT+EE+Y	1	1	0	2	ARGUMENT|GRADE	DANACH → GRAD II → POSTEN	danach; auf Grad II; den Posten	GRADE:danach Träger auf Grad II || ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
92	G407-E1090	G407-S056	f71v	CELESTIAL	oteey	OT+EE+Y	1	1	0	2	ARGUMENT|GRADE	DANACH → GRAD II → POSTEN	danach; auf Grad II; den Posten	GRADE:danach Träger auf Grad II || ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
93	G407-E1093	G407-S056	f71v	CELESTIAL	arol	AR+OL	0	0	1	1	RELATION	AUSGANG → FORTSETZEN	vom Ausgang; weiter	RELATION:AUSGANG · FORTSETZEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
94	G407-E1097	G407-S057	f71v	CELESTIAL	oteeos	OT+EE+O+S_ADDR	1	0	0	1	GRADE	DANACH → GRAD II → AUSFÜHRUNG → HIER	danach; auf Grad II; zur Ausführung; hier	GRADE:danach Träger auf Grad II	EXACT_EVENT_AND_ATOM_POSITION_JOIN
95	G407-E1104	G407-S057	f71v	CELESTIAL	oty	OT+Y	0	1	0	1	ARGUMENT	DANACH → POSTEN	danach; den Posten	ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
96	G407-E1112	G407-S057	f71v	CELESTIAL	shepchol	SH+E+P+CH+OL	1	0	0	1	GRADE	HALTEN → GRAD I → EINSETZEN → NEHMEN → FORTSETZEN	halten; auf Grad I; einsetzen; nehmen; weiter	GRADE:halten auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
97	G407-E1113	G407-S057	f71v	CELESTIAL	otor	OT+OR	0	1	0	1	ARGUMENT	DANACH → EINHEIT	danach; die Einheit	ARGUMENT:danach die Einheit als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
98	G407-E1120	G407-S057	f71v	CELESTIAL	otal	OT+AL	0	0	1	1	RELATION	DANACH → ZIELORT	danach; zum Zielort	RELATION:DANACH · ZIELORT	EXACT_EVENT_AND_ATOM_POSITION_JOIN
99	G407-E1122	G407-S057	f71v	CELESTIAL	shldy	SH+L+DY	0	0	1	1	RELATION	HALTEN → VERBINDUNG → ABSCHLIESSEN	halten; über die Verbindung; abschließen	RELATION:VERBINDUNG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
100	G407-E1123	G407-S058	f71v	CELESTIAL	otaly	OT+AL+Y	0	1	1	2	ARGUMENT|RELATION	DANACH → ZIELORT → POSTEN	danach; zum Zielort; den Posten	ARGUMENT:danach den Posten als nächsten Träger eröffnen || RELATION:DANACH · ZIELORT	EXACT_EVENT_AND_ATOM_POSITION_JOIN
101	G407-E1128	G407-S059	f71v	CELESTIAL	otaiin	OT+AIIN	0	1	0	1	ARGUMENT	DANACH → WERT	danach; den Wert	ARGUMENT:danach den Wert als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
102	G407-E1135	G407-S059	f71v	CELESTIAL	oteey	OT+EE+Y	1	1	0	2	ARGUMENT|GRADE	DANACH → GRAD II → POSTEN	danach; auf Grad II; den Posten	GRADE:danach Träger auf Grad II || ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
103	G407-E1137	G407-S060	f72r	CELESTIAL	oteeo	OT+EE+O	1	0	0	1	GRADE	DANACH → GRAD II → AUSFÜHRUNG	danach; auf Grad II; zur Ausführung	GRADE:danach Träger auf Grad II	EXACT_EVENT_AND_ATOM_POSITION_JOIN
104	G407-E1139	G407-S060	f72r	CELESTIAL	chlol	L+OL	0	0	1	1	RELATION	VERBINDUNG → FORTSETZEN	über die Verbindung; weiter	RELATION:VERBINDUNG · FORTSETZEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
105	G407-E1141	G407-S060	f72r	CELESTIAL	olcheor	OL+CH+E+O+DY	1	0	0	1	GRADE	FORTSETZEN → NEHMEN → GRAD I → AUSFÜHRUNG → ABSCHLIESSEN	weiter; nehmen; auf Grad I; zur Ausführung; abschließen	GRADE:weiter mit nehmen auf Grad I; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
106	G407-E1143	G407-S061	f72r	CELESTIAL	oteey	OT+EE+Y	1	1	0	2	ARGUMENT|GRADE	DANACH → GRAD II → POSTEN	danach; auf Grad II; den Posten	GRADE:danach Träger auf Grad II || ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
107	G407-E1145	G407-S061	f72r	CELESTIAL	oteedy	OT+EE+DY	1	0	0	1	GRADE	DANACH → GRAD II → ABSCHLIESSEN	danach; auf Grad II; abschließen	GRADE:danach Träger auf Grad II; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
108	G407-E1148	G407-S062	f72r	CELESTIAL	chokeol	OK+E+OL	1	0	0	1	GRADE	SETZEN → GRAD I → FORTSETZEN	setzen; auf Grad I; weiter	GRADE:setzen auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
109	G407-E1152	G407-S063	f72r	CELESTIAL	sheoltey	SH+E+OL+T+E+Y	2	1	0	3	ARGUMENT|GRADE	HALTEN → GRAD I → FORTSETZEN → EINSTELLEN → GRAD I → POSTEN	halten; auf Grad I; weiter; einstellen; auf Grad I; den Posten	GRADE:halten auf Grad I; den Träger weiterführen || GRADE:weiter mit einstellen auf Grad I || ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
110	G407-E1161	G407-S063	f72r	CELESTIAL	chekeol	CH+K+E+OL	1	0	0	1	GRADE	NEHMEN → GEBEN → GRAD I → FORTSETZEN	nehmen; geben; auf Grad I; weiter	GRADE:nehmen und geben auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
111	G407-E1177	G407-S063	f72r	CELESTIAL	oteey	OT+EE+Y	1	1	0	2	ARGUMENT|GRADE	DANACH → GRAD II → POSTEN	danach; auf Grad II; den Posten	GRADE:danach Träger auf Grad II || ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
112	G407-E1179	G407-S064	f72r	CELESTIAL	oteodar	OT+E+O+D_ADDR+AR	1	0	1	2	GRADE|RELATION	DANACH → GRAD I → AUSFÜHRUNG → HIER → AUSGANG	danach; auf Grad I; zur Ausführung; hier; vom Ausgang	GRADE:danach Träger auf Grad I || RELATION:DANACH · AUSGANG	EXACT_EVENT_AND_ATOM_POSITION_JOIN
113	G407-E1181	G407-S064	f72r	CELESTIAL	otey	OT+E+Y	1	1	0	2	ARGUMENT|GRADE	DANACH → GRAD I → POSTEN	danach; auf Grad I; den Posten	GRADE:danach Träger auf Grad I || ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
114	G407-E1185	G407-S064	f72r	CELESTIAL	otaiin	OT+AIIN	0	1	0	1	ARGUMENT	DANACH → WERT	danach; den Wert	ARGUMENT:danach den Wert als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
115	G407-E1186	G407-S064	f72r	CELESTIAL	sheolaiin	SH+E+OL+AIIN	1	1	0	2	ARGUMENT|GRADE	HALTEN → GRAD I → FORTSETZEN → WERT	halten; auf Grad I; weiter; den Wert	GRADE:halten auf Grad I; den Träger weiterführen || ARGUMENT:weiter mit dem Wert als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
116	G407-E1187	G407-S064	f72r	CELESTIAL	otaiin	OT+AIIN	0	1	0	1	ARGUMENT	DANACH → WERT	danach; den Wert	ARGUMENT:danach den Wert als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
117	G407-E1189	G407-S064	f72r	CELESTIAL	cheolor	OL+E+OR	1	1	0	2	ARGUMENT|GRADE	FORTSETZEN → GRAD I → EINHEIT	weiter; auf Grad I; die Einheit	GRADE:weiter mit Träger auf Grad I || ARGUMENT:weiter mit der Einheit als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
118	G407-E1190	G407-S064	f72r	CELESTIAL	oteo	OT+E+O	1	0	0	1	GRADE	DANACH → GRAD I → AUSFÜHRUNG	danach; auf Grad I; zur Ausführung	GRADE:danach Träger auf Grad I	EXACT_EVENT_AND_ATOM_POSITION_JOIN
119	G407-E1192	G407-S065	f72r	CELESTIAL	otar	OT+AR	0	0	1	1	RELATION	DANACH → AUSGANG	danach; vom Ausgang	RELATION:DANACH · AUSGANG	EXACT_EVENT_AND_ATOM_POSITION_JOIN
120	G407-E1198	G407-S065	f72r	CELESTIAL	otear	OT+E+AR	1	0	1	2	GRADE|RELATION	DANACH → GRAD I → AUSGANG	danach; auf Grad I; vom Ausgang	GRADE:danach Träger auf Grad I || RELATION:DANACH · AUSGANG	EXACT_EVENT_AND_ATOM_POSITION_JOIN
121	G407-E1202	G407-S065	f72r	CELESTIAL	otar	OT+AR	0	0	1	1	RELATION	DANACH → AUSGANG	danach; vom Ausgang	RELATION:DANACH · AUSGANG	EXACT_EVENT_AND_ATOM_POSITION_JOIN
122	G407-E1206	G407-S066	f72r	CELESTIAL	okeeols	OK+EE+OL+S	1	0	0	1	GRADE	SETZEN → GRAD II → FORTSETZEN → WÄHLEN	setzen; auf Grad II; weiter; wählen	GRADE:setzen auf Grad II; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
123	G407-E1207	G407-S066	f72r	CELESTIAL	aroly	AR+OL+Y	0	1	1	2	ARGUMENT|RELATION	AUSGANG → FORTSETZEN → POSTEN	vom Ausgang; weiter; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger || RELATION:AUSGANG · FORTSETZEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
124	G407-E1213	G407-S066	f72r	CELESTIAL	oteos	OT+E+O+S_ADDR	1	0	0	1	GRADE	DANACH → GRAD I → AUSFÜHRUNG → HIER	danach; auf Grad I; zur Ausführung; hier	GRADE:danach Träger auf Grad I	EXACT_EVENT_AND_ATOM_POSITION_JOIN
125	G407-E1216	G407-S066	f72r	CELESTIAL	otaiin	OT+AIIN	0	1	0	1	ARGUMENT	DANACH → WERT	danach; den Wert	ARGUMENT:danach den Wert als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
126	G407-E1219	G407-S067	f72r	CELESTIAL	oteos	OT+E+O+S_ADDR	1	0	0	1	GRADE	DANACH → GRAD I → AUSFÜHRUNG → HIER	danach; auf Grad I; zur Ausführung; hier	GRADE:danach Träger auf Grad I	EXACT_EVENT_AND_ATOM_POSITION_JOIN
127	G407-E1227	G407-S067	f72r	CELESTIAL	okeol	OK+E+OL	1	0	0	1	GRADE	SETZEN → GRAD I → FORTSETZEN	setzen; auf Grad I; weiter	GRADE:setzen auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
128	G407-E1228	G407-S067	f72r	CELESTIAL	oly	OL+Y	0	1	0	1	ARGUMENT	FORTSETZEN → POSTEN	weiter; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
129	G407-E1229	G407-S067	f72r	CELESTIAL	oteeykeey	OT+E+O+K+EE+Y	2	1	0	3	ARGUMENT|GRADE	DANACH → GRAD I → AUSFÜHRUNG → GEBEN → GRAD II → POSTEN	danach; auf Grad I; zur Ausführung; geben; auf Grad II; den Posten	GRADE:danach Träger auf Grad I || GRADE:danach geben auf Grad II || ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
130	G407-E1238	G407-S067	f72r	CELESTIAL	otar	OT+AR	0	0	1	1	RELATION	DANACH → AUSGANG	danach; vom Ausgang	RELATION:DANACH · AUSGANG	EXACT_EVENT_AND_ATOM_POSITION_JOIN
131	G407-E1240	G407-S067	f72r	CELESTIAL	chotaiin	OT+AIIN	0	1	0	1	ARGUMENT	DANACH → WERT	danach; den Wert	ARGUMENT:danach den Wert als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
132	G407-E1241	G407-S067	f72r	CELESTIAL	otchey	OT+Y	0	1	0	1	ARGUMENT	DANACH → POSTEN	danach; den Posten	ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
133	G407-E1246	G407-S067	f72r	CELESTIAL	otaiin	OT+AIIN	0	1	0	1	ARGUMENT	DANACH → WERT	danach; den Wert	ARGUMENT:danach den Wert als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
134	G407-E1259	G407-S067	f72r	CELESTIAL	otees	OT+EE+S	1	0	0	1	GRADE	DANACH → GRAD II → WÄHLEN	danach; auf Grad II; wählen	GRADE:danach Träger auf Grad II	EXACT_EVENT_AND_ATOM_POSITION_JOIN
135	G407-E1260	G407-S068	f72r	CELESTIAL	oteey	OT+EE+Y	1	1	0	2	ARGUMENT|GRADE	DANACH → GRAD II → POSTEN	danach; auf Grad II; den Posten	GRADE:danach Träger auf Grad II || ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
136	G407-E1268	G407-S068	f72r	CELESTIAL	oteo	OT+E+O	1	0	0	1	GRADE	DANACH → GRAD I → AUSFÜHRUNG	danach; auf Grad I; zur Ausführung	GRADE:danach Träger auf Grad I	EXACT_EVENT_AND_ATOM_POSITION_JOIN
137	G407-E1271	G407-S068	f72r	CELESTIAL	otey	OT+E+Y	1	1	0	2	ARGUMENT|GRADE	DANACH → GRAD I → POSTEN	danach; auf Grad I; den Posten	GRADE:danach Träger auf Grad I || ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
138	G407-E1272	G407-S068	f72r	CELESTIAL	otaiin	OT+AIIN	0	1	0	1	ARGUMENT	DANACH → WERT	danach; den Wert	ARGUMENT:danach den Wert als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
139	G407-E1273	G407-S068	f72r	CELESTIAL	otaly	OT+AL+Y	0	1	1	2	ARGUMENT|RELATION	DANACH → ZIELORT → POSTEN	danach; zum Zielort; den Posten	ARGUMENT:danach den Posten als nächsten Träger eröffnen || RELATION:DANACH · ZIELORT	EXACT_EVENT_AND_ATOM_POSITION_JOIN
140	G407-E1276	G407-S068	f72r	CELESTIAL	dalchdy	AL+CHD+DY	0	0	1	1	RELATION	ZIELORT → BEARBEITEN → ABSCHLIESSEN	zum Zielort; bearbeiten; abschließen	RELATION:ZIELORT · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
141	G407-E1280	G407-S069	f72r	CELESTIAL	qoteeody	OT+EE+O+DY	1	0	0	1	GRADE	DANACH → GRAD II → AUSFÜHRUNG → ABSCHLIESSEN	danach; auf Grad II; zur Ausführung; abschließen	GRADE:danach Träger auf Grad II; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
142	G407-E1282	G407-S070	f72r	CELESTIAL	chotal	OT+AL	0	0	1	1	RELATION	DANACH → ZIELORT	danach; zum Zielort	RELATION:DANACH · ZIELORT	EXACT_EVENT_AND_ATOM_POSITION_JOIN
143	G407-E1284	G407-S070	f72r	CELESTIAL	otoees	OT+EE+Y	1	1	0	2	ARGUMENT|GRADE	DANACH → GRAD II → POSTEN	danach; auf Grad II; den Posten	GRADE:danach Träger auf Grad II || ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
144	G407-E1286	G407-S071	f72r	CELESTIAL	otoar	OT+O+AR	0	0	1	1	RELATION	DANACH → AUSFÜHRUNG → AUSGANG	danach; zur Ausführung; vom Ausgang	RELATION:DANACH · AUSGANG	EXACT_EVENT_AND_ATOM_POSITION_JOIN
145	G407-E1290	G407-S071	f72r	CELESTIAL	otees	OT+EE+S	1	0	0	1	GRADE	DANACH → GRAD II → WÄHLEN	danach; auf Grad II; wählen	GRADE:danach Träger auf Grad II	EXACT_EVENT_AND_ATOM_POSITION_JOIN
146	G407-E1297	G407-S071	f72r	CELESTIAL	otchey	OT+Y	0	1	0	1	ARGUMENT	DANACH → POSTEN	danach; den Posten	ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
147	G407-E1299	G407-S071	f72r	CELESTIAL	olaiin	OL+AIIN	0	1	0	1	ARGUMENT	FORTSETZEN → WERT	weiter; den Wert	ARGUMENT:weiter mit dem Wert als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
148	G407-E1303	G407-S072	f72r	CELESTIAL	oteo	OT+E+O	1	0	0	1	GRADE	DANACH → GRAD I → AUSFÜHRUNG	danach; auf Grad I; zur Ausführung	GRADE:danach Träger auf Grad I	EXACT_EVENT_AND_ATOM_POSITION_JOIN
149	G407-E1306	G407-S072	f72r	CELESTIAL	okeeol	OK+EE+OL	1	0	0	1	GRADE	SETZEN → GRAD II → FORTSETZEN	setzen; auf Grad II; weiter	GRADE:setzen auf Grad II; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
150	G407-E1310	G407-S072	f72r	CELESTIAL	oteody	OT+E+O+Y	1	1	0	2	ARGUMENT|GRADE	DANACH → GRAD I → AUSFÜHRUNG → POSTEN	danach; auf Grad I; zur Ausführung; den Posten	GRADE:danach Träger auf Grad I || ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
151	G407-E1311	G407-S072	f72r	CELESTIAL	oteedy	OT+EE+DY	1	0	0	1	GRADE	DANACH → GRAD II → ABSCHLIESSEN	danach; auf Grad II; abschließen	GRADE:danach Träger auf Grad II; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
152	G407-E1312	G407-S073	f72r	CELESTIAL	okeolaiin	OK+E+OL+AIIN	1	1	0	2	ARGUMENT|GRADE	SETZEN → GRAD I → FORTSETZEN → WERT	setzen; auf Grad I; weiter; den Wert	GRADE:setzen auf Grad I; den Träger weiterführen || ARGUMENT:weiter mit dem Wert als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
153	G407-E1313	G407-S073	f72r	CELESTIAL	oteey	OT+EE+Y	1	1	0	2	ARGUMENT|GRADE	DANACH → GRAD II → POSTEN	danach; auf Grad II; den Posten	GRADE:danach Träger auf Grad II || ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
154	G407-E1316	G407-S073	f72r	CELESTIAL	sheol	SH+E+OL	1	0	0	1	GRADE	HALTEN → GRAD I → FORTSETZEN	halten; auf Grad I; weiter	GRADE:halten auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
155	G407-E1330	G407-S073	f72r	CELESTIAL	oteedy	OT+EE+DY	1	0	0	1	GRADE	DANACH → GRAD II → ABSCHLIESSEN	danach; auf Grad II; abschließen	GRADE:danach Träger auf Grad II; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
156	G407-E1333	G407-S074	f72r	CELESTIAL	choly	OL+Y	0	1	0	1	ARGUMENT	FORTSETZEN → POSTEN	weiter; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
157	G407-E1343	G407-S074	f72r	CELESTIAL	choteey	CH+OT+EE+Y	1	1	0	2	ARGUMENT|GRADE	NEHMEN → DANACH → GRAD II → POSTEN	nehmen; danach; auf Grad II; den Posten	GRADE:danach Träger auf Grad II || ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
158	G407-E1344	G407-S074	f72r	CELESTIAL	sheoly	SH+E+OL+Y	1	1	0	2	ARGUMENT|GRADE	HALTEN → GRAD I → FORTSETZEN → POSTEN	halten; auf Grad I; weiter; den Posten	GRADE:halten auf Grad I; den Träger weiterführen || ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
159	G407-E1345	G407-S074	f72r	CELESTIAL	eol	E+OL	1	0	0	1	GRADE	GRAD I → FORTSETZEN	auf Grad I; weiter	GRADE:Träger auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
160	G407-E1349	G407-S076	f72r	CELESTIAL	otey	OT+E+Y	1	1	0	2	ARGUMENT|GRADE	DANACH → GRAD I → POSTEN	danach; auf Grad I; den Posten	GRADE:danach Träger auf Grad I || ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
161	G407-E1353	G407-S077	f72r	CELESTIAL	oteodar	OT+E+O+D_ADDR+AR	1	0	1	2	GRADE|RELATION	DANACH → GRAD I → AUSFÜHRUNG → HIER → AUSGANG	danach; auf Grad I; zur Ausführung; hier; vom Ausgang	GRADE:danach Träger auf Grad I || RELATION:DANACH · AUSGANG	EXACT_EVENT_AND_ATOM_POSITION_JOIN
162	G407-E1354	G407-S077	f72r	CELESTIAL	ykeolol	Y+K+E+OL+OL	1	1	0	2	ARGUMENT|GRADE	POSTEN → GEBEN → GRAD I → FORTSETZEN → FORTSETZEN	den Posten; geben; auf Grad I; weiter; weiter	GRADE:geben auf Grad I; den Träger weiterführen || ARGUMENT:den Posten weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
163	G407-E1357	G407-S077	f72r	CELESTIAL	oteos	OT+E+O+S_ADDR	1	0	0	1	GRADE	DANACH → GRAD I → AUSFÜHRUNG → HIER	danach; auf Grad I; zur Ausführung; hier	GRADE:danach Träger auf Grad I	EXACT_EVENT_AND_ATOM_POSITION_JOIN
164	G407-E1361	G407-S077	f72r	CELESTIAL	ykeeoly	Y+K+OL+Y	0	2	0	2	ARGUMENT	POSTEN → GEBEN → FORTSETZEN → POSTEN	den Posten; geben; weiter; den Posten	ARGUMENT:den Posten weiterführen || ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
165	G407-E1362	G407-S077	f72r	CELESTIAL	otaiin	OT+AIIN	0	1	0	1	ARGUMENT	DANACH → WERT	danach; den Wert	ARGUMENT:danach den Wert als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
166	G407-E1369	G407-S077	f72r	CELESTIAL	oteody	OT+E+O+Y	1	1	0	2	ARGUMENT|GRADE	DANACH → GRAD I → AUSFÜHRUNG → POSTEN	danach; auf Grad I; zur Ausführung; den Posten	GRADE:danach Träger auf Grad I || ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
167	G407-E1371	G407-S077	f72r	CELESTIAL	otees	OT+EE+S	1	0	0	1	GRADE	DANACH → GRAD II → WÄHLEN	danach; auf Grad II; wählen	GRADE:danach Träger auf Grad II	EXACT_EVENT_AND_ATOM_POSITION_JOIN
168	G407-E1373	G407-S077	f72r	CELESTIAL	doteey	D_ADDR+OT+EE+Y	1	1	0	2	ARGUMENT|GRADE	HIER → DANACH → GRAD II → POSTEN	hier; danach; auf Grad II; den Posten	GRADE:danach Träger auf Grad II || ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
169	G407-E1375	G407-S077	f72r	CELESTIAL	oteol	OT+E+OL	1	0	0	1	GRADE	DANACH → GRAD I → FORTSETZEN	danach; auf Grad I; weiter	GRADE:danach Träger auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
170	G407-E1379	G407-S077	f72r	CELESTIAL	eol	E+OL	1	0	0	1	GRADE	GRAD I → FORTSETZEN	auf Grad I; weiter	GRADE:Träger auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
171	G407-E1382	G407-S077	f72r	CELESTIAL	shoteey	SH+OT+EE+Y	1	1	0	2	ARGUMENT|GRADE	HALTEN → DANACH → GRAD II → POSTEN	halten; danach; auf Grad II; den Posten	GRADE:danach Träger auf Grad II || ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
172	G407-E1385	G407-S077	f72r	CELESTIAL	okeeol	OK+EE+OL	1	0	0	1	GRADE	SETZEN → GRAD II → FORTSETZEN	setzen; auf Grad II; weiter	GRADE:setzen auf Grad II; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
173	G407-E1388	G407-S077	f72r	CELESTIAL	ykoly	Y+K+OL+Y	0	2	0	2	ARGUMENT	POSTEN → GEBEN → FORTSETZEN → POSTEN	den Posten; geben; weiter; den Posten	ARGUMENT:den Posten weiterführen || ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
174	G407-E1389	G407-S078	f72r	CELESTIAL	oteey	OT+EE+Y	1	1	0	2	ARGUMENT|GRADE	DANACH → GRAD II → POSTEN	danach; auf Grad II; den Posten	GRADE:danach Träger auf Grad II || ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
175	G407-E1394	G407-S079	f72r	CELESTIAL	opcholalaiin	O+P+CH+OL+AL+AIIN	0	1	1	2	ARGUMENT|RELATION	AUSFÜHRUNG → EINSETZEN → NEHMEN → FORTSETZEN → ZIELORT → WERT	zur Ausführung; einsetzen; nehmen; weiter; zum Zielort; den Wert	ARGUMENT:weiter mit dem Wert als aktuellem Träger || RELATION:FORTSETZEN · ZIELORT	EXACT_EVENT_AND_ATOM_POSITION_JOIN
176	G407-E1395	G407-S079	f72r	CELESTIAL	oteeor	OT+EE+OR	1	1	0	2	ARGUMENT|GRADE	DANACH → GRAD II → EINHEIT	danach; auf Grad II; die Einheit	GRADE:danach Träger auf Grad II || ARGUMENT:danach die Einheit als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
177	G407-E1399	G407-S079	f72r	CELESTIAL	oteees	OT+EEE+S_ADDR	1	0	0	1	GRADE	DANACH → GRAD III → HIER	danach; auf Grad III; hier	GRADE:danach Träger auf Grad III	EXACT_EVENT_AND_ATOM_POSITION_JOIN
178	G407-E1402	G407-S079	f72r	CELESTIAL	olaiin	OL+AIIN	0	1	0	1	ARGUMENT	FORTSETZEN → WERT	weiter; den Wert	ARGUMENT:weiter mit dem Wert als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
179	G407-E1403	G407-S079	f72r	CELESTIAL	otedar	OT+E+D_ADDR+AR	1	0	1	2	GRADE|RELATION	DANACH → GRAD I → HIER → AUSGANG	danach; auf Grad I; hier; vom Ausgang	GRADE:danach Träger auf Grad I || RELATION:DANACH · AUSGANG	EXACT_EVENT_AND_ATOM_POSITION_JOIN
180	G407-E1405	G407-S079	f72r	CELESTIAL	choty	CH+OT+Y	0	1	0	1	ARGUMENT	NEHMEN → DANACH → POSTEN	nehmen; danach; den Posten	ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
