state_card_ordinal	cohort	event_id	source_event_id	statement_id	physical_page	register	card_ordinal_in_statement	statement_event_count	statement_position	statement_final	surface	recipe	recipe_atom_count	ordered_type_signature	state_marker_sequence	ordered_typed_atom_trace	ordered_all_atom_reading_de	all_atom_default_phrase_de	state_scope_reading_de	source_context_layer	context_template	contextual_clause_de	explicit_action_roots	inherited_action_root	explicit_argument_roots	inherited_argument_root	action_atom_count	grade_atom_count	argument_atom_count	relation_atom_count	state_control_atom_count	formal_control_atom_count	local_or_class_sign_count	specialized_carrier_layers	specialized_carrier_link_count	specialized_carrier_readings_de	every_atom_mapped	written_order_preserved	sequence_default_status	guard
31	OLD26_GDT407	G407-E0189	G404-E0189	G407-S006	f1r	SOURCE_SECTION_T	30	41	STATEMENT_INTERNAL	NO	ctholdar	CH+T+OL+D_ADDR+AR	5	ACTION_HEAD+ACTION_HEAD+STATE_CONTROL+LOCAL_OR_CLASS_SIGN+RELATION	OL	CH{HANDLUNG=NEHMEN} > T{HANDLUNG=EINSTELLEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > AR{RELATION=AUSGANG}	NEHMEN → EINSTELLEN → FORTSETZEN → HIER → AUSGANG	nehmen; einstellen; weiter; hier; vom Ausgang	NEHMEN · EINSTELLEN · FORTSETZEN · HIER · AUSGANG	GDT416_OLD26_IMPERATIVE	MULTI_ACTION	Weiter entnimm den Kennwert [wie zuvor] und lege den Kennwert [wie zuvor] fest; von der Ausgangszeile; an der bezeichneten Stelle.	CH|T	NONE	NONE	AIIN	2	0	0	1	1	0	1	RELATION	1	RELATION:FORTSETZEN · AUSGANG	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
32	OLD26_GDT407	G407-E0196	G404-E0196	G407-S006	f1r	SOURCE_SECTION_T	37	41	STATEMENT_INTERNAL	NO	ochol	O+OL	2	FORMAL_CONTROL+STATE_CONTROL	OL	O{FORMSTEUERUNG=AUSFÜHRUNG} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	AUSFÜHRUNG → FORTSETZEN	zur Ausführung; weiter	AUSFÜHRUNG · FORTSETZEN	GDT416_OLD26_IMPERATIVE	INHERITED_ARGUMENT_OR_CONTROL	Weiter im laufenden Gang trage den Kennwert [wie zuvor] ein; als Ausführung.	NONE	OK	NONE	AIIN	0	0	0	0	1	1	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
33	OLD26_GDT407	G407-E0200	G404-E0200	G407-S006	f1r	SOURCE_SECTION_T	41	41	STATEMENT_FINAL	YES	shody	SH+O+DY	3	ACTION_HEAD+FORMAL_CONTROL+STATE_CONTROL	DY	SH{HANDLUNG=HALTEN} > O{FORMSTEUERUNG=AUSFÜHRUNG} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	HALTEN → AUSFÜHRUNG → ABSCHLIESSEN	halten; zur Ausführung; abschließen	HALTEN · AUSFÜHRUNG · SCHLUSS	GDT416_OLD26_IMPERATIVE	ACTION_ONLY	Halte den laufenden Eintrag [wie zuvor] fest; als Ausführung; schließe den Schritt.	SH	NONE	NONE	Y	1	0	0	0	1	1	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
34	OLD26_GDT407	G407-E0210	G404-E0210	G407-S007	f1r	SOURCE_SECTION_T	10	14	STATEMENT_INTERNAL	NO	chol	OL	1	STATE_CONTROL	OL	OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	FORTSETZEN	weiter	FORTSETZEN	GDT416_OLD26_IMPERATIVE	INHERITED_ARGUMENT_OR_CONTROL	Weiter im laufenden Gang lege die Eintragseinheit [wie zuvor] fest.	NONE	T	NONE	OR	0	0	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
35	OLD26_GDT407	G407-E0212	G404-E0212	G407-S007	f1r	SOURCE_SECTION_T	12	14	STATEMENT_INTERNAL	NO	choty	CH+OT+Y	3	ACTION_HEAD+STATE_CONTROL+ARGUMENT	OT	CH{HANDLUNG=NEHMEN} > OT{ZUSTANDSSTEUERUNG=DANACH} > Y{ARGUMENT=POSTEN}	NEHMEN → DANACH → POSTEN	nehmen; danach; den Posten	NEHMEN · DANACH · AKTIVER POSTEN	GDT416_OLD26_IMPERATIVE	ORDERED_ACTION	Danach entnimm den laufenden Eintrag.	CH	NONE	Y	NONE	1	0	1	0	1	0	0	ARGUMENT	1	ARGUMENT:danach den Posten als nächsten Träger eröffnen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
36	OLD26_GDT407	G407-E0213	G404-E0213	G407-S007	f1r	SOURCE_SECTION_T	13	14	STATEMENT_INTERNAL	NO	chotey	CH+OT+E+Y	4	ACTION_HEAD+STATE_CONTROL+GRADE+ARGUMENT	OT	CH{HANDLUNG=NEHMEN} > OT{ZUSTANDSSTEUERUNG=DANACH} > E{GRAD=GRAD I} > Y{ARGUMENT=POSTEN}	NEHMEN → DANACH → GRAD I → POSTEN	nehmen; danach; auf Grad I; den Posten	NEHMEN · DANACH · GRAD I · AKTIVER POSTEN	GDT416_OLD26_IMPERATIVE	ORDERED_ACTION	Danach entnimm den laufenden Eintrag; auf Grad I.	CH	NONE	Y	NONE	1	1	1	0	1	0	0	ARGUMENT|GRADE	2	GRADE:danach Träger auf Grad I || ARGUMENT:danach den Posten als nächsten Träger eröffnen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
37	OLD26_GDT407	G407-E0219	P912-E0005	G407-S008	f10r	HERBAL	5	39	STATEMENT_INTERNAL	NO	pchodol	P+CH+O+D_ADDR+OL	5	ACTION_HEAD+ACTION_HEAD+FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN+STATE_CONTROL	OL	P{HANDLUNG=EINSETZEN} > CH{HANDLUNG=NEHMEN} > O{FORMSTEUERUNG=AUSFÜHRUNG} > D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	EINSETZEN → NEHMEN → AUSFÜHRUNG → HIER → FORTSETZEN	einsetzen; nehmen; zur Ausführung; hier; weiter	EINSETZEN · NEHMEN · AUSFÜHRUNG · HIER · FORTSETZEN	GDT416_OLD26_IMPERATIVE	MULTI_ACTION	Weiter setze den Pflanzenposten [wie zuvor] ein und nimm den Pflanzenposten [wie zuvor]; als Ausführung; an der bezeichneten Stelle.	P|CH	NONE	NONE	Y	2	0	0	0	1	1	1	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
38	OLD26_GDT407	G407-E0229	P912-E0015	G407-S008	f10r	HERBAL	15	39	STATEMENT_INTERNAL	NO	otytchol	OT+Y+T+CH+OL	5	STATE_CONTROL+ARGUMENT+ACTION_HEAD+ACTION_HEAD+STATE_CONTROL	OT+OL	OT{ZUSTANDSSTEUERUNG=DANACH} > Y{ARGUMENT=POSTEN} > T{HANDLUNG=EINSTELLEN} > CH{HANDLUNG=NEHMEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	DANACH → POSTEN → EINSTELLEN → NEHMEN → FORTSETZEN	danach; den Posten; einstellen; nehmen; weiter	DANACH · AKTIVER POSTEN · EINSTELLEN · NEHMEN · FORTSETZEN	GDT416_OLD26_IMPERATIVE	MULTI_ACTION	Danach und weiter stelle den Pflanzenposten ein und nimm den Pflanzenposten.	T|CH	NONE	Y	NONE	2	0	1	0	2	0	0	ARGUMENT	1	ARGUMENT:danach den Posten eröffnen und weiterführen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
39	OLD26_GDT407	G407-E0233	P912-E0019	G407-S008	f10r	HERBAL	19	39	STATEMENT_INTERNAL	NO	qotor	OT+OR	2	STATE_CONTROL+ARGUMENT	OT	OT{ZUSTANDSSTEUERUNG=DANACH} > OR{ARGUMENT=EINHEIT}	DANACH → EINHEIT	danach; die Einheit	DANACH · EINHEIT	GDT416_OLD26_IMPERATIVE	INHERITED_ARGUMENT_OR_CONTROL	Danach im laufenden Gang stelle die Arbeitseinheit ein.	NONE	T	OR	NONE	0	0	1	0	1	0	0	ARGUMENT	1	ARGUMENT:danach die Einheit als nächsten Träger eröffnen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
40	OLD26_GDT407	G407-E0238	P912-E0024	G407-S008	f10r	HERBAL	24	39	STATEMENT_INTERNAL	NO	qotchy	OT+Y	2	STATE_CONTROL+ARGUMENT	OT	OT{ZUSTANDSSTEUERUNG=DANACH} > Y{ARGUMENT=POSTEN}	DANACH → POSTEN	danach; den Posten	DANACH · AKTIVER POSTEN	GDT416_OLD26_IMPERATIVE	INHERITED_ARGUMENT_OR_CONTROL	Danach im laufenden Gang stelle den Pflanzenposten ein.	NONE	T	Y	NONE	0	0	1	0	1	0	0	ARGUMENT	1	ARGUMENT:danach den Posten als nächsten Träger eröffnen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
41	OLD26_GDT407	G407-E0239	P912-E0025	G407-S008	f10r	HERBAL	25	39	STATEMENT_INTERNAL	NO	chol	OL	1	STATE_CONTROL	OL	OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	FORTSETZEN	weiter	FORTSETZEN	GDT416_OLD26_IMPERATIVE	INHERITED_ARGUMENT_OR_CONTROL	Weiter im laufenden Gang stelle den Pflanzenposten [wie zuvor] ein.	NONE	T	NONE	Y	0	0	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
42	OLD26_GDT407	G407-E0253	P912-E0039	G407-S008	f10r	HERBAL	39	39	STATEMENT_FINAL	YES	ody	O+DY	2	FORMAL_CONTROL+STATE_CONTROL	DY	O{FORMSTEUERUNG=AUSFÜHRUNG} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	AUSFÜHRUNG → ABSCHLIESSEN	zur Ausführung; abschließen	AUSFÜHRUNG · SCHLUSS	GDT416_OLD26_IMPERATIVE	INHERITED_ARGUMENT_OR_CONTROL	Im laufenden Gang markiere die Arbeitseinheit [wie zuvor]; als Ausführung; schließe den Schritt.	NONE	R	NONE	OR	0	0	0	0	1	1	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
43	OLD26_GDT407	G407-E0255	P912-E0041	G407-S009	f10r	HERBAL	2	53	STATEMENT_INTERNAL	NO	qotchol	OT+CH+OL	3	STATE_CONTROL+ACTION_HEAD+STATE_CONTROL	OT+OL	OT{ZUSTANDSSTEUERUNG=DANACH} > CH{HANDLUNG=NEHMEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	DANACH → NEHMEN → FORTSETZEN	danach; nehmen; weiter	DANACH · NEHMEN · FORTSETZEN	GDT416_OLD26_IMPERATIVE	ORDERED_ACTION	Danach und weiter nimm den Pflanzenposten [wie zuvor].	CH	NONE	NONE	Y	1	0	0	0	2	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
44	OLD26_GDT407	G407-E0256	P912-E0042	G407-S009	f10r	HERBAL	3	53	STATEMENT_INTERNAL	NO	chol	OL	1	STATE_CONTROL	OL	OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	FORTSETZEN	weiter	FORTSETZEN	GDT416_OLD26_IMPERATIVE	INHERITED_ARGUMENT_OR_CONTROL	Weiter im laufenden Gang nimm den Pflanzenposten [wie zuvor].	NONE	CH	NONE	Y	0	0	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
45	OLD26_GDT407	G407-E0262	P912-E0048	G407-S009	f10r	HERBAL	9	53	STATEMENT_INTERNAL	NO	qoctholy	CARRIER_Q+O+CH+T+OL+Y	6	FORMAL_CONTROL+FORMAL_CONTROL+ACTION_HEAD+ACTION_HEAD+STATE_CONTROL+ARGUMENT	OL	CARRIER_Q{FORMSTEUERUNG=BEGINNMARKER} > O{FORMSTEUERUNG=AUSFÜHRUNG} > CH{HANDLUNG=NEHMEN} > T{HANDLUNG=EINSTELLEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > Y{ARGUMENT=POSTEN}	BEGINNMARKER → AUSFÜHRUNG → NEHMEN → EINSTELLEN → FORTSETZEN → POSTEN	am Beginn; zur Ausführung; nehmen; einstellen; weiter; den Posten	BEGINNMARKER · AUSFÜHRUNG · NEHMEN · EINSTELLEN · FORTSETZEN · AKTIVER POSTEN	GDT416_OLD26_IMPERATIVE	MULTI_ACTION	Weiter nimm den Pflanzenposten und stelle den Pflanzenposten ein; als neuen Einsatz und als Ausführung.	CH|T	NONE	Y	NONE	2	0	1	0	1	2	0	ARGUMENT	1	ARGUMENT:weiter mit dem Posten als aktuellem Träger	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
46	OLD26_GDT407	G407-E0268	P912-E0054	G407-S009	f10r	HERBAL	15	53	STATEMENT_INTERNAL	NO	qokchol	OK+OL	2	ACTION_HEAD+STATE_CONTROL	OL	OK{HANDLUNG=SETZEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	SETZEN → FORTSETZEN	setzen; weiter	SETZEN · FORTSETZEN	GDT416_OLD26_IMPERATIVE	ORDERED_ACTION	Weiter setze den Pflanzenposten [wie zuvor] im Arbeitsgang an.	OK	NONE	NONE	Y	1	0	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
47	OLD26_GDT407	G407-E0277	P912-E0063	G407-S009	f10r	HERBAL	24	53	STATEMENT_INTERNAL	NO	qotchor	OT+CH+OR	3	STATE_CONTROL+ACTION_HEAD+ARGUMENT	OT	OT{ZUSTANDSSTEUERUNG=DANACH} > CH{HANDLUNG=NEHMEN} > OR{ARGUMENT=EINHEIT}	DANACH → NEHMEN → EINHEIT	danach; nehmen; die Einheit	DANACH · NEHMEN · EINHEIT	GDT416_OLD26_IMPERATIVE	ORDERED_ACTION	Danach nimm die Arbeitseinheit.	CH	NONE	OR	NONE	1	0	1	0	1	0	0	ARGUMENT	1	ARGUMENT:danach die Einheit als nächsten Träger eröffnen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
48	OLD26_GDT407	G407-E0279	P912-E0065	G407-S009	f10r	HERBAL	26	53	STATEMENT_INTERNAL	NO	otol	OT+OL	2	STATE_CONTROL+STATE_CONTROL	OT+OL	OT{ZUSTANDSSTEUERUNG=DANACH} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	DANACH → FORTSETZEN	danach; weiter	DANACH · FORTSETZEN	GDT416_OLD26_IMPERATIVE	INHERITED_ARGUMENT_OR_CONTROL	Danach und weiter im laufenden Gang nimm die Arbeitseinheit [wie zuvor].	NONE	CH	NONE	OR	0	0	0	0	2	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
49	OLD26_GDT407	G407-E0280	P912-E0066	G407-S009	f10r	HERBAL	27	53	STATEMENT_INTERNAL	NO	chol	OL	1	STATE_CONTROL	OL	OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	FORTSETZEN	weiter	FORTSETZEN	GDT416_OLD26_IMPERATIVE	INHERITED_ARGUMENT_OR_CONTROL	Weiter im laufenden Gang nimm die Arbeitseinheit [wie zuvor].	NONE	CH	NONE	OR	0	0	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
50	OLD26_GDT407	G407-E0281	P912-E0067	G407-S009	f10r	HERBAL	28	53	STATEMENT_INTERNAL	NO	cholor	OL+OR	2	STATE_CONTROL+ARGUMENT	OL	OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > OR{ARGUMENT=EINHEIT}	FORTSETZEN → EINHEIT	weiter; die Einheit	FORTSETZEN · EINHEIT	GDT416_OLD26_IMPERATIVE	INHERITED_ARGUMENT_OR_CONTROL	Weiter im laufenden Gang nimm die Arbeitseinheit.	NONE	CH	OR	NONE	0	0	1	0	1	0	0	ARGUMENT	1	ARGUMENT:weiter mit der Einheit als aktuellem Träger	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
51	OLD26_GDT407	G407-E0282	P912-E0068	G407-S009	f10r	HERBAL	29	53	STATEMENT_INTERNAL	NO	chol	OL	1	STATE_CONTROL	OL	OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	FORTSETZEN	weiter	FORTSETZEN	GDT416_OLD26_IMPERATIVE	INHERITED_ARGUMENT_OR_CONTROL	Weiter im laufenden Gang nimm die Arbeitseinheit [wie zuvor].	NONE	CH	NONE	OR	0	0	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
52	OLD26_GDT407	G407-E0292	P912-E0078	G407-S009	f10r	HERBAL	39	53	STATEMENT_INTERNAL	NO	oqotor	O+OT+OR	3	FORMAL_CONTROL+STATE_CONTROL+ARGUMENT	OT	O{FORMSTEUERUNG=AUSFÜHRUNG} > OT{ZUSTANDSSTEUERUNG=DANACH} > OR{ARGUMENT=EINHEIT}	AUSFÜHRUNG → DANACH → EINHEIT	zur Ausführung; danach; die Einheit	AUSFÜHRUNG · DANACH · EINHEIT	GDT416_OLD26_IMPERATIVE	INHERITED_ARGUMENT_OR_CONTROL	Danach im laufenden Gang nimm die Arbeitseinheit; als Ausführung.	NONE	CH	OR	NONE	0	0	1	0	1	1	0	ARGUMENT	1	ARGUMENT:danach die Einheit als nächsten Träger eröffnen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
53	OLD26_GDT407	G407-E0293	P912-E0079	G407-S009	f10r	HERBAL	40	53	STATEMENT_INTERNAL	NO	otor	OT+OR	2	STATE_CONTROL+ARGUMENT	OT	OT{ZUSTANDSSTEUERUNG=DANACH} > OR{ARGUMENT=EINHEIT}	DANACH → EINHEIT	danach; die Einheit	DANACH · EINHEIT	GDT416_OLD26_IMPERATIVE	INHERITED_ARGUMENT_OR_CONTROL	Danach im laufenden Gang nimm die Arbeitseinheit.	NONE	CH	OR	NONE	0	0	1	0	1	0	0	ARGUMENT	1	ARGUMENT:danach die Einheit als nächsten Träger eröffnen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
54	OLD26_GDT407	G407-E0298	P912-E0084	G407-S009	f10r	HERBAL	45	53	STATEMENT_INTERNAL	NO	otchoshor	OT+CH+O+SH+OR	5	STATE_CONTROL+ACTION_HEAD+FORMAL_CONTROL+ACTION_HEAD+ARGUMENT	OT	OT{ZUSTANDSSTEUERUNG=DANACH} > CH{HANDLUNG=NEHMEN} > O{FORMSTEUERUNG=AUSFÜHRUNG} > SH{HANDLUNG=HALTEN} > OR{ARGUMENT=EINHEIT}	DANACH → NEHMEN → AUSFÜHRUNG → HALTEN → EINHEIT	danach; nehmen; zur Ausführung; halten; die Einheit	DANACH · NEHMEN · AUSFÜHRUNG · HALTEN · EINHEIT	GDT416_OLD26_IMPERATIVE	MULTI_ACTION	Danach nimm die Arbeitseinheit und halte die Arbeitseinheit; als Ausführung.	CH|SH	NONE	OR	NONE	2	0	1	0	1	1	0	ARGUMENT	1	ARGUMENT:danach die Einheit als nächsten Träger eröffnen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
55	OLD26_GDT407	G407-E0299	P912-E0085	G407-S009	f10r	HERBAL	46	53	STATEMENT_INTERNAL	NO	qoty	OT+Y	2	STATE_CONTROL+ARGUMENT	OT	OT{ZUSTANDSSTEUERUNG=DANACH} > Y{ARGUMENT=POSTEN}	DANACH → POSTEN	danach; den Posten	DANACH · AKTIVER POSTEN	GDT416_OLD26_IMPERATIVE	INHERITED_ARGUMENT_OR_CONTROL	Danach im laufenden Gang halte den Pflanzenposten.	NONE	SH	Y	NONE	0	0	1	0	1	0	0	ARGUMENT	1	ARGUMENT:danach den Posten als nächsten Träger eröffnen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
56	OLD26_GDT407	G407-E0300	P912-E0086	G407-S009	f10r	HERBAL	47	53	STATEMENT_INTERNAL	NO	qotor	OT+OR	2	STATE_CONTROL+ARGUMENT	OT	OT{ZUSTANDSSTEUERUNG=DANACH} > OR{ARGUMENT=EINHEIT}	DANACH → EINHEIT	danach; die Einheit	DANACH · EINHEIT	GDT416_OLD26_IMPERATIVE	INHERITED_ARGUMENT_OR_CONTROL	Danach im laufenden Gang halte die Arbeitseinheit.	NONE	SH	OR	NONE	0	0	1	0	1	0	0	ARGUMENT	1	ARGUMENT:danach die Einheit als nächsten Träger eröffnen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
57	OLD26_GDT407	G407-E0302	P912-E0088	G407-S009	f10r	HERBAL	49	53	STATEMENT_INTERNAL	NO	otar	OT+AR	2	STATE_CONTROL+RELATION	OT	OT{ZUSTANDSSTEUERUNG=DANACH} > AR{RELATION=AUSGANG}	DANACH → AUSGANG	danach; vom Ausgang	DANACH · AUSGANG	GDT416_OLD26_IMPERATIVE	INHERITED_RELATION	Danach im laufenden Gang stelle den Pflanzenposten [wie zuvor] ein; vom Ausgangsmaterial.	NONE	T	NONE	Y	0	0	0	1	1	0	0	RELATION	1	RELATION:DANACH · AUSGANG	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
58	OLD26_GDT407	G407-E0305	P912-E0091	G407-S009	f10r	HERBAL	52	53	STATEMENT_INTERNAL	NO	qotchy	OT+Y	2	STATE_CONTROL+ARGUMENT	OT	OT{ZUSTANDSSTEUERUNG=DANACH} > Y{ARGUMENT=POSTEN}	DANACH → POSTEN	danach; den Posten	DANACH · AKTIVER POSTEN	GDT416_OLD26_IMPERATIVE	INHERITED_ARGUMENT_OR_CONTROL	Danach im laufenden Gang stelle den Pflanzenposten ein.	NONE	T	Y	NONE	0	0	1	0	1	0	0	ARGUMENT	1	ARGUMENT:danach den Posten als nächsten Träger eröffnen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
59	OLD26_GDT407	G407-E0306	P912-E0092	G407-S009	f10r	HERBAL	53	53	STATEMENT_FINAL	YES	qotor	OT+OR	2	STATE_CONTROL+ARGUMENT	OT	OT{ZUSTANDSSTEUERUNG=DANACH} > OR{ARGUMENT=EINHEIT}	DANACH → EINHEIT	danach; die Einheit	DANACH · EINHEIT	GDT416_OLD26_IMPERATIVE	INHERITED_ARGUMENT_OR_CONTROL	Danach im laufenden Gang stelle die Arbeitseinheit ein.	NONE	T	OR	NONE	0	0	1	0	1	0	0	ARGUMENT	1	ARGUMENT:danach die Einheit als nächsten Träger eröffnen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
60	OLD26_GDT407	G407-E0307	P912-E0093	G407-S010	f11r	HERBAL	1	7	STATEMENT_INITIAL	NO	tshol	T+SH+OL	3	ACTION_HEAD+ACTION_HEAD+STATE_CONTROL	OL	T{HANDLUNG=EINSTELLEN} > SH{HANDLUNG=HALTEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	EINSTELLEN → HALTEN → FORTSETZEN	einstellen; halten; weiter	EINSTELLEN · HALTEN · FORTSETZEN	GDT416_OLD26_IMPERATIVE	MULTI_ACTION	Weiter stelle ein und halte.	T|SH	NONE	NONE	NONE	2	0	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
