recipe_default_ordinal	recipe	event_count	physical_page_count	statement_count	surface_count	cohorts	registers	example_surfaces	example_event_ids	recipe_atom_count	atom_multiset	ordered_type_signature	ordered_typed_atom_trace	ordered_all_atom_reading_de	all_atom_default_phrase_de	specialized_carrier_layers	every_atom_mapped	written_order_preserved	default_scope
177	CH+P+SH+EE+DY	1	1	1	1	OLD26_GDT407	BIOLOGICAL	chpsheedy	G407-E2209	5	CH+DY+EE+P+SH	ACTION_HEAD+ACTION_HEAD+ACTION_HEAD+GRADE+STATE_CONTROL	CH{HANDLUNG=NEHMEN} > P{HANDLUNG=EINSETZEN} > SH{HANDLUNG=HALTEN} > EE{GRAD=GRAD II} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	NEHMEN → EINSETZEN → HALTEN → GRAD II → ABSCHLIESSEN	nehmen; einsetzen; halten; auf Grad II; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
178	CH+S+DY	1	1	1	1	OLD26_GDT407	BIOLOGICAL	chsdy	G407-E1716	3	CH+DY+S	ACTION_HEAD+ACTION_HEAD+STATE_CONTROL	CH{HANDLUNG=NEHMEN} > S{HANDLUNG=WÄHLEN} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	NEHMEN → WÄHLEN → ABSCHLIESSEN	nehmen; wählen; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
179	CH+T+E+OL	1	1	1	1	OLD26_GDT407	PHARMA	ctheol	G407-E3797	4	CH+E+OL+T	ACTION_HEAD+ACTION_HEAD+GRADE+STATE_CONTROL	CH{HANDLUNG=NEHMEN} > T{HANDLUNG=EINSTELLEN} > E{GRAD=GRAD I} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	NEHMEN → EINSTELLEN → GRAD I → FORTSETZEN	nehmen; einstellen; auf Grad I; weiter	GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
180	CH+T+OL+D_ADDR+AR	1	1	1	1	OLD26_GDT407	SOURCE_SECTION_T	ctholdar	G407-E0189	5	AR+CH+D_ADDR+OL+T	ACTION_HEAD+ACTION_HEAD+STATE_CONTROL+LOCAL_OR_CLASS_SIGN+RELATION	CH{HANDLUNG=NEHMEN} > T{HANDLUNG=EINSTELLEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > AR{RELATION=AUSGANG}	NEHMEN → EINSTELLEN → FORTSETZEN → HIER → AUSGANG	nehmen; einstellen; weiter; hier; vom Ausgang	RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
181	CH+T+OL+S	1	1	1	1	OLD26_GDT407	SOURCE_SECTION_T	cthols	G407-E0151	4	CH+OL+S+T	ACTION_HEAD+ACTION_HEAD+STATE_CONTROL+ACTION_HEAD	CH{HANDLUNG=NEHMEN} > T{HANDLUNG=EINSTELLEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > S{HANDLUNG=WÄHLEN}	NEHMEN → EINSTELLEN → FORTSETZEN → WÄHLEN	nehmen; einstellen; weiter; wählen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
182	DA+IIN+DY	1	1	1	1	OLD26_GDT407	BIOLOGICAL	daiidy	G407-E3011	3	DA+DY+IIN	FORMAL_CONTROL+FORMAL_CONTROL+STATE_CONTROL	DA{FORMSTEUERUNG=ZWEITE STUFE} > IIN{FORMSTEUERUNG=STUFE} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	ZWEITE STUFE → STUFE → ABSCHLIESSEN	auf der zweiten Stufe; auf der Stufe; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
183	D_ADDR+AIN+AL+DY	1	1	1	1	OLD26_GDT407	PHARMA	dainaldy	G407-E4140	4	AIN+AL+DY+D_ADDR	LOCAL_OR_CLASS_SIGN+ARGUMENT+RELATION+STATE_CONTROL	D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > AIN{ARGUMENT=ANTEIL} > AL{RELATION=ZIELORT} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	HIER → ANTEIL → ZIELORT → ABSCHLIESSEN	hier; den Anteil; zum Zielort; abschließen	ARGUMENT|RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
184	D_ADDR+AIR+O+DY	1	1	1	1	CURRENT4_GDT539	SOURCE_SECTION_T	dairody	G515-E0425	4	AIR+DY+D_ADDR+O	LOCAL_OR_CLASS_SIGN+RELATION+FORMAL_CONTROL+STATE_CONTROL	D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > AIR{RELATION=BAHN} > O{FORMSTEUERUNG=AUSFÜHRUNG} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	HIER → BAHN → AUSFÜHRUNG → ABSCHLIESSEN	hier; entlang der Bahn; zur Ausführung; abschließen	RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
185	D_ADDR+AR+D_ADDR+AR+DY	1	1	1	1	OLD26_GDT407	BIOLOGICAL	dardardy	G407-E1755	5	AR+AR+DY+D_ADDR+D_ADDR	LOCAL_OR_CLASS_SIGN+RELATION+LOCAL_OR_CLASS_SIGN+RELATION+STATE_CONTROL	D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > AR{RELATION=AUSGANG} > D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > AR{RELATION=AUSGANG} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	HIER → AUSGANG → HIER → AUSGANG → ABSCHLIESSEN	hier; vom Ausgang; hier; vom Ausgang; abschließen	RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
186	D_ADDR+CH+O+DY	1	1	1	1	OLD26_GDT407	HERBAL	dchody	G407-E4525	4	CH+DY+D_ADDR+O	LOCAL_OR_CLASS_SIGN+ACTION_HEAD+FORMAL_CONTROL+STATE_CONTROL	D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > CH{HANDLUNG=NEHMEN} > O{FORMSTEUERUNG=AUSFÜHRUNG} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	HIER → NEHMEN → AUSFÜHRUNG → ABSCHLIESSEN	hier; nehmen; zur Ausführung; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
187	D_ADDR+E+DY	1	1	1	1	OLD26_GDT407	BIOLOGICAL	dedy	G407-E3100	3	DY+D_ADDR+E	LOCAL_OR_CLASS_SIGN+GRADE+STATE_CONTROL	D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	HIER → GRAD I → ABSCHLIESSEN	hier; auf Grad I; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
188	D_ADDR+O+DY	1	1	1	1	OLD26_GDT407	HERBAL	dody	G407-E0451	3	DY+D_ADDR+O	LOCAL_OR_CLASS_SIGN+FORMAL_CONTROL+STATE_CONTROL	D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > O{FORMSTEUERUNG=AUSFÜHRUNG} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	HIER → AUSFÜHRUNG → ABSCHLIESSEN	hier; zur Ausführung; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
189	D_ADDR+O+DY+D_LABEL	1	1	1	1	OLD26_GDT407	HERBAL	dodyd	G407-E0695	4	DY+D_ADDR+D_LABEL+O	LOCAL_OR_CLASS_SIGN+FORMAL_CONTROL+STATE_CONTROL+LOCAL_OR_CLASS_SIGN	D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > O{FORMSTEUERUNG=AUSFÜHRUNG} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN} > D_LABEL{LOKAL-/KLASSENZEICHEN=HIER}	HIER → AUSFÜHRUNG → ABSCHLIESSEN → HIER	hier; zur Ausführung; abschließen; hier	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
190	D_ADDR+OL+AR+SH+Y	1	1	1	1	CURRENT4_GDT539	SOURCE_SECTION_T	dolarshy	G515-E0470	5	AR+D_ADDR+OL+SH+Y	LOCAL_OR_CLASS_SIGN+STATE_CONTROL+RELATION+ACTION_HEAD+ARGUMENT	D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > AR{RELATION=AUSGANG} > SH{HANDLUNG=HALTEN} > Y{ARGUMENT=POSTEN}	HIER → FORTSETZEN → AUSGANG → HALTEN → POSTEN	hier; weiter; vom Ausgang; halten; den Posten	ARGUMENT|RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
191	D_ADDR+OL+CH+L	1	1	1	1	OLD26_GDT407	BIOLOGICAL	dolchl	G407-E2616	4	CH+D_ADDR+L+OL	LOCAL_OR_CLASS_SIGN+STATE_CONTROL+ACTION_HEAD+RELATION	D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > CH{HANDLUNG=NEHMEN} > L{RELATION=VERBINDUNG}	HIER → FORTSETZEN → NEHMEN → VERBINDUNG	hier; weiter; nehmen; über die Verbindung	RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
192	D_ADDR+OL+CH+S+Y+CH+K+E+OL	1	1	1	1	OLD26_GDT407	PHARMA	dolchsyckheol	G407-E4208	9	CH+CH+D_ADDR+E+K+OL+OL+S+Y	LOCAL_OR_CLASS_SIGN+STATE_CONTROL+ACTION_HEAD+ACTION_HEAD+ARGUMENT+ACTION_HEAD+ACTION_HEAD+GRADE+STATE_CONTROL	D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > CH{HANDLUNG=NEHMEN} > S{HANDLUNG=WÄHLEN} > Y{ARGUMENT=POSTEN} > CH{HANDLUNG=NEHMEN} > K{HANDLUNG=GEBEN} > E{GRAD=GRAD I} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	HIER → FORTSETZEN → NEHMEN → WÄHLEN → POSTEN → NEHMEN → GEBEN → GRAD I → FORTSETZEN	hier; weiter; nehmen; wählen; den Posten; nehmen; geben; auf Grad I; weiter	ARGUMENT|GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
193	D_ADDR+OL+EEE+Y	1	1	1	1	OLD26_GDT407	PHARMA	doleeey	G407-E3832	4	D_ADDR+EEE+OL+Y	LOCAL_OR_CLASS_SIGN+STATE_CONTROL+GRADE+ARGUMENT	D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > EEE{GRAD=GRAD III} > Y{ARGUMENT=POSTEN}	HIER → FORTSETZEN → GRAD III → POSTEN	hier; weiter; auf Grad III; den Posten	ARGUMENT|GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
194	D_ADDR+OL+K+AIN	1	1	1	1	OLD26_GDT407	HERBAL	dolkain	G407-E4523	4	AIN+D_ADDR+K+OL	LOCAL_OR_CLASS_SIGN+STATE_CONTROL+ACTION_HEAD+ARGUMENT	D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > K{HANDLUNG=GEBEN} > AIN{ARGUMENT=ANTEIL}	HIER → FORTSETZEN → GEBEN → ANTEIL	hier; weiter; geben; den Anteil	ARGUMENT	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
195	D_ADDR+OL+K+Y	1	1	1	1	OLD26_GDT407	HERBAL	dolkchy	G407-E4569	4	D_ADDR+K+OL+Y	LOCAL_OR_CLASS_SIGN+STATE_CONTROL+ACTION_HEAD+ARGUMENT	D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > K{HANDLUNG=GEBEN} > Y{ARGUMENT=POSTEN}	HIER → FORTSETZEN → GEBEN → POSTEN	hier; weiter; geben; den Posten	ARGUMENT	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
196	D_ADDR+OL+SH+E	1	1	1	1	OLD26_GDT407	BIOLOGICAL	dolshed	G407-E3723	4	D_ADDR+E+OL+SH	LOCAL_OR_CLASS_SIGN+STATE_CONTROL+ACTION_HEAD+GRADE	D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > SH{HANDLUNG=HALTEN} > E{GRAD=GRAD I}	HIER → FORTSETZEN → HALTEN → GRAD I	hier; weiter; halten; auf Grad I	GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
197	D_ADDR+OT+EE+Y	1	1	1	1	OLD26_GDT407	CELESTIAL	doteey	G407-E1373	4	D_ADDR+EE+OT+Y	LOCAL_OR_CLASS_SIGN+STATE_CONTROL+GRADE+ARGUMENT	D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > OT{ZUSTANDSSTEUERUNG=DANACH} > EE{GRAD=GRAD II} > Y{ARGUMENT=POSTEN}	HIER → DANACH → GRAD II → POSTEN	hier; danach; auf Grad II; den Posten	ARGUMENT|GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
198	D_ADDR+SH+OL+DA+IIN+R	1	1	1	1	CURRENT4_GDT539	SOURCE_SECTION_T	dsholdaiir	G515-E0366	6	DA+D_ADDR+IIN+OL+R+SH	LOCAL_OR_CLASS_SIGN+ACTION_HEAD+STATE_CONTROL+FORMAL_CONTROL+FORMAL_CONTROL+ACTION_HEAD	D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > SH{HANDLUNG=HALTEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > DA{FORMSTEUERUNG=ZWEITE STUFE} > IIN{FORMSTEUERUNG=STUFE} > R{HANDLUNG=MARKIEREN}	HIER → HALTEN → FORTSETZEN → ZWEITE STUFE → STUFE → MARKIEREN	hier; halten; weiter; auf der zweiten Stufe; auf der Stufe; markieren	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
199	D_ADDR+SH+OL+Y+D_ADDR	1	1	1	1	OLD26_GDT407	BIOLOGICAL	dsholyd	G407-E3030	5	D_ADDR+D_ADDR+OL+SH+Y	LOCAL_OR_CLASS_SIGN+ACTION_HEAD+STATE_CONTROL+ARGUMENT+LOCAL_OR_CLASS_SIGN	D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > SH{HANDLUNG=HALTEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > Y{ARGUMENT=POSTEN} > D_ADDR{LOKAL-/KLASSENZEICHEN=HIER}	HIER → HALTEN → FORTSETZEN → POSTEN → HIER	hier; halten; weiter; den Posten; hier	ARGUMENT	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
200	E+S+E+DY	1	1	1	1	OLD26_GDT407	HERBAL	esedy	G407-E0802	4	DY+E+E+S	GRADE+ACTION_HEAD+GRADE+STATE_CONTROL	E{GRAD=GRAD I} > S{HANDLUNG=WÄHLEN} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	GRAD I → WÄHLEN → GRAD I → ABSCHLIESSEN	auf Grad I; wählen; auf Grad I; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
201	EE+DY	1	1	1	1	OLD26_GDT407	CELESTIAL	eedy	G407-E1412	2	DY+EE	GRADE+STATE_CONTROL	EE{GRAD=GRAD II} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	GRAD II → ABSCHLIESSEN	auf Grad II; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
202	K+AL+OL	1	1	1	1	OLD26_GDT407	BIOLOGICAL	kalol	G407-E1698	3	AL+K+OL	ACTION_HEAD+RELATION+STATE_CONTROL	K{HANDLUNG=GEBEN} > AL{RELATION=ZIELORT} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	GEBEN → ZIELORT → FORTSETZEN	geben; zum Zielort; weiter	RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
203	K+AR+DY	1	1	1	1	CURRENT4_GDT539	SOURCE_SECTION_T	kardy	G515-E0394	3	AR+DY+K	ACTION_HEAD+RELATION+STATE_CONTROL	K{HANDLUNG=GEBEN} > AR{RELATION=AUSGANG} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	GEBEN → AUSGANG → ABSCHLIESSEN	geben; vom Ausgang; abschließen	RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
204	K+EE+OL	1	1	1	1	CURRENT4_GDT539	HERBAL	keeol	G515-E0182	3	EE+K+OL	ACTION_HEAD+GRADE+STATE_CONTROL	K{HANDLUNG=GEBEN} > EE{GRAD=GRAD II} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	GEBEN → GRAD II → FORTSETZEN	geben; auf Grad II; weiter	GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
205	K+O+DY	1	1	1	1	CURRENT4_GDT539	SOURCE_SECTION_T	kody	G515-E0576	3	DY+K+O	ACTION_HEAD+FORMAL_CONTROL+STATE_CONTROL	K{HANDLUNG=GEBEN} > O{FORMSTEUERUNG=AUSFÜHRUNG} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	GEBEN → AUSFÜHRUNG → ABSCHLIESSEN	geben; zur Ausführung; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
206	K+O+SH+OL+DY	1	1	1	1	OLD26_GDT407	PHARMA	kosholdy	G407-E3969	5	DY+K+O+OL+SH	ACTION_HEAD+FORMAL_CONTROL+ACTION_HEAD+STATE_CONTROL+STATE_CONTROL	K{HANDLUNG=GEBEN} > O{FORMSTEUERUNG=AUSFÜHRUNG} > SH{HANDLUNG=HALTEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	GEBEN → AUSFÜHRUNG → HALTEN → FORTSETZEN → ABSCHLIESSEN	geben; zur Ausführung; halten; weiter; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
207	K+OL+CHD+Y	1	1	1	1	OLD26_GDT407	BIOLOGICAL	kolchdy	G407-E3249	4	CHD+K+OL+Y	ACTION_HEAD+STATE_CONTROL+ACTION_HEAD+ARGUMENT	K{HANDLUNG=GEBEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > CHD{HANDLUNG=BEARBEITEN} > Y{ARGUMENT=POSTEN}	GEBEN → FORTSETZEN → BEARBEITEN → POSTEN	geben; weiter; bearbeiten; den Posten	ARGUMENT	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
208	K+OL+P+Y	1	1	1	1	OLD26_GDT407	BIOLOGICAL	kolpy	G407-E2270	4	K+OL+P+Y	ACTION_HEAD+STATE_CONTROL+ACTION_HEAD+ARGUMENT	K{HANDLUNG=GEBEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > P{HANDLUNG=EINSETZEN} > Y{ARGUMENT=POSTEN}	GEBEN → FORTSETZEN → EINSETZEN → POSTEN	geben; weiter; einsetzen; den Posten	ARGUMENT	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
209	K+OL+Y	1	1	1	1	OLD26_GDT407	CELESTIAL	koly	G407-E1424	3	K+OL+Y	ACTION_HEAD+STATE_CONTROL+ARGUMENT	K{HANDLUNG=GEBEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > Y{ARGUMENT=POSTEN}	GEBEN → FORTSETZEN → POSTEN	geben; weiter; den Posten	ARGUMENT	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
210	K+SH+E+DY	1	1	1	1	OLD26_GDT407	HERBAL	kshedy	G407-E4554	4	DY+E+K+SH	ACTION_HEAD+ACTION_HEAD+GRADE+STATE_CONTROL	K{HANDLUNG=GEBEN} > SH{HANDLUNG=HALTEN} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	GEBEN → HALTEN → GRAD I → ABSCHLIESSEN	geben; halten; auf Grad I; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
211	L+CH+CH+P+E+DY	1	1	1	1	OLD26_GDT407	BIOLOGICAL	lchcphedy	G407-E3576	6	CH+CH+DY+E+L+P	RELATION+ACTION_HEAD+ACTION_HEAD+ACTION_HEAD+GRADE+STATE_CONTROL	L{RELATION=VERBINDUNG} > CH{HANDLUNG=NEHMEN} > CH{HANDLUNG=NEHMEN} > P{HANDLUNG=EINSETZEN} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	VERBINDUNG → NEHMEN → NEHMEN → EINSETZEN → GRAD I → ABSCHLIESSEN	über die Verbindung; nehmen; nehmen; einsetzen; auf Grad I; abschließen	RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
212	L+CH+K+E+DY	1	1	1	1	OLD26_GDT407	BIOLOGICAL	lcheckhedy	G407-E3194	5	CH+DY+E+K+L	RELATION+ACTION_HEAD+ACTION_HEAD+GRADE+STATE_CONTROL	L{RELATION=VERBINDUNG} > CH{HANDLUNG=NEHMEN} > K{HANDLUNG=GEBEN} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	VERBINDUNG → NEHMEN → GEBEN → GRAD I → ABSCHLIESSEN	über die Verbindung; nehmen; geben; auf Grad I; abschließen	RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
213	L+K+E+O+P+OL	1	1	1	1	OLD26_GDT407	PHARMA	lkeopol	G407-E4244	6	E+K+L+O+OL+P	RELATION+ACTION_HEAD+GRADE+FORMAL_CONTROL+ACTION_HEAD+STATE_CONTROL	L{RELATION=VERBINDUNG} > K{HANDLUNG=GEBEN} > E{GRAD=GRAD I} > O{FORMSTEUERUNG=AUSFÜHRUNG} > P{HANDLUNG=EINSETZEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	VERBINDUNG → GEBEN → GRAD I → AUSFÜHRUNG → EINSETZEN → FORTSETZEN	über die Verbindung; geben; auf Grad I; zur Ausführung; einsetzen; weiter	GRADE|RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
214	L+K+E+OL	1	1	1	1	CURRENT4_GDT539	SOURCE_SECTION_T	lkeol	G515-E0585	4	E+K+L+OL	RELATION+ACTION_HEAD+GRADE+STATE_CONTROL	L{RELATION=VERBINDUNG} > K{HANDLUNG=GEBEN} > E{GRAD=GRAD I} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	VERBINDUNG → GEBEN → GRAD I → FORTSETZEN	über die Verbindung; geben; auf Grad I; weiter	GRADE|RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
215	L+O+CHD+DY	1	1	1	1	OLD26_GDT407	BIOLOGICAL	lochedy	G407-E3402	4	CHD+DY+L+O	RELATION+FORMAL_CONTROL+ACTION_HEAD+STATE_CONTROL	L{RELATION=VERBINDUNG} > O{FORMSTEUERUNG=AUSFÜHRUNG} > CHD{HANDLUNG=BEARBEITEN} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	VERBINDUNG → AUSFÜHRUNG → BEARBEITEN → ABSCHLIESSEN	über die Verbindung; zur Ausführung; bearbeiten; abschließen	RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
216	L+OL+CHD+DY	1	1	1	1	OLD26_GDT407	BIOLOGICAL	lolchedy	G407-E1675	4	CHD+DY+L+OL	RELATION+STATE_CONTROL+ACTION_HEAD+STATE_CONTROL	L{RELATION=VERBINDUNG} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > CHD{HANDLUNG=BEARBEITEN} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	VERBINDUNG → FORTSETZEN → BEARBEITEN → ABSCHLIESSEN	über die Verbindung; weiter; bearbeiten; abschließen	RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
217	L+T+SH+OL+Y	1	1	1	1	CURRENT4_GDT539	SOURCE_SECTION_T	ltsholy	G515-E0539	5	L+OL+SH+T+Y	RELATION+ACTION_HEAD+ACTION_HEAD+STATE_CONTROL+ARGUMENT	L{RELATION=VERBINDUNG} > T{HANDLUNG=EINSTELLEN} > SH{HANDLUNG=HALTEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > Y{ARGUMENT=POSTEN}	VERBINDUNG → EINSTELLEN → HALTEN → FORTSETZEN → POSTEN	über die Verbindung; einstellen; halten; weiter; den Posten	ARGUMENT|RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
218	LOCAL_CHAR_F+OL+OL	1	1	1	1	CURRENT4_GDT539	HERBAL	folchol	G515-E0100	3	LOCAL_CHAR_F+OL+OL	LOCAL_OR_CLASS_SIGN+STATE_CONTROL+STATE_CONTROL	LOCAL_CHAR_F{LOKAL-/KLASSENZEICHEN=HIER} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	HIER → FORTSETZEN → FORTSETZEN	hier; weiter; weiter	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
