fold	training_books	surface_group	surface_without_marker	outer_left	local_left	page_host	right_outer	right_inner	abbreviation_marker	operation_count	host_training_occurrences	host_envelope_types
Band2	Band3;Band4;Band5	aplo¤	aplo	NONE	NONE	aplo	NONE	NONE	1	0	16	0
Band2	Band3;Band4;Band5	appell	appell	NONE	NONE	appel	l	NONE	0	1	1	1
Band2	Band3;Band4;Band5	appl¤	appl	NONE	NONE	appl	NONE	NONE	1	0	1	2
Band2	Band3;Band4;Band5	arbeit	arbeit	NONE	NONE	arbeit	NONE	NONE	0	0	9	5
Band2	Band3;Band4;Band5	arbeiten	arbeiten	NONE	NONE	arbeiten	NONE	NONE	0	0	13	0
Band2	Band3;Band4;Band5	arbeite¤	arbeite	NONE	NONE	arbeit	e	NONE	1	1	9	5
Band2	Band3;Band4;Band5	arbeyten	arbeyten	NONE	NONE	arbeyte	n	NONE	0	1	4	2
Band2	Band3;Band4;Band5	arbeẏten	arbeẏten	NONE	NONE	arbeẏten	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	archangli¤	archangli	NONE	NONE	archangli	NONE	NONE	1	0	2	0
Band2	Band3;Band4;Band5	archangl¤	archangl	NONE	NONE	archangl	NONE	NONE	1	0	0	0
Band2	Band3;Band4;Band5	arch¤	arch	NONE	NONE	arch	NONE	NONE	1	0	0	0
Band2	Band3;Band4;Band5	arcʒing¤	arcʒing	NONE	NONE	arcʒing	NONE	NONE	1	0	0	0
Band2	Band3;Band4;Band5	arcʒt	arcʒt	NONE	NONE	arcʒt	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	argen	argen	NONE	NONE	argen	NONE	NONE	0	0	40	1
Band2	Band3;Band4;Band5	arm	arm	NONE	NONE	a	m	r	0	2	70	183
Band2	Band3;Band4;Band5	arman	arman	NONE	NONE	arman	NONE	NONE	0	0	6	1
Band2	Band3;Band4;Band5	armans	armans	NONE	NONE	arman	s	NONE	0	1	6	1
Band2	Band3;Band4;Band5	armbaur¤	armbaur	NONE	NONE	armbaur	NONE	NONE	1	0	0	0
Band2	Band3;Band4;Band5	armeleute¤	armeleute	NONE	NONE	armeleute	NONE	NONE	1	0	6	1
Band2	Band3;Band4;Band5	armelewte	armelewte	NONE	NONE	armelewte	NONE	NONE	0	0	3	0
Band2	Band3;Band4;Band5	armemans¤	armemans	NONE	NONE	armeman	s	NONE	1	1	2	3
Band2	Band3;Band4;Band5	armeman¤	armeman	NONE	NONE	armeman	NONE	NONE	1	0	2	3
Band2	Band3;Band4;Band5	armen	armen	NONE	NONE	arme	n	NONE	0	1	64	3
Band2	Band3;Band4;Band5	armenleute	armenleute	NONE	NONE	armenleute	NONE	NONE	0	0	18	1
Band2	Band3;Band4;Band5	armenleuten	armenleuten	NONE	NONE	armenleute	n	NONE	0	1	18	1
Band2	Band3;Band4;Band5	armenleute¤	armenleute	NONE	NONE	armenleute	NONE	NONE	1	0	18	1
Band2	Band3;Band4;Band5	armenleut¤	armenleut	NONE	NONE	armenleut	NONE	NONE	1	0	0	0
Band2	Band3;Band4;Band5	armenlewte	armenlewte	NONE	NONE	armenlewte	NONE	NONE	0	0	10	1
Band2	Band3;Band4;Band5	armenmanne	armenmanne	NONE	NONE	armenmann	e	NONE	0	1	1	0
Band2	Band3;Band4;Band5	armenmans	armenmans	NONE	NONE	armenmans	NONE	NONE	0	0	1	0
Band2	Band3;Band4;Band5	armenman¤	armenman	NONE	NONE	armenman	NONE	NONE	1	0	0	0
Band2	Band3;Band4;Band5	arme¤	arme	NONE	NONE	arme	NONE	NONE	1	0	64	3
Band2	Band3;Band4;Band5	armleut	armleut	NONE	NONE	armleut	NONE	NONE	0	0	3	3
Band2	Band3;Band4;Band5	armleute	armleute	NONE	NONE	armleute	NONE	NONE	0	0	21	1
Band2	Band3;Band4;Band5	armlewte	armlewte	NONE	NONE	armlewte	NONE	NONE	0	0	20	0
Band2	Band3;Band4;Band5	armman	armman	NONE	NONE	armman	NONE	NONE	0	0	163	4
Band2	Band3;Band4;Band5	armmanne	armmanne	NONE	NONE	armman	e	n	0	2	163	4
Band2	Band3;Band4;Band5	armmans	armmans	NONE	NONE	armman	s	NONE	0	1	163	4
Band2	Band3;Band4;Band5	armmans¤	armmans	NONE	NONE	armman	s	NONE	1	1	163	4
Band2	Band3;Band4;Band5	armman¤	armman	NONE	NONE	armman	NONE	NONE	1	0	163	4
Band2	Band3;Band4;Band5	armute	armute	NONE	NONE	armut	e	NONE	0	1	3	0
Band2	Band3;Band4;Band5	arnman	arnman	NONE	NONE	arnman	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	arnolt	arnolt	NONE	NONE	arnolt	NONE	NONE	0	0	38	4
Band2	Band3;Band4;Band5	arnoltn¤	arnoltn	NONE	NONE	arnolt	n	NONE	1	1	38	4
Band2	Band3;Band4;Band5	arnolt¤	arnolt	NONE	NONE	arnolt	NONE	NONE	1	0	38	4
Band2	Band3;Band4;Band5	ascensiom¤	ascensiom	NONE	NONE	ascensiom	NONE	NONE	1	0	0	0
Band2	Band3;Band4;Band5	ascens¤	ascens	NONE	NONE	ascens	NONE	NONE	1	0	10	0
Band2	Band3;Band4;Band5	asces¤	asces	NONE	NONE	asces	NONE	NONE	1	0	1	0
Band2	Band3;Band4;Band5	aschaffenburg	aschaffenburg	NONE	NONE	aschaffenburg	NONE	NONE	0	0	1	0
Band2	Band3;Band4;Band5	aschaffmbg¤	aschaffmbg	NONE	NONE	aschaffmbg	NONE	NONE	1	0	0	0
Band2	Band3;Band4;Band5	asschaffembg¤	asschaffembg	NONE	NONE	asschaffembg	NONE	NONE	1	0	3	0
Band2	Band3;Band4;Band5	asschaffemburg	asschaffemburg	NONE	NONE	asschaffemburg	NONE	NONE	0	0	1	0
Band2	Band3;Band4;Band5	asschaffemburgk	asschaffemburgk	NONE	NONE	asschaffemburgk	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	ater	ater	NONE	NONE	ater	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	atergo	atergo	NONE	NONE	atergo	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	atgo¤	atgo	NONE	NONE	atgo	NONE	NONE	1	0	8	0
Band2	Band3;Band4;Band5	at¤	at	NONE	NONE	a	t	NONE	1	1	70	183
Band2	Band3;Band4;Band5	au	au	NONE	NONE	au	NONE	NONE	0	0	4	20
Band2	Band3;Band4;Band5	auch	auch	NONE	NONE	auch	NONE	NONE	0	0	2538	1
Band2	Band3;Band4;Band5	audita	audita	NONE	NONE	audita	NONE	NONE	0	0	1	0
Band2	Band3;Band4;Band5	audt¤	audt	NONE	NONE	audt	NONE	NONE	1	0	0	0
Band2	Band3;Band4;Band5	auf	auf	NONE	NONE	auf	NONE	NONE	0	0	1438	13
Band2	Band3;Band4;Band5	aufcʒehalten	aufcʒehalten	NONE	NONE	aufcʒehalten	NONE	NONE	0	0	1	0
Band2	Band3;Band4;Band5	aufcʒehaltn¤	aufcʒehaltn	NONE	NONE	aufcʒehaltn	NONE	NONE	1	0	0	0
Band2	Band3;Band4;Band5	aufcʒugebn¤	aufcʒugebn	NONE	NONE	aufcʒugebn	NONE	NONE	1	0	1	0
Band2	Band3;Band4;Band5	aufeinseite¤	aufeinseite	NONE	NONE	aufeinseite	NONE	NONE	1	0	0	0
Band2	Band3;Band4;Band5	aufeinseẏten	aufeinseẏten	NONE	NONE	aufeinseẏten	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	auff	auff	NONE	NONE	auff	NONE	NONE	0	0	67	6
Band2	Band3;Band4;Band5	auffertag	auffertag	NONE	NONE	auffertag	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	aufgedruckte¤	aufgedruckte	NONE	NONE	aufgedruckte	NONE	NONE	1	0	4	1
Band2	Band3;Band4;Band5	aufgedrukte¤	aufgedrukte	NONE	NONE	aufgedrukte	NONE	NONE	1	0	5	0
Band2	Band3;Band4;Band5	aufgefange¤	aufgefange	NONE	NONE	aufgefang	e	NONE	1	1	1	1
Band2	Band3;Band4;Band5	aufgehal	aufgehal	NONE	NONE	aufgehal	NONE	NONE	0	0	1	4
Band2	Band3;Band4;Band5	aufgehalde¤	aufgehalde	NONE	NONE	aufgehalde	NONE	NONE	1	0	0	0
Band2	Band3;Band4;Band5	aufgehalt	aufgehalt	NONE	NONE	aufgehalt	NONE	NONE	0	0	8	3
Band2	Band3;Band4;Band5	aufgehalten	aufgehalten	NONE	NONE	aufgehalten	NONE	NONE	0	0	87	0
Band2	Band3;Band4;Band5	aufgehalte¤	aufgehalte	NONE	NONE	aufgehalte	NONE	NONE	1	0	42	1
Band2	Band3;Band4;Band5	aufgehaltn¤	aufgehaltn	NONE	NONE	aufgehaltn	NONE	NONE	1	0	17	0
Band2	Band3;Band4;Band5	aufgehalt¤	aufgehalt	NONE	NONE	aufgehalt	NONE	NONE	1	0	8	3
Band2	Band3;Band4;Band5	aufgenomen	aufgenomen	NONE	NONE	aufgenome	n	NONE	0	1	18	1
Band2	Band3;Band4;Band5	aufgenome¤	aufgenome	NONE	NONE	aufgenome	NONE	NONE	1	0	18	1
Band2	Band3;Band4;Band5	aufgeprochn¤	aufgeprochn	NONE	NONE	aufgeprochn	NONE	NONE	1	0	1	0
Band2	Band3;Band4;Band5	aufgesagt	aufgesagt	NONE	NONE	aufgesagt	NONE	NONE	0	0	3	0
Band2	Band3;Band4;Band5	aufgeschobn¤	aufgeschobn	NONE	NONE	aufgeschobn	NONE	NONE	1	0	2	0
Band2	Band3;Band4;Band5	aufhalt	aufhalt	NONE	NONE	aufhalt	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	aufhalte¤	aufhalte	NONE	NONE	aufhalte	NONE	NONE	1	0	3	4
Band2	Band3;Band4;Band5	aufhaltn¤	aufhaltn	NONE	NONE	aufhaltn	NONE	NONE	1	0	4	0
Band2	Band3;Band4;Band5	aufhebn¤	aufhebn	NONE	NONE	aufhebn	NONE	NONE	1	0	0	0
Band2	Band3;Band4;Band5	auflade¤	auflade	NONE	NONE	auflade	NONE	NONE	1	0	0	0
Band2	Band3;Band4;Band5	aufnem	aufnem	NONE	NONE	aufnem	NONE	NONE	0	0	1	4
Band2	Band3;Band4;Band5	aufneme	aufneme	NONE	NONE	aufneme	NONE	NONE	0	0	23	2
Band2	Band3;Band4;Band5	aufnemen	aufnemen	NONE	NONE	aufneme	n	NONE	0	1	23	2
Band2	Band3;Band4;Band5	aufneme¤	aufneme	NONE	NONE	aufneme	NONE	NONE	1	0	23	2
Band2	Band3;Band4;Band5	aufprechn¤	aufprechn	NONE	NONE	aufprechn	NONE	NONE	1	0	1	0
Band2	Band3;Band4;Band5	aufschiebn¤	aufschiebn	NONE	NONE	aufschiebn	NONE	NONE	1	0	0	0
Band2	Band3;Band4;Band5	aufsesse	aufsesse	NONE	NONE	aufsess	e	NONE	0	1	5	0
Band2	Band3;Band4;Band5	aufsesʒ	aufsesʒ	NONE	NONE	aufsesʒ	NONE	NONE	0	0	22	1
Band2	Band3;Band4;Band5	aufsesʒe	aufsesʒe	NONE	NONE	aufsesʒ	e	NONE	0	1	22	1
Band2	Band3;Band4;Band5	aufslag	aufslag	NONE	NONE	aufslag	NONE	NONE	0	0	17	3
Band2	Band3;Band4;Band5	aufslahe	aufslahe	NONE	NONE	aufslahe	NONE	NONE	0	0	1	1
Band2	Band3;Band4;Band5	augspg¤	augspg	NONE	NONE	augspg	NONE	NONE	1	0	19	0
Band2	Band3;Band4;Band5	augspurg	augspurg	NONE	NONE	augspurg	NONE	NONE	0	0	11	0
Band2	Band3;Band4;Band5	augustiner	augustiner	NONE	NONE	augustiner	NONE	NONE	0	0	2	0
Band2	Band3;Band4;Band5	auracher	auracher	NONE	NONE	auracher	NONE	NONE	0	0	1	0
Band2	Band3;Band4;Band5	aurbach	aurbach	NONE	NONE	aurbach	NONE	NONE	0	0	2	0
Band2	Band3;Band4;Band5	ausgefangen	ausgefangen	NONE	NONE	ausgefangen	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	ausman	ausman	NONE	NONE	ausman	NONE	NONE	0	0	3	0
Band2	Band3;Band4;Band5	aussecʒung	aussecʒung	NONE	NONE	aussecʒung	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	aussen	aussen	NONE	NONE	aussen	NONE	NONE	0	0	5	1
Band2	Band3;Band4;Band5	aussprech	aussprech	NONE	NONE	aussprech	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	aussprechent	aussprechent	NONE	NONE	aussprechent	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	aussʒugt	aussʒugt	NONE	NONE	aussʒugt	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	austrag¤	austrag	NONE	NONE	austrag	NONE	NONE	1	0	22	1
Band2	Band3;Band4;Band5	ausweẏsug¤	ausweẏsug	NONE	NONE	ausweẏsug	NONE	NONE	1	0	0	0
Band2	Band3;Band4;Band5	ausʒ	ausʒ	NONE	NONE	ausʒ	NONE	NONE	0	0	110	13
Band2	Band3;Band4;Band5	ausʒal	ausʒal	NONE	NONE	ausʒal	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	ausʒblibn	ausʒblibn	NONE	NONE	ausʒblibn	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	ausʒen	ausʒen	NONE	NONE	ausʒ	en	NONE	0	1	110	13
Band2	Band3;Band4;Band5	ausʒenge	ausʒenge	NONE	NONE	ausʒenge	NONE	NONE	0	0	1	0
Band2	Band3;Band4;Band5	ausʒenstee	ausʒenstee	NONE	NONE	ausʒenstee	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	ausʒerichten	ausʒerichten	NONE	NONE	ausʒericht	en	NONE	0	1	1	0
Band2	Band3;Band4;Band5	ausʒerihte¤	ausʒerihte	NONE	NONE	ausʒerihte	NONE	NONE	1	0	0	0
Band2	Band3;Band4;Band5	ausʒgange¤	ausʒgange	NONE	NONE	ausʒgange	NONE	NONE	1	0	0	0
Band2	Band3;Band4;Band5	ausʒge	ausʒge	NONE	NONE	ausʒge	NONE	NONE	0	0	2	7
Band2	Band3;Band4;Band5	ausʒgebn¤	ausʒgebn	NONE	NONE	ausʒgebn	NONE	NONE	1	0	10	0
Band2	Band3;Band4;Band5	ausʒgenome¤	ausʒgenome	NONE	NONE	ausʒgenome	NONE	NONE	1	0	4	1
Band2	Band3;Band4;Band5	ausʒgeraẏset	ausʒgeraẏset	NONE	NONE	ausʒgeraẏset	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	ausʒgericht	ausʒgericht	NONE	NONE	ausʒgericht	NONE	NONE	0	0	5	0
Band2	Band3;Band4;Band5	ausʒgeriht	ausʒgeriht	NONE	NONE	ausʒgeriht	NONE	NONE	0	0	5	1
Band2	Band3;Band4;Band5	ausʒgerihtet	ausʒgerihtet	NONE	NONE	ausʒgeriht	et	NONE	0	1	5	1
Band2	Band3;Band4;Band5	ausʒgesprochen	ausʒgesprochen	NONE	NONE	ausʒgesprochen	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	ausʒgesprochn¤	ausʒgesprochn	NONE	NONE	ausʒgesprochn	NONE	NONE	1	0	3	0
Band2	Band3;Band4;Band5	ausʒgetrage	ausʒgetrage	NONE	NONE	ausʒgetrag	e	NONE	0	1	3	2
Band2	Band3;Band4;Band5	ausʒgetragen	ausʒgetragen	NONE	NONE	ausʒgetragen	NONE	NONE	0	0	4	0
Band2	Band3;Band4;Band5	ausʒgewesen	ausʒgewesen	NONE	NONE	ausʒgewesen	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	ausʒg¤	ausʒg	NONE	NONE	ausʒg	NONE	NONE	1	0	0	0
Band2	Band3;Band4;Band5	ausʒleute	ausʒleute	NONE	NONE	ausʒleute	NONE	NONE	0	0	2	0
Band2	Band3;Band4;Band5	ausʒman	ausʒman	NONE	NONE	ausʒman	NONE	NONE	0	0	47	0
Band2	Band3;Band4;Band5	ausʒrichten	ausʒrichten	NONE	NONE	ausʒrichte	n	NONE	0	1	5	2
Band2	Band3;Band4;Band5	ausʒrichte¤	ausʒrichte	NONE	NONE	ausʒrichte	NONE	NONE	1	0	5	2
Band2	Band3;Band4;Band5	ausʒrihte¤	ausʒrihte	NONE	NONE	ausʒrihte	NONE	NONE	1	0	3	1
Band2	Band3;Band4;Band5	ausʒriht¤	ausʒriht	NONE	NONE	ausʒriht	NONE	NONE	1	0	1	2
Band2	Band3;Band4;Band5	ausʒsprechen	ausʒsprechen	NONE	NONE	ausʒsprechen	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	ausʒspruch	ausʒspruch	NONE	NONE	ausʒspruch	NONE	NONE	0	0	2	0
Band2	Band3;Band4;Band5	ausʒspruchs	ausʒspruchs	NONE	NONE	ausʒspruch	s	NONE	0	1	2	0
Band2	Band3;Band4;Band5	ausʒtrag	ausʒtrag	NONE	NONE	ausʒtrag	NONE	NONE	0	0	17	2
Band2	Band3;Band4;Band5	ausʒtragen	ausʒtragen	NONE	NONE	ausʒtrag	en	NONE	0	1	17	2
Band2	Band3;Band4;Band5	ausʒtrage¤	ausʒtrage	NONE	NONE	ausʒtrag	e	NONE	1	1	17	2
Band2	Band3;Band4;Band5	ausʒvveisug¤	ausʒvveisug	NONE	NONE	ausʒvveisug	NONE	NONE	1	0	3	0
Band2	Band3;Band4;Band5	ausʒvveysen	ausʒvveysen	NONE	NONE	ausʒvveysen	NONE	NONE	0	0	1	0
Band2	Band3;Band4;Band5	ausʒwarten	ausʒwarten	NONE	NONE	ausʒwarten	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	ausʒweisen	ausʒweisen	NONE	NONE	ausʒweise	n	NONE	0	1	2	2
Band2	Band3;Band4;Band5	ausʒweiset	ausʒweiset	NONE	NONE	ausʒweiset	NONE	NONE	0	0	4	0
Band2	Band3;Band4;Band5	ausʒweist	ausʒweist	NONE	NONE	ausʒweist	NONE	NONE	0	0	3	0
Band2	Band3;Band4;Band5	ausʒweisung	ausʒweisung	NONE	NONE	ausʒweisung	NONE	NONE	0	0	2	0
Band2	Band3;Band4;Band5	ausʒweysug¤	ausʒweysug	NONE	NONE	ausʒweysug	NONE	NONE	1	0	0	0
Band2	Band3;Band4;Band5	ausʒweẏset	ausʒweẏset	NONE	NONE	ausʒweẏset	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	ausʒweẏsu	ausʒweẏsu	NONE	NONE	ausʒweẏsu	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	awbach¤	awbach	NONE	NONE	awbach	NONE	NONE	1	0	0	0
Band2	Band3;Band4;Band5	awerbach	awerbach	NONE	NONE	awerbach	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	awracher	awracher	NONE	NONE	awrach	er	NONE	0	1	5	2
Band2	Band3;Band4;Band5	awrach¤	awrach	NONE	NONE	awrach	NONE	NONE	1	0	5	2
Band2	Band3;Band4;Band5	awrbach	awrbach	NONE	NONE	awrbach	NONE	NONE	0	0	21	0
Band2	Band3;Band4;Band5	awren	awren	NONE	NONE	awren	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	aws	aws	NONE	NONE	aws	NONE	NONE	0	0	26	11
Band2	Band3;Band4;Band5	awscʒesprechen	awscʒesprechen	NONE	NONE	awscʒesprechen	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	awscʒetragen	awscʒetragen	NONE	NONE	awscʒetragen	NONE	NONE	0	0	2	0
Band2	Band3;Band4;Band5	awsgeb	awsgeb	NONE	NONE	awsgeb	NONE	NONE	0	0	2	3
Band2	Band3;Band4;Band5	awsgebn¤	awsgebn	NONE	NONE	awsgeb	n	NONE	1	1	2	3
Band2	Band3;Band4;Band5	awsgeschickt	awsgeschickt	NONE	NONE	awsgeschickt	NONE	NONE	0	0	1	0
Band2	Band3;Band4;Band5	awsgetrage¤	awsgetrage	NONE	NONE	awsgetrage	NONE	NONE	1	0	3	1
Band2	Band3;Band4;Band5	awslewte	awslewte	NONE	NONE	awslewt	e	NONE	0	1	1	1
Band2	Band3;Band4;Band5	awsman	awsman	NONE	NONE	awsman	NONE	NONE	0	0	5	0
Band2	Band3;Band4;Band5	awsricht	awsricht	NONE	NONE	awsricht	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	awsrichtn¤	awsrichtn	NONE	NONE	awsrichtn	NONE	NONE	1	0	0	0
Band2	Band3;Band4;Band5	awssen	awssen	NONE	NONE	awssen	NONE	NONE	0	0	6	1
Band2	Band3;Band4;Band5	awsspruch	awsspruch	NONE	NONE	awsspruch	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	awstrag	awstrag	NONE	NONE	awstrag	NONE	NONE	0	0	17	3
Band2	Band3;Band4;Band5	awstragen	awstragen	NONE	NONE	awstrag	en	NONE	0	1	17	3
Band2	Band3;Band4;Band5	awstrage¤	awstrage	NONE	NONE	awstrag	e	NONE	1	1	17	3
Band2	Band3;Band4;Band5	awstragst	awstragst	NONE	NONE	awstrag	st	NONE	0	1	17	3
Band2	Band3;Band4;Band5	awstragt	awstragt	NONE	NONE	awstrag	t	NONE	0	1	17	3
Band2	Band3;Band4;Band5	awsweiset	awsweiset	NONE	NONE	awsweise	t	NONE	0	1	2	0
Band2	Band3;Band4;Band5	awsʒen	awsʒen	NONE	NONE	awsʒ	en	NONE	0	1	20	6
Band2	Band3;Band4;Band5	awsʒenstët	awsʒenstët	NONE	NONE	awsʒenstët	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	awsʒtrage¤	awsʒtrage	NONE	NONE	awsʒtrag	e	NONE	1	1	13	1
Band2	Band3;Band4;Band5	aysch	aysch	NONE	NONE	aysch	NONE	NONE	0	0	1	0
Band2	Band3;Band4;Band5	aysche	aysche	NONE	NONE	aysch	e	NONE	0	1	1	0
Band2	Band3;Band4;Band5	aysling¤	aysling	NONE	NONE	aysling	NONE	NONE	1	0	0	0
Band2	Band3;Band4;Band5	aÿsch	aÿsch	NONE	NONE	aÿsch	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	aÿtgenosʒen	aÿtgenosʒen	NONE	NONE	aÿtgenosʒen	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	aʒ	aʒ	NONE	NONE	aʒ	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	aʒu	aʒu	NONE	NONE	aʒu	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	aẏchach	aẏchach	NONE	NONE	aẏchach	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	aẏslinger	aẏslinger	NONE	NONE	aẏslinger	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	aẏslingers	aẏslingers	NONE	NONE	aẏslingers	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	b	b	NONE	NONE	b	NONE	NONE	0	0	1179	147
Band2	Band3;Band4;Band5	babembg¤	babembg	NONE	NONE	babembg	NONE	NONE	1	0	3	0
Band2	Band3;Band4;Band5	baden	baden	NONE	NONE	baden	NONE	NONE	0	0	1	0
Band2	Band3;Band4;Band5	balth	balth	NONE	NONE	balth	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	balthasar	balthasar	NONE	NONE	balthasar	NONE	NONE	0	0	18	1
Band2	Band3;Band4;Band5	balth¤	balth	NONE	NONE	balth	NONE	NONE	1	0	0	0
Band2	Band3;Band4;Band5	bamberg	bamberg	NONE	NONE	bamberg	NONE	NONE	0	0	50	0
Band2	Band3;Band4;Band5	bambergen¤	bambergen	NONE	NONE	bamberg	en	NONE	1	1	50	0
Band2	Band3;Band4;Band5	bambg¤	bambg	NONE	NONE	bambg	NONE	NONE	1	0	111	0
Band2	Band3;Band4;Band5	bappenheim	bappenheim	NONE	NONE	bappenheim	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	bapte¤	bapte	NONE	NONE	bapte	NONE	NONE	1	0	21	0
Band2	Band3;Band4;Band5	barbare	barbare	NONE	NONE	barbare	NONE	NONE	0	0	2	1
Band2	Band3;Band4;Band5	bart	bart	NONE	NONE	bart	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	bartholomei	bartholomei	NONE	NONE	bartholomei	NONE	NONE	0	0	4	0
Band2	Band3;Band4;Band5	bartholomes	bartholomes	NONE	NONE	bartholomes	NONE	NONE	0	0	5	0
Band2	Band3;Band4;Band5	barth¤	barth	NONE	NONE	barth	NONE	NONE	1	0	8	3
Band2	Band3;Band4;Band5	bas	bas	NONE	NONE	bas	NONE	NONE	0	0	51	6
Band2	Band3;Band4;Band5	basʒ	basʒ	NONE	NONE	basʒ	NONE	NONE	0	0	3	3
Band2	Band3;Band4;Band5	baten	baten	NONE	NONE	baten	NONE	NONE	0	0	13	0
Band2	Band3;Band4;Band5	batn¤	batn	NONE	NONE	bat	n	NONE	1	1	5	3
Band2	Band3;Band4;Band5	bayern	bayern	NONE	NONE	bayern	NONE	NONE	0	0	12	0
Band2	Band3;Band4;Band5	baÿn¤	baÿn	NONE	NONE	baÿn	NONE	NONE	1	0	0	0
Band2	Band3;Band4;Band5	baʒ	baʒ	NONE	NONE	baʒ	NONE	NONE	0	0	4	2
Band2	Band3;Band4;Band5	be	be	NONE	NONE	b	e	NONE	0	1	1179	147
Band2	Band3;Band4;Band5	becʒal	becʒal	be	NONE	cʒal	NONE	NONE	0	1	1	5
Band2	Band3;Band4;Band5	becʒalen	becʒalen	NONE	NONE	becʒalen	NONE	NONE	0	0	15	0
Band2	Band3;Band4;Band5	becʒalet	becʒalet	NONE	NONE	becʒale	t	NONE	0	1	3	2
Band2	Band3;Band4;Band5	becʒaln	becʒaln	NONE	NONE	becʒaln	NONE	NONE	0	0	32	1
Band2	Band3;Band4;Band5	becʒalt	becʒalt	NONE	NONE	becʒalt	NONE	NONE	0	0	82	2
Band2	Band3;Band4;Band5	becʒaltn¤	becʒaltn	NONE	NONE	becʒalt	n	NONE	1	1	82	2
Band2	Band3;Band4;Band5	becʒalug¤	becʒalug	NONE	NONE	becʒalug	NONE	NONE	1	0	7	0
Band2	Band3;Band4;Band5	bede	bede	be	NONE	d	e	NONE	0	2	757	212
Band2	Band3;Band4;Band5	beden	beden	be	NONE	den	NONE	NONE	0	1	3646	72
Band2	Band3;Band4;Band5	bedencken	bedencken	NONE	NONE	bedenck	en	NONE	0	1	1	1
Band2	Band3;Band4;Band5	beder	beder	be	NONE	der	NONE	NONE	0	1	4210	55
Band2	Band3;Band4;Band5	bederseit	bederseit	NONE	NONE	bederseit	NONE	NONE	0	0	25	1
Band2	Band3;Band4;Band5	bederseite¤	bederseite	NONE	NONE	bederseit	e	NONE	1	1	25	1
Band2	Band3;Band4;Band5	bedorfft	bedorfft	NONE	NONE	bedorfft	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	bedörfft	bedörfft	NONE	NONE	bedörfft	NONE	NONE	0	0	2	3
Band2	Band3;Band4;Band5	bedörffte	bedörffte	NONE	NONE	bedörfft	e	NONE	0	1	2	3
Band2	Band3;Band4;Band5	bedürffe	bedürffe	NONE	NONE	bedürff	e	NONE	0	1	7	5
Band2	Band3;Band4;Band5	bedürffen	bedürffen	NONE	NONE	bedürffen	NONE	NONE	0	0	13	0
Band2	Band3;Band4;Band5	begangen	begangen	be	NONE	gang	en	NONE	0	2	8	12
Band2	Band3;Band4;Band5	beger	beger	be	NONE	ge	r	NONE	0	2	152	171
Band2	Band3;Band4;Band5	begere	begere	be	NONE	ge	e	r	0	3	152	171
Band2	Band3;Band4;Band5	begern	begern	be	NONE	gern	NONE	NONE	0	1	204	12
Band2	Band3;Band4;Band5	begert	begert	NONE	NONE	begert	NONE	NONE	0	0	205	3
