locus	page	physical_folio	section	group_count	checkpoint_count	phase_count	tokens	states	compiled_phases	claim_state
f103v.32	f103v	f103	S	7	0	1	qokeeey | chey | qotey | chokaiin | shal | chedy | olkam	Q_OUTER_STATE > CARRIER_STATE > Q_OUTER_STATE > CARRIER_STATE > AL_STATE > CARRIER_STATE > OL_STATE	Q_OUTER_STATE > CARRIER_STATE > Q_OUTER_STATE > CARRIER_STATE > AL_STATE > CARRIER_STATE > OL_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f103v.33	f103v	f103	S	10	1	2	yshey | lkeey | qokain | okey | okaiin | cheody | otey | shdpchy | opchey | oly	OTHER > OTHER > Q_OUTER_STATE > OTHER > OTHER > DY_RESOLUTION > OTHER > CARRIER_STATE > OTHER > OL_STATE	OTHER > OTHER > Q_OUTER_STATE > OTHER > OTHER > DY_RESOLUTION || OTHER > CARRIER_STATE > OTHER > OL_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f103v.34	f103v	f103	S	4	0	1	daiin | sheey | ol | chey	ENTRY_STATE > CARRIER_STATE > OL_STATE > CARRIER_STATE	ENTRY_STATE > CARRIER_STATE > OL_STATE > CARRIER_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f103v.36	f103v	f103	S	5	1	1	saiin | shey | qokeey | oshey | olshedy	ENTRY_STATE > CARRIER_STATE > Q_OUTER_STATE > OTHER > DY_RESOLUTION	ENTRY_STATE > CARRIER_STATE > Q_OUTER_STATE > OTHER > DY_RESOLUTION	MECHANICAL_FORMAL_PHASE_PARSE
f103v.38	f103v	f103	S	2	0	1	oteey | chey	OTHER > CARRIER_STATE	OTHER > CARRIER_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f103v.39	f103v	f103	S	8	1	1	polshor | keeolshey | okey | lcharar | shol | okeedar | oty | lchdy	OL_STATE > OL_STATE > OTHER > AR_REFERENCE > OL_STATE > AR_REFERENCE > OTHER > DY_RESOLUTION	OL_STATE > OL_STATE > OTHER > AR_REFERENCE > OL_STATE > AR_REFERENCE > OTHER > DY_RESOLUTION	MECHANICAL_FORMAL_PHASE_PARSE
f103v.42	f103v	f103	S	1	0	1	yshey	OTHER	OTHER	MECHANICAL_FORMAL_PHASE_PARSE
f103v.43	f103v	f103	S	7	1	1	orain | chckhey | qokaiin | shckhy | shtal | opchy | lkeedy	OTHER > CARRIER_STATE > Q_OUTER_STATE > CARRIER_STATE > AL_STATE > OTHER > DY_RESOLUTION	OTHER > CARRIER_STATE > Q_OUTER_STATE > CARRIER_STATE > AL_STATE > OTHER > DY_RESOLUTION	MECHANICAL_FORMAL_PHASE_PARSE
f103v.44	f103v	f103	S	5	0	1	qkain | shey | ar | ar | oky	Q_OUTER_STATE > CARRIER_STATE > AR_REFERENCE > AR_REFERENCE > OTHER	Q_OUTER_STATE > CARRIER_STATE > AR_REFERENCE > AR_REFERENCE > OTHER	MECHANICAL_FORMAL_PHASE_PARSE
f103v.45	f103v	f103	S	6	0	1	okey | ol | cheey | lcheey | lkain | shckhy	OTHER > OL_STATE > CARRIER_STATE > OTHER > OTHER > CARRIER_STATE	OTHER > OL_STATE > CARRIER_STATE > OTHER > OTHER > CARRIER_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f103v.46	f103v	f103	S	8	0	1	tain | shol | qokain | chckhy | rorol | chdy | raly | chary	ENTRY_STATE > OL_STATE > Q_OUTER_STATE > CARRIER_STATE > OL_STATE > CARRIER_STATE > AL_STATE > AR_REFERENCE	ENTRY_STATE > OL_STATE > Q_OUTER_STATE > CARRIER_STATE > OL_STATE > CARRIER_STATE > AL_STATE > AR_REFERENCE	MECHANICAL_FORMAL_PHASE_PARSE
f103v.6	f103v	f103	S	10	2	3	shey | qokeedy | cheol | qoeeor | lshor | qoky | shedy | qokaiin | chedy | qokam	CARRIER_STATE > DY_RESOLUTION > OL_STATE > Q_OUTER_STATE > OTHER > Q_OUTER_STATE > DY_RESOLUTION > Q_OUTER_STATE > CARRIER_STATE > Q_OUTER_STATE	CARRIER_STATE > DY_RESOLUTION || OL_STATE > Q_OUTER_STATE > OTHER > Q_OUTER_STATE > DY_RESOLUTION || Q_OUTER_STATE > CARRIER_STATE > Q_OUTER_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f103v.7	f103v	f103	S	12	3	3	daiin | shey | chol | chey | oteey | lkeeor | okaiin | shedy | shedy | qokaiin | ol | chedydy	ENTRY_STATE > CARRIER_STATE > OL_STATE > CARRIER_STATE > OTHER > OTHER > OTHER > DY_RESOLUTION > DY_RESOLUTION > Q_OUTER_STATE > OL_STATE > DY_RESOLUTION	ENTRY_STATE > CARRIER_STATE > OL_STATE > CARRIER_STATE > OTHER > OTHER > OTHER > DY_RESOLUTION || DY_RESOLUTION || Q_OUTER_STATE > OL_STATE > DY_RESOLUTION	MECHANICAL_FORMAL_PHASE_PARSE
f104r.1	f104r	f104	S	7	3	4	pchdar | chedy | char | qopchedy | ocphedy | qopchedy | shedaiin	AR_REFERENCE > CARRIER_STATE > AR_REFERENCE > DY_RESOLUTION > DY_RESOLUTION > DY_RESOLUTION > ED_MEDIUM	AR_REFERENCE > CARRIER_STATE > AR_REFERENCE > DY_RESOLUTION || DY_RESOLUTION || DY_RESOLUTION || ED_MEDIUM	MECHANICAL_FORMAL_PHASE_PARSE
f104r.11	f104r	f104	S	7	2	2	otodchy | lkeody | qokair | otoly | cheey | okar | olkeedy	OTHER > DY_RESOLUTION > Q_OUTER_STATE > OT_OL_LOCAL > CARRIER_STATE > AR_REFERENCE > DY_RESOLUTION	OTHER > DY_RESOLUTION || Q_OUTER_STATE > OT_OL_LOCAL > CARRIER_STATE > AR_REFERENCE > DY_RESOLUTION	MECHANICAL_FORMAL_PHASE_PARSE
f104r.12	f104r	f104	S	10	1	2	tshdol | qotchedy | qokoeey | qoteode | lo | sar | al | octhy | opchey | qotam	OL_STATE > DY_RESOLUTION > Q_OUTER_STATE > Q_OUTER_STATE > OTHER > AR_REFERENCE > AL_STATE > OTHER > OTHER > Q_OUTER_STATE	OL_STATE > DY_RESOLUTION || Q_OUTER_STATE > Q_OUTER_STATE > OTHER > AR_REFERENCE > AL_STATE > OTHER > OTHER > Q_OUTER_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f104r.14	f104r	f104	S	4	0	1	daiin | choaiin | qokechy | qotal	ENTRY_STATE > CARRIER_STATE > Q_OUTER_STATE > OT_AL_LOCAL	ENTRY_STATE > CARRIER_STATE > Q_OUTER_STATE > OT_AL_LOCAL	MECHANICAL_FORMAL_PHASE_PARSE
f104r.15	f104r	f104	S	3	1	2	chodaiin | chody | okar	CARRIER_STATE > DY_RESOLUTION > AR_REFERENCE	CARRIER_STATE > DY_RESOLUTION || AR_REFERENCE	MECHANICAL_FORMAL_PHASE_PARSE
f104r.17	f104r	f104	S	8	4	4	ykeeshedy | olkeeody | qotey | qokar | chedy | qokedy | oteechy | chyteody	DY_RESOLUTION > DY_RESOLUTION > Q_OUTER_STATE > AR_REFERENCE > CARRIER_STATE > DY_RESOLUTION > OTHER > DY_RESOLUTION	DY_RESOLUTION || DY_RESOLUTION || Q_OUTER_STATE > AR_REFERENCE > CARRIER_STATE > DY_RESOLUTION || OTHER > DY_RESOLUTION	MECHANICAL_FORMAL_PHASE_PARSE
f104r.18	f104r	f104	S	5	1	2	dcheeokeody | qokain | qolar | or | chockhar	DY_RESOLUTION > Q_OUTER_STATE > AR_REFERENCE > OTHER > AR_REFERENCE	DY_RESOLUTION || Q_OUTER_STATE > AR_REFERENCE > OTHER > AR_REFERENCE	MECHANICAL_FORMAL_PHASE_PARSE
f104r.19	f104r	f104	S	11	1	2	toaiin | chdar | otar | shd | qotar | olkchedy | cheokeey | kary | opair | airod | lshd	ENTRY_STATE > AR_REFERENCE > OT_AR_LOCAL > CARRIER_STATE > OT_AR_LOCAL > DY_RESOLUTION > CARRIER_STATE > AR_REFERENCE > OTHER > OTHER > OTHER	ENTRY_STATE > AR_REFERENCE > OT_AR_LOCAL > CARRIER_STATE > OT_AR_LOCAL > DY_RESOLUTION || CARRIER_STATE > AR_REFERENCE > OTHER > OTHER > OTHER	MECHANICAL_FORMAL_PHASE_PARSE
f104r.21	f104r	f104	S	5	2	3	dsheedy | qokaiin | chear | olkchedy | charaiin	DY_RESOLUTION > Q_OUTER_STATE > AR_REFERENCE > DY_RESOLUTION > AR_REFERENCE	DY_RESOLUTION || Q_OUTER_STATE > AR_REFERENCE > DY_RESOLUTION || AR_REFERENCE	MECHANICAL_FORMAL_PHASE_PARSE
f104r.22	f104r	f104	S	12	2	3	tshedar | chllo | rl | shed | kchedy | chokor | cheedy | opchar | cheor | chckhey | taiin | dam	AR_REFERENCE > CARRIER_STATE > OTHER > ED_MEDIUM > DY_RESOLUTION > CARRIER_STATE > DY_RESOLUTION > AR_REFERENCE > CARRIER_STATE > CARRIER_STATE > ENTRY_STATE > ENTRY_STATE	AR_REFERENCE > CARRIER_STATE > OTHER > ED_MEDIUM > DY_RESOLUTION || CARRIER_STATE > DY_RESOLUTION || AR_REFERENCE > CARRIER_STATE > CARRIER_STATE > ENTRY_STATE > ENTRY_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f104r.23	f104r	f104	S	1	0	1	ol	OL_STATE	OL_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f104r.24	f104r	f104	S	5	0	1	daiin | char | qotal | okechol | olkeeor	ENTRY_STATE > AR_REFERENCE > OT_AL_LOCAL > OL_STATE > OL_STATE	ENTRY_STATE > AR_REFERENCE > OT_AL_LOCAL > OL_STATE > OL_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f104r.26	f104r	f104	S	4	1	1	shar | sheey | kar | sheody	AR_REFERENCE > CARRIER_STATE > AR_REFERENCE > DY_RESOLUTION	AR_REFERENCE > CARRIER_STATE > AR_REFERENCE > DY_RESOLUTION	MECHANICAL_FORMAL_PHASE_PARSE
f104r.27	f104r	f104	S	11	0	1	pchedar | qokaiin | qotaiin | dl | ral | cheodl | cphaiin | daiin | ar | qekeeey | qoparaiin	AR_REFERENCE > Q_OUTER_STATE > Q_OUTER_STATE > ENTRY_STATE > AL_STATE > CARRIER_STATE > OTHER > ENTRY_STATE > AR_REFERENCE > Q_OUTER_STATE > AR_REFERENCE	AR_REFERENCE > Q_OUTER_STATE > Q_OUTER_STATE > ENTRY_STATE > AL_STATE > CARRIER_STATE > OTHER > ENTRY_STATE > AR_REFERENCE > Q_OUTER_STATE > AR_REFERENCE	MECHANICAL_FORMAL_PHASE_PARSE
f104r.28	f104r	f104	S	3	0	1	olcheear | chedar | or	AR_REFERENCE > AR_REFERENCE > OTHER	AR_REFERENCE > AR_REFERENCE > OTHER	MECHANICAL_FORMAL_PHASE_PARSE
f104r.31	f104r	f104	S	3	0	1	qokeeo | aiin | oksheey	Q_OUTER_STATE > OTHER > OTHER	Q_OUTER_STATE > OTHER > OTHER	MECHANICAL_FORMAL_PHASE_PARSE
f104r.33	f104r	f104	S	8	1	2	okchechy | qokcheedy | qokal | char | olkeeey | olcheo | lkaiin | chey	OTHER > DY_RESOLUTION > AL_STATE > AR_REFERENCE > OL_STATE > OL_STATE > OTHER > CARRIER_STATE	OTHER > DY_RESOLUTION || AL_STATE > AR_REFERENCE > OL_STATE > OL_STATE > OTHER > CARRIER_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f104r.34	f104r	f104	S	10	3	4	pchol | ksheody | qokeshedy | chedy | qokaiin | otaiin | cheody | qokal | taiin | cholxy	OL_STATE > DY_RESOLUTION > DY_RESOLUTION > CARRIER_STATE > Q_OUTER_STATE > OTHER > DY_RESOLUTION > AL_STATE > ENTRY_STATE > OL_STATE	OL_STATE > DY_RESOLUTION || DY_RESOLUTION || CARRIER_STATE > Q_OUTER_STATE > OTHER > DY_RESOLUTION || AL_STATE > ENTRY_STATE > OL_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f104r.36	f104r	f104	S	9	1	2	psheody | qotar | chopar | qotaly | qotechy | kaiin | okar | qopchar | opam	DY_RESOLUTION > OT_AR_LOCAL > AR_REFERENCE > OT_AL_LOCAL > Q_OUTER_STATE > OTHER > AR_REFERENCE > AR_REFERENCE > OTHER	DY_RESOLUTION || OT_AR_LOCAL > AR_REFERENCE > OT_AL_LOCAL > Q_OUTER_STATE > OTHER > AR_REFERENCE > AR_REFERENCE > OTHER	MECHANICAL_FORMAL_PHASE_PARSE
f104r.37	f104r	f104	S	10	1	2	okaiin | cheodal | qoaiin | okar | oraiin | okar | oteody | qokaiin | okal | qotir	OTHER > AL_STATE > Q_OUTER_STATE > AR_REFERENCE > OTHER > AR_REFERENCE > DY_RESOLUTION > Q_OUTER_STATE > AL_STATE > Q_OUTER_STATE	OTHER > AL_STATE > Q_OUTER_STATE > AR_REFERENCE > OTHER > AR_REFERENCE > DY_RESOLUTION || Q_OUTER_STATE > AL_STATE > Q_OUTER_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f104r.39	f104r	f104	S	11	2	3	pcholor | ar | aiin | alkchdy | qotal | chol | qoar | aiin | qopcheedy | qotair | ofaiino	OL_STATE > AR_REFERENCE > OTHER > DY_RESOLUTION > OT_AL_LOCAL > OL_STATE > O_AR_LOCAL > OTHER > DY_RESOLUTION > Q_OUTER_STATE > OTHER	OL_STATE > AR_REFERENCE > OTHER > DY_RESOLUTION || OT_AL_LOCAL > OL_STATE > O_AR_LOCAL > OTHER > DY_RESOLUTION || Q_OUTER_STATE > OTHER	MECHANICAL_FORMAL_PHASE_PARSE
f104r.40	f104r	f104	S	4	0	1	olkeeos | olkaiin | oair | qcthy	OL_STATE > OL_STATE > OTHER > Q_OUTER_STATE	OL_STATE > OL_STATE > OTHER > Q_OUTER_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f104r.41	f104r	f104	S	9	1	2	qoteey | qokeor | qoty | qokl | lkaiin | yteedy | qokain | oqockhy | dar	Q_OUTER_STATE > Q_OUTER_STATE > Q_OUTER_STATE > Q_OUTER_STATE > OTHER > DY_RESOLUTION > Q_OUTER_STATE > OTHER > AR_REFERENCE	Q_OUTER_STATE > Q_OUTER_STATE > Q_OUTER_STATE > Q_OUTER_STATE > OTHER > DY_RESOLUTION || Q_OUTER_STATE > OTHER > AR_REFERENCE	MECHANICAL_FORMAL_PHASE_PARSE
f104r.42	f104r	f104	S	3	1	2	y | lshedy | cholkar	OTHER > DY_RESOLUTION > AR_REFERENCE	OTHER > DY_RESOLUTION || AR_REFERENCE	MECHANICAL_FORMAL_PHASE_PARSE
f104r.43	f104r	f104	S	7	4	5	tsheodl | qokchedy | ykchdy | pchedy | qokeedy | oteey | qokain	ENTRY_STATE > DY_RESOLUTION > DY_RESOLUTION > DY_RESOLUTION > DY_RESOLUTION > OTHER > Q_OUTER_STATE	ENTRY_STATE > DY_RESOLUTION || DY_RESOLUTION || DY_RESOLUTION || DY_RESOLUTION || OTHER > Q_OUTER_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f104r.44	f104r	f104	S	9	0	1	okcheochy | cheey | qoeedaiin | qokeey | ar | cheol | olkair | otaiin | okam	OTHER > CARRIER_STATE > ED_MEDIUM > Q_OUTER_STATE > AR_REFERENCE > OL_STATE > OL_STATE > OTHER > OTHER	OTHER > CARRIER_STATE > ED_MEDIUM > Q_OUTER_STATE > AR_REFERENCE > OL_STATE > OL_STATE > OTHER > OTHER	MECHANICAL_FORMAL_PHASE_PARSE
f104r.5	f104r	f104	S	12	2	3	kchdal | qotaiin | qoshedy | ol | chl | ol | chedacphy | al | lod | pchdair | opchdy | qod	AL_STATE > Q_OUTER_STATE > DY_RESOLUTION > OL_STATE > CARRIER_STATE > OL_STATE > CARRIER_STATE > AL_STATE > OTHER > OTHER > DY_RESOLUTION > Q_OUTER_STATE	AL_STATE > Q_OUTER_STATE > DY_RESOLUTION || OL_STATE > CARRIER_STATE > OL_STATE > CARRIER_STATE > AL_STATE > OTHER > OTHER > DY_RESOLUTION || Q_OUTER_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f104r.7	f104r	f104	S	11	2	3	dchodees | sheos | odaiin | otchedy | qodain | shedy | chedy | qodain | okar | ar | okaim	ENTRY_STATE > CARRIER_STATE > OTHER > DY_RESOLUTION > Q_OUTER_STATE > DY_RESOLUTION > CARRIER_STATE > Q_OUTER_STATE > AR_REFERENCE > AR_REFERENCE > OTHER	ENTRY_STATE > CARRIER_STATE > OTHER > DY_RESOLUTION || Q_OUTER_STATE > DY_RESOLUTION || CARRIER_STATE > Q_OUTER_STATE > AR_REFERENCE > AR_REFERENCE > OTHER	MECHANICAL_FORMAL_PHASE_PARSE
f104r.9	f104r	f104	S	3	0	1	ycheeoy | qokecho | qokol	OTHER > Q_OUTER_STATE > OL_STATE	OTHER > Q_OUTER_STATE > OL_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f104v.1	f104v	f104	S	1	1	1	opcheedy	DY_RESOLUTION	DY_RESOLUTION	MECHANICAL_FORMAL_PHASE_PARSE
f104v.10	f104v	f104	S	11	3	4	shol | cheedy | qokaiin | qoteedy | otaiin | oteedy | qotedor | okain | cheos | cheeo | lchey	OL_STATE > DY_RESOLUTION > Q_OUTER_STATE > DY_RESOLUTION > OTHER > DY_RESOLUTION > ED_MEDIUM > OTHER > CARRIER_STATE > CARRIER_STATE > OTHER	OL_STATE > DY_RESOLUTION || Q_OUTER_STATE > DY_RESOLUTION || OTHER > DY_RESOLUTION || ED_MEDIUM > OTHER > CARRIER_STATE > CARRIER_STATE > OTHER	MECHANICAL_FORMAL_PHASE_PARSE
f104v.14	f104v	f104	S	6	1	2	qokeeo | lcheolshedy | s | aiin | cheky | daindl	Q_OUTER_STATE > DY_RESOLUTION > OTHER > OTHER > CARRIER_STATE > ENTRY_STATE	Q_OUTER_STATE > DY_RESOLUTION || OTHER > OTHER > CARRIER_STATE > ENTRY_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f104v.15	f104v	f104	S	10	2	3	chocthy | qokeochy | qokchy | qotcheo | qotcheo | dlchd | chedy | tchdy | qotchdy | ram	CARRIER_STATE > Q_OUTER_STATE > Q_OUTER_STATE > Q_OUTER_STATE > Q_OUTER_STATE > ENTRY_STATE > CARRIER_STATE > DY_RESOLUTION > DY_RESOLUTION > OTHER	CARRIER_STATE > Q_OUTER_STATE > Q_OUTER_STATE > Q_OUTER_STATE > Q_OUTER_STATE > ENTRY_STATE > CARRIER_STATE > DY_RESOLUTION || DY_RESOLUTION || OTHER	MECHANICAL_FORMAL_PHASE_PARSE
f104v.16	f104v	f104	S	11	2	3	dcheedy | qockheey | chdor | aiin | chcthhy | dchdar | chdy | qokchedy | olkchy | qokain | dadam	DY_RESOLUTION > Q_OUTER_STATE > CARRIER_STATE > OTHER > CARRIER_STATE > AR_REFERENCE > CARRIER_STATE > DY_RESOLUTION > OL_STATE > Q_OUTER_STATE > ENTRY_STATE	DY_RESOLUTION || Q_OUTER_STATE > CARRIER_STATE > OTHER > CARRIER_STATE > AR_REFERENCE > CARRIER_STATE > DY_RESOLUTION || OL_STATE > Q_OUTER_STATE > ENTRY_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f104v.18	f104v	f104	S	5	0	1	dcheeoy | qokaiiin | qokaiin | lkar | ytaiin	ENTRY_STATE > Q_OUTER_STATE > Q_OUTER_STATE > AR_REFERENCE > OTHER	ENTRY_STATE > Q_OUTER_STATE > Q_OUTER_STATE > AR_REFERENCE > OTHER	MECHANICAL_FORMAL_PHASE_PARSE
f104v.19	f104v	f104	S	13	2	3	pcheor | chol | chpcheor | cholkshedy | qotol | sheedy | qokchy | qotched | sho | fchor | ols | aiin | chekal	OTHER > OL_STATE > CARRIER_STATE > DY_RESOLUTION > OT_OL_LOCAL > DY_RESOLUTION > Q_OUTER_STATE > ED_MEDIUM > CARRIER_STATE > OTHER > OL_STATE > OTHER > AL_STATE	OTHER > OL_STATE > CARRIER_STATE > DY_RESOLUTION || OT_OL_LOCAL > DY_RESOLUTION || Q_OUTER_STATE > ED_MEDIUM > CARRIER_STATE > OTHER > OL_STATE > OTHER > AL_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f104v.2	f104v	f104	S	6	1	1	ychedaiin | qoteed | chockhy | otaiin | ydaiin | qokamdy	ED_MEDIUM > ED_MEDIUM > CARRIER_STATE > OTHER > OTHER > DY_RESOLUTION	ED_MEDIUM > ED_MEDIUM > CARRIER_STATE > OTHER > OTHER > DY_RESOLUTION	MECHANICAL_FORMAL_PHASE_PARSE
f104v.20	f104v	f104	S	12	3	4	or | sheeo | lcheedy | qokeey | qochey | qotcheedy | qotchedy | qokol | chor | chorol | chdar | otam	OTHER > CARRIER_STATE > DY_RESOLUTION > Q_OUTER_STATE > Q_OUTER_STATE > DY_RESOLUTION > DY_RESOLUTION > OL_STATE > CARRIER_STATE > OL_STATE > AR_REFERENCE > OTHER	OTHER > CARRIER_STATE > DY_RESOLUTION || Q_OUTER_STATE > Q_OUTER_STATE > DY_RESOLUTION || DY_RESOLUTION || OL_STATE > CARRIER_STATE > OL_STATE > AR_REFERENCE > OTHER	MECHANICAL_FORMAL_PHASE_PARSE
f104v.21	f104v	f104	S	6	1	2	yshor | sheedy | qokaiin | shokchey | qokeey | chodain	OTHER > DY_RESOLUTION > Q_OUTER_STATE > CARRIER_STATE > Q_OUTER_STATE > CARRIER_STATE	OTHER > DY_RESOLUTION || Q_OUTER_STATE > CARRIER_STATE > Q_OUTER_STATE > CARRIER_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f104v.22	f104v	f104	S	5	3	4	ytchedy | qokchedy | qotchy | qokchedy | qokchd	DY_RESOLUTION > DY_RESOLUTION > Q_OUTER_STATE > DY_RESOLUTION > Q_OUTER_STATE	DY_RESOLUTION || DY_RESOLUTION || Q_OUTER_STATE > DY_RESOLUTION || Q_OUTER_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f104v.24	f104v	f104	S	1	0	1	cheeey	CARRIER_STATE	CARRIER_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f104v.25	f104v	f104	S	4	1	2	dsheey | qoykeey | lchedy | qokedaiin	ENTRY_STATE > Q_OUTER_STATE > DY_RESOLUTION > ED_MEDIUM	ENTRY_STATE > Q_OUTER_STATE > DY_RESOLUTION || ED_MEDIUM	MECHANICAL_FORMAL_PHASE_PARSE
f104v.27	f104v	f104	S	13	1	2	pchoror | shor | sheol | sheol | sheol | qokchedy | chdor | sho | r | aiin | chpchs | aiin | al	OTHER > CARRIER_STATE > OL_STATE > OL_STATE > OL_STATE > DY_RESOLUTION > CARRIER_STATE > CARRIER_STATE > OTHER > OTHER > CARRIER_STATE > OTHER > AL_STATE	OTHER > CARRIER_STATE > OL_STATE > OL_STATE > OL_STATE > DY_RESOLUTION || CARRIER_STATE > CARRIER_STATE > OTHER > OTHER > CARRIER_STATE > OTHER > AL_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f104v.29	f104v	f104	S	8	1	2	kche | shodaiin | qokeey | cheokcheo | lol | kaiin | qotchdy | lcheo	OTHER > CARRIER_STATE > Q_OUTER_STATE > CARRIER_STATE > OL_STATE > OTHER > DY_RESOLUTION > OTHER	OTHER > CARRIER_STATE > Q_OUTER_STATE > CARRIER_STATE > OL_STATE > OTHER > DY_RESOLUTION || OTHER	MECHANICAL_FORMAL_PHASE_PARSE
f104v.30	f104v	f104	S	3	0	1	ycheol | kaiin | ar	OL_STATE > OTHER > AR_REFERENCE	OL_STATE > OTHER > AR_REFERENCE	MECHANICAL_FORMAL_PHASE_PARSE
f104v.33	f104v	f104	S	12	0	1	yteeey | cheeod | ykeey | kaiin | qokaiin | cheey | or | ol | ar | odar | chedain | etar	OTHER > CARRIER_STATE > OTHER > OTHER > Q_OUTER_STATE > CARRIER_STATE > OTHER > OL_STATE > AR_REFERENCE > AR_REFERENCE > CARRIER_STATE > AR_REFERENCE	OTHER > CARRIER_STATE > OTHER > OTHER > Q_OUTER_STATE > CARRIER_STATE > OTHER > OL_STATE > AR_REFERENCE > AR_REFERENCE > CARRIER_STATE > AR_REFERENCE	MECHANICAL_FORMAL_PHASE_PARSE
f104v.34	f104v	f104	S	8	0	1	ycheo | lkeed | qotain | okaiin | chokain | okain | cheol | olcho	OTHER > ED_MEDIUM > Q_OUTER_STATE > OTHER > CARRIER_STATE > OTHER > OL_STATE > OL_STATE	OTHER > ED_MEDIUM > Q_OUTER_STATE > OTHER > CARRIER_STATE > OTHER > OL_STATE > OL_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f104v.36	f104v	f104	S	6	1	2	sar | aiir | sheos | qoiiin | okeedy | qokcheodaiin	AR_REFERENCE > OTHER > CARRIER_STATE > Q_OUTER_STATE > DY_RESOLUTION > Q_OUTER_STATE	AR_REFERENCE > OTHER > CARRIER_STATE > Q_OUTER_STATE > DY_RESOLUTION || Q_OUTER_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f104v.37	f104v	f104	S	3	0	1	posairy | ytedar | chedy	OTHER > AR_REFERENCE > CARRIER_STATE	OTHER > AR_REFERENCE > CARRIER_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f104v.38	f104v	f104	S	11	0	1	okechey | chedy | chchy | qotain | qokain | chey | or | aiin | cheo | aiin | chedain	OTHER > CARRIER_STATE > CARRIER_STATE > Q_OUTER_STATE > Q_OUTER_STATE > CARRIER_STATE > OTHER > OTHER > CARRIER_STATE > OTHER > CARRIER_STATE	OTHER > CARRIER_STATE > CARRIER_STATE > Q_OUTER_STATE > Q_OUTER_STATE > CARRIER_STATE > OTHER > OTHER > CARRIER_STATE > OTHER > CARRIER_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f104v.4	f104v	f104	S	11	2	2	qoteedy | chedaiin | chokar | qotol | qotched | chol | chey | qol | chedy | qoeeey | qokeedy	DY_RESOLUTION > CARRIER_STATE > AR_REFERENCE > OT_OL_LOCAL > ED_MEDIUM > OL_STATE > CARRIER_STATE > OL_STATE > CARRIER_STATE > Q_OUTER_STATE > DY_RESOLUTION	DY_RESOLUTION || CARRIER_STATE > AR_REFERENCE > OT_OL_LOCAL > ED_MEDIUM > OL_STATE > CARRIER_STATE > OL_STATE > CARRIER_STATE > Q_OUTER_STATE > DY_RESOLUTION	MECHANICAL_FORMAL_PHASE_PARSE
f104v.40	f104v	f104	S	7	2	3	qokeeey | okchedy | qokeey | aiin | odain | orchedy | qoky	Q_OUTER_STATE > DY_RESOLUTION > Q_OUTER_STATE > OTHER > OTHER > DY_RESOLUTION > Q_OUTER_STATE	Q_OUTER_STATE > DY_RESOLUTION || Q_OUTER_STATE > OTHER > OTHER > DY_RESOLUTION || Q_OUTER_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f104v.41	f104v	f104	S	2	1	2	tchedy | qotechy	DY_RESOLUTION > Q_OUTER_STATE	DY_RESOLUTION || Q_OUTER_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f104v.44	f104v	f104	S	2	0	1	daiin | okeey	ENTRY_STATE > OTHER	ENTRY_STATE > OTHER	MECHANICAL_FORMAL_PHASE_PARSE
f104v.5	f104v	f104	S	3	0	1	dcheol | chdeey | oeeodain	OL_STATE > CARRIER_STATE > OTHER	OL_STATE > CARRIER_STATE > OTHER	MECHANICAL_FORMAL_PHASE_PARSE
