page_host_submotif	external_axis	feature_support_loci	positive_with_feature	negative_with_feature	positive_without_feature	within_folio_effect	local_permutation_p	max_search_p	positive_effect_folios	informative_folios	folio_contributions	leave_one_folio_effects	label	semantic_role	obvious_confounds
eeo	REL_PROXIMITY	20	8	12	267	2.09887690464	0.0813837232553	1	6	4	f100:0.000000;f102:0.111111;f57:0.000000;f65:0.000000;f67:0.440000;f68:0.593220;f69:0.954545;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:2.098877;f102:1.987766;f57:2.098877;f65:2.098877;f67:1.658877;f68:1.505657;f69:1.144331;f70:2.098877;f71:2.098877;f72:2.098877;f73:2.098877;f75:2.098877;f76:2.098877;f77:2.098877;f78:2.098877;f80:2.098877;f82:2.098877;f83:2.098877;f88:2.098877;f89:2.098877;f99:2.098877	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
^ai	STAR_OR_SKY	18	14	4	286	2.09208012327	0.139572085583	1	3	3	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:2.240000;f68:0.033898;f69:-0.181818;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:2.092080;f102:2.092080;f57:2.092080;f65:2.092080;f67:-0.147920;f68:2.058182;f69:2.273898;f70:2.092080;f71:2.092080;f72:2.092080;f73:2.092080;f75:2.092080;f76:2.092080;f77:2.092080;f78:2.092080;f80:2.092080;f82:2.092080;f83:2.092080;f88:2.092080;f89:2.092080;f99:2.092080	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
^ot	FIGURE	82	43	39	192	2.08256968641	0.141971605679	1	5	4	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:1.682927;f71:-0.000000;f72:-0.000000;f73:0.000000;f75:0.480000;f76:0.000000;f77:-0.142857;f78:0.000000;f80:0.000000;f82:0.062500;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:2.082570;f102:2.082570;f57:2.082570;f65:2.082570;f67:2.082570;f68:2.082570;f69:2.082570;f70:0.399643;f71:2.082570;f72:2.082570;f73:2.082570;f75:1.602570;f76:2.082570;f77:2.225427;f78:2.082570;f80:2.082570;f82:2.020070;f83:2.082570;f88:2.082570;f89:2.082570;f99:2.082570	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
ky$	REL_PROXIMITY	18	11	7	264	2.08151302191	0.124175164967	1	6	6	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:-0.280000;f68:0.593220;f69:0.954545;f70:0.268293;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.045455;f89:0.000000;f99:0.500000	f100:2.081513;f102:2.081513;f57:2.081513;f65:2.081513;f67:2.361513;f68:1.488293;f69:1.126968;f70:1.813220;f71:2.081513;f72:2.081513;f73:2.081513;f75:2.081513;f76:2.081513;f77:2.081513;f78:2.081513;f80:2.081513;f82:2.081513;f83:2.081513;f88:2.036058;f89:2.081513;f99:1.581513	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
^os	PLANT	9	7	2	135	2.06227272727	0.00919816036793	1	4	3	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:1.760000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.227273;f89:0.000000;f99:0.075000	f100:2.062273;f102:2.062273;f57:2.062273;f65:2.062273;f67:0.302273;f68:2.062273;f69:2.062273;f70:2.062273;f71:2.062273;f72:2.062273;f73:2.062273;f75:2.062273;f76:2.062273;f77:2.062273;f78:2.062273;f80:2.062273;f82:2.062273;f83:2.062273;f88:1.835000;f89:2.062273;f99:1.987273	WEAK	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
^op	REL_ENCLOSURE	22	5	17	57	2.05238860878	0.102579484103	1	3	6	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:-0.220000;f68:1.322034;f69:0.000000;f70:-0.243902;f71:0.000000;f72:-0.391304;f73:0.676471;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.909091;f99:0.000000	f100:2.052389;f102:2.052389;f57:2.052389;f65:2.052389;f67:2.272389;f68:0.730355;f69:2.052389;f70:2.296291;f71:2.052389;f72:2.443693;f73:1.375918;f75:2.052389;f76:2.052389;f77:2.052389;f78:2.052389;f80:2.052389;f82:2.052389;f83:2.052389;f88:2.052389;f89:1.143298;f99:2.052389	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
ok$	WATER_OR_APPARATUS	20	6	14	41	2.03571428571	0.0421915616877	1	3	3	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:-0.000000;f76:0.000000;f77:0.285714;f78:0.000000;f80:0.000000;f82:1.250000;f83:0.500000;f88:0.000000;f89:0.000000;f99:0.000000	f100:2.035714;f102:2.035714;f57:2.035714;f65:2.035714;f67:2.035714;f68:2.035714;f69:2.035714;f70:2.035714;f71:2.035714;f72:2.035714;f73:2.035714;f75:2.035714;f76:2.035714;f77:1.750000;f78:2.035714;f80:2.035714;f82:0.785714;f83:1.535714;f88:2.035714;f89:2.035714;f99:2.035714	WEAK	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
or$	WATER_OR_APPARATUS	30	4	26	43	2.02976190476	0.0325934813037	1	3	3	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.571429;f78:0.000000;f80:0.833333;f82:0.625000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:2.029762;f102:2.029762;f57:2.029762;f65:2.029762;f67:2.029762;f68:2.029762;f69:2.029762;f70:2.029762;f71:2.029762;f72:2.029762;f73:2.029762;f75:2.029762;f76:2.029762;f77:1.458333;f78:2.029762;f80:1.196429;f82:1.404762;f83:2.029762;f88:2.029762;f89:2.029762;f99:2.029762	WEAK	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
^al	PLANT	25	9	16	133	1.99307139188	0.124175164967	1	4	5	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:-0.320000;f68:-0.033898;f69:1.954545;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.242424;f99:0.150000	f100:1.993071;f102:1.993071;f57:1.993071;f65:1.993071;f67:2.313071;f68:2.026970;f69:0.038526;f70:1.993071;f71:1.993071;f72:1.993071;f73:1.993071;f75:1.993071;f76:1.993071;f77:1.993071;f78:1.993071;f80:1.993071;f82:1.993071;f83:1.993071;f88:1.993071;f89:1.750647;f99:1.843071	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
tch	REL_EXPLICIT_ATTACHMENT	5	3	2	99	1.98264889127	0.0197960407918	1	2	3	f100:-0.136364;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.271186;f69:0.000000;f70:0.000000;f71:0.000000;f72:1.847826;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:2.119013;f102:1.982649;f57:1.982649;f65:1.982649;f67:1.982649;f68:1.711462;f69:1.982649;f70:1.982649;f71:1.982649;f72:0.134823;f73:1.982649;f75:1.982649;f76:1.982649;f77:1.982649;f78:1.982649;f80:1.982649;f82:1.982649;f83:1.982649;f88:1.982649;f89:1.982649;f99:1.982649	WEAK	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
eey	PLANT	16	4	12	138	1.96347543229	0.0499900019996	1	4	4	f100:0.000000;f102:0.055556;f57:0.000000;f65:0.000000;f67:0.760000;f68:0.966102;f69:0.181818;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:1.963475;f102:1.907920;f57:1.963475;f65:1.963475;f67:1.203475;f68:0.997374;f69:1.781657;f70:1.963475;f71:1.963475;f72:1.963475;f73:1.963475;f75:1.963475;f76:1.963475;f77:1.963475;f78:1.963475;f80:1.963475;f82:1.963475;f83:1.963475;f88:1.963475;f89:1.963475;f99:1.963475	WEAK	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
ykc	REL_PROXIMITY	6	6	0	269	1.94253823894	0.0401919616077	1	3	2	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:1.186441;f69:0.000000;f70:0.756098;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:1.942538;f102:1.942538;f57:1.942538;f65:1.942538;f67:1.942538;f68:0.756098;f69:1.942538;f70:1.186441;f71:1.942538;f72:1.942538;f73:1.942538;f75:1.942538;f76:1.942538;f77:1.942538;f78:1.942538;f80:1.942538;f82:1.942538;f83:1.942538;f88:1.942538;f89:1.942538;f99:1.942538	WEAK	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
^ol	PLANT	39	14	25	128	1.90321349084	0.127774445111	1	5	7	f100:-0.000000;f102:0.055556;f57:0.000000;f65:0.000000;f67:-0.080000;f68:-0.067797;f69:0.590909;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.227273;f89:0.727273;f99:0.450000	f100:1.903213;f102:1.847658;f57:1.903213;f65:1.903213;f67:1.983213;f68:1.971010;f69:1.312304;f70:1.903213;f71:1.903213;f72:1.903213;f73:1.903213;f75:1.903213;f76:1.903213;f77:1.903213;f78:1.903213;f80:1.903213;f82:1.903213;f83:1.903213;f88:1.675941;f89:1.175941;f99:1.453213	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
or$	REL_EXPLICIT_ATTACHMENT	30	11	19	91	1.9027917213	0.216156768646	1	5	9	f100:-0.272727;f102:1.333333;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.898305;f69:0.000000;f70:0.000000;f71:0.000000;f72:-0.076087;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.714286;f78:0.000000;f80:0.000000;f82:-0.312500;f83:0.000000;f88:0.636364;f89:-0.818182;f99:-0.200000	f100:2.175519;f102:0.569458;f57:1.902792;f65:1.902792;f67:1.902792;f68:1.004487;f69:1.902792;f70:1.902792;f71:1.902792;f72:1.978879;f73:1.902792;f75:1.902792;f76:1.902792;f77:1.188506;f78:1.902792;f80:1.902792;f82:2.215292;f83:1.902792;f88:1.266428;f89:2.720974;f99:2.102792	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
ckh	REL_EXPLICIT_ATTACHMENT	6	3	3	99	1.87992084353	0.0377924415117	1	3	4	f100:0.863636;f102:-0.166667;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.271186;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.911765;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:1.016284;f102:2.046588;f57:1.879921;f65:1.879921;f67:1.879921;f68:1.608734;f69:1.879921;f70:1.879921;f71:1.879921;f72:1.879921;f73:0.968156;f75:1.879921;f76:1.879921;f77:1.879921;f78:1.879921;f80:1.879921;f82:1.879921;f83:1.879921;f88:1.879921;f89:1.879921;f99:1.879921	WEAK	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
ock	REL_EXPLICIT_ATTACHMENT	5	3	2	99	1.87992084353	0.0377924415117	1	3	4	f100:0.863636;f102:-0.166667;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.271186;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.911765;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:1.016284;f102:2.046588;f57:1.879921;f65:1.879921;f67:1.879921;f68:1.608734;f69:1.879921;f70:1.879921;f71:1.879921;f72:1.879921;f73:0.968156;f75:1.879921;f76:1.879921;f77:1.879921;f78:1.879921;f80:1.879921;f82:1.879921;f83:1.879921;f88:1.879921;f89:1.879921;f99:1.879921	WEAK	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
^yt	STAR_OR_SKY	25	19	6	281	1.83883873877	0.175564887023	1	3	4	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:2.240000;f68:0.067797;f69:0.409091;f70:-0.878049;f71:0.000000;f72:-0.000000;f73:-0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:1.838839;f102:1.838839;f57:1.838839;f65:1.838839;f67:-0.401161;f68:1.771042;f69:1.429748;f70:2.716888;f71:1.838839;f72:1.838839;f73:1.838839;f75:1.838839;f76:1.838839;f77:1.838839;f78:1.838839;f80:1.838839;f82:1.838839;f83:1.838839;f88:1.838839;f89:1.838839;f99:1.838839	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
ly$	PLANT	40	8	32	134	1.82066769389	0.103179364127	1	4	6	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:-0.080000;f68:-0.050847;f69:1.181818;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.227273;f89:0.242424;f99:0.300000	f100:1.820668;f102:1.820668;f57:1.820668;f65:1.820668;f67:1.900668;f68:1.871515;f69:0.638850;f70:1.820668;f71:1.820668;f72:1.820668;f73:1.820668;f75:1.820668;f76:1.820668;f77:1.820668;f78:1.820668;f80:1.820668;f82:1.820668;f83:1.820668;f88:1.593395;f89:1.578243;f99:1.520668	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
hor	REL_EXPLICIT_ATTACHMENT	6	5	1	97	1.81201848998	0.0767846430714	1	2	2	f100:0.727273;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:1.084746;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:1.084746;f102:1.812018;f57:1.812018;f65:1.812018;f67:1.812018;f68:0.727273;f69:1.812018;f70:1.812018;f71:1.812018;f72:1.812018;f73:1.812018;f75:1.812018;f76:1.812018;f77:1.812018;f78:1.812018;f80:1.812018;f82:1.812018;f83:1.812018;f88:1.812018;f89:1.812018;f99:1.812018	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
^l$	REL_ENCLOSURE	12	3	9	59	1.7911248074	0.0939812037592	1	2	3	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:-0.440000;f68:1.322034;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.909091;f99:0.000000	f100:1.791125;f102:1.791125;f57:1.791125;f65:1.791125;f67:2.231125;f68:0.469091;f69:1.791125;f70:1.791125;f71:1.791125;f72:1.791125;f73:1.791125;f75:1.791125;f76:1.791125;f77:1.791125;f78:1.791125;f80:1.791125;f82:1.791125;f83:1.791125;f88:1.791125;f89:0.882034;f99:1.791125	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
^y$	STAR_OR_SKY	15	11	4	289	1.79001390507	0.160567886423	1	4	4	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.720000;f68:0.067797;f69:0.636364;f70:0.365854;f71:0.000000;f72:0.000000;f73:-0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:1.790014;f102:1.790014;f57:1.790014;f65:1.790014;f67:1.070014;f68:1.722217;f69:1.153650;f70:1.424160;f71:1.790014;f72:1.790014;f73:1.790014;f75:1.790014;f76:1.790014;f77:1.790014;f78:1.790014;f80:1.790014;f82:1.790014;f83:1.790014;f88:1.790014;f89:1.790014;f99:1.790014	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
che	REL_PROXIMITY	23	12	11	263	1.75644368447	0.238352329534	1	4	5	f100:-0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:-0.560000;f68:1.525424;f69:0.477273;f70:0.268293;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.045455;f89:0.000000;f99:0.000000	f100:1.756444;f102:1.756444;f57:1.756444;f65:1.756444;f67:2.316444;f68:0.231020;f69:1.279171;f70:1.488151;f71:1.756444;f72:1.756444;f73:1.756444;f75:1.756444;f76:1.756444;f77:1.756444;f78:1.756444;f80:1.756444;f82:1.756444;f83:1.756444;f88:1.710989;f89:1.756444;f99:1.756444	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
^o$	REL_PROXIMITY	10	7	3	268	1.75618658683	0.167766446711	1	4	5	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.720000;f68:0.593220;f69:0.909091;f70:-0.243902;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:-0.222222;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:1.756187;f102:1.756187;f57:1.756187;f65:1.756187;f67:1.036187;f68:1.162966;f69:0.847096;f70:2.000089;f71:1.756187;f72:1.756187;f73:1.756187;f75:1.756187;f76:1.978409;f77:1.756187;f78:1.756187;f80:1.756187;f82:1.756187;f83:1.756187;f88:1.756187;f89:1.756187;f99:1.756187	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
dar	REL_EXPLICIT_ATTACHMENT	5	3	2	99	1.75603492553	0.0503899220156	1	3	3	f100:0.000000;f102:0.666667;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.271186;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.818182;f89:0.000000;f99:0.000000	f100:1.756035;f102:1.089368;f57:1.756035;f65:1.756035;f67:1.756035;f68:1.484848;f69:1.756035;f70:1.756035;f71:1.756035;f72:1.756035;f73:1.756035;f75:1.756035;f76:1.756035;f77:1.756035;f78:1.756035;f80:1.756035;f82:1.756035;f83:1.756035;f88:0.937853;f89:1.756035;f99:1.756035	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
^d$	STAR_OR_SKY	12	10	2	290	1.74663534894	0.119376124775	1	5	4	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:1.080000;f68:0.135593;f69:0.409091;f70:0.121951;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:1.746635;f102:1.746635;f57:1.746635;f65:1.746635;f67:0.666635;f68:1.611042;f69:1.337544;f70:1.624684;f71:1.746635;f72:1.746635;f73:1.746635;f75:1.746635;f76:1.746635;f77:1.746635;f78:1.746635;f80:1.746635;f82:1.746635;f83:1.746635;f88:1.746635;f89:1.746635;f99:1.746635	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
tor	REL_ARRAY_OR_GROUP	6	3	3	52	1.72799422799	0.0965806838632	1	2	4	f100:0.000000;f102:-0.055556;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:-0.428571;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.666667;f88:1.545455;f89:0.000000;f99:0.000000	f100:1.727994;f102:1.783550;f57:1.727994;f65:1.727994;f67:1.727994;f68:1.727994;f69:1.727994;f70:1.727994;f71:1.727994;f72:1.727994;f73:1.727994;f75:1.727994;f76:1.727994;f77:2.156566;f78:1.727994;f80:1.727994;f82:1.727994;f83:1.061328;f88:0.182540;f89:1.727994;f99:1.727994	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
kal	REL_ENCLOSURE	13	3	10	59	1.71261930011	0.118176364727	1	1	2	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:-0.243902;f71:0.000000;f72:1.956522;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:1.712619;f102:1.712619;f57:1.712619;f65:1.712619;f67:1.712619;f68:1.712619;f69:1.712619;f70:1.956522;f71:1.712619;f72:-0.243902;f73:1.712619;f75:1.712619;f76:1.712619;f77:1.712619;f78:1.712619;f80:1.712619;f82:1.712619;f83:1.712619;f88:1.712619;f89:1.712619;f99:1.712619	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
^ol	REL_EXPLICIT_ATTACHMENT	39	12	27	90	1.70901877231	0.271945610878	1	6	11	f100:-0.272727;f102:-0.166667;f57:0.000000;f65:0.000000;f67:0.000000;f68:1.084746;f69:-0.113636;f70:0.000000;f71:0.000000;f72:-0.380435;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.428571;f78:0.000000;f80:0.000000;f82:-0.937500;f83:0.666667;f88:-0.181818;f89:0.181818;f99:1.400000	f100:1.981746;f102:1.875685;f57:1.709019;f65:1.709019;f67:1.709019;f68:0.624273;f69:1.822655;f70:1.709019;f71:1.709019;f72:2.089454;f73:1.709019;f75:1.709019;f76:1.709019;f77:1.280447;f78:1.709019;f80:1.709019;f82:2.646519;f83:1.042352;f88:1.890837;f89:1.527201;f99:0.309019	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
oto	REL_ENCLOSURE	25	4	21	58	1.69841059552	0.168366326735	1	3	5	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.120000;f68:-0.016949;f69:0.000000;f70:0.756098;f71:0.000000;f72:0.869565;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:-0.030303;f99:0.000000	f100:1.698411;f102:1.698411;f57:1.698411;f65:1.698411;f67:1.578411;f68:1.715360;f69:1.698411;f70:0.942313;f71:1.698411;f72:0.828845;f73:1.698411;f75:1.698411;f76:1.698411;f77:1.698411;f78:1.698411;f80:1.698411;f82:1.698411;f83:1.698411;f88:1.698411;f89:1.728714;f99:1.698411	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
ky$	PLANT	18	8	10	134	1.68714175655	0.114377124575	1	3	5	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:-0.080000;f68:-0.016949;f69:1.181818;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.227273;f89:0.000000;f99:0.375000	f100:1.687142;f102:1.687142;f57:1.687142;f65:1.687142;f67:1.767142;f68:1.704091;f69:0.505324;f70:1.687142;f71:1.687142;f72:1.687142;f73:1.687142;f75:1.687142;f76:1.687142;f77:1.687142;f78:1.687142;f80:1.687142;f82:1.687142;f83:1.687142;f88:1.459869;f89:1.687142;f99:1.312142	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
