physical_page	page_model	clause_id	start_event	end_event	events	natural_process_summary_de
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C261	P912-E1468	P912-E1468	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind nur Bezug und Weiterführung. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C262	P912-E1469	P912-E1469	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind nur Bezug und Weiterführung. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C263	P912-E1470	P912-E1471	2	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× einsetzen, 1× umsetzen. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C264	P912-E1472	P912-E1477	6	An der gezeigten Bad- oder Arbeitsstation stehen 5 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× umsetzen, 2× entnehmen, 1× halten, 1× bereitstellen, 1× ansetzen, 1× einsetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Ansatz. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C265	P912-E1478	P912-E1478	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C266	P912-E1479	P912-E1480	2	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× spülen, 1× ansetzen, 1× umsetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C267	P912-E1481	P912-E1499	19	An der gezeigten Bad- oder Arbeitsstation stehen 15 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 6× auswählen, 2× kennzeichnen, 2× absetzen, 2× zugeben, 2× ausführen, 2× einsetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Ansatz, Sollmaß, Portion. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C268	P912-E1500	P912-E1503	4	An der gezeigten Bad- oder Arbeitsstation stehen 4 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ansetzen, 1× behandeln, 1× halten, 1× bereitstellen. Als Einsatzgrößen erscheinen Sollmaß, Portion. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C269	P912-E1504	P912-E1505	2	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen, 1× halten. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C270	P912-E1506	P912-E1506	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× umsetzen. Der Gang führt über weiterer Lauf. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C271	P912-E1507	P912-E1514	8	An der gezeigten Bad- oder Arbeitsstation stehen 6 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ausführen, 2× halten, 2× ansetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf, Durchlass. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C272	P912-E1515	P912-E1515	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C273	P912-E1516	P912-E1519	4	An der gezeigten Bad- oder Arbeitsstation stehen 4 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen, 1× auswählen, 1× einstellen, 1× absetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Auszug. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C274	P912-E1520	P912-E1523	4	An der gezeigten Bad- oder Arbeitsstation stehen 4 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× auswählen, 1× einstellen, 1× ansetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C275	P912-E1524	P912-E1524	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind nur Bezug und Weiterführung. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C276	P912-E1525	P912-E1525	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× entnehmen, 1× umleiten. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C277	P912-E1526	P912-E1528	3	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ansetzen, 1× kennzeichnen, 1× umsetzen. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C278	P912-E1529	P912-E1529	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× absetzen. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C279	P912-E1530	P912-E1530	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen, 1× halten. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C280	P912-E1531	P912-E1532	2	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× umsetzen. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C281	P912-E1533	P912-E1543	11	An der gezeigten Bad- oder Arbeitsstation stehen 8 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 3× halten, 3× bereitstellen, 1× ansetzen, 1× auswählen, 1× absetzen, 1× einstellen. Als Einsatzgrößen erscheinen Sollmaß. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C282	P912-E1544	P912-E1544	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× umsetzen. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C283	P912-E1545	P912-E1545	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× umsetzen. Der Gang führt über weiterer Lauf. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C284	P912-E1546	P912-E1547	2	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× umsetzen, 1× einstellen, 1× ansetzen. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C285	P912-E1548	P912-E1561	14	An der gezeigten Bad- oder Arbeitsstation stehen 12 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 3× halten, 2× zugeben, 2× einstellen, 2× entnehmen, 1× umsetzen, 1× ansetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Ansatz, Auszug, Sollmaß, Portion. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf, Durchlass. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C286	P912-E1562	P912-E1563	2	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× absetzen. Als Einsatzgrößen erscheinen Ansatz. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C287	P912-E1564	P912-E1574	11	An der gezeigten Bad- oder Arbeitsstation stehen 11 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 3× absetzen, 3× auswählen, 2× ausführen, 2× halten, 1× einsetzen, 1× ansetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Sollmaß, Portion. Der Gang führt über Durchlass. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C288	P912-E1575	P912-E1577	3	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× einstellen, 1× absetzen. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C289	P912-E1578	P912-E1579	2	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× halten, 1× umsetzen. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C290	P912-E1580	P912-E1581	2	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× auffangen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C291	P912-E1582	P912-E1583	2	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ansetzen. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C292	P912-E1584	P912-E1586	3	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× einstellen, 1× ansetzen. Die notierten Wirkstufen sind kurz, vollständig. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C293	P912-E1587	P912-E1590	4	An der gezeigten Bad- oder Arbeitsstation stehen 4 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ansetzen, 1× auswählen, 1× auffangen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Sollmaß. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C294	P912-E1591	P912-E1591	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind nur Bezug und Weiterführung. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C295	P912-E1592	P912-E1594	3	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× umsetzen, 1× zugeben. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C296	P912-E1595	P912-E1596	2	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ansetzen, 1× umsetzen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C297	P912-E1597	P912-E1600	4	An der gezeigten Bad- oder Arbeitsstation stehen 4 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× umsetzen, 1× entnehmen, 1× auswählen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Der Gang führt über Durchlass. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C298	P912-E1601	P912-E1601	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C299	P912-E1602	P912-E1606	5	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× umsetzen. Als Einsatzgrößen erscheinen Sollmaß, Portion. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C300	P912-E1607	P912-E1607	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind nur Bezug und Weiterführung. Der Gang führt über weiterer Lauf. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C301	P912-E1608	P912-E1609	2	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× einstellen, 1× umsetzen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C302	P912-E1610	P912-E1611	2	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen, 1× absetzen. Der Gang führt über Ziel- oder Anschlussstelle. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C303	P912-E1612	P912-E1612	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C304	P912-E1613	P912-E1622	10	An der gezeigten Bad- oder Arbeitsstation stehen 7 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 3× bereitstellen, 2× halten, 1× umsetzen, 1× auswählen, 1× ausführen, 1× einstellen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Ansatz, Sollmaß. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C305	P912-E1623	P912-E1623	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C306	P912-E1624	P912-E1626	3	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ansetzen. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C307	P912-E1627	P912-E1633	7	An der gezeigten Bad- oder Arbeitsstation stehen 5 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ansetzen, 1× umsetzen, 1× einstellen, 1× absetzen. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C308	P912-E1634	P912-E1634	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C309	P912-E1635	P912-E1637	3	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× umsetzen, 1× ansetzen. Als Einsatzgrößen erscheinen Portion. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C310	P912-E1638	P912-E1638	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× halten. Der Gang führt über Durchlass. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C311	P912-E1639	P912-E1639	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× halten. Der Gang führt über Durchlass. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C312	P912-E1640	P912-E1643	4	An der gezeigten Bad- oder Arbeitsstation stehen 4 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× auswählen, 1× behandeln, 1× halten, 1× ansetzen. Als Einsatzgrößen erscheinen Sollmaß. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C313	P912-E1644	P912-E1644	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× absetzen. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C314	P912-E1645	P912-E1645	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind nur Bezug und Weiterführung. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C315	P912-E1646	P912-E1648	3	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× auswählen, 1× umsetzen, 1× halten, 1× ausführen. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C316	P912-E1649	P912-E1650	2	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× zugeben. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C317	P912-E1651	P912-E1652	2	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× auswählen, 1× ansetzen. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C318	P912-E1653	P912-E1653	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C319	P912-E1654	P912-E1657	4	An der gezeigten Bad- oder Arbeitsstation stehen 4 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× umsetzen, 1× ansetzen, 1× auswählen, 1× einstellen. Als Einsatzgrößen erscheinen Sollmaß. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C320	P912-E1658	P912-E1658	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C321	P912-E1659	P912-E1659	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind nur Bezug und Weiterführung. Der Gang führt über weiterer Lauf. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C322	P912-E1660	P912-E1662	3	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× umsetzen, 1× ansetzen. Als Einsatzgrößen erscheinen Auszug. Der Gang führt über weiterer Lauf. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C323	P912-E1663	P912-E1671	9	An der gezeigten Bad- oder Arbeitsstation stehen 7 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ansetzen, 2× auswählen, 2× halten, 2× zugeben, 1× entnehmen, 1× umsetzen. Als Einsatzgrößen erscheinen Sollmaß, Portion. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C324	P912-E1672	P912-E1683	12	An der gezeigten Bad- oder Arbeitsstation stehen 10 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 3× ansetzen, 2× auswählen, 1× absetzen, 1× behandeln, 1× umsetzen, 1× halten. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Ansatz, Sollmaß, Portion. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C325	P912-E1684	P912-E1686	3	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen, 1× zugeben. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C326	P912-E1687	P912-E1687	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× umsetzen. Der Gang führt über weiterer Lauf. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C327	P912-E1688	P912-E1689	2	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen, 1× absetzen. Danach wird der Arbeitsschritt geschlossen.
