event_serial	record_unit_id	section	page	locus	field_id	statement_id	event_index_in_record	event_index_in_field	event_index_in_statement	event_index_in_physical_line	joint_tuple_id	literal_exact_card_order	dictionary_status	event_phrase	exact_source_language_entry	historical_attestation	v77_target	bracketed_exemplar_expansion	event_bound_working_reading	statement_membership	statement_constituent_fields	statement_physical_lines	statement_crosses_field	statement_crosses_physical_line	local_owner	owner_status_v73_v74	owner_break_before	layout_break_before	terminal_status	formal_link_or_entry_rival	local_grammar_pressure_flags	source_support_class	context_confidence	process_or_content_rival	strongest_contradiction	semantic_ceiling
114	B1	BIOLOGICAL	f81v	f81v.7	F023	B1-S002	14	2	13	2	dcda95c81a5460feb191	E114=[OPAQUE_EXACT_CARD:dcda95c81a5460feb191]	CODEBOOK_ATTESTED_CATEGORY	ET?	et	FLORENCE_FI1_1414::et::Archivio di Stato di Firenze, Chiavi delle cifre II, Pars 3, Nr.1; Lettere della Signoria responsive, filza Nr.1::1414::Aloys Meister 1902, printed pp.49-50; Somogyi 2016 Fi1/table 3	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Den recordlokalen aktiven Posten im Arbeitsgang fortführen.]	E114=ET? [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Den recordlokalen aktiven Posten im Arbeitsgang fortführen.]	B1-S002:E102-E120	F022|F023	f81v.2|f81v.7	YES	YES	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	STRICT_FORMAL_PROMPT_NO_WORD_VALUE	0.46	Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F023; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
115	B1	BIOLOGICAL	f81v	f81v.7	F023	B1-S002	15	3	14	3	4eab1841ed655c20a348	E115=[OPAQUE_EXACT_CARD:4eab1841ed655c20a348]	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	NO	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Eine mäßige Menge.]	E115=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Eine mäßige Menge.]	B1-S002:E102-E120	F022|F023	f81v.2|f81v.7	YES	YES	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.34	Badehaus-technischer Rivale am selben Besitzer: Wasser in das Becken einlassen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
116	B1	BIOLOGICAL	f81v	f81v.7	F023	B1-S002	16	4	15	4	2f1c5e56e8f0ff459065	E116=[OPAQUE_EXACT_CARD:2f1c5e56e8f0ff459065]	FORMAL_LABEL_NOT_WORD	[FORMAL_PARAMETER_CHANNEL; KEIN_WORT]	NONE__NONWORD	NOT_APPLICABLE__STRUCTURAL_EDITORIAL_LABEL	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Den aktiven Posten nach der örtlichen Vorschrift bemessen.]	E116=[FORMAL_PARAMETER_CHANNEL; KEIN_WORT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Den aktiven Posten nach der örtlichen Vorschrift bemessen.]	B1-S002:E102-E120	F022|F023	f81v.2|f81v.7	YES	YES	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	FORMAL_NONWORD_REQUIRES_EXEMPLAR_EXPANSION	EXACT_MNEMONIC_AND_STRICT_FORMAL_PROMPT	0.46	Badehaus-technischer Rivale am selben Besitzer: Mengenbuch=lokaler Posten; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
117	B1	BIOLOGICAL	f81v	f81v.7	F023	B1-S002	17	5	16	5	93f69c38fdedee1598e9	E117=[OPAQUE_EXACT_CARD:93f69c38fdedee1598e9]	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	NO	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Der eingetauchte Teil.]	E117=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Der eingetauchte Teil.]	B1-S002:E102-E120	F022|F023	f81v.2|f81v.7	YES	YES	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.34	Badehaus-technischer Rivale am selben Besitzer: Vorratscharge bereitstellen; keine Vererbung über einen Stationswechsel.	die konkrete Handlung ist nur occurrence-gebundener Exemplarwert, keine Kartenbedeutung.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
118	B1	BIOLOGICAL	f81v	f81v.7	F023	B1-S002	18	6	17	6	2f1c5e56e8f0ff459065	E118=[OPAQUE_EXACT_CARD:2f1c5e56e8f0ff459065]	FORMAL_LABEL_NOT_WORD	[FORMAL_PARAMETER_CHANNEL; KEIN_WORT]	NONE__NONWORD	NOT_APPLICABLE__STRUCTURAL_EDITORIAL_LABEL	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Den aktiven Posten nach der örtlichen Vorschrift bemessen.]	E118=[FORMAL_PARAMETER_CHANNEL; KEIN_WORT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Den aktiven Posten nach der örtlichen Vorschrift bemessen.]	B1-S002:E102-E120	F022|F023	f81v.2|f81v.7	YES	YES	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	FORMAL_NONWORD_REQUIRES_EXEMPLAR_EXPANSION	EXACT_MNEMONIC_AND_STRICT_FORMAL_PROMPT	0.46	Badehaus-technischer Rivale am selben Besitzer: Mengenbuch=lokaler Posten; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
119	B1	BIOLOGICAL	f81v	f81v.7	F023	B1-S002	19	7	18	7	2cc8bb3c2af19607888f	E119=[OPAQUE_EXACT_CARD:2cc8bb3c2af19607888f]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLARWERT_UNBEKANNT]	NONE	NO_EXACT_PERIOD_CODEBOOK_CATEGORY_PLUS_CONTEXT_MATCH	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Durch die verbundenen Läufe.]	E119=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Durch die verbundenen Läufe.]	B1-S002:E102-E120	F022|F023	f81v.2|f81v.7	YES	YES	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.34	Badehaus-technischer Rivale am selben Besitzer: Wasser in das Becken einlassen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
120	B1	BIOLOGICAL	f81v	f81v.7	F023	B1-S002	20	8	19	8	259b2b3b0bf859882e2c	E120=[OPAQUE_EXACT_CARD:259b2b3b0bf859882e2c]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLARWERT_UNBEKANNT]	NONE	NO_EXACT_PERIOD_CODEBOOK_CATEGORY_PLUS_CONTEXT_MATCH	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt.]	E120=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt.]	B1-S002:E102-E120	F022|F023	f81v.2|f81v.7	YES	YES	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	TERMINAL	FORMAL_CLOSE_OR_COMMIT_MARK	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.40	Badehaus-technischer Rivale am selben Besitzer: Füllstand am Randzeichen prüfen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
121	B1	BIOLOGICAL	f81v	f81v.7	F024	B1-S003	21	1	1	9	dcda95c81a5460feb191	E121=[OPAQUE_EXACT_CARD:dcda95c81a5460feb191]	CODEBOOK_ATTESTED_CATEGORY	ET?	et	FLORENCE_FI1_1414::et::Archivio di Stato di Firenze, Chiavi delle cifre II, Pars 3, Nr.1; Lettere della Signoria responsive, filza Nr.1::1414::Aloys Meister 1902, printed pp.49-50; Somogyi 2016 Fi1/table 3	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Den recordlokalen aktiven Posten im Arbeitsgang fortführen.]	E121=ET? [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Den recordlokalen aktiven Posten im Arbeitsgang fortführen.]	B1-S003:E121-E122	F024|F025	f81v.7|f81v.17	YES	YES	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	SENTENCE_BOUNDARY|FIELD_BOUNDARY	NONCLOSE	FORMAL_ENTRY_OR_RESET_MARK	ET_AT_FIELD_ENTRY|ET_AT_SENTENCE_ENTRY	STRICT_FORMAL_PROMPT_NO_WORD_VALUE	0.46	Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F024; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
122	B1	BIOLOGICAL	f81v	f81v.17	F025	B1-S003	22	1	2	1	54e32e9c1414b20640e9	E122=[OPAQUE_EXACT_CARD:54e32e9c1414b20640e9]	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	NO	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Halte es warm und beende den Schritt.]	E122=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Halte es warm und beende den Schritt.]	B1-S003:E121-E122	F024|F025	f81v.7|f81v.17	YES	YES	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	FIELD_BOUNDARY|PHYSICAL_LINE_BOUNDARY	TERMINAL	FORMAL_ENTRY_OR_RESET_MARK	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.40	Badehaus-technischer Rivale am selben Besitzer: Leitungszweig wählen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
123	B1	BIOLOGICAL	f81v	f81v.17	F026	B1-S004	23	1	1	2	6f7ff8287eddf4da9fdb	E123=[OPAQUE_EXACT_CARD:6f7ff8287eddf4da9fdb]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLARWERT_UNBEKANNT]	NONE	NO_EXACT_PERIOD_CODEBOOK_CATEGORY_PLUS_CONTEXT_MATCH	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Rühre, bis alles gleichmäßig vermischt ist.]	E123=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Rühre, bis alles gleichmäßig vermischt ist.]	B1-S004:E123-E125	F026	f81v.17	NO	NO	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	SENTENCE_BOUNDARY|FIELD_BOUNDARY	NONCLOSE	FORMAL_ENTRY_OR_RESET_MARK	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.34	Badehaus-technischer Rivale am selben Besitzer: Vorratscharge bereitstellen; keine Vererbung über einen Stationswechsel.	die konkrete Handlung ist nur occurrence-gebundener Exemplarwert, keine Kartenbedeutung.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
124	B1	BIOLOGICAL	f81v	f81v.17	F026	B1-S004	24	2	2	3	dcda95c81a5460feb191	E124=[OPAQUE_EXACT_CARD:dcda95c81a5460feb191]	CODEBOOK_ATTESTED_CATEGORY	ET?	et	FLORENCE_FI1_1414::et::Archivio di Stato di Firenze, Chiavi delle cifre II, Pars 3, Nr.1; Lettere della Signoria responsive, filza Nr.1::1414::Aloys Meister 1902, printed pp.49-50; Somogyi 2016 Fi1/table 3	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Den recordlokalen aktiven Posten im Arbeitsgang fortführen.]	E124=ET? [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Den recordlokalen aktiven Posten im Arbeitsgang fortführen.]	B1-S004:E123-E125	F026	f81v.17	NO	NO	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	STRICT_FORMAL_PROMPT_NO_WORD_VALUE	0.46	Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F026; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
125	B1	BIOLOGICAL	f81v	f81v.17	F026	B1-S004	25	3	3	4	bc4f1f5c006c74a4d26d	E125=[OPAQUE_EXACT_CARD:bc4f1f5c006c74a4d26d]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLARWERT_UNBEKANNT]	NONE	NO_EXACT_PERIOD_CODEBOOK_CATEGORY_PLUS_CONTEXT_MATCH	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Lasse es bis zur Bereitschaft stehen und beende den Schritt.]	E125=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Lasse es bis zur Bereitschaft stehen und beende den Schritt.]	B1-S004:E123-E125	F026	f81v.17	NO	NO	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	TERMINAL	FORMAL_CLOSE_OR_COMMIT_MARK	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.40	Badehaus-technischer Rivale am selben Besitzer: Wasser in das Becken einlassen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
126	B1	BIOLOGICAL	f81v	f81v.17	F027	B1-S005	26	1	1	5	28ffbc88b97772a75f1e	E126=[OPAQUE_EXACT_CARD:28ffbc88b97772a75f1e]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLARWERT_UNBEKANNT]	NONE	NO_EXACT_PERIOD_CODEBOOK_CATEGORY_PLUS_CONTEXT_MATCH	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt.]	E126=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt.]	B1-S005:E126-E126	F027	f81v.17	NO	NO	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	SENTENCE_BOUNDARY|FIELD_BOUNDARY	TERMINAL	FORMAL_ENTRY_OR_RESET_MARK	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.40	Badehaus-technischer Rivale am selben Besitzer: Wärmequelle am Becken anlegen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
127	B1	BIOLOGICAL	f81v	f81v.17	F028	B1-S006	27	1	1	6	1645e612504fcef59ced	E127=[OPAQUE_EXACT_CARD:1645e612504fcef59ced]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLARWERT_UNBEKANNT]	NONE	NO_EXACT_PERIOD_CODEBOOK_CATEGORY_PLUS_CONTEXT_MATCH	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Gib einen abgemessenen Anteil in das Gefäß.]	E127=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Gib einen abgemessenen Anteil in das Gefäß.]	B1-S006:E127-E130	F028	f81v.17	NO	NO	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	SENTENCE_BOUNDARY|FIELD_BOUNDARY	NONCLOSE	FORMAL_ENTRY_OR_RESET_MARK	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.34	Badehaus-technischer Rivale am selben Besitzer: obere Rinne füllen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
128	B1	BIOLOGICAL	f81v	f81v.17	F028	B1-S006	28	2	2	7	2cc8bb3c2af19607888f	E128=[OPAQUE_EXACT_CARD:2cc8bb3c2af19607888f]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLARWERT_UNBEKANNT]	NONE	NO_EXACT_PERIOD_CODEBOOK_CATEGORY_PLUS_CONTEXT_MATCH	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Durch die verbundenen Läufe.]	E128=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Durch die verbundenen Läufe.]	B1-S006:E127-E130	F028	f81v.17	NO	NO	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.34	Badehaus-technischer Rivale am selben Besitzer: Charge über das Gefälle umlaufen lassen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
129	B1	BIOLOGICAL	f81v	f81v.17	F028	B1-S006	29	3	3	8	0f18de177ed7c878bf95	E129=[OPAQUE_EXACT_CARD:0f18de177ed7c878bf95]	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	NO	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Der vorbereitete Bade- oder Waschzusatz.]	E129=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Der vorbereitete Bade- oder Waschzusatz.]	B1-S006:E127-E130	F028	f81v.17	NO	NO	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.34	Badehaus-technischer Rivale am selben Besitzer: Rücklauf im unteren Becken auffangen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
130	B1	BIOLOGICAL	f81v	f81v.17	F028	B1-S006	30	4	4	9	4da0f0f7b5fc7ac20067	E130=[OPAQUE_EXACT_CARD:4da0f0f7b5fc7ac20067]	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	NO	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Und lasse es abkühlen.]	E130=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Und lasse es abkühlen.]	B1-S006:E127-E130	F028	f81v.17	NO	NO	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.34	Badehaus-technischer Rivale am selben Besitzer: Rücklauf erneut zuführen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
131	B1	BIOLOGICAL	f81v	f81v.18	F029	B1-S007	31	1	1	1	87411f84689b4f93a303	E131=[OPAQUE_EXACT_CARD:87411f84689b4f93a303]	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	NO	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Erwärme es einmal und beende den Schritt.]	E131=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Erwärme es einmal und beende den Schritt.]	B1-S007:E131-E131	F029	f81v.18	NO	NO	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	SENTENCE_BOUNDARY|FIELD_BOUNDARY|PHYSICAL_LINE_BOUNDARY	TERMINAL	FORMAL_ENTRY_OR_RESET_MARK	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.40	Badehaus-technischer Rivale am selben Besitzer: Charge ruhig stehen lassen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
132	B1	BIOLOGICAL	f81v	f81v.18	F030	B1-S008	32	1	1	2	b921a237be883a820352	E132=[OPAQUE_EXACT_CARD:b921a237be883a820352]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLARWERT_UNBEKANNT]	NONE	NO_EXACT_PERIOD_CODEBOOK_CATEGORY_PLUS_CONTEXT_MATCH	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Diese aktive Portion.]	E132=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Diese aktive Portion.]	B1-S008:E132-E136	F030	f81v.18	NO	NO	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	SENTENCE_BOUNDARY|FIELD_BOUNDARY	NONCLOSE	FORMAL_ENTRY_OR_RESET_MARK	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.34	Badehaus-technischer Rivale am selben Besitzer: Filtertuch oder Sieb einsetzen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
133	B1	BIOLOGICAL	f81v	f81v.18	F030	B1-S008	33	2	2	3	dcda95c81a5460feb191	E133=[OPAQUE_EXACT_CARD:dcda95c81a5460feb191]	CODEBOOK_ATTESTED_CATEGORY	ET?	et	FLORENCE_FI1_1414::et::Archivio di Stato di Firenze, Chiavi delle cifre II, Pars 3, Nr.1; Lettere della Signoria responsive, filza Nr.1::1414::Aloys Meister 1902, printed pp.49-50; Somogyi 2016 Fi1/table 3	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Den recordlokalen aktiven Posten im Arbeitsgang fortführen.]	E133=ET? [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Den recordlokalen aktiven Posten im Arbeitsgang fortführen.]	B1-S008:E132-E136	F030	f81v.18	NO	NO	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	STRICT_FORMAL_PROMPT_NO_WORD_VALUE	0.46	Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F030; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
