gdt747_token_id	page	locus	line_number	token_ordinal	surface	reader_exact	source_class	semantic_axes	before_render_de	after_render_de	strong_concrete_credit	weak_visible_credit	candidate_token	retired_literal_withheld	literal_identity	confirmed_lexeme	component_export_credit
G747-T0516	f79r	f79r.10	10	4	okol	1	GDT734_WEAK_SAFE_WHOLE	HOT|MATERIAL|PREPARATION	[heißer Ansatzstoff; schwach]	[heißer Ansatzstoff; schwach]	0	1	0	0	OPEN	0	0
G747-T0517	f79r	f79r.10	10	5	sheeol	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	END_STAGE	[sheeol:?]	behandelter Stoff im Endzustand; feucht gegen trocken offen	1	0	1	0	OPEN	0	0
G747-T0518	f79r	f79r.10	10	6	qotey	0	GDT734_W23_SAFE_WHOLE	COLD|MIDDLE_STAGE	kalt in der Mitte des Grades	kalt in der Mitte des Grades	1	0	0	0	OPEN	0	0
G747-T0519	f79r	f79r.10	10	7	choty	1	GDT734_W23_SAFE_WHOLE	COLD|DRY|PREPARATION	kalter Trockenansatz	kalter Trockenansatz	1	0	0	0	OPEN	0	0
G747-T0520	f79r	f79r.10	10	8	otechys	1	OPEN	NONE	[otechys:?]	[otechys:?]	0	0	0	0	OPEN	0	0
G747-T0521	f79r	f79r.29	29	1	lcheey	1	WITHHELD_RETIRED_LITERAL	NONE	[lcheey:?]	[lcheey: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0522	f79r	f79r.29	29	2	qochey	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	DRY	[qochey:?]	trocken; Mittelstufe wahrscheinlich, Funktion offen	1	0	1	0	OPEN	0	0
G747-T0523	f79r	f79r.29	29	3	qody	1	GDT734_WEAK_SAFE_WHOLE	CLOSE|END_STAGE|PREPARATION	[stelle die Zubereitung fertig; schwach]	[stelle die Zubereitung fertig; schwach]	0	1	0	0	OPEN	0	0
G747-T0524	f79r	f79r.29	29	4	qokal	1	GDT734_WEAK_SAFE_WHOLE	BEGIN_STAGE|HOT|MATERIAL	[Rohstoffklasse I, heiß am Gradanfang; schwach]	[Rohstoffklasse I, heiß am Gradanfang; schwach]	0	1	0	0	OPEN	0	0
G747-T0525	f79r	f79r.29	29	5	olor	1	OPEN	NONE	[olor:?]	[olor:?]	0	0	0	0	OPEN	0	0
G747-T0526	f79r	f79r.29	29	6	okchd	1	OPEN	NONE	[okchd:?]	[okchd:?]	0	0	0	0	OPEN	0	0
G747-T0527	f79r	f79r.29	29	7	dchol	1	GDT734_W23_SAFE_WHOLE	AMOUNT|DRY|MATERIAL	Maß trockenen Materials	Maß trockenen Materials	1	0	0	0	OPEN	0	0
G747-T0528	f79r	f79r.29	29	8	dchy	1	GDT734_W23_SAFE_WHOLE	AMOUNT|BEGIN_STAGE|DRY|MATERIAL	eine Portion Trockendroge in Grundform	eine Portion Trockendroge in Grundform	1	0	0	0	OPEN	0	0
G747-T0529	f79r	f79r.29	29	9	oly	1	GDT734_W23_SAFE_WHOLE	PROCESS	abseihen	abseihen	1	0	0	0	OPEN	0	0
G747-T0530	f79r	f79r.36	36	1	sol	1	WITHHELD_RETIRED_LITERAL	NONE	[sol:?]	[sol: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0531	f79r	f79r.36	36	2	sheeol	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	END_STAGE	[sheeol:?]	behandelter Stoff im Endzustand; feucht gegen trocken offen	1	0	1	0	OPEN	0	0
G747-T0532	f79r	f79r.36	36	3	ol	1	GDT734_WEAK_SAFE_WHOLE	MATERIAL|PREPARATION	[Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; schwach]	[Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; schwach]	0	1	0	0	OPEN	0	0
G747-T0533	f79r	f79r.36	36	4	cheey	1	GDT734_WEAK_SAFE_WHOLE	DRY|END_STAGE	[trocken am Ende des Grades; schwach]	[trocken am Ende des Grades; schwach]	0	1	0	0	OPEN	0	0
G747-T0534	f79r	f79r.36	36	5	os	1	GDT734_WEAK_SAFE_WHOLE	PREPARATION	[Zubereitung; schwach]	[Zubereitung; schwach]	0	1	0	0	OPEN	0	0
G747-T0535	f79r	f79r.36	36	6	sheky	1	GDT734_WEAK_SAFE_WHOLE	HOT|MIDDLE_STAGE|MOIST|PROCESS	[bis zur Mittelstufe einweichen, erhitzen und abschließen; schwach]	[bis zur Mittelstufe einweichen, erhitzen und abschließen; schwach]	0	1	0	0	OPEN	0	0
G747-T0536	f79r	f79r.36	36	7	sheol	0	GDT734_W23_SAFE_WHOLE	MATERIAL|MOIST	feuchtes Material	feuchtes Material	1	0	0	0	OPEN	0	0
G747-T0537	f79r	f79r.36	36	8	or	1	GDT734_WEAK_SAFE_WHOLE	AMOUNT|MATERIAL	[Drogenportion; schwach]	[Drogenportion; schwach]	0	1	0	0	OPEN	0	0
G747-T0538	f79r	f79r.36	36	9	shear	1	GDT734_W23_SAFE_WHOLE	MIDDLE_STAGE|MOIST|PART|PROCESS	erste Fraktion bis zur Mittelstufe einweichen	erste Fraktion bis zur Mittelstufe einweichen	1	0	0	0	OPEN	0	0
G747-T0539	f79r	f79r.36	36	10	oly	1	GDT734_W23_SAFE_WHOLE	PROCESS	abseihen	abseihen	1	0	0	0	OPEN	0	0
G747-T0540	f79v	f79v.34	34	1	ykeeey	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	END_STAGE	[ykeeey:?]	bis zur Endstufe führen; heiß und Abschluss wahrscheinlich	1	0	1	0	OPEN	0	0
G747-T0541	f79v	f79v.34	34	2	qokeey	1	GDT734_W23_SAFE_WHOLE	END_STAGE|HOT	heiß am Ende des Grades	heiß am Ende des Grades	1	0	0	0	OPEN	0	0
G747-T0542	f79v	f79v.34	34	3	lshey	1	WITHHELD_RETIRED_LITERAL	NONE	[lshey:?]	[lshey: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0543	f79v	f79v.34	34	4	qoky	0	GDT734_W23_SAFE_WHOLE	BEGIN_STAGE|HOT	heiß am Anfang des Grades	heiß am Anfang des Grades	1	0	0	0	OPEN	0	0
G747-T0544	f79v	f79v.34	34	5	tchedy	0	GDT734_WEAK_SAFE_WHOLE	CLOSE|COLD|DRY|END_STAGE|MIDDLE_STAGE	[kalt und trocken in der Mitte des Grades, abgeschlossen; schwach]	[kalt und trocken in der Mitte des Grades, abgeschlossen; schwach]	0	1	0	0	OPEN	0	0
G747-T0545	f79v	f79v.34	34	6	orsheedy	0	OPEN	NONE	[orsheedy:?]	[orsheedy:?]	0	0	0	0	OPEN	0	0
G747-T0546	f79v	f79v.34	34	7	otain	1	GDT734_WEAK_SAFE_WHOLE	COLD|LEVEL_II|PREPARATION	[kalt im Zubereitungsrahmen, Grad II; schwach]	[kalt im Zubereitungsrahmen, Grad II; schwach]	0	1	0	0	OPEN	0	0
G747-T0547	f79v	f79v.34	34	8	sheor	1	GDT734_W23_SAFE_WHOLE	MATERIAL|MOIST|PART	feuchter Drogenteil	feuchter Drogenteil	1	0	0	0	OPEN	0	0
G747-T0548	f79v	f79v.34	34	9	oly	1	GDT734_W23_SAFE_WHOLE	PROCESS	abseihen	abseihen	1	0	0	0	OPEN	0	0
G747-T0549	f80r	f80r.37	37	1	sol	1	WITHHELD_RETIRED_LITERAL	NONE	[sol:?]	[sol: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0550	f80r	f80r.37	37	2	olkeeey	1	OPEN	NONE	[olkeeey:?]	[olkeeey:?]	0	0	0	0	OPEN	0	0
G747-T0551	f80r	f80r.37	37	3	otar	1	GDT734_WEAK_SAFE_WHOLE	COLD|MATERIAL|PART|PREPARATION	[kalte Drogenfraktion I im Ansatz; schwach]	[kalte Drogenfraktion I im Ansatz; schwach]	0	1	0	0	OPEN	0	0
G747-T0552	f80r	f80r.37	37	4	orchey	1	GDT734_W23_SAFE_WHOLE	AMOUNT|DRY|MIDDLE_STAGE	trockene Portion, Mittelstufe	trockene Portion, Mittelstufe	1	0	0	0	OPEN	0	0
G747-T0553	f80r	f80r.37	37	5	qokeey	1	GDT734_W23_SAFE_WHOLE	END_STAGE|HOT	heiß am Ende des Grades	heiß am Ende des Grades	1	0	0	0	OPEN	0	0
G747-T0554	f80r	f80r.37	37	6	ltalor	1	OPEN	NONE	[ltalor:?]	[ltalor:?]	0	0	0	0	OPEN	0	0
G747-T0555	f80r	f80r.37	37	7	olor	1	OPEN	NONE	[olor:?]	[olor:?]	0	0	0	0	OPEN	0	0
G747-T0556	f80r	f80r.37	37	8	qokaiin	1	GDT734_WEAK_SAFE_WHOLE	HOT|LEVEL_III	[heiß, Grad III; schwach]	[heiß, Grad III; schwach]	0	1	0	0	OPEN	0	0
G747-T0557	f80r	f80r.37	37	9	ol	1	GDT734_WEAK_SAFE_WHOLE	MATERIAL|PREPARATION	[Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; schwach]	[Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; schwach]	0	1	0	0	OPEN	0	0
G747-T0558	f80r	f80r.37	37	10	shey	0	GDT734_WEAK_SAFE_WHOLE	MIDDLE_STAGE|MOIST	[feucht in der Mitte des Grades; schwach]	[feucht in der Mitte des Grades; schwach]	0	1	0	0	OPEN	0	0
G747-T0559	f80r	f80r.37	37	11	qotor	0	GDT734_W23_SAFE_WHOLE	AMOUNT|COLD|MATERIAL	kalte Drogenportion	kalte Drogenportion	1	0	0	0	OPEN	0	0
G747-T0560	f80r	f80r.37	37	12	alom	0	GDT746_FORM_DISTRIBUTION_INTERSECTION	MATERIAL	[alom:?]	Stoff-/Materialform; Maßlesung offen	1	0	1	0	OPEN	0	0
G747-T0561	f86v3	f86v3.20	20	1	lshodair	1	OPEN	NONE	[lshodair:?]	[lshodair:?]	0	0	0	0	OPEN	0	0
G747-T0562	f86v3	f86v3.20	20	2	ykcho	1	GDT734_WEAK_SAFE_WHOLE	DRY|HOT|PREPARATION	[warme Trockenmischung; schwach]	[warme Trockenmischung; schwach]	0	1	0	0	OPEN	0	0
G747-T0563	f86v3	f86v3.20	20	3	dar	1	GDT734_WEAK_SAFE_WHOLE	PART	[abgemessene Fraktion I; schwach]	[abgemessene Fraktion I; schwach]	0	1	0	0	OPEN	0	0
G747-T0564	f86v3	f86v3.20	20	4	chody	1	GDT734_WEAK_SAFE_WHOLE	CLOSE|DRY|END_STAGE|PREPARATION	[Trockenansatz, abgeschlossen; schwach]	[Trockenansatz, abgeschlossen; schwach]	0	1	0	0	OPEN	0	0
G747-T0565	f86v3	f86v3.20	20	5	ykeeody	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	END_STAGE|HOT	[ykeeody:?]	heißer Endzustand; Abschluss gegen Ansatz offen	1	0	1	0	OPEN	0	0
G747-T0566	f86v3	f86v3.20	20	6	qochey	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	DRY	[qochey:?]	trocken; Mittelstufe wahrscheinlich, Funktion offen	1	0	1	0	OPEN	0	0
G747-T0567	f86v3	f86v3.20	20	7	chckhey	0	GDT734_W23_SAFE_WHOLE	DRY|MIDDLE_STAGE|PREPARATION	Arzneikompositum: trocken, Gradmitte	Arzneikompositum: trocken, Gradmitte	1	0	0	0	OPEN	0	0
G747-T0568	f86v3	f86v3.20	20	8	lkar	1	GDT743_OCCURRENCE_WHOLE	AMOUNT|MATERIAL|PART	Mengen-/Portionsstufe I des Materialteils	Mengen-/Portionsstufe I des Materialteils	1	0	0	0	OPEN	0	0
G747-T0569	f86v3	f86v3.20	20	9	ary	1	GDT734_W23_SAFE_WHOLE	CLOSE|END_STAGE|MATERIAL|PART	Drogenfraktion I, abgeschlossen	Drogenfraktion I, abgeschlossen	1	0	0	0	OPEN	0	0
G747-T0570	f88r	f88r.21	21	1	teol	1	GDT734_W23_SAFE_WHOLE	MATERIAL|MIDDLE_STAGE	Drogenstoff auf mittlerer Kühlstufe	Drogenstoff auf mittlerer Kühlstufe	1	0	0	0	OPEN	0	0
G747-T0571	f88r	f88r.21	21	2	chor	1	WITHHELD_RETIRED_LITERAL	NONE	[chor:?]	[chor: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0572	f88r	f88r.21	21	3	olsheody	0	OPEN	NONE	[olsheody:?]	[olsheody:?]	0	0	0	0	OPEN	0	0
G747-T0573	f88r	f88r.21	21	4	qokeol	1	GDT734_W23_SAFE_WHOLE	HOT|MATERIAL|MIDDLE_STAGE|PROCESS	erhitze den Drogenstoff bis zur Mittelstufe	erhitze den Drogenstoff bis zur Mittelstufe	1	0	0	0	OPEN	0	0
G747-T0574	f88r	f88r.21	21	5	shoy	0	OPEN	NONE	[shoy:?]	[shoy:?]	0	0	0	0	OPEN	0	0
G747-T0575	f88r	f88r.21	21	6	ol	1	GDT734_WEAK_SAFE_WHOLE	MATERIAL|PREPARATION	[Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; schwach]	[Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; schwach]	0	1	0	0	OPEN	0	0
G747-T0576	f88r	f88r.21	21	7	sheeol	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	END_STAGE	[sheeol:?]	behandelter Stoff im Endzustand; feucht gegen trocken offen	1	0	1	0	OPEN	0	0
G747-T0577	f88r	f88r.21	21	8	sheoldg	0	OPEN	NONE	[sheoldg:?]	[sheoldg:?]	0	0	0	0	OPEN	0	0
G747-T0578	f88r	f88r.30	30	1	ykeeey	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	END_STAGE	[ykeeey:?]	bis zur Endstufe führen; heiß und Abschluss wahrscheinlich	1	0	1	0	OPEN	0	0
G747-T0579	f88r	f88r.30	30	2	cheor	1	GDT734_W23_SAFE_WHOLE	DRY|MATERIAL|PART	trockener Drogenteil	trockener Drogenteil	1	0	0	0	OPEN	0	0
G747-T0580	f88r	f88r.30	30	3	cheotey	1	OPEN	NONE	[cheotey:?]	[cheotey:?]	0	0	0	0	OPEN	0	0
G747-T0581	f88r	f88r.30	30	4	cheol	1	GDT734_WEAK_SAFE_WHOLE	DRY|MATERIAL	[trockener Drogenstoff; schwach]	[trockener Drogenstoff; schwach]	0	1	0	0	OPEN	0	0
G747-T0582	f88r	f88r.30	30	5	qokeor	1	OPEN	NONE	[qokeor:?]	[qokeor:?]	0	0	0	0	OPEN	0	0
G747-T0583	f88r	f88r.30	30	6	chetchy	1	GDT734_W23_SAFE_WHOLE	BEGIN_STAGE|COLD|DRY|MATERIAL	getrocknete Droge; kalt-trocken, Grundform	getrocknete Droge; kalt-trocken, Grundform	1	0	0	0	OPEN	0	0
G747-T0584	f88r	f88r.30	30	7	ofal	1	OPEN	NONE	[ofal:?]	[ofal:?]	0	0	0	0	OPEN	0	0
G747-T0585	f8r	f8r.5	5	1	okchey	1	GDT734_W23_SAFE_WHOLE	DRY|HOT|MIDDLE_STAGE|PREPARATION	heiß-trockener Ansatz in der Mitte des Grades	heiß-trockener Ansatz in der Mitte des Grades	1	0	0	0	OPEN	0	0
G747-T0586	f8r	f8r.5	5	2	do	1	OPEN	NONE	[do:?]	[do:?]	0	0	0	0	OPEN	0	0
G747-T0587	f8r	f8r.5	5	3	r	1	WITHHELD_RETIRED_LITERAL	NONE	[r:?]	[r: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0588	f8r	f8r.5	5	4	cheeey	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	DRY	[cheeey:?]	trockener Zustand; Endbereich wahrscheinlich	1	0	1	0	OPEN	0	0
G747-T0589	f8r	f8r.5	5	5	dy	1	GDT734_WEAK_SAFE_WHOLE	CLOSE	[Qualitäts-/Wertfeld geschlossen; schwach]	[Qualitäts-/Wertfeld geschlossen; schwach]	0	1	0	0	OPEN	0	0
G747-T0590	f8r	f8r.5	5	6	ky	1	GDT734_W23_SAFE_WHOLE	BEGIN_STAGE|HOT	heiß am Anfang des Grades	heiß am Anfang des Grades	1	0	0	0	OPEN	0	0
G747-T0591	f8r	f8r.5	5	7	scho	1	OPEN	NONE	[scho:?]	[scho:?]	0	0	0	0	OPEN	0	0
G747-T0592	f8r	f8r.5	5	8	chky	1	GDT734_W23_SAFE_WHOLE	DRY|HOT|MATERIAL|PROCESS	getrocknete Droge leicht erhitzen	getrocknete Droge leicht erhitzen	1	0	0	0	OPEN	0	0
G747-T0593	f8r	f8r.5	5	9	ooaiin	0	OPEN	NONE	[ooaiin:?]	[ooaiin:?]	0	0	0	0	OPEN	0	0
G747-T0594	f8r	f8r.5	5	10	chy	0	GDT734_WEAK_SAFE_WHOLE	BEGIN_STAGE|DRY	[trocken am Anfang des Grades; schwach]	[trocken am Anfang des Grades; schwach]	0	1	0	0	OPEN	0	0
G747-T0595	f8r	f8r.5	5	11	taiin	1	GDT734_WEAK_SAFE_WHOLE	COLD|LEVEL_III	[kalt, Grad III; schwach]	[kalt, Grad III; schwach]	0	1	0	0	OPEN	0	0
G747-T0596	f94r	f94r.1	1	1	tchedy	1	GDT734_WEAK_SAFE_WHOLE	CLOSE|COLD|DRY|END_STAGE|MIDDLE_STAGE	[kalt und trocken in der Mitte des Grades, abgeschlossen; schwach]	[kalt und trocken in der Mitte des Grades, abgeschlossen; schwach]	0	1	0	0	OPEN	0	0
G747-T0597	f94r	f94r.1	1	2	opaiir	0	OPEN	NONE	[opaiir:?]	[opaiir:?]	0	0	0	0	OPEN	0	0
G747-T0598	f94r	f94r.1	1	3	chedaiin	0	GDT734_WEAK_SAFE_WHOLE	AMOUNT|DRY|MATERIAL	[abgemessene Trockendroge, Dosis III; schwach]	[abgemessene Trockendroge, Dosis III; schwach]	0	1	0	0	OPEN	0	0
G747-T0599	f94r	f94r.1	1	4	dsheedy	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	END_STAGE	[dsheedy:?]	Endzustand; angefeuchtet oder eingeweicht nach Ganzwortfamilie	1	0	1	0	OPEN	0	0
G747-T0600	f94r	f94r.1	1	5	qopchedal	1	OPEN	NONE	[qopchedal:?]	[qopchedal:?]	0	0	0	0	OPEN	0	0
G747-T0601	f94r	f94r.1	1	6	keodaiin	0	OPEN	NONE	[keodaiin:?]	[keodaiin:?]	0	0	0	0	OPEN	0	0
G747-T0602	f94r	f94r.1	1	7	otalaiin	1	OPEN	NONE	[otalaiin:?]	[otalaiin:?]	0	0	0	0	OPEN	0	0
G747-T0603	f94r	f94r.1	1	8	oar	1	GDT734_WEAK_SAFE_WHOLE	MATERIAL|PART|PREPARATION	[Drogenfraktion I im Ansatz; schwach]	[Drogenfraktion I im Ansatz; schwach]	0	1	0	0	OPEN	0	0
G747-T0604	f99v	f99v.21	21	1	doror	1	OPEN	NONE	[doror:?]	[doror:?]	0	0	0	0	OPEN	0	0
G747-T0605	f99v	f99v.21	21	2	okeeody	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	END_STAGE|PREPARATION	[okeeody:?]	Zubereitung im Endzustand; erhitzt oder ausgekocht wahrscheinlich	1	0	1	0	OPEN	0	0
G747-T0606	f99v	f99v.21	21	3	opar	1	OPEN	NONE	[opar:?]	[opar:?]	0	0	0	0	OPEN	0	0
G747-T0607	f99v	f99v.21	21	4	okor	0	GDT734_W23_SAFE_WHOLE	AMOUNT|HOT|MATERIAL|PREPARATION	heiße Drogenportion im Ansatz	heiße Drogenportion im Ansatz	1	0	0	0	OPEN	0	0
G747-T0608	f99v	f99v.21	21	5	eosaiin	1	OPEN	NONE	[eosaiin:?]	[eosaiin:?]	0	0	0	0	OPEN	0	0
G747-T0609	f99v	f99v.21	21	6	otoraiin	1	OPEN	NONE	[otoraiin:?]	[otoraiin:?]	0	0	0	0	OPEN	0	0
G747-T0610	f99v	f99v.21	21	7	shey	1	GDT734_WEAK_SAFE_WHOLE	MIDDLE_STAGE|MOIST	[feucht in der Mitte des Grades; schwach]	[feucht in der Mitte des Grades; schwach]	0	1	0	0	OPEN	0	0
G747-T0611	f99v	f99v.21	21	8	ols	1	GDT734_W23_SAFE_WHOLE	MATERIAL	Drogenstoffposten	Drogenstoffposten	1	0	0	0	OPEN	0	0
G747-T0612	f99v	f99v.21	21	9	aiiin	1	GDT734_WEAK_SAFE_WHOLE	AMOUNT	[Menge-/Klassenwert IV; schwach]	[Menge-/Klassenwert IV; schwach]	0	1	0	0	OPEN	0	0
G747-T0613	f99v	f99v.21	21	10	qoetal	1	OPEN	NONE	[qoetal:?]	[qoetal:?]	0	0	0	0	OPEN	0	0
