surface	occurrence_count	physical_pages	truth_recipe	candidate_count_capped	gdt520_rank	gdt520_top1	gdt521_rank	gdt521_top1	gdt521_top5	truth_gdt520_score	truth_order5_nll	truth_gdt521_score	truth_alignment_trace	top1_gdt520_score	top1_order5_nll	top1_gdt521_score	top1_alignment_trace	decision_change_class	working_policy
shofol	1	f66r	SH+O+LOCAL_CHAR_F+OL	12	1	SH+O+LOCAL_CHAR_F+OL	1	SH+O+LOCAL_CHAR_F+OL	SH+O+LOCAL_CHAR_F+OL | S+O+LOCAL_CHAR_F+OL | S+SH+O+LOCAL_CHAR_F+OL | SH+O+LOCAL_CHAR_F+O+L | SH+SH+O+LOCAL_CHAR_F+OL	2.284237116	3.310504337	3.939489284	sh=>sh~SH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000	2.284237116	3.310504337	3.939489284	sh=>sh~SH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000	GDT520_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
shokaiir	1	f66r	SH+OK+IIN+R	100	1	SH+OK+IIN+R	1	SH+OK+IIN+R	SH+OK+IIN+R | SH+OK+AIIN+R | SH+OK+AIR | SH+OK+LOCAL_CHAR_I+R | SH+OK+CH+IIN+R	5.644619555	3.448363059	7.368801085	sh=>sh~SH@edit0+alias0.000 | ok=>ok~OK@edit0+alias0.000 | aii=>iin~IIN@edit2+alias0.000 | r=>r~R@edit0+alias0.000	5.644619555	3.448363059	7.368801085	sh=>sh~SH@edit0+alias0.000 | ok=>ok~OK@edit0+alias0.000 | aii=>iin~IIN@edit2+alias0.000 | r=>r~R@edit0+alias0.000	GDT520_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
sholfordaiin	1	f66r	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	100	1	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	1	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN | SH+OL+LOCAL_CHAR_F+OR+AIIN | SH+OL+LOCAL_CHAR_F+OR+DA+AIIN | SH+OL+LOCAL_CHAR_F+OR+D_ADDR+IIN | SH+OL+LOCAL_CHAR_F+OR+DA+IIN	4.332908397	3.465963509	6.065890151	sh=>sh~SH@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000 | or=>or~OR@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | aiin=>aiin~AIIN@edit0+alias0.000	4.332908397	3.465963509	6.065890151	sh=>sh~SH@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000 | or=>or~OR@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | aiin=>aiin~AIIN@edit0+alias0.000	GDT520_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
shso	1	f31r	SH+S+O	13	1	SH+S+O	1	SH+S+O	SH+S+O | S+S+O | S+SH+S+O | SH+S+OT | SH+S+O+LOCAL_CHAR_I	1.407254176	3.945353241	3.379930797	sh=>sh~SH@edit0+alias0.000 | s=>s~S@edit0+alias0.000 | o=>o~O@edit0+alias0.000	1.407254176	3.945353241	3.379930797	sh=>sh~SH@edit0+alias0.000 | s=>s~S@edit0+alias0.000 | o=>o~O@edit0+alias0.000	GDT520_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
shtchy	1	f4r	SH+T+CH+Y	27	1	SH+T+CH+Y	1	SH+T+CH+Y	SH+T+CH+Y | SH+T+LOCAL_C+Y | SH+T+Y | S+T+CH+Y | S+SH+T+CH+Y	3.195480154	3.702288414	5.046624361	sh=>sh~SH@edit0+alias0.000 | t=>t~T@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	3.195480154	3.702288414	5.046624361	sh=>sh~SH@edit0+alias0.000 | t=>t~T@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT520_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
shyshol	1	f4r	SH+Y+SH+OL	74	1	SH+Y+SH+OL	1	SH+Y+SH+OL	SH+Y+SH+OL | Y+SH+OL | SH+Y+OL | S+Y+SH+OL | SH+Y+SH+O+L	3.055138238	3.608635213	4.859455844	sh=>sh~SH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000	3.055138238	3.608635213	4.859455844	sh=>sh~SH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000	GDT520_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
shytchy	1	f4r	SH+Y+T+CH+Y	60	1	SH+Y+T+CH+Y	1	SH+Y+T+CH+Y	SH+Y+T+CH+Y | SH+Y+T+Y | SH+Y+T+LOCAL_C+Y | Y+T+CH+Y | Y+T+Y	3.218205864	3.637894283	5.037153005	sh=>sh~SH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | t=>t~T@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	3.218205864	3.637894283	5.037153005	sh=>sh~SH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | t=>t~T@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT520_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
soaiin	1	f20v	S+O+AIIN	100	1	S+O+AIIN	1	S+O+AIIN	S+O+AIIN | SH+O+AIIN | S+O+IIN | S+OT+AIIN | S+O+A_ADDR+AIIN	1.629020083	3.326336803	3.292188485	s=>s~S@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | aiin=>aiin~AIIN@edit0+alias0.000	1.629020083	3.326336803	3.292188485	s=>s~S@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | aiin=>aiin~AIIN@edit0+alias0.000	GDT520_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
tcheo	1	f66r	T+CH+E+O	7	1	T+CH+E+O	1	T+CH+E+O	T+CH+E+O | T+LOCAL_C+E+O | T+E+O | T+CH+O | T+CH+SH+E+O	1.320315136	2.932025673	2.786327972	t=>t~T@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000	1.320315136	2.932025673	2.786327972	t=>t~T@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000	GDT520_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
tocpheey	1	f66r	T+O+CH+P+EE+Y	34	1	T+O+CH+P+EE+Y	1	T+O+CH+P+EE+Y	T+O+CH+P+EE+Y | T+CH+P+EE+Y | T+O+CH+P+SH+EE+Y | T+O+LOCAL_C+P+EE+Y | OT+CH+P+EE+Y	3.354761159	3.373232245	5.041377281	t=>t~T@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | cph=>cph~CH+P@edit0+alias0.505 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	3.354761159	3.373232245	5.041377281	t=>t~T@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | cph=>cph~CH+P@edit0+alias0.505 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT520_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
todeeey	1	f66r	T+O+D_ADDR+EEE+Y	45	1	T+O+D_ADDR+EEE+Y	1	T+O+D_ADDR+EEE+Y	T+O+D_ADDR+EEE+Y | T+O+EEE+Y | T+O+D_ADDR+EE+E+Y | T+O+D_ADDR+E+EE+Y | T+O+E+EE+Y	4.406516237	3.558477103	6.185754788	t=>t~T@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | eee=>eee~EEE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	4.406516237	3.558477103	6.185754788	t=>t~T@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | eee=>eee~EEE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT520_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
tolchedy	1	f66r	T+OL+CHD+DY	100	1	T+OL+CHD+DY	1	T+OL+CHD+DY	T+OL+CHD+DY | T+OL+CHD+Y | T+OL+CH+E+DY | T+OL+LOCAL_C+E+DY | T+OL+CH+DY	4.636690067	3.377507308	6.325443720	t=>t~T@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | che=>chd~CHD@edit1+alias0.500 | dy=>dy~DY@edit0+alias0.000	4.636690067	3.377507308	6.325443720	t=>t~T@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | che=>chd~CHD@edit1+alias0.500 | dy=>dy~DY@edit0+alias0.000	GDT520_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
tolshy	1	f20v	T+OL+SH+Y	26	1	T+OL+SH+Y	1	T+OL+SH+Y	T+OL+SH+Y | T+OL+Y | T+O+L+SH+Y | T+OL+S+Y | T+OL+S+SH+Y	2.367532427	3.588339413	4.161702133	t=>t~T@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	2.367532427	3.588339413	4.161702133	t=>t~T@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT520_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
tosheo	1	f66r	T+O+SH+E+O	16	1	T+O+SH+E+O	1	T+O+SH+E+O	T+O+SH+E+O | T+O+S+SH+E+O | T+O+S+E+O | T+O+SH+E+O+D_ADDR | T+OS+SH+E+O	1.990206743	3.382783682	3.681598584	t=>t~T@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000	1.990206743	3.382783682	3.681598584	t=>t~T@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000	GDT520_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
tshokeody	1	f31r	T+SH+OK+E+O+D_ADDR+Y	100	1	T+SH+OK+E+O+D_ADDR+Y	1	T+SH+OK+E+O+D_ADDR+Y	T+SH+OK+E+O+D_ADDR+Y | T+SH+OK+E+O+DY | SH+OK+E+O+D_ADDR+Y | T+OK+E+O+D_ADDR+Y | T+SH+OK+E+O+Y	4.338903563	3.038679313	5.858243219	t=>t~T@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | ok=>ok~OK@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	4.338903563	3.038679313	5.858243219	t=>t~T@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | ok=>ok~OK@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT520_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
tydy	1	f4r	T+Y+DY	9	1	T+Y+DY	1	T+Y+DY	T+Y+DY | T+Y+Y | Y+T+DY | T+Y+D_ADDR+Y | Y+T+Y	1.663046409	3.539376858	3.432734837	t=>t~T@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	1.663046409	3.539376858	3.432734837	t=>t~T@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT520_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
x	3	f66r	LOCAL_X	1	1	LOCAL_X	1	LOCAL_X	LOCAL_X	0.152938389	5.921258470	3.113567624	x=>x~LOCAL_X@edit0+alias0.000	0.152938389	5.921258470	3.113567624	x=>x~LOCAL_X@edit0+alias0.000	GDT520_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
yches	1	f31r	Y+CH+E+S	24	1	Y+CH+E+S	1	Y+CH+E+S	Y+CH+E+S | Y+E+S | Y+LOCAL_C+E+S | Y+CH+S | Y+CH+E+O	1.715776704	2.975786465	3.203669937	y=>y~Y@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | s=>s~S@edit0+alias0.000	1.715776704	2.975786465	3.203669937	y=>y~Y@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | s=>s~S@edit0+alias0.000	GDT520_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
ykeedar	1	f31r	Y+K+EE+D_ADDR+AR	81	1	Y+K+EE+D_ADDR+AR	1	Y+K+EE+D_ADDR+AR	Y+K+EE+D_ADDR+AR | Y+K+D_ADDR+AR | Y+K+EE+DA+R | Y+K+EE+DA+AR | Y+K+EE+D_ADDR+A_ADDR+R	2.231606926	2.824632883	3.643923368	y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000	2.231606926	2.824632883	3.643923368	y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000	GDT520_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
ykeol	1	f66r	Y+K+E+OL	10	1	Y+K+E+OL	1	Y+K+E+OL	Y+K+E+OL | Y+K+E+O+L | Y+K+E+O+AL | Y+OL+K+E | Y+K+E+O+D_ADDR+L	1.061384176	2.534143949	2.328456150	y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000	1.061384176	2.534143949	2.328456150	y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000	GDT520_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
ykesho	1	f66r	Y+K+E+SH+O	9	1	Y+K+E+SH+O	1	Y+K+E+SH+O	Y+K+E+SH+O | Y+K+E+O | Y+K+E+S_ADDR+O | Y+K+E+S_ADDR+SH+O | Y+K+E+S+O	2.101697343	2.742484896	3.472939791	y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | o=>o~O@edit0+alias0.000	2.101697343	2.742484896	3.472939791	y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | o=>o~O@edit0+alias0.000	GDT520_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
ykoiin	1	f20v	Y+K+O+IIN	72	1	Y+K+O+IIN	1	Y+K+O+IIN	Y+K+O+IIN | Y+K+O+AIIN | Y+K+O+IIN+T | Y+K+O+AIN | Y+K+O+LOCAL_CHAR_I+IIN	1.372647920	3.038755632	2.892025736	y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | iin=>iin~IIN@edit0+alias0.000	1.372647920	3.038755632	2.892025736	y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | iin=>iin~IIN@edit0+alias0.000	GDT520_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
ykshedy	1	f66r	Y+K+SH+E+DY	47	1	Y+K+SH+E+DY	1	Y+K+SH+E+DY	Y+K+SH+E+DY | SH+E+DY | Y+K+SH+E+Y | SH+E+Y | Y+K+S+SH+E+DY	2.344724973	3.162994632	3.926222289	y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	2.344724973	3.162994632	3.926222289	y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT520_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
ypches	1	f66r	Y+P+CH+E+S	85	1	Y+P+CH+E+S	1	Y+P+CH+E+S	Y+P+CH+E+S | Y+P+E+S | Y+P+LOCAL_C+E+S | Y+P+CH+LOCAL_C+E+S | Y+P+CH+E+O	2.085000246	3.274599008	3.722299750	y=>y~Y@edit0+alias0.000 | p=>p~P@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | s=>s~S@edit0+alias0.000	2.085000246	3.274599008	3.722299750	y=>y~Y@edit0+alias0.000 | p=>p~P@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | s=>s~S@edit0+alias0.000	GDT520_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
yshedair	1	f31r	Y+SH+E+D_ADDR+AIR	100	1	Y+SH+E+D_ADDR+AIR	1	Y+SH+E+D_ADDR+AIR	Y+SH+E+D_ADDR+AIR | Y+SH+E+AIR | SH+E+Y+AIR | SH+E+DY+AIR | SH+E+Y+D_ADDR+AIR	4.172609672	3.150192354	5.747705849	y=>y~Y@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000	4.172609672	3.150192354	5.747705849	y=>y~Y@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000	GDT520_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
ysheeod	1	f66r	Y+SH+EE+O+D_ADDR	62	1	Y+SH+EE+O+D_ADDR	1	Y+SH+EE+O+D_ADDR	Y+SH+EE+O+D_ADDR | Y+EE+O+D_ADDR | Y+SH+E+E+O+D_ADDR | SH+EE+Y+O+D_ADDR | Y+SH+SH+EE+O+D_ADDR	2.121009872	3.234816347	3.738418045	y=>y~Y@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000	2.121009872	3.234816347	3.738418045	y=>y~Y@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000	GDT520_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
ytarody	1	f66r	Y+T+AR+O+DY	77	1	Y+T+AR+O+DY	1	Y+T+AR+O+DY	Y+T+AR+O+DY | Y+T+AR+O+D_ADDR+Y | Y+T+AR+O+Y | Y+T+A_ADDR+R+O+DY | Y+T+A_ADDR+AR+O+DY	3.036544215	3.189373405	4.631230917	y=>y~Y@edit0+alias0.000 | t=>t~T@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	3.036544215	3.189373405	4.631230917	y=>y~Y@edit0+alias0.000 | t=>t~T@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT520_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
ytoy	1	f4r	Y+T+O+Y	4	1	Y+T+O+Y	1	Y+T+O+Y	Y+T+O+Y | T+Y+O+Y | Y+OT+Y | T+O+DY+Y	1.396197684	2.875208166	2.833801768	y=>y~Y@edit0+alias0.000 | t=>t~T@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	1.396197684	2.875208166	2.833801768	y=>y~Y@edit0+alias0.000 | t=>t~T@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT520_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
