surface	component_recipe	portable_core_de	events	physical_pages	layers	decode_instruction_de
chkeedy	CHK+EE+DY	BEHANDELN · LÄNGER · SCHLIESSEN	1	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
chkeey	CHK+EE+Y	BEHANDELN · LÄNGER · DIES	1	f82r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
chkor	CHK+OR	BEHANDELN · SATZ	1	f56r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
chky	CHK+Y	BEHANDELN · DIES	2	f67r2|f83r	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
chldaiin	L+AIIN	LEITEN · SOLLWERT	1	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
cho	HO	TEILSTOFF	6	f55v|f56r|f67r2|f69v|f70v	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
choaiin	CH+O+AIIN	NEHMEN · AUSFÜHREN · SOLLWERT	1	f69v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
chocfhy	CH+O+CFH+Y	NEHMEN · AUSFÜHREN · TRENNEN · DIES	2	f67r2|f68r1	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
chochor	HO+CH+OR	TEILSTOFF · NEHMEN · SATZ	1	f56r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
choctheeey	CH+O+CTH+EEE+Y	NEHMEN · AUSFÜHREN · BEREIT · VOLL · DIES	1	f68r1	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
chocthy	CH+O+CTH+Y	NEHMEN · AUSFÜHREN · BEREIT · DIES	1	f10r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
chod	CH+O+D_ADDR	NEHMEN · AUSFÜHREN · TEIL	1	f68r1	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
chodaiin	CH+O+D_ADDR+AIIN	NEHMEN · AUSFÜHREN · TEIL · SOLLWERT	1	f10r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
chodaly	HO+AL+Y	TEILSTOFF · ZIEL · DIES	1	f56r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
chodl	CH+O+D_ADDR+L	NEHMEN · AUSFÜHREN · TEIL · LEITEN	1	f11r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
chody	CH+O+D_ADDR+Y	NEHMEN · AUSFÜHREN · TEIL · DIES	3	f11r|f56r|f88r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
choeea	CH+O+EE+A_ADDR	NEHMEN · AUSFÜHREN · LÄNGER · ORT	1	f67r2	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
choer	CH+O+E+R	NEHMEN · AUSFÜHREN · KURZ · MARKIEREN	1	f67r2	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
choeteedy	HO+E+T+EE+DY	TEILSTOFF · KURZ · EINSTELLEN · LÄNGER · SCHLIESSEN	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
chok	OK	SETZEN	1	f56r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
chokain	OK+AIN	SETZEN · EINHEIT	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
chokal	OK+AL	SETZEN · ZIEL	1	f68r1	LEARNED_FORMULA_CARD	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
chokcheo	OK+CHEO	SETZEN · AUSZUG	1	f56r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
chokchey	OK+CH+E+Y	SETZEN · NEHMEN · KURZ · DIES	1	f56r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
chokchol	OK+OL	SETZEN · FORTSETZEN	1	f56r	LEARNED_FORMULA_CARD	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
chokchy	OK+CH+Y	SETZEN · NEHMEN · DIES	1	f56r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
chokear	OK+E+AR	SETZEN · KURZ · QUELLE	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
chokeey	OK+EE+Y	SETZEN · LÄNGER · DIES	2	f56r	LEARNED_FORMULA_CARD	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
chokol	OK+OL	SETZEN · FORTSETZEN	1	f88r	LEARNED_FORMULA_CARD	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
chokor	OK+OR	SETZEN · SATZ	2	f56r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
choksy	OK+S+Y	SETZEN · AUSWÄHLEN · DIES	1	f56r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
choky	OK+Y	SETZEN · DIES	3	f56r|f69v	LEARNED_FORMULA_CARD|LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
chol	OL	FORTSETZEN	22	f10r|f11r|f13r|f56r|f67r2|f69v|f70v|f88r	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
cholaiin	OL+AIIN	FORTSETZEN · SOLLWERT	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
cholkal	OL+K+AL	FORTSETZEN · GEBEN · ZIEL	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
cholor	OL+OR	FORTSETZEN · SATZ	1	f10r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
choly	OL+Y	FORTSETZEN · DIES	2	f56r|f69v	LEARNED_FORMULA_CARD|LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
chopchal	CH+O+P+CH+AL	NEHMEN · AUSFÜHREN · EINSETZEN · NEHMEN · ZIEL	1	f10r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
chopchedy	CH+O+P+CHD+Y	NEHMEN · AUSFÜHREN · EINSETZEN · UMSETZEN · DIES	1	f82r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
chor	CH+OR	NEHMEN · SATZ	9	f10r|f13r|f56r|f88r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
chorcholsal	CH+OR+OL+S+AL	NEHMEN · SATZ · FORTSETZEN · AUSWÄHLEN · ZIEL	1	f88r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
chorchy	CH+OR+CH+Y	NEHMEN · SATZ · NEHMEN · DIES	2	f10r|f56r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
chos	CH+O+S	NEHMEN · AUSFÜHREN · AUSWÄHLEN	3	f56r|f67r2	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
chosals	CH+O+S+AL+S	NEHMEN · AUSFÜHREN · AUSWÄHLEN · ZIEL · AUSWÄHLEN	1	f88r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
chotchey	CH+OT+CH+E+Y	NEHMEN · DANACH · NEHMEN · KURZ · DIES	1	f56r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
choteey	CH+OT+EE+Y	NEHMEN · DANACH · LÄNGER · DIES	2	f68r1|f70v	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
chotol	CH+OT+OL	NEHMEN · DANACH · FORTSETZEN	2	f56r|f70v	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
choty	CH+OT+Y	NEHMEN · DANACH · DIES	2	f11r|f56r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
choy	HO+Y	TEILSTOFF · DIES	1	f56r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
chpor	CH+P+OR	NEHMEN · EINSETZEN · SATZ	1	f68r1	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
chsdy	CH+S+DY	NEHMEN · AUSWÄHLEN · SCHLIESSEN	2	f69v|f75r	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
chtchor	CH+T+CH+OR	NEHMEN · EINSTELLEN · NEHMEN · SATZ	1	f10r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
chteey	CH+T+EE+Y	NEHMEN · EINSTELLEN · LÄNGER · DIES	1	f68r1	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
chtorol	CH+T+OR+OL	NEHMEN · EINSTELLEN · SATZ · FORTSETZEN	1	f83r	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
chty	CH+T+Y	NEHMEN · EINSTELLEN · DIES	1	f10r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
chy	Y	DIES	15	f10r|f11r|f56r|f67r2|f69v|f70v|f75r|f81v|f88r	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
chykar	CH+Y+K+AR	NEHMEN · DIES · GEBEN · QUELLE	1	f69v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
chykchs	CH+Y+K+CH+S	NEHMEN · DIES · GEBEN · NEHMEN · AUSWÄHLEN	1	f67r2	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
chykey	CH+Y+K+E+Y	NEHMEN · DIES · GEBEN · KURZ · DIES	1	f56r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ckhey	CKH+E+Y	DURCHLASS · KURZ · DIES	2	f75r|f88r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ckhy	CKH+Y	DURCHLASS · DIES	2	f10r|f81v	LEARNED_FORMULA_CARD	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
cphal	CPH+AL	UMLEITEN · ZIEL	1	f82r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
cphedy	CPH+E+DY	UMLEITEN · KURZ · SCHLIESSEN	1	f81v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
cpheey	CPH+EE+Y	UMLEITEN · LÄNGER · DIES	1	f67r2	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
cphocthy	CPH+O+CTH+Y	UMLEITEN · AUSFÜHREN · BEREIT · DIES	1	f68r1	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
cphol	CPH+OL	UMLEITEN · FORTSETZEN	2	f68r1|f88r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
cphy	CPH+Y	UMLEITEN · DIES	1	f11r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
cth	CTH	BEREIT	1	f10r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
cthaiin	CTH+AIIN	BEREIT · SOLLWERT	1	f10r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
cthal	CTH+AL	BEREIT · ZIEL	2	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ctheol	CTH+E+OL	BEREIT · KURZ · FORTSETZEN	1	f88r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
cthey	CTH+E+Y	BEREIT · KURZ · DIES	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ctho	CTH+O	BEREIT · AUSFÜHREN	2	f10r|f56r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
cthol	CTH+OL	BEREIT · FORTSETZEN	3	f56r|f82r|f88r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
cthoor	CTH+O+OR	BEREIT · AUSFÜHREN · SATZ	1	f10r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
cthor	CTH+OR	BEREIT · SATZ	1	f10r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
cthy	CTH+Y	BEREIT · DIES	7	f10r|f11r|f56r	LEARNED_FORMULA_CARD	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
cthyd	CTH+Y+D_ADDR	BEREIT · DIES · TEIL	1	f10r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
d	D_ADDR	TEIL	7	f11r|f13r|f56r|f69v|f82r	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
dackhy	DA+CKH+Y	ZWEIT · DURCHLASS · DIES	1	f75r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
dadaiin	DA+D_ADDR+AIIN	ZWEIT · TEIL · SOLLWERT	1	f67r2	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
daii	DA+IIN	ZWEIT · STUFE	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
daiial	DA+IIN+AL	ZWEIT · STUFE · ZIEL	1	f69v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
daiidy	DA+IIN+DY	ZWEIT · STUFE · SCHLIESSEN	1	f81v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
daiiin	DA+IIN	ZWEIT · STUFE	1	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
daiin	AIIN	SOLLWERT	51	f10r|f11r|f13r|f55v|f56r|f67r2|f70v|f81v|f82r|f83r|f88r	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
daiiny	D_ADDR+AIIN+Y	TEIL · SOLLWERT · DIES	1	f55v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
daiir	DA+IIN+R	ZWEIT · STUFE · MARKIEREN	2	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
daim	DA+IIN+M_LOCAL	ZWEIT · STUFE · MITTE	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
dain	AIN	EINHEIT	16	f10r|f11r|f67r2|f75r|f81v|f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
dainy	AIN+Y	EINHEIT · DIES	1	f75r	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
dair	D_ADDR+AIR	TEIL · LAUF	6	f10r|f11r|f69v|f70v	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
dairam	D_ADDR+AIR+A_ADDR+AM_ADDR	TEIL · LAUF · ORT · INNEN	1	f81v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
dairchey	D_ADDR+AIR+CH+E+Y	TEIL · LAUF · NEHMEN · KURZ · DIES	1	f82r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
dairydy	AIR+Y+DY	LAUF · DIES · SCHLIESSEN	1	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
dal	AL	ZIEL	25	f56r|f67r2|f69v|f70v|f75r|f81v|f82r|f83r|f88r	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
dalal	AL+AL	ZIEL · ZIEL	2	f70v|f81v	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
dalalody	AL+AL+O+DY	ZIEL · ZIEL · AUSFÜHREN · SCHLIESSEN	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
dalchdy	AL+CHD+DY	ZIEL · UMSETZEN · SCHLIESSEN	1	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
daldy	AL+DY	ZIEL · SCHLIESSEN	4	f13r|f75r|f81v|f82r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
daly	AL+Y	ZIEL · DIES	3	f70v|f75r	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
dam	DA+AM_ADDR	ZWEIT · INNEN	1	f82r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
dar	D_ADDR+AR	TEIL · QUELLE	21	f10r|f13r|f67r2|f69v|f70v|f75r|f81v|f82r|f83r|f88r	LEARNED_FORMULA_CARD|LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
dara	D_ADDR+AR+A_ADDR	TEIL · QUELLE · ORT	1	f75r	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
daram	DA+R+A_ADDR+AM_ADDR	ZWEIT · MARKIEREN · ORT · INNEN	1	f68r1	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
darary	DA+R+AR+Y	ZWEIT · MARKIEREN · QUELLE · DIES	1	f82r	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
dardardy	D_ADDR+AR+D_ADDR+AR+DY	TEIL · QUELLE · TEIL · QUELLE · SCHLIESSEN	1	f75r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
darol	DA+R+OL	ZWEIT · MARKIEREN · FORTSETZEN	1	f82r	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
darolsy	DA+R+OL+S+Y	ZWEIT · MARKIEREN · FORTSETZEN · AUSWÄHLEN · DIES	1	f83r	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
darom	D_ADDR+AR+O+AM_ADDR	TEIL · QUELLE · AUSFÜHREN · INNEN	1	f75r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
dary	DA+R+Y	ZWEIT · MARKIEREN · DIES	3	f55v|f68r1|f88r	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
dateey	DA+T+EE+Y	ZWEIT · EINSTELLEN · LÄNGER · DIES	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
dchdar	D_ADDR+CHD+AR	TEIL · UMSETZEN · QUELLE	1	f67r2	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
dchdy	CHD+DY	UMSETZEN · SCHLIESSEN	1	f81v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
dchedy	D_ADDR+CHD+Y	TEIL · UMSETZEN · DIES	3	f75r|f81v|f82r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
dcheokedy	D_ADDR+CHEO+K+E+D_ADDR+Y	TEIL · AUSZUG · GEBEN · KURZ · TEIL · DIES	1	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
dchetay	D_ADDR+CH+E+T+A_ADDR+Y	TEIL · NEHMEN · KURZ · EINSTELLEN · ORT · DIES	1	f67r2	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
dchey	CH+E+Y	NEHMEN · KURZ · DIES	3	f10r|f56r|f88r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
dchg	D_ADDR+CH+LOCAL_CHAR_G	TEIL · NEHMEN · EINMAL	1	f13r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
dchol	D_ADDR+OL	TEIL · FORTSETZEN	2	f11r|f13r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
