component_recipe	portable_core_de	default_surface	default_surface_events	allowed_observed_surfaces	variant_count	encode_instruction_de
R+A_ADDR+S+Y	MARKIEREN · ORT · AUSWÄHLEN · DIES	rasy	1	rasy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
R+CH+E+S	MARKIEREN · NEHMEN · KURZ · AUSWÄHLEN	rches	1	rches	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
R+CH+E+Y	MARKIEREN · NEHMEN · KURZ · DIES	rchey	1	rchey	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
R+CH+S	MARKIEREN · NEHMEN · AUSWÄHLEN	rchs	1	rchs	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
R+CHD+Y	MARKIEREN · UMSETZEN · DIES	rchedy	2	rchedy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
R+OL	MARKIEREN · FORTSETZEN	rol	3	rol	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
R+OR	MARKIEREN · SATZ	ror	2	ror	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
R+SH+D_ADDR+Y	MARKIEREN · HALTEN · TEIL · DIES	rshdy	1	rshdy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
R+SH+E+AL	MARKIEREN · HALTEN · KURZ · ZIEL	rsheal	1	rsheal	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
R+SH+EE+D_ADDR+Y	MARKIEREN · HALTEN · LÄNGER · TEIL · DIES	rsheedy	2	rsheedy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
R+SHED+DY	MARKIEREN · ABSETZEN · SCHLIESSEN	rshedy	2	rshedy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
R+T+AIN	MARKIEREN · EINSTELLEN · EINHEIT	rtain	1	rtain	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
R+Y	MARKIEREN · DIES	ry	2	ry	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
RESUME_CARD	WIEDER	schol	1	schol	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
S	AUSWÄHLEN	s	27	s	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
S+AIIN	AUSWÄHLEN · SOLLWERT	saiin	9	saiin|saii	2	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
S+AIIN+R	AUSWÄHLEN · SOLLWERT · MARKIEREN	saiir	1	saiir	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
S+AIN	AUSWÄHLEN · EINHEIT	sain	9	sain	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
S+AIN+O	AUSWÄHLEN · EINHEIT · AUSFÜHREN	saino	1	saino	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
S+AIR	AUSWÄHLEN · LAUF	sair	1	sair	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
S+AL	AUSWÄHLEN · ZIEL	sal	7	sal	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
S+AL+CH+T+E+D_ADDR+Y+T+AR	AUSWÄHLEN · ZIEL · NEHMEN · EINSTELLEN · KURZ · TEIL · DIES · EINSTELLEN · QUELLE	salchtedytar	1	salchtedytar	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
S+AL+CHD+Y	AUSWÄHLEN · ZIEL · UMSETZEN · DIES	salchedy	1	salchedy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
S+AL+CHEO+L	AUSWÄHLEN · ZIEL · AUSZUG · LEITEN	salcheol	1	salcheol	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
S+AL+DA+L	AUSWÄHLEN · ZIEL · ZWEIT · LEITEN	saldal	1	saldal	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
S+AL+DY	AUSWÄHLEN · ZIEL · SCHLIESSEN	saldy	1	saldy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
S+AL+S+AIN	AUSWÄHLEN · ZIEL · AUSWÄHLEN · EINHEIT	salsain	1	salsain	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
S+AL+S+AL+Y	AUSWÄHLEN · ZIEL · AUSWÄHLEN · ZIEL · DIES	salsaly	1	salsaly	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
S+AM_ADDR	AUSWÄHLEN · INNEN	sam	3	sam	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
S+AR	AUSWÄHLEN · QUELLE	sar	11	sar	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
S+AR+AL	AUSWÄHLEN · QUELLE · ZIEL	saral	2	saral	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
S+AR+OL	AUSWÄHLEN · QUELLE · FORTSETZEN	sarol	1	sarol	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
S+AR+Y+D_ADDR+Y	AUSWÄHLEN · QUELLE · DIES · TEIL · DIES	sarydy	1	sarydy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
S+A_ADDR+LSH+CTH+D_ADDR+Y	AUSWÄHLEN · ORT · SPÜLEN · BEREIT · TEIL · DIES	salshcthdy	1	salshcthdy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
S+A_ADDR+LSH+E+Y	AUSWÄHLEN · ORT · SPÜLEN · KURZ · DIES	salshey	1	salshey	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
S+A_ADDR+S+OL+DA+L	AUSWÄHLEN · ORT · AUSWÄHLEN · FORTSETZEN · ZWEIT · LEITEN	sasoldal	1	sasoldal	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
S+CH+E+T+Y	AUSWÄHLEN · NEHMEN · KURZ · EINSTELLEN · DIES	schety	1	schety	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
S+CH+E+Y	AUSWÄHLEN · NEHMEN · KURZ · DIES	schey	1	schey	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
S+K+AL	AUSWÄHLEN · GEBEN · ZIEL	skal	1	skal	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
S+L	AUSWÄHLEN · LEITEN	sl	1	sl	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
S+O+CTH+O+D_ADDR+Y	AUSWÄHLEN · AUSFÜHREN · BEREIT · AUSFÜHREN · TEIL · DIES	socthody	1	socthody	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
S+O+DA+R	AUSWÄHLEN · AUSFÜHREN · ZWEIT · MARKIEREN	sodar	1	sodar	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
S+O+E+AR	AUSWÄHLEN · AUSFÜHREN · KURZ · QUELLE	soear	1	soear	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
S+O+EE+Y	AUSWÄHLEN · AUSFÜHREN · LÄNGER · DIES	soeey	1	soeey	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
S+O+LOCAL_CHAR_I+IIN	AUSWÄHLEN · AUSFÜHREN · UNTERSTUFE · STUFE	soiiin	1	soiiin	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
S+O+SH+O	AUSWÄHLEN · AUSFÜHREN · HALTEN · AUSFÜHREN	sosho	1	sosho	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
S+OK+EE+DY	AUSWÄHLEN · SETZEN · LÄNGER · SCHLIESSEN	sokeedy	1	sokeedy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
S+OK+OL+Y	AUSWÄHLEN · SETZEN · FORTSETZEN · DIES	sokoly	1	sokoly	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
S+OL+AR+OL	AUSWÄHLEN · FORTSETZEN · QUELLE · FORTSETZEN	solarol	1	solarol	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
S+OL+CHD+Y	AUSWÄHLEN · FORTSETZEN · UMSETZEN · DIES	solchedy	1	solchedy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
S+OL+CHK+AL	AUSWÄHLEN · FORTSETZEN · BEHANDELN · ZIEL	solchkal	1	solchkal	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
S+OL+D_ADDR+Y	AUSWÄHLEN · FORTSETZEN · TEIL · DIES	soldy	1	soldy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
S+OL+SHED	AUSWÄHLEN · FORTSETZEN · ABSETZEN	solshed	1	solshed	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
S+OR	AUSWÄHLEN · SATZ	sor	5	sor	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
S+OR+AIIN+R	AUSWÄHLEN · SATZ · SOLLWERT · MARKIEREN	soraiir	1	soraiir	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
S+OR+OR+L	AUSWÄHLEN · SATZ · SATZ · LEITEN	sororl	1	sororl	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
S+OR+OR+Y	AUSWÄHLEN · SATZ · SATZ · DIES	sorory	1	sorory	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
S+OT+AIIN	AUSWÄHLEN · DANACH · SOLLWERT	sotaiin	1	sotaiin	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
S+OT+O+D_ADDR+AN	AUSWÄHLEN · DANACH · AUSFÜHREN · TEIL · ZUSATZ	sotodan	1	sotodan	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
S+OT+Y	AUSWÄHLEN · DANACH · DIES	sotchy	1	sotchy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
S+SH+E+CKH+Y	AUSWÄHLEN · HALTEN · KURZ · DURCHLASS · DIES	ssheckhy	1	ssheckhy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
S+SH+E+DY	AUSWÄHLEN · HALTEN · KURZ · SCHLIESSEN	sshedy	1	sshedy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
S+SH+E+OL	AUSWÄHLEN · HALTEN · KURZ · FORTSETZEN	ssheol	1	ssheol	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
S+SH+E+Y	AUSWÄHLEN · HALTEN · KURZ · DIES	sshey	2	sshey	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
S+SH+O+LSH+E+CTH+Y	AUSWÄHLEN · HALTEN · AUSFÜHREN · SPÜLEN · KURZ · BEREIT · DIES	ssholshecthy	1	ssholshecthy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
S+Y+K+O+S_ADDR	AUSWÄHLEN · DIES · GEBEN · AUSFÜHREN · STERNORT	sykos	1	sykos	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH	HALTEN	sh	1	sh	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+AIIN	HALTEN · SOLLWERT	shaiin	1	shaiin	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+AL	HALTEN · ZIEL	shal	2	shal	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+CKH+E+DY	HALTEN · DURCHLASS · KURZ · SCHLIESSEN	shckhedy	3	shckhedy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+CKH+E+Y	HALTEN · DURCHLASS · KURZ · DIES	shckhey	2	shckhey	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+CKH+Y	HALTEN · DURCHLASS · DIES	shckhy	4	shckhy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+CTH+E+Y	HALTEN · BEREIT · KURZ · DIES	shcthey	1	shcthey	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+CTH+Y	HALTEN · BEREIT · DIES	shcthy	2	shcthy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+D_ADDR+Y	HALTEN · TEIL · DIES	shdy	1	shdy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+E+AL	HALTEN · KURZ · ZIEL	sheal	1	sheal	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+E+AR	HALTEN · KURZ · QUELLE	shear	1	shear	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+E+CH+Y	HALTEN · KURZ · NEHMEN · DIES	shechy	1	shechy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+E+CKH+AL	HALTEN · KURZ · DURCHLASS · ZIEL	sheckhal	1	sheckhal	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+E+CKH+D_ADDR+Y	HALTEN · KURZ · DURCHLASS · TEIL · DIES	sheckhdy	1	sheckhdy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+E+CKH+Y	HALTEN · KURZ · DURCHLASS · DIES	sheckhy	3	sheckhy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+E+CTH	HALTEN · KURZ · BEREIT	shecth	1	shecth	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+E+CTH+CHD+Y	HALTEN · KURZ · BEREIT · UMSETZEN · DIES	shecthedchy	1	shecthedchy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+E+CTH+E+D_ADDR+Y	HALTEN · KURZ · BEREIT · KURZ · TEIL · DIES	shecthedy	1	shecthedy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+E+CTH+Y	HALTEN · KURZ · BEREIT · DIES	shecthy	3	shecthy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+E+DY	HALTEN · KURZ · SCHLIESSEN	dshedy	6	dshedy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+E+K	HALTEN · KURZ · GEBEN	shek	2	shek	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+E+K+AL	HALTEN · KURZ · GEBEN · ZIEL	shekal	1	shekal	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+E+K+CH+Y	HALTEN · KURZ · GEBEN · NEHMEN · DIES	shekchy	1	shekchy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+E+K+OR	HALTEN · KURZ · GEBEN · SATZ	shekor	1	shekor	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+E+K+Y	HALTEN · KURZ · GEBEN · DIES	sheky	1	sheky	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+E+O	HALTEN · KURZ · AUSFÜHREN	sheo	2	sheo	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+E+O+AL+Y	HALTEN · KURZ · AUSFÜHREN · ZIEL · DIES	sheodaly	1	sheodaly	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+E+O+AM_ADDR	HALTEN · KURZ · AUSFÜHREN · INNEN	sheom	1	sheom	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+E+O+D_ADDR+Y	HALTEN · KURZ · AUSFÜHREN · TEIL · DIES	sheody	1	sheody	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+E+OK+E+Y	HALTEN · KURZ · SETZEN · KURZ · DIES	sheokey	1	sheokey	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+E+OK+Y	HALTEN · KURZ · SETZEN · DIES	sheoky	1	sheoky	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+E+OL	HALTEN · KURZ · FORTSETZEN	sheol	4	sheol|dsheol	2	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+E+OL+D_ADDR+LOCAL_CHAR_G	HALTEN · KURZ · FORTSETZEN · TEIL · EINMAL	sheoldg	1	sheoldg	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+E+OR	HALTEN · KURZ · SATZ	sheor	1	sheor	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+E+P+Y	HALTEN · KURZ · EINSETZEN · DIES	shepchy	1	shepchy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+E+S_ADDR	HALTEN · KURZ · STERNORT	shes	1	shes	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+E+T+AR	HALTEN · KURZ · EINSTELLEN · QUELLE	shetar	1	shetar	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+E+Y	HALTEN · KURZ · DIES	shey	25	shey|tshey	2	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+EE+AL	HALTEN · LÄNGER · ZIEL	sheeal	1	sheeal	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+EE+DY	HALTEN · LÄNGER · SCHLIESSEN	sheedy	7	sheedy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+EE+K+CH+Y	HALTEN · LÄNGER · GEBEN · NEHMEN · DIES	sheekchy	1	sheekchy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+EE+K+Y	HALTEN · LÄNGER · GEBEN · DIES	sheeky	2	sheeky	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+EE+O+S_ADDR	HALTEN · LÄNGER · AUSFÜHREN · STERNORT	sheeos	1	sheeos	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+EE+OL	HALTEN · LÄNGER · FORTSETZEN	sheeol	1	sheeol	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+EE+S	HALTEN · LÄNGER · AUSWÄHLEN	shees	1	shees	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+EE+S_ADDR	HALTEN · LÄNGER · STERNORT	chees	2	chees	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+EE+T+EE+Y	HALTEN · LÄNGER · EINSTELLEN · LÄNGER · DIES	sheeteey	1	sheeteey	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+EE+T+Y	HALTEN · LÄNGER · EINSTELLEN · DIES	sheety	2	sheety	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+EE+Y	HALTEN · LÄNGER · DIES	cheey	15	cheey|sheey	2	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+K+CHD+DY	HALTEN · GEBEN · UMSETZEN · SCHLIESSEN	sshkchdy	1	sshkchdy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+K+Y	HALTEN · GEBEN · DIES	shkchy	1	shkchy|shky	2	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+O	HALTEN · AUSFÜHREN	sho	2	sho	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+O+AL	HALTEN · AUSFÜHREN · ZIEL	schoal	1	schoal	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+O+CPH+E+DY	HALTEN · AUSFÜHREN · UMLEITEN · KURZ · SCHLIESSEN	shocphedy	1	shocphedy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+O+T+EE+O+DY	HALTEN · AUSFÜHREN · EINSTELLEN · LÄNGER · AUSFÜHREN · SCHLIESSEN	shoteeody	1	shoteeody	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+O+Y	HALTEN · AUSFÜHREN · DIES	shoy	1	shoy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+O+Y+T+Y	HALTEN · AUSFÜHREN · DIES · EINSTELLEN · DIES	shoyty	1	shoyty	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+OK+AIIN	HALTEN · SETZEN · SOLLWERT	shokaiin	1	shokaiin	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+OK+AIN	HALTEN · SETZEN · EINHEIT	shokain	1	shokain	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+OK+CH+Y	HALTEN · SETZEN · NEHMEN · DIES	shokchy	1	shokchy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+OK+E+Y	HALTEN · SETZEN · KURZ · DIES	shokey	1	shokey	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+OL	HALTEN · FORTSETZEN	shol	7	shol	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+OL+LOCAL_CHAR_F+CH+OR	HALTEN · FORTSETZEN · NEBENWEG · NEHMEN · SATZ	sholfchor	1	sholfchor	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+OR	HALTEN · SATZ	shor	4	shor	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+OR+O+D_ADDR+O	HALTEN · SATZ · AUSFÜHREN · TEIL · AUSFÜHREN	shorodo	1	shorodo	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+S	HALTEN · AUSWÄHLEN	shs	1	shs	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+T+OL	HALTEN · EINSTELLEN · FORTSETZEN	shtol	1	shtol	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+Y	HALTEN · DIES	shchey	2	shchey	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SH+Y+AIIN	HALTEN · DIES · SOLLWERT	shfydaiin	1	shfydaiin	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SHED+AIIN	ABSETZEN · SOLLWERT	shedaiin	3	shedaiin	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SHED+AL	ABSETZEN · ZIEL	shedal	2	shedal	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SHED+DY	ABSETZEN · SCHLIESSEN	shedy	46	shedy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SHED+K+E+D_ADDR+Y	ABSETZEN · GEBEN · KURZ · TEIL · DIES	shedkedy	1	shedkedy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SOLK+AIIN	AUFFANGEN · SOLLWERT	solkaiin	1	solkaiin	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SOLK+AIN	AUFFANGEN · EINHEIT	qolkain	1	qolkain	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SOLK+AR	AUFFANGEN · QUELLE	olkar	1	olkar	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SOLK+AR+Y	AUFFANGEN · QUELLE · DIES	qolkary	1	qolkary	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SOLK+E+DY	AUFFANGEN · KURZ · SCHLIESSEN	olkedy	1	olkedy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SOLK+E+Y	AUFFANGEN · KURZ · DIES	solkey	1	solkey	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SOLK+EE+DY	AUFFANGEN · LÄNGER · SCHLIESSEN	olkeedy	5	olkeedy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SOLK+EE+D_ADDR+Y	AUFFANGEN · LÄNGER · TEIL · DIES	solkeedy	2	solkeedy|qolkeedy	2	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SOLK+EE+OL+Y	AUFFANGEN · LÄNGER · FORTSETZEN · DIES	qolkeeoly	1	qolkeeoly	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SOLK+EE+Y	AUFFANGEN · LÄNGER · DIES	olkeey	3	olkeey|solkeey	2	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
SOLK+Y	AUFFANGEN · DIES	olky	1	olky|qolky	2	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
S_ADDR+O+S_ADDR	STERNORT · AUSFÜHREN · STERNORT	sos	1	sos	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
S_LABEL+AL+OL+S_LABEL	RAHMEN · ZIEL · FORTSETZEN · RAHMEN	salols	1	salols	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
T	EINSTELLEN	t	1	t	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
T+AIIN	EINSTELLEN · SOLLWERT	taiin	2	taiin	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
T+AL	EINSTELLEN · ZIEL	tal	1	tal	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
T+AL+AM_ADDR	EINSTELLEN · ZIEL · INNEN	talam	1	talam	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
T+AL+O+D_ADDR+Y	EINSTELLEN · ZIEL · AUSFÜHREN · TEIL · DIES	talody	1	talody	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
T+AR	EINSTELLEN · QUELLE	tar	3	tar	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
T+CH+O	EINSTELLEN · NEHMEN · AUSFÜHREN	tcho	1	tcho	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
T+CH+O+DY	EINSTELLEN · NEHMEN · AUSFÜHREN · SCHLIESSEN	tchody	1	tchody	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
T+CH+OR	EINSTELLEN · NEHMEN · SATZ	tchor	1	tchor	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
T+CHD	EINSTELLEN · UMSETZEN	tchd	1	tchd	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
T+CHD+Y	EINSTELLEN · UMSETZEN · DIES	tchedy	4	tchedy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
T+CHEO+L	EINSTELLEN · AUSZUG · LEITEN	tcheol	1	tcheol	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
T+E+CHD+Y	EINSTELLEN · KURZ · UMSETZEN · DIES	techedy	1	techedy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
T+E+DY	EINSTELLEN · KURZ · SCHLIESSEN	tedy	2	tedy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
T+E+O+AIIN	EINSTELLEN · KURZ · AUSFÜHREN · SOLLWERT	teodaiin	1	teodaiin	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
T+E+Y	EINSTELLEN · KURZ · DIES	tey	1	tey|ytey	2	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
T+EE+O	EINSTELLEN · LÄNGER · AUSFÜHREN	teeo	1	teeo	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
